participant,date,expName,psychopyVersion,OS,frameRate,browser,xResolution,yResolution,key_resp.keys,key_resp.rt,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,training.ran,LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID
297628,2022-11-14_12h11.57,vts_reward_expectancy_bt,2022.2.4,MacIntel,58.82352941,Safari,1280,800,,,,,,,,,,,,,,,,,,,,,,
297628,2022-11-14_12h11.57,vts_reward_expectancy_bt,2022.2.4,MacIntel,58.82352941,Safari,1280,800,space,3.827,,,,,,,,,,,,,,,,,,,,
297628,2022-11-14_12h11.57,vts_reward_expectancy_bt,2022.2.4,MacIntel,58.82352941,Safari,1280,800,,,,,,,,,,,,,,,,,,,,,,
297628,2022-11-14_12h11.57,vts_reward_expectancy_bt,2022.2.4,MacIntel,58.82352941,Safari,1280,800,,,a,4.906,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,triangle,hexagon
297628,2022-11-14_12h11.57,vts_reward_expectancy_bt,2022.2.4,MacIntel,58.82352941,Safari,1280,800,,,a,3.829,1,2,0,0,1,1,3,1,0,1,0,0,1,0,0,0,circle,triangle
297628,2022-11-14_12h11.57,vts_reward_expectancy_bt,2022.2.4,MacIntel,58.82352941,Safari,1280,800,,,a,1.297,10,12,0,0,2,2,8,1,0,0,1,0,0,0,0,1,hexagon,star
297628,2022-11-14_12h11.57,vts_reward_expectancy_bt,2022.2.4,MacIntel,58.82352941,Safari,1280,800,,,l,1.755,10,22,0,0,3,3,7,1,0,0,1,0,0,1,0,0,hexagon,circle
297628,2022-11-14_12h11.57,vts_reward_expectancy_bt,2022.2.4,MacIntel,58.82352941,Safari,1280,800,,,l,0.848,10,32,0,0,4,4,0,1,1,0,0,0,0,1,0,0,triangle,circle
297628,2022-11-14_12h11.57,vts_reward_expectancy_bt,2022.2.4,MacIntel,58.82352941,Safari,1280,800,,,l,0.805,10,42,0,0,5,5,10,1,0,0,0,1,0,1,0,0,star ,circle
297628,2022-11-14_12h11.57,vts_reward_expectancy_bt,2022.2.4,MacIntel,58.82352941,Safari,1280,800,,,l,1.173,1,43,0,0,6,6,11,1,0,0,0,1,0,0,1,0,star,hexagon
