participant,date,expName,psychopyVersion,OS,frameRate,browser,xResolution,yResolution,key_resp.keys,key_resp.rt,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,training.ran,LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID
297628,2022-11-14_12h11.57,vts_reward_expectancy_bt,2022.2.4,MacIntel,58.82352941,Safari,1280,800,,,a,2.95,10,53,0,0,7,7,4,1,0,1,0,0,0,0,1,0,circle,hexagon
297628,2022-11-14_12h11.57,vts_reward_expectancy_bt,2022.2.4,MacIntel,58.82352941,Safari,1280,800,,,a,0.687,1,54,0,0,8,8,5,1,0,1,0,0,0,0,0,1,circle,star
297628,2022-11-14_12h11.57,vts_reward_expectancy_bt,2022.2.4,MacIntel,58.82352941,Safari,1280,800,,,l,1.439,10,64,0,0,9,9,6,1,0,0,1,0,1,0,0,0,hexagon,triangle
297628,2022-11-14_12h11.57,vts_reward_expectancy_bt,2022.2.4,MacIntel,58.82352941,Safari,1280,800,,,a,0.952,1,65,0,0,10,10,2,1,1,0,0,0,0,0,0,1,triangle,star
297628,2022-11-14_12h11.57,vts_reward_expectancy_bt,2022.2.4,MacIntel,58.82352941,Safari,1280,800,,,l,1.032,1,66,0,0,11,11,9,1,0,0,0,1,1,0,0,0,star,triangle
297628,2022-11-14_12h11.57,vts_reward_expectancy_bt,2022.2.4,MacIntel,58.82352941,Safari,1280,800,,,a,1.82,10,76,0,1,0,12,5,1,0,1,0,0,0,0,0,1,circle,star
297628,2022-11-14_12h11.57,vts_reward_expectancy_bt,2022.2.4,MacIntel,58.82352941,Safari,1280,800,,,l,1.103,1,77,0,1,1,13,0,1,1,0,0,0,0,1,0,0,triangle,circle
297628,2022-11-14_12h11.57,vts_reward_expectancy_bt,2022.2.4,MacIntel,58.82352941,Safari,1280,800,,,l,0.566,1,78,0,1,2,14,10,1,0,0,0,1,0,1,0,0,star ,circle
297628,2022-11-14_12h11.57,vts_reward_expectancy_bt,2022.2.4,MacIntel,58.82352941,Safari,1280,800,,,l,0.566,1,79,0,1,3,15,11,1,0,0,0,1,0,0,1,0,star,hexagon
297628,2022-11-14_12h11.57,vts_reward_expectancy_bt,2022.2.4,MacIntel,58.82352941,Safari,1280,800,,,a,0.904,10,89,0,1,4,16,1,1,1,0,0,0,0,0,1,0,triangle,hexagon
297628,2022-11-14_12h11.57,vts_reward_expectancy_bt,2022.2.4,MacIntel,58.82352941,Safari,1280,800,,,a,0.667,1,90,0,1,5,17,6,1,0,0,1,0,1,0,0,0,hexagon,triangle
297628,2022-11-14_12h11.57,vts_reward_expectancy_bt,2022.2.4,MacIntel,58.82352941,Safari,1280,800,,,l,0.532,1,91,0,1,6,18,7,1,0,0,1,0,0,1,0,0,hexagon,circle
297628,2022-11-14_12h11.57,vts_reward_expectancy_bt,2022.2.4,MacIntel,58.82352941,Safari,1280,800,,,a,0.721,1,92,0,1,7,19,2,1,1,0,0,0,0,0,0,1,triangle,star
297628,2022-11-14_12h11.57,vts_reward_expectancy_bt,2022.2.4,MacIntel,58.82352941,Safari,1280,800,,,a,0.632,10,102,0,1,8,20,8,1,0,0,1,0,0,0,0,1,hexagon,star
297628,2022-11-14_12h11.57,vts_reward_expectancy_bt,2022.2.4,MacIntel,58.82352941,Safari,1280,800,,,a,3.67,10,112,0,1,9,21,3,1,0,1,0,0,1,0,0,0,circle,triangle
297628,2022-11-14_12h11.57,vts_reward_expectancy_bt,2022.2.4,MacIntel,58.82352941,Safari,1280,800,,,a,0.885,10,122,0,1,10,22,9,1,0,0,0,1,1,0,0,0,star,triangle
297628,2022-11-14_12h11.57,vts_reward_expectancy_bt,2022.2.4,MacIntel,58.82352941,Safari,1280,800,,,l,1.421,10,132,0,1,11,23,4,1,0,1,0,0,0,0,1,0,circle,hexagon
297628,2022-11-14_12h11.57,vts_reward_expectancy_bt,2022.2.4,MacIntel,58.82352941,Safari,1280,800,,,a,1.232,1,133,0,2,0,24,5,1,0,1,0,0,0,0,0,1,circle,star
297628,2022-11-14_12h11.57,vts_reward_expectancy_bt,2022.2.4,MacIntel,58.82352941,Safari,1280,800,,,a,1.682,10,143,0,2,1,25,1,1,1,0,0,0,0,0,1,0,triangle,hexagon
297628,2022-11-14_12h11.57,vts_reward_expectancy_bt,2022.2.4,MacIntel,58.82352941,Safari,1280,800,,,l,0.597,1,144,0,2,2,26,0,1,1,0,0,0,0,1,0,0,triangle,circle
297628,2022-11-14_12h11.57,vts_reward_expectancy_bt,2022.2.4,MacIntel,58.82352941,Safari,1280,800,,,l,0.838,1,145,0,2,3,27,2,1,1,0,0,0,0,0,0,1,triangle,star
297628,2022-11-14_12h11.57,vts_reward_expectancy_bt,2022.2.4,MacIntel,58.82352941,Safari,1280,800,,,l,0.705,10,155,0,2,4,28,7,1,0,0,1,0,0,1,0,0,hexagon,circle
297628,2022-11-14_12h11.57,vts_reward_expectancy_bt,2022.2.4,MacIntel,58.82352941,Safari,1280,800,,,l,0.905,1,156,0,2,5,29,9,1,0,0,0,1,1,0,0,0,star,triangle
297628,2022-11-14_12h11.57,vts_reward_expectancy_bt,2022.2.4,MacIntel,58.82352941,Safari,1280,800,,,a,1.15,10,166,0,2,6,30,11,1,0,0,0,1,0,0,1,0,star,hexagon
297628,2022-11-14_12h11.57,vts_reward_expectancy_bt,2022.2.4,MacIntel,58.82352941,Safari,1280,800,,,a,1.103,10,176,0,2,7,31,4,1,0,1,0,0,0,0,1,0,circle,hexagon
297628,2022-11-14_12h11.57,vts_reward_expectancy_bt,2022.2.4,MacIntel,58.82352941,Safari,1280,800,,,l,1.267,1,177,0,2,8,32,10,1,0,0,0,1,0,1,0,0,star ,circle
297628,2022-11-14_12h11.57,vts_reward_expectancy_bt,2022.2.4,MacIntel,58.82352941,Safari,1280,800,,,l,0.883,10,187,0,2,9,33,8,1,0,0,1,0,0,0,0,1,hexagon,star
297628,2022-11-14_12h11.57,vts_reward_expectancy_bt,2022.2.4,MacIntel,58.82352941,Safari,1280,800,,,a,1.247,10,197,0,2,10,34,3,1,0,1,0,0,1,0,0,0,circle,triangle
297628,2022-11-14_12h11.57,vts_reward_expectancy_bt,2022.2.4,MacIntel,58.82352941,Safari,1280,800,,,l,1.549,10,207,0,2,11,35,6,1,0,0,1,0,1,0,0,0,hexagon,triangle
