participant,date,expName,psychopyVersion,OS,frameRate,browser,xResolution,yResolution,key_resp.keys,key_resp.rt,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,training.ran,LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,curr_topStim,curr_bottStim,curr_shape,acc,E1,target_resp_prac1.keys,pracBlock,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task1_prac_trials.ran,target_resp_prac1.rt
292843,2022-09-21_16h46.43.032,vts_reward_expectancy,2022.2.4,Win32,59.83008257,Chrome,1504,1003,,,a,1.5548,10,45,0,0,8,8,5,1,0,1,0,0,0,0,0,1,circle,star,,,,,,,,,,,,,
292843,2022-09-21_16h46.43.032,vts_reward_expectancy,2022.2.4,Win32,59.83008257,Chrome,1504,1003,,,l,0.7354,10,55,0,0,9,9,10,1,0,0,0,1,0,1,0,0,star ,circle,,,,,,,,,,,,,
292843,2022-09-21_16h46.43.032,vts_reward_expectancy,2022.2.4,Win32,59.83008257,Chrome,1504,1003,,,a,0.8998,1,56,0,0,10,10,8,1,0,0,1,0,0,0,0,1,hexagon,star,,,,,,,,,,,,,
292843,2022-09-21_16h46.43.032,vts_reward_expectancy,2022.2.4,Win32,59.83008257,Chrome,1504,1003,,,a,0.8746,10,66,0,0,11,11,3,1,0,1,0,0,1,0,0,0,circle,triangle,,,,,,,,,,,,,
292843,2022-09-21_16h46.43.032,vts_reward_expectancy,2022.2.4,Win32,59.83008257,Chrome,1504,1003,,,l,1.6007,1,67,0,1,0,12,11,1,0,0,0,1,0,0,1,0,star,hexagon,,,,,,,,,,,,,
292843,2022-09-21_16h46.43.032,vts_reward_expectancy,2022.2.4,Win32,59.83008257,Chrome,1504,1003,,,l,1.8844,10,77,0,1,1,13,0,1,1,0,0,0,0,1,0,0,triangle,circle,,,,,,,,,,,,,
292843,2022-09-21_16h46.43.032,vts_reward_expectancy,2022.2.4,Win32,59.83008257,Chrome,1504,1003,,,l,0.6513,10,87,0,1,2,14,10,1,0,0,0,1,0,1,0,0,star ,circle,,,,,,,,,,,,,
292843,2022-09-21_16h46.43.032,vts_reward_expectancy,2022.2.4,Win32,59.83008257,Chrome,1504,1003,,,l,2.3837,1,88,0,1,3,15,2,1,1,0,0,0,0,0,0,1,triangle,star,,,,,,,,,,,,,
292843,2022-09-21_16h46.43.032,vts_reward_expectancy,2022.2.4,Win32,59.83008257,Chrome,1504,1003,,,a,1.1016,1,89,0,1,4,16,9,1,0,0,0,1,1,0,0,0,star,triangle,,,,,,,,,,,,,
292843,2022-09-21_16h46.43.032,vts_reward_expectancy,2022.2.4,Win32,59.83008257,Chrome,1504,1003,,,l,2.1581,1,90,0,1,5,17,1,1,1,0,0,0,0,0,1,0,triangle,hexagon,,,,,,,,,,,,,
292843,2022-09-21_16h46.43.032,vts_reward_expectancy,2022.2.4,Win32,59.83008257,Chrome,1504,1003,,,a,3.9515,1,91,0,1,6,18,8,1,0,0,1,0,0,0,0,1,hexagon,star,,,,,,,,,,,,,
292843,2022-09-21_16h46.43.032,vts_reward_expectancy,2022.2.4,Win32,59.83008257,Chrome,1504,1003,,,l,0.7671,10,101,0,1,7,19,7,1,0,0,1,0,0,1,0,0,hexagon,circle,,,,,,,,,,,,,
292843,2022-09-21_16h46.43.032,vts_reward_expectancy,2022.2.4,Win32,59.83008257,Chrome,1504,1003,,,a,1.2392,10,111,0,1,8,20,4,1,0,1,0,0,0,0,1,0,circle,hexagon,,,,,,,,,,,,,
292843,2022-09-21_16h46.43.032,vts_reward_expectancy,2022.2.4,Win32,59.83008257,Chrome,1504,1003,,,l,1.2835,10,121,0,1,9,21,6,1,0,0,1,0,1,0,0,0,hexagon,triangle,,,,,,,,,,,,,
292843,2022-09-21_16h46.43.032,vts_reward_expectancy,2022.2.4,Win32,59.83008257,Chrome,1504,1003,,,a,1.1566,10,131,0,1,10,22,5,1,0,1,0,0,0,0,0,1,circle,star,,,,,,,,,,,,,
292843,2022-09-21_16h46.43.032,vts_reward_expectancy,2022.2.4,Win32,59.83008257,Chrome,1504,1003,,,a,0.8008,10,141,0,1,11,23,3,1,0,1,0,0,1,0,0,0,circle,triangle,,,,,,,,,,,,,
292843,2022-09-21_16h46.43.032,vts_reward_expectancy,2022.2.4,Win32,59.83008257,Chrome,1504,1003,,,a,0.8212,1,142,0,2,0,24,1,1,1,0,0,0,0,0,1,0,triangle,hexagon,,,,,,,,,,,,,
292843,2022-09-21_16h46.43.032,vts_reward_expectancy,2022.2.4,Win32,59.83008257,Chrome,1504,1003,,,a,1.1254,1,143,0,2,1,25,9,1,0,0,0,1,1,0,0,0,star,triangle,,,,,,,,,,,,,
292843,2022-09-21_16h46.43.032,vts_reward_expectancy,2022.2.4,Win32,59.83008257,Chrome,1504,1003,,,a,0.9342,10,153,0,2,2,26,2,1,1,0,0,0,0,0,0,1,triangle,star,,,,,,,,,,,,,
292843,2022-09-21_16h46.43.032,vts_reward_expectancy,2022.2.4,Win32,59.83008257,Chrome,1504,1003,,,a,0.8512,10,163,0,2,3,27,3,1,0,1,0,0,1,0,0,0,circle,triangle,,,,,,,,,,,,,
292843,2022-09-21_16h46.43.032,vts_reward_expectancy,2022.2.4,Win32,59.83008257,Chrome,1504,1003,,,a,0.8012,10,173,0,2,4,28,5,1,0,1,0,0,0,0,0,1,circle,star,,,,,,,,,,,,,
292843,2022-09-21_16h46.43.032,vts_reward_expectancy,2022.2.4,Win32,59.83008257,Chrome,1504,1003,,,l,0.7375,1,174,0,2,5,29,6,1,0,0,1,0,1,0,0,0,hexagon,triangle,,,,,,,,,,,,,
292843,2022-09-21_16h46.43.032,vts_reward_expectancy,2022.2.4,Win32,59.83008257,Chrome,1504,1003,,,a,0.7013,1,175,0,2,6,30,0,1,1,0,0,0,0,1,0,0,triangle,circle,,,,,,,,,,,,,
292843,2022-09-21_16h46.43.032,vts_reward_expectancy,2022.2.4,Win32,59.83008257,Chrome,1504,1003,,,l,1.2679,1,176,0,2,7,31,7,1,0,0,1,0,0,1,0,0,hexagon,circle,,,,,,,,,,,,,
292843,2022-09-21_16h46.43.032,vts_reward_expectancy,2022.2.4,Win32,59.83008257,Chrome,1504,1003,,,l,1.9012,1,177,0,2,8,32,10,1,0,0,0,1,0,1,0,0,star ,circle,,,,,,,,,,,,,
292843,2022-09-21_16h46.43.032,vts_reward_expectancy,2022.2.4,Win32,59.83008257,Chrome,1504,1003,,,l,1.035,1,178,0,2,9,33,4,1,0,1,0,0,0,0,1,0,circle,hexagon,,,,,,,,,,,,,
292843,2022-09-21_16h46.43.032,vts_reward_expectancy,2022.2.4,Win32,59.83008257,Chrome,1504,1003,,,a,1.8526,10,188,0,2,10,34,8,1,0,0,1,0,0,0,0,1,hexagon,star,,,,,,,,,,,,,
292843,2022-09-21_16h46.43.032,vts_reward_expectancy,2022.2.4,Win32,59.83008257,Chrome,1504,1003,,,l,0.9188,10,198,0,2,11,35,11,1,0,0,0,1,0,0,1,0,star,hexagon,,,,,,,,,,,,,
292843,2022-09-21_16h46.43.032,vts_reward_expectancy,2022.2.4,Win32,59.83008257,Chrome,1504,1003,,,l,1.6506,10,208,1,0,0,0,10,1,0,0,0,1,0,1,0,0,star ,circle,,,,,,,,,,,,,
292843,2022-09-21_16h46.43.032,vts_reward_expectancy,2022.2.4,Win32,59.83008257,Chrome,1504,1003,,,a,1.2905,1,209,1,0,1,1,2,1,1,0,0,0,0,0,0,1,triangle,star,,,,,,,,,,,,,
292843,2022-09-21_16h46.43.032,vts_reward_expectancy,2022.2.4,Win32,59.83008257,Chrome,1504,1003,,,a,1.0828,1,210,1,0,2,2,9,1,0,0,0,1,1,0,0,0,star,triangle,,,,,,,,,,,,,
292843,2022-09-21_16h46.43.032,vts_reward_expectancy,2022.2.4,Win32,59.83008257,Chrome,1504,1003,,,a,0.5688,10,220,1,0,3,3,5,1,0,1,0,0,0,0,0,1,circle,star,,,,,,,,,,,,,
292843,2022-09-21_16h46.43.032,vts_reward_expectancy,2022.2.4,Win32,59.83008257,Chrome,1504,1003,,,l,1.1378,10,230,1,0,4,4,1,1,1,0,0,0,0,0,1,0,triangle,hexagon,,,,,,,,,,,,,
292843,2022-09-21_16h46.43.032,vts_reward_expectancy,2022.2.4,Win32,59.83008257,Chrome,1504,1003,,,a,0.6318,10,240,1,0,5,5,8,1,0,0,1,0,0,0,0,1,hexagon,star,,,,,,,,,,,,,
292843,2022-09-21_16h46.43.032,vts_reward_expectancy,2022.2.4,Win32,59.83008257,Chrome,1504,1003,,,a,1.3758,1,241,1,0,6,6,6,1,0,0,1,0,1,0,0,0,hexagon,triangle,,,,,,,,,,,,,
292843,2022-09-21_16h46.43.032,vts_reward_expectancy,2022.2.4,Win32,59.83008257,Chrome,1504,1003,,,l,1.0206,10,251,1,0,7,7,0,1,1,0,0,0,0,1,0,0,triangle,circle,,,,,,,,,,,,,
292843,2022-09-21_16h46.43.032,vts_reward_expectancy,2022.2.4,Win32,59.83008257,Chrome,1504,1003,,,a,0.7675,10,261,1,0,8,8,3,1,0,1,0,0,1,0,0,0,circle,triangle,,,,,,,,,,,,,
292843,2022-09-21_16h46.43.032,vts_reward_expectancy,2022.2.4,Win32,59.83008257,Chrome,1504,1003,,,l,1.3993,1,262,1,0,9,9,7,1,0,0,1,0,0,1,0,0,hexagon,circle,,,,,,,,,,,,,
292843,2022-09-21_16h46.43.032,vts_reward_expectancy,2022.2.4,Win32,59.83008257,Chrome,1504,1003,,,l,1.4007,10,272,1,0,10,10,4,1,0,1,0,0,0,0,1,0,circle,hexagon,,,,,,,,,,,,,
292843,2022-09-21_16h46.43.032,vts_reward_expectancy,2022.2.4,Win32,59.83008257,Chrome,1504,1003,,,l,2.6216,10,282,1,0,11,11,11,1,0,0,0,1,0,0,1,0,star,hexagon,,,,,,,,,,,,,
292843,2022-09-21_16h46.43.032,vts_reward_expectancy,2022.2.4,Win32,59.83008257,Chrome,1504,1003,,,l,3.0616,10,292,1,1,0,12,1,1,1,0,0,0,0,0,1,0,triangle,hexagon,,,,,,,,,,,,,
292843,2022-09-21_16h46.43.032,vts_reward_expectancy,2022.2.4,Win32,59.83008257,Chrome,1504,1003,,,a,1.3429,10,302,1,1,1,13,8,1,0,0,1,0,0,0,0,1,hexagon,star,,,,,,,,,,,,,
292843,2022-09-21_16h46.43.032,vts_reward_expectancy,2022.2.4,Win32,59.83008257,Chrome,1504,1003,,,l,0.6353,10,312,1,1,2,14,7,1,0,0,1,0,0,1,0,0,hexagon,circle,,,,,,,,,,,,,
292843,2022-09-21_16h46.43.032,vts_reward_expectancy,2022.2.4,Win32,59.83008257,Chrome,1504,1003,,,a,0.8274,10,322,1,1,3,15,3,1,0,1,0,0,1,0,0,0,circle,triangle,,,,,,,,,,,,,
292843,2022-09-21_16h46.43.032,vts_reward_expectancy,2022.2.4,Win32,59.83008257,Chrome,1504,1003,,,l,0.8341,10,332,1,1,4,16,10,1,0,0,0,1,0,1,0,0,star ,circle,,,,,,,,,,,,,
292843,2022-09-21_16h46.43.032,vts_reward_expectancy,2022.2.4,Win32,59.83008257,Chrome,1504,1003,,,a,0.6176,1,333,1,1,5,17,5,1,0,1,0,0,0,0,0,1,circle,star,,,,,,,,,,,,,
292843,2022-09-21_16h46.43.032,vts_reward_expectancy,2022.2.4,Win32,59.83008257,Chrome,1504,1003,,,l,1.075,1,334,1,1,6,18,2,1,1,0,0,0,0,0,0,1,triangle,star,,,,,,,,,,,,,
292843,2022-09-21_16h46.43.032,vts_reward_expectancy,2022.2.4,Win32,59.83008257,Chrome,1504,1003,,,a,1.2175,10,344,1,1,7,19,4,1,0,1,0,0,0,0,1,0,circle,hexagon,,,,,,,,,,,,,
292843,2022-09-21_16h46.43.032,vts_reward_expectancy,2022.2.4,Win32,59.83008257,Chrome,1504,1003,,,l,0.951,10,354,1,1,8,20,0,1,1,0,0,0,0,1,0,0,triangle,circle,,,,,,,,,,,,,
292843,2022-09-21_16h46.43.032,vts_reward_expectancy,2022.2.4,Win32,59.83008257,Chrome,1504,1003,,,l,5.1014,1,355,1,1,9,21,11,1,0,0,0,1,0,0,1,0,star,hexagon,,,,,,,,,,,,,
292843,2022-09-21_16h46.43.032,vts_reward_expectancy,2022.2.4,Win32,59.83008257,Chrome,1504,1003,,,a,2.0521,1,356,1,1,10,22,9,1,0,0,0,1,1,0,0,0,star,triangle,,,,,,,,,,,,,
292843,2022-09-21_16h46.43.032,vts_reward_expectancy,2022.2.4,Win32,59.83008257,Chrome,1504,1003,,,a,0.8115,10,366,1,1,11,23,6,1,0,0,1,0,1,0,0,0,hexagon,triangle,,,,,,,,,,,,,
292843,2022-09-21_16h46.43.032,vts_reward_expectancy,2022.2.4,Win32,59.83008257,Chrome,1504,1003,,,l,1.3213,1,367,1,2,0,24,5,1,0,1,0,0,0,0,0,1,circle,star,,,,,,,,,,,,,
292843,2022-09-21_16h46.43.032,vts_reward_expectancy,2022.2.4,Win32,59.83008257,Chrome,1504,1003,,,a,0.7015,10,377,1,2,1,25,3,1,0,1,0,0,1,0,0,0,circle,triangle,,,,,,,,,,,,,
292843,2022-09-21_16h46.43.032,vts_reward_expectancy,2022.2.4,Win32,59.83008257,Chrome,1504,1003,,,l,0.47,10,387,1,2,2,26,7,1,0,0,1,0,0,1,0,0,hexagon,circle,,,,,,,,,,,,,
292843,2022-09-21_16h46.43.032,vts_reward_expectancy,2022.2.4,Win32,59.83008257,Chrome,1504,1003,,,l,0.9735,10,397,1,2,3,27,1,1,1,0,0,0,0,0,1,0,triangle,hexagon,,,,,,,,,,,,,
292843,2022-09-21_16h46.43.032,vts_reward_expectancy,2022.2.4,Win32,59.83008257,Chrome,1504,1003,,,a,1.2016,10,407,1,2,4,28,4,1,0,1,0,0,0,0,1,0,circle,hexagon,,,,,,,,,,,,,
292843,2022-09-21_16h46.43.032,vts_reward_expectancy,2022.2.4,Win32,59.83008257,Chrome,1504,1003,,,a,1.2746,1,408,1,2,5,29,9,1,0,0,0,1,1,0,0,0,star,triangle,,,,,,,,,,,,,
292843,2022-09-21_16h46.43.032,vts_reward_expectancy,2022.2.4,Win32,59.83008257,Chrome,1504,1003,,,l,0.6695,10,418,1,2,6,30,0,1,1,0,0,0,0,1,0,0,triangle,circle,,,,,,,,,,,,,
292843,2022-09-21_16h46.43.032,vts_reward_expectancy,2022.2.4,Win32,59.83008257,Chrome,1504,1003,,,l,0.7417,1,419,1,2,7,31,11,1,0,0,0,1,0,0,1,0,star,hexagon,,,,,,,,,,,,,
292843,2022-09-21_16h46.43.032,vts_reward_expectancy,2022.2.4,Win32,59.83008257,Chrome,1504,1003,,,l,1.4731,10,429,1,2,8,32,8,1,0,0,1,0,0,0,0,1,hexagon,star,,,,,,,,,,,,,
292843,2022-09-21_16h46.43.032,vts_reward_expectancy,2022.2.4,Win32,59.83008257,Chrome,1504,1003,,,l,1.2238,10,439,1,2,9,33,10,1,0,0,0,1,0,1,0,0,star ,circle,,,,,,,,,,,,,
292843,2022-09-21_16h46.43.032,vts_reward_expectancy,2022.2.4,Win32,59.83008257,Chrome,1504,1003,,,a,2.1004,1,440,1,2,10,34,2,1,1,0,0,0,0,0,0,1,triangle,star,,,,,,,,,,,,,
292843,2022-09-21_16h46.43.032,vts_reward_expectancy,2022.2.4,Win32,59.83008257,Chrome,1504,1003,,,a,1.9993,10,450,1,2,11,35,6,1,0,0,1,0,1,0,0,0,hexagon,triangle,,,,,,,,,,,,,
292843,2022-09-21_16h46.43.032,vts_reward_expectancy,2022.2.4,Win32,59.83008257,Chrome,1504,1003,,,l,1.4182,10,460,2,0,0,0,11,1,0,0,0,1,0,0,1,0,star,hexagon,,,,,,,,,,,,,
292843,2022-09-21_16h46.43.032,vts_reward_expectancy,2022.2.4,Win32,59.83008257,Chrome,1504,1003,,,a,0.9337,10,470,2,0,1,1,5,1,0,1,0,0,0,0,0,1,circle,star,,,,,,,,,,,,,
292843,2022-09-21_16h46.43.032,vts_reward_expectancy,2022.2.4,Win32,59.83008257,Chrome,1504,1003,,,a,0.8613,10,480,2,0,2,2,3,1,0,1,0,0,1,0,0,0,circle,triangle,,,,,,,,,,,,,
292843,2022-09-21_16h46.43.032,vts_reward_expectancy,2022.2.4,Win32,59.83008257,Chrome,1504,1003,,,l,1.0109,10,490,2,0,3,3,7,1,0,0,1,0,0,1,0,0,hexagon,circle,,,,,,,,,,,,,
292843,2022-09-21_16h46.43.032,vts_reward_expectancy,2022.2.4,Win32,59.83008257,Chrome,1504,1003,,,a,2.0156,1,491,2,0,4,4,8,1,0,0,1,0,0,0,0,1,hexagon,star,,,,,,,,,,,,,
292843,2022-09-21_16h46.43.032,vts_reward_expectancy,2022.2.4,Win32,59.83008257,Chrome,1504,1003,,,l,1.1864,1,492,2,0,5,5,10,1,0,0,0,1,0,1,0,0,star ,circle,,,,,,,,,,,,,
292843,2022-09-21_16h46.43.032,vts_reward_expectancy,2022.2.4,Win32,59.83008257,Chrome,1504,1003,,,a,0.9936,10,502,2,0,6,6,9,1,0,0,0,1,1,0,0,0,star,triangle,,,,,,,,,,,,,
292843,2022-09-21_16h46.43.032,vts_reward_expectancy,2022.2.4,Win32,59.83008257,Chrome,1504,1003,,,l,1.1616,1,503,2,0,7,7,1,1,1,0,0,0,0,0,1,0,triangle,hexagon,,,,,,,,,,,,,
292843,2022-09-21_16h46.43.032,vts_reward_expectancy,2022.2.4,Win32,59.83008257,Chrome,1504,1003,,,a,0.8872,10,513,2,0,8,8,4,1,0,1,0,0,0,0,1,0,circle,hexagon,,,,,,,,,,,,,
292843,2022-09-21_16h46.43.032,vts_reward_expectancy,2022.2.4,Win32,59.83008257,Chrome,1504,1003,,,l,0.7678,1,514,2,0,9,9,2,1,1,0,0,0,0,0,0,1,triangle,star,,,,,,,,,,,,,
292843,2022-09-21_16h46.43.032,vts_reward_expectancy,2022.2.4,Win32,59.83008257,Chrome,1504,1003,,,a,0.9454,10,524,2,0,10,10,6,1,0,0,1,0,1,0,0,0,hexagon,triangle,,,,,,,,,,,,,
292843,2022-09-21_16h46.43.032,vts_reward_expectancy,2022.2.4,Win32,59.83008257,Chrome,1504,1003,,,l,1.667,10,534,2,0,11,11,0,1,1,0,0,0,0,1,0,0,triangle,circle,,,,,,,,,,,,,
292843,2022-09-21_16h46.43.032,vts_reward_expectancy,2022.2.4,Win32,59.83008257,Chrome,1504,1003,,,l,1.4685,1,535,2,1,0,12,9,1,0,0,0,1,1,0,0,0,star,triangle,,,,,,,,,,,,,
292843,2022-09-21_16h46.43.032,vts_reward_expectancy,2022.2.4,Win32,59.83008257,Chrome,1504,1003,,,a,0.7442,10,545,2,1,1,13,5,1,0,1,0,0,0,0,0,1,circle,star,,,,,,,,,,,,,
292843,2022-09-21_16h46.43.032,vts_reward_expectancy,2022.2.4,Win32,59.83008257,Chrome,1504,1003,,,a,1.1048,1,546,2,1,2,14,2,1,1,0,0,0,0,0,0,1,triangle,star,,,,,,,,,,,,,
292843,2022-09-21_16h46.43.032,vts_reward_expectancy,2022.2.4,Win32,59.83008257,Chrome,1504,1003,,,a,1.3737,1,547,2,1,3,15,11,1,0,0,0,1,0,0,1,0,star,hexagon,,,,,,,,,,,,,
292843,2022-09-21_16h46.43.032,vts_reward_expectancy,2022.2.4,Win32,59.83008257,Chrome,1504,1003,,,a,0.6846,10,557,2,1,4,16,4,1,0,1,0,0,0,0,1,0,circle,hexagon,,,,,,,,,,,,,
292843,2022-09-21_16h46.43.032,vts_reward_expectancy,2022.2.4,Win32,59.83008257,Chrome,1504,1003,,,l,0.7516,10,567,2,1,5,17,0,1,1,0,0,0,0,1,0,0,triangle,circle,,,,,,,,,,,,,
292843,2022-09-21_16h46.43.032,vts_reward_expectancy,2022.2.4,Win32,59.83008257,Chrome,1504,1003,,,a,0.6235,10,577,2,1,6,18,8,1,0,0,1,0,0,0,0,1,hexagon,star,,,,,,,,,,,,,
292843,2022-09-21_16h46.43.032,vts_reward_expectancy,2022.2.4,Win32,59.83008257,Chrome,1504,1003,,,a,1.1031,1,578,2,1,7,19,6,1,0,0,1,0,1,0,0,0,hexagon,triangle,,,,,,,,,,,,,
292843,2022-09-21_16h46.43.032,vts_reward_expectancy,2022.2.4,Win32,59.83008257,Chrome,1504,1003,,,l,0.5674,1,579,2,1,8,20,7,1,0,0,1,0,0,1,0,0,hexagon,circle,,,,,,,,,,,,,
292843,2022-09-21_16h46.43.032,vts_reward_expectancy,2022.2.4,Win32,59.83008257,Chrome,1504,1003,,,l,0.6344,10,589,2,1,9,21,1,1,1,0,0,0,0,0,1,0,triangle,hexagon,,,,,,,,,,,,,
292843,2022-09-21_16h46.43.032,vts_reward_expectancy,2022.2.4,Win32,59.83008257,Chrome,1504,1003,,,a,0.6611,10,599,2,1,10,22,3,1,0,1,0,0,1,0,0,0,circle,triangle,,,,,,,,,,,,,
292843,2022-09-21_16h46.43.032,vts_reward_expectancy,2022.2.4,Win32,59.83008257,Chrome,1504,1003,,,l,0.7201,1,600,2,1,11,23,10,1,0,0,0,1,0,1,0,0,star ,circle,,,,,,,,,,,,,
292843,2022-09-21_16h46.43.032,vts_reward_expectancy,2022.2.4,Win32,59.83008257,Chrome,1504,1003,,,l,0.9009,1,601,2,2,0,24,0,1,1,0,0,0,0,1,0,0,triangle,circle,,,,,,,,,,,,,
292843,2022-09-21_16h46.43.032,vts_reward_expectancy,2022.2.4,Win32,59.83008257,Chrome,1504,1003,,,l,0.8748,1,602,2,2,1,25,5,1,0,1,0,0,0,0,0,1,circle,star,,,,,,,,,,,,,
292843,2022-09-21_16h46.43.032,vts_reward_expectancy,2022.2.4,Win32,59.83008257,Chrome,1504,1003,,,a,0.8437,1,603,2,2,2,26,8,1,0,0,1,0,0,0,0,1,hexagon,star,,,,,,,,,,,,,
292843,2022-09-21_16h46.43.032,vts_reward_expectancy,2022.2.4,Win32,59.83008257,Chrome,1504,1003,,,l,0.6282,10,613,2,2,3,27,10,1,0,0,0,1,0,1,0,0,star ,circle,,,,,,,,,,,,,
292843,2022-09-21_16h46.43.032,vts_reward_expectancy,2022.2.4,Win32,59.83008257,Chrome,1504,1003,,,a,0.6577,1,614,2,2,4,28,3,1,0,1,0,0,1,0,0,0,circle,triangle,,,,,,,,,,,,,
292843,2022-09-21_16h46.43.032,vts_reward_expectancy,2022.2.4,Win32,59.83008257,Chrome,1504,1003,,,l,1.4844,10,624,2,2,5,29,2,1,1,0,0,0,0,0,0,1,triangle,star,,,,,,,,,,,,,
292843,2022-09-21_16h46.43.032,vts_reward_expectancy,2022.2.4,Win32,59.83008257,Chrome,1504,1003,,,a,1.0382,10,634,2,2,6,30,4,1,0,1,0,0,0,0,1,0,circle,hexagon,,,,,,,,,,,,,
292843,2022-09-21_16h46.43.032,vts_reward_expectancy,2022.2.4,Win32,59.83008257,Chrome,1504,1003,,,l,1.0254,10,644,2,2,7,31,1,1,1,0,0,0,0,0,1,0,triangle,hexagon,,,,,,,,,,,,,
292843,2022-09-21_16h46.43.032,vts_reward_expectancy,2022.2.4,Win32,59.83008257,Chrome,1504,1003,,,l,3.3684,1,645,2,2,8,32,11,1,0,0,0,1,0,0,1,0,star,hexagon,,,,,,,,,,,,,
292843,2022-09-21_16h46.43.032,vts_reward_expectancy,2022.2.4,Win32,59.83008257,Chrome,1504,1003,,,l,1.3855,1,646,2,2,9,33,7,1,0,0,1,0,0,1,0,0,hexagon,circle,,,,,,,,,,,,,
292843,2022-09-21_16h46.43.032,vts_reward_expectancy,2022.2.4,Win32,59.83008257,Chrome,1504,1003,,,a,1.3076,1,647,2,2,10,34,9,1,0,0,0,1,1,0,0,0,star,triangle,,,,,,,,,,,,,
292843,2022-09-21_16h46.43.032,vts_reward_expectancy,2022.2.4,Win32,59.83008257,Chrome,1504,1003,,,a,2.9222,10,657,2,2,11,35,6,1,0,0,1,0,1,0,0,0,hexagon,triangle,,,,,,,,,,,,,
292843,2022-09-21_16h46.43.032,vts_reward_expectancy,2022.2.4,Win32,59.83008257,Chrome,1504,1003,,,,,,,,,,,,,,,,,,,,,,,F,125,hexagon,0,0,,0,0,0,0,0,1,
292843,2022-09-21_16h46.43.032,vts_reward_expectancy,2022.2.4,Win32,59.83008257,Chrome,1504,1003,,,,,,,,,,,,,,,,,,,,,,,S,174,circle,0,1,d,0,1,0,1,0,1,0.629
