participant,date,expName,psychopyVersion,OS,frameRate,browser,xResolution,yResolution,key_resp.keys,key_resp.rt,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,training.ran,LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,curr_topStim,curr_bottStim,curr_shape,acc,E1,target_resp_prac1.keys,pracBlock,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task1_prac_trials.ran,target_resp_prac1.rt
296650,2022-09-21_17h08.10.801,vts_reward_expectancy,2022.2.4,Win32,13.09157557,Chrome,1920,1080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296650,2022-09-21_17h08.10.801,vts_reward_expectancy,2022.2.4,Win32,13.09157557,Chrome,1920,1080,space,7.9865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296650,2022-09-21_17h08.10.801,vts_reward_expectancy,2022.2.4,Win32,13.09157557,Chrome,1920,1080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296650,2022-09-21_17h08.10.801,vts_reward_expectancy,2022.2.4,Win32,13.09157557,Chrome,1920,1080,,,l,2.7874,1,1,0,0,0,0,9,1,0,0,0,1,1,0,0,0,star,triangle,,,,,,,,,,,,,
296650,2022-09-21_17h08.10.801,vts_reward_expectancy,2022.2.4,Win32,13.09157557,Chrome,1920,1080,,,a,1.0437,1,2,0,0,1,1,7,1,0,0,1,0,0,1,0,0,hexagon,circle,,,,,,,,,,,,,
296650,2022-09-21_17h08.10.801,vts_reward_expectancy,2022.2.4,Win32,13.09157557,Chrome,1920,1080,,,a,0.8899,10,12,0,0,2,2,6,1,0,0,1,0,1,0,0,0,hexagon,triangle,,,,,,,,,,,,,
296650,2022-09-21_17h08.10.801,vts_reward_expectancy,2022.2.4,Win32,13.09157557,Chrome,1920,1080,,,l,0.7718,10,22,0,0,3,3,4,1,0,1,0,0,0,0,1,0,circle,hexagon,,,,,,,,,,,,,
296650,2022-09-21_17h08.10.801,vts_reward_expectancy,2022.2.4,Win32,13.09157557,Chrome,1920,1080,,,a,0.6248,1,23,0,0,4,4,0,1,1,0,0,0,0,1,0,0,triangle,circle,,,,,,,,,,,,,
296650,2022-09-21_17h08.10.801,vts_reward_expectancy,2022.2.4,Win32,13.09157557,Chrome,1920,1080,,,a,0.7918,10,33,0,0,5,5,3,1,0,1,0,0,1,0,0,0,circle,triangle,,,,,,,,,,,,,
296650,2022-09-21_17h08.10.801,vts_reward_expectancy,2022.2.4,Win32,13.09157557,Chrome,1920,1080,,,l,0.6232,1,34,0,0,6,6,5,1,0,1,0,0,0,0,0,1,circle,star,,,,,,,,,,,,,
296650,2022-09-21_17h08.10.801,vts_reward_expectancy,2022.2.4,Win32,13.09157557,Chrome,1920,1080,,,l,1.2539,10,44,0,0,7,7,1,1,1,0,0,0,0,0,1,0,triangle,hexagon,,,,,,,,,,,,,
296650,2022-09-21_17h08.10.801,vts_reward_expectancy,2022.2.4,Win32,13.09157557,Chrome,1920,1080,,,l,0.8828,1,45,0,0,8,8,8,1,0,0,1,0,0,0,0,1,hexagon,star,,,,,,,,,,,,,
296650,2022-09-21_17h08.10.801,vts_reward_expectancy,2022.2.4,Win32,13.09157557,Chrome,1920,1080,,,l,0.7091,1,46,0,0,9,9,11,1,0,0,0,1,0,0,1,0,star,hexagon,,,,,,,,,,,,,
296650,2022-09-21_17h08.10.801,vts_reward_expectancy,2022.2.4,Win32,13.09157557,Chrome,1920,1080,,,l,1.1316,1,47,0,0,10,10,10,1,0,0,0,1,0,1,0,0,star ,circle,,,,,,,,,,,,,
296650,2022-09-21_17h08.10.801,vts_reward_expectancy,2022.2.4,Win32,13.09157557,Chrome,1920,1080,,,a,0.8737,1,48,0,0,11,11,2,1,1,0,0,0,0,0,0,1,triangle,star,,,,,,,,,,,,,
296650,2022-09-21_17h08.10.801,vts_reward_expectancy,2022.2.4,Win32,13.09157557,Chrome,1920,1080,,,l,0.888,1,49,0,1,0,12,2,1,1,0,0,0,0,0,0,1,triangle,star,,,,,,,,,,,,,
296650,2022-09-21_17h08.10.801,vts_reward_expectancy,2022.2.4,Win32,13.09157557,Chrome,1920,1080,,,a,0.7986,10,59,0,1,1,13,5,1,0,1,0,0,0,0,0,1,circle,star,,,,,,,,,,,,,
296650,2022-09-21_17h08.10.801,vts_reward_expectancy,2022.2.4,Win32,13.09157557,Chrome,1920,1080,,,l,0.7877,1,60,0,1,2,14,3,1,0,1,0,0,1,0,0,0,circle,triangle,,,,,,,,,,,,,
296650,2022-09-21_17h08.10.801,vts_reward_expectancy,2022.2.4,Win32,13.09157557,Chrome,1920,1080,,,a,0.0061,10,70,0,1,3,15,4,1,0,1,0,0,0,0,1,0,circle,hexagon,,,,,,,,,,,,,
