participant,date,expName,psychopyVersion,OS,frameRate,browser,xResolution,yResolution,key_resp.keys,key_resp.rt,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,training.ran,LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID
293953,2022-09-21_20h53.18.833,vts_reward_expectancy,2022.2.4,MacIntel,500,Safari,1512,982,,,a,0.532,10,84,0,0,11,11,8,1,0,0,1,0,0,0,0,1,hexagon,star
293953,2022-09-21_20h53.18.833,vts_reward_expectancy,2022.2.4,MacIntel,500,Safari,1512,982,,,l,0.44,10,94,0,1,0,12,11,1,0,0,0,1,0,0,1,0,star,hexagon
293953,2022-09-21_20h53.18.833,vts_reward_expectancy,2022.2.4,MacIntel,500,Safari,1512,982,,,l,0.539,10,104,0,1,1,13,7,1,0,0,1,0,0,1,0,0,hexagon,circle
293953,2022-09-21_20h53.18.833,vts_reward_expectancy,2022.2.4,MacIntel,500,Safari,1512,982,,,a,0.693,1,105,0,1,2,14,6,1,0,0,1,0,1,0,0,0,hexagon,triangle
293953,2022-09-21_20h53.18.833,vts_reward_expectancy,2022.2.4,MacIntel,500,Safari,1512,982,,,l,0.524,1,106,0,1,3,15,1,1,1,0,0,0,0,0,1,0,triangle,hexagon
293953,2022-09-21_20h53.18.833,vts_reward_expectancy,2022.2.4,MacIntel,500,Safari,1512,982,,,l,0.409,10,116,0,1,4,16,10,1,0,0,0,1,0,1,0,0,star ,circle
293953,2022-09-21_20h53.18.833,vts_reward_expectancy,2022.2.4,MacIntel,500,Safari,1512,982,,,a,0.436,1,117,0,1,5,17,5,1,0,1,0,0,0,0,0,1,circle,star
293953,2022-09-21_20h53.18.833,vts_reward_expectancy,2022.2.4,MacIntel,500,Safari,1512,982,,,l,0.652,1,118,0,1,6,18,3,1,0,1,0,0,1,0,0,0,circle,triangle
293953,2022-09-21_20h53.18.833,vts_reward_expectancy,2022.2.4,MacIntel,500,Safari,1512,982,,,a,0.451,1,119,0,1,7,19,2,1,1,0,0,0,0,0,0,1,triangle,star
293953,2022-09-21_20h53.18.833,vts_reward_expectancy,2022.2.4,MacIntel,500,Safari,1512,982,,,a,0.575,1,120,0,1,8,20,8,1,0,0,1,0,0,0,0,1,hexagon,star
293953,2022-09-21_20h53.18.833,vts_reward_expectancy,2022.2.4,MacIntel,500,Safari,1512,982,,,a,0.649,10,130,0,1,9,21,4,1,0,1,0,0,0,0,1,0,circle,hexagon
293953,2022-09-21_20h53.18.833,vts_reward_expectancy,2022.2.4,MacIntel,500,Safari,1512,982,,,l,0.48,10,140,0,1,10,22,9,1,0,0,0,1,1,0,0,0,star,triangle
293953,2022-09-21_20h53.18.833,vts_reward_expectancy,2022.2.4,MacIntel,500,Safari,1512,982,,,l,0.602,10,150,0,1,11,23,0,1,1,0,0,0,0,1,0,0,triangle,circle
293953,2022-09-21_20h53.18.833,vts_reward_expectancy,2022.2.4,MacIntel,500,Safari,1512,982,,,a,0.596,1,151,0,2,0,24,4,1,0,1,0,0,0,0,1,0,circle,hexagon
293953,2022-09-21_20h53.18.833,vts_reward_expectancy,2022.2.4,MacIntel,500,Safari,1512,982,,,l,0.4,10,161,0,2,1,25,11,1,0,0,0,1,0,0,1,0,star,hexagon
293953,2022-09-21_20h53.18.833,vts_reward_expectancy,2022.2.4,MacIntel,500,Safari,1512,982,,,a,0.714,1,162,0,2,2,26,6,1,0,0,1,0,1,0,0,0,hexagon,triangle
293953,2022-09-21_20h53.18.833,vts_reward_expectancy,2022.2.4,MacIntel,500,Safari,1512,982,,,l,0.531,10,172,0,2,3,27,7,1,0,0,1,0,0,1,0,0,hexagon,circle
293953,2022-09-21_20h53.18.833,vts_reward_expectancy,2022.2.4,MacIntel,500,Safari,1512,982,,,a,0.456,10,182,0,2,4,28,3,1,0,1,0,0,1,0,0,0,circle,triangle
293953,2022-09-21_20h53.18.833,vts_reward_expectancy,2022.2.4,MacIntel,500,Safari,1512,982,,,l,0.488,10,192,0,2,5,29,10,1,0,0,0,1,0,1,0,0,star ,circle
293953,2022-09-21_20h53.18.833,vts_reward_expectancy,2022.2.4,MacIntel,500,Safari,1512,982,,,a,0.388,10,202,0,2,6,30,5,1,0,1,0,0,0,0,0,1,circle,star
293953,2022-09-21_20h53.18.833,vts_reward_expectancy,2022.2.4,MacIntel,500,Safari,1512,982,,,l,0.349,10,212,0,2,7,31,0,1,1,0,0,0,0,1,0,0,triangle,circle
293953,2022-09-21_20h53.18.833,vts_reward_expectancy,2022.2.4,MacIntel,500,Safari,1512,982,,,l,0.636,10,222,0,2,8,32,1,1,1,0,0,0,0,0,1,0,triangle,hexagon
293953,2022-09-21_20h53.18.833,vts_reward_expectancy,2022.2.4,MacIntel,500,Safari,1512,982,,,l,0.507,1,223,0,2,9,33,9,1,0,0,0,1,1,0,0,0,star,triangle
293953,2022-09-21_20h53.18.833,vts_reward_expectancy,2022.2.4,MacIntel,500,Safari,1512,982,,,a,0.504,10,233,0,2,10,34,2,1,1,0,0,0,0,0,0,1,triangle,star
293953,2022-09-21_20h53.18.833,vts_reward_expectancy,2022.2.4,MacIntel,500,Safari,1512,982,,,a,0.624,1,234,0,2,11,35,8,1,0,0,1,0,0,0,0,1,hexagon,star
