participant,date,expName,psychopyVersion,OS,frameRate,browser,xResolution,yResolution,key_resp.keys,key_resp.rt,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,training.ran,LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID
293953,2022-09-21_20h53.18.833,vts_reward_expectancy,2022.2.4,MacIntel,500,Safari,1512,982,,,,,,,,,,,,,,,,,,,,,,
293953,2022-09-21_20h53.18.833,vts_reward_expectancy,2022.2.4,MacIntel,500,Safari,1512,982,space,1.08,,,,,,,,,,,,,,,,,,,,
293953,2022-09-21_20h53.18.833,vts_reward_expectancy,2022.2.4,MacIntel,500,Safari,1512,982,,,,,,,,,,,,,,,,,,,,,,
293953,2022-09-21_20h53.18.833,vts_reward_expectancy,2022.2.4,MacIntel,500,Safari,1512,982,,,a,1.447,10,10,0,0,0,0,4,1,0,1,0,0,0,0,1,0,circle,hexagon
293953,2022-09-21_20h53.18.833,vts_reward_expectancy,2022.2.4,MacIntel,500,Safari,1512,982,,,l,0.588,1,11,0,0,1,1,0,1,1,0,0,0,0,1,0,0,triangle,circle
293953,2022-09-21_20h53.18.833,vts_reward_expectancy,2022.2.4,MacIntel,500,Safari,1512,982,,,l,0.56,1,12,0,0,2,2,7,1,0,0,1,0,0,1,0,0,hexagon,circle
293953,2022-09-21_20h53.18.833,vts_reward_expectancy,2022.2.4,MacIntel,500,Safari,1512,982,,,a,0.515,10,22,0,0,3,3,3,1,0,1,0,0,1,0,0,0,circle,triangle
293953,2022-09-21_20h53.18.833,vts_reward_expectancy,2022.2.4,MacIntel,500,Safari,1512,982,,,l,0.596,10,32,0,0,4,4,6,1,0,0,1,0,1,0,0,0,hexagon,triangle
293953,2022-09-21_20h53.18.833,vts_reward_expectancy,2022.2.4,MacIntel,500,Safari,1512,982,,,l,0.564,10,42,0,0,5,5,9,1,0,0,0,1,1,0,0,0,star,triangle
293953,2022-09-21_20h53.18.833,vts_reward_expectancy,2022.2.4,MacIntel,500,Safari,1512,982,,,l,0.45,10,52,0,0,6,6,10,1,0,0,0,1,0,1,0,0,star ,circle
293953,2022-09-21_20h53.18.833,vts_reward_expectancy,2022.2.4,MacIntel,500,Safari,1512,982,,,a,0.563,1,53,0,0,7,7,1,1,1,0,0,0,0,0,1,0,triangle,hexagon
293953,2022-09-21_20h53.18.833,vts_reward_expectancy,2022.2.4,MacIntel,500,Safari,1512,982,,,l,0.498,1,54,0,0,8,8,11,1,0,0,0,1,0,0,1,0,star,hexagon
293953,2022-09-21_20h53.18.833,vts_reward_expectancy,2022.2.4,MacIntel,500,Safari,1512,982,,,a,0.535,10,64,0,0,9,9,5,1,0,1,0,0,0,0,0,1,circle,star
293953,2022-09-21_20h53.18.833,vts_reward_expectancy,2022.2.4,MacIntel,500,Safari,1512,982,,,a,0.639,10,74,0,0,10,10,2,1,1,0,0,0,0,0,0,1,triangle,star
