LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,fix.started,training_feedback_txt.stopped,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,top_target_prac1.stopped,tgt_fix_prac1.stopped,bott_target_prac1.stopped,target_resp_prac1.stopped,acc,E1,target_resp_prac1.keys,pracBlock,prac_fback_text.started,prac_fback_text.stopped,fix.stopped,target_resp_prac1.rt,participant,date,expName,psychopyVersion,frameRate,
1,0,0,0,0,0,1,0,triangle,hexagon,1,0,1,0,0,4,4,1,,,,,,,,,,,,225.40478279604577,225.40478279604577,225.40478279604577,225.40478279604577,225.40478279604577,225.40478279604577,225.40478279604577,225.40478279604577,225.40478279604577,225.40478279604577,l,0.4941540490835905,1,359,1,225.92191856517456,227.42359511600807,,,,,,,,,,,,,,,,,,,,,,34124,2022-11-07_14h01.39.495,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05055691387439,
1,0,0,0,0,1,0,0,triangle,circle,1,0,1,0,0,5,5,0,,,,,,,,,,,,227.92435315507464,227.92435315507464,227.92435315507464,227.92435315507464,227.92435315507464,227.92435315507464,227.92435315507464,227.92435315507464,227.92435315507464,227.92435315507464,l,0.48405495285987854,1,360,1,228.4246877131518,229.92647246806882,229.92647246806882,,,,,,,,,,,,,,,,,,,,,34124,2022-11-07_14h01.39.495,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05055691387439,
0,0,0,1,0,0,1,0,star,hexagon,1,0,1,0,0,6,6,11,,,,,,,,,,,,230.42702755797654,230.42702755797654,230.42702755797654,230.42702755797654,230.42702755797654,230.42702755797654,230.42702755797654,230.42702755797654,230.42702755797654,230.42702755797654,l,4.979956172872335,10,370,1,235.432544979034,236.93414706503972,,,,,,,,,,,,,,,,,,,,,,34124,2022-11-07_14h01.39.495,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05055691387439,
0,0,0,1,1,0,0,0,star,triangle,1,0,1,0,0,7,7,9,,,,,,,,,,,,237.43452024413273,237.43452024413273,237.43452024413273,237.43452024413273,237.43452024413273,237.43452024413273,237.43452024413273,237.43452024413273,237.43452024413273,237.43452024413273,l,1.4695833828300238,1,371,1,238.93616390996613,240.43814783310518,,,,,,,,,,,,,,,,,,,,,,34124,2022-11-07_14h01.39.495,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05055691387439,
0,1,0,0,0,0,0,1,circle,star,1,0,1,0,0,8,8,5,,,,,,,,,,,,240.93844733014703,240.93844733014703,240.93844733014703,240.93844733014703,240.93844733014703,240.93844733014703,240.93844733014703,240.93844733014703,240.93844733014703,240.93844733014703,a,0.9588224859908223,1,372,1,241.92280849302188,243.4247299481649,,,,,,,,,,,,,,,,,,,,,,34124,2022-11-07_14h01.39.495,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05055691387439,
0,0,1,0,0,0,0,1,hexagon,star,1,0,1,0,0,9,9,8,,,,,,,,,,,,243.92525391001254,243.92525391001254,243.92525391001254,243.92525391001254,243.92525391001254,243.92525391001254,243.92525391001254,243.92525391001254,243.92525391001254,243.92525391001254,a,1.9668887490406632,10,382,1,245.91065584798343,247.4123411301989,247.4123411301989,,,,,,,,,,,,,,,,,,,,,34124,2022-11-07_14h01.39.495,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05055691387439,
0,1,0,0,1,0,0,0,circle,triangle,1,0,1,0,0,10,10,3,,,,,,,,,,,,247.9127612451557,247.9127612451557,247.9127612451557,247.9127612451557,247.9127612451557,247.9127612451557,247.9127612451557,247.9127612451557,247.9127612451557,247.9127612451557,a,0.5674554088618606,1,383,1,248.4967370990198,249.99853471596725,249.99853471596725,,,,,,,,,,,,,,,,,,,,,34124,2022-11-07_14h01.39.495,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05055691387439,
0,0,0,1,0,1,0,0,star ,circle,1,0,1,0,0,11,11,10,,,,,,,,,,,,250.49917474016547,250.49917474016547,250.49917474016547,250.49917474016547,250.49917474016547,250.49917474016547,250.49917474016547,250.49917474016547,250.49917474016547,250.49917474016547,l,0.95158153004013,10,393,1,251.48338038800284,252.98514680098742,,,,,,,,,,,,,,,,,,,,,,34124,2022-11-07_14h01.39.495,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05055691387439,
0,0,0,1,0,0,1,0,star,hexagon,1,0,1,0,1,0,12,11,,,,,,,,,,,,253.48588983318768,253.48588983318768,253.48588983318768,253.48588983318768,253.48588983318768,253.48588983318768,253.48588983318768,253.48588983318768,253.48588983318768,253.48588983318768,a,1.2709382849279791,10,403,1,254.78717784001492,256.2886213690508,,,,,,,,,,,,,,,,,,,,,,34124,2022-11-07_14h01.39.495,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05055691387439,
0,0,0,1,0,1,0,0,star ,circle,1,0,1,0,1,1,13,10,,,,,,,,,,,,256.78945012018085,256.78945012018085,256.78945012018085,256.78945012018085,256.78945012018085,256.78945012018085,256.78945012018085,256.78945012018085,256.78945012018085,256.78945012018085,a,0.7684011748060584,10,413,1,257.5900699910708,259.09179688896984,,,,,,,,,,,,,,,,,,,,,,34124,2022-11-07_14h01.39.495,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05055691387439,
0,0,1,0,0,1,0,0,hexagon,circle,1,0,1,0,1,2,14,7,,,,,,,,,,,,259.59240765613504,259.59240765613504,259.59240765613504,259.59240765613504,259.59240765613504,259.59240765613504,259.59240765613504,259.59240765613504,259.59240765613504,259.59240765613504,l,0.9820041218772531,10,423,1,260.59339351416565,262.09506906499155,,,,,,,,,,,,,,,,,,,,,,34124,2022-11-07_14h01.39.495,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05055691387439,
0,0,0,1,1,0,0,0,star,triangle,1,0,1,0,1,3,15,9,,,,,,,,,,,,262.59561329404823,262.59561329404823,262.59561329404823,262.59561329404823,262.59561329404823,262.59561329404823,262.59561329404823,262.59561329404823,262.59561329404823,262.59561329404823,a,0.8353910488076508,1,424,1,263.46339129516855,264.9650026310701,,,,,,,,,,,,,,,,,,,,,,34124,2022-11-07_14h01.39.495,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05055691387439,
0,0,1,0,1,0,0,0,hexagon,triangle,1,0,1,0,1,4,16,6,,,,,,,,,,,,265.4655168650206,265.4655168650206,265.4655168650206,265.4655168650206,265.4655168650206,265.4655168650206,265.4655168650206,265.4655168650206,265.4655168650206,265.4655168650206,l,1.3421834837645292,1,425,1,266.83368655014783,268.33537323609926,,,,,,,,,,,,,,,,,,,,,,34124,2022-11-07_14h01.39.495,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05055691387439,
0,1,0,0,0,0,0,1,circle,star,1,0,1,0,1,5,17,5,,,,,,,,,,,,268.83609640900977,268.83609640900977,268.83609640900977,268.83609640900977,268.83609640900977,268.83609640900977,268.83609640900977,268.83609640900977,268.83609640900977,268.83609640900977,a,0.6839585180860013,1,426,1,269.53672519815154,271.0383627889678,271.0383627889678,,,,,,,,,,,,,,,,,,,,,34124,2022-11-07_14h01.39.495,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05055691387439,
0,1,0,0,0,0,1,0,circle,hexagon,1,0,1,0,1,6,18,4,,,,,,,,,,,,271.538950414164,271.538950414164,271.538950414164,271.538950414164,271.538950414164,271.538950414164,271.538950414164,271.538950414164,271.538950414164,271.538950414164,a,1.579759654123336,10,436,1,273.1408038150985,274.6424910831265,,,,,,,,,,,,,,,,,,,,,,34124,2022-11-07_14h01.39.495,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05055691387439,
0,0,1,0,0,0,0,1,hexagon,star,1,0,1,0,1,7,19,8,,,,,,,,,,,,275.1429282540921,275.1429282540921,275.1429282540921,275.1429282540921,275.1429282540921,275.1429282540921,275.1429282540921,275.1429282540921,275.1429282540921,275.1429282540921,l,1.2514568269252777,1,437,1,276.41095489403233,277.9126100281719,277.9126100281719,,,,,,,,,,,,,,,,,,,,,34124,2022-11-07_14h01.39.495,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05055691387439,
1,0,0,0,0,0,1,0,triangle,hexagon,1,0,1,0,1,8,20,1,,,,,,,,,,,,278.41317099006847,278.41317099006847,278.41317099006847,278.41317099006847,278.41317099006847,278.41317099006847,278.41317099006847,278.41317099006847,278.41317099006847,278.41317099006847,l,0.6578897230792791,10,447,1,279.0973398881033,280.5990624811966,,,,,,,,,,,,,,,,,,,,,,34124,2022-11-07_14h01.39.495,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05055691387439,
0,1,0,0,1,0,0,0,circle,triangle,1,0,1,0,1,9,21,3,,,,,,,,,,,,281.0997065661941,281.0997065661941,281.0997065661941,281.0997065661941,281.0997065661941,281.0997065661941,281.0997065661941,281.0997065661941,281.0997065661941,281.0997065661941,a,0.5580475269816816,10,457,1,281.68339626002125,283.1850833101198,,,,,,,,,,,,,,,,,,,,,,34124,2022-11-07_14h01.39.495,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05055691387439,
1,0,0,0,0,1,0,0,triangle,circle,1,0,1,0,1,10,22,0,,,,,,,,,,,,283.6856021960266,283.6856021960266,283.6856021960266,283.6856021960266,283.6856021960266,283.6856021960266,283.6856021960266,283.6856021960266,283.6856021960266,283.6856021960266,l,0.4691012389957905,10,467,1,284.18641724297777,285.6878501190804,,,,,,,,,,,,,,,,,,,,,,34124,2022-11-07_14h01.39.495,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05055691387439,
1,0,0,0,0,0,0,1,triangle,star,1,0,1,0,1,11,23,2,,,,,,,,,,,,286.1885594581254,286.1885594581254,286.1885594581254,286.1885594581254,286.1885594581254,286.1885594581254,286.1885594581254,286.1885594581254,286.1885594581254,286.1885594581254,l,0.4413379388861358,10,477,1,286.65555438399315,288.15716915298253,,,,,,,,,,,,,,,,,,,,,,34124,2022-11-07_14h01.39.495,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05055691387439,
0,1,0,0,0,0,1,0,circle,hexagon,1,0,1,0,2,0,24,4,,,,,,,,,,,,288.65787798003294,288.65787798003294,288.65787798003294,288.65787798003294,288.65787798003294,288.65787798003294,288.65787798003294,288.65787798003294,288.65787798003294,288.65787798003294,a,0.4369454709812999,1,478,1,289.1249922751449,290.6266712511424,,,,,,,,,,,,,,,,,,,,,,34124,2022-11-07_14h01.39.495,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05055691387439,
0,0,1,0,0,1,0,0,hexagon,circle,1,0,1,0,2,1,25,7,,,,,,,,,,,,291.1270028750878,291.1270028750878,291.1270028750878,291.1270028750878,291.1270028750878,291.1270028750878,291.1270028750878,291.1270028750878,291.1270028750878,291.1270028750878,l,0.5883287477772683,10,488,1,291.7444091329817,293.2463256511837,293.2463256511837,,,,,,,,,,,,,,,,,,,,,34124,2022-11-07_14h01.39.495,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05055691387439,
0,1,0,0,0,0,0,1,circle,star,1,0,1,0,2,2,26,5,,,,,,,,,,,,293.7468147131149,293.7468147131149,293.7468147131149,293.7468147131149,293.7468147131149,293.7468147131149,293.7468147131149,293.7468147131149,293.7468147131149,293.7468147131149,a,0.7028868119232357,10,498,1,294.480736610014,295.9824712839909,,,,,,,,,,,,,,,,,,,,,,34124,2022-11-07_14h01.39.495,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05055691387439,
1,0,0,0,0,0,0,1,triangle,star,1,0,1,0,2,3,27,2,,,,,,,,,,,,296.48306664498523,296.48306664498523,296.48306664498523,296.48306664498523,296.48306664498523,296.48306664498523,296.48306664498523,296.48306664498523,296.48306664498523,296.48306664498523,l,0.45281316293403506,10,508,1,296.9669379349798,298.4685339911375,,,,,,,,,,,,,,,,,,,,,,34124,2022-11-07_14h01.39.495,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05055691387439,
0,1,0,0,1,0,0,0,circle,triangle,1,0,1,0,2,4,28,3,,,,,,,,,,,,298.9690503650345,298.9690503650345,298.9690503650345,298.9690503650345,298.9690503650345,298.9690503650345,298.9690503650345,298.9690503650345,298.9690503650345,298.9690503650345,a,0.35242215008474886,1,509,1,299.35279768519104,300.85453611798584,,,,,,,,,,,,,,,,,,,,,,34124,2022-11-07_14h01.39.495,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05055691387439,
0,0,0,1,0,0,1,0,star,hexagon,1,0,1,0,2,5,29,11,,,,,,,,,,,,301.355131075019,301.355131075019,301.355131075019,301.355131075019,301.355131075019,301.355131075019,301.355131075019,301.355131075019,301.355131075019,301.355131075019,l,0.4188732230104506,10,519,1,301.8057083650492,303.3072813951876,,,,,,,,,,,,,,,,,,,,,,34124,2022-11-07_14h01.39.495,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05055691387439,
0,0,0,1,1,0,0,0,star,triangle,1,0,1,0,2,6,30,9,,,,,,,,,,,,303.8077869829722,303.8077869829722,303.8077869829722,303.8077869829722,303.8077869829722,303.8077869829722,303.8077869829722,303.8077869829722,303.8077869829722,303.8077869829722,a,0.644451041938737,10,529,1,304.4751669331454,305.97699838504195,,,,,,,,,,,,,,,,,,,,,,34124,2022-11-07_14h01.39.495,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05055691387439,
0,0,1,0,1,0,0,0,hexagon,triangle,1,0,1,0,2,7,31,6,,,,,,,,,,,,306.4773403550498,306.4773403550498,306.4773403550498,306.4773403550498,306.4773403550498,306.4773403550498,306.4773403550498,306.4773403550498,306.4773403550498,306.4773403550498,a,0.5064759561792016,1,530,1,307.0115482211113,308.51308947009966,,,,,,,,,,,,,,,,,,,,,,34124,2022-11-07_14h01.39.495,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05055691387439,
0,0,1,0,0,0,0,1,hexagon,star,1,0,1,0,2,8,32,8,,,,,,,,,,,,309.01355233509094,309.01355233509094,309.01355233509094,309.01355233509094,309.01355233509094,309.01355233509094,309.01355233509094,309.01355233509094,309.01355233509094,309.01355233509094,l,0.5011865291744471,10,540,1,309.54758215113543,311.04915140918456,,,,,,,,,,,,,,,,,,,,,,34124,2022-11-07_14h01.39.495,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05055691387439,
0,0,0,1,0,1,0,0,star ,circle,1,0,1,0,2,9,33,10,,,,,,,,,,,,311.54988504899666,311.54988504899666,311.54988504899666,311.54988504899666,311.54988504899666,311.54988504899666,311.54988504899666,311.54988504899666,311.54988504899666,311.54988504899666,l,0.4289423869922757,1,541,1,312.00023609399796,313.50197743903846,,,,,,,,,,,,,,,,,,,,,,34124,2022-11-07_14h01.39.495,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05055691387439,
1,0,0,0,0,0,1,0,triangle,hexagon,1,0,1,0,2,10,34,1,,,,,,,,,,,,314.00258081406355,314.00258081406355,314.00258081406355,314.00258081406355,314.00258081406355,314.00258081406355,314.00258081406355,314.00258081406355,314.00258081406355,314.00258081406355,l,0.6428675230126828,10,551,1,314.66993325413205,316.1714739310555,,,,,,,,,,,,,,,,,,,,,,34124,2022-11-07_14h01.39.495,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05055691387439,
1,0,0,0,0,1,0,0,triangle,circle,1,0,1,0,2,11,35,0,,,,,,,,,,,,316.67202304000966,316.67202304000966,316.67202304000966,316.67202304000966,316.67202304000966,316.67202304000966,316.67202304000966,316.67202304000966,316.67202304000966,316.67202304000966,l,0.618495827075094,10,561,1,317.32260432606563,318.82430411106907,,,,,,,,,,,,,,,,,,,,,,34124,2022-11-07_14h01.39.495,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05055691387439,
0,0,0,1,0,0,1,0,star,hexagon,1,0,1,0,3,0,36,11,,,,,,,,,,,,319.3250016751699,319.3250016751699,319.3250016751699,319.3250016751699,319.3250016751699,319.3250016751699,319.3250016751699,319.3250016751699,319.3250016751699,319.3250016751699,l,2.5099100759252906,10,571,1,321.8610212909989,323.36277253506705,,,,,,,,,,,,,,,,,,,,,,34124,2022-11-07_14h01.39.495,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05055691387439,
0,0,1,0,0,0,0,1,hexagon,star,1,0,1,0,3,1,37,8,,,,,,,,,,,,323.8634658539668,323.8634658539668,323.8634658539668,323.8634658539668,323.8634658539668,323.8634658539668,323.8634658539668,323.8634658539668,323.8634658539668,323.8634658539668,l,1.8757858229801059,1,572,1,325.76548953796737,327.2670996491797,,,,,,,,,,,,,,,,,,,,,,34124,2022-11-07_14h01.39.495,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05055691387439,
0,0,0,1,1,0,0,0,star,triangle,1,0,1,0,3,2,38,9,,,,,,,,,,,,327.7676535041537,327.7676535041537,327.7676535041537,327.7676535041537,327.7676535041537,327.7676535041537,327.7676535041537,327.7676535041537,327.7676535041537,327.7676535041537,a,1.3582734710071236,10,582,1,329.15251526399516,330.65428430610336,,,,,,,,,,,,,,,,,,,,,,34124,2022-11-07_14h01.39.495,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05055691387439,
0,0,0,1,0,1,0,0,star ,circle,1,0,1,0,3,3,39,10,,,,,,,,,,,,331.1547267390415,331.1547267390415,331.1547267390415,331.1547267390415,331.1547267390415,331.1547267390415,331.1547267390415,331.1547267390415,331.1547267390415,331.1547267390415,l,0.4240244319662452,1,583,1,331.6051966100931,333.10705976514146,,,,,,,,,,,,,,,,,,,,,,34124,2022-11-07_14h01.39.495,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05055691387439,
0,0,1,0,0,1,0,0,hexagon,circle,1,0,1,0,3,4,40,7,,,,,,,,,,,,333.60743925417773,333.60743925417773,333.60743925417773,333.60743925417773,333.60743925417773,333.60743925417773,333.60743925417773,333.60743925417773,333.60743925417773,333.60743925417773,l,0.6031850238796324,10,593,1,334.241607506061,335.7430619550869,,,,,,,,,,,,,,,,,,,,,,34124,2022-11-07_14h01.39.495,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05055691387439,
0,1,0,0,0,0,0,1,circle,star,1,0,1,0,3,5,41,5,,,,,,,,,,,,336.2435297181364,336.2435297181364,336.2435297181364,336.2435297181364,336.2435297181364,336.2435297181364,336.2435297181364,336.2435297181364,336.2435297181364,336.2435297181364,l,1.4427280731033534,10,603,1,337.7119223549962,339.2136723101139,,,,,,,,,,,,,,,,,,,,,,34124,2022-11-07_14h01.39.495,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05055691387439,
1,0,0,0,0,1,0,0,triangle,circle,1,0,1,0,3,6,42,0,,,,,,,,,,,,339.7141128841322,339.7141128841322,339.7141128841322,339.7141128841322,339.7141128841322,339.7141128841322,339.7141128841322,339.7141128841322,339.7141128841322,339.7141128841322,l,0.741528945043683,10,613,1,340.4817860929761,341.98335936502554,,,,,,,,,,,,,,,,,,,,,,34124,2022-11-07_14h01.39.495,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05055691387439,
0,0,1,0,1,0,0,0,hexagon,triangle,1,0,1,0,3,7,43,6,,,,,,,,,,,,342.4839912680909,342.4839912680909,342.4839912680909,342.4839912680909,342.4839912680909,342.4839912680909,342.4839912680909,342.4839912680909,342.4839912680909,342.4839912680909,a,1.0193898919969797,1,614,1,343.5352797731757,345.03685752418824,,,,,,,,,,,,,,,,,,,,,,34124,2022-11-07_14h01.39.495,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05055691387439,
1,0,0,0,0,0,1,0,triangle,hexagon,1,0,1,0,3,8,44,1,,,,,,,,,,,,345.5371882400941,345.5371882400941,345.5371882400941,345.5371882400941,345.5371882400941,345.5371882400941,345.5371882400941,345.5371882400941,345.5371882400941,345.5371882400941,l,1.0268283740151674,10,624,1,346.58831017417833,348.09016967518255,,,,,,,,,,,,,,,,,,,,,,34124,2022-11-07_14h01.39.495,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05055691387439,
0,1,0,0,1,0,0,0,circle,triangle,1,0,1,0,3,9,45,3,,,,,,,,,,,,348.5907292680349,348.5907292680349,348.5907292680349,348.5907292680349,348.5907292680349,348.5907292680349,348.5907292680349,348.5907292680349,348.5907292680349,348.5907292680349,a,0.6622801679186523,10,634,1,349.2746754561085,350.7764760861173,,,,,,,,,,,,,,,,,,,,,,34124,2022-11-07_14h01.39.495,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05055691387439,
0,1,0,0,0,0,1,0,circle,hexagon,1,0,1,0,3,10,46,4,,,,,,,,,,,,351.27712910505943,351.27712910505943,351.27712910505943,351.27712910505943,351.27712910505943,351.27712910505943,351.27712910505943,351.27712910505943,351.27712910505943,351.27712910505943,a,1.0132683031260967,10,644,1,352.31131769600324,353.8131384430453,353.8131384430453,,,,,,,,,,,,,,,,,,,,,34124,2022-11-07_14h01.39.495,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05055691387439,
1,0,0,0,0,0,0,1,triangle,star,1,0,1,0,3,11,47,2,,,,,,,,,,,,354.31363999610767,354.31363999610767,354.31363999610767,354.31363999610767,354.31363999610767,354.31363999610767,354.31363999610767,354.31363999610767,354.31363999610767,354.31363999610767,a,1.7118626509327441,1,645,1,356.0486807881389,357.55040511116385,,,,,,,,,,,,,,,,,,,,,,34124,2022-11-07_14h01.39.495,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05055691387439,
0,1,0,0,1,0,0,0,circle,triangle,2,0,2,0,0,0,0,3,,,,,,,,,,,,364.1578017140273,364.1578017140273,364.1578017140273,364.1578017140273,364.1578017140273,364.1578017140273,364.1578017140273,364.1578017140273,364.1578017140273,364.1578017140273,a,0.6684484218712896,10,655,2,364.8584522830788,366.3603319900576,,,,,,,,,,,,,,,,,,,,,,34124,2022-11-07_14h01.39.495,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05055691387439,
0,1,0,0,0,0,1,0,circle,hexagon,2,0,2,0,0,1,1,4,,,,,,,,,,,,366.8606497661676,366.8606497661676,366.8606497661676,366.8606497661676,366.8606497661676,366.8606497661676,366.8606497661676,366.8606497661676,366.8606497661676,366.8606497661676,a,0.528676558053121,10,665,2,367.41126708406955,368.91305936616845,,,,,,,,,,,,,,,,,,,,,,34124,2022-11-07_14h01.39.495,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05055691387439,
0,0,0,1,0,0,1,0,star,hexagon,2,0,2,0,0,2,2,11,,,,,,,,,,,,369.4137454300653,369.4137454300653,369.4137454300653,369.4137454300653,369.4137454300653,369.4137454300653,369.4137454300653,369.4137454300653,369.4137454300653,369.4137454300653,a,1.2852227739058435,1,666,2,370.7316376240924,372.23321970319375,,,,,,,,,,,,,,,,,,,,,,34124,2022-11-07_14h01.39.495,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05055691387439,
0,0,1,0,0,1,0,0,hexagon,circle,2,0,2,0,0,3,3,7,,,,,,,,,,,,372.7339905509725,372.7339905509725,372.7339905509725,372.7339905509725,372.7339905509725,372.7339905509725,372.7339905509725,372.7339905509725,372.7339905509725,372.7339905509725,l,0.9213558491319418,10,676,2,373.68497236119583,375.18672351096757,,,,,,,,,,,,,,,,,,,,,,34124,2022-11-07_14h01.39.495,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05055691387439,
0,0,0,1,1,0,0,0,star,triangle,2,0,2,0,0,4,4,9,,,,,,,,,,,,375.6871304900851,375.6871304900851,375.6871304900851,375.6871304900851,375.6871304900851,375.6871304900851,375.6871304900851,375.6871304900851,375.6871304900851,375.6871304900851,a,1.0285748729947954,10,686,2,376.7382282190956,378.2399431380909,,,,,,,,,,,,,,,,,,,,,,34124,2022-11-07_14h01.39.495,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05055691387439,
0,1,0,0,0,0,0,1,circle,star,2,0,2,0,0,5,5,5,,,,,,,,,,,,378.7404198329896,378.7404198329896,378.7404198329896,378.7404198329896,378.7404198329896,378.7404198329896,378.7404198329896,378.7404198329896,378.7404198329896,378.7404198329896,l,1.3387470219749957,1,687,2,380.1087248811964,381.6103082681075,,,,,,,,,,,,,,,,,,,,,,34124,2022-11-07_14h01.39.495,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05055691387439,
0,0,0,1,0,1,0,0,star ,circle,2,0,2,0,0,6,6,10,,,,,,,,,,,,382.11091695399955,382.11091695399955,382.11091695399955,382.11091695399955,382.11091695399955,382.11091695399955,382.11091695399955,382.11091695399955,382.11091695399955,382.11091695399955,l,0.48849560390226543,10,697,2,382.628075651126,384.1297352241818,,,,,,,,,,,,,,,,,,,,,,34124,2022-11-07_14h01.39.495,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05055691387439,
1,0,0,0,0,0,0,1,triangle,star,2,0,2,0,0,7,7,2,,,,,,,,,,,,384.63048265804537,384.63048265804537,384.63048265804537,384.63048265804537,384.63048265804537,384.63048265804537,384.63048265804537,384.63048265804537,384.63048265804537,384.63048265804537,l,0.591472065076232,1,698,2,385.2475820041727,386.74952752911486,,,,,,,,,,,,,,,,,,,,,,34124,2022-11-07_14h01.39.495,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05055691387439,
0,0,1,0,1,0,0,0,hexagon,triangle,2,0,2,0,0,8,8,6,,,,,,,,,,,,387.2500020551961,387.2500020551961,387.2500020551961,387.2500020551961,387.2500020551961,387.2500020551961,387.2500020551961,387.2500020551961,387.2500020551961,387.2500020551961,a,0.7946692788973451,10,708,2,388.0674262291286,389.5693104590755,389.5693104590755,,,,,,,,,,,,,,,,,,,,,34124,2022-11-07_14h01.39.495,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05055691387439,
1,0,0,0,0,1,0,0,triangle,circle,2,0,2,0,0,9,9,0,,,,,,,,,,,,390.0699155260809,390.0699155260809,390.0699155260809,390.0699155260809,390.0699155260809,390.0699155260809,390.0699155260809,390.0699155260809,390.0699155260809,390.0699155260809,l,0.5848916738759726,10,718,2,390.68699578009546,392.18893723003566,,,,,,,,,,,,,,,,,,,,,,34124,2022-11-07_14h01.39.495,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05055691387439,
0,0,1,0,0,0,0,1,hexagon,star,2,0,2,0,0,10,10,8,,,,,,,,,,,,392.6894362650346,392.6894362650346,392.6894362650346,392.6894362650346,392.6894362650346,392.6894362650346,392.6894362650346,392.6894362650346,392.6894362650346,392.6894362650346,a,1.635022158967331,1,719,2,394.3412989540957,395.84265429899096,395.84265429899096,,,,,,,,,,,,,,,,,,,,,34124,2022-11-07_14h01.39.495,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05055691387439,
