LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,fix.started,training_feedback_txt.stopped,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,acc,E1,target_resp_prac1.keys,target_resp_prac1.rt,pracBlock,prac_fback_text.started,participant,date,expName,psychopyVersion,frameRate,
0,0,1,0,1,0,0,0,hexagon,triangle,0,0,0,0,1,7,19,6,,,,,,,,,,,,132.4469591359957,132.4469591359957,132.4469591359957,132.4469591359957,132.4469591359957,132.4469591359957,132.4469591359957,132.4469591359957,132.4469591359957,132.4469591359957,a,0.9694049900281243,10,101,0,133.44791449798504,134.94963523498154,,,,,,,,,,,,,,,,91140,2022-11-21_14h01.53.163,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01972860357194,
1,0,0,0,0,0,0,1,triangle,star,0,0,0,0,1,8,20,2,,,,,,,,,,,,135.45019398999284,135.45019398999284,135.45019398999284,135.45019398999284,135.45019398999284,135.45019398999284,135.45019398999284,135.45019398999284,135.45019398999284,135.45019398999284,l,0.7001413960242644,10,111,0,136.16754035497434,137.669259192975,,,,,,,,,,,,,,,,91140,2022-11-21_14h01.53.163,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01972860357194,
0,1,0,0,1,0,0,0,circle,triangle,0,0,0,0,1,9,21,3,,,,,,,,,,,,138.16996516799554,138.16996516799554,138.16996516799554,138.16996516799554,138.16996516799554,138.16996516799554,138.16996516799554,138.16996516799554,138.16996516799554,138.16996516799554,a,0.43250189602258615,1,112,0,138.62038390198722,140.1219151749974,,,,,,,,,,,,,,,,91140,2022-11-21_14h01.53.163,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01972860357194,
0,0,0,1,1,0,0,0,star,triangle,0,0,0,0,1,10,22,9,,,,,,,,,,,,140.62254824099364,140.62254824099364,140.62254824099364,140.62254824099364,140.62254824099364,140.62254824099364,140.62254824099364,140.62254824099364,140.62254824099364,140.62254824099364,a,0.6013406960119028,10,122,0,141.25635804998456,142.75822055299068,,,,,,,,,,,,,,,,91140,2022-11-21_14h01.53.163,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01972860357194,
0,0,0,1,0,1,0,0,star ,circle,0,0,0,0,1,11,23,10,,,,,,,,,,,,143.25883996198536,143.25883996198536,143.25883996198536,143.25883996198536,143.25883996198536,143.25883996198536,143.25883996198536,143.25883996198536,143.25883996198536,143.25883996198536,a,0.9008747880288865,10,132,0,144.17655192999518,145.67804610700114,,,,,,,,,,,,,,,,91140,2022-11-21_14h01.53.163,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01972860357194,
0,1,0,0,0,0,0,1,circle,star,0,0,0,0,2,0,24,5,,,,,,,,,,,,146.17861389098107,146.17861389098107,146.17861389098107,146.17861389098107,146.17861389098107,146.17861389098107,146.17861389098107,146.17861389098107,146.17861389098107,146.17861389098107,l,0.45662164804525673,10,142,0,146.6625322009786,148.16421249197447,,,,,,,,,,,,,,,,91140,2022-11-21_14h01.53.163,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01972860357194,
0,1,0,0,0,0,1,0,circle,hexagon,0,0,0,0,2,1,25,4,,,,,,,,,,,,148.66461782398983,148.66461782398983,148.66461782398983,148.66461782398983,148.66461782398983,148.66461782398983,148.66461782398983,148.66461782398983,148.66461782398983,148.66461782398983,l,0.5124893970205449,1,143,0,149.19850794397644,150.70023125698208,,,,,,,,,,,,,,,,91140,2022-11-21_14h01.53.163,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01972860357194,
0,0,1,0,1,0,0,0,hexagon,triangle,0,0,0,0,2,2,26,6,,,,,,,,,,,,151.20081252299133,151.20081252299133,151.20081252299133,151.20081252299133,151.20081252299133,151.20081252299133,151.20081252299133,151.20081252299133,151.20081252299133,151.20081252299133,a,0.7541675430256873,10,153,0,151.98482804300147,153.48660640398157,,,,,,,,,,,,,,,,91140,2022-11-21_14h01.53.163,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01972860357194,
1,0,0,0,0,0,0,1,triangle,star,0,0,0,0,2,3,27,2,,,,,,,,,,,,153.98715320197516,153.98715320197516,153.98715320197516,153.98715320197516,153.98715320197516,153.98715320197516,153.98715320197516,153.98715320197516,153.98715320197516,153.98715320197516,l,0.6349573000334203,1,154,0,154.65452027498395,156.1562857509998,,,,,,,,,,,,,,,,91140,2022-11-21_14h01.53.163,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01972860357194,
0,0,0,1,1,0,0,0,star,triangle,0,0,0,0,2,4,28,9,,,,,,,,,,,,156.65681535800104,156.65681535800104,156.65681535800104,156.65681535800104,156.65681535800104,156.65681535800104,156.65681535800104,156.65681535800104,156.65681535800104,156.65681535800104,a,0.44031751903821714,1,155,0,157.12391384798684,158.6256904049951,,,,,,,,,,,,,,,,91140,2022-11-21_14h01.53.163,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01972860357194,
1,0,0,0,0,1,0,0,triangle,circle,0,0,0,0,2,5,29,0,,,,,,,,,,,,159.12615759699838,159.12615759699838,159.12615759699838,159.12615759699838,159.12615759699838,159.12615759699838,159.12615759699838,159.12615759699838,159.12615759699838,159.12615759699838,l,0.7052337380300742,10,165,0,159.86044158399454,161.36214213899802,,,,,,,,,,,,,,,,91140,2022-11-21_14h01.53.163,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01972860357194,
0,0,0,1,0,0,1,0,star,hexagon,0,0,0,0,2,6,30,11,,,,,,,,,,,,161.86271746098646,161.86271746098646,161.86271746098646,161.86271746098646,161.86271746098646,161.86271746098646,161.86271746098646,161.86271746098646,161.86271746098646,161.86271746098646,a,0.5790818380191922,1,166,0,162.463238960976,163.9649484269903,,,,,,,,,,,,,,,,91140,2022-11-21_14h01.53.163,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01972860357194,
0,0,0,1,0,1,0,0,star ,circle,0,0,0,0,2,7,31,10,,,,,,,,,,,,164.4654451609822,164.4654451609822,164.4654451609822,164.4654451609822,164.4654451609822,164.4654451609822,164.4654451609822,164.4654451609822,164.4654451609822,164.4654451609822,a,1.0141438150312752,1,167,0,165.49984347997815,167.00169137999183,,,,,,,,,,,,,,,,91140,2022-11-21_14h01.53.163,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01972860357194,
1,0,0,0,0,0,1,0,triangle,hexagon,0,0,0,0,2,8,32,1,,,,,,,,,,,,167.50223082400043,167.50223082400043,167.50223082400043,167.50223082400043,167.50223082400043,167.50223082400043,167.50223082400043,167.50223082400043,167.50223082400043,167.50223082400043,l,0.6663160970201716,10,177,0,168.18623504397692,169.68803068099078,,,,,,,,,,,,,,,,91140,2022-11-21_14h01.53.163,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01972860357194,
0,0,1,0,0,0,0,1,hexagon,star,0,0,0,0,2,9,33,8,,,,,,,,,,,,170.1884118389862,170.1884118389862,170.1884118389862,170.1884118389862,170.1884118389862,170.1884118389862,170.1884118389862,170.1884118389862,170.1884118389862,170.1884118389862,l,0.47642545102280565,1,178,0,170.68908038298832,172.19065091697848,,,,,,,,,,,,,,,,91140,2022-11-21_14h01.53.163,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01972860357194,
0,0,1,0,0,1,0,0,hexagon,circle,0,0,0,0,2,10,34,7,,,,,,,,,,,,172.69115503897774,172.69115503897774,172.69115503897774,172.69115503897774,172.69115503897774,172.69115503897774,172.69115503897774,172.69115503897774,172.69115503897774,172.69115503897774,a,2.1143091300327796,10,188,0,174.82673953298945,176.3286495099892,,,,,,,,,,,,,,,,91140,2022-11-21_14h01.53.163,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01972860357194,
0,1,0,0,1,0,0,0,circle,triangle,0,0,0,0,2,11,35,3,,,,,,,,,,,,176.82936100897496,176.82936100897496,176.82936100897496,176.82936100897496,176.82936100897496,176.82936100897496,176.82936100897496,176.82936100897496,176.82936100897496,176.82936100897496,a,0.652738204022171,1,189,0,177.51321427998482,179.01492858398706,,,,,,,,,,,,,,,,91140,2022-11-21_14h01.53.163,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01972860357194,
0,0,0,1,0,1,0,0,star ,circle,0,0,0,0,3,0,36,10,,,,,,,,,,,,179.5154726979963,179.5154726979963,179.5154726979963,179.5154726979963,179.5154726979963,179.5154726979963,179.5154726979963,179.5154726979963,179.5154726979963,179.5154726979963,a,0.6007350440195296,1,190,0,180.13280954398215,181.63446558298892,,,,,,,,,,,,,,,,91140,2022-11-21_14h01.53.163,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01972860357194,
0,0,1,0,0,0,0,1,hexagon,star,0,0,0,0,3,1,37,8,,,,,,,,,,,,182.1349447099783,182.1349447099783,182.1349447099783,182.1349447099783,182.1349447099783,182.1349447099783,182.1349447099783,182.1349447099783,182.1349447099783,182.1349447099783,l,0.45619044001796283,1,191,0,182.61901946298894,184.1203151679947,,,,,,,,,,,,,,,,91140,2022-11-21_14h01.53.163,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01972860357194,
0,1,0,0,0,0,0,1,circle,star,0,0,0,0,3,2,38,5,,,,,,,,,,,,184.62106590499752,184.62106590499752,184.62106590499752,184.62106590499752,184.62106590499752,184.62106590499752,184.62106590499752,184.62106590499752,184.62106590499752,184.62106590499752,l,0.4217297520372085,1,192,0,185.0715140599932,186.5732264299877,,,,,,,,,,,,,,,,91140,2022-11-21_14h01.53.163,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01972860357194,
1,0,0,0,0,0,0,1,triangle,star,0,0,0,0,3,3,39,2,,,,,,,,,,,,187.07382754600258,187.07382754600258,187.07382754600258,187.07382754600258,187.07382754600258,187.07382754600258,187.07382754600258,187.07382754600258,187.07382754600258,187.07382754600258,l,0.40020026604179293,10,202,0,187.49085597597877,188.99253961798968,,,,,,,,,,,,,,,,91140,2022-11-21_14h01.53.163,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01972860357194,
0,0,0,1,1,0,0,0,star,triangle,0,0,0,0,3,4,40,9,,,,,,,,,,,,189.4931570009794,189.4931570009794,189.4931570009794,189.4931570009794,189.4931570009794,189.4931570009794,189.4931570009794,189.4931570009794,189.4931570009794,189.4931570009794,l,0.5902800310286693,1,203,0,190.11050306097604,191.61215833798633,,,,,,,,,,,,,,,,91140,2022-11-21_14h01.53.163,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01972860357194,
1,0,0,0,0,1,0,0,triangle,circle,0,0,0,0,3,5,41,0,,,,,,,,,,,,192.11265537299914,192.11265537299914,192.11265537299914,192.11265537299914,192.11265537299914,192.11265537299914,192.11265537299914,192.11265537299914,192.11265537299914,192.11265537299914,a,0.5574549810262397,1,204,0,192.696561861987,194.19823769299546,,,,,,,,,,,,,,,,91140,2022-11-21_14h01.53.163,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01972860357194,
1,0,0,0,0,0,1,0,triangle,hexagon,0,0,0,0,3,6,42,1,,,,,,,,,,,,194.6988756589999,194.6988756589999,194.6988756589999,194.6988756589999,194.6988756589999,194.6988756589999,194.6988756589999,194.6988756589999,194.6988756589999,194.6988756589999,a,0.5253374950261787,1,205,0,195.24953746798565,196.75105608199374,,,,,,,,,,,,,,,,91140,2022-11-21_14h01.53.163,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01972860357194,
0,0,1,0,1,0,0,0,hexagon,triangle,0,0,0,0,3,7,43,6,,,,,,,,,,,,197.25182982999831,197.25182982999831,197.25182982999831,197.25182982999831,197.25182982999831,197.25182982999831,197.25182982999831,197.25182982999831,197.25182982999831,197.25182982999831,l,0.8869671230204403,1,206,0,198.16946182699758,199.67114721098915,,,,,,,,,,,,,,,,91140,2022-11-21_14h01.53.163,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01972860357194,
0,0,0,1,0,0,1,0,star,hexagon,0,0,0,0,3,8,44,11,,,,,,,,,,,,200.17161528900033,200.17161528900033,200.17161528900033,200.17161528900033,200.17161528900033,200.17161528900033,200.17161528900033,200.17161528900033,200.17161528900033,200.17161528900033,a,0.7346446730371099,1,207,0,200.93910386698553,202.44067208099295,,,,,,,,,,,,,,,,91140,2022-11-21_14h01.53.163,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01972860357194,
0,0,1,0,0,1,0,0,hexagon,circle,0,0,0,0,3,9,45,7,,,,,,,,,,,,202.94138981599826,202.94138981599826,202.94138981599826,202.94138981599826,202.94138981599826,202.94138981599826,202.94138981599826,202.94138981599826,202.94138981599826,202.94138981599826,a,0.4180621790292207,10,217,0,203.39178905298468,204.8935006489919,,,,,,,,,,,,,,,,91140,2022-11-21_14h01.53.163,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01972860357194,
0,1,0,0,1,0,0,0,circle,triangle,0,0,0,0,3,10,46,3,,,,,,,,,,,,205.39397966698743,205.39397966698743,205.39397966698743,205.39397966698743,205.39397966698743,205.39397966698743,205.39397966698743,205.39397966698743,205.39397966698743,205.39397966698743,a,0.6083884850086179,10,227,0,206.02808610798093,207.52958101200056,,,,,,,,,,,,,,,,91140,2022-11-21_14h01.53.163,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01972860357194,
0,1,0,0,0,0,1,0,circle,hexagon,0,0,0,0,3,11,47,4,,,,,,,,,,,,208.0301413470006,208.0301413470006,208.0301413470006,208.0301413470006,208.0301413470006,208.0301413470006,208.0301413470006,208.0301413470006,208.0301413470006,208.0301413470006,l,0.43544521305011585,1,228,0,208.49731694697402,209.99909408498206,,,,,,,,,,,,,,,,91140,2022-11-21_14h01.53.163,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01972860357194,
0,0,0,1,0,1,0,0,star ,circle,1,0,1,0,0,0,0,10,,,,,,,,,,,,215.96222446399042,215.96222446399042,215.96222446399042,215.96222446399042,215.96222446399042,215.96222446399042,215.96222446399042,215.96222446399042,215.96222446399042,215.96222446399042,a,0.9422793280391488,1,229,1,216.92335914698197,218.42501718498534,,,,,,,,,,,,,,,,91140,2022-11-21_14h01.53.163,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01972860357194,
0,1,0,0,0,0,0,1,circle,star,1,0,1,0,0,1,1,5,,,,,,,,,,,,218.92564692598535,218.92564692598535,218.92564692598535,218.92564692598535,218.92564692598535,218.92564692598535,218.92564692598535,218.92564692598535,218.92564692598535,218.92564692598535,l,0.7802794420276769,1,230,1,219.72647310598404,221.22798775599222,,,,,,,,,,,,,,,,91140,2022-11-21_14h01.53.163,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01972860357194,
0,0,1,0,0,0,0,1,hexagon,star,1,0,1,0,0,2,2,8,,,,,,,,,,,,221.72866612300277,221.72866612300277,221.72866612300277,221.72866612300277,221.72866612300277,221.72866612300277,221.72866612300277,221.72866612300277,221.72866612300277,221.72866612300277,l,0.7001800200087018,1,231,1,222.44610535597894,223.94781815598253,,,,,,,,,,,,,,,,91140,2022-11-21_14h01.53.163,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01972860357194,
1,0,0,0,0,1,0,0,triangle,circle,1,0,1,0,0,3,3,0,,,,,,,,,,,,224.448252741975,224.448252741975,224.448252741975,224.448252741975,224.448252741975,224.448252741975,224.448252741975,224.448252741975,224.448252741975,224.448252741975,l,0.8496421570016537,1,232,1,225.3158644310024,226.81764098099666,,,,,,,,,,,,,,,,91140,2022-11-21_14h01.53.163,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01972860357194,
