training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task2_prac_redo.thisRepN,task2_prac_redo.thisTrialN,task2_prac_redo.thisN,task2_prac_redo.thisIndex,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,vts_prac_redo.thisRepN,vts_prac_redo.thisTrialN,vts_prac_redo.thisN,vts_prac_redo.thisIndex,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,top_target_prac1.stopped,tgt_fix_prac1.stopped,bott_target_prac1.stopped,target_resp_prac1.stopped,acc,E1,target_resp_prac1.keys,pracBlock,prac_fback_text.started,prac_fback_text.stopped,fix.started,fix.stopped,target_resp_prac1.rt,tgt_fix_prac2.started,top_target_prac2.started,bott_target_prac2.started,target_resp_prac2.started,target_resp_prac2.keys,target_resp_prac2.rt,star.started,hegagon.started,triangle.started,circle.started,top_target.started,tgt_fix.started,bot_target.started,target_resp.started,star.stopped,hegagon.stopped,triangle.stopped,circle.stopped,alt,task,condition,target_resp.keys,target_resp.rt,rewCond,points_trial,points_cumul,vts_fback.started,vts_fback.stopped,blockNum,norew_fback.started,norew_fback.stopped,key_resp_2.keys,key_resp_2.rt,rewExpectancy,feedbk_text.started,feedbk_text.stopped,text_3.started,text_3.stopped,button.started,debrief.index,debrief.itemText,debrief.type,debrief.granularity,debrief.font,debrief.markerColor,debrief.response,debrief.rt,button.numClicks,button.timesOn,button.timesOff,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,0,36,0,,,,,,,,,,,,B,146,hexagon,0.001529809000203386,,,,,,,,,1,0,,,,,739.5623933690003,,,,,,,,,735.6084597490008,735.6084597490008,735.6084597490008,735.6084597490008,737.1102413400004,737.1102413400004,737.1102413400004,737.1102413400004,737.1102413400004,737.1102413400004,737.1102413400004,737.1102413400004,switch,letter,lettSwt,d,0.9239290790010273,noRew,0,0,,,0,738.0614805559999,739.5623933690003,,,,,,,,,,,,,,,,,,,,37688,2022-10-25_10h29.05.330,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99429622191361,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,0,37,0,,,,,,,,,,,,S,139,hexagon,0.0012063539998052875,,,,,,,,,1,0,,,,,744.2683427560005,,,,,,,,,740.5472359609994,740.5472359609994,740.5472359609994,740.5472359609994,742.0490676690006,742.0490676690006,742.0490676690006,742.0490676690006,742.0490676690006,742.0490676690006,742.0490676690006,742.0490676690006,repeat,letter,lettRpt,f,0.6985779780006851,noRew,0,0,,,0,742.7664655490007,744.2683427560005,,,,,,,,,,,,,,,,,,,,37688,2022-10-25_10h29.05.330,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99429622191361,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,0,38,0,,,,,,,,,,,,D,132,star,0.0014349640005093534,,,,,,,,,1,0,,,,,749.2901712549992,,,,,,,,,745.2523447900003,745.2523447900003,745.2523447900003,745.2523447900003,746.7540449610005,746.7540449610005,746.7540449610005,746.7540449610005,746.7540449610005,746.7540449610005,746.7540449610005,746.7540449610005,switch,number,numSwt,j,1.0017410860000382,noRew,0,0,,,0,747.7886803809997,749.2901712549992,,,,,,,,,,,,,,,,,,,,37688,2022-10-25_10h29.05.330,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99429622191361,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,0,39,0,,,,,,,,,,,,W,181,star,0.0012897939996037167,,,,,,,,,1,0,,,,,753.9119541769996,,,,,,,,,750.2745909660007,750.2745909660007,750.2745909660007,750.2745909660007,751.7764324319996,751.7764324319996,751.7764324319996,751.7764324319996,751.7764324319996,751.7764324319996,751.7764324319996,751.7764324319996,repeat,number,numRpt,k,0.6100514429999748,noRew,0,0,,,0,752.4100490860001,,,,,,,,,,,,,,,,,,,,,37688,2022-10-25_10h29.05.330,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99429622191361,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,0,40,0,,,,,,,,,,,,D,132,star,0.0013570350001828047,,,,,,,,,1,0,,,,,758.6007086419995,759.1011949149997,,,,,,,,754.8965687489999,754.8965687489999,754.8965687489999,754.8965687489999,756.3982847309999,756.3982847309999,756.3982847309999,756.3982847309999,756.3982847309999,756.3982847309999,756.3982847309999,756.3982847309999,switch,letter,lettSwt,d,0.6758467050003674,noRew,0,0,,,0,757.0987460510005,758.6007086419995,,,,,,,,,,,,,,,,,,,,37688,2022-10-25_10h29.05.330,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99429622191361,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,0,41,0,,,,,,,,,,,,W,181,hexagon,0.0009598830001777969,,,,,,,,,1,0,,,,,763.4224067659998,,,,,,,,,759.5850227249994,759.5850227249994,759.5850227249994,759.5850227249994,761.0867585300002,761.0867585300002,761.0867585300002,761.0867585300002,761.0867585300002,761.0867585300002,761.0867585300002,761.0867585300002,repeat,letter,lettRpt,f,0.8125068170011218,noRew,0,0,,,0,761.9209078599997,763.4224067659998,,,,,,,,,,,,,,,,,,,,37688,2022-10-25_10h29.05.330,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99429622191361,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,0,42,0,,,,,,,,,,,,H,160,star,0.001329475999227725,,,,,,,,,0,0,,,,,769.4623934659994,,,,,,,,,764.4070077510005,764.4070077510005,764.4070077510005,764.4070077510005,765.9086964210001,765.9086964210001,765.9086964210001,765.9086964210001,765.9086964210001,765.9086964210001,765.9086964210001,765.9086964210001,switch,number,NA,j,2.022185233001437,noRew,0,0,,,0,767.9610488750004,769.4623934659994,,,,,,,,,,,,,,,,,,,,37688,2022-10-25_10h29.05.330,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99429622191361,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,0,43,0,,,,,,,,,,,,Y,167,hexagon,0.0014655530012532836,,,,,,,,,1,1,,,,,775.4859796060009,,,,,,,,,770.4470031820001,770.4470031820001,770.4470031820001,770.4470031820001,771.9486704499996,771.9486704499996,771.9486704499996,771.9486704499996,771.9486704499996,771.9486704499996,771.9486704499996,771.9486704499996,repeat,number,numRpt,k,2.006424667999454,noRew,0,0,,,0,773.9847995349992,,,,,,,,,,,,,,,,,,,,,37688,2022-10-25_10h29.05.330,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99429622191361,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,0,44,0,,,,,,,,,,,,F,181,star,0.0013857579997420544,,,,,,,,,1,0,,,,,780.6582838409995,,,,,,,,,776.4704374720004,776.4704374720004,776.4704374720004,776.4704374720004,777.9718350519997,777.9718350519997,777.9718350519997,777.9718350519997,777.9718350519997,777.9718350519997,777.9718350519997,777.9718350519997,switch,letter,lettSwt,d,1.158893428999363,noRew,0,0,,,0,779.1565766809999,780.6582838409995,,,,,,,,,,,,,,,,,,,,37688,2022-10-25_10h29.05.330,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99429622191361,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,0,45,0,,,,,,,,,,,,U,160,hexagon,0.0012200550008856226,,,,,,,,,1,0,,,,,785.5469228590009,,,,,,,,,781.6427773809992,781.6427773809992,781.6427773809992,781.6427773809992,783.1445106840001,783.1445106840001,783.1445106840001,783.1445106840001,783.1445106840001,783.1445106840001,783.1445106840001,783.1445106840001,repeat,letter,lettRpt,f,0.8838853150009527,noRew,0,0,,,0,784.0451255440003,785.5469228590009,,,,,,,,,,,,,,,,,,,,37688,2022-10-25_10h29.05.330,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99429622191361,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,0,46,0,,,,,,,,,,,,W,167,star,0.0008559990001231199,,,,,,,,,1,0,,,,,790.1353213490002,,,,,,,,,786.5315337360007,786.5315337360007,786.5315337360007,786.5315337360007,788.0331065200007,788.0331065200007,788.0331065200007,788.0331065200007,788.0331065200007,788.0331065200007,788.0331065200007,788.0331065200007,switch,number,numSwt,k,0.5695221470014076,noRew,0,0,,,0,788.6337150750005,,,,,,,,,,,,,,,,,,,,,37688,2022-10-25_10h29.05.330,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99429622191361,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,0,47,0,,,,,,,,,,,,H,146,star,0.001202421000925824,,,,,,,,,1,0,,,,,794.8572697969994,,,,,,,,,791.1197979499993,791.1197979499993,791.1197979499993,791.1197979499993,792.621255004,792.621255004,792.621255004,792.621255004,792.621255004,792.621255004,792.621255004,792.621255004,repeat,number,numRpt,j,0.7015152530002524,noRew,0,0,,,0,793.3555258239994,,,,,,,,,,,,,,,,,,,,,37688,2022-10-25_10h29.05.330,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99429622191361,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,0,48,0,,,,,,,,,,,,Y,125,hexagon,0.0013883379997423617,,,,,,,,,1,0,,,,,799.7458456639997,,,,,,,,,795.8415076010006,795.8415076010006,795.8415076010006,795.8415076010006,797.3432443950005,797.3432443950005,797.3432443950005,797.3432443950005,797.3432443950005,797.3432443950005,797.3432443950005,797.3432443950005,switch,letter,lettSwt,f,0.8683611939995899,noRew,0,0,,,0,798.2443671140009,799.7458456639997,,,,,,,,,,,,,,,,,,,,37688,2022-10-25_10h29.05.330,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99429622191361,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,0,49,0,,,,,,,,,,,,D,132,hexagon,0.0010637929990480188,,,,,,,,,1,0,,,,,804.5678010859992,,,,,,,,,800.7304430469994,800.7304430469994,800.7304430469994,800.7304430469994,802.2320036750007,802.2320036750007,802.2320036750007,802.2320036750007,802.2320036750007,802.2320036750007,802.2320036750007,802.2320036750007,repeat,letter,lettRpt,d,0.8021718649997638,noRew,0,0,,,0,803.0661437870003,804.5678010859992,,,,,,,,,,,,,,,,,,,,37688,2022-10-25_10h29.05.330,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99429622191361,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,0,50,0,,,,,,,,,,,,F,167,star,0.0009223890010616742,,,,,,,,,1,0,,,,,809.3398955169996,,,,,,,,,805.5523915270005,805.5523915270005,805.5523915270005,805.5523915270005,807.0540929090002,807.0540929090002,807.0540929090002,807.0540929090002,807.0540929090002,807.0540929090002,807.0540929090002,807.0540929090002,switch,number,numSwt,k,0.7569395960017573,noRew,0,0,,,0,807.8380849610003,809.3398955169996,,,,,,,,,,,,,,,,,,,,37688,2022-10-25_10h29.05.330,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99429622191361,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,0,51,0,,,,,,,,,,,,S,139,hexagon,0.0011384690005797893,,,,,,,,,1,0,,,,,813.9782707739996,,,,,,,,,810.3243661769993,810.3243661769993,810.3243661769993,810.3243661769993,811.8259693359996,811.8259693359996,811.8259693359996,811.8259693359996,811.8259693359996,811.8259693359996,811.8259693359996,811.8259693359996,repeat,number,numRpt,j,0.6248285610017774,noRew,0,0,,,0,812.4766300219999,,,,,,,,,,,,,,,,,,,,,37688,2022-10-25_10h29.05.330,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99429622191361,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,0,52,0,,,,,,,,,,,,U,132,hexagon,0.0013901309994253097,,,,,,,,,1,0,,,,,818.7668769810007,,,,,,,,,814.9626377820005,814.9626377820005,814.9626377820005,814.9626377820005,816.4645225059994,816.4645225059994,816.4645225059994,816.4645225059994,816.4645225059994,816.4645225059994,816.4645225059994,816.4645225059994,switch,letter,lettSwt,f,0.778192368999953,noRew,0,0,,,0,817.265215419,818.7668769810007,,,,,,,,,,,,,,,,,,,,37688,2022-10-25_10h29.05.330,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99429622191361,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,0,53,0,,,,,,,,,,,,F,139,hexagon,0.0012963070003024768,,,,,,,,,1,0,,,,,823.3720395689998,,,,,,,,,819.7512865099998,819.7512865099998,819.7512865099998,819.7512865099998,821.2530136910009,821.2530136910009,821.2530136910009,821.2530136910009,821.2530136910009,821.2530136910009,821.2530136910009,821.2530136910009,repeat,letter,lettRpt,d,0.589868610000849,noRew,0,0,,,0,821.8704370560008,,,,,,,,,,,,,,,,,,,,,37688,2022-10-25_10h29.05.330,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99429622191361,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,0,54,0,,,,,,,,,,,,H,181,hexagon,0.001148621999163879,,,,,,,,,0,0,,,,,828.2274774399993,,,,,,,,,824.3567167069996,824.3567167069996,824.3567167069996,824.3567167069996,825.8582486289997,825.8582486289997,825.8582486289997,825.8582486289997,825.8582486289997,825.8582486289997,825.8582486289997,825.8582486289997,switch,number,NA,j,0.8403067240014934,noRew,0,0,,,0,826.7259801500004,828.2274774399993,,,,,,,,,,,,,,,,,,,,37688,2022-10-25_10h29.05.330,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99429622191361,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,0,55,0,,,,,,,,,,,,B,160,star,0.0010779950007417938,,,,,,,,,1,1,,,,,833.3663696160002,,,,,,,,,829.2116315410003,829.2116315410003,829.2116315410003,829.2116315410003,830.7134950010004,830.7134950010004,830.7134950010004,830.7134950010004,830.7134950010004,830.7134950010004,830.7134950010004,830.7134950010004,repeat,number,numRpt,k,1.1209439920003206,noRew,0,0,,,0,831.865285889,833.3663696160002,,,,,,,,,,,,,,,,,,,,37688,2022-10-25_10h29.05.330,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99429622191361,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,0,56,0,,,,,,,,,,,,S,132,hexagon,0.0012080200012860587,,,,,,,,,1,0,,,,,838.3720497689992,838.8726401109998,,,,,,,,834.3508640889995,834.3508640889995,834.3508640889995,834.3508640889995,835.8524724760009,835.8524724760009,835.8524724760009,835.8524724760009,835.8524724760009,835.8524724760009,835.8524724760009,835.8524724760009,switch,letter,lettSwt,f,0.9991781040007481,noRew,0,0,,,0,836.8706879790006,838.3720497689992,,,,,,,,,,,,,,,,,,,,37688,2022-10-25_10h29.05.330,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99429622191361,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,0,57,0,,,,,,,,,,,,Y,146,hexagon,0.0010551209998084232,,,,,,,,,1,0,,,,,843.0272130520007,,,,,,,,,839.3562090710002,839.3562090710002,839.3562090710002,839.3562090710002,840.858045645,840.858045645,840.858045645,840.858045645,840.858045645,840.858045645,840.858045645,840.858045645,repeat,letter,lettRpt,f,0.6498246860010113,noRew,0,0,,,0,841.5254163570007,843.0272130520007,,,,,,,,,,,,,,,,,,,,37688,2022-10-25_10h29.05.330,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99429622191361,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,0,58,0,,,,,,,,,,,,H,125,hexagon,0.0009904870003083488,,,,,,,,,1,0,,,,,848.1326745250008,,,,,,,,,844.011495625,844.011495625,844.011495625,844.011495625,845.5130724259998,845.5130724259998,845.5130724259998,845.5130724259998,845.5130724259998,845.5130724259998,845.5130724259998,845.5130724259998,switch,number,numSwt,j,1.090528507000272,noRew,0,0,,,0,846.630981716,848.1326745250008,,,,,,,,,,,,,,,,,,,,37688,2022-10-25_10h29.05.330,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99429622191361,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,0,59,0,,,,,,,,,,,,F,139,star,0.0013978189999761526,,,,,,,,,1,0,,,,,853.3050076060008,,,,,,,,,849.1170842570009,849.1170842570009,849.1170842570009,849.1170842570009,850.6187874700008,850.6187874700008,850.6187874700008,850.6187874700008,850.6187874700008,850.6187874700008,850.6187874700008,850.6187874700008,repeat,number,numRpt,j,1.152178026000911,noRew,0,0,,,0,851.8034876239999,853.3050076060008,,,,,,,,,,,,,,,,,,,,37688,2022-10-25_10h29.05.330,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99429622191361,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,0,60,0,,,,,,,,,,,,U,125,hexagon,0.0011642010013019899,,,,,,,,,1,0,,,,,858.6608068719997,,,,,,,,,854.2895298359999,854.2895298359999,854.2895298359999,854.2895298359999,855.7910784970009,855.7910784970009,855.7910784970009,855.7910784970009,855.7910784970009,855.7910784970009,855.7910784970009,855.7910784970009,repeat,number,numRpt,j,1.3402722230002837,noRew,0,0,,,0,857.1593061839994,,,,,,,,,,,,,,,,,,,,,37688,2022-10-25_10h29.05.330,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99429622191361,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,0,61,0,,,,,,,,,,,,S,146,star,0.0014113450015429407,,,,,,,,,1,0,,,,,863.4828352650002,,,,,,,,,859.6453687690009,859.6453687690009,859.6453687690009,859.6453687690009,861.1469834100008,861.1469834100008,861.1469834100008,861.1469834100008,861.1469834100008,861.1469834100008,861.1469834100008,861.1469834100008,repeat,number,numRpt,j,0.8083805830010533,noRew,0,0,,,0,861.9813363539997,863.4828352650002,,,,,,,,,,,,,,,,,,,,37688,2022-10-25_10h29.05.330,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99429622191361,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,0,62,0,,,,,,,,,,,,B,181,hexagon,0.001335365001068567,,,,,,,,,1,0,,,,,870.424007607,,,,,,,,,864.4673595040003,864.4673595040003,864.4673595040003,864.4673595040003,865.9691854320008,865.9691854320008,865.9691854320008,865.9691854320008,865.9691854320008,865.9691854320008,865.9691854320008,865.9691854320008,switch,letter,lettSwt,d,2.928913667001325,noRew,0,0,,,0,868.9222708750003,870.424007607,,,,,,,,,,,,,,,,,,,,37688,2022-10-25_10h29.05.330,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99429622191361,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,0,63,0,,,,,,,,,,,,Y,132,star,0.0010097220001625828,,,,,,,,,1,0,,,,,876.0635729770001,,,,,,,,,871.4081954510002,871.4081954510002,871.4081954510002,871.4081954510002,872.9100387189992,872.9100387189992,872.9100387189992,872.9100387189992,872.9100387189992,872.9100387189992,872.9100387189992,872.9100387189992,switch,number,numSwt,j,1.6206116320008732,noRew,0,0,,,0,874.5617798540006,876.0635729770001,,,,,,,,,,,,,,,,,,,,37688,2022-10-25_10h29.05.330,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99429622191361,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,D,174,star,0.0016664359991409583,,,,,,,,,1,0,,,,,923.0154478490003,,,,,,,,,919.0444554450005,919.0444554450005,919.0444554450005,919.0444554450005,920.545721120001,920.545721120001,920.545721120001,920.545721120001,920.545721120001,920.545721120001,920.545721120001,920.545721120001,switch,letter,lettSwt,d,0.9366322830010176,Lo,10,10,,,0,,,space,9.934196849000728,low,921.5137589719998,923.0154478490003,,,,,,,,,,,,,,,37688,2022-10-25_10h29.05.330,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99429622191361,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,W,181,star,0.0009082939996005734,,,,,,,,,1,0,,,,,927.9374318169994,,,,,,,,,923.9996647169992,923.9996647169992,923.9996647169992,923.9996647169992,925.5013955249997,925.5013955249997,925.5013955249997,925.5013955249997,925.5013955249997,925.5013955249997,925.5013955249997,925.5013955249997,repeat,letter,lettRpt,f,0.9017042340001353,Lo,1,11,,,0,,,,,low,926.4355381959995,,,,,,,,,,,,,,,,37688,2022-10-25_10h29.05.330,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99429622191361,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,Y,132,hexagon,0.0010122229996341048,,,,,,,,,1,0,,,,,932.9429723209996,,,,,,,,,928.9217571209992,928.9217571209992,928.9217571209992,928.9217571209992,930.4234406260002,930.4234406260002,930.4234406260002,930.4234406260002,930.4234406260002,930.4234406260002,930.4234406260002,930.4234406260002,repeat,letter,lettRpt,f,0.99535835000097,Hi,0,11,,,0,,,,,low,931.4582516490009,,,,,,,,,,,,,,,,37688,2022-10-25_10h29.05.330,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99429622191361,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,U,167,hexagon,0.0011841649993584724,,,,,,,,,1,0,,,,,937.5645416890002,,,,,,,,,933.9274495009995,933.9274495009995,933.9274495009995,933.9274495009995,935.4289071359999,935.4289071359999,935.4289071359999,935.4289071359999,935.4289071359999,935.4289071359999,935.4289071359999,935.4289071359999,switch,number,numSwt,k,0.606581346000894,Hi,10,21,,,0,,,,,low,936.0636572660005,,,,,,,,,,,,,,,,37688,2022-10-25_10h29.05.330,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99429622191361,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,B,125,star,0.0013317329994606553,,,,,,,,,1,0,,,,,942.3034384849998,,,,,,,,,938.5490758289998,938.5490758289998,938.5490758289998,938.5490758289998,940.0506562690007,940.0506562690007,940.0506562690007,940.0506562690007,940.0506562690007,940.0506562690007,940.0506562690007,940.0506562690007,repeat,number,numRpt,j,0.727542552001978,Lo,10,31,,,0,,,,,low,940.8016080310008,,,,,,,,,,,,,,,,37688,2022-10-25_10h29.05.330,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99429622191361,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,5,0,5,0,,,,S,146,hexagon,0.0012298250003368594,,,,,,,,,1,0,,,,,946.9251146999995,,,,,,,,,943.2876592150005,943.2876592150005,943.2876592150005,943.2876592150005,944.7892016360001,944.7892016360001,944.7892016360001,944.7892016360001,944.7892016360001,944.7892016360001,944.7892016360001,944.7892016360001,switch,letter,lettSwt,f,0.6136155229996803,Hi,10,41,,,0,,,,,low,945.423250246,,,,,,,,,,,,,,,,37688,2022-10-25_10h29.05.330,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99429622191361,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,6,0,6,0,,,,F,160,hexagon,0.0012893580005766125,,,,,,,,,1,0,,,,,951.5300487599998,,,,,,,,,947.9093543840008,947.9093543840008,947.9093543840008,947.9093543840008,949.4110191189993,949.4110191189993,949.4110191189993,949.4110191189993,949.4110191189993,949.4110191189993,949.4110191189993,949.4110191189993,repeat,letter,lettRpt,d,0.5910718590002944,Hi,1,42,,,0,,,,,low,950.0289237489997,,,,,,,,,,,,,,,,37688,2022-10-25_10h29.05.330,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99429622191361,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,7,0,7,0,,,,H,139,star,0.0012806790000468027,,,,,,,,,1,0,,,,,956.2685425140007,,,,,,,,,952.5146611920009,952.5146611920009,952.5146611920009,952.5146611920009,954.0160689860004,954.0160689860004,954.0160689860004,954.0160689860004,954.0160689860004,954.0160689860004,954.0160689860004,954.0160689860004,repeat,letter,lettRpt,d,0.7307310050000524,Lo,10,52,,,0,,,,,low,954.7677028189992,,,,,,,,,,,,,,,,37688,2022-10-25_10h29.05.330,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99429622191361,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,8,0,8,0,,,,D,174,hexagon,0.0013418470007309224,,,,,,,,,1,0,,,,,960.8736928069993,,,,,,,,,957.2530524169997,957.2530524169997,957.2530524169997,957.2530524169997,958.7547875399996,958.7547875399996,958.7547875399996,958.7547875399996,958.7547875399996,958.7547875399996,958.7547875399996,958.7547875399996,repeat,letter,lettRpt,d,0.5923763320006401,Hi,1,53,,,0,,,,,low,959.3723687900001,,,,,,,,,,,,,,,,37688,2022-10-25_10h29.05.330,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99429622191361,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,9,0,9,0,,,,W,181,star,0.0012280610008019721,,,,,,,,,1,0,,,,,965.7959348189997,,,,,,,,,961.8582310790007,961.8582310790007,961.8582310790007,961.8582310790007,963.35980801,963.35980801,963.35980801,963.35980801,963.35980801,963.35980801,963.35980801,963.35980801,switch,number,numSwt,k,0.9069292759995733,Lo,10,63,,,0,,,,,low,964.2946236740008,,,,,,,,,,,,,,,,37688,2022-10-25_10h29.05.330,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99429622191361,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,10,0,10,0,,,,Y,132,star,0.0011406300000089686,,,,,,,,,1,0,,,,,970.5677900310002,,,,,,,,,966.7802107160005,966.7802107160005,966.7802107160005,966.7802107160005,968.2820589260009,968.2820589260009,968.2820589260009,968.2820589260009,968.2820589260009,968.2820589260009,968.2820589260009,968.2820589260009,switch,letter,lettSwt,f,0.7525911169996107,Lo,10,73,,,0,,,,,low,969.0661745899997,,,,,,,,,,,,,,,,37688,2022-10-25_10h29.05.330,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99429622191361,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,11,0,11,0,,,,U,167,hexagon,0.0013437420002446743,,,,,,,,,0,0,,,,,975.2562109360006,,,,,,,,,971.5521402659997,971.5521402659997,971.5521402659997,971.5521402659997,973.0539125100004,973.0539125100004,973.0539125100004,973.0539125100004,973.0539125100004,973.0539125100004,973.0539125100004,973.0539125100004,switch,number,NA,j,0.6684513460004382,Lo,0,73,,,0,,,,,low,973.7545949110008,,,,,,,,,,,,,,,,37688,2022-10-25_10h29.05.330,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99429622191361,
