training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task2_prac_redo.thisRepN,task2_prac_redo.thisTrialN,task2_prac_redo.thisN,task2_prac_redo.thisIndex,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,vts_prac_redo.thisRepN,vts_prac_redo.thisTrialN,vts_prac_redo.thisN,vts_prac_redo.thisIndex,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,acc,E1,target_resp_prac1.keys,target_resp_prac1.rt,pracBlock,prac_fback_text.started,fix.started,top_target_prac1.stopped,tgt_fix_prac1.stopped,bott_target_prac1.stopped,target_resp_prac1.stopped,prac_fback_text.stopped,fix.stopped,tgt_fix_prac2.started,top_target_prac2.started,bott_target_prac2.started,target_resp_prac2.started,target_resp_prac2.keys,target_resp_prac2.rt,top_target_prac2.stopped,tgt_fix_prac2.stopped,bott_target_prac2.stopped,target_resp_prac2.stopped,star.started,hegagon.started,triangle.started,circle.started,star.stopped,hegagon.stopped,triangle.stopped,circle.stopped,top_target.started,tgt_fix.started,bot_target.started,target_resp.started,alt,task,condition,target_resp.keys,target_resp.rt,rewCond,points_trial,points_cumul,vts_fback.started,blockNum,norew_fback.started,norew_fback.stopped,key_resp_2.keys,key_resp_2.rt,rewExpectancy,feedbk_text.started,feedbk_text.stopped,text_3.started,text_3.stopped,button.started,debrief.index,debrief.itemText,debrief.type,debrief.granularity,debrief.font,debrief.markerColor,debrief.response,debrief.rt,button.numClicks,button.timesOn,button.timesOff,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,0,38,0,,,,,,,,,,,,181,F,circle,0.001591684999766585,,,,,1,0,,,,,595.2234494300001,,,,,,,,,,,,,,,,,591.2455679310006,591.2455679310006,591.2455679310006,591.2455679310006,592.7543730540001,592.7543730540001,592.7543730540001,592.7543730540001,592.7543730540001,592.7543730540001,592.7543730540001,592.7543730540001,repeat,letter,lettRpt,j,0.9406189299998005,noRew,0,0,,0,593.7216748219998,,,,,,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.975928421216494,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,0,39,0,,,,,,,,,,,,160,Y,star,0.0016838290002851863,,,,,1,0,,,,,600.1287619559998,,,,,,,,,,,,,,,,,596.2011866789999,596.2011866789999,596.2011866789999,596.2011866789999,597.7095383280002,597.7095383280002,597.7095383280002,597.7095383280002,597.7095383280002,597.7095383280002,597.7095383280002,597.7095383280002,repeat,letter,lettRpt,k,0.8892125100001067,noRew,0,0,,0,598.6273609110003,,,,,,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.975928421216494,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,0,40,0,,,,,,,,,,,,160,S,hexagon,0.0016069259991127183,,,,,1,0,,,,,605.4680041640004,,,,,,,,,,,,,,,,,601.106898219,601.106898219,601.106898219,601.106898219,602.6148485379999,602.6148485379999,602.6148485379999,602.6148485379999,602.6148485379999,602.6148485379999,602.6148485379999,602.6148485379999,switch,number,numSwt,f,1.3203044540005067,noRew,0,0,,0,603.9663084080003,,,,,,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.975928421216494,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,0,41,0,,,,,,,,,,,,174,D,circle,0.0015602679995936342,,,,,1,0,,,,,610.6068518020002,,,,,,,,,,,,,,,,,606.4458854240002,606.4458854240002,606.4458854240002,606.4458854240002,607.9541189060001,607.9541189060001,607.9541189060001,607.9541189060001,607.9541189060001,607.9541189060001,607.9541189060001,607.9541189060001,repeat,number,numRpt,f,1.1260488839998288,noRew,0,0,,0,609.1054461599997,,,,,,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.975928421216494,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,0,42,0,,,,,,,,,,,,146,U,hexagon,0.0016888239997570054,,,,,1,0,,,,,615.8294984020004,,,,,,,,,,,,,,,,,611.5838172220001,611.5838172220001,611.5838172220001,611.5838172220001,613.0932148560005,613.0932148560005,613.0932148560005,613.0932148560005,613.0932148560005,613.0932148560005,613.0932148560005,613.0932148560005,repeat,number,numRpt,d,1.2107998679994125,noRew,0,0,,0,614.3277445579997,,,,,,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.975928421216494,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,0,43,0,,,,,,,,,,,,132,Y,triangle,0.0015391939996334258,,,,,1,0,,,,,620.701446733,,,,,,,,,,,,,,,,,616.8069677419999,616.8069677419999,616.8069677419999,616.8069677419999,618.3157887469997,618.3157887469997,618.3157887469997,618.3157887469997,618.3157887469997,618.3157887469997,618.3157887469997,618.3157887469997,switch,letter,lettSwt,k,0.8515163430001849,noRew,0,0,,0,619.1998413190004,,,,,,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.975928421216494,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,0,44,0,,,,,,,,,,,,181,Y,hexagon,0.0017591719997653854,,,,,1,0,,,,,625.4064221609997,,,,,,,,,,,,,,,,,621.6780506390005,621.6780506390005,621.6780506390005,621.6780506390005,623.1873719630003,623.1873719630003,623.1873719630003,623.1873719630003,623.1873719630003,623.1873719630003,623.1873719630003,623.1873719630003,repeat,letter,lettRpt,k,0.6854587269999683,noRew,0,0,,0,623.9052906060006,,,,,,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.975928421216494,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,0,45,0,,,,,,,,,,,,125,D,triangle,0.0012952979996043723,,,,,1,0,,,,,630.1618776220002,,,,,,,,,,,,,,,,,626.3835772820003,626.3835772820003,626.3835772820003,626.3835772820003,627.8927012220001,627.8927012220001,627.8927012220001,627.8927012220001,627.8927012220001,627.8927012220001,627.8927012220001,627.8927012220001,switch,number,numSwt,d,0.7397359469996445,noRew,0,0,,0,628.660245952,,,,,,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.975928421216494,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,0,46,0,,,,,,,,,,,,160,H,triangle,0.0015970740005286643,,,,,1,0,,,,,634.7503291809999,,,,,,,,,,,,,,,,,631.1398985400001,631.1398985400001,631.1398985400001,631.1398985400001,632.6478803420005,632.6478803420005,632.6478803420005,632.6478803420005,632.6478803420005,632.6478803420005,632.6478803420005,632.6478803420005,repeat,number,numRpt,f,0.5681848720005291,noRew,0,0,,0,633.2488354349998,,,,,,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.975928421216494,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,0,47,0,,,,,,,,,,,,167,F,hexagon,0.0018069289999402827,,,,,1,0,,,,,639.5387896740003,,,,,,,,,,,,,,,,,635.7283357679999,635.7283357679999,635.7283357679999,635.7283357679999,637.2364378660004,637.2364378660004,637.2364378660004,637.2364378660004,637.2364378660004,637.2364378660004,637.2364378660004,637.2364378660004,switch,letter,lettSwt,j,0.7785544149992347,noRew,0,0,,0,638.0374620210005,,,,,,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.975928421216494,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,0,48,0,,,,,,,,,,,,181,B,hexagon,0.0016869940000105998,,,,,1,0,,,,,644.2442318780004,,,,,,,,,,,,,,,,,640.5169820620004,640.5169820620004,640.5169820620004,640.5169820620004,642.0253288530002,642.0253288530002,642.0253288530002,642.0253288530002,642.0253288530002,642.0253288530002,642.0253288530002,642.0253288530002,switch,number,numSwt,f,0.6860677489994487,noRew,0,0,,0,642.7423670630005,644.2442318780004,,,,,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.975928421216494,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,0,49,0,,,,,,,,,,,,174,S,star,0.0009609890003048349,,,,,1,0,,,,,649.0160238589997,,,,,,,,,,,,,,,,,645.2290845690004,645.2290845690004,645.2290845690004,645.2290845690004,646.7301730090003,646.7301730090003,646.7301730090003,646.7301730090003,646.7301730090003,646.7301730090003,646.7301730090003,646.7301730090003,switch,letter,lettSwt,k,0.765617158999703,noRew,0,0,,0,647.5143504120006,649.0160238589997,,,,,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.975928421216494,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,0,50,0,,,,,,,,,,,,160,F,hexagon,0.0009054470001501613,,,,,1,0,,,,,653.6712878039998,,,,,,,,,,,,,,,,,650.000252328,650.000252328,650.000252328,650.000252328,651.5020397349999,651.5020397349999,651.5020397349999,651.5020397349999,651.5020397349999,651.5020397349999,651.5020397349999,651.5020397349999,repeat,letter,lettRpt,j,0.6421944950006946,noRew,0,0,,0,652.1696614379998,,,,,,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.975928421216494,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,0,51,0,,,,,,,,,,,,132,W,triangle,0.0013913540005887626,,,,,1,0,,,,,658.7599240689997,,,,,,,,,,,,,,,,,654.6490240069998,654.6490240069998,654.6490240069998,654.6490240069998,656.1574387259998,656.1574387259998,656.1574387259998,656.1574387259998,656.1574387259998,656.1574387259998,656.1574387259998,656.1574387259998,switch,number,numSwt,d,1.073696917000234,noRew,0,0,,0,657.2587415600001,,,,,,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.975928421216494,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,0,52,0,,,,,,,,,,,,125,H,hexagon,0.0012792719999197288,,,,,1,0,,,,,663.6159041569999,,,,,,,,,,,,,,,,,659.7377138370002,659.7377138370002,659.7377138370002,659.7377138370002,661.2461862780001,661.2461862780001,661.2461862780001,661.2461862780001,661.2461862780001,661.2461862780001,661.2461862780001,661.2461862780001,repeat,number,numRpt,d,0.8409299109998756,noRew,0,0,,0,662.1137053729999,,,,,,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.975928421216494,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,0,53,0,,,,,,,,,,,,181,S,star,0.002110155999616836,,,,,1,0,,,,,669.6390340460002,,,,,,,,,,,,,,,,,664.5938415820001,664.5938415820001,664.5938415820001,664.5938415820001,666.10154031,666.10154031,666.10154031,666.10154031,666.10154031,666.10154031,666.10154031,666.10154031,repeat,number,numRpt,f,2.0191789220007195,noRew,0,0,,0,668.137172449,,,,,,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.975928421216494,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,0,54,0,,,,,,,,,,,,132,D,star,0.0010990680002578301,,,,,1,0,,,,,675.061370157,,,,,,,,,,,,,,,,,670.6233573549998,670.6233573549998,670.6233573549998,670.6233573549998,672.124828647,672.124828647,672.124828647,672.124828647,672.124828647,672.124828647,672.124828647,672.124828647,repeat,number,numRpt,d,1.4109642970006462,noRew,0,0,,0,673.5594787370001,,,,,,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.975928421216494,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,0,55,0,,,,,,,,,,,,146,B,circle,0.001487435999479203,,,,,1,0,,,,,679.6833363750002,,,,,,,,,,,,,,,,,676.0390845110005,676.0390845110005,676.0390845110005,676.0390845110005,677.5474670169997,677.5474670169997,677.5474670169997,677.5474670169997,677.5474670169997,677.5474670169997,677.5474670169997,677.5474670169997,switch,letter,lettSwt,j,0.6038501940001879,noRew,0,0,,0,678.1817371859997,,,,,,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.975928421216494,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,0,56,0,,,,,,,,,,,,174,H,hexagon,0.0016218800001297495,,,,,1,0,,,,,684.5551406040004,,,,,,,,,,,,,,,,,680.6601135870005,680.6601135870005,680.6601135870005,680.6601135870005,682.1692684740001,682.1692684740001,682.1692684740001,682.1692684740001,682.1692684740001,682.1692684740001,682.1692684740001,682.1692684740001,switch,number,numSwt,f,0.854282547999901,noRew,0,0,,0,683.0536685400002,,,,,,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.975928421216494,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,0,57,0,,,,,,,,,,,,160,W,star,0.0012551870004244847,,,,,1,0,,,,,689.3437675900004,,,,,,,,,,,,,,,,,685.5329281120003,685.5329281120003,685.5329281120003,685.5329281120003,687.0413986660005,687.0413986660005,687.0413986660005,687.0413986660005,687.0413986660005,687.0413986660005,687.0413986660005,687.0413986660005,switch,letter,lettSwt,k,0.7827480219993959,noRew,0,0,,0,687.8421296409997,689.3437675900004,,,,,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.975928421216494,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,0,58,0,,,,,,,,,,,,181,Y,triangle,0.0009459739994781557,,,,,1,0,,,,,694.1658717119999,,,,,,,,,,,,,,,,,690.3219506730002,690.3219506730002,690.3219506730002,690.3219506730002,691.8298975970001,691.8298975970001,691.8298975970001,691.8298975970001,691.8298975970001,691.8298975970001,691.8298975970001,691.8298975970001,repeat,letter,lettRpt,k,0.8021001689994591,noRew,0,0,,0,692.6641679089998,,,,,,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.975928421216494,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,0,59,0,,,,,,,,,,,,167,S,hexagon,0.0018953409999085125,,,,,1,0,,,,,699.1880043040001,,,,,,,,,,,,,,,,,695.1437926460003,695.1437926460003,695.1437926460003,695.1437926460003,696.6521556590005,696.6521556590005,696.6521556590005,696.6521556590005,696.6521556590005,696.6521556590005,696.6521556590005,696.6521556590005,switch,number,numSwt,f,1.010896994000177,noRew,0,0,,0,697.6864149889998,,,,,,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.975928421216494,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,0,60,0,,,,,,,,,,,,125,U,triangle,0.001541304000056698,,,,,1,0,,,,,703.7431241820004,,,,,,,,,,,,,,,,,700.1667947530004,700.1667947530004,700.1667947530004,700.1667947530004,701.6740305590001,701.6740305590001,701.6740305590001,701.6740305590001,701.6740305590001,701.6740305590001,701.6740305590001,701.6740305590001,switch,letter,lettSwt,k,0.5421217549992434,noRew,0,0,,0,702.2413258020006,,,,,,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.975928421216494,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,0,61,0,,,,,,,,,,,,167,B,hexagon,0.0017375150000589201,,,,,1,0,,,,,708.4815682710005,,,,,,,,,,,,,,,,,704.7210790990002,704.7210790990002,704.7210790990002,704.7210790990002,706.2291036309998,706.2291036309998,706.2291036309998,706.2291036309998,706.2291036309998,706.2291036309998,706.2291036309998,706.2291036309998,switch,number,numSwt,f,0.7303299630002584,noRew,0,0,,0,706.9800597570002,,,,,,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.975928421216494,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,0,62,0,,,,,,,,,,,,146,Y,hexagon,0.0014666050001324038,,,,,1,0,,,,,713.3869412060003,,,,,,,,,,,,,,,,,709.4603684849999,709.4603684849999,709.4603684849999,709.4603684849999,710.9676730789997,710.9676730789997,710.9676730789997,710.9676730789997,710.9676730789997,710.9676730789997,710.9676730789997,710.9676730789997,switch,letter,lettSwt,k,0.8888497890002327,noRew,0,0,,0,711.8851562079999,,,,,,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.975928421216494,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,0,63,0,,,,,,,,,,,,181,F,triangle,0.0016724819997762097,,,,,1,0,,,,,718.8430014639998,,,,,,,,,,,,,,,,,714.3638982270004,714.3638982270004,714.3638982270004,714.3638982270004,715.8729794769997,715.8729794769997,715.8729794769997,715.8729794769997,715.8729794769997,715.8729794769997,715.8729794769997,715.8729794769997,repeat,letter,lettRpt,j,1.4469237070006784,noRew,0,0,,0,717.341355564,,,,,,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.975928421216494,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,160,F,hexagon,0.000849084000037692,,,,,1,0,,,,,747.0740122340003,,,,,,,,,,,,,,,,,743.1678181220004,743.1678181220004,743.1678181220004,743.1678181220004,744.6715571570003,744.6715571570003,744.6715571570003,744.6715571570003,744.6715571570003,744.6715571570003,744.6715571570003,744.6715571570003,switch,number,numSwt,f,0.8798339400000259,Hi,0,0,,0,,,space,5.996199012000034,low,745.5744029890002,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.975928421216494,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,167,S,circle,0.0014822540006207419,,,,,1,0,,,,,752.2801051910001,,,,,,,,,,,,,,,,,748.0516075570004,748.0516075570004,748.0516075570004,748.0516075570004,749.5602742390001,749.5602742390001,749.5602742390001,749.5602742390001,749.5602742390001,749.5602742390001,749.5602742390001,749.5602742390001,repeat,number,numRpt,f,1.20095586700063,Hi,0,0,,0,,,,,low,750.7780795240005,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.975928421216494,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,125,D,triangle,0.001388142999530828,,,,,1,0,,,,,756.9684457180001,,,,,,,,,,,,,,,,,753.2580192380001,753.2580192380001,753.2580192380001,753.2580192380001,754.7659471730003,754.7659471730003,754.7659471730003,754.7659471730003,754.7659471730003,754.7659471730003,754.7659471730003,754.7659471730003,repeat,number,numRpt,d,0.6817496650000976,Lo,1,1,,0,,,,,low,755.4668399729999,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.975928421216494,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,132,U,star,0.0011324919996695826,,,,,1,0,,,,,761.6402455690004,,,,,,,,,,,,,,,,,757.9538205670005,757.9538205670005,757.9538205670005,757.9538205670005,759.4543837319998,759.4543837319998,759.4543837319998,759.4543837319998,759.4543837319998,759.4543837319998,759.4543837319998,759.4543837319998,repeat,number,numRpt,d,0.6568687190001583,Lo,10,11,,0,,,,,low,760.1384248740005,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.975928421216494,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,139,H,circle,0.0014980789992478094,,,,,1,0,,,,,766.5122767109997,,,,,,,,,,,,,,,,,762.6179012310004,762.6179012310004,762.6179012310004,762.6179012310004,764.1266203180003,764.1266203180003,764.1266203180003,764.1266203180003,764.1266203180003,764.1266203180003,764.1266203180003,764.1266203180003,repeat,number,numRpt,d,0.8649790909994408,Hi,10,21,,0,,,,,low,765.0106881680003,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.975928421216494,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,5,0,5,0,,,,146,B,hexagon,0.0011216540005989373,,,,,1,0,,,,,771.0003956010005,,,,,,,,,,,,,,,,,767.4907026410001,767.4907026410001,767.4907026410001,767.4907026410001,768.9982103430002,768.9982103430002,768.9982103430002,768.9982103430002,768.9982103430002,768.9982103430002,768.9982103430002,768.9982103430002,switch,letter,lettSwt,j,0.4812466459998177,Hi,10,31,,0,,,,,low,769.498735739,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.975928421216494,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,6,0,6,0,,,,181,Y,star,0.0012965350006197696,,,,,1,0,,,,,775.739005683,,,,,,,,,,,,,,,,,771.9783704030006,771.9783704030006,771.9783704030006,771.9783704030006,773.4864733690001,773.4864733690001,773.4864733690001,773.4864733690001,773.4864733690001,773.4864733690001,773.4864733690001,773.4864733690001,switch,number,numSwt,f,0.7286410010001418,Lo,1,32,,0,,,,,low,774.2374303739998,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.975928421216494,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,7,0,7,0,,,,174,W,triangle,0.001578374999553489,,,,,1,0,,,,,780.5777983930002,,,,,,,,,,,,,,,,,776.716805301,776.716805301,776.716805301,776.716805301,778.2253413589997,778.2253413589997,778.2253413589997,778.2253413589997,778.2253413589997,778.2253413589997,778.2253413589997,778.2253413589997,repeat,number,numRpt,f,0.8307778090002103,Lo,1,33,,0,,,,,low,779.0761347389998,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.975928421216494,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,8,0,8,0,,,,160,F,hexagon,0.001332171000285598,,,,,1,0,,,,,785.199592248,,,,,,,,,,,,,,,,,781.5557863630002,781.5557863630002,781.5557863630002,781.5557863630002,783.0638516730005,783.0638516730005,783.0638516730005,783.0638516730005,783.0638516730005,783.0638516730005,783.0638516730005,783.0638516730005,repeat,number,numRpt,f,0.607325638000475,Hi,1,34,,0,,,,,low,783.6979208800003,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.975928421216494,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,9,0,9,0,,,,167,S,star,0.0016601290008111391,,,,,1,0,,,,,789.8546111140004,,,,,,,,,,,,,,,,,786.1776612510002,786.1776612510002,786.1776612510002,786.1776612510002,787.6855938690005,787.6855938690005,787.6855938690005,787.6855938690005,787.6855938690005,787.6855938690005,787.6855938690005,787.6855938690005,repeat,number,numRpt,f,0.6418515220002519,Lo,1,35,,0,,,,,low,788.353097526,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.975928421216494,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,10,0,10,0,,,,125,D,circle,0.0016722099999242346,,,,,1,0,,,,,794.4262886280003,,,,,,,,,,,,,,,,,790.8336813590004,790.8336813590004,790.8336813590004,790.8336813590004,792.3406557999997,792.3406557999997,792.3406557999997,792.3406557999997,792.3406557999997,792.3406557999997,792.3406557999997,792.3406557999997,switch,letter,lettSwt,j,0.5556685719993766,Hi,10,45,,0,,,,,low,792.9246773390005,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.975928421216494,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,11,0,11,0,,,,132,U,triangle,0.0015125750005609007,,,,,1,0,,,,,799.5487686030001,,,,,,,,,,,,,,,,,795.4040885080003,795.4040885080003,795.4040885080003,795.4040885080003,796.9123145829999,796.9123145829999,796.9123145829999,796.9123145829999,796.9123145829999,796.9123145829999,796.9123145829999,796.9123145829999,switch,number,numSwt,d,1.111599230000138,Lo,1,46,,0,,,,,low,798.0469139590004,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.975928421216494,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,12,0,12,0,,,,139,H,triangle,0.0016205950005314662,,,,,1,0,,,,,804.5541322489998,,,,,,,,,,,,,,,,,800.5263299150001,800.5263299150001,800.5263299150001,800.5263299150001,802.0346602099999,802.0346602099999,802.0346602099999,802.0346602099999,802.0346602099999,802.0346602099999,802.0346602099999,802.0346602099999,switch,letter,lettSwt,j,0.9894428329998846,Lo,1,47,,0,,,,,low,803.052466399,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.975928421216494,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,13,0,13,0,,,,146,B,hexagon,0.0015683760002502822,,,,,0,0,,,,,809.3760725299999,,,,,,,,,,,,,,,,,805.5318878030002,805.5318878030002,805.5318878030002,805.5318878030002,807.0403236860002,807.0403236860002,807.0403236860002,807.0403236860002,807.0403236860002,807.0403236860002,807.0403236860002,807.0403236860002,switch,number,NA,f,0.8076225100003285,Lo,0,47,,0,,,,,low,807.874382985,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.975928421216494,
