training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task2_prac_redo.thisRepN,task2_prac_redo.thisTrialN,task2_prac_redo.thisN,task2_prac_redo.thisIndex,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,vts_prac_redo.thisRepN,vts_prac_redo.thisTrialN,vts_prac_redo.thisN,vts_prac_redo.thisIndex,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,acc,E1,target_resp_prac1.keys,target_resp_prac1.rt,pracBlock,prac_fback_text.started,fix.started,top_target_prac1.stopped,tgt_fix_prac1.stopped,bott_target_prac1.stopped,target_resp_prac1.stopped,prac_fback_text.stopped,fix.stopped,tgt_fix_prac2.started,top_target_prac2.started,bott_target_prac2.started,target_resp_prac2.started,target_resp_prac2.keys,target_resp_prac2.rt,top_target_prac2.stopped,tgt_fix_prac2.stopped,bott_target_prac2.stopped,target_resp_prac2.stopped,star.started,hegagon.started,triangle.started,circle.started,star.stopped,hegagon.stopped,triangle.stopped,circle.stopped,top_target.started,tgt_fix.started,bot_target.started,target_resp.started,alt,task,condition,target_resp.keys,target_resp.rt,rewCond,points_trial,points_cumul,vts_fback.started,blockNum,norew_fback.started,norew_fback.stopped,key_resp_2.keys,key_resp_2.rt,rewExpectancy,feedbk_text.started,feedbk_text.stopped,text_3.started,text_3.stopped,button.started,debrief.index,debrief.itemText,debrief.type,debrief.granularity,debrief.font,debrief.markerColor,debrief.response,debrief.rt,button.numClicks,button.timesOn,button.timesOff,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,6,0,6,0,,,,146,S,hexagon,0.001979945000130101,,,,,1,0,,,,,1110.80881597,,,,,,,,,,,,,,,,,1106.797779181,1106.797779181,1106.797779181,1106.797779181,1108.3058495269997,1108.3058495269997,1108.3058495269997,1108.3058495269997,1108.3058495269997,1108.3058495269997,1108.3058495269997,1108.3058495269997,repeat,number,numRpt,d,0.9729849249997642,Hi,0,191,,2,,,,,low,1109.3072525810003,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.975928421216494,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,7,0,7,0,,,,181,B,triangle,0.0014255730002332712,,,,,1,0,,,,,1115.4637995869998,,,,,,,,,,,,,,,,,1111.7861523430001,1111.7861523430001,1111.7861523430001,1111.7861523430001,1113.2948895280006,1113.2948895280006,1113.2948895280006,1113.2948895280006,1113.2948895280006,1113.2948895280006,1113.2948895280006,1113.2948895280006,repeat,number,numRpt,f,0.6401823600008356,Lo,10,201,,2,,,,,low,1113.9622697860004,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.975928421216494,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,8,0,8,0,,,,160,F,circle,0.0014555609996023122,,,,,1,0,,,,,1120.135753527,,,,,,,,,,,,,,,,,1116.4425361820004,1116.4425361820004,1116.4425361820004,1116.4425361820004,1117.9499319300003,1117.9499319300003,1117.9499319300003,1117.9499319300003,1117.9499319300003,1117.9499319300003,1117.9499319300003,1117.9499319300003,repeat,number,numRpt,f,0.6673954509997202,Hi,1,202,,2,,,,,low,1118.634280923,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.975928421216494,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,9,0,9,0,,,,167,Y,star,0.0009722419999889098,,,,,1,0,,,,,1124.6572758749999,,,,,,,,,,,,,,,,,1121.1135264080003,1121.1135264080003,1121.1135264080003,1121.1135264080003,1122.6219777100005,1122.6219777100005,1122.6219777100005,1122.6219777100005,1122.6219777100005,1122.6219777100005,1122.6219777100005,1122.6219777100005,repeat,number,numRpt,f,0.5052326980003272,Lo,10,212,,2,,,,,low,1123.155982624,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.975928421216494,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,10,0,10,0,,,,174,D,hexagon,0.0016038329995353706,,,,,1,0,,,,,1129.162318564,,,,,,,,,,,,,,,,,1125.6348778410002,1125.6348778410002,1125.6348778410002,1125.6348778410002,1127.1433446130004,1127.1433446130004,1127.1433446130004,1127.1433446130004,1127.1433446130004,1127.1433446130004,1127.1433446130004,1127.1433446130004,repeat,number,numRpt,f,0.49627269500069815,Hi,10,222,,2,,,,,low,1127.6606153270004,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.975928421216494,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,11,0,11,0,,,,125,U,triangle,0.0018051990000458318,,,,,1,0,,,,,1133.8341752180004,,,,,,,,,,,,,,,,,1130.140050567,1130.140050567,1130.140050567,1130.140050567,1131.6485772229998,1131.6485772229998,1131.6485772229998,1131.6485772229998,1131.6485772229998,1131.6485772229998,1131.6485772229998,1131.6485772229998,repeat,number,numRpt,d,0.6559165890002987,Lo,1,223,,2,,,,,low,1132.332469217,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.975928421216494,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,12,0,12,0,,,,132,W,star,0.0020351900002424372,,,,,1,0,,,,,1138.389079572,,,,,,,,,,,,,,,,,1134.8118709,1134.8118709,1134.8118709,1134.8118709,1136.320124549,1136.320124549,1136.320124549,1136.320124549,1136.320124549,1136.320124549,1136.320124549,1136.320124549,repeat,number,numRpt,d,0.5437030880002567,Lo,10,233,,2,,,,,low,1136.8877136359997,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.975928421216494,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,13,0,13,0,,,,139,H,circle,0.0017172040006698808,,,,,1,0,,,,,1143.0778048290003,,,,,,,,,,,,,,,,,1139.3669839060003,1139.3669839060003,1139.3669839060003,1139.3669839060003,1140.8753082909998,1140.8753082909998,1140.8753082909998,1140.8753082909998,1140.8753082909998,1140.8753082909998,1140.8753082909998,1140.8753082909998,repeat,number,numRpt,d,0.6686458789999961,Hi,1,234,,2,,,,,low,1141.5759910060005,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.975928421216494,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,14,0,14,0,,,,146,S,hexagon,0.0016162680003617425,,,,,1,0,,,,,1147.8162672440003,,,,,,,,,,,,,,,,,1144.0561634510004,1144.0561634510004,1144.0561634510004,1144.0561634510004,1145.5638534239997,1145.5638534239997,1145.5638534239997,1145.5638534239997,1145.5638534239997,1145.5638534239997,1145.5638534239997,1145.5638534239997,switch,letter,lettSwt,k,0.7241268099996887,Hi,1,235,,2,,,,,low,1146.314833497,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.975928421216494,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,15,0,15,0,,,,181,B,triangle,0.001778998000190768,,,,,1,0,,,,,1152.304527243,,,,,,,,,,,,,,,,,1148.7940016580005,1148.7940016580005,1148.7940016580005,1148.7940016580005,1150.302242715,1150.302242715,1150.302242715,1150.302242715,1150.302242715,1150.302242715,1150.302242715,1150.302242715,repeat,letter,lettRpt,j,0.4812026899999182,Lo,10,245,,2,,,,,low,1150.8029787289997,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.975928421216494,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,16,0,16,0,,,,132,U,circle,0.0014052170008653775,,,,,1,0,,,,,1157.109663958,,,,,,,,,,,,,,,,,1153.2811282920002,1153.2811282920002,1153.2811282920002,1153.2811282920002,1154.7907246089999,1154.7907246089999,1154.7907246089999,1154.7907246089999,1154.7907246089999,1154.7907246089999,1154.7907246089999,1154.7907246089999,repeat,letter,lettRpt,k,0.7849967610000022,Hi,10,255,,2,,,,,low,1155.607974005,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.975928421216494,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,17,0,17,0,,,,139,W,hexagon,0.0013726910001423676,,,,,1,0,,,,,1161.8483898570003,,,,,,,,,,,,,,,,,1158.086868536,1158.086868536,1158.086868536,1158.086868536,1159.5959621849997,1159.5959621849997,1159.5959621849997,1159.5959621849997,1159.5959621849997,1159.5959621849997,1159.5959621849997,1159.5959621849997,repeat,letter,lettRpt,k,0.7322635979999177,Hi,1,256,,2,,,,,low,1160.3468798989998,1161.8483898570003,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.975928421216494,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,18,0,18,0,,,,160,F,triangle,0.0005702389998987201,,,,,1,0,,,,,1166.6537707930001,,,,,,,,,,,,,,,,,1162.8338500609998,1162.8338500609998,1162.8338500609998,1162.8338500609998,1164.3344119310004,1164.3344119310004,1164.3344119310004,1164.3344119310004,1164.3344119310004,1164.3344119310004,1164.3344119310004,1164.3344119310004,repeat,letter,lettRpt,j,0.7852841289995922,Lo,1,257,,2,,,,,low,1165.1519238890005,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.975928421216494,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,19,0,19,0,,,,174,D,star,0.0015095449998625554,,,,,1,0,,,,,1171.3255162670002,,,,,,,,,,,,,,,,,1167.630832035,1167.630832035,1167.630832035,1167.630832035,1169.1398845949998,1169.1398845949998,1169.1398845949998,1169.1398845949998,1169.1398845949998,1169.1398845949998,1169.1398845949998,1169.1398845949998,repeat,letter,lettRpt,j,0.6515127989996472,Lo,1,258,,2,,,,,low,1169.823980786,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.975928421216494,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,20,0,20,0,,,,125,H,circle,0.0013520129996322794,,,,,1,0,,,,,1176.014209692,,,,,,,,,,,,,,,,,1172.3034890959998,1172.3034890959998,1172.3034890959998,1172.3034890959998,1173.811680588,1173.811680588,1173.811680588,1173.811680588,1173.811680588,1173.811680588,1173.811680588,1173.811680588,repeat,letter,lettRpt,j,0.6685173960004249,Hi,10,268,,2,,,,,low,1174.512335126,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.975928421216494,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,21,0,21,0,,,,181,B,triangle,0.0014853960001346422,,,,,1,0,,,,,1181.3198963720006,,,,,,,,,,,,,,,,,1176.9918084769997,1176.9918084769997,1176.9918084769997,1176.9918084769997,1178.500642037,1178.500642037,1178.500642037,1178.500642037,1178.500642037,1178.500642037,1178.500642037,1178.500642037,repeat,letter,lettRpt,j,1.2903793060004318,Lo,1,269,,2,,,,,low,1179.818286314,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.975928421216494,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,22,0,22,0,,,,146,S,hexagon,0.0016517750000275555,,,,,1,0,,,,,1186.1584050050005,,,,,,,,,,,,,,,,,1182.2976908480005,1182.2976908480005,1182.2976908480005,1182.2976908480005,1183.8060229990006,1183.8060229990006,1183.8060229990006,1183.8060229990006,1183.8060229990006,1183.8060229990006,1183.8060229990006,1183.8060229990006,repeat,letter,lettRpt,k,0.8183959400003005,Hi,10,279,,2,,,,,low,1184.6567424720006,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.975928421216494,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,23,0,23,0,,,,167,Y,star,0.0014630659998147166,,,,,1,0,,,,,1190.9806207090005,,,,,,,,,,,,,,,,,1187.1366238210003,1187.1366238210003,1187.1366238210003,1187.1366238210003,1188.6445993730003,1188.6445993730003,1188.6445993730003,1188.6445993730003,1188.6445993730003,1188.6445993730003,1188.6445993730003,1188.6445993730003,repeat,letter,lettRpt,k,0.8023046460002661,Lo,1,280,,2,,,,,low,1189.4787954900003,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.975928421216494,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,24,0,24,0,,,,139,D,star,0.0016017770003600162,,,,,1,0,,,,,1195.5855109390004,,,,,,,,,,,,,,,,,1191.9579591950005,1191.9579591950005,1191.9579591950005,1191.9579591950005,1193.4664539570003,1193.4664539570003,1193.4664539570003,1193.4664539570003,1193.4664539570003,1193.4664539570003,1193.4664539570003,1193.4664539570003,repeat,letter,lettRpt,j,0.5903585819996806,Lo,10,290,,2,,,,,low,1194.0838375559997,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.975928421216494,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,25,0,25,0,,,,160,S,triangle,0.0016032100002121297,,,,,0,0,,,,,1200.5078786960003,,,,,,,,,,,,,,,,,1196.563468192,1196.563468192,1196.563468192,1196.563468192,1198.0715850380002,1198.0715850380002,1198.0715850380002,1198.0715850380002,1198.0715850380002,1198.0715850380002,1198.0715850380002,1198.0715850380002,repeat,letter,NA,j,0.9121839039999031,Lo,0,290,,2,,,,,low,1199.006035972,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.975928421216494,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,26,0,26,0,,,,132,Y,hexagon,0.001780909000444808,,,,,1,1,,,,,1205.4798273750002,,,,,,,,,,,,,,,,,1201.4855649050005,1201.4855649050005,1201.4855649050005,1201.4855649050005,1202.9939295949998,1202.9939295949998,1202.9939295949998,1202.9939295949998,1202.9939295949998,1202.9939295949998,1202.9939295949998,1202.9939295949998,repeat,letter,lettRpt,k,0.9577386370001477,Hi,0,290,,2,,,,,low,1203.978231831,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.975928421216494,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,27,0,27,0,,,,146,B,circle,0.0017626649996600463,,,,,1,0,,,,,1210.1182612350003,,,,,,,,,,,,,,,,,1206.457608312,1206.457608312,1206.457608312,1206.457608312,1207.965813889,1207.965813889,1207.965813889,1207.965813889,1207.965813889,1207.965813889,1207.965813889,1207.965813889,repeat,letter,lettRpt,j,0.6258442250000371,Hi,10,300,,2,,,,,low,1208.616806086,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.975928421216494,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,28,0,28,0,,,,181,U,triangle,0.0016325070000675623,,,,,1,0,,,,,1214.95689734,,,,,,,,,,,,,,,,,1211.0958348989998,1211.0958348989998,1211.0958348989998,1211.0958348989998,1212.6042934710003,1212.6042934710003,1212.6042934710003,1212.6042934710003,1212.6042934710003,1212.6042934710003,1212.6042934710003,1212.6042934710003,switch,number,numSwt,f,0.8269631560006019,Lo,1,301,,2,,,,,low,1213.4552111900002,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.975928421216494,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,29,0,29,0,,,,167,F,circle,0.0015940389994284487,,,,,1,0,,,,,1219.67874743,,,,,,,,,,,,,,,,,1215.9348013589997,1215.9348013589997,1215.9348013589997,1215.9348013589997,1217.4431748480001,1217.4431748480001,1217.4431748480001,1217.4431748480001,1217.4431748480001,1217.4431748480001,1217.4431748480001,1217.4431748480001,repeat,number,numRpt,f,0.7016873260008651,Hi,1,302,,2,,,,,low,1218.1771165930004,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.975928421216494,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,30,0,30,0,,,,125,W,hexagon,0.0015596240000377293,,,,,1,0,,,,,1224.3339414470001,,,,,,,,,,,,,,,,,1220.655551973,1220.655551973,1220.655551973,1220.655551973,1222.1649114580005,1222.1649114580005,1222.1649114580005,1222.1649114580005,1222.1649114580005,1222.1649114580005,1222.1649114580005,1222.1649114580005,repeat,number,numRpt,d,0.6350941450000391,Hi,10,312,,2,,,,,low,1222.8323548850003,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.975928421216494,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,31,0,31,0,,,,174,H,star,0.001647598000090511,,,,,1,0,,,,,1229.0228170910004,,,,,,,,,,,,,,,,,1225.3117383500003,1225.3117383500003,1225.3117383500003,1225.3117383500003,1226.8201375119997,1226.8201375119997,1226.8201375119997,1226.8201375119997,1226.8201375119997,1226.8201375119997,1226.8201375119997,1226.8201375119997,repeat,number,numRpt,f,0.6681503299996621,Lo,1,313,,2,,,,,low,1227.520910696,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.975928421216494,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,0,0,0,0,,,,160,H,star,0.0017570529998920392,,,,,1,0,,,,,1239.8846167849997,,,,,,,,,,,,,,,,,1236.0569266849998,1236.0569266849998,1236.0569266849998,1236.0569266849998,1237.565220169,1237.565220169,1237.565220169,1237.565220169,1237.565220169,1237.565220169,1237.565220169,1237.565220169,repeat,number,numRpt,f,0.7855397860002995,Lo,10,323,,3,,,space,1.7357607379999536,low,1238.3829887450001,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.975928421216494,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,1,0,1,0,,,,146,F,triangle,0.0014545509993695305,,,,,1,0,,,,,1244.539643747,,,,,,,,,,,,,,,,,1240.8619128540004,1240.8619128540004,1240.8619128540004,1240.8619128540004,1242.3694220520001,1242.3694220520001,1242.3694220520001,1242.3694220520001,1242.3694220520001,1242.3694220520001,1242.3694220520001,1242.3694220520001,repeat,number,numRpt,d,0.6457263510001212,Lo,1,324,,3,,,,,low,1243.0382436600003,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.975928421216494,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,2,0,2,0,,,,181,Y,hexagon,0.0015148250004131114,,,,,1,0,,,,,1249.128015233,,,,,,,,,,,,,,,,,1245.5164456499997,1245.5164456499997,1245.5164456499997,1245.5164456499997,1247.0258546880004,1247.0258546880004,1247.0258546880004,1247.0258546880004,1247.0258546880004,1247.0258546880004,1247.0258546880004,1247.0258546880004,repeat,number,numRpt,f,0.58203052799945,Hi,1,325,,3,,,,,low,1247.6263095550003,1249.128015233,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.975928421216494,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,3,0,3,0,,,,125,D,circle,0.0008622730001661694,,,,,1,0,,,,,1254.4505218610002,,,,,,,,,,,,,,,,,1250.1134900220004,1250.1134900220004,1250.1134900220004,1250.1134900220004,1251.6139816260002,1251.6139816260002,1251.6139816260002,1251.6139816260002,1251.6139816260002,1251.6139816260002,1251.6139816260002,1251.6139816260002,repeat,number,numRpt,d,1.3063982149997173,Hi,0,325,,3,,,,,low,1252.9489252430003,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.975928421216494,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,4,0,4,0,,,,139,B,hexagon,0.0015908959994703764,,,,,1,0,,,,,1259.122480076,,,,,,,,,,,,,,,,,1255.428519395,1255.428519395,1255.428519395,1255.428519395,1256.9369526500004,1256.9369526500004,1256.9369526500004,1256.9369526500004,1256.9369526500004,1256.9369526500004,1256.9369526500004,1256.9369526500004,repeat,number,numRpt,d,0.6628317819995573,Hi,0,325,,3,,,,,low,1257.620798158,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.975928421216494,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,5,0,5,0,,,,167,W,star,0.0012656449998758035,,,,,1,0,,,,,1263.7943401660004,,,,,,,,,,,,,,,,,1260.1007194109998,1260.1007194109998,1260.1007194109998,1260.1007194109998,1261.608466089,1261.608466089,1261.608466089,1261.608466089,1261.608466089,1261.608466089,1261.608466089,1261.608466089,repeat,number,numRpt,f,0.6628975959993113,Lo,1,326,,3,,,,,low,1262.2926229169998,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.975928421216494,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,6,0,6,0,,,,174,U,triangle,0.0014941740000722348,,,,,1,0,,,,,1268.4658107630003,,,,,,,,,,,,,,,,,1264.7718966000002,1264.7718966000002,1264.7718966000002,1264.7718966000002,1266.2803965860003,1266.2803965860003,1266.2803965860003,1266.2803965860003,1266.2803965860003,1266.2803965860003,1266.2803965860003,1266.2803965860003,repeat,number,numRpt,f,0.6630313280002156,Lo,1,327,,3,,,,,low,1266.964267851,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.975928421216494,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,7,0,7,0,,,,132,S,circle,0.0014737030005562701,,,,,1,0,,,,,1273.221166497,,,,,,,,,,,,,,,,,1269.444617778,1269.444617778,1269.444617778,1269.444617778,1270.9521382820003,1270.9521382820003,1270.9521382820003,1270.9521382820003,1270.9521382820003,1270.9521382820003,1270.9521382820003,1270.9521382820003,repeat,number,numRpt,d,0.7351983420003307,Hi,0,327,,3,,,,,low,1271.7194698519997,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.975928421216494,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,8,0,8,0,,,,160,H,star,0.001690959999905317,,,,,1,0,,,,,1278.0097787510003,,,,,,,,,,,,,,,,,1274.1988482770003,1274.1988482770003,1274.1988482770003,1274.1988482770003,1275.7072477110005,1275.7072477110005,1275.7072477110005,1275.7072477110005,1275.7072477110005,1275.7072477110005,1275.7072477110005,1275.7072477110005,repeat,number,numRpt,f,0.7808481290003328,Lo,10,337,,3,,,,,low,1276.5084411220005,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.975928421216494,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,9,0,9,0,,,,146,F,triangle,0.0014904830004525138,,,,,1,0,,,,,1282.7982848840002,,,,,,,,,,,,,,,,,1278.9884906550005,1278.9884906550005,1278.9884906550005,1278.9884906550005,1280.4957033660003,1280.4957033660003,1280.4957033660003,1280.4957033660003,1280.4957033660003,1280.4957033660003,1280.4957033660003,1280.4957033660003,repeat,number,numRpt,d,0.7848089990002336,Lo,1,338,,3,,,,,low,1281.2967404830006,1282.7982848840002,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.975928421216494,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,10,0,10,0,,,,181,Y,circle,0.000937738000175159,,,,,1,0,,,,,1287.5539024400005,,,,,,,,,,,,,,,,,1283.7836595200006,1283.7836595200006,1283.7836595200006,1283.7836595200006,1285.2845164299997,1285.2845164299997,1285.2845164299997,1285.2845164299997,1285.2845164299997,1285.2845164299997,1285.2845164299997,1285.2845164299997,repeat,number,numRpt,f,0.7474780440006725,Hi,0,338,,3,,,,,low,1286.0520128340004,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.975928421216494,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,11,0,11,0,,,,125,D,hexagon,0.0014529730005961028,,,,,1,0,,,,,1292.1254972120005,,,,,,,,,,,,,,,,,1288.5307473490002,1288.5307473490002,1288.5307473490002,1288.5307473490002,1290.0395579830001,1290.0395579830001,1290.0395579830001,1290.0395579830001,1290.0395579830001,1290.0395579830001,1290.0395579830001,1290.0395579830001,switch,letter,lettSwt,j,0.5605559120003818,Hi,10,348,,3,,,,,low,1290.6236853700002,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.975928421216494,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,12,0,12,0,,,,139,B,star,0.0016355139996448997,,,,,1,0,,,,,1296.5636718670003,,,,,,,,,,,,,,,,,1293.103027991,1293.103027991,1293.103027991,1293.103027991,1294.6114298230004,1294.6114298230004,1294.6114298230004,1294.6114298230004,1294.6114298230004,1294.6114298230004,1294.6114298230004,1294.6114298230004,repeat,letter,lettRpt,j,0.42847733199960203,Lo,10,358,,3,,,,,low,1295.0619801190005,,,,,,,,,,,,,,,,39022,2022-10-25_10h28.10.269,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.975928421216494,
