LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,fix.started,training_feedback_txt.stopped,fix.stopped,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,top_target_prac1.stopped,bott_target_prac1.stopped,target_resp_prac1.stopped,acc,E1,target_resp_prac1.keys,pracBlock,prac_fback_text.started,target_resp_prac1.rt,prac_fback_text.stopped,participant,date,expName,psychopyVersion,frameRate,
0,0,1,0,0,0,0,1,hexagon,star,0,0,0,0,2,0,24,8,,,,,,,,,,,,158.48486184200738,158.48486184200738,158.48486184200738,158.48486184200738,158.48486184200738,158.48486184200738,158.48486184200738,158.48486184200738,158.48486184200738,158.48486184200738,a,0.729112341068685,1,160,0,159.23817576491274,160.7378670409089,160.7378670409089,161.23772101395298,,,,,,,,,,,,,,,,,,,58294,2022-11-08_10h17.39.240,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.147013149159356,
0,0,1,0,0,1,0,0,hexagon,circle,0,0,0,0,2,1,25,7,,,,,,,,,,,,161.23772101395298,161.23772101395298,161.23772101395298,161.23772101395298,161.23772101395298,161.23772101395298,161.23772101395298,161.23772101395298,161.23772101395298,161.23772101395298,l,0.8669633759418502,10,170,0,162.1382503499044,163.63868338090833,163.63868338090833,,,,,,,,,,,,,,,,,,,,58294,2022-11-08_10h17.39.240,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.147013149159356,
0,0,1,0,1,0,0,0,hexagon,triangle,0,0,0,0,2,2,26,6,,,,,,,,,,,,164.14067287393846,164.14067287393846,164.14067287393846,164.14067287393846,164.14067287393846,164.14067287393846,164.14067287393846,164.14067287393846,164.14067287393846,164.14067287393846,a,0.7540207129204646,1,171,0,164.92474095791113,166.4248252939433,166.4248252939433,166.9248842789093,,,,,,,,,,,,,,,,,,,58294,2022-11-08_10h17.39.240,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.147013149159356,
1,0,0,0,0,0,1,0,triangle,hexagon,0,0,0,0,2,3,27,1,,,,,,,,,,,,166.9248842789093,166.9248842789093,166.9248842789093,166.9248842789093,166.9248842789093,166.9248842789093,166.9248842789093,166.9248842789093,166.9248842789093,166.9248842789093,a,0.5687138519715518,10,181,0,167.52520280797035,169.02738171594683,,,,,,,,,,,,,,,,,,,,,58294,2022-11-08_10h17.39.240,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.147013149159356,
0,1,0,0,1,0,0,0,circle,triangle,0,0,0,0,2,4,28,3,,,,,,,,,,,,169.5277330999961,169.5277330999961,169.5277330999961,169.5277330999961,169.5277330999961,169.5277330999961,169.5277330999961,169.5277330999961,169.5277330999961,169.5277330999961,a,0.8580950920004398,1,182,0,170.41229985491373,171.91176546900533,171.91176546900533,172.41195094794966,,,,,,,,,,,,,,,,,,,58294,2022-11-08_10h17.39.240,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.147013149159356,
0,1,0,0,0,0,0,1,circle,star,0,0,0,0,2,5,29,5,,,,,,,,,,,,172.41195094794966,172.41195094794966,172.41195094794966,172.41195094794966,172.41195094794966,172.41195094794966,172.41195094794966,172.41195094794966,172.41195094794966,172.41195094794966,a,0.4821970670018345,1,183,0,172.9120615440188,174.41433369601145,,,,,,,,,,,,,,,,,,,,,58294,2022-11-08_10h17.39.240,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.147013149159356,
1,0,0,0,0,1,0,0,triangle,circle,0,0,0,0,2,6,30,0,,,,,,,,,,,,174.91448297491297,174.91448297491297,174.91448297491297,174.91448297491297,174.91448297491297,174.91448297491297,174.91448297491297,174.91448297491297,174.91448297491297,174.91448297491297,l,0.4208016199991107,1,184,0,175.36484376399312,176.8653906439431,176.8653906439431,177.3655699439114,,,,,,,,,,,,,,,,,,,58294,2022-11-08_10h17.39.240,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.147013149159356,
0,0,0,1,0,1,0,0,star ,circle,0,0,0,0,2,7,31,10,,,,,,,,,,,,177.3655699439114,177.3655699439114,177.3655699439114,177.3655699439114,177.3655699439114,177.3655699439114,177.3655699439114,177.3655699439114,177.3655699439114,177.3655699439114,l,0.4794391590403393,10,194,0,177.8671465839725,179.3680617309874,,,,,,,,,,,,,,,,,,,,,58294,2022-11-08_10h17.39.240,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.147013149159356,
0,1,0,0,0,0,1,0,circle,hexagon,0,0,0,0,2,8,32,4,,,,,,,,,,,,179.8683306069579,179.8683306069579,179.8683306069579,179.8683306069579,179.8683306069579,179.8683306069579,179.8683306069579,179.8683306069579,179.8683306069579,179.8683306069579,a,0.7332022610353306,1,195,0,180.61975714296568,182.11904942791443,182.11904942791443,182.6191023410065,,,,,,,,,,,,,,,,,,,58294,2022-11-08_10h17.39.240,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.147013149159356,
1,0,0,0,0,0,0,1,triangle,star,0,0,0,0,2,9,33,2,,,,,,,,,,,,182.6191023410065,182.6191023410065,182.6191023410065,182.6191023410065,182.6191023410065,182.6191023410065,182.6191023410065,182.6191023410065,182.6191023410065,182.6191023410065,a,1.6836356460116804,1,196,0,184.32180912792683,185.822379471967,185.822379471967,,,,,,,,,,,,,,,,,,,,58294,2022-11-08_10h17.39.240,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.147013149159356,
0,0,0,1,0,0,1,0,star,hexagon,0,0,0,0,2,10,34,11,,,,,,,,,,,,186.322548251017,186.322548251017,186.322548251017,186.322548251017,186.322548251017,186.322548251017,186.322548251017,186.322548251017,186.322548251017,186.322548251017,l,0.5680429160129279,1,197,0,186.92260118294507,188.42333920800593,188.42333920800593,,,,,,,,,,,,,,,,,,,,58294,2022-11-08_10h17.39.240,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.147013149159356,
0,0,0,1,1,0,0,0,star,triangle,0,0,0,0,2,11,35,9,,,,,,,,,,,,188.92512460099533,188.92512460099533,188.92512460099533,188.92512460099533,188.92512460099533,188.92512460099533,188.92512460099533,188.92512460099533,188.92512460099533,188.92512460099533,a,0.9234724859707057,1,198,0,189.87548517994583,191.37622895697132,191.37622895697132,,,,,,,,,,,,,,,,,,,,58294,2022-11-08_10h17.39.240,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.147013149159356,
0,0,0,1,1,0,0,0,star,triangle,0,0,0,0,3,0,36,9,,,,,,,,,,,,191.87613074399997,191.87613074399997,191.87613074399997,191.87613074399997,191.87613074399997,191.87613074399997,191.87613074399997,191.87613074399997,191.87613074399997,191.87613074399997,l,0.8196222028927878,1,199,0,192.7266066179145,194.22878931590822,,,,,,,,,,,,,,,,,,,,,58294,2022-11-08_10h17.39.240,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.147013149159356,
1,0,0,0,0,1,0,0,triangle,circle,0,0,0,0,3,1,37,0,,,,,,,,,,,,194.7291267149849,194.7291267149849,194.7291267149849,194.7291267149849,194.7291267149849,194.7291267149849,194.7291267149849,194.7291267149849,194.7291267149849,194.7291267149849,l,0.6668914570473135,1,200,0,195.41302313597407,196.9135442059487,196.9135442059487,197.41353550599888,,,,,,,,,,,,,,,,,,,58294,2022-11-08_10h17.39.240,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.147013149159356,
0,0,1,0,0,1,0,0,hexagon,circle,0,0,0,0,3,2,38,7,,,,,,,,,,,,197.41353550599888,197.41353550599888,197.41353550599888,197.41353550599888,197.41353550599888,197.41353550599888,197.41353550599888,197.41353550599888,197.41353550599888,197.41353550599888,l,0.49130666395649314,1,201,0,197.93033842090517,199.4326975439908,,,,,,,,,,,,,,,,,,,,,58294,2022-11-08_10h17.39.240,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.147013149159356,
0,1,0,0,1,0,0,0,circle,triangle,0,0,0,0,3,3,39,3,,,,,,,,,,,,199.9329504359048,199.9329504359048,199.9329504359048,199.9329504359048,199.9329504359048,199.9329504359048,199.9329504359048,199.9329504359048,199.9329504359048,199.9329504359048,a,0.5812126620439813,1,202,0,200.53319897991605,202.03357147693168,202.03357147693168,,,,,,,,,,,,,,,,,,,,58294,2022-11-08_10h17.39.240,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.147013149159356,
0,1,0,0,0,0,0,1,circle,star,0,0,0,0,3,4,40,5,,,,,,,,,,,,202.53381330892444,202.53381330892444,202.53381330892444,202.53381330892444,202.53381330892444,202.53381330892444,202.53381330892444,202.53381330892444,202.53381330892444,202.53381330892444,l,0.7929408740019426,10,212,0,203.35170565894805,204.85334039700683,,,,,,,,,,,,,,,,,,,,,58294,2022-11-08_10h17.39.240,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.147013149159356,
0,1,0,0,0,0,1,0,circle,hexagon,0,0,0,0,3,5,41,4,,,,,,,,,,,,205.3533791549271,205.3533791549271,205.3533791549271,205.3533791549271,205.3533791549271,205.3533791549271,205.3533791549271,205.3533791549271,205.3533791549271,205.3533791549271,l,0.7414360899711028,10,222,0,206.12052348896395,207.62118748901412,207.62118748901412,208.12128946301527,,,,,,,,,,,,,,,,,,,58294,2022-11-08_10h17.39.240,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.147013149159356,
1,0,0,0,0,0,1,0,triangle,hexagon,0,0,0,0,3,6,42,1,,,,,,,,,,,,208.12128946301527,208.12128946301527,208.12128946301527,208.12128946301527,208.12128946301527,208.12128946301527,208.12128946301527,208.12128946301527,208.12128946301527,208.12128946301527,l,1.1120954569196329,1,223,0,209.25713663792703,210.75732235691976,,211.25723789690528,,,,,,,,,,,,,,,,,,,58294,2022-11-08_10h17.39.240,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.147013149159356,
1,0,0,0,0,0,0,1,triangle,star,0,0,0,0,3,7,43,2,,,,,,,,,,,,211.25723789690528,211.25723789690528,211.25723789690528,211.25723789690528,211.25723789690528,211.25723789690528,211.25723789690528,211.25723789690528,211.25723789690528,211.25723789690528,a,1.8250161999603733,1,224,0,213.1078464249149,214.61026165494695,,,,,,,,,,,,,,,,,,,,,58294,2022-11-08_10h17.39.240,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.147013149159356,
0,0,0,1,0,0,1,0,star,hexagon,0,0,0,0,3,8,44,11,,,,,,,,,,,,215.11061149695888,215.11061149695888,215.11061149695888,215.11061149695888,215.11061149695888,215.11061149695888,215.11061149695888,215.11061149695888,215.11061149695888,215.11061149695888,l,0.8288194700144231,1,225,0,215.96087979897857,217.46127501199953,217.46127501199953,217.9617269859882,,,,,,,,,,,,,,,,,,,58294,2022-11-08_10h17.39.240,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.147013149159356,
0,0,1,0,0,0,0,1,hexagon,star,0,0,0,0,3,9,45,8,,,,,,,,,,,,217.9617269859882,217.9617269859882,217.9617269859882,217.9617269859882,217.9617269859882,217.9617269859882,217.9617269859882,217.9617269859882,217.9617269859882,217.9617269859882,a,0.5762086110189557,10,235,0,218.56289642199408,220.06432752590626,,,,,,,,,,,,,,,,,,,,,58294,2022-11-08_10h17.39.240,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.147013149159356,
0,0,0,1,0,1,0,0,star ,circle,0,0,0,0,3,10,46,10,,,,,,,,,,,,220.56430483597796,220.56430483597796,220.56430483597796,220.56430483597796,220.56430483597796,220.56430483597796,220.56430483597796,220.56430483597796,220.56430483597796,220.56430483597796,l,1.304222067934461,10,245,0,221.89805613690987,223.3986172589939,223.3986172589939,,,,,,,,,,,,,,,,,,,,58294,2022-11-08_10h17.39.240,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.147013149159356,
0,0,1,0,1,0,0,0,hexagon,triangle,0,0,0,0,3,11,47,6,,,,,,,,,,,,223.90048823796678,223.90048823796678,223.90048823796678,223.90048823796678,223.90048823796678,223.90048823796678,223.90048823796678,223.90048823796678,223.90048823796678,223.90048823796678,a,0.6564266950590536,10,255,0,224.5846394529799,226.0850996589288,226.0850996589288,226.59109830192756,,,,,,,,,,,,,,,,,,,58294,2022-11-08_10h17.39.240,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.147013149159356,
