LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task2_prac_redo.thisRepN,task2_prac_redo.thisTrialN,task2_prac_redo.thisN,task2_prac_redo.thisIndex,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,vts_prac_redo.thisRepN,vts_prac_redo.thisTrialN,vts_prac_redo.thisN,vts_prac_redo.thisIndex,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,fix.started,training_feedback_txt.stopped,fix.stopped,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,acc,E1,target_resp_prac1.keys,target_resp_prac1.rt,pracBlock,prac_fback_text.started,tgt_fix_prac2.started,top_target_prac2.started,bott_target_prac2.started,target_resp_prac2.started,target_resp_prac2.keys,target_resp_prac2.rt,prac_fback_text.stopped,star.started,hegagon.started,triangle.started,circle.started,top_target.started,tgt_fix.started,bot_target.started,target_resp.started,star.stopped,hegagon.stopped,triangle.stopped,circle.stopped,alt,task,condition,target_resp.keys,target_resp.rt,rewCond,vts_fback.started,vts_fback.stopped,blockNum,norew_fback.started,norew_fback.stopped,top_target.stopped,tgt_fix.stopped,bot_target.stopped,target_resp.stopped,key_resp_2.keys,key_resp_2.rt,rewExpectancy,feedbk_text.started,feedbk_text.stopped,text_3.started,debrief.started,text_3.stopped,button.started,debrief.index,debrief.itemText,debrief.type,debrief.granularity,debrief.font,debrief.markerColor,debrief.response,debrief.rt,button.numClicks,button.timesOn,button.timesOff,participant,date,expName,psychopyVersion,frameRate,
0,1,0,0,0,0,1,0,circle,hexagon,1,0,1,0,3,2,38,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1132.5815076559084,1132.5815076559084,1132.5815076559084,1132.5815076559084,1132.5815076559084,1132.5815076559084,1132.5815076559084,1132.5815076559084,1132.5815076559084,1132.5815076559084,a,0.7327243770705536,10,537,1,1133.3323465469293,1134.8340249540051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45451,2022-12-01_11h17.39.129,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.204554261240915,
0,1,0,0,1,0,0,0,circle,triangle,1,0,1,0,3,3,39,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1135.3347633769736,1135.3347633769736,1135.3347633769736,1135.3347633769736,1135.3347633769736,1135.3347633769736,1135.3347633769736,1135.3347633769736,1135.3347633769736,1135.3347633769736,l,2.2200656110653654,10,547,1,1137.587218606961,1139.088698118925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45451,2022-12-01_11h17.39.129,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.204554261240915,
0,0,0,1,0,0,1,0,star,hexagon,1,0,1,0,3,4,40,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1139.5892028519884,1139.5892028519884,1139.5892028519884,1139.5892028519884,1139.5892028519884,1139.5892028519884,1139.5892028519884,1139.5892028519884,1139.5892028519884,1139.5892028519884,l,0.8792868590680882,1,548,1,1140.4902162639191,1141.9915249159094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45451,2022-12-01_11h17.39.129,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.204554261240915,
1,0,0,0,0,1,0,0,triangle,circle,1,0,1,0,3,5,41,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1142.492538473918,1142.492538473918,1142.492538473918,1142.492538473918,1142.492538473918,1142.492538473918,1142.492538473918,1142.492538473918,1142.492538473918,1142.492538473918,a,0.598307061009109,10,558,1,1143.1098731309175,1144.611572633963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45451,2022-12-01_11h17.39.129,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.204554261240915,
0,1,0,0,0,0,0,1,circle,star,1,0,1,0,3,6,42,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1145.1120148010086,1145.1120148010086,1145.1120148010086,1145.1120148010086,1145.1120148010086,1145.1120148010086,1145.1120148010086,1145.1120148010086,1145.1120148010086,1145.1120148010086,a,0.7790502309799194,10,568,1,1145.9130249639275,1147.4147048819577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45451,2022-12-01_11h17.39.129,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.204554261240915,
0,0,1,0,0,1,0,0,hexagon,circle,1,0,1,0,3,7,43,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1147.9150658769067,1147.9150658769067,1147.9150658769067,1147.9150658769067,1147.9150658769067,1147.9150658769067,1147.9150658769067,1147.9150658769067,1147.9150658769067,1147.9150658769067,l,0.46336208807770163,10,578,1,1148.398966067005,1149.9007604349172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45451,2022-12-01_11h17.39.129,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.204554261240915,
0,0,0,1,0,1,0,0,star ,circle,1,0,1,0,3,8,44,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1150.401255480945,1150.401255480945,1150.401255480945,1150.401255480945,1150.401255480945,1150.401255480945,1150.401255480945,1150.401255480945,1150.401255480945,1150.401255480945,a,0.49694838910363615,10,588,1,1150.9186157799559,1152.4200913599925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45451,2022-12-01_11h17.39.129,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.204554261240915,
0,0,1,0,1,0,0,0,hexagon,triangle,1,0,1,0,3,9,45,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1152.9205607419135,1152.9205607419135,1152.9205607419135,1152.9205607419135,1152.9205607419135,1152.9205607419135,1152.9205607419135,1152.9205607419135,1152.9205607419135,1152.9205607419135,l,0.5873526030918583,10,598,1,1153.5379821798997,1155.039687288925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45451,2022-12-01_11h17.39.129,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.204554261240915,
1,0,0,0,0,0,0,1,triangle,star,1,0,1,0,3,10,46,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1155.5402712089708,1155.5402712089708,1155.5402712089708,1155.5402712089708,1155.5402712089708,1155.5402712089708,1155.5402712089708,1155.5402712089708,1155.5402712089708,1155.5402712089708,a,0.6917023559799418,1,599,1,1156.2578065969283,1157.7593020299682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45451,2022-12-01_11h17.39.129,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.204554261240915,
1,0,0,0,0,0,1,0,triangle,hexagon,1,0,1,0,3,11,47,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1158.2597703819629,1158.2597703819629,1158.2597703819629,1158.2597703819629,1158.2597703819629,1158.2597703819629,1158.2597703819629,1158.2597703819629,1158.2597703819629,1158.2597703819629,l,0.48033707111608237,1,600,1,1158.7604487799108,1160.26201687695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45451,2022-12-01_11h17.39.129,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.204554261240915,
0,0,0,1,0,1,0,0,star ,circle,2,0,2,0,0,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1170.5067645369563,1170.5067645369563,1170.5067645369563,1170.5067645369563,1170.5067645369563,1170.5067645369563,1170.5067645369563,1170.5067645369563,1170.5067645369563,1170.5067645369563,a,1.7453503500437364,1,601,2,1172.2754653349984,1173.7770025959471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45451,2022-12-01_11h17.39.129,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.204554261240915,
0,0,0,1,1,0,0,0,star,triangle,2,0,2,0,0,1,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1174.2776365149766,1174.2776365149766,1174.2776365149766,1174.2776365149766,1174.2776365149766,1174.2776365149766,1174.2776365149766,1174.2776365149766,1174.2776365149766,1174.2776365149766,l,0.6991697440389544,1,602,2,1174.9948381449794,1176.4965973399812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45451,2022-12-01_11h17.39.129,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.204554261240915,
0,0,1,0,1,0,0,0,hexagon,triangle,2,0,2,0,0,2,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1176.997239136952,1176.997239136952,1176.997239136952,1176.997239136952,1176.997239136952,1176.997239136952,1176.997239136952,1176.997239136952,1176.997239136952,1176.997239136952,a,0.8583429150748998,1,603,2,1177.8813911749749,1179.3831286609638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45451,2022-12-01_11h17.39.129,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.204554261240915,
0,0,0,1,0,0,1,0,star,hexagon,2,0,2,0,0,3,3,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1179.8838488209294,1179.8838488209294,1179.8838488209294,1179.8838488209294,1179.8838488209294,1179.8838488209294,1179.8838488209294,1179.8838488209294,1179.8838488209294,1179.8838488209294,a,1.6851963970111683,10,613,2,1181.585839025909,1183.0871648419416,1183.0871648419416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45451,2022-12-01_11h17.39.129,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.204554261240915,
0,1,0,0,0,0,0,1,circle,star,2,0,2,0,0,4,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1183.5877443139907,1183.5877443139907,1183.5877443139907,1183.5877443139907,1183.5877443139907,1183.5877443139907,1183.5877443139907,1183.5877443139907,1183.5877443139907,1183.5877443139907,l,1.3006120830541477,1,614,2,1184.9055800219066,1186.4075497619342,1186.4075497619342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45451,2022-12-01_11h17.39.129,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.204554261240915,
0,1,0,0,0,0,1,0,circle,hexagon,2,0,2,0,0,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1186.9082209889311,1186.9082209889311,1186.9082209889311,1186.9082209889311,1186.9082209889311,1186.9082209889311,1186.9082209889311,1186.9082209889311,1186.9082209889311,1186.9082209889311,l,1.0729838940314949,10,624,2,1188.0091680939076,1189.5112652200041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45451,2022-12-01_11h17.39.129,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.204554261240915,
0,0,1,0,0,0,0,1,hexagon,star,2,0,2,0,0,6,6,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1190.0114809639053,1190.0114809639053,1190.0114809639053,1190.0114809639053,1190.0114809639053,1190.0114809639053,1190.0114809639053,1190.0114809639053,1190.0114809639053,1190.0114809639053,a,1.1421018809778616,1,625,2,1191.1792509409133,1192.6813360189553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45451,2022-12-01_11h17.39.129,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.204554261240915,
0,0,1,0,0,1,0,0,hexagon,circle,2,0,2,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1193.1816870209295,1193.1816870209295,1193.1816870209295,1193.1816870209295,1193.1816870209295,1193.1816870209295,1193.1816870209295,1193.1816870209295,1193.1816870209295,1193.1816870209295,l,0.9313337369821966,10,635,2,1194.1329607589869,1195.6346136539942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45451,2022-12-01_11h17.39.129,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.204554261240915,
1,0,0,0,0,0,0,1,triangle,star,2,0,2,0,0,8,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1196.134962873999,1196.134962873999,1196.134962873999,1196.134962873999,1196.134962873999,1196.134962873999,1196.134962873999,1196.134962873999,1196.134962873999,1196.134962873999,a,0.7913334530312568,10,645,2,1196.9524559839629,1198.4541939859046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45451,2022-12-01_11h17.39.129,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.204554261240915,
1,0,0,0,0,1,0,0,triangle,circle,2,0,2,0,0,9,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1198.9549896109384,1198.9549896109384,1198.9549896109384,1198.9549896109384,1198.9549896109384,1198.9549896109384,1198.9549896109384,1198.9549896109384,1198.9549896109384,1198.9549896109384,l,1.368780891993083,10,655,2,1200.3563970809337,1201.8579464799259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45451,2022-12-01_11h17.39.129,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.204554261240915,
1,0,0,0,0,0,1,0,triangle,hexagon,2,0,2,0,0,10,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1202.3584686719114,1202.3584686719114,1202.3584686719114,1202.3584686719114,1202.3584686719114,1202.3584686719114,1202.3584686719114,1202.3584686719114,1202.3584686719114,1202.3584686719114,a,1.4084851780207828,10,665,2,1203.7934089659248,1205.2950039769057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45451,2022-12-01_11h17.39.129,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.204554261240915,
0,1,0,0,1,0,0,0,circle,triangle,2,0,2,0,0,11,11,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1205.7955280799652,1205.7955280799652,1205.7955280799652,1205.7955280799652,1205.7955280799652,1205.7955280799652,1205.7955280799652,1205.7955280799652,1205.7955280799652,1205.7955280799652,l,1.143261217046529,10,675,2,1206.9635100469459,1208.4654946170049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45451,2022-12-01_11h17.39.129,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.204554261240915,
1,0,0,0,0,0,1,0,triangle,hexagon,2,0,2,0,1,0,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1208.9658075709594,1208.9658075709594,1208.9658075709594,1208.9658075709594,1208.9658075709594,1208.9658075709594,1208.9658075709594,1208.9658075709594,1208.9658075709594,1208.9658075709594,a,1.786485190037638,1,676,2,1210.7844871089328,1212.2862640309613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45451,2022-12-01_11h17.39.129,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.204554261240915,
0,0,0,1,0,0,1,0,star,hexagon,2,0,2,0,1,1,13,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1212.7867240759078,1212.7867240759078,1212.7867240759078,1212.7867240759078,1212.7867240759078,1212.7867240759078,1212.7867240759078,1212.7867240759078,1212.7867240759078,1212.7867240759078,l,1.6902351611061022,10,686,2,1214.505172594916,1216.0069585539168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45451,2022-12-01_11h17.39.129,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.204554261240915,
1,0,0,0,0,0,0,1,triangle,star,2,0,2,0,1,2,14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1216.5076203739736,1216.5076203739736,1216.5076203739736,1216.5076203739736,1216.5076203739736,1216.5076203739736,1216.5076203739736,1216.5076203739736,1216.5076203739736,1216.5076203739736,a,1.4238222411368042,10,696,2,1217.9591339539038,1219.4607631409308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45451,2022-12-01_11h17.39.129,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.204554261240915,
0,0,0,1,0,1,0,0,star ,circle,2,0,2,0,1,3,15,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1219.9612389239483,1219.9612389239483,1219.9612389239483,1219.9612389239483,1219.9612389239483,1219.9612389239483,1219.9612389239483,1219.9612389239483,1219.9612389239483,1219.9612389239483,l,1.233228826080449,1,697,2,1221.2125017639482,1222.7142228540033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45451,2022-12-01_11h17.39.129,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.204554261240915,
0,0,1,0,1,0,0,0,hexagon,triangle,2,0,2,0,1,4,16,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1223.214744286961,1223.214744286961,1223.214744286961,1223.214744286961,1223.214744286961,1223.214744286961,1223.214744286961,1223.214744286961,1223.214744286961,1223.214744286961,a,2.4558868191670626,1,698,2,1225.7010756449308,1227.2026007259265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45451,2022-12-01_11h17.39.129,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.204554261240915,
0,0,1,0,0,1,0,0,hexagon,circle,2,0,2,0,1,5,17,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1227.7031571709085,1227.7031571709085,1227.7031571709085,1227.7031571709085,1227.7031571709085,1227.7031571709085,1227.7031571709085,1227.7031571709085,1227.7031571709085,1227.7031571709085,l,1.3539878380252048,10,708,2,1229.088075884967,1230.5898337209364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45451,2022-12-01_11h17.39.129,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.204554261240915,
0,0,1,0,0,0,0,1,hexagon,star,2,0,2,0,1,6,18,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1231.090211693896,1231.090211693896,1231.090211693896,1231.090211693896,1231.090211693896,1231.090211693896,1231.090211693896,1231.090211693896,1231.090211693896,1231.090211693896,a,2.354691865039058,1,709,2,1233.4763481710106,1234.9780297059333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45451,2022-12-01_11h17.39.129,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.204554261240915,
0,1,0,0,0,0,1,0,circle,hexagon,2,0,2,0,1,7,19,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1235.4785766539862,1235.4785766539862,1235.4785766539862,1235.4785766539862,1235.4785766539862,1235.4785766539862,1235.4785766539862,1235.4785766539862,1235.4785766539862,1235.4785766539862,a,0.9838437519501895,10,719,2,1236.479531785939,1237.981386996922,1237.981386996922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45451,2022-12-01_11h17.39.129,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.204554261240915,
0,1,0,0,1,0,0,0,circle,triangle,2,0,2,0,1,8,20,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1238.4816704340046,1238.4816704340046,1238.4816704340046,1238.4816704340046,1238.4816704340046,1238.4816704340046,1238.4816704340046,1238.4816704340046,1238.4816704340046,1238.4816704340046,l,0.71237499313429,1,720,2,1239.2156663939822,1240.7176377240103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45451,2022-12-01_11h17.39.129,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.204554261240915,
1,0,0,0,0,1,0,0,triangle,circle,2,0,2,0,1,9,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1241.2181352659827,1241.2181352659827,1241.2181352659827,1241.2181352659827,1241.2181352659827,1241.2181352659827,1241.2181352659827,1241.2181352659827,1241.2181352659827,1241.2181352659827,a,0.541784631088376,10,730,2,1241.7850786339259,1243.2869767219527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45451,2022-12-01_11h17.39.129,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.204554261240915,
0,1,0,0,0,0,0,1,circle,star,2,0,2,0,1,10,22,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1243.7874937419547,1243.7874937419547,1243.7874937419547,1243.7874937419547,1243.7874937419547,1243.7874937419547,1243.7874937419547,1243.7874937419547,1243.7874937419547,1243.7874937419547,a,0.8087369460845366,10,740,2,1244.6220345709007,1246.1235684659332,1246.1235684659332,1246.6239689849317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45451,2022-12-01_11h17.39.129,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.204554261240915,
0,0,0,1,1,0,0,0,star,triangle,2,0,2,0,1,11,23,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1246.6239689849317,1246.6239689849317,1246.6239689849317,1246.6239689849317,1246.6239689849317,1246.6239689849317,1246.6239689849317,1246.6239689849317,1246.6239689849317,1246.6239689849317,l,0.5135777100222185,1,741,2,1247.1578058389714,1248.6594089209102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45451,2022-12-01_11h17.39.129,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.204554261240915,
0,0,1,0,0,0,0,1,hexagon,star,2,0,2,0,2,0,24,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1249.1602633909788,1249.1602633909788,1249.1602633909788,1249.1602633909788,1249.1602633909788,1249.1602633909788,1249.1602633909788,1249.1602633909788,1249.1602633909788,1249.1602633909788,a,0.3176449660677463,10,751,2,1249.5104278259678,1251.0120632509934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45451,2022-12-01_11h17.39.129,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.204554261240915,
1,0,0,0,0,0,1,0,triangle,hexagon,2,0,2,0,2,1,25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1251.5126166989794,1251.5126166989794,1251.5126166989794,1251.5126166989794,1251.5126166989794,1251.5126166989794,1251.5126166989794,1251.5126166989794,1251.5126166989794,1251.5126166989794,l,0.6428359630517662,1,752,2,1252.1801527709467,1253.681755403988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45451,2022-12-01_11h17.39.129,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.204554261240915,
0,0,1,0,1,0,0,0,hexagon,triangle,2,0,2,0,2,2,26,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1254.1823422689922,1254.1823422689922,1254.1823422689922,1254.1823422689922,1254.1823422689922,1254.1823422689922,1254.1823422689922,1254.1823422689922,1254.1823422689922,1254.1823422689922,a,0.5274202320724726,1,753,2,1254.7328909989446,1256.2344978039619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45451,2022-12-01_11h17.39.129,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.204554261240915,
0,0,1,0,0,1,0,0,hexagon,circle,2,0,2,0,2,3,27,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1256.7350839439314,1256.7350839439314,1256.7350839439314,1256.7350839439314,1256.7350839439314,1256.7350839439314,1256.7350839439314,1256.7350839439314,1256.7350839439314,1256.7350839439314,a,1.1250840639695525,1,754,2,1257.8863263889216,1259.3882444018964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45451,2022-12-01_11h17.39.129,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.204554261240915,
