LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task2_prac_redo.thisRepN,task2_prac_redo.thisTrialN,task2_prac_redo.thisN,task2_prac_redo.thisIndex,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,training_feedback_txt.stopped,fix.started,fix.stopped,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,acc,E1,target_resp_prac1.keys,target_resp_prac1.rt,pracBlock,prac_fback_text.started,prac_fback_text.stopped,tgt_fix_prac2.started,top_target_prac2.started,bott_target_prac2.started,target_resp_prac2.started,target_resp_prac2.keys,target_resp_prac2.rt,top_target_prac2.stopped,bott_target_prac2.stopped,target_resp_prac2.stopped,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.83610825799406,space,21.483341020997614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90376,2022-11-11_14h54.10.806,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.923432812272395,
0,1,0,0,0,0,0,1,circle,star,0,0,0,0,3,3,39,5,,,,,,,,,,,,,,,,,,,,415.9642688939348,415.9642688939348,415.9642688939348,415.9642688939348,415.9642688939348,415.9642688939348,415.9642688939348,415.9642688939348,415.9642688939348,415.9642688939348,a,0.9540903640445322,10,274,0,416.9481153958477,418.44867836497724,418.44867836497724,418.94873976381496,,,,,,,,,,,,,,,,,,,,,,,,,90376,2022-11-11_14h54.10.806,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.923432812272395,
1,0,0,0,0,0,1,0,triangle,hexagon,0,0,0,0,3,4,40,1,,,,,,,,,,,,,,,,,,,,418.94873976381496,418.94873976381496,418.94873976381496,418.94873976381496,418.94873976381496,418.94873976381496,418.94873976381496,418.94873976381496,418.94873976381496,418.94873976381496,l,1.6144277891144156,10,284,0,420.58453907701187,422.0851866309531,422.0851866309531,422.58520667790435,,,,,,,,,,,,,,,,,,,,,,,,,90376,2022-11-11_14h54.10.806,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.923432812272395,
0,1,0,0,0,0,1,0,circle,hexagon,0,0,0,0,3,5,41,4,,,,,,,,,,,,,,,,,,,,422.58520667790435,422.58520667790435,422.58520667790435,422.58520667790435,422.58520667790435,422.58520667790435,422.58520667790435,422.58520667790435,422.58520667790435,422.58520667790435,a,1.0504957339726388,1,285,0,423.65401449101046,,425.16950225504115,,,,,,,,,,,,,,,,,,,,,,,,,,90376,2022-11-11_14h54.10.806,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.923432812272395,
1,0,0,0,0,0,0,1,triangle,star,0,0,0,0,3,6,42,2,,,,,,,,,,,,,,,,,,,,425.65495138289407,425.65495138289407,425.65495138289407,425.65495138289407,425.65495138289407,425.65495138289407,425.65495138289407,425.65495138289407,425.65495138289407,425.65495138289407,l,1.3889583460986614,10,295,0,427.07327689183876,428.572572740959,428.572572740959,429.0726537548471,,,,,,,,,,,,,,,,,,,,,,,,,90376,2022-11-11_14h54.10.806,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.923432812272395,
0,0,1,0,0,0,0,1,hexagon,star,0,0,0,0,3,7,43,8,,,,,,,,,,,,,,,,,,,,429.0726537548471,429.0726537548471,429.0726537548471,429.0726537548471,429.0726537548471,429.0726537548471,429.0726537548471,429.0726537548471,429.0726537548471,429.0726537548471,a,1.7411572900600731,10,305,0,430.84175403392874,432.34273896482773,432.34273896482773,432.8426209760364,,,,,,,,,,,,,,,,,,,,,,,,,90376,2022-11-11_14h54.10.806,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.923432812272395,
0,0,0,1,0,0,1,0,star,hexagon,0,0,0,0,3,8,44,11,,,,,,,,,,,,,,,,,,,,432.8426209760364,432.8426209760364,432.8426209760364,432.8426209760364,432.8426209760364,432.8426209760364,432.8426209760364,432.8426209760364,432.8426209760364,432.8426209760364,l,1.5031386951450258,10,315,0,434.37635424081236,,435.8787961800117,,,,,,,,,,,,,,,,,,,,,,,,,,90376,2022-11-11_14h54.10.806,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.923432812272395,
0,1,0,0,1,0,0,0,circle,triangle,0,0,0,0,3,9,45,3,,,,,,,,,,,,,,,,,,,,436.37922661192715,436.37922661192715,436.37922661192715,436.37922661192715,436.37922661192715,436.37922661192715,436.37922661192715,436.37922661192715,436.37922661192715,436.37922661192715,l,1.352870682021603,10,325,0,437.7630701819435,439.26340860687196,439.26340860687196,439.7635478018783,,,,,,,,,,,,,,,,,,,,,,,,,90376,2022-11-11_14h54.10.806,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.923432812272395,
0,0,1,0,1,0,0,0,hexagon,triangle,0,0,0,0,3,10,46,6,,,,,,,,,,,,,,,,,,,,439.7635478018783,439.7635478018783,439.7635478018783,439.7635478018783,439.7635478018783,439.7635478018783,439.7635478018783,439.7635478018783,439.7635478018783,439.7635478018783,a,0.6796286040917039,1,326,0,440.4674308770336,,441.9828721929807,,,,,,,,,,,,,,,,,,,,,,,,,,90376,2022-11-11_14h54.10.806,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.923432812272395,
0,0,0,1,0,1,0,0,star ,circle,0,0,0,0,3,11,47,10,,,,,,,,,,,,,,,,,,,,442.4831330848392,442.4831330848392,442.4831330848392,442.4831330848392,442.4831330848392,442.4831330848392,442.4831330848392,442.4831330848392,442.4831330848392,442.4831330848392,l,1.3138028520625085,1,327,0,443.8168729939498,445.315180884907,445.315180884907,,,,,,,,,,,,,,,,,,,,,,,,,,90376,2022-11-11_14h54.10.806,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.923432812272395,
0,0,1,0,0,0,0,1,hexagon,star,1,0,1,0,0,0,0,8,,,,,,,,,,,,,,,,,,,,471.8656359198503,471.8656359198503,471.8656359198503,471.8656359198503,471.8656359198503,471.8656359198503,471.8656359198503,471.8656359198503,471.8656359198503,471.8656359198503,a,2.9374289319384843,10,337,1,474.8237310720142,,476.3249482908286,,,,,,,,,,,,,,,,,,,,,,,,,,90376,2022-11-11_14h54.10.806,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.923432812272395,
1,0,0,0,0,0,1,0,triangle,hexagon,1,0,1,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,476.8252210880164,476.8252210880164,476.8252210880164,476.8252210880164,476.8252210880164,476.8252210880164,476.8252210880164,476.8252210880164,476.8252210880164,476.8252210880164,l,1.4761274030897766,1,338,1,478.3269205989782,479.8262530339416,479.8262530339416,480.32614254695363,,,,,,,,,,,,,,,,,,,,,,,,,90376,2022-11-11_14h54.10.806,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.923432812272395,
0,0,0,1,1,0,0,0,star,triangle,1,0,1,0,0,2,2,9,,,,,,,,,,,,,,,,,,,,480.32614254695363,480.32614254695363,480.32614254695363,480.32614254695363,480.32614254695363,480.32614254695363,480.32614254695363,480.32614254695363,480.32614254695363,480.32614254695363,l,0.6313251119572669,10,348,1,480.98013176303357,,482.49567657196894,,,,,,,,,,,,,,,,,,,,,,,,,,90376,2022-11-11_14h54.10.806,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.923432812272395,
0,1,0,0,0,0,0,1,circle,star,1,0,1,0,0,3,3,5,,,,,,,,,,,,,,,,,,,,482.99571139598265,482.99571139598265,482.99571139598265,482.99571139598265,482.99571139598265,482.99571139598265,482.99571139598265,482.99571139598265,482.99571139598265,482.99571139598265,a,1.8431600569747388,10,358,1,484.86291528493166,,486.3654665199574,,,,,,,,,,,,,,,,,,,,,,,,,,90376,2022-11-11_14h54.10.806,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.923432812272395,
0,0,1,0,0,1,0,0,hexagon,circle,1,0,1,0,0,4,4,7,,,,,,,,,,,,,,,,,,,,486.865468256874,486.865468256874,486.865468256874,486.865468256874,486.865468256874,486.865468256874,486.865468256874,486.865468256874,486.865468256874,486.865468256874,a,1.5168174870777875,1,359,1,488.40073896502145,489.8998350650072,489.8998350650072,,,,,,,,,,,,,,,,,,,,,,,,,,90376,2022-11-11_14h54.10.806,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.923432812272395,
0,0,0,1,0,1,0,0,star ,circle,1,0,1,0,0,5,5,10,,,,,,,,,,,,,,,,,,,,490.40211127884686,490.40211127884686,490.40211127884686,490.40211127884686,490.40211127884686,490.40211127884686,490.40211127884686,490.40211127884686,490.40211127884686,490.40211127884686,l,0.8149812759365886,1,360,1,491.2357234498486,492.73623124789447,492.73623124789447,,,,,,,,,,,,,,,,,,,,,,,,,,90376,2022-11-11_14h54.10.806,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.923432812272395,
1,0,0,0,0,0,0,1,triangle,star,1,0,1,0,0,6,6,2,,,,,,,,,,,,,,,,,,,,493.2364097489044,493.2364097489044,493.2364097489044,493.2364097489044,493.2364097489044,493.2364097489044,493.2364097489044,493.2364097489044,493.2364097489044,493.2364097489044,a,1.4120806611608714,1,361,1,494.67008489603177,,496.1726851989515,,,,,,,,,,,,,,,,,,,,,,,,,,90376,2022-11-11_14h54.10.806,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.923432812272395,
0,1,0,0,0,0,1,0,circle,hexagon,1,0,1,0,0,7,7,4,,,,,,,,,,,,,,,,,,,,496.67289014090784,496.67289014090784,496.67289014090784,496.67289014090784,496.67289014090784,496.67289014090784,496.67289014090784,496.67289014090784,496.67289014090784,496.67289014090784,l,0.7991786701604724,1,362,1,497.48993066092953,498.9903360370081,498.9903360370081,499.4906521369703,,,,,,,,,,,,,,,,,,,,,,,,,90376,2022-11-11_14h54.10.806,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.923432812272395,
0,1,0,0,1,0,0,0,circle,triangle,1,0,1,0,0,8,8,3,,,,,,,,,,,,,,,,,,,,499.4906521369703,499.4906521369703,499.4906521369703,499.4906521369703,499.4906521369703,499.4906521369703,499.4906521369703,499.4906521369703,499.4906521369703,499.4906521369703,l,0.7942157881334424,10,372,1,500.30893180985004,,501.809642883949,,,,,,,,,,,,,,,,,,,,,,,,,,90376,2022-11-11_14h54.10.806,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.923432812272395,
0,0,0,1,0,0,1,0,star,hexagon,1,0,1,0,0,9,9,11,,,,,,,,,,,,,,,,,,,,502.3101025170181,502.3101025170181,502.3101025170181,502.3101025170181,502.3101025170181,502.3101025170181,502.3101025170181,502.3101025170181,502.3101025170181,502.3101025170181,a,1.2601658841595054,1,373,1,503.5956454218831,,505.1110656908713,,,,,,,,,,,,,,,,,,,,,,,,,,90376,2022-11-11_14h54.10.806,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.923432812272395,
1,0,0,0,0,1,0,0,triangle,circle,1,0,1,0,0,10,10,0,,,,,,,,,,,,,,,,,,,,505.59648236981593,505.59648236981593,505.59648236981593,505.59648236981593,505.59648236981593,505.59648236981593,505.59648236981593,505.59648236981593,505.59648236981593,505.59648236981593,l,1.4727807270828635,1,374,1,507.0968355538789,508.59778836602345,508.59778836602345,,,,,,,,,,,,,,,,,,,,,,,,,,90376,2022-11-11_14h54.10.806,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.923432812272395,
0,0,1,0,1,0,0,0,hexagon,triangle,1,0,1,0,0,11,11,6,,,,,,,,,,,,,,,,,,,,509.09770536003634,509.09770536003634,509.09770536003634,509.09770536003634,509.09770536003634,509.09770536003634,509.09770536003634,509.09770536003634,509.09770536003634,509.09770536003634,a,0.8966992578934878,10,384,1,510.01625369582325,,511.51705369190313,,,,,,,,,,,,,,,,,,,,,,,,,,90376,2022-11-11_14h54.10.806,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.923432812272395,
0,1,0,0,0,0,0,1,circle,star,1,0,1,0,1,0,12,5,,,,,,,,,,,,,,,,,,,,512.0172892790288,512.0172892790288,512.0172892790288,512.0172892790288,512.0172892790288,512.0172892790288,512.0172892790288,512.0172892790288,512.0172892790288,512.0172892790288,a,0.7230306169949472,1,385,1,512.7692881969269,,514.2847495819442,,,,,,,,,,,,,,,,,,,,,,,,,,90376,2022-11-11_14h54.10.806,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.923432812272395,
0,1,0,0,1,0,0,0,circle,triangle,1,0,1,0,1,1,13,3,,,,,,,,,,,,,,,,,,,,514.7849435938988,514.7849435938988,514.7849435938988,514.7849435938988,514.7849435938988,514.7849435938988,514.7849435938988,514.7849435938988,514.7849435938988,514.7849435938988,l,0.9695225129835308,1,386,1,515.7871091319248,517.2874926140066,517.2874926140066,517.7879362348467,,,,,,,,,,,,,,,,,,,,,,,,,90376,2022-11-11_14h54.10.806,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.923432812272395,
0,0,0,1,1,0,0,0,star,triangle,1,0,1,0,1,2,14,9,,,,,,,,,,,,,,,,,,,,517.7879362348467,517.7879362348467,517.7879362348467,517.7879362348467,517.7879362348467,517.7879362348467,517.7879362348467,517.7879362348467,517.7879362348467,517.7879362348467,l,0.701424655970186,10,396,1,518.5213896250352,520.0220002678689,520.0220002678689,,,,,,,,,,,,,,,,,,,,,,,,,,90376,2022-11-11_14h54.10.806,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.923432812272395,
0,0,1,0,0,0,0,1,hexagon,star,1,0,1,0,1,3,15,8,,,,,,,,,,,,,,,,,,,,520.5239409049973,520.5239409049973,520.5239409049973,520.5239409049973,520.5239409049973,520.5239409049973,520.5239409049973,520.5239409049973,520.5239409049973,520.5239409049973,l,2.7245914130471647,1,397,1,523.2766417679377,,524.7922597108409,,,,,,,,,,,,,,,,,,,,,,,,,,90376,2022-11-11_14h54.10.806,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.923432812272395,
1,0,0,0,0,0,0,1,triangle,star,1,0,1,0,1,4,16,2,,,,,,,,,,,,,,,,,,,,525.2923163969535,525.2923163969535,525.2923163969535,525.2923163969535,525.2923163969535,525.2923163969535,525.2923163969535,525.2923163969535,525.2923163969535,525.2923163969535,a,0.7677405718713999,1,398,1,526.0779298869893,527.57858102303,527.57858102303,528.0785534000024,,,,,,,,,,,,,,,,,,,,,,,,,90376,2022-11-11_14h54.10.806,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.923432812272395,
0,0,0,1,0,1,0,0,star ,circle,1,0,1,0,1,5,17,10,,,,,,,,,,,,,,,,,,,,528.0785534000024,528.0785534000024,528.0785534000024,528.0785534000024,528.0785534000024,528.0785534000024,528.0785534000024,528.0785534000024,528.0785534000024,528.0785534000024,a,5.226971969008446,1,399,1,533.3322585360147,534.8327821309213,534.8327821309213,535.3329310950357,,,,,,,,,,,,,,,,,,,,,,,,,90376,2022-11-11_14h54.10.806,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.923432812272395,
0,1,0,0,0,0,1,0,circle,hexagon,1,0,1,0,1,6,18,4,,,,,,,,,,,,,,,,,,,,535.3329310950357,535.3329310950357,535.3329310950357,535.3329310950357,535.3329310950357,535.3329310950357,535.3329310950357,535.3329310950357,535.3329310950357,535.3329310950357,l,0.9994816021062434,10,409,1,536.3533837408759,537.8521984999534,537.8521984999534,538.3526021458674,,,,,,,,,,,,,,,,,,,,,,,,,90376,2022-11-11_14h54.10.806,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.923432812272395,
0,0,1,0,1,0,0,0,hexagon,triangle,1,0,1,0,1,7,19,6,,,,,,,,,,,,,,,,,,,,538.3526021458674,538.3526021458674,538.3526021458674,538.3526021458674,538.3526021458674,538.3526021458674,538.3526021458674,538.3526021458674,538.3526021458674,538.3526021458674,l,0.8376371250487864,10,419,1,539.2194745070301,,540.7219059399795,,,,,,,,,,,,,,,,,,,,,,,,,,90376,2022-11-11_14h54.10.806,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.923432812272395,
1,0,0,0,0,1,0,0,triangle,circle,1,0,1,0,1,8,20,0,,,,,,,,,,,,,,,,,,,,541.222174549941,541.222174549941,541.222174549941,541.222174549941,541.222174549941,541.222174549941,541.222174549941,541.222174549941,541.222174549941,541.222174549941,l,0.8589996981900185,1,420,1,542.107530919835,,543.6228155468125,,,,,,,,,,,,,,,,,,,,,,,,,,90376,2022-11-11_14h54.10.806,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.923432812272395,
0,0,0,1,0,0,1,0,star,hexagon,1,0,1,0,1,9,21,11,,,,,,,,,,,,,,,,,,,,544.1231310628355,544.1231310628355,544.1231310628355,544.1231310628355,544.1231310628355,544.1231310628355,544.1231310628355,544.1231310628355,544.1231310628355,544.1231310628355,a,1.0296474960632622,10,430,1,545.1755901610013,,546.6759119378403,,,,,,,,,,,,,,,,,,,,,,,,,,90376,2022-11-11_14h54.10.806,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.923432812272395,
0,0,1,0,0,1,0,0,hexagon,circle,1,0,1,0,1,10,22,7,,,,,,,,,,,,,,,,,,,,547.1759911119007,547.1759911119007,547.1759911119007,547.1759911119007,547.1759911119007,547.1759911119007,547.1759911119007,547.1759911119007,547.1759911119007,547.1759911119007,l,0.9927652969490737,10,440,1,548.1929582948796,549.693790165009,549.693790165009,550.1935946689919,,,,,,,,,,,,,,,,,,,,,,,,,90376,2022-11-11_14h54.10.806,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.923432812272395,
1,0,0,0,0,0,1,0,triangle,hexagon,1,0,1,0,1,11,23,1,,,,,,,,,,,,,,,,,,,,550.1935946689919,550.1935946689919,550.1935946689919,550.1935946689919,550.1935946689919,550.1935946689919,550.1935946689919,550.1935946689919,550.1935946689919,550.1935946689919,l,0.9777790419757366,1,441,1,551.1978560038842,,552.6963327939156,,,,,,,,,,,,,,,,,,,,,,,,,,90376,2022-11-11_14h54.10.806,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.923432812272395,
1,0,0,0,0,0,0,1,triangle,star,1,0,1,0,2,0,24,2,,,,,,,,,,,,,,,,,,,,553.1969139990397,553.1969139990397,553.1969139990397,553.1969139990397,553.1969139990397,553.1969139990397,553.1969139990397,553.1969139990397,553.1969139990397,553.1969139990397,l,0.7427983719389886,1,442,1,553.9638216618914,,555.4661315318663,,,,,,,,,,,,,,,,,,,,,,,,,,90376,2022-11-11_14h54.10.806,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.923432812272395,
0,0,0,1,1,0,0,0,star,triangle,1,0,1,0,2,1,25,9,,,,,,,,,,,,,,,,,,,,555.9661304219626,555.9661304219626,555.9661304219626,555.9661304219626,555.9661304219626,555.9661304219626,555.9661304219626,555.9661304219626,555.9661304219626,555.9661304219626,l,1.0442810989916325,10,452,1,557.0353387459181,,558.5502573528793,,,,,,,,,,,,,,,,,,,,,,,,,,90376,2022-11-11_14h54.10.806,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.923432812272395,
0,0,0,1,0,0,1,0,star,hexagon,1,0,1,0,2,2,26,11,,,,,,,,,,,,,,,,,,,,559.0506711120252,559.0506711120252,559.0506711120252,559.0506711120252,559.0506711120252,559.0506711120252,559.0506711120252,559.0506711120252,559.0506711120252,559.0506711120252,a,0.828723682789132,1,453,1,559.9031999309082,,561.4031267110258,,,,,,,,,,,,,,,,,,,,,,,,,,90376,2022-11-11_14h54.10.806,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.923432812272395,
0,0,1,0,0,1,0,0,hexagon,circle,1,0,1,0,2,3,27,7,,,,,,,,,,,,,,,,,,,,561.9036713289097,561.9036713289097,561.9036713289097,561.9036713289097,561.9036713289097,561.9036713289097,561.9036713289097,561.9036713289097,561.9036713289097,561.9036713289097,a,0.8447774818632752,10,463,1,562.7726128729992,,564.2877592409495,,,,,,,,,,,,,,,,,,,,,,,,,,90376,2022-11-11_14h54.10.806,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.923432812272395,
1,0,0,0,0,0,1,0,triangle,hexagon,1,0,1,0,2,4,28,1,,,,,,,,,,,,,,,,,,,,564.7880483188201,564.7880483188201,564.7880483188201,564.7880483188201,564.7880483188201,564.7880483188201,564.7880483188201,564.7880483188201,564.7880483188201,564.7880483188201,l,1.1115895891562104,10,473,1,565.9234422058798,567.4239046350121,567.4239046350121,,,,,,,,,,,,,,,,,,,,,,,,,,90376,2022-11-11_14h54.10.806,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.923432812272395,
0,1,0,0,0,0,1,0,circle,hexagon,1,0,1,0,2,5,29,4,,,,,,,,,,,,,,,,,,,,567.9241560809314,567.9241560809314,567.9241560809314,567.9241560809314,567.9241560809314,567.9241560809314,567.9241560809314,567.9241560809314,567.9241560809314,567.9241560809314,l,0.8093756129965186,1,474,1,568.7599338679574,,570.2751884369645,,,,,,,,,,,,,,,,,,,,,,,,,,90376,2022-11-11_14h54.10.806,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.923432812272395,
0,1,0,0,1,0,0,0,circle,triangle,1,0,1,0,2,6,30,3,,,,,,,,,,,,,,,,,,,,570.7601713649929,570.7601713649929,570.7601713649929,570.7601713649929,570.7601713649929,570.7601713649929,570.7601713649929,570.7601713649929,570.7601713649929,570.7601713649929,l,0.7299183749128133,1,475,1,571.5109874848276,573.0113169308752,573.0113169308752,573.5113592129201,,,,,,,,,,,,,,,,,,,,,,,,,90376,2022-11-11_14h54.10.806,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.923432812272395,
0,0,1,0,1,0,0,0,hexagon,triangle,1,0,1,0,2,7,31,6,,,,,,,,,,,,,,,,,,,,573.5113592129201,573.5113592129201,573.5113592129201,573.5113592129201,573.5113592129201,573.5113592129201,573.5113592129201,573.5113592129201,573.5113592129201,573.5113592129201,l,1.0502923899330199,10,485,1,574.5807298158761,,576.0806508508977,,,,,,,,,,,,,,,,,,,,,,,,,,90376,2022-11-11_14h54.10.806,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.923432812272395,
0,0,0,1,0,1,0,0,star ,circle,1,0,1,0,2,8,32,10,,,,,,,,,,,,,,,,,,,,576.5811019300018,576.5811019300018,576.5811019300018,576.5811019300018,576.5811019300018,576.5811019300018,576.5811019300018,576.5811019300018,576.5811019300018,576.5811019300018,a,0.9733668530825526,10,495,1,577.5815817909315,579.0818199589849,579.0818199589849,579.5818929090165,,,,,,,,,,,,,,,,,,,,,,,,,90376,2022-11-11_14h54.10.806,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.923432812272395,
1,0,0,0,0,1,0,0,triangle,circle,1,0,1,0,2,9,33,0,,,,,,,,,,,,,,,,,,,,579.5818929090165,579.5818929090165,579.5818929090165,579.5818929090165,579.5818929090165,579.5818929090165,579.5818929090165,579.5818929090165,579.5818929090165,579.5818929090165,a,0.6386172149796039,1,496,1,580.2511548439506,,581.7512960399035,,,,,,,,,,,,,,,,,,,,,,,,,,90376,2022-11-11_14h54.10.806,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.923432812272395,
0,1,0,0,0,0,0,1,circle,star,1,0,1,0,2,10,34,5,,,,,,,,,,,,,,,,,,,,582.2514621620066,582.2514621620066,582.2514621620066,582.2514621620066,582.2514621620066,582.2514621620066,582.2514621620066,582.2514621620066,582.2514621620066,582.2514621620066,a,0.6698017849121243,10,506,1,582.9540923698805,,584.469137230888,,,,,,,,,,,,,,,,,,,,,,,,,,90376,2022-11-11_14h54.10.806,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.923432812272395,
0,0,1,0,0,0,0,1,hexagon,star,1,0,1,0,2,11,35,8,,,,,,,,,,,,,,,,,,,,584.969197152881,584.969197152881,584.969197152881,584.969197152881,584.969197152881,584.969197152881,584.969197152881,584.969197152881,584.969197152881,584.969197152881,l,0.52785719698295,1,507,1,585.5232456680387,,587.0386112958658,,,,,,,,,,,,,,,,,,,,,,,,,,90376,2022-11-11_14h54.10.806,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.923432812272395,
0,1,0,0,1,0,0,0,circle,triangle,1,0,1,0,3,0,36,3,,,,,,,,,,,,,,,,,,,,587.5387438519392,587.5387438519392,587.5387438519392,587.5387438519392,587.5387438519392,587.5387438519392,587.5387438519392,587.5387438519392,587.5387438519392,587.5387438519392,l,0.4562604478560388,1,508,1,588.0222665688489,589.5228048639838,589.5228048639838,590.0228046579286,,,,,,,,,,,,,,,,,,,,,,,,,90376,2022-11-11_14h54.10.806,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.923432812272395,
0,0,1,0,0,1,0,0,hexagon,circle,1,0,1,0,3,1,37,7,,,,,,,,,,,,,,,,,,,,590.0228046579286,590.0228046579286,590.0228046579286,590.0228046579286,590.0228046579286,590.0228046579286,590.0228046579286,590.0228046579286,590.0228046579286,590.0228046579286,l,0.6498238048516214,10,518,1,590.6937558108475,,592.208798243897,,,,,,,,,,,,,,,,,,,,,,,,,,90376,2022-11-11_14h54.10.806,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.923432812272395,
0,0,1,0,1,0,0,0,hexagon,triangle,1,0,1,0,3,2,38,6,,,,,,,,,,,,,,,,,,,,592.7091668248177,592.7091668248177,592.7091668248177,592.7091668248177,592.7091668248177,592.7091668248177,592.7091668248177,592.7091668248177,592.7091668248177,592.7091668248177,l,1.0915484989527613,10,528,1,593.8260997179896,595.3266254758928,595.3266254758928,,,,,,,,,,,,,,,,,,,,,,,,,,90376,2022-11-11_14h54.10.806,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.923432812272395,
1,0,0,0,0,0,0,1,triangle,star,1,0,1,0,3,3,39,2,,,,,,,,,,,,,,,,,,,,595.8288121509831,595.8288121509831,595.8288121509831,595.8288121509831,595.8288121509831,595.8288121509831,595.8288121509831,595.8288121509831,595.8288121509831,595.8288121509831,a,0.6713859410956502,10,538,1,596.5291814228985,598.0294368900359,598.0294368900359,598.5294975070283,,,,,,,,,,,,,,,,,,,,,,,,,90376,2022-11-11_14h54.10.806,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.923432812272395,
0,0,0,1,1,0,0,0,star,triangle,1,0,1,0,3,4,40,9,,,,,,,,,,,,,,,,,,,,598.5294975070283,598.5294975070283,598.5294975070283,598.5294975070283,598.5294975070283,598.5294975070283,598.5294975070283,598.5294975070283,598.5294975070283,598.5294975070283,a,0.896722731878981,10,548,1,599.4469372369349,,600.9488997168373,,,,,,,,,,,,,,,,,,,,,,,,,,90376,2022-11-11_14h54.10.806,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.923432812272395,
