LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,training_feedback_txt.stopped,fix.started,fix.stopped,participant,date,expName,psychopyVersion,frameRate,
0,0,0,1,0,0,1,0,star,hexagon,0,0,0,0,3,0,36,11,,,,181.3393289319938,181.3393289319938,181.3393289319938,181.3393289319938,181.3393289319938,181.3393289319938,181.3393289319938,181.3393289319938,181.3393289319938,181.3393289319938,a,0.1261321649653837,1,172,0,181.49043997994158,,182.99134228401817,,17658,2022-12-01_14h05.39.560,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.837240199536105,
0,0,1,0,0,0,0,1,hexagon,star,0,0,0,0,3,1,37,8,,,,183.49202272691764,183.49202272691764,183.49202272691764,183.49202272691764,183.49202272691764,183.49202272691764,183.49202272691764,183.49202272691764,183.49202272691764,183.49202272691764,a,0.31318971107248217,10,182,0,183.82567802700214,,185.32718229596503,,17658,2022-12-01_14h05.39.560,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.837240199536105,
0,0,0,1,0,1,0,0,star ,circle,0,0,0,0,3,2,38,10,,,,185.8276997959474,185.8276997959474,185.8276997959474,185.8276997959474,185.8276997959474,185.8276997959474,185.8276997959474,185.8276997959474,185.8276997959474,185.8276997959474,a,0.26284931891132146,10,192,0,186.11135967401788,,187.6131678710226,,17658,2022-12-01_14h05.39.560,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.837240199536105,
0,0,0,1,1,0,0,0,star,triangle,0,0,0,0,3,3,39,9,,,,188.11377410893328,188.11377410893328,188.11377410893328,188.11377410893328,188.11377410893328,188.11377410893328,188.11377410893328,188.11377410893328,188.11377410893328,188.11377410893328,l,0.25968926306813955,10,202,0,188.3971500749467,,189.89894975395873,,17658,2022-12-01_14h05.39.560,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.837240199536105,
0,0,1,0,0,1,0,0,hexagon,circle,0,0,0,0,3,4,40,7,,,,190.39943382400088,190.39943382400088,190.39943382400088,190.39943382400088,190.39943382400088,190.39943382400088,190.39943382400088,190.39943382400088,190.39943382400088,190.39943382400088,l,0.0772810090566054,10,212,0,190.49967183696572,,192.00129921198823,,17658,2022-12-01_14h05.39.560,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.837240199536105,
0,1,0,0,0,0,0,1,circle,star,0,0,0,0,3,5,41,5,,,,192.5018331760075,192.5018331760075,192.5018331760075,192.5018331760075,192.5018331760075,192.5018331760075,192.5018331760075,192.5018331760075,192.5018331760075,192.5018331760075,a,0.0008759639458730817,10,222,0,192.51844673103187,194.02011409692932,194.02011409692932,194.5207872199826,17658,2022-12-01_14h05.39.560,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.837240199536105,
1,0,0,0,0,0,1,0,triangle,hexagon,0,0,0,0,3,6,42,1,,,,194.5207872199826,194.5207872199826,194.5207872199826,194.5207872199826,194.5207872199826,194.5207872199826,194.5207872199826,194.5207872199826,194.5207872199826,194.5207872199826,a,0.01770852890331298,1,223,0,194.5708868650254,,196.07241455896292,,17658,2022-12-01_14h05.39.560,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.837240199536105,
0,1,0,0,0,0,1,0,circle,hexagon,0,0,0,0,3,7,43,4,,,,196.57319825899322,196.57319825899322,196.57319825899322,196.57319825899322,196.57319825899322,196.57319825899322,196.57319825899322,196.57319825899322,196.57319825899322,196.57319825899322,l,0.08174080098979175,1,224,0,196.6729718389688,,198.17478933092207,,17658,2022-12-01_14h05.39.560,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.837240199536105,
1,0,0,0,0,1,0,0,triangle,circle,0,0,0,0,3,8,44,0,,,,198.67524354497436,198.67524354497436,198.67524354497436,198.67524354497436,198.67524354497436,198.67524354497436,198.67524354497436,198.67524354497436,198.67524354497436,198.67524354497436,l,0.31839037605095655,10,234,0,199.02582720993087,,200.52731803397182,,17658,2022-12-01_14h05.39.560,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.837240199536105,
1,0,0,0,0,0,0,1,triangle,star,0,0,0,0,3,9,45,2,,,,201.0281563559547,201.0281563559547,201.0281563559547,201.0281563559547,201.0281563559547,201.0281563559547,201.0281563559547,201.0281563559547,201.0281563559547,201.0281563559547,l,0.049607453984208405,1,235,0,201.11132596700918,,202.6131608770229,,17658,2022-12-01_14h05.39.560,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.837240199536105,
0,1,0,0,1,0,0,0,circle,triangle,0,0,0,0,3,10,46,3,,,,203.09694389195647,203.09694389195647,203.09694389195647,203.09694389195647,203.09694389195647,203.09694389195647,203.09694389195647,203.09694389195647,203.09694389195647,203.09694389195647,l,0.33073569904081523,10,245,0,203.4483657819219,,204.94877901498694,,17658,2022-12-01_14h05.39.560,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.837240199536105,
0,0,1,0,1,0,0,0,hexagon,triangle,0,0,0,0,3,11,47,6,,,,205.44938046694733,205.44938046694733,205.44938046694733,205.44938046694733,205.44938046694733,205.44938046694733,205.44938046694733,205.44938046694733,205.44938046694733,205.44938046694733,a,0.05926649190951139,10,255,0,205.549621372018,,207.03458497393876,,17658,2022-12-01_14h05.39.560,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.837240199536105,
0,0,1,0,1,0,0,0,hexagon,triangle,1,0,1,0,0,0,0,6,,,,212.40774080902338,212.40774080902338,212.40774080902338,212.40774080902338,212.40774080902338,212.40774080902338,212.40774080902338,212.40774080902338,212.40774080902338,212.40774080902338,a,0.661146495025605,1,256,1,213.10789186903276,,214.59293953096494,,17658,2022-12-01_14h05.39.560,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.837240199536105,
1,0,0,0,0,0,1,0,triangle,hexagon,1,0,1,0,0,1,1,1,,,,215.09356359392405,215.09356359392405,215.09356359392405,215.09356359392405,215.09356359392405,215.09356359392405,215.09356359392405,215.09356359392405,215.09356359392405,215.09356359392405,a,2.610629908973351,10,266,1,217.73152276093606,,219.2314644709695,,17658,2022-12-01_14h05.39.560,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.837240199536105,
,,,,,,,,,,,,,,,,,,,,,219.7319206519751,219.7319206519751,219.7319206519751,219.7319206519751,219.7319206519751,219.7319206519751,219.7319206519751,219.7319206519751,219.7319206519751,219.7319206519751,,,,,,,,,,,,,,,
