LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,fix.started,training_feedback_txt.stopped,fix.stopped,participant,date,expName,psychopyVersion,frameRate,
0,0,1,0,1,0,0,0,hexagon,triangle,1,0,1,0,0,10,10,6,,,,,,,,809.9448483570013,809.9448483570013,809.9448483570013,809.9448483570013,809.9448483570013,809.9448483570013,809.9448483570013,809.9448483570013,809.9448483570013,809.9448483570013,a,0.6429209729976719,1,464,1,810.6124261140067,812.1139078520064,,,40673,2022-10-26_14h41.08.712,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10340526239601,
0,0,0,1,0,0,1,0,star,hexagon,1,0,1,0,0,11,11,11,,,,,,,,812.6144317080034,812.6144317080034,812.6144317080034,812.6144317080034,812.6144317080034,812.6144317080034,812.6144317080034,812.6144317080034,812.6144317080034,812.6144317080034,a,0.7665938479913166,1,465,1,813.3986389089987,814.9003125349991,,,40673,2022-10-26_14h41.08.712,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10340526239601,
0,0,0,1,1,0,0,0,star,triangle,1,0,1,0,1,0,12,9,,,,,,,,815.4009180389985,815.4009180389985,815.4009180389985,815.4009180389985,815.4009180389985,815.4009180389985,815.4009180389985,815.4009180389985,815.4009180389985,815.4009180389985,a,0.66841754699999,10,475,1,816.1018096530024,817.6033270769985,,,40673,2022-10-26_14h41.08.712,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10340526239601,
0,0,1,0,0,0,0,1,hexagon,star,1,0,1,0,1,1,13,8,,,,,,,,818.1040653850068,818.1040653850068,818.1040653850068,818.1040653850068,818.1040653850068,818.1040653850068,818.1040653850068,818.1040653850068,818.1040653850068,818.1040653850068,l,1.179145582995261,10,485,1,819.3051410519984,820.8069594800036,,,40673,2022-10-26_14h41.08.712,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10340526239601,
0,0,1,0,1,0,0,0,hexagon,triangle,1,0,1,0,1,2,14,6,,,,,,,,821.3075468989991,821.3075468989991,821.3075468989991,821.3075468989991,821.3075468989991,821.3075468989991,821.3075468989991,821.3075468989991,821.3075468989991,821.3075468989991,a,1.103473083989229,10,495,1,822.442115924001,823.9439018120029,,,40673,2022-10-26_14h41.08.712,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10340526239601,
0,1,0,0,0,0,0,1,circle,star,1,0,1,0,1,3,15,5,,,,,,,,824.4441898299992,824.4441898299992,824.4441898299992,824.4441898299992,824.4441898299992,824.4441898299992,824.4441898299992,824.4441898299992,824.4441898299992,824.4441898299992,a,0.3750484089978272,10,505,1,824.8448748170049,826.3465669790021,,,40673,2022-10-26_14h41.08.712,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10340526239601,
0,0,1,0,0,1,0,0,hexagon,circle,1,0,1,0,1,4,16,7,,,,,,,,826.8471568090026,826.8471568090026,826.8471568090026,826.8471568090026,826.8471568090026,826.8471568090026,826.8471568090026,826.8471568090026,826.8471568090026,826.8471568090026,l,0.7407101999997394,10,515,1,827.6145077420078,829.116030767007,,,40673,2022-10-26_14h41.08.712,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10340526239601,
0,1,0,0,1,0,0,0,circle,triangle,1,0,1,0,1,5,17,3,,,,,,,,829.6166508640017,829.6166508640017,829.6166508640017,829.6166508640017,829.6166508640017,829.6166508640017,829.6166508640017,829.6166508640017,829.6166508640017,829.6166508640017,a,0.5318840590043692,1,516,1,830.1674120889948,831.6689226529998,,,40673,2022-10-26_14h41.08.712,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10340526239601,
0,0,0,1,0,1,0,0,star ,circle,1,0,1,0,1,6,18,10,,,,,,,,832.169503779005,832.169503779005,832.169503779005,832.169503779005,832.169503779005,832.169503779005,832.169503779005,832.169503779005,832.169503779005,832.169503779005,l,0.39361737499712035,1,517,1,832.5864795499947,834.0881786569953,,,40673,2022-10-26_14h41.08.712,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10340526239601,
1,0,0,0,0,0,0,1,triangle,star,1,0,1,0,1,7,19,2,,,,,,,,834.5887537649978,834.5887537649978,834.5887537649978,834.5887537649978,834.5887537649978,834.5887537649978,834.5887537649978,834.5887537649978,834.5887537649978,834.5887537649978,l,0.6160212440008763,1,518,1,835.2228449490067,836.724571853003,,,40673,2022-10-26_14h41.08.712,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10340526239601,
0,1,0,0,0,0,1,0,circle,hexagon,1,0,1,0,1,8,20,4,,,,,,,,837.2251295379974,837.2251295379974,837.2251295379974,837.2251295379974,837.2251295379974,837.2251295379974,837.2251295379974,837.2251295379974,837.2251295379974,837.2251295379974,a,0.5003637460031314,10,528,1,837.7425078219967,839.244114429006,839.244114429006,,40673,2022-10-26_14h41.08.712,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10340526239601,
1,0,0,0,0,1,0,0,triangle,circle,1,0,1,0,1,9,21,0,,,,,,,,839.7446948889992,839.7446948889992,839.7446948889992,839.7446948889992,839.7446948889992,839.7446948889992,839.7446948889992,839.7446948889992,839.7446948889992,839.7446948889992,l,0.4680013199977111,10,538,1,840.2450326280086,841.7467547380074,,,40673,2022-10-26_14h41.08.712,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10340526239601,
1,0,0,0,0,0,1,0,triangle,hexagon,1,0,1,0,1,10,22,1,,,,,,,,842.2475241920038,842.2475241920038,842.2475241920038,842.2475241920038,842.2475241920038,842.2475241920038,842.2475241920038,842.2475241920038,842.2475241920038,842.2475241920038,l,1.0600616820011055,10,548,1,843.3317138419952,844.8334810749948,,,40673,2022-10-26_14h41.08.712,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10340526239601,
0,0,0,1,0,0,1,0,star,hexagon,1,0,1,0,1,11,23,11,,,,,,,,845.3339426769962,845.3339426769962,845.3339426769962,845.3339426769962,845.3339426769962,845.3339426769962,845.3339426769962,845.3339426769962,845.3339426769962,845.3339426769962,a,0.6059720149933128,10,558,1,845.9678704530088,847.4698772139964,,,40673,2022-10-26_14h41.08.712,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10340526239601,
0,0,0,1,0,0,1,0,star,hexagon,1,0,1,0,2,0,24,11,,,,,,,,847.9702133670071,847.9702133670071,847.9702133670071,847.9702133670071,847.9702133670071,847.9702133670071,847.9702133670071,847.9702133670071,847.9702133670071,847.9702133670071,a,0.6904594189982163,10,568,1,848.6875820590067,850.1892132490029,,,40673,2022-10-26_14h41.08.712,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10340526239601,
1,0,0,0,0,1,0,0,triangle,circle,1,0,1,0,2,1,25,0,,,,,,,,850.6897474639991,850.6897474639991,850.6897474639991,850.6897474639991,850.6897474639991,850.6897474639991,850.6897474639991,850.6897474639991,850.6897474639991,850.6897474639991,l,0.6906702749984106,1,569,1,851.4074477590038,852.9091156500072,,,40673,2022-10-26_14h41.08.712,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10340526239601,
0,1,0,0,0,0,1,0,circle,hexagon,1,0,1,0,2,2,26,4,,,,,,,,853.4096315380011,853.4096315380011,853.4096315380011,853.4096315380011,853.4096315380011,853.4096315380011,853.4096315380011,853.4096315380011,853.4096315380011,853.4096315380011,a,0.6679665979900165,10,579,1,854.1105796220072,855.6120066400035,,,40673,2022-10-26_14h41.08.712,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10340526239601,
1,0,0,0,0,0,1,0,triangle,hexagon,1,0,1,0,2,3,27,1,,,,,,,,856.1125178329967,856.1125178329967,856.1125178329967,856.1125178329967,856.1125178329967,856.1125178329967,856.1125178329967,856.1125178329967,856.1125178329967,856.1125178329967,l,1.1082852399995318,1,580,1,857.2471897740033,858.7490403190022,,,40673,2022-10-26_14h41.08.712,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10340526239601,
0,0,0,1,0,1,0,0,star ,circle,1,0,1,0,2,4,28,10,,,,,,,,859.249457924001,859.249457924001,859.249457924001,859.249457924001,859.249457924001,859.249457924001,859.249457924001,859.249457924001,859.249457924001,859.249457924001,a,0.4906546720012557,1,581,1,859.7665864830051,861.2682590070035,,,40673,2022-10-26_14h41.08.712,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10340526239601,
0,0,0,1,1,0,0,0,star,triangle,1,0,1,0,2,5,29,9,,,,,,,,861.7688616730011,861.7688616730011,861.7688616730011,861.7688616730011,861.7688616730011,861.7688616730011,861.7688616730011,861.7688616730011,861.7688616730011,861.7688616730011,a,0.7792687979963375,10,591,1,862.569713585006,864.0713661970076,,,40673,2022-10-26_14h41.08.712,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10340526239601,
0,1,0,0,1,0,0,0,circle,triangle,1,0,1,0,2,6,30,3,,,,,,,,864.5718997070071,864.5718997070071,864.5718997070071,864.5718997070071,864.5718997070071,864.5718997070071,864.5718997070071,864.5718997070071,864.5718997070071,864.5718997070071,a,0.4077807080029743,10,601,1,865.0056428749958,866.5074626540008,,,40673,2022-10-26_14h41.08.712,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10340526239601,
0,0,1,0,1,0,0,0,hexagon,triangle,1,0,1,0,2,7,31,6,,,,,,,,867.0079884629959,867.0079884629959,867.0079884629959,867.0079884629959,867.0079884629959,867.0079884629959,867.0079884629959,867.0079884629959,867.0079884629959,867.0079884629959,a,1.0916586680104956,10,611,1,868.1258470739995,869.627448610001,,,40673,2022-10-26_14h41.08.712,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10340526239601,
0,1,0,0,0,0,0,1,circle,star,1,0,1,0,2,8,32,5,,,,,,,,870.1279756419972,870.1279756419972,870.1279756419972,870.1279756419972,870.1279756419972,870.1279756419972,870.1279756419972,870.1279756419972,870.1279756419972,870.1279756419972,a,0.4598156099964399,10,621,1,870.6120030940074,872.1135144330037,,,40673,2022-10-26_14h41.08.712,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10340526239601,
0,0,1,0,0,0,0,1,hexagon,star,1,0,1,0,2,9,33,8,,,,,,,,872.613977697998,872.613977697998,872.613977697998,872.613977697998,872.613977697998,872.613977697998,872.613977697998,872.613977697998,872.613977697998,872.613977697998,l,0.9022061559953727,10,631,1,873.5484881650045,875.0500722200086,,,40673,2022-10-26_14h41.08.712,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10340526239601,
1,0,0,0,0,0,0,1,triangle,star,1,0,1,0,2,10,34,2,,,,,,,,875.5505096880079,875.5505096880079,875.5505096880079,875.5505096880079,875.5505096880079,875.5505096880079,875.5505096880079,875.5505096880079,875.5505096880079,875.5505096880079,l,0.613151466997806,10,641,1,876.1847860480048,877.6865236390004,,,40673,2022-10-26_14h41.08.712,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10340526239601,
0,0,1,0,0,1,0,0,hexagon,circle,1,0,1,0,2,11,35,7,,,,,,,,878.1867803990026,878.1867803990026,878.1867803990026,878.1867803990026,878.1867803990026,878.1867803990026,878.1867803990026,878.1867803990026,878.1867803990026,878.1867803990026,l,0.6012950360018294,10,651,1,878.8208735390072,880.3227797169966,,,40673,2022-10-26_14h41.08.712,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10340526239601,
1,0,0,0,0,0,0,1,triangle,star,1,0,1,0,3,0,36,2,,,,,,,,880.8231743890065,880.8231743890065,880.8231743890065,880.8231743890065,880.8231743890065,880.8231743890065,880.8231743890065,880.8231743890065,880.8231743890065,880.8231743890065,l,0.7340745109977433,10,661,1,881.5741161680053,883.0757962439966,883.0757962439966,,40673,2022-10-26_14h41.08.712,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10340526239601,
1,0,0,0,0,1,0,0,triangle,circle,1,0,1,0,3,1,37,0,,,,,,,,883.5761675389949,883.5761675389949,883.5761675389949,883.5761675389949,883.5761675389949,883.5761675389949,883.5761675389949,883.5761675389949,883.5761675389949,883.5761675389949,l,0.5080628709984012,10,671,1,884.1099639470049,885.6116502750083,,,40673,2022-10-26_14h41.08.712,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10340526239601,
0,0,0,1,0,0,1,0,star,hexagon,1,0,1,0,3,2,38,11,,,,,,,,886.1123421480006,886.1123421480006,886.1123421480006,886.1123421480006,886.1123421480006,886.1123421480006,886.1123421480006,886.1123421480006,886.1123421480006,886.1123421480006,a,0.747136286998284,10,681,1,886.8797157070076,888.381460509001,,,40673,2022-10-26_14h41.08.712,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10340526239601,
1,0,0,0,0,0,1,0,triangle,hexagon,1,0,1,0,3,3,39,1,,,,,,,,888.8821008969971,888.8821008969971,888.8821008969971,888.8821008969971,888.8821008969971,888.8821008969971,888.8821008969971,888.8821008969971,888.8821008969971,888.8821008969971,l,0.5778961820033146,1,682,1,889.4827004990075,890.984245190004,,,40673,2022-10-26_14h41.08.712,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10340526239601,
0,0,0,1,1,0,0,0,star,triangle,1,0,1,0,3,4,40,9,,,,,,,,891.4847891789977,891.4847891789977,891.4847891789977,891.4847891789977,891.4847891789977,891.4847891789977,891.4847891789977,891.4847891789977,891.4847891789977,891.4847891789977,a,0.5432074179989286,10,692,1,892.0521264650015,893.5538915170036,,,40673,2022-10-26_14h41.08.712,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10340526239601,
0,0,1,0,0,1,0,0,hexagon,circle,1,0,1,0,3,5,41,7,,,,,,,,894.0545560129976,894.0545560129976,894.0545560129976,894.0545560129976,894.0545560129976,894.0545560129976,894.0545560129976,894.0545560129976,894.0545560129976,894.0545560129976,l,0.5669630009942921,10,702,1,894.638381910001,896.1402789700078,896.1402789700078,,40673,2022-10-26_14h41.08.712,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10340526239601,
0,0,1,0,1,0,0,0,hexagon,triangle,1,0,1,0,3,6,42,6,,,,,,,,896.6404944469978,896.6404944469978,896.6404944469978,896.6404944469978,896.6404944469978,896.6404944469978,896.6404944469978,896.6404944469978,896.6404944469978,896.6404944469978,a,1.0197803299961379,1,703,1,897.6918538989994,899.1935106589954,,,40673,2022-10-26_14h41.08.712,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10340526239601,
0,1,0,0,0,0,1,0,circle,hexagon,1,0,1,0,3,7,43,4,,,,,,,,899.6940279340051,899.6940279340051,899.6940279340051,899.6940279340051,899.6940279340051,899.6940279340051,899.6940279340051,899.6940279340051,899.6940279340051,899.6940279340051,l,1.0290637229918502,1,704,1,900.7452037839976,902.2469332269975,,,40673,2022-10-26_14h41.08.712,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10340526239601,
0,0,0,1,0,1,0,0,star ,circle,1,0,1,0,3,8,44,10,,,,,,,,902.7472988399968,902.7472988399968,902.7472988399968,902.7472988399968,902.7472988399968,902.7472988399968,902.7472988399968,902.7472988399968,902.7472988399968,902.7472988399968,l,0.9364847760007251,10,714,1,903.7151550389972,905.2167041070061,905.2167041070061,,40673,2022-10-26_14h41.08.712,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10340526239601,
0,1,0,0,1,0,0,0,circle,triangle,1,0,1,0,3,9,45,3,,,,,,,,905.7174299150065,905.7174299150065,905.7174299150065,905.7174299150065,905.7174299150065,905.7174299150065,905.7174299150065,905.7174299150065,905.7174299150065,905.7174299150065,a,1.0542809050093638,1,715,1,906.8020798299985,908.3035720629996,,,40673,2022-10-26_14h41.08.712,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10340526239601,
0,1,0,0,0,0,0,1,circle,star,1,0,1,0,3,10,46,5,,,,,,,,908.8041397740017,908.8041397740017,908.8041397740017,908.8041397740017,908.8041397740017,908.8041397740017,908.8041397740017,908.8041397740017,908.8041397740017,908.8041397740017,a,0.5516147319867741,10,725,1,909.3881868820026,910.8895904990059,,,40673,2022-10-26_14h41.08.712,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10340526239601,
0,0,1,0,0,0,0,1,hexagon,star,1,0,1,0,3,11,47,8,,,,,,,,911.3900959720049,911.3900959720049,911.3900959720049,911.3900959720049,911.3900959720049,911.3900959720049,911.3900959720049,911.3900959720049,911.3900959720049,911.3900959720049,l,0.7828612400044221,10,735,1,912.1910724430054,913.6926313069998,913.6926313069998,914.2101377689978,40673,2022-10-26_14h41.08.712,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10340526239601,
0,1,0,0,1,0,0,0,circle,triangle,2,0,2,0,0,0,0,3,,,,,,,,933.6312263099971,933.6312263099971,933.6312263099971,933.6312263099971,933.6312263099971,933.6312263099971,933.6312263099971,933.6312263099971,933.6312263099971,933.6312263099971,a,1.0037728960014647,10,745,2,934.6658445770008,936.1674848340044,,,40673,2022-10-26_14h41.08.712,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10340526239601,
0,0,0,1,0,0,1,0,star,hexagon,2,0,2,0,0,1,1,11,,,,,,,,936.6680726490013,936.6680726490013,936.6680726490013,936.6680726490013,936.6680726490013,936.6680726490013,936.6680726490013,936.6680726490013,936.6680726490013,936.6680726490013,a,0.8874571470078081,10,755,2,937.5857851449982,939.0876138680032,,,40673,2022-10-26_14h41.08.712,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10340526239601,
0,1,0,0,0,0,1,0,circle,hexagon,2,0,2,0,0,2,2,4,,,,,,,,939.587889389004,939.587889389004,939.587889389004,939.587889389004,939.587889389004,939.587889389004,939.587889389004,939.587889389004,939.587889389004,939.587889389004,a,0.5598607730062213,10,765,2,940.1718296990002,941.6734826500033,,,40673,2022-10-26_14h41.08.712,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10340526239601,
1,0,0,0,0,0,0,1,triangle,star,2,0,2,0,0,3,3,2,,,,,,,,942.174136037007,942.174136037007,942.174136037007,942.174136037007,942.174136037007,942.174136037007,942.174136037007,942.174136037007,942.174136037007,942.174136037007,l,0.7668121140013682,10,775,2,942.9585307439993,944.460160882998,,,40673,2022-10-26_14h41.08.712,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10340526239601,
0,0,0,1,1,0,0,0,star,triangle,2,0,2,0,0,4,4,9,,,,,,,,944.960420686999,944.960420686999,944.960420686999,944.960420686999,944.960420686999,944.960420686999,944.960420686999,944.960420686999,944.960420686999,944.960420686999,a,0.6521360649931012,10,785,2,945.6448512520001,947.1463807980035,,,40673,2022-10-26_14h41.08.712,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10340526239601,
1,0,0,0,0,0,1,0,triangle,hexagon,2,0,2,0,0,5,5,1,,,,,,,,947.6467638290051,947.6467638290051,947.6467638290051,947.6467638290051,947.6467638290051,947.6467638290051,947.6467638290051,947.6467638290051,947.6467638290051,947.6467638290051,l,1.013578440004494,1,786,2,948.6813065669994,950.1830790140084,,,40673,2022-10-26_14h41.08.712,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10340526239601,
0,1,0,0,0,0,0,1,circle,star,2,0,2,0,0,6,6,5,,,,,,,,950.6837786270044,950.6837786270044,950.6837786270044,950.6837786270044,950.6837786270044,950.6837786270044,950.6837786270044,950.6837786270044,950.6837786270044,950.6837786270044,a,0.5440285090007819,10,796,2,951.2513713680091,952.7526825920067,,,40673,2022-10-26_14h41.08.712,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10340526239601,
0,0,0,1,0,1,0,0,star ,circle,2,0,2,0,0,7,7,10,,,,,,,,953.2529815669986,953.2529815669986,953.2529815669986,953.2529815669986,953.2529815669986,953.2529815669986,953.2529815669986,953.2529815669986,953.2529815669986,953.2529815669986,l,0.5587050629983423,10,806,2,953.8371430499974,955.3384629220091,955.3384629220091,,40673,2022-10-26_14h41.08.712,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10340526239601,
0,0,1,0,0,1,0,0,hexagon,circle,2,0,2,0,0,8,8,7,,,,,,,,955.8393941429968,955.8393941429968,955.8393941429968,955.8393941429968,955.8393941429968,955.8393941429968,955.8393941429968,955.8393941429968,955.8393941429968,955.8393941429968,l,0.6683255889947759,10,816,2,956.5399517330079,958.041654583998,,,40673,2022-10-26_14h41.08.712,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10340526239601,
0,0,1,0,0,0,0,1,hexagon,star,2,0,2,0,0,9,9,8,,,,,,,,958.5422254389996,958.5422254389996,958.5422254389996,958.5422254389996,958.5422254389996,958.5422254389996,958.5422254389996,958.5422254389996,958.5422254389996,958.5422254389996,l,1.0688366399990628,10,826,2,959.6432618389954,961.1452603000071,,,40673,2022-10-26_14h41.08.712,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10340526239601,
1,0,0,0,0,1,0,0,triangle,circle,2,0,2,0,0,10,10,0,,,,,,,,961.6458050299989,961.6458050299989,961.6458050299989,961.6458050299989,961.6458050299989,961.6458050299989,961.6458050299989,961.6458050299989,961.6458050299989,961.6458050299989,l,1.4937580740079284,10,836,2,963.163927105008,964.6656023940013,,,40673,2022-10-26_14h41.08.712,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10340526239601,
0,0,1,0,1,0,0,0,hexagon,triangle,2,0,2,0,0,11,11,6,,,,,,,,965.1661392499955,965.1661392499955,965.1661392499955,965.1661392499955,965.1661392499955,965.1661392499955,965.1661392499955,965.1661392499955,965.1661392499955,965.1661392499955,a,0.6459653589990921,1,837,2,965.8334859800088,967.3353162919957,,,40673,2022-10-26_14h41.08.712,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10340526239601,
0,1,0,0,0,0,0,1,circle,star,2,0,2,0,1,0,12,5,,,,,,,,967.8357504540036,967.8357504540036,967.8357504540036,967.8357504540036,967.8357504540036,967.8357504540036,967.8357504540036,967.8357504540036,967.8357504540036,967.8357504540036,a,1.2873008250026032,10,847,2,969.1538752290071,970.6556950340018,,,40673,2022-10-26_14h41.08.712,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10340526239601,
1,0,0,0,0,0,1,0,triangle,hexagon,2,0,2,0,1,1,13,1,,,,,,,,971.156104417998,971.156104417998,971.156104417998,971.156104417998,971.156104417998,971.156104417998,971.156104417998,971.156104417998,971.156104417998,971.156104417998,l,1.5193659549986478,1,848,2,972.7080069740041,974.2098153219995,,,40673,2022-10-26_14h41.08.712,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10340526239601,
1,0,0,0,0,1,0,0,triangle,circle,2,0,2,0,1,2,14,0,,,,,,,,974.7100814769947,974.7100814769947,974.7100814769947,974.7100814769947,974.7100814769947,974.7100814769947,974.7100814769947,974.7100814769947,974.7100814769947,974.7100814769947,l,3.8942532999935793,10,858,2,978.6309391490067,980.1326170990069,,,40673,2022-10-26_14h41.08.712,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10340526239601,
1,0,0,0,0,0,0,1,triangle,star,2,0,2,0,1,3,15,2,,,,,,,,980.6332275790046,980.6332275790046,980.6332275790046,980.6332275790046,980.6332275790046,980.6332275790046,980.6332275790046,980.6332275790046,980.6332275790046,980.6332275790046,l,1.1224958739912836,10,868,2,981.7844749180076,983.2862599969958,,,40673,2022-10-26_14h41.08.712,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10340526239601,
0,0,1,0,0,1,0,0,hexagon,circle,2,0,2,0,1,4,16,7,,,,,,,,983.7865595449985,983.7865595449985,983.7865595449985,983.7865595449985,983.7865595449985,983.7865595449985,983.7865595449985,983.7865595449985,983.7865595449985,983.7865595449985,l,0.8350181309942855,10,878,2,984.6543825289991,986.1560741430003,,,40673,2022-10-26_14h41.08.712,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10340526239601,
0,0,0,1,0,0,1,0,star,hexagon,2,0,2,0,1,5,17,11,,,,,,,,986.6564184599993,986.6564184599993,986.6564184599993,986.6564184599993,986.6564184599993,986.6564184599993,986.6564184599993,986.6564184599993,986.6564184599993,986.6564184599993,a,1.2192217900010291,10,888,2,987.9079140870017,989.4097807719954,,,40673,2022-10-26_14h41.08.712,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10340526239601,
0,0,0,1,1,0,0,0,star,triangle,2,0,2,0,1,6,18,9,,,,,,,,989.9101509430038,989.9101509430038,989.9101509430038,989.9101509430038,989.9101509430038,989.9101509430038,989.9101509430038,989.9101509430038,989.9101509430038,989.9101509430038,a,0.6851697549864184,10,898,2,990.6277756920026,992.1292646130023,,,40673,2022-10-26_14h41.08.712,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10340526239601,
0,0,1,0,0,0,0,1,hexagon,star,2,0,2,0,1,7,19,8,,,,,,,,992.6299627920089,992.6299627920089,992.6299627920089,992.6299627920089,992.6299627920089,992.6299627920089,992.6299627920089,992.6299627920089,992.6299627920089,992.6299627920089,l,0.5907313749921741,10,908,2,993.2471338629985,994.7486806079978,,,40673,2022-10-26_14h41.08.712,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10340526239601,
0,0,0,1,0,1,0,0,star ,circle,2,0,2,0,1,8,20,10,,,,,,,,995.2494105390069,995.2494105390069,995.2494105390069,995.2494105390069,995.2494105390069,995.2494105390069,995.2494105390069,995.2494105390069,995.2494105390069,995.2494105390069,l,0.7545140509901103,10,918,2,996.0335930440051,997.5352550230018,,,40673,2022-10-26_14h41.08.712,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10340526239601,
0,1,0,0,1,0,0,0,circle,triangle,2,0,2,0,1,9,21,3,,,,,,,,998.035743239001,998.035743239001,998.035743239001,998.035743239001,998.035743239001,998.035743239001,998.035743239001,998.035743239001,998.035743239001,998.035743239001,a,1.0016491819988005,10,928,2,999.070101329009,1000.5719571430091,,,40673,2022-10-26_14h41.08.712,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10340526239601,
0,1,0,0,0,0,1,0,circle,hexagon,2,0,2,0,1,10,22,4,,,,,,,,1001.0723928469961,1001.0723928469961,1001.0723928469961,1001.0723928469961,1001.0723928469961,1001.0723928469961,1001.0723928469961,1001.0723928469961,1001.0723928469961,1001.0723928469961,a,0.5394215159903979,10,938,2,1001.6397291799949,1003.1414241019957,,,40673,2022-10-26_14h41.08.712,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10340526239601,
0,0,1,0,1,0,0,0,hexagon,triangle,2,0,2,0,1,11,23,6,,,,,,,,1003.6420834180026,1003.6420834180026,1003.6420834180026,1003.6420834180026,1003.6420834180026,1003.6420834180026,1003.6420834180026,1003.6420834180026,1003.6420834180026,1003.6420834180026,a,1.6260475750023033,1,939,2,1005.2935537570011,1006.7953143250052,,,40673,2022-10-26_14h41.08.712,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.10340526239601,
