LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,training_feedback_txt.stopped,fix.started,fix.stopped,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,top_target_prac1.stopped,bott_target_prac1.stopped,target_resp_prac1.stopped,acc,E1,target_resp_prac1.keys,pracBlock,prac_fback_text.started,target_resp_prac1.rt,tgt_fix_prac1.stopped,prac_fback_text.stopped,participant,date,expName,psychopyVersion,frameRate,
1,0,0,0,0,0,1,0,triangle,hexagon,2,0,2,0,0,11,11,1,,,,,,,,,,,,554.4018246319611,554.4018246319611,554.4018246319611,554.4018246319611,554.4018246319611,554.4018246319611,554.4018246319611,554.4018246319611,554.4018246319611,554.4018246319611,a,0.8443119039293379,10,540,2,555.2700739700813,,556.7709648150485,,,,,,,,,,,,,,,,,,,,,38074,2022-11-09_14h33.05.439,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.81407118843644,
0,1,0,0,0,0,1,0,circle,hexagon,2,0,2,0,1,0,12,4,,,,,,,,,,,,557.2718101299834,557.2718101299834,557.2718101299834,557.2718101299834,557.2718101299834,557.2718101299834,557.2718101299834,557.2718101299834,557.2718101299834,557.2718101299834,a,0.32529902923852205,1,541,2,557.621868589893,,559.1236292840913,,,,,,,,,,,,,,,,,,,,,38074,2022-11-09_14h33.05.439,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.81407118843644,
0,0,1,0,0,1,0,0,hexagon,circle,2,0,2,0,1,1,13,7,,,,,,,,,,,,559.6242438310292,559.6242438310292,559.6242438310292,559.6242438310292,559.6242438310292,559.6242438310292,559.6242438310292,559.6242438310292,559.6242438310292,559.6242438310292,a,0.3814208321273327,10,551,2,560.0245826970786,,561.5262735590804,,,,,,,,,,,,,,,,,,,,,38074,2022-11-09_14h33.05.439,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.81407118843644,
0,0,0,1,0,1,0,0,star ,circle,2,0,2,0,1,2,14,10,,,,,,,,,,,,562.0267181799281,562.0267181799281,562.0267181799281,562.0267181799281,562.0267181799281,562.0267181799281,562.0267181799281,562.0267181799281,562.0267181799281,562.0267181799281,a,0.35185561003163457,10,561,2,562.4105485670734,563.9124747959431,563.9124747959431,,,,,,,,,,,,,,,,,,,,,38074,2022-11-09_14h33.05.439,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.81407118843644,
0,0,1,0,0,0,0,1,hexagon,star,2,0,2,0,1,3,15,8,,,,,,,,,,,,564.4130100870971,564.4130100870971,564.4130100870971,564.4130100870971,564.4130100870971,564.4130100870971,564.4130100870971,564.4130100870971,564.4130100870971,564.4130100870971,a,0.362119363155216,1,562,2,564.7969663050026,,566.2982102190144,,,,,,,,,,,,,,,,,,,,,38074,2022-11-09_14h33.05.439,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.81407118843644,
0,0,0,1,1,0,0,0,star,triangle,2,0,2,0,1,4,16,9,,,,,,,,,,,,566.7988906588871,566.7988906588871,566.7988906588871,566.7988906588871,566.7988906588871,566.7988906588871,566.7988906588871,566.7988906588871,566.7988906588871,566.7988906588871,a,0.34037193609401584,1,563,2,567.1658247320447,,568.6676749100443,,,,,,,,,,,,,,,,,,,,,38074,2022-11-09_14h33.05.439,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.81407118843644,
0,1,0,0,1,0,0,0,circle,triangle,2,0,2,0,1,5,17,3,,,,,,,,,,,,569.1685774358921,569.1685774358921,569.1685774358921,569.1685774358921,569.1685774358921,569.1685774358921,569.1685774358921,569.1685774358921,569.1685774358921,569.1685774358921,a,0.3551420741714537,1,564,2,569.551895448938,,571.0536454310641,,,,,,,,,,,,,,,,,,,,,38074,2022-11-09_14h33.05.439,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.81407118843644,
1,0,0,0,0,1,0,0,triangle,circle,2,0,2,0,1,6,18,0,,,,,,,,,,,,571.5541946869344,571.5541946869344,571.5541946869344,571.5541946869344,571.5541946869344,571.5541946869344,571.5541946869344,571.5541946869344,571.5541946869344,571.5541946869344,a,0.34266484691761434,1,565,2,571.9211051010061,,573.422994727036,,,,,,,,,,,,,,,,,,,,,38074,2022-11-09_14h33.05.439,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.81407118843644,
0,0,1,0,1,0,0,0,hexagon,triangle,2,0,2,0,1,7,19,6,,,,,,,,,,,,573.9234487060457,573.9234487060457,573.9234487060457,573.9234487060457,573.9234487060457,573.9234487060457,573.9234487060457,573.9234487060457,573.9234487060457,573.9234487060457,a,0.291609741281718,1,566,2,574.2403722750023,,575.7419641220476,,,,,,,,,,,,,,,,,,,,,38074,2022-11-09_14h33.05.439,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.81407118843644,
1,0,0,0,0,0,1,0,triangle,hexagon,2,0,2,0,1,8,20,1,,,,,,,,,,,,576.2426975790877,576.2426975790877,576.2426975790877,576.2426975790877,576.2426975790877,576.2426975790877,576.2426975790877,576.2426975790877,576.2426975790877,576.2426975790877,a,0.2222656449303031,1,567,2,576.4927559609059,577.9944550849032,577.9944550849032,578.4949772120453,,,,,,,,,,,,,,,,,,,,38074,2022-11-09_14h33.05.439,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.81407118843644,
1,0,0,0,0,0,0,1,triangle,star,2,0,2,0,1,9,21,2,,,,,,,,,,,,578.4949772120453,578.4949772120453,578.4949772120453,578.4949772120453,578.4949772120453,578.4949772120453,578.4949772120453,578.4949772120453,578.4949772120453,578.4949772120453,a,0.276578487129882,1,568,2,578.7952439489309,,580.2971692609135,,,,,,,,,,,,,,,,,,,,,38074,2022-11-09_14h33.05.439,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.81407118843644,
0,0,0,1,0,0,1,0,star,hexagon,2,0,2,0,1,10,22,11,,,,,,,,,,,,580.7976820089389,580.7976820089389,580.7976820089389,580.7976820089389,580.7976820089389,580.7976820089389,580.7976820089389,580.7976820089389,580.7976820089389,580.7976820089389,a,0.30251642409712076,1,569,2,581.1311221239157,,582.6329213450663,,,,,,,,,,,,,,,,,,,,,38074,2022-11-09_14h33.05.439,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.81407118843644,
0,1,0,0,0,0,0,1,circle,star,2,0,2,0,1,11,23,5,,,,,,,,,,,,583.1335373870097,583.1335373870097,583.1335373870097,583.1335373870097,583.1335373870097,583.1335373870097,583.1335373870097,583.1335373870097,583.1335373870097,583.1335373870097,a,0.27399071492254734,10,579,2,583.4341411239002,584.9354705659207,584.9354705659207,,,,,,,,,,,,,,,,,,,,,38074,2022-11-09_14h33.05.439,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.81407118843644,
0,1,0,0,0,0,1,0,circle,hexagon,2,0,2,0,2,0,24,4,,,,,,,,,,,,585.4360928901006,585.4360928901006,585.4360928901006,585.4360928901006,585.4360928901006,585.4360928901006,585.4360928901006,585.4360928901006,585.4360928901006,585.4360928901006,a,0.16602667304687202,10,589,2,585.6195651299786,587.1211867339443,587.1211867339443,,,,,,,,,,,,,,,,,,,,,38074,2022-11-09_14h33.05.439,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.81407118843644,
0,0,0,1,0,0,1,0,star,hexagon,2,0,2,0,2,1,25,11,,,,,,,,,,,,587.6217919269111,587.6217919269111,587.6217919269111,587.6217919269111,587.6217919269111,587.6217919269111,587.6217919269111,587.6217919269111,587.6217919269111,587.6217919269111,a,0.2076158239506185,1,590,2,587.8558121970855,,589.3570510800928,,,,,,,,,,,,,,,,,,,,,38074,2022-11-09_14h33.05.439,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.81407118843644,
0,0,0,1,0,1,0,0,star ,circle,2,0,2,0,2,2,26,10,,,,,,,,,,,,589.8575479299761,589.8575479299761,589.8575479299761,589.8575479299761,589.8575479299761,589.8575479299761,589.8575479299761,589.8575479299761,589.8575479299761,589.8575479299761,a,0.2671191480476409,1,591,2,590.1413277368993,591.6428881869651,591.6428881869651,,,,,,,,,,,,,,,,,,,,,38074,2022-11-09_14h33.05.439,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.81407118843644,
0,0,1,0,0,1,0,0,hexagon,circle,2,0,2,0,2,3,27,7,,,,,,,,,,,,592.1436641190667,592.1436641190667,592.1436641190667,592.1436641190667,592.1436641190667,592.1436641190667,592.1436641190667,592.1436641190667,592.1436641190667,592.1436641190667,a,0.24143272126093507,10,601,2,592.4109820609447,,593.9120372219477,,,,,,,,,,,,,,,,,,,,,38074,2022-11-09_14h33.05.439,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.81407118843644,
0,0,1,0,0,0,0,1,hexagon,star,2,0,2,0,2,4,28,8,,,,,,,,,,,,594.4128365051001,594.4128365051001,594.4128365051001,594.4128365051001,594.4128365051001,594.4128365051001,594.4128365051001,594.4128365051001,594.4128365051001,594.4128365051001,a,0.23452877416275442,10,611,2,594.6795594219584,,596.1814294990618,,,,,,,,,,,,,,,,,,,,,38074,2022-11-09_14h33.05.439,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.81407118843644,
0,1,0,0,0,0,0,1,circle,star,2,0,2,0,2,5,29,5,,,,,,,,,,,,596.6820231049787,596.6820231049787,596.6820231049787,596.6820231049787,596.6820231049787,596.6820231049787,596.6820231049787,596.6820231049787,596.6820231049787,596.6820231049787,a,0.2502174931578338,1,612,2,596.9498333400115,598.4506074590608,598.4506074590608,,,,,,,,,,,,,,,,,,,,,38074,2022-11-09_14h33.05.439,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.81407118843644,
1,0,0,0,0,0,1,0,triangle,hexagon,2,0,2,0,2,6,30,1,,,,,,,,,,,,598.9510067768861,598.9510067768861,598.9510067768861,598.9510067768861,598.9510067768861,598.9510067768861,598.9510067768861,598.9510067768861,598.9510067768861,598.9510067768861,a,0.06056179408915341,10,622,2,599.0350078688934,,600.5361402200069,,,,,,,,,,,,,,,,,,,,,38074,2022-11-09_14h33.05.439,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.81407118843644,
0,0,1,0,1,0,0,0,hexagon,triangle,2,0,2,0,2,7,31,6,,,,,,,,,,,,601.036568575073,601.036568575073,601.036568575073,601.036568575073,601.036568575073,601.036568575073,601.036568575073,601.036568575073,601.036568575073,601.036568575073,a,0.5626658939290792,1,623,2,601.62138658599,,603.1223305910826,,,,,,,,,,,,,,,,,,,,,38074,2022-11-09_14h33.05.439,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.81407118843644,
0,1,0,0,1,0,0,0,circle,triangle,2,0,2,0,2,8,32,3,,,,,,,,,,,,603.6229767499026,603.6229767499026,603.6229767499026,603.6229767499026,603.6229767499026,603.6229767499026,603.6229767499026,603.6229767499026,603.6229767499026,603.6229767499026,a,0.26005985401570797,10,633,2,603.9070673310198,,605.4080656908918,,,,,,,,,,,,,,,,,,,,,38074,2022-11-09_14h33.05.439,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.81407118843644,
1,0,0,0,0,0,0,1,triangle,star,2,0,2,0,2,9,33,2,,,,,,,,,,,,605.9086874269415,605.9086874269415,605.9086874269415,605.9086874269415,605.9086874269415,605.9086874269415,605.9086874269415,605.9086874269415,605.9086874269415,605.9086874269415,a,0.31532833306118846,1,634,2,606.2433542960789,,607.7439125049859,,,,,,,,,,,,,,,,,,,,,38074,2022-11-09_14h33.05.439,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.81407118843644,
1,0,0,0,0,1,0,0,triangle,circle,2,0,2,0,2,10,34,0,,,,,,,,,,,,608.2444127008785,608.2444127008785,608.2444127008785,608.2444127008785,608.2444127008785,608.2444127008785,608.2444127008785,608.2444127008785,608.2444127008785,608.2444127008785,a,0.4330238620750606,10,644,2,608.6961450600065,610.1967434969265,610.1967434969265,,,,,,,,,,,,,,,,,,,,,38074,2022-11-09_14h33.05.439,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.81407118843644,
0,0,0,1,1,0,0,0,star,triangle,2,0,2,0,2,11,35,9,,,,,,,,,,,,610.6972867159639,610.6972867159639,610.6972867159639,610.6972867159639,610.6972867159639,610.6972867159639,610.6972867159639,610.6972867159639,610.6972867159639,610.6972867159639,a,0.09429950406774879,1,645,2,610.8146199670155,,612.3156685219146,,,,,,,,,,,,,,,,,,,,,38074,2022-11-09_14h33.05.439,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.81407118843644,
0,0,1,0,0,1,0,0,hexagon,circle,2,0,2,0,3,0,36,7,,,,,,,,,,,,612.8162795659155,612.8162795659155,612.8162795659155,612.8162795659155,612.8162795659155,612.8162795659155,612.8162795659155,612.8162795659155,612.8162795659155,612.8162795659155,l,0.07853779825381935,10,655,2,612.9167992970906,,614.4180234489031,,,,,,,,,,,,,,,,,,,,,38074,2022-11-09_14h33.05.439,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.81407118843644,
0,0,1,0,0,0,0,1,hexagon,star,2,0,2,0,3,1,37,8,,,,,,,,,,,,614.9186370219104,614.9186370219104,614.9186370219104,614.9186370219104,614.9186370219104,614.9186370219104,614.9186370219104,614.9186370219104,614.9186370219104,614.9186370219104,l,0.4858826140407473,1,656,2,615.4358334909193,,616.9373738919385,,,,,,,,,,,,,,,,,,,,,38074,2022-11-09_14h33.05.439,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.81407118843644,
1,0,0,0,0,0,0,1,triangle,star,2,0,2,0,3,2,38,2,,,,,,,,,,,,617.4381007440388,617.4381007440388,617.4381007440388,617.4381007440388,617.4381007440388,617.4381007440388,617.4381007440388,617.4381007440388,617.4381007440388,617.4381007440388,a,0.30708601512014866,10,666,2,617.7722837820183,,619.2733811049256,,,,,,,,,,,,,,,,,,,,,38074,2022-11-09_14h33.05.439,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.81407118843644,
0,1,0,0,0,0,1,0,circle,hexagon,2,0,2,0,3,3,39,4,,,,,,,,,,,,619.7739810119383,619.7739810119383,619.7739810119383,619.7739810119383,619.7739810119383,619.7739810119383,619.7739810119383,619.7739810119383,619.7739810119383,619.7739810119383,l,0.37778828712180257,1,667,2,620.1751149459742,,621.6761775359046,,,,,,,,,,,,,,,,,,,,,38074,2022-11-09_14h33.05.439,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.81407118843644,
0,0,1,0,1,0,0,0,hexagon,triangle,2,0,2,0,3,4,40,6,,,,,,,,,,,,622.1764268320985,622.1764268320985,622.1764268320985,622.1764268320985,622.1764268320985,622.1764268320985,622.1764268320985,622.1764268320985,622.1764268320985,622.1764268320985,a,0.3172705532051623,1,668,2,622.5103460890241,624.0121399159543,624.0121399159543,,,,,,,,,,,,,,,,,,,,,38074,2022-11-09_14h33.05.439,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.81407118843644,
1,0,0,0,0,1,0,0,triangle,circle,2,0,2,0,3,5,41,0,,,,,,,,,,,,624.5125526289921,624.5125526289921,624.5125526289921,624.5125526289921,624.5125526289921,624.5125526289921,624.5125526289921,624.5125526289921,624.5125526289921,624.5125526289921,a,0.26430938323028386,10,678,2,624.7972797208931,,626.297776110936,,,,,,,,,,,,,,,,,,,,,38074,2022-11-09_14h33.05.439,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.81407118843644,
1,0,0,0,0,0,1,0,triangle,hexagon,2,0,2,0,3,6,42,1,,,,,,,,,,,,626.7985782548785,626.7985782548785,626.7985782548785,626.7985782548785,626.7985782548785,626.7985782548785,626.7985782548785,626.7985782548785,626.7985782548785,626.7985782548785,l,0.2606895170174539,1,679,2,627.0831944409292,,628.583575935103,,,,,,,,,,,,,,,,,,,,,38074,2022-11-09_14h33.05.439,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.81407118843644,
0,0,0,1,0,0,1,0,star,hexagon,2,0,2,0,3,7,43,11,,,,,,,,,,,,629.0844405500684,629.0844405500684,629.0844405500684,629.0844405500684,629.0844405500684,629.0844405500684,629.0844405500684,629.0844405500684,629.0844405500684,629.0844405500684,a,0.2588818622753024,1,680,2,629.3679770568851,,630.8695464550983,,,,,,,,,,,,,,,,,,,,,38074,2022-11-09_14h33.05.439,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.81407118843644,
0,1,0,0,0,0,0,1,circle,star,2,0,2,0,3,8,44,5,,,,,,,,,,,,631.3701547021046,631.3701547021046,631.3701547021046,631.3701547021046,631.3701547021046,631.3701547021046,631.3701547021046,631.3701547021046,631.3701547021046,631.3701547021046,l,0.3149041081778705,10,690,2,631.7049336889759,,633.2053808670025,,,,,,,,,,,,,,,,,,,,,38074,2022-11-09_14h33.05.439,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.81407118843644,
0,0,0,1,1,0,0,0,star,triangle,2,0,2,0,3,9,45,9,,,,,,,,,,,,633.7059461961035,633.7059461961035,633.7059461961035,633.7059461961035,633.7059461961035,633.7059461961035,633.7059461961035,633.7059461961035,633.7059461961035,633.7059461961035,a,0.27465863712131977,10,700,2,634.0063271289691,,635.5080609349534,,,,,,,,,,,,,,,,,,,,,38074,2022-11-09_14h33.05.439,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.81407118843644,
0,0,0,1,0,1,0,0,star ,circle,2,0,2,0,3,10,46,10,,,,,,,,,,,,636.0084181660786,636.0084181660786,636.0084181660786,636.0084181660786,636.0084181660786,636.0084181660786,636.0084181660786,636.0084181660786,636.0084181660786,636.0084181660786,a,0.3349406090565026,10,710,2,636.3757158489898,637.8771413720679,637.8771413720679,,,,,,,,,,,,,,,,,,,,,38074,2022-11-09_14h33.05.439,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.81407118843644,
0,1,0,0,1,0,0,0,circle,triangle,2,0,2,0,3,11,47,3,,,,,,,,,,,,638.3778185890988,638.3778185890988,638.3778185890988,638.3778185890988,638.3778185890988,638.3778185890988,638.3778185890988,638.3778185890988,638.3778185890988,638.3778185890988,a,0.28332372196018696,1,711,2,638.6948346660938,,640.1964020009618,,,,,,,,,,,,,,,,,,,,,38074,2022-11-09_14h33.05.439,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.81407118843644,
,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,662.871358190896,,B,132,hexagon,0.0020509830210357904,656.8649555270094,658.3498791889288,658.3498791889288,658.3498791889288,661.3530766619369,661.3530766619369,661.3530766619369,0,0,None,0,661.3697988248896,,,,38074,2022-11-09_14h33.05.439,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.81407118843644,
,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,668.4109166059643,,Y,146,circle,0.009301343001425266,663.8571991799399,665.3576401169412,665.3576401169412,665.3576401169412,,,,0,1,d,0,666.9091270910576,1.5193808341864496,,,38074,2022-11-09_14h33.05.439,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.81407118843644,
,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,675.4188667719718,,S,174,star,0.0012385090813040733,669.412151412107,670.8972737900913,670.8972737900913,670.8972737900913,673.9003006441053,673.9003006441053,673.9003006441053,0,1,None,0,673.9170739909168,,,,38074,2022-11-09_14h33.05.439,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.81407118843644,
,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,680.057115491014,,F,160,triangle,0.00917185889557004,676.4030274320394,677.9047251539305,677.9047251539305,677.9047251539305,,,,1,1,d,0,678.5553796889726,0.6179265643004328,,,38074,2022-11-09_14h33.05.439,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.81407118843644,
,,,,,,,,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,684.8122236649506,,U,167,star,0.001056845998391509,681.0582045149058,682.5433609050233,682.5433609050233,682.5433609050233,,,,0,0,d,0,683.3106928919442,0.7362852359656245,,,38074,2022-11-09_14h33.05.439,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.81407118843644,
,,,,,,,,,,,,,,,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,689.3841436249204,,H,181,triangle,0.0013867970556020737,685.8135140070226,687.2985847599339,687.2985847599339,687.2985847599339,,,,0,1,f,0,687.8824445540085,0.551165244076401,,,38074,2022-11-09_14h33.05.439,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.81407118843644,
,,,,,,,,,,,,,,,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,693.9055072420742,,D,139,hexagon,0.0013340988662093878,690.3853118969128,691.8700451420154,691.8700451420154,691.8700451420154,,,,1,1,d,0,692.4208770389669,0.5112616312690079,,,38074,2022-11-09_14h33.05.439,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.81407118843644,
,,,,,,,,,,,,,,,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,700.5631349799223,,W,125,circle,0.001081923022866249,694.9067161509302,696.3919240040705,696.3919240040705,696.3919240040705,,,,0,0,d,0,699.061294920044,2.638568026246503,,,38074,2022-11-09_14h33.05.439,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.81407118843644,
,,,,,,,,,,,,,,,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,704.9680473268963,,B,132,circle,0.0011035529896616936,701.5642951510381,703.0490860389546,703.0490860389546,703.0490860389546,,,,0,1,f,0,703.4665322040673,0.3922712900675833,,,38074,2022-11-09_14h33.05.439,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.81407118843644,
,,,,,,,,,,,,,,,,,,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,710.0402842089534,,Y,146,star,0.0013054439332336187,705.9691731149796,707.4539965989534,707.4539965989534,707.4539965989534,,,,0,1,d,0,708.5387068609707,1.061884616035968,,,38074,2022-11-09_14h33.05.439,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.81407118843644,
,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,730.5962962300982,731.096663574921,F,139,triangle,0.0019462318159639835,724.5896663169842,726.0910577410832,726.0910577410832,726.0910577410832,729.0943983239122,729.0943983239122,729.0943983239122,0,1,None,1,729.0943983239122,,729.0943983239122,730.5962962300982,38074,2022-11-09_14h33.05.439,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.81407118843644,
,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,735.0012058950961,,U,167,circle,0.008895899867638946,731.5973962340504,733.0988592600916,733.0988592600916,733.0988592600916,,,,0,1,d,1,733.4992117409129,0.37060756306163967,,,38074,2022-11-09_14h33.05.439,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.81407118843644,
,,,,,,,,,,,,,,,,,,1,0,1,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,739.7895340339746,,B,181,hexagon,0.001142839901149273,736.0022341799922,737.4869332159869,737.4869332159869,737.4869332159869,,,,1,1,d,1,738.3047502639238,0.7761799842119217,,,38074,2022-11-09_14h33.05.439,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.81407118843644,
,,,,,,,,,,,,,,,,,,1,0,1,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,745.2289357210975,,D,174,star,0.0012355160433799028,740.7908870060928,742.2757815369405,742.2757815369405,742.2757815369405,,,,1,0,d,1,743.727889501024,1.4337480731774122,,,38074,2022-11-09_14h33.05.439,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.81407118843644,
,,,,,,,,,,,,,,,,,,1,0,1,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,749.7675712739583,,S,160,circle,0.0012663111556321383,746.2134308840614,747.7150732669979,747.7150732669979,747.7150732669979,,,,0,0,d,1,748.2824514969252,0.526727308286354,,,38074,2022-11-09_14h33.05.439,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.81407118843644,
,,,,,,,,,,,,,,,,,,1,0,1,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,754.6727863498963,,H,146,star,0.0012980429455637932,750.7683603789192,752.2534488050733,752.2534488050733,752.2534488050733,,,,1,1,d,1,753.1710831220262,0.8845477900467813,,,38074,2022-11-09_14h33.05.439,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.81407118843644,
,,,,,,,,,,,,,,,,,,1,0,1,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,759.5282691139728,,Y,132,hexagon,0.0005800111684948206,755.6570544759743,757.1419805618934,757.1419805618934,757.1419805618934,,,,1,0,f,1,758.0264887770172,0.8540677649434656,,,38074,2022-11-09_14h33.05.439,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.81407118843644,
,,,,,,,,,,,,,,,,,,1,0,1,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,764.3166337918956,,W,125,triangle,0.0009247809648513794,760.5291080819443,762.0141957988963,762.0141957988963,762.0141957988963,,,,1,0,f,1,762.8151458490174,0.7752536202315241,,,38074,2022-11-09_14h33.05.439,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.81407118843644,
,,,,,,,,,,,,,,,,,,1,0,1,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,769.0885884189047,,F,139,triangle,0.0014371389988809824,765.3013176019304,766.802825256018,766.802825256018,766.802825256018,,,,0,0,f,1,767.6037641349249,0.7575895399786532,,,38074,2022-11-09_14h33.05.439,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.81407118843644,
,,,,,,,,,,,,,,,,,,1,0,1,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,773.8107392759994,,U,167,hexagon,0.001111833844333887,770.0897045370657,771.5749217791017,771.5749217791017,771.5749217791017,,,,1,1,f,1,772.309029656928,0.7007593060843647,,,38074,2022-11-09_14h33.05.439,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.81407118843644,
,,,,,,,,,,,,,,,,,,2,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,786.224313284969,,B,160,hexagon,0.001844129990786314,782.2698114090599,783.7716370120179,783.7716370120179,783.7716370120179,,,,1,0,d,2,784.7227304440457,0.9237498042639345,,786.224313284969,38074,2022-11-09_14h33.05.439,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.81407118843644,
,,,,,,,,,,,,,,,,,,2,0,2,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,791.1130923870951,,W,174,circle,0.0008845988195389509,787.2251908250619,788.7103055659682,788.7103055659682,788.7103055659682,,,,1,0,f,2,789.6112235009205,0.8786539612337947,,,38074,2022-11-09_14h33.05.439,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.81407118843644,
