LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,training_feedback_txt.stopped,fix.started,fix.stopped,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,top_target_prac1.stopped,tgt_fix_prac1.stopped,bott_target_prac1.stopped,target_resp_prac1.stopped,acc,E1,target_resp_prac1.keys,pracBlock,prac_fback_text.started,prac_fback_text.stopped,target_resp_prac1.rt,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,385.91779097518884,space,18.76176110212691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22483,2022-11-08_08h01.33.672,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.976697863035355,
0,1,0,0,0,0,0,1,circle,star,0,0,0,0,3,9,45,5,,,,,,,,,,,,587.4554027181584,587.4554027181584,587.4554027181584,587.4554027181584,587.4554027181584,587.4554027181584,587.4554027181584,587.4554027181584,587.4554027181584,587.4554027181584,l,0.8712306939996779,1,325,0,588.3565677201841,,589.8579773230013,,,,,,,,,,,,,,,,,,,,,22483,2022-11-08_08h01.33.672,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.976697863035355,
1,0,0,0,0,1,0,0,triangle,circle,0,0,0,0,3,10,46,0,,,,,,,,,,,,590.3586613340303,590.3586613340303,590.3586613340303,590.3586613340303,590.3586613340303,590.3586613340303,590.3586613340303,590.3586613340303,590.3586613340303,590.3586613340303,a,0.7825592069420964,10,335,0,591.1596096300054,,592.6612417160068,,,,,,,,,,,,,,,,,,,,,22483,2022-11-08_08h01.33.672,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.976697863035355,
0,0,0,1,1,0,0,0,star,triangle,0,0,0,0,3,11,47,9,,,,,,,,,,,,593.1617524411995,593.1617524411995,593.1617524411995,593.1617524411995,593.1617524411995,593.1617524411995,593.1617524411995,593.1617524411995,593.1617524411995,593.1617524411995,l,1.330387616995722,1,336,0,594.5131380700041,,596.0150163942017,,,,,,,,,,,,,,,,,,,,,22483,2022-11-08_08h01.33.672,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.976697863035355,
1,0,0,0,0,0,0,1,triangle,star,1,0,1,0,0,0,0,2,,,,,,,,,,,,609.9302576901391,609.9302576901391,609.9302576901391,609.9302576901391,609.9302576901391,609.9302576901391,609.9302576901391,609.9302576901391,609.9302576901391,609.9302576901391,a,2.226505669998005,10,346,1,612.182664178079,613.6845189582091,613.6845189582091,,,,,,,,,,,,,,,,,,,,,22483,2022-11-08_08h01.33.672,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.976697863035355,
0,1,0,0,0,0,1,0,circle,hexagon,1,0,1,0,0,1,1,4,,,,,,,,,,,,614.1848837111611,614.1848837111611,614.1848837111611,614.1848837111611,614.1848837111611,614.1848837111611,614.1848837111611,614.1848837111611,614.1848837111611,614.1848837111611,l,0.8412741438951343,1,347,1,615.0526136080734,,616.5542352781631,,,,,,,,,,,,,,,,,,,,,22483,2022-11-08_08h01.33.672,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.976697863035355,
1,0,0,0,0,0,1,0,triangle,hexagon,1,0,1,0,0,2,2,1,,,,,,,,,,,,617.0548632401042,617.0548632401042,617.0548632401042,617.0548632401042,617.0548632401042,617.0548632401042,617.0548632401042,617.0548632401042,617.0548632401042,617.0548632401042,l,0.9626916039269418,10,357,1,618.0392952731345,,619.5409921680111,,,,,,,,,,,,,,,,,,,,,22483,2022-11-08_08h01.33.672,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.976697863035355,
0,1,0,0,1,0,0,0,circle,triangle,1,0,1,0,0,3,3,3,,,,,,,,,,,,620.0415956841316,620.0415956841316,620.0415956841316,620.0415956841316,620.0415956841316,620.0415956841316,620.0415956841316,620.0415956841316,620.0415956841316,620.0415956841316,a,1.0361236610915512,1,358,1,621.1092664550524,,622.6110313590616,,,,,,,,,,,,,,,,,,,,,22483,2022-11-08_08h01.33.672,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.976697863035355,
0,0,1,0,0,1,0,0,hexagon,circle,1,0,1,0,0,4,4,7,,,,,,,,,,,,623.1116566441488,623.1116566441488,623.1116566441488,623.1116566441488,623.1116566441488,623.1116566441488,623.1116566441488,623.1116566441488,623.1116566441488,623.1116566441488,a,1.0033075409010053,10,368,1,624.1461087451316,,625.6476230979897,,,,,,,,,,,,,,,,,,,,,22483,2022-11-08_08h01.33.672,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.976697863035355,
0,0,1,0,0,0,0,1,hexagon,star,1,0,1,0,0,5,5,8,,,,,,,,,,,,626.1482129481155,626.1482129481155,626.1482129481155,626.1482129481155,626.1482129481155,626.1482129481155,626.1482129481155,626.1482129481155,626.1482129481155,626.1482129481155,a,1.0730323418974876,10,378,1,627.2491269330494,,628.7509570640977,,,,,,,,,,,,,,,,,,,,,22483,2022-11-08_08h01.33.672,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.976697863035355,
0,0,0,1,0,1,0,0,star ,circle,1,0,1,0,0,6,6,10,,,,,,,,,,,,629.2516526500694,629.2516526500694,629.2516526500694,629.2516526500694,629.2516526500694,629.2516526500694,629.2516526500694,629.2516526500694,629.2516526500694,629.2516526500694,a,1.6139746769331396,10,388,1,630.8866071910597,,632.3884438730311,,,,,,,,,,,,,,,,,,,,,22483,2022-11-08_08h01.33.672,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.976697863035355,
0,1,0,0,0,0,0,1,circle,star,1,0,1,0,0,7,7,5,,,,,,,,,,,,632.8886523351539,632.8886523351539,632.8886523351539,632.8886523351539,632.8886523351539,632.8886523351539,632.8886523351539,632.8886523351539,632.8886523351539,632.8886523351539,l,1.105154839111492,10,398,1,634.0233269361779,635.5251537880395,635.5251537880395,,,,,,,,,,,,,,,,,,,,,22483,2022-11-08_08h01.33.672,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.976697863035355,
0,0,0,1,1,0,0,0,star,triangle,1,0,1,0,0,8,8,9,,,,,,,,,,,,636.0254812079947,636.0254812079947,636.0254812079947,636.0254812079947,636.0254812079947,636.0254812079947,636.0254812079947,636.0254812079947,636.0254812079947,636.0254812079947,a,1.3772715358063579,10,408,1,637.4270837041549,,638.9287278151605,,,,,,,,,,,,,,,,,,,,,22483,2022-11-08_08h01.33.672,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.976697863035355,
0,0,0,1,0,0,1,0,star,hexagon,1,0,1,0,0,9,9,11,,,,,,,,,,,,639.4295324350242,639.4295324350242,639.4295324350242,639.4295324350242,639.4295324350242,639.4295324350242,639.4295324350242,639.4295324350242,639.4295324350242,639.4295324350242,l,0.9680090311449021,10,418,1,640.4138688510284,641.9154754241463,641.9154754241463,642.4163153010886,,,,,,,,,,,,,,,,,,,,22483,2022-11-08_08h01.33.672,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.976697863035355,
0,0,1,0,1,0,0,0,hexagon,triangle,1,0,1,0,0,10,10,6,,,,,,,,,,,,642.4163153010886,642.4163153010886,642.4163153010886,642.4163153010886,642.4163153010886,642.4163153010886,642.4163153010886,642.4163153010886,642.4163153010886,642.4163153010886,a,1.0726517718285322,10,428,1,643.5173690801021,,645.0186689251568,,,,,,,,,,,,,,,,,,,,,22483,2022-11-08_08h01.33.672,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.976697863035355,
1,0,0,0,0,1,0,0,triangle,circle,1,0,1,0,0,11,11,0,,,,,,,,,,,,645.5195470380131,645.5195470380131,645.5195470380131,645.5195470380131,645.5195470380131,645.5195470380131,645.5195470380131,645.5195470380131,645.5195470380131,645.5195470380131,l,0.6141522359102964,1,429,1,646.1533635600936,,647.6551513781305,,,,,,,,,,,,,,,,,,,,,22483,2022-11-08_08h01.33.672,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.976697863035355,
1,0,0,0,0,0,1,0,triangle,hexagon,1,0,1,0,1,0,12,1,,,,,,,,,,,,648.155825189082,648.155825189082,648.155825189082,648.155825189082,648.155825189082,648.155825189082,648.155825189082,648.155825189082,648.155825189082,648.155825189082,l,1.1856349329464138,10,439,1,649.3738108940888,,650.8754062280059,,,,,,,,,,,,,,,,,,,,,22483,2022-11-08_08h01.33.672,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.976697863035355,
0,0,1,0,1,0,0,0,hexagon,triangle,1,0,1,0,1,1,13,6,,,,,,,,,,,,651.3758572910447,651.3758572910447,651.3758572910447,651.3758572910447,651.3758572910447,651.3758572910447,651.3758572910447,651.3758572910447,651.3758572910447,651.3758572910447,a,0.8776533589698374,10,449,1,652.2769957080018,,653.7787718852051,,,,,,,,,,,,,,,,,,,,,22483,2022-11-08_08h01.33.672,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.976697863035355,
0,1,0,0,0,0,0,1,circle,star,1,0,1,0,1,2,14,5,,,,,,,,,,,,654.2791894760448,654.2791894760448,654.2791894760448,654.2791894760448,654.2791894760448,654.2791894760448,654.2791894760448,654.2791894760448,654.2791894760448,654.2791894760448,a,1.4290414701681584,10,459,1,655.7306335601024,657.2322260211222,657.2322260211222,,,,,,,,,,,,,,,,,,,,,22483,2022-11-08_08h01.33.672,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.976697863035355,
0,0,0,1,0,0,1,0,star,hexagon,1,0,1,0,1,3,15,11,,,,,,,,,,,,657.7327517950907,657.7327517950907,657.7327517950907,657.7327517950907,657.7327517950907,657.7327517950907,657.7327517950907,657.7327517950907,657.7327517950907,657.7327517950907,l,1.473600656958297,10,469,1,659.2346677992027,660.7363515791949,660.7363515791949,,,,,,,,,,,,,,,,,,,,,22483,2022-11-08_08h01.33.672,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.976697863035355,
0,1,0,0,1,0,0,0,circle,triangle,1,0,1,0,1,4,16,3,,,,,,,,,,,,661.2366301191505,661.2366301191505,661.2366301191505,661.2366301191505,661.2366301191505,661.2366301191505,661.2366301191505,661.2366301191505,661.2366301191505,661.2366301191505,l,0.9191116509027779,10,479,1,662.1878478392027,,663.6895969710313,,,,,,,,,,,,,,,,,,,,,22483,2022-11-08_08h01.33.672,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.976697863035355,
1,0,0,0,0,0,0,1,triangle,star,1,0,1,0,1,5,17,2,,,,,,,,,,,,664.1900199851952,664.1900199851952,664.1900199851952,664.1900199851952,664.1900199851952,664.1900199851952,664.1900199851952,664.1900199851952,664.1900199851952,664.1900199851952,a,1.2382430187426507,1,480,1,665.4582644191105,,666.9596515651792,,,,,,,,,,,,,,,,,,,,,22483,2022-11-08_08h01.33.672,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.976697863035355,
0,0,1,0,0,1,0,0,hexagon,circle,1,0,1,0,1,6,18,7,,,,,,,,,,,,667.4603399340995,667.4603399340995,667.4603399340995,667.4603399340995,667.4603399340995,667.4603399340995,667.4603399340995,667.4603399340995,667.4603399340995,667.4603399340995,a,1.2303907310124487,10,490,1,668.711803416023,,670.2134628791828,,,,,,,,,,,,,,,,,,,,,22483,2022-11-08_08h01.33.672,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.976697863035355,
1,0,0,0,0,1,0,0,triangle,circle,1,0,1,0,1,7,19,0,,,,,,,,,,,,670.7140053191688,670.7140053191688,670.7140053191688,670.7140053191688,670.7140053191688,670.7140053191688,670.7140053191688,670.7140053191688,670.7140053191688,670.7140053191688,a,1.0370988070499152,1,491,1,671.7816642741673,,673.2835567342117,,,,,,,,,,,,,,,,,,,,,22483,2022-11-08_08h01.33.672,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.976697863035355,
0,0,0,1,0,1,0,0,star ,circle,1,0,1,0,1,8,20,10,,,,,,,,,,,,673.7839529640041,673.7839529640041,673.7839529640041,673.7839529640041,673.7839529640041,673.7839529640041,673.7839529640041,673.7839529640041,673.7839529640041,673.7839529640041,a,1.0727174188941717,1,492,1,674.8851919700392,,676.3869739300571,,,,,,,,,,,,,,,,,,,,,22483,2022-11-08_08h01.33.672,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.976697863035355,
0,0,1,0,0,0,0,1,hexagon,star,1,0,1,0,1,9,21,8,,,,,,,,,,,,676.8873723810539,676.8873723810539,676.8873723810539,676.8873723810539,676.8873723810539,676.8873723810539,676.8873723810539,676.8873723810539,676.8873723810539,676.8873723810539,l,0.816783444955945,1,493,1,677.7215887431521,679.2232804431114,679.2232804431114,,,,,,,,,,,,,,,,,,,,,22483,2022-11-08_08h01.33.672,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.976697863035355,
0,0,0,1,1,0,0,0,star,triangle,1,0,1,0,1,10,22,9,,,,,,,,,,,,679.7239850780461,679.7239850780461,679.7239850780461,679.7239850780461,679.7239850780461,679.7239850780461,679.7239850780461,679.7239850780461,679.7239850780461,679.7239850780461,l,1.6926879070233554,1,494,1,681.442335375119,,682.9441005650442,,,,,,,,,,,,,,,,,,,,,22483,2022-11-08_08h01.33.672,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.976697863035355,
0,1,0,0,0,0,1,0,circle,hexagon,1,0,1,0,1,11,23,4,,,,,,,,,,,,683.444636651082,683.444636651082,683.444636651082,683.444636651082,683.444636651082,683.444636651082,683.444636651082,683.444636651082,683.444636651082,683.444636651082,l,1.245506992097944,10,504,1,684.7124548091087,,686.2142586831469,,,,,,,,,,,,,,,,,,,,,22483,2022-11-08_08h01.33.672,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.976697863035355,
1,0,0,0,0,0,0,1,triangle,star,1,0,1,0,2,0,24,2,,,,,,,,,,,,686.7149288991932,686.7149288991932,686.7149288991932,686.7149288991932,686.7149288991932,686.7149288991932,686.7149288991932,686.7149288991932,686.7149288991932,686.7149288991932,l,2.6783269848674536,1,505,1,689.4177796239965,,690.9195998460054,,,,,,,,,,,,,,,,,,,,,22483,2022-11-08_08h01.33.672,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.976697863035355,
0,0,0,1,0,1,0,0,star ,circle,1,0,1,0,2,1,25,10,,,,,,,,,,,,691.4200462561566,691.4200462561566,691.4200462561566,691.4200462561566,691.4200462561566,691.4200462561566,691.4200462561566,691.4200462561566,691.4200462561566,691.4200462561566,a,1.2804726387839764,1,506,1,692.7217296150047,,694.2234626531135,,,,,,,,,,,,,,,,,,,,,22483,2022-11-08_08h01.33.672,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.976697863035355,
0,1,0,0,0,0,1,0,circle,hexagon,1,0,1,0,2,2,26,4,,,,,,,,,,,,694.7237423080951,694.7237423080951,694.7237423080951,694.7237423080951,694.7237423080951,694.7237423080951,694.7237423080951,694.7237423080951,694.7237423080951,694.7237423080951,l,1.0495664989575744,1,507,1,695.7916592031252,,697.2934525401797,,,,,,,,,,,,,,,,,,,,,22483,2022-11-08_08h01.33.672,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.976697863035355,
0,1,0,0,1,0,0,0,circle,triangle,1,0,1,0,2,3,27,3,,,,,,,,,,,,697.7938177480828,697.7938177480828,697.7938177480828,697.7938177480828,697.7938177480828,697.7938177480828,697.7938177480828,697.7938177480828,697.7938177480828,697.7938177480828,a,0.7583235870115459,1,508,1,698.5780118850525,,700.0796342301182,,,,,,,,,,,,,,,,,,,,,22483,2022-11-08_08h01.33.672,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.976697863035355,
0,0,0,1,0,0,1,0,star,hexagon,1,0,1,0,2,4,28,11,,,,,,,,,,,,700.5803315010853,700.5803315010853,700.5803315010853,700.5803315010853,700.5803315010853,700.5803315010853,700.5803315010853,700.5803315010853,700.5803315010853,700.5803315010853,l,0.839164363918826,10,518,1,701.4477830380201,,702.9494632831775,,,,,,,,,,,,,,,,,,,,,22483,2022-11-08_08h01.33.672,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.976697863035355,
0,0,1,0,1,0,0,0,hexagon,triangle,1,0,1,0,2,5,29,6,,,,,,,,,,,,703.4500747011043,703.4500747011043,703.4500747011043,703.4500747011043,703.4500747011043,703.4500747011043,703.4500747011043,703.4500747011043,703.4500747011043,703.4500747011043,a,1.1658140870276839,10,528,1,704.6348888331559,,706.1365725940559,,,,,,,,,,,,,,,,,,,,,22483,2022-11-08_08h01.33.672,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.976697863035355,
1,0,0,0,0,1,0,0,triangle,circle,1,0,1,0,2,6,30,0,,,,,,,,,,,,706.6369271811564,706.6369271811564,706.6369271811564,706.6369271811564,706.6369271811564,706.6369271811564,706.6369271811564,706.6369271811564,706.6369271811564,706.6369271811564,l,1.2299563030246645,1,529,1,707.8883315101266,,709.3899795562029,,,,,,,,,,,,,,,,,,,,,22483,2022-11-08_08h01.33.672,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.976697863035355,
0,1,0,0,0,0,0,1,circle,star,1,0,1,0,2,7,31,5,,,,,,,,,,,,709.8905525950249,709.8905525950249,709.8905525950249,709.8905525950249,709.8905525950249,709.8905525950249,709.8905525950249,709.8905525950249,709.8905525950249,709.8905525950249,l,0.9689238360151649,1,530,1,710.8917344680522,,712.3932716890704,,,,,,,,,,,,,,,,,,,,,22483,2022-11-08_08h01.33.672,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.976697863035355,
0,0,0,1,1,0,0,0,star,triangle,1,0,1,0,2,8,32,9,,,,,,,,,,,,712.8940407591872,712.8940407591872,712.8940407591872,712.8940407591872,712.8940407591872,712.8940407591872,712.8940407591872,712.8940407591872,712.8940407591872,712.8940407591872,l,1.4089140677824616,10,540,1,714.3286157080438,,715.8305711501744,,,,,,,,,,,,,,,,,,,,,22483,2022-11-08_08h01.33.672,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.976697863035355,
0,0,1,0,0,0,0,1,hexagon,star,1,0,1,0,2,9,33,8,,,,,,,,,,,,716.3311597991269,716.3311597991269,716.3311597991269,716.3311597991269,716.3311597991269,716.3311597991269,716.3311597991269,716.3311597991269,716.3311597991269,716.3311597991269,a,0.8279287677723914,10,550,1,717.1817942061462,,718.6837373140734,,,,,,,,,,,,,,,,,,,,,22483,2022-11-08_08h01.33.672,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.976697863035355,
1,0,0,0,0,0,1,0,triangle,hexagon,1,0,1,0,2,10,34,1,,,,,,,,,,,,719.1842716410756,719.1842716410756,719.1842716410756,719.1842716410756,719.1842716410756,719.1842716410756,719.1842716410756,719.1842716410756,719.1842716410756,719.1842716410756,l,0.8680796148255467,10,560,1,720.0850963580888,,721.5865790660027,,,,,,,,,,,,,,,,,,,,,22483,2022-11-08_08h01.33.672,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.976697863035355,
0,0,1,0,0,1,0,0,hexagon,circle,1,0,1,0,2,11,35,7,,,,,,,,,,,,722.0872138889972,722.0872138889972,722.0872138889972,722.0872138889972,722.0872138889972,722.0872138889972,722.0872138889972,722.0872138889972,722.0872138889972,722.0872138889972,l,1.0688863710965961,10,570,1,723.1885492762085,,724.6900538851041,,,,,,,,,,,,,,,,,,,,,22483,2022-11-08_08h01.33.672,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.976697863035355,
0,0,1,0,1,0,0,0,hexagon,triangle,1,0,1,0,3,0,36,6,,,,,,,,,,,,725.1908761661034,725.1908761661034,725.1908761661034,725.1908761661034,725.1908761661034,725.1908761661034,725.1908761661034,725.1908761661034,725.1908761661034,725.1908761661034,a,0.9125303099863231,10,580,1,726.1250681611709,,727.626666349126,,,,,,,,,,,,,,,,,,,,,22483,2022-11-08_08h01.33.672,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.976697863035355,
1,0,0,0,0,0,0,1,triangle,star,1,0,1,0,3,1,37,2,,,,,,,,,,,,728.1271801800467,728.1271801800467,728.1271801800467,728.1271801800467,728.1271801800467,728.1271801800467,728.1271801800467,728.1271801800467,728.1271801800467,728.1271801800467,l,0.8581116141285747,1,581,1,729.0114343990572,,730.5133621389978,,,,,,,,,,,,,,,,,,,,,22483,2022-11-08_08h01.33.672,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.976697863035355,
0,0,1,0,0,0,0,1,hexagon,star,1,0,1,0,3,2,38,8,,,,,,,,,,,,731.0137401761021,731.0137401761021,731.0137401761021,731.0137401761021,731.0137401761021,731.0137401761021,731.0137401761021,731.0137401761021,731.0137401761021,731.0137401761021,a,1.075927128084004,10,591,1,732.1149563360959,,733.6168298511766,,,,,,,,,,,,,,,,,,,,,22483,2022-11-08_08h01.33.672,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.976697863035355,
0,0,1,0,0,1,0,0,hexagon,circle,1,0,1,0,3,3,39,7,,,,,,,,,,,,734.1171124351677,734.1171124351677,734.1171124351677,734.1171124351677,734.1171124351677,734.1171124351677,734.1171124351677,734.1171124351677,734.1171124351677,734.1171124351677,l,0.6950038189534098,1,592,1,734.8345580601599,736.3363048131578,736.3363048131578,,,,,,,,,,,,,,,,,,,,,22483,2022-11-08_08h01.33.672,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.976697863035355,
0,1,0,0,0,0,1,0,circle,hexagon,1,0,1,0,3,4,40,4,,,,,,,,,,,,736.8370775380172,736.8370775380172,736.8370775380172,736.8370775380172,736.8370775380172,736.8370775380172,736.8370775380172,736.8370775380172,736.8370775380172,736.8370775380172,a,0.7874549271073192,10,602,1,737.6545776941348,739.1561302552,739.1561302552,,,,,,,,,,,,,,,,,,,,,22483,2022-11-08_08h01.33.672,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.976697863035355,
1,0,0,0,0,0,1,0,triangle,hexagon,1,0,1,0,3,5,41,1,,,,,,,,,,,,739.656791718211,739.656791718211,739.656791718211,739.656791718211,739.656791718211,739.656791718211,739.656791718211,739.656791718211,739.656791718211,739.656791718211,l,0.7919582140166312,10,612,1,740.4743290490005,,741.9758408940397,,,,,,,,,,,,,,,,,,,,,22483,2022-11-08_08h01.33.672,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.976697863035355,
0,0,0,1,1,0,0,0,star,triangle,1,0,1,0,3,6,42,9,,,,,,,,,,,,742.476293026004,742.476293026004,742.476293026004,742.476293026004,742.476293026004,742.476293026004,742.476293026004,742.476293026004,742.476293026004,742.476293026004,l,2.2037182389758527,1,613,1,744.7121008401737,,746.2139492451679,,,,,,,,,,,,,,,,,,,,,22483,2022-11-08_08h01.33.672,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.976697863035355,
0,1,0,0,0,0,0,1,circle,star,1,0,1,0,3,7,43,5,,,,,,,,,,,,746.7145494162105,746.7145494162105,746.7145494162105,746.7145494162105,746.7145494162105,746.7145494162105,746.7145494162105,746.7145494162105,746.7145494162105,746.7145494162105,a,0.9247450719121844,1,614,1,747.6656227451749,,749.1671387951355,,,,,,,,,,,,,,,,,,,,,22483,2022-11-08_08h01.33.672,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.976697863035355,
0,1,0,0,1,0,0,0,circle,triangle,1,0,1,0,3,8,44,3,,,,,,,,,,,,749.6677228310145,749.6677228310145,749.6677228310145,749.6677228310145,749.6677228310145,749.6677228310145,749.6677228310145,749.6677228310145,749.6677228310145,749.6677228310145,a,0.5250253479462117,10,624,1,750.2181492091622,,751.7200423330069,,,,,,,,,,,,,,,,,,,,,22483,2022-11-08_08h01.33.672,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.976697863035355,
1,0,0,0,0,1,0,0,triangle,circle,1,0,1,0,3,9,45,0,,,,,,,,,,,,752.2204802411143,752.2204802411143,752.2204802411143,752.2204802411143,752.2204802411143,752.2204802411143,752.2204802411143,752.2204802411143,752.2204802411143,752.2204802411143,l,0.6848369939252734,1,625,1,752.9379988431465,,754.4396116430871,,,,,,,,,,,,,,,,,,,,,22483,2022-11-08_08h01.33.672,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.976697863035355,
0,0,0,1,0,1,0,0,star ,circle,1,0,1,0,3,10,46,10,,,,,,,,,,,,754.940137363039,754.940137363039,754.940137363039,754.940137363039,754.940137363039,754.940137363039,754.940137363039,754.940137363039,754.940137363039,754.940137363039,a,0.7869466948322952,1,626,1,755.7577901461627,,757.2594989161007,,,,,,,,,,,,,,,,,,,,,22483,2022-11-08_08h01.33.672,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.976697863035355,
0,0,0,1,0,0,1,0,star,hexagon,1,0,1,0,3,11,47,11,,,,,,,,,,,,757.7598297691438,757.7598297691438,757.7598297691438,757.7598297691438,757.7598297691438,757.7598297691438,757.7598297691438,757.7598297691438,757.7598297691438,757.7598297691438,l,1.095331883057952,10,636,1,758.8779087041039,760.379467291059,760.379467291059,,,,,,,,,,,,,,,,,,,,,22483,2022-11-08_08h01.33.672,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.976697863035355,
0,0,1,0,1,0,0,0,hexagon,triangle,2,0,2,0,0,0,0,6,,,,,,,,,,,,764.7510305151809,764.7510305151809,764.7510305151809,764.7510305151809,764.7510305151809,764.7510305151809,764.7510305151809,764.7510305151809,764.7510305151809,764.7510305151809,a,1.5412949870806187,1,637,2,766.3194503160194,767.8210780590307,767.8210780590307,,,,,,,,,,,,,,,,,,,,,22483,2022-11-08_08h01.33.672,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.976697863035355,
1,0,0,0,0,0,1,0,triangle,hexagon,2,0,2,0,0,1,1,1,,,,,,,,,,,,768.3217936831061,768.3217936831061,768.3217936831061,768.3217936831061,768.3217936831061,768.3217936831061,768.3217936831061,768.3217936831061,768.3217936831061,768.3217936831061,a,1.3023195299319923,10,647,2,769.6565191750415,,771.1581324841827,,,,,,,,,,,,,,,,,,,,,22483,2022-11-08_08h01.33.672,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.976697863035355,
0,0,0,1,1,0,0,0,star,triangle,2,0,2,0,0,2,2,9,,,,,,,,,,,,771.6586768040434,771.6586768040434,771.6586768040434,771.6586768040434,771.6586768040434,771.6586768040434,771.6586768040434,771.6586768040434,771.6586768040434,771.6586768040434,a,2.4412635578773916,1,648,2,774.1283351790626,,775.6297233880032,,,,,,,,,,,,,,,,,,,,,22483,2022-11-08_08h01.33.672,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.976697863035355,
0,1,0,0,1,0,0,0,circle,triangle,2,0,2,0,0,3,3,3,,,,,,,,,,,,776.1301940490957,776.1301940490957,776.1301940490957,776.1301940490957,776.1301940490957,776.1301940490957,776.1301940490957,776.1301940490957,776.1301940490957,776.1301940490957,a,0.9961890538688749,1,649,2,777.1479176990688,778.6495619690977,778.6495619690977,,,,,,,,,,,,,,,,,,,,,22483,2022-11-08_08h01.33.672,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.976697863035355,
