LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task2_prac_redo.thisRepN,task2_prac_redo.thisTrialN,task2_prac_redo.thisN,task2_prac_redo.thisIndex,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,training_feedback_txt.stopped,fix.started,fix.stopped,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,acc,E1,target_resp_prac1.keys,target_resp_prac1.rt,pracBlock,prac_fback_text.started,prac_fback_text.stopped,tgt_fix_prac2.started,top_target_prac2.started,bott_target_prac2.started,target_resp_prac2.started,top_target_prac2.stopped,bott_target_prac2.stopped,target_resp_prac2.stopped,target_resp_prac2.keys,target_resp_prac2.rt,participant,date,expName,psychopyVersion,frameRate,
0,1,0,0,0,0,0,1,circle,star,0,0,0,0,0,9,9,5,,,,,,,,,,,,,,,,,,,,122.64539737906307,122.64539737906307,122.64539737906307,122.64539737906307,122.64539737906307,122.64539737906307,122.64539737906307,122.64539737906307,122.64539737906307,122.64539737906307,l,0.6715451278723776,1,46,0,123.34547929512337,,124.846228989074,,,,,,,,,,,,,,,,,,,,,,,,,,40408,2022-11-16_10h16.13.931,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01775918754871,
0,0,0,1,0,0,1,0,star,hexagon,0,0,0,0,0,10,10,11,,,,,,,,,,,,,,,,,,,,125.34610974416137,125.34610974416137,125.34610974416137,125.34610974416137,125.34610974416137,125.34610974416137,125.34610974416137,125.34610974416137,125.34610974416137,125.34610974416137,l,0.6483994317241013,1,47,0,126.01488955621608,,127.5156961241737,,,,,,,,,,,,,,,,,,,,,,,,,,40408,2022-11-16_10h16.13.931,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01775918754871,
0,1,0,0,1,0,0,0,circle,triangle,0,0,0,0,0,11,11,3,,,,,,,,,,,,,,,,,,,,128.01583474711515,128.01583474711515,128.01583474711515,128.01583474711515,128.01583474711515,128.01583474711515,128.01583474711515,128.01583474711515,128.01583474711515,128.01583474711515,a,0.668176612816751,1,48,0,128.71596659906209,130.21656213421375,130.21656213421375,,,,,,,,,,,,,,,,,,,,,,,,,,40408,2022-11-16_10h16.13.931,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01775918754871,
0,0,1,0,0,1,0,0,hexagon,circle,0,0,0,0,1,0,12,7,,,,,,,,,,,,,,,,,,,,130.71843042806722,130.71843042806722,130.71843042806722,130.71843042806722,130.71843042806722,130.71843042806722,130.71843042806722,130.71843042806722,130.71843042806722,130.71843042806722,l,0.7439509718678892,1,49,0,131.48538829712197,132.98597929812968,132.98597929812968,,,,,,,,,,,,,,,,,,,,,,,,,,40408,2022-11-16_10h16.13.931,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01775918754871,
0,1,0,0,0,0,0,1,circle,star,0,0,0,0,1,1,13,5,,,,,,,,,,,,,,,,,,,,133.48622776102275,133.48622776102275,133.48622776102275,133.48622776102275,133.48622776102275,133.48622776102275,133.48622776102275,133.48622776102275,133.48622776102275,133.48622776102275,l,0.6203982348088175,1,50,0,134.13645328721032,,135.6387423442211,,,,,,,,,,,,,,,,,,,,,,,,,,40408,2022-11-16_10h16.13.931,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01775918754871,
0,0,1,0,1,0,0,0,hexagon,triangle,0,0,0,0,1,2,14,6,,,,,,,,,,,,,,,,,,,,136.13902209419757,136.13902209419757,136.13902209419757,136.13902209419757,136.13902209419757,136.13902209419757,136.13902209419757,136.13902209419757,136.13902209419757,136.13902209419757,l,0.4309493456967175,10,60,0,136.58969255513512,138.08954355400056,138.08954355400056,138.58986534015276,,,,,,,,,,,,,,,,,,,,,,,,,40408,2022-11-16_10h16.13.931,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01775918754871,
0,1,0,0,0,0,1,0,circle,hexagon,0,0,0,0,1,3,15,4,,,,,,,,,,,,,,,,,,,,138.58986534015276,138.58986534015276,138.58986534015276,138.58986534015276,138.58986534015276,138.58986534015276,138.58986534015276,138.58986534015276,138.58986534015276,138.58986534015276,l,0.6360693068709224,1,61,0,139.2569872501772,,140.75915320101194,,,,,,,,,,,,,,,,,,,,,,,,,,40408,2022-11-16_10h16.13.931,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01775918754871,
0,1,0,0,1,0,0,0,circle,triangle,0,0,0,0,1,4,16,3,,,,,,,,,,,,,,,,,,,,141.25938710500486,141.25938710500486,141.25938710500486,141.25938710500486,141.25938710500486,141.25938710500486,141.25938710500486,141.25938710500486,141.25938710500486,141.25938710500486,l,0.9927304508164525,10,71,0,142.27674892521463,143.77696798206307,143.77696798206307,144.27724912110716,,,,,,,,,,,,,,,,,,,,,,,,,40408,2022-11-16_10h16.13.931,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01775918754871,
1,0,0,0,0,1,0,0,triangle,circle,0,0,0,0,1,5,17,0,,,,,,,,,,,,,,,,,,,,144.27724912110716,144.27724912110716,144.27724912110716,144.27724912110716,144.27724912110716,144.27724912110716,144.27724912110716,144.27724912110716,144.27724912110716,144.27724912110716,a,0.9456359900068492,10,81,0,145.2442920540925,,146.74671016121283,,,,,,,,,,,,,,,,,,,,,,,,,,40408,2022-11-16_10h16.13.931,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01775918754871,
0,0,0,1,1,0,0,0,star,triangle,0,0,0,0,1,6,18,9,,,,,,,,,,,,,,,,,,,,147.24683875916526,147.24683875916526,147.24683875916526,147.24683875916526,147.24683875916526,147.24683875916526,147.24683875916526,147.24683875916526,147.24683875916526,147.24683875916526,l,0.6412256408948451,1,82,0,147.91396312904544,149.41402440308593,149.41402440308593,149.9143388911616,,,,,,,,,,,,,,,,,,,,,,,,,40408,2022-11-16_10h16.13.931,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01775918754871,
0,0,1,0,0,0,0,1,hexagon,star,0,0,0,0,1,7,19,8,,,,,,,,,,,,,,,,,,,,149.9143388911616,149.9143388911616,149.9143388911616,149.9143388911616,149.9143388911616,149.9143388911616,149.9143388911616,149.9143388911616,149.9143388911616,149.9143388911616,l,0.38130507292225957,10,92,0,150.31495292601176,,151.81687502400018,,,,,,,,,,,,,,,,,,,,,,,,,,40408,2022-11-16_10h16.13.931,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01775918754871,
0,0,0,1,0,1,0,0,star ,circle,0,0,0,0,1,8,20,10,,,,,,,,,,,,,,,,,,,,152.31697976007126,152.31697976007126,152.31697976007126,152.31697976007126,152.31697976007126,152.31697976007126,152.31697976007126,152.31697976007126,152.31697976007126,152.31697976007126,a,0.8813283019699156,10,102,0,153.21723517403007,154.7178847710602,154.7178847710602,155.21808016113937,,,,,,,,,,,,,,,,,,,,,,,,,40408,2022-11-16_10h16.13.931,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01775918754871,
1,0,0,0,0,0,1,0,triangle,hexagon,0,0,0,0,1,9,21,1,,,,,,,,,,,,,,,,,,,,155.21808016113937,155.21808016113937,155.21808016113937,155.21808016113937,155.21808016113937,155.21808016113937,155.21808016113937,155.21808016113937,155.21808016113937,155.21808016113937,a,0.46697442466393113,10,112,0,155.7032575760968,157.2039563062135,157.2039563062135,157.70399676822126,,,,,,,,,,,,,,,,,,,,,,,,,40408,2022-11-16_10h16.13.931,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01775918754871,
0,0,0,1,0,0,1,0,star,hexagon,0,0,0,0,1,10,22,11,,,,,,,,,,,,,,,,,,,,157.70399676822126,157.70399676822126,157.70399676822126,157.70399676822126,157.70399676822126,157.70399676822126,157.70399676822126,157.70399676822126,157.70399676822126,157.70399676822126,a,0.44547165487892926,10,122,0,158.17087113205343,159.67139522219077,159.67139522219077,160.17149928817526,,,,,,,,,,,,,,,,,,,,,,,,,40408,2022-11-16_10h16.13.931,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01775918754871,
1,0,0,0,0,0,0,1,triangle,star,0,0,0,0,1,11,23,2,,,,,,,,,,,,,,,,,,,,160.17149928817526,160.17149928817526,160.17149928817526,160.17149928817526,160.17149928817526,160.17149928817526,160.17149928817526,160.17149928817526,160.17149928817526,160.17149928817526,a,0.4071918160188943,10,132,0,160.60694874310866,162.1076210262254,162.1076210262254,162.6075618120376,,,,,,,,,,,,,,,,,,,,,,,,,40408,2022-11-16_10h16.13.931,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01775918754871,
0,0,0,1,0,1,0,0,star ,circle,0,0,0,0,2,0,24,10,,,,,,,,,,,,,,,,,,,,162.6075618120376,162.6075618120376,162.6075618120376,162.6075618120376,162.6075618120376,162.6075618120376,162.6075618120376,162.6075618120376,162.6075618120376,162.6075618120376,l,0.5812716907821596,10,142,0,163.2076411221642,164.70848153112456,164.70848153112456,,,,,,,,,,,,,,,,,,,,,,,,,,40408,2022-11-16_10h16.13.931,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01775918754871,
1,0,0,0,0,1,0,0,triangle,circle,0,0,0,0,2,1,25,0,,,,,,,,,,,,,,,,,,,,165.2083653130103,165.2083653130103,165.2083653130103,165.2083653130103,165.2083653130103,165.2083653130103,165.2083653130103,165.2083653130103,165.2083653130103,165.2083653130103,a,0.6366949987132102,10,152,0,165.87718101521023,167.37789048813283,167.37789048813283,,,,,,,,,,,,,,,,,,,,,,,,,,40408,2022-11-16_10h16.13.931,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01775918754871,
0,0,1,0,0,0,0,1,hexagon,star,0,0,0,0,2,2,26,8,,,,,,,,,,,,,,,,,,,,167.8781289490871,167.8781289490871,167.8781289490871,167.8781289490871,167.8781289490871,167.8781289490871,167.8781289490871,167.8781289490871,167.8781289490871,167.8781289490871,a,0.7562194357160479,1,153,0,168.6619693362154,170.16233656718396,170.16233656718396,,,,,,,,,,,,,,,,,,,,,,,,,,40408,2022-11-16_10h16.13.931,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01775918754871,
1,0,0,0,0,0,1,0,triangle,hexagon,0,0,0,0,2,3,27,1,,,,,,,,,,,,,,,,,,,,170.66429792600684,170.66429792600684,170.66429792600684,170.66429792600684,170.66429792600684,170.66429792600684,170.66429792600684,170.66429792600684,170.66429792600684,170.66429792600684,l,0.4678578479215503,10,163,0,171.1645185521338,,172.66522616916336,,,,,,,,,,,,,,,,,,,,,,,,,,40408,2022-11-16_10h16.13.931,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01775918754871,
0,1,0,0,0,0,1,0,circle,hexagon,0,0,0,0,2,4,28,4,,,,,,,,,,,,,,,,,,,,173.1653282311745,173.1653282311745,173.1653282311745,173.1653282311745,173.1653282311745,173.1653282311745,173.1653282311745,173.1653282311745,173.1653282311745,173.1653282311745,l,0.48745760996825993,10,173,0,173.681858724216,175.18279967899434,175.18279967899434,,,,,,,,,,,,,,,,,,,,,,,,,,40408,2022-11-16_10h16.13.931,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01775918754871,
0,0,1,0,1,0,0,0,hexagon,triangle,0,0,0,0,2,5,29,6,,,,,,,,,,,,,,,,,,,,175.68458692613058,175.68458692613058,175.68458692613058,175.68458692613058,175.68458692613058,175.68458692613058,175.68458692613058,175.68458692613058,175.68458692613058,175.68458692613058,l,0.7245774429757148,10,183,0,176.43483351613395,177.93537113512866,177.93537113512866,178.43560233619064,,,,,,,,,,,,,,,,,,,,,,,,,40408,2022-11-16_10h16.13.931,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01775918754871,
0,0,1,0,0,1,0,0,hexagon,circle,0,0,0,0,2,6,30,7,,,,,,,,,,,,,,,,,,,,178.43560233619064,178.43560233619064,178.43560233619064,178.43560233619064,178.43560233619064,178.43560233619064,178.43560233619064,178.43560233619064,178.43560233619064,178.43560233619064,a,0.5274391029961407,10,193,0,178.9856947090011,,180.48814637819305,,,,,,,,,,,,,,,,,,,,,,,,,,40408,2022-11-16_10h16.13.931,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01775918754871,
0,1,0,0,0,0,0,1,circle,star,0,0,0,0,2,7,31,5,,,,,,,,,,,,,,,,,,,,180.98829404101707,180.98829404101707,180.98829404101707,180.98829404101707,180.98829404101707,180.98829404101707,180.98829404101707,180.98829404101707,180.98829404101707,180.98829404101707,a,1.1918023596517742,1,194,0,182.20618029520847,183.705880836118,183.705880836118,184.2063164471183,,,,,,,,,,,,,,,,,,,,,,,,,40408,2022-11-16_10h16.13.931,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01775918754871,
0,0,0,1,1,0,0,0,star,triangle,0,0,0,0,2,8,32,9,,,,,,,,,,,,,,,,,,,,184.2063164471183,184.2063164471183,184.2063164471183,184.2063164471183,184.2063164471183,184.2063164471183,184.2063164471183,184.2063164471183,184.2063164471183,184.2063164471183,a,0.33691657590679824,10,204,0,184.57341668801382,,186.07533230818808,,,,,,,,,,,,,,,,,,,,,,,,,,40408,2022-11-16_10h16.13.931,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01775918754871,
0,0,0,1,0,0,1,0,star,hexagon,0,0,0,0,2,9,33,11,,,,,,,,,,,,,,,,,,,,186.5755260041915,186.5755260041915,186.5755260041915,186.5755260041915,186.5755260041915,186.5755260041915,186.5755260041915,186.5755260041915,186.5755260041915,186.5755260041915,l,0.3415090348571539,10,214,0,186.94245227519423,188.44295386807062,188.44295386807062,188.94295904412866,,,,,,,,,,,,,,,,,,,,,,,,,40408,2022-11-16_10h16.13.931,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01775918754871,
1,0,0,0,0,0,0,1,triangle,star,0,0,0,0,2,10,34,2,,,,,,,,,,,,,,,,,,,,188.94295904412866,188.94295904412866,188.94295904412866,188.94295904412866,188.94295904412866,188.94295904412866,188.94295904412866,188.94295904412866,188.94295904412866,188.94295904412866,a,0.4495537909679115,1,215,0,189.4105805370491,,190.91200893116184,,,,,,,,,,,,,,,,,,,,,,,,,,40408,2022-11-16_10h16.13.931,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01775918754871,
0,1,0,0,1,0,0,0,circle,triangle,0,0,0,0,2,11,35,3,,,,,,,,,,,,,,,,,,,,191.41240714211017,191.41240714211017,191.41240714211017,191.41240714211017,191.41240714211017,191.41240714211017,191.41240714211017,191.41240714211017,191.41240714211017,191.41240714211017,l,0.36442346568219364,10,225,0,191.79662603116594,193.29640625300817,193.29640625300817,193.7965764021501,,,,,,,,,,,,,,,,,,,,,,,,,40408,2022-11-16_10h16.13.931,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01775918754871,
1,0,0,0,0,0,1,0,triangle,hexagon,0,0,0,0,3,0,36,1,,,,,,,,,,,,,,,,,,,,193.7965764021501,193.7965764021501,193.7965764021501,193.7965764021501,193.7965764021501,193.7965764021501,193.7965764021501,193.7965764021501,193.7965764021501,193.7965764021501,l,0.4002277017571032,1,226,0,194.21423139004037,,195.71573980618268,,,,,,,,,,,,,,,,,,,,,,,,,,40408,2022-11-16_10h16.13.931,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01775918754871,
0,0,1,0,1,0,0,0,hexagon,triangle,0,0,0,0,3,1,37,6,,,,,,,,,,,,,,,,,,,,196.21599070215598,196.21599070215598,196.21599070215598,196.21599070215598,196.21599070215598,196.21599070215598,196.21599070215598,196.21599070215598,196.21599070215598,196.21599070215598,a,0.3758055418729782,10,236,0,196.61656284914352,198.1167292231694,198.1167292231694,198.61660626414232,,,,,,,,,,,,,,,,,,,,,,,,,40408,2022-11-16_10h16.13.931,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01775918754871,
1,0,0,0,0,0,0,1,triangle,star,0,0,0,0,3,2,38,2,,,,,,,,,,,,,,,,,,,,198.61660626414232,198.61660626414232,198.61660626414232,198.61660626414232,198.61660626414232,198.61660626414232,198.61660626414232,198.61660626414232,198.61660626414232,198.61660626414232,a,0.5640880838036537,1,237,0,199.2008177631069,,200.70274564507417,,,,,,,,,,,,,,,,,,,,,,,,,,40408,2022-11-16_10h16.13.931,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01775918754871,
0,0,1,0,0,0,0,1,hexagon,star,0,0,0,0,3,3,39,8,,,,,,,,,,,,,,,,,,,,201.20295380521566,201.20295380521566,201.20295380521566,201.20295380521566,201.20295380521566,201.20295380521566,201.20295380521566,201.20295380521566,201.20295380521566,201.20295380521566,a,0.39648184180259705,1,238,0,201.61979134613648,203.12032635719515,203.12032635719515,203.62024054606445,,,,,,,,,,,,,,,,,,,,,,,,,40408,2022-11-16_10h16.13.931,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01775918754871,
1,0,0,0,0,1,0,0,triangle,circle,0,0,0,0,3,4,40,0,,,,,,,,,,,,,,,,,,,,203.62024054606445,203.62024054606445,203.62024054606445,203.62024054606445,203.62024054606445,203.62024054606445,203.62024054606445,203.62024054606445,203.62024054606445,203.62024054606445,l,0.4990509089548141,1,239,0,204.13746869005263,,205.6397646360565,,,,,,,,,,,,,,,,,,,,,,,,,,40408,2022-11-16_10h16.13.931,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01775918754871,
0,1,0,0,1,0,0,0,circle,triangle,0,0,0,0,3,5,41,3,,,,,,,,,,,,,,,,,,,,206.1398430641275,206.1398430641275,206.1398430641275,206.1398430641275,206.1398430641275,206.1398430641275,206.1398430641275,206.1398430641275,206.1398430641275,206.1398430641275,l,0.5108303017914295,10,249,0,206.67413556110114,208.17395226703957,208.17395226703957,208.67401890014298,,,,,,,,,,,,,,,,,,,,,,,,,40408,2022-11-16_10h16.13.931,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01775918754871,
0,1,0,0,0,0,1,0,circle,hexagon,0,0,0,0,3,6,42,4,,,,,,,,,,,,,,,,,,,,208.67401890014298,208.67401890014298,208.67401890014298,208.67401890014298,208.67401890014298,208.67401890014298,208.67401890014298,208.67401890014298,208.67401890014298,208.67401890014298,l,0.5079823939595371,10,259,0,209.2076598070562,,210.71014243015088,,,,,,,,,,,,,,,,,,,,,,,,,,40408,2022-11-16_10h16.13.931,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01775918754871,
0,0,0,1,0,0,1,0,star,hexagon,0,0,0,0,3,7,43,11,,,,,,,,,,,,,,,,,,,,211.21022949903272,211.21022949903272,211.21022949903272,211.21022949903272,211.21022949903272,211.21022949903272,211.21022949903272,211.21022949903272,211.21022949903272,211.21022949903272,l,0.4350147256627679,10,269,0,211.67706502904184,213.17765764612705,213.17765764612705,213.67772256722674,,,,,,,,,,,,,,,,,,,,,,,,,40408,2022-11-16_10h16.13.931,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01775918754871,
0,0,0,1,1,0,0,0,star,triangle,0,0,0,0,3,8,44,9,,,,,,,,,,,,,,,,,,,,213.67772256722674,213.67772256722674,213.67772256722674,213.67772256722674,213.67772256722674,213.67772256722674,213.67772256722674,213.67772256722674,213.67772256722674,213.67772256722674,l,0.39768308377824724,1,270,0,214.0952315630857,,215.59697870211676,,,,,,,,,,,,,,,,,,,,,,,,,,40408,2022-11-16_10h16.13.931,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01775918754871,
0,1,0,0,0,0,0,1,circle,star,0,0,0,0,3,9,45,5,,,,,,,,,,,,,,,,,,,,216.09706288203597,216.09706288203597,216.09706288203597,216.09706288203597,216.09706288203597,216.09706288203597,216.09706288203597,216.09706288203597,216.09706288203597,216.09706288203597,a,1.2296692449599504,1,271,0,217.34751933207735,218.8481643050909,218.8481643050909,219.34838354121894,,,,,,,,,,,,,,,,,,,,,,,,,40408,2022-11-16_10h16.13.931,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01775918754871,
0,0,1,0,0,1,0,0,hexagon,circle,0,0,0,0,3,10,46,7,,,,,,,,,,,,,,,,,,,,219.34838354121894,219.34838354121894,219.34838354121894,219.34838354121894,219.34838354121894,219.34838354121894,219.34838354121894,219.34838354121894,219.34838354121894,219.34838354121894,l,5.674075546907261,1,272,0,225.05193022522144,,226.55455203400925,,,,,,,,,,,,,,,,,,,,,,,,,,40408,2022-11-16_10h16.13.931,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.01775918754871,
