LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,fix.started,training_feedback_txt.stopped,fix.stopped,participant,date,expName,psychopyVersion,frameRate,
1,0,0,0,0,0,1,0,triangle,hexagon,0,0,0,0,2,6,30,1,,,,108.28749583300669,108.28749583300669,108.28749583300669,108.28749583300669,108.28749583300669,108.28749583300669,108.28749583300669,108.28749583300669,108.28749583300669,108.28749583300669,a,0.2609281640034169,1,139,0,108.57081626699073,110.07241908600554,,,25726,2022-11-29_14h07.46.306,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.946027953898465,
0,1,0,0,1,0,0,0,circle,triangle,0,0,0,0,2,7,31,3,,,,110.57318839800428,110.57318839800428,110.57318839800428,110.57318839800428,110.57318839800428,110.57318839800428,110.57318839800428,110.57318839800428,110.57318839800428,110.57318839800428,a,0.12336840300122276,10,149,0,110.72319760499522,112.22494623300736,,,25726,2022-11-29_14h07.46.306,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.946027953898465,
0,0,0,1,0,1,0,0,star ,circle,0,0,0,0,2,8,32,10,,,,112.72553036300815,112.72553036300815,112.72553036300815,112.72553036300815,112.72553036300815,112.72553036300815,112.72553036300815,112.72553036300815,112.72553036300815,112.72553036300815,l,0.03037173900520429,1,150,0,112.77552740299143,114.27699157298775,,,25726,2022-11-29_14h07.46.306,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.946027953898465,
0,0,1,0,0,0,0,1,hexagon,star,0,0,0,0,2,9,33,8,,,,114.77813325900934,114.77813325900934,114.77813325900934,114.77813325900934,114.77813325900934,114.77813325900934,114.77813325900934,114.77813325900934,114.77813325900934,114.77813325900934,l,0.02514591399813071,10,160,0,114.82786523000686,116.32954401199822,,,25726,2022-11-29_14h07.46.306,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.946027953898465,
1,0,0,0,0,0,0,1,triangle,star,0,0,0,0,2,10,34,2,,,,116.8302151300013,116.8302151300013,116.8302151300013,116.8302151300013,116.8302151300013,116.8302151300013,116.8302151300013,116.8302151300013,116.8302151300013,116.8302151300013,l,0.08873330499045551,10,170,0,116.94700482601183,118.4485622739885,,,25726,2022-11-29_14h07.46.306,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.946027953898465,
0,1,0,0,0,0,1,0,circle,hexagon,0,0,0,0,2,11,35,4,,,,118.94896030699601,118.94896030699601,118.94896030699601,118.94896030699601,118.94896030699601,118.94896030699601,118.94896030699601,118.94896030699601,118.94896030699601,118.94896030699601,a,0.05129698500968516,10,180,0,119.03237182000885,120.53399553100462,,,25726,2022-11-29_14h07.46.306,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.946027953898465,
1,0,0,0,0,1,0,0,triangle,circle,0,0,0,0,3,0,36,0,,,,121.03453465699567,121.03453465699567,121.03453465699567,121.03453465699567,121.03453465699567,121.03453465699567,121.03453465699567,121.03453465699567,121.03453465699567,121.03453465699567,l,0.011863678984809667,10,190,0,121.06792533199769,122.56958497301093,,,25726,2022-11-29_14h07.46.306,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.946027953898465,
0,0,0,1,0,1,0,0,star ,circle,0,0,0,0,3,1,37,10,,,,123.07038675699732,123.07038675699732,123.07038675699732,123.07038675699732,123.07038675699732,123.07038675699732,123.07038675699732,123.07038675699732,123.07038675699732,123.07038675699732,l,0.10225698497379199,1,191,0,123.20365335600218,124.70521420199657,,,25726,2022-11-29_14h07.46.306,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.946027953898465,
0,0,1,0,1,0,0,0,hexagon,triangle,0,0,0,0,3,2,38,6,,,,125.2059545230004,125.2059545230004,125.2059545230004,125.2059545230004,125.2059545230004,125.2059545230004,125.2059545230004,125.2059545230004,125.2059545230004,125.2059545230004,l,0.2281653089739848,10,201,0,125.45618894600193,126.95798484698753,,,25726,2022-11-29_14h07.46.306,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.946027953898465,
0,0,0,1,1,0,0,0,star,triangle,0,0,0,0,3,3,39,9,,,,127.45826926501468,127.45826926501468,127.45826926501468,127.45826926501468,127.45826926501468,127.45826926501468,127.45826926501468,127.45826926501468,127.45826926501468,127.45826926501468,l,0.04568700198433362,10,211,0,127.52508963199216,129.02668868401088,,,25726,2022-11-29_14h07.46.306,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.946027953898465,
0,1,0,0,1,0,0,0,circle,triangle,0,0,0,0,3,4,40,3,,,,129.5271718899894,129.5271718899894,129.5271718899894,129.5271718899894,129.5271718899894,129.5271718899894,129.5271718899894,129.5271718899894,129.5271718899894,129.5271718899894,l,0.04840845297439955,1,212,0,129.59414349900908,131.0957441710052,,,25726,2022-11-29_14h07.46.306,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.946027953898465,
0,0,0,1,0,0,1,0,star,hexagon,0,0,0,0,3,5,41,11,,,,131.59621114001493,131.59621114001493,131.59621114001493,131.59621114001493,131.59621114001493,131.59621114001493,131.59621114001493,131.59621114001493,131.59621114001493,131.59621114001493,l,0.11732403200585395,10,222,0,131.72985452000285,133.23145426998963,,,25726,2022-11-29_14h07.46.306,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.946027953898465,
1,0,0,0,0,0,0,1,triangle,star,0,0,0,0,3,6,42,2,,,,133.73193207601435,133.73193207601435,133.73193207601435,133.73193207601435,133.73193207601435,133.73193207601435,133.73193207601435,133.73193207601435,133.73193207601435,133.73193207601435,a,0.6015756459964905,10,232,0,134.3660113659862,135.86750258901156,,,25726,2022-11-29_14h07.46.306,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.946027953898465,
0,1,0,0,0,0,0,1,circle,star,0,0,0,0,3,7,43,5,,,,136.36809711399837,136.36809711399837,136.36809711399837,136.36809711399837,136.36809711399837,136.36809711399837,136.36809711399837,136.36809711399837,136.36809711399837,136.36809711399837,l,0.13689245100249536,1,233,0,136.53487851499813,138.03676098000142,,,25726,2022-11-29_14h07.46.306,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.946027953898465,
1,0,0,0,0,0,1,0,triangle,hexagon,0,0,0,0,3,8,44,1,,,,138.53735090300324,138.53735090300324,138.53735090300324,138.53735090300324,138.53735090300324,138.53735090300324,138.53735090300324,138.53735090300324,138.53735090300324,138.53735090300324,l,0.21782763599185273,10,243,0,138.7874746460002,140.2892944549967,,,25726,2022-11-29_14h07.46.306,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.946027953898465,
0,0,1,0,0,0,0,1,hexagon,star,0,0,0,0,3,9,45,8,,,,140.7902999620128,140.7902999620128,140.7902999620128,140.7902999620128,140.7902999620128,140.7902999620128,140.7902999620128,140.7902999620128,140.7902999620128,140.7902999620128,l,0.0009651540021877736,1,244,0,140.8230446719972,142.32465881601092,,,25726,2022-11-29_14h07.46.306,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.946027953898465,
0,1,0,0,0,0,1,0,circle,hexagon,0,0,0,0,3,10,46,4,,,,142.8254317230021,142.8254317230021,142.8254317230021,142.8254317230021,142.8254317230021,142.8254317230021,142.8254317230021,142.8254317230021,142.8254317230021,142.8254317230021,l,0.13651530299102888,10,254,0,142.99215377200744,144.4937481940142,,,25726,2022-11-29_14h07.46.306,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.946027953898465,
0,0,1,0,0,1,0,0,hexagon,circle,0,0,0,0,3,11,47,7,,,,144.99456472101156,144.99456472101156,144.99456472101156,144.99456472101156,144.99456472101156,144.99456472101156,144.99456472101156,144.99456472101156,144.99456472101156,144.99456472101156,l,0.30766006000339985,10,264,0,145.32804719099659,146.83021628198912,,,25726,2022-11-29_14h07.46.306,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.946027953898465,
0,0,0,1,0,0,1,0,star,hexagon,1,0,1,0,0,0,0,11,,,,150.1082124900131,150.1082124900131,150.1082124900131,150.1082124900131,150.1082124900131,150.1082124900131,150.1082124900131,150.1082124900131,150.1082124900131,150.1082124900131,a,0.7850535859761294,1,265,1,150.91784821500187,152.41930312098702,,,25726,2022-11-29_14h07.46.306,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.946027953898465,
0,1,0,0,0,0,1,0,circle,hexagon,1,0,1,0,0,1,1,4,,,,152.91961724098655,152.91961724098655,152.91961724098655,152.91961724098655,152.91961724098655,152.91961724098655,152.91961724098655,152.91961724098655,152.91961724098655,152.91961724098655,a,0.302588371996535,10,275,1,153.25356642200495,154.75530612599687,,,25726,2022-11-29_14h07.46.306,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.946027953898465,
0,0,1,0,1,0,0,0,hexagon,triangle,1,0,1,0,0,2,2,6,,,,155.25557922400185,155.25557922400185,155.25557922400185,155.25557922400185,155.25557922400185,155.25557922400185,155.25557922400185,155.25557922400185,155.25557922400185,155.25557922400185,a,0.2737556450010743,10,285,1,155.55584278798779,157.0577807110094,,,25726,2022-11-29_14h07.46.306,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.946027953898465,
0,0,1,0,0,1,0,0,hexagon,circle,1,0,1,0,0,3,3,7,,,,157.55810525501147,157.55810525501147,157.55810525501147,157.55810525501147,157.55810525501147,157.55810525501147,157.55810525501147,157.55810525501147,157.55810525501147,157.55810525501147,a,0.23406847499427386,1,286,1,157.8084139690036,159.31013045000145,,,25726,2022-11-29_14h07.46.306,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.946027953898465,
0,0,0,1,1,0,0,0,star,triangle,1,0,1,0,0,4,4,9,,,,159.81080353900325,159.81080353900325,159.81080353900325,159.81080353900325,159.81080353900325,159.81080353900325,159.81080353900325,159.81080353900325,159.81080353900325,159.81080353900325,l,0.2292557430046145,1,287,1,160.06085619499208,161.56250586299575,,,25726,2022-11-29_14h07.46.306,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.946027953898465,
0,0,0,1,0,1,0,0,star ,circle,1,0,1,0,0,5,5,10,,,,162.06308411600185,162.06308411600185,162.06308411600185,162.06308411600185,162.06308411600185,162.06308411600185,162.06308411600185,162.06308411600185,162.06308411600185,162.06308411600185,l,0.27269588102353737,10,297,1,162.36344911300694,163.86510919500142,,,25726,2022-11-29_14h07.46.306,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.946027953898465,
0,0,1,0,0,0,0,1,hexagon,star,1,0,1,0,0,6,6,8,,,,164.3656356369902,164.3656356369902,164.3656356369902,164.3656356369902,164.3656356369902,164.3656356369902,164.3656356369902,164.3656356369902,164.3656356369902,164.3656356369902,l,0.17438239901093766,1,298,1,164.56595551600913,166.067502313992,,,25726,2022-11-29_14h07.46.306,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.946027953898465,
0,1,0,0,0,0,0,1,circle,star,1,0,1,0,0,7,7,5,,,,166.5680749769963,166.5680749769963,166.5680749769963,166.5680749769963,166.5680749769963,166.5680749769963,166.5680749769963,166.5680749769963,166.5680749769963,166.5680749769963,a,0.15593547699972987,1,299,1,166.75170678901486,168.25323742898763,,,25726,2022-11-29_14h07.46.306,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.946027953898465,
1,0,0,0,0,0,0,1,triangle,star,1,0,1,0,0,8,8,2,,,,168.7539048079925,168.7539048079925,168.7539048079925,168.7539048079925,168.7539048079925,168.7539048079925,168.7539048079925,168.7539048079925,168.7539048079925,168.7539048079925,a,0.07340315298642963,10,309,1,168.85432902400498,170.35571074599284,,,25726,2022-11-29_14h07.46.306,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.946027953898465,
1,0,0,0,0,1,0,0,triangle,circle,1,0,1,0,0,9,9,0,,,,170.8561253370135,170.8561253370135,170.8561253370135,170.8561253370135,170.8561253370135,170.8561253370135,170.8561253370135,170.8561253370135,170.8561253370135,170.8561253370135,a,0.18667878198903054,1,310,1,171.07349181501195,172.5746634049865,,,25726,2022-11-29_14h07.46.306,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.946027953898465,
1,0,0,0,0,0,1,0,triangle,hexagon,1,0,1,0,0,10,10,1,,,,173.07521568398806,173.07521568398806,173.07521568398806,173.07521568398806,173.07521568398806,173.07521568398806,173.07521568398806,173.07521568398806,173.07521568398806,173.07521568398806,a,0.1622532529872842,10,320,1,173.25929134199396,174.76068177400157,,,25726,2022-11-29_14h07.46.306,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.946027953898465,
0,1,0,0,1,0,0,0,circle,triangle,1,0,1,0,0,11,11,3,,,,175.2609719170141,175.2609719170141,175.2609719170141,175.2609719170141,175.2609719170141,175.2609719170141,175.2609719170141,175.2609719170141,175.2609719170141,175.2609719170141,a,0.28416595797170885,10,330,1,175.56152628999553,177.06299405600294,,,25726,2022-11-29_14h07.46.306,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.946027953898465,
