LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,fix.started,training_feedback_txt.stopped,participant,date,expName,psychopyVersion,frameRate,
0,0,0,1,0,0,1,0,star,hexagon,1,0,1,0,0,3,3,11,,,,,,,,781.6316501170004,781.6316501170004,781.6316501170004,781.6316501170004,781.6316501170004,781.6316501170004,781.6316501170004,781.6316501170004,781.6316501170004,781.6316501170004,l,1.4779245160007122,10,249,1,783.1333299919988,784.6349870350004,,37688,2022-10-25_10h15.41.314,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97729967155138,
0,0,0,1,1,0,0,0,star,triangle,1,0,1,0,0,4,4,9,,,,,,,,785.1354136099999,785.1354136099999,785.1354136099999,785.1354136099999,785.1354136099999,785.1354136099999,785.1354136099999,785.1354136099999,785.1354136099999,785.1354136099999,l,2.478037480999774,1,250,1,787.6383263339994,789.1395900299995,,37688,2022-10-25_10h15.41.314,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97729967155138,
0,0,1,0,0,0,0,1,hexagon,star,1,0,1,0,0,5,5,8,,,,,,,,789.6402470979992,789.6402470979992,789.6402470979992,789.6402470979992,789.6402470979992,789.6402470979992,789.6402470979992,789.6402470979992,789.6402470979992,789.6402470979992,a,1.3415975909992994,1,251,1,791.0085672639998,792.5103653139995,,37688,2022-10-25_10h15.41.314,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97729967155138,
0,1,0,0,0,0,0,1,circle,star,1,0,1,0,0,6,6,5,,,,,,,,793.0106401739995,793.0106401739995,793.0106401739995,793.0106401739995,793.0106401739995,793.0106401739995,793.0106401739995,793.0106401739995,793.0106401739995,793.0106401739995,a,1.4689581370002998,1,252,1,794.5124103919989,796.013969959,,37688,2022-10-25_10h15.41.314,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97729967155138,
0,0,0,1,0,1,0,0,star ,circle,1,0,1,0,0,7,7,10,,,,,,,,796.5145367120003,796.5145367120003,796.5145367120003,796.5145367120003,796.5145367120003,796.5145367120003,796.5145367120003,796.5145367120003,796.5145367120003,796.5145367120003,a,0.9161751640003786,1,253,1,797.4491307569988,798.950596626999,,37688,2022-10-25_10h15.41.314,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97729967155138,
0,0,1,0,0,1,0,0,hexagon,circle,1,0,1,0,0,8,8,7,,,,,,,,799.4510661839995,799.4510661839995,799.4510661839995,799.4510661839995,799.4510661839995,799.4510661839995,799.4510661839995,799.4510661839995,799.4510661839995,799.4510661839995,a,1.8107722310014651,10,263,1,801.2864351199987,802.7882876980002,,37688,2022-10-25_10h15.41.314,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97729967155138,
0,1,0,0,0,0,1,0,circle,hexagon,1,0,1,0,0,9,9,4,,,,,,,,803.2886546739992,803.2886546739992,803.2886546739992,803.2886546739992,803.2886546739992,803.2886546739992,803.2886546739992,803.2886546739992,803.2886546739992,803.2886546739992,l,1.7090181450003001,10,273,1,805.0241218930005,806.5255009720004,,37688,2022-10-25_10h15.41.314,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97729967155138,
1,0,0,0,0,0,0,1,triangle,star,1,0,1,0,0,10,10,2,,,,,,,,807.0262378549996,807.0262378549996,807.0262378549996,807.0262378549996,807.0262378549996,807.0262378549996,807.0262378549996,807.0262378549996,807.0262378549996,807.0262378549996,l,0.7076163490000908,1,274,1,807.7604855219997,809.2620822789995,809.2620822789995,37688,2022-10-25_10h15.41.314,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97729967155138,
0,0,1,0,1,0,0,0,hexagon,triangle,1,0,1,0,0,11,11,6,,,,,,,,809.7625271220004,809.7625271220004,809.7625271220004,809.7625271220004,809.7625271220004,809.7625271220004,809.7625271220004,809.7625271220004,809.7625271220004,809.7625271220004,a,2.0682723069985514,10,284,1,811.8483257440002,813.3499133490004,813.3499133490004,37688,2022-10-25_10h15.41.314,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97729967155138,
1,0,0,0,0,0,1,0,triangle,hexagon,1,0,1,0,1,0,12,1,,,,,,,,813.8502997229989,813.8502997229989,813.8502997229989,813.8502997229989,813.8502997229989,813.8502997229989,813.8502997229989,813.8502997229989,813.8502997229989,813.8502997229989,a,2.2525654769997345,1,285,1,816.1197049729999,817.621316273,817.621316273,37688,2022-10-25_10h15.41.314,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97729967155138,
1,0,0,0,0,0,0,1,triangle,star,1,0,1,0,1,1,13,2,,,,,,,,818.121650142999,818.121650142999,818.121650142999,818.121650142999,818.121650142999,818.121650142999,818.121650142999,818.121650142999,818.121650142999,818.121650142999,a,1.4852964700003213,1,286,1,819.6236521489991,821.1249819019995,821.1249819019995,37688,2022-10-25_10h15.41.314,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97729967155138,
0,0,1,0,0,1,0,0,hexagon,circle,1,0,1,0,1,2,14,7,,,,,,,,821.625805751999,821.625805751999,821.625805751999,821.625805751999,821.625805751999,821.625805751999,821.625805751999,821.625805751999,821.625805751999,821.625805751999,a,1.5242190419994586,1,287,1,823.1774497739989,824.6789371599989,,37688,2022-10-25_10h15.41.314,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97729967155138,
0,0,1,0,0,0,0,1,hexagon,star,1,0,1,0,1,3,15,8,,,,,,,,825.1795341599991,825.1795341599991,825.1795341599991,825.1795341599991,825.1795341599991,825.1795341599991,825.1795341599991,825.1795341599991,825.1795341599991,825.1795341599991,l,0.5852472370006581,10,297,1,825.7968319970005,827.2987357269994,,37688,2022-10-25_10h15.41.314,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97729967155138,
0,0,1,0,1,0,0,0,hexagon,triangle,1,0,1,0,1,4,16,6,,,,,,,,827.7990492099998,827.7990492099998,827.7990492099998,827.7990492099998,827.7990492099998,827.7990492099998,827.7990492099998,827.7990492099998,827.7990492099998,827.7990492099998,l,1.3981789400004345,1,298,1,829.2174075040002,830.719119845,,37688,2022-10-25_10h15.41.314,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97729967155138,
0,1,0,0,0,0,0,1,circle,star,1,0,1,0,1,5,17,5,,,,,,,,831.219634703999,831.219634703999,831.219634703999,831.219634703999,831.219634703999,831.219634703999,831.219634703999,831.219634703999,831.219634703999,831.219634703999,l,1.5217510729999049,1,299,1,832.7712199999987,834.2729160170002,,37688,2022-10-25_10h15.41.314,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97729967155138,
0,0,0,1,0,1,0,0,star ,circle,1,0,1,0,1,6,18,10,,,,,,,,834.7736049100004,834.7736049100004,834.7736049100004,834.7736049100004,834.7736049100004,834.7736049100004,834.7736049100004,834.7736049100004,834.7736049100004,834.7736049100004,a,0.6875897139998415,1,300,1,835.4911677839991,836.9925765440003,,37688,2022-10-25_10h15.41.314,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97729967155138,
0,1,0,0,1,0,0,0,circle,triangle,1,0,1,0,1,7,19,3,,,,,,,,837.4932930979994,837.4932930979994,837.4932930979994,837.4932930979994,837.4932930979994,837.4932930979994,837.4932930979994,837.4932930979994,837.4932930979994,837.4932930979994,a,2.3363974050007528,1,301,1,839.8624095979994,841.3640705369999,,37688,2022-10-25_10h15.41.314,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97729967155138,
1,0,0,0,0,1,0,0,triangle,circle,1,0,1,0,1,8,20,0,,,,,,,,841.8646728929998,841.8646728929998,841.8646728929998,841.8646728929998,841.8646728929998,841.8646728929998,841.8646728929998,841.8646728929998,841.8646728929998,841.8646728929998,l,0.7016127919996507,10,311,1,842.5986577099993,844.1002308850002,,37688,2022-10-25_10h15.41.314,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97729967155138,
0,1,0,0,0,0,1,0,circle,hexagon,1,0,1,0,1,9,21,4,,,,,,,,844.6008535239998,844.6008535239998,844.6008535239998,844.6008535239998,844.6008535239998,844.6008535239998,844.6008535239998,844.6008535239998,844.6008535239998,844.6008535239998,l,6.5415738279989455,1,312,1,851.174704908999,852.6765796,,37688,2022-10-25_10h15.41.314,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97729967155138,
0,0,0,1,0,0,1,0,star,hexagon,1,0,1,0,1,10,22,11,,,,,,,,853.1769907069993,853.1769907069993,853.1769907069993,853.1769907069993,853.1769907069993,853.1769907069993,853.1769907069993,853.1769907069993,853.1769907069993,853.1769907069993,a,2.627833864000422,10,322,1,855.8298660069995,857.3317307839989,,37688,2022-10-25_10h15.41.314,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97729967155138,
0,0,0,1,1,0,0,0,star,triangle,1,0,1,0,1,11,23,9,,,,,,,,857.8324476029993,857.8324476029993,857.8324476029993,857.8324476029993,857.8324476029993,857.8324476029993,857.8324476029993,857.8324476029993,857.8324476029993,857.8324476029993,l,1.365595024999493,10,332,1,859.2171709679988,860.7187315039992,,37688,2022-10-25_10h15.41.314,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97729967155138,
1,0,0,0,0,1,0,0,triangle,circle,1,0,1,0,2,0,24,0,,,,,,,,861.2193102919991,861.2193102919991,861.2193102919991,861.2193102919991,861.2193102919991,861.2193102919991,861.2193102919991,861.2193102919991,861.2193102919991,861.2193102919991,a,1.5063130269991234,1,333,1,862.7544397749989,864.256103362999,,37688,2022-10-25_10h15.41.314,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97729967155138,
0,0,0,1,0,1,0,0,star ,circle,1,0,1,0,2,1,25,10,,,,,,,,864.7563227329993,864.7563227329993,864.7563227329993,864.7563227329993,864.7563227329993,864.7563227329993,864.7563227329993,864.7563227329993,864.7563227329993,864.7563227329993,a,4.1060119989997474,1,334,1,868.8943003879995,870.3961217029992,,37688,2022-10-25_10h15.41.314,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97729967155138,
0,1,0,0,0,0,0,1,circle,star,1,0,1,0,2,2,26,5,,,,,,,,870.896650482,870.896650482,870.896650482,870.896650482,870.896650482,870.896650482,870.896650482,870.896650482,870.896650482,870.896650482,a,1.828737858999375,1,335,1,872.7486420690002,874.2505836939999,,37688,2022-10-25_10h15.41.314,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97729967155138,
1,0,0,0,0,0,1,0,triangle,hexagon,1,0,1,0,2,3,27,1,,,,,,,,874.7508999419988,874.7508999419988,874.7508999419988,874.7508999419988,874.7508999419988,874.7508999419988,874.7508999419988,874.7508999419988,874.7508999419988,874.7508999419988,a,1.3027507970000443,1,336,1,876.0857246630003,877.5875307389997,,37688,2022-10-25_10h15.41.314,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97729967155138,
0,0,0,1,1,0,0,0,star,triangle,1,0,1,0,2,4,28,9,,,,,,,,878.0881816029996,878.0881816029996,878.0881816029996,878.0881816029996,878.0881816029996,878.0881816029996,878.0881816029996,878.0881816029996,878.0881816029996,878.0881816029996,a,0.8775405870001123,10,346,1,878.9890062189988,880.4904993749988,,37688,2022-10-25_10h15.41.314,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97729967155138,
0,1,0,0,0,0,1,0,circle,hexagon,1,0,1,0,2,5,29,4,,,,,,,,880.991167704,880.991167704,880.991167704,880.991167704,880.991167704,880.991167704,880.991167704,880.991167704,880.991167704,880.991167704,l,2.5511680290001095,10,356,1,883.5606363379993,885.0621180629987,,37688,2022-10-25_10h15.41.314,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97729967155138,
0,0,0,1,0,0,1,0,star,hexagon,1,0,1,0,2,6,30,11,,,,,,,,885.5630500930001,885.5630500930001,885.5630500930001,885.5630500930001,885.5630500930001,885.5630500930001,885.5630500930001,885.5630500930001,885.5630500930001,885.5630500930001,a,1.4267979790001846,1,357,1,887.0145629649996,888.5159856619994,,37688,2022-10-25_10h15.41.314,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97729967155138,
0,0,1,0,1,0,0,0,hexagon,triangle,1,0,1,0,2,7,31,6,,,,,,,,889.0167927170005,889.0167927170005,889.0167927170005,889.0167927170005,889.0167927170005,889.0167927170005,889.0167927170005,889.0167927170005,889.0167927170005,889.0167927170005,a,0.7730766090007819,1,358,1,889.8175127350005,891.3191476539996,,37688,2022-10-25_10h15.41.314,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97729967155138,
1,0,0,0,0,0,0,1,triangle,star,1,0,1,0,2,8,32,2,,,,,,,,891.8198091969989,891.8198091969989,891.8198091969989,891.8198091969989,891.8198091969989,891.8198091969989,891.8198091969989,891.8198091969989,891.8198091969989,891.8198091969989,a,1.5860918410016893,10,368,1,893.4382493579997,894.9397602949994,,37688,2022-10-25_10h15.41.314,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97729967155138,
0,0,1,0,0,1,0,0,hexagon,circle,1,0,1,0,2,9,33,7,,,,,,,,895.4405028700003,895.4405028700003,895.4405028700003,895.4405028700003,895.4405028700003,895.4405028700003,895.4405028700003,895.4405028700003,895.4405028700003,895.4405028700003,l,2.428917430999718,10,378,1,897.8930402639999,899.3948317249997,,37688,2022-10-25_10h15.41.314,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97729967155138,
0,1,0,0,1,0,0,0,circle,triangle,1,0,1,0,2,10,34,3,,,,,,,,899.8953920169988,899.8953920169988,899.8953920169988,899.8953920169988,899.8953920169988,899.8953920169988,899.8953920169988,899.8953920169988,899.8953920169988,899.8953920169988,l,1.3024750719996518,1,379,1,901.2303268239993,902.731889187,,37688,2022-10-25_10h15.41.314,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97729967155138,
0,0,1,0,0,0,0,1,hexagon,star,1,0,1,0,2,11,35,8,,,,,,,,903.2322661689996,903.2322661689996,903.2322661689996,903.2322661689996,903.2322661689996,903.2322661689996,903.2322661689996,903.2322661689996,903.2322661689996,903.2322661689996,l,1.4125486929988256,10,389,1,904.6673436330002,906.1689670619999,,37688,2022-10-25_10h15.41.314,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97729967155138,
1,0,0,0,0,1,0,0,triangle,circle,1,0,1,0,3,0,36,0,,,,,,,,906.669386562,906.669386562,906.669386562,906.669386562,906.669386562,906.669386562,906.669386562,906.669386562,906.669386562,906.669386562,a,1.3196627020006417,1,390,1,908.0210118689993,909.5227674779999,,37688,2022-10-25_10h15.41.314,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97729967155138,
0,0,0,1,0,1,0,0,star ,circle,1,0,1,0,3,1,37,10,,,,,,,,910.0232660439997,910.0232660439997,910.0232660439997,910.0232660439997,910.0232660439997,910.0232660439997,910.0232660439997,910.0232660439997,910.0232660439997,910.0232660439997,a,0.9745529539995914,1,391,1,911.0241547650003,912.5258366670005,,37688,2022-10-25_10h15.41.314,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97729967155138,
0,1,0,0,0,0,1,0,circle,hexagon,1,0,1,0,3,2,38,4,,,,,,,,913.0264251879998,913.0264251879998,913.0264251879998,913.0264251879998,913.0264251879998,913.0264251879998,913.0264251879998,913.0264251879998,913.0264251879998,913.0264251879998,a,0.7012552340002003,1,392,1,913.7607241400001,915.2621953220005,,37688,2022-10-25_10h15.41.314,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97729967155138,
0,0,1,0,0,0,0,1,hexagon,star,1,0,1,0,3,3,39,8,,,,,,,,915.7629091069994,915.7629091069994,915.7629091069994,915.7629091069994,915.7629091069994,915.7629091069994,915.7629091069994,915.7629091069994,915.7629091069994,915.7629091069994,a,0.8845052330016188,10,402,1,916.6641890840001,918.1656305069992,918.1656305069992,37688,2022-10-25_10h15.41.314,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97729967155138,
1,0,0,0,0,0,0,1,triangle,star,1,0,1,0,3,4,40,2,,,,,,,,918.665950224,918.665950224,918.665950224,918.665950224,918.665950224,918.665950224,918.665950224,918.665950224,918.665950224,918.665950224,a,0.708270540999365,1,403,1,919.4002888329996,920.901837342999,,37688,2022-10-25_10h15.41.314,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97729967155138,
0,0,1,0,1,0,0,0,hexagon,triangle,1,0,1,0,3,5,41,6,,,,,,,,921.402321988,921.402321988,921.402321988,921.402321988,921.402321988,921.402321988,921.402321988,921.402321988,921.402321988,921.402321988,a,1.8426257980008813,10,413,1,923.2709357139993,924.772890373999,,37688,2022-10-25_10h15.41.314,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97729967155138,
0,1,0,0,1,0,0,0,circle,triangle,1,0,1,0,3,6,42,3,,,,,,,,925.2732759299997,925.2732759299997,925.2732759299997,925.2732759299997,925.2732759299997,925.2732759299997,925.2732759299997,925.2732759299997,925.2732759299997,925.2732759299997,a,2.347605303000819,10,423,1,927.642520854999,929.1442047540004,,37688,2022-10-25_10h15.41.314,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97729967155138,
1,0,0,0,0,0,1,0,triangle,hexagon,1,0,1,0,3,7,43,1,,,,,,,,929.6447054620003,929.6447054620003,929.6447054620003,929.6447054620003,929.6447054620003,929.6447054620003,929.6447054620003,929.6447054620003,929.6447054620003,929.6447054620003,a,1.5771766270008811,1,424,1,931.246635862999,932.7481558870004,,37688,2022-10-25_10h15.41.314,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97729967155138,
0,0,0,1,0,0,1,0,star,hexagon,1,0,1,0,3,8,44,11,,,,,,,,933.2487898290001,933.2487898290001,933.2487898290001,933.2487898290001,933.2487898290001,933.2487898290001,933.2487898290001,933.2487898290001,933.2487898290001,933.2487898290001,a,1.5019743449993257,10,434,1,934.7670574980002,936.2686839369999,936.2686839369999,37688,2022-10-25_10h15.41.314,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97729967155138,
0,0,1,0,0,1,0,0,hexagon,circle,1,0,1,0,3,9,45,7,,,,,,,,936.769437899,936.769437899,936.769437899,936.769437899,936.769437899,936.769437899,936.769437899,936.769437899,936.769437899,936.769437899,l,1.268934628000352,1,435,1,938.0708106719994,939.5723474719998,,37688,2022-10-25_10h15.41.314,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97729967155138,
0,1,0,0,0,0,0,1,circle,star,1,0,1,0,3,10,46,5,,,,,,,,940.0729394419996,940.0729394419996,940.0729394419996,940.0729394419996,940.0729394419996,940.0729394419996,940.0729394419996,940.0729394419996,940.0729394419996,940.0729394419996,a,1.052443623999352,1,436,1,941.157489801999,942.6591104979998,,37688,2022-10-25_10h15.41.314,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97729967155138,
0,0,0,1,1,0,0,0,star,triangle,1,0,1,0,3,11,47,9,,,,,,,,943.1596588270004,943.1596588270004,943.1596588270004,943.1596588270004,943.1596588270004,943.1596588270004,943.1596588270004,943.1596588270004,943.1596588270004,943.1596588270004,a,0.7353415919988038,1,437,1,943.9272300379998,945.4290507819987,,37688,2022-10-25_10h15.41.314,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97729967155138,
0,0,1,0,1,0,0,0,hexagon,triangle,2,0,2,0,0,0,0,6,,,,,,,,963.1150390229996,963.1150390229996,963.1150390229996,963.1150390229996,963.1150390229996,963.1150390229996,963.1150390229996,963.1150390229996,963.1150390229996,963.1150390229996,l,2.090690007999001,1,438,2,965.2341717750005,966.7356371419992,966.7356371419992,37688,2022-10-25_10h15.41.314,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97729967155138,
0,1,0,0,0,0,0,1,circle,star,2,0,2,0,0,1,1,5,,,,,,,,967.2362189340001,967.2362189340001,967.2362189340001,967.2362189340001,967.2362189340001,967.2362189340001,967.2362189340001,967.2362189340001,967.2362189340001,967.2362189340001,l,2.626574260999405,10,448,2,969.8892701969999,971.3909490719998,,37688,2022-10-25_10h15.41.314,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97729967155138,
0,0,1,0,0,1,0,0,hexagon,circle,2,0,2,0,0,2,2,7,,,,,,,,971.8915404269992,971.8915404269992,971.8915404269992,971.8915404269992,971.8915404269992,971.8915404269992,971.8915404269992,971.8915404269992,971.8915404269992,971.8915404269992,a,0.6260577579996607,10,458,2,972.542341462,974.0439943919991,,37688,2022-10-25_10h15.41.314,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97729967155138,
1,0,0,0,0,0,0,1,triangle,star,2,0,2,0,0,3,3,2,,,,,,,,974.5443904399999,974.5443904399999,974.5443904399999,974.5443904399999,974.5443904399999,974.5443904399999,974.5443904399999,974.5443904399999,974.5443904399999,974.5443904399999,a,3.020877269000266,10,468,2,977.5975153319996,979.0992193839993,,37688,2022-10-25_10h15.41.314,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97729967155138,
1,0,0,0,0,1,0,0,triangle,circle,2,0,2,0,0,4,4,0,,,,,,,,979.5998316619989,979.5998316619989,979.5998316619989,979.5998316619989,979.5998316619989,979.5998316619989,979.5998316619989,979.5998316619989,979.5998316619989,979.5998316619989,l,0.4617119089998596,1,469,2,980.0839424679998,981.5854976800001,,37688,2022-10-25_10h15.41.314,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97729967155138,
0,0,0,1,0,0,1,0,star,hexagon,2,0,2,0,0,5,5,11,,,,,,,,982.0860488039998,982.0860488039998,982.0860488039998,982.0860488039998,982.0860488039998,982.0860488039998,982.0860488039998,982.0860488039998,982.0860488039998,982.0860488039998,a,1.263338496999495,10,479,2,983.3708156849989,984.8725117639988,,37688,2022-10-25_10h15.41.314,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97729967155138,
0,0,0,1,1,0,0,0,star,triangle,2,0,2,0,0,6,6,9,,,,,,,,985.3729398790001,985.3729398790001,985.3729398790001,985.3729398790001,985.3729398790001,985.3729398790001,985.3729398790001,985.3729398790001,985.3729398790001,985.3729398790001,l,2.4808884439989924,1,480,2,987.8756571550002,989.3772725830004,,37688,2022-10-25_10h15.41.314,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97729967155138,
0,0,1,0,0,0,0,1,hexagon,star,2,0,2,0,0,7,7,8,,,,,,,,989.8779053489998,989.8779053489998,989.8779053489998,989.8779053489998,989.8779053489998,989.8779053489998,989.8779053489998,989.8779053489998,989.8779053489998,989.8779053489998,a,0.4174755340009142,10,490,2,990.3121703529996,991.8133201170003,991.8133201170003,37688,2022-10-25_10h15.41.314,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97729967155138,
0,1,0,0,1,0,0,0,circle,triangle,2,0,2,0,0,8,8,3,,,,,,,,992.3139572839991,992.3139572839991,992.3139572839991,992.3139572839991,992.3139572839991,992.3139572839991,992.3139572839991,992.3139572839991,992.3139572839991,992.3139572839991,a,0.33206293799958075,10,500,2,992.6643928720005,994.1661205290002,,37688,2022-10-25_10h15.41.314,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97729967155138,
0,0,0,1,0,1,0,0,star ,circle,2,0,2,0,0,9,9,10,,,,,,,,994.6664597750005,994.6664597750005,994.6664597750005,994.6664597750005,994.6664597750005,994.6664597750005,994.6664597750005,994.6664597750005,994.6664597750005,994.6664597750005,l,0.6512921430003189,10,510,2,995.3505754929993,996.852403932,996.852403932,37688,2022-10-25_10h15.41.314,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97729967155138,
0,1,0,0,0,0,1,0,circle,hexagon,2,0,2,0,0,10,10,4,,,,,,,,997.3526241389991,997.3526241389991,997.3526241389991,997.3526241389991,997.3526241389991,997.3526241389991,997.3526241389991,997.3526241389991,997.3526241389991,997.3526241389991,a,0.5660823950001941,1,511,2,997.9368134939996,999.438312713999,,37688,2022-10-25_10h15.41.314,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97729967155138,
1,0,0,0,0,0,1,0,triangle,hexagon,2,0,2,0,0,11,11,1,,,,,,,,999.9390246040002,999.9390246040002,999.9390246040002,999.9390246040002,999.9390246040002,999.9390246040002,999.9390246040002,999.9390246040002,999.9390246040002,999.9390246040002,l,0.5456818880011269,1,512,2,1000.5061826099991,1002.0077981519989,,37688,2022-10-25_10h15.41.314,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97729967155138,
0,0,1,0,1,0,0,0,hexagon,triangle,2,0,2,0,1,0,12,6,,,,,,,,1002.5085061329992,1002.5085061329992,1002.5085061329992,1002.5085061329992,1002.5085061329992,1002.5085061329992,1002.5085061329992,1002.5085061329992,1002.5085061329992,1002.5085061329992,l,0.736290208000355,1,513,2,1003.2758890919995,1004.7776795369991,,37688,2022-10-25_10h15.41.314,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97729967155138,
0,0,1,0,0,0,0,1,hexagon,star,2,0,2,0,1,1,13,8,,,,,,,,1005.2781416580001,1005.2781416580001,1005.2781416580001,1005.2781416580001,1005.2781416580001,1005.2781416580001,1005.2781416580001,1005.2781416580001,1005.2781416580001,1005.2781416580001,l,2.4077780740008166,10,523,2,1007.7142519919998,1009.2160804939995,,37688,2022-10-25_10h15.41.314,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97729967155138,
0,1,0,0,0,0,1,0,circle,hexagon,2,0,2,0,1,2,14,4,,,,,,,,1009.7164305099996,1009.7164305099996,1009.7164305099996,1009.7164305099996,1009.7164305099996,1009.7164305099996,1009.7164305099996,1009.7164305099996,1009.7164305099996,1009.7164305099996,l,1.3606460230002995,1,524,2,1011.1011851869989,1012.603021633,,37688,2022-10-25_10h15.41.314,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97729967155138,
1,0,0,0,0,0,0,1,triangle,star,2,0,2,0,1,3,15,2,,,,,,,,1013.1035923740001,1013.1035923740001,1013.1035923740001,1013.1035923740001,1013.1035923740001,1013.1035923740001,1013.1035923740001,1013.1035923740001,1013.1035923740001,1013.1035923740001,a,1.358863592000489,10,534,2,1014.4884814449997,1015.990122449999,,37688,2022-10-25_10h15.41.314,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97729967155138,
0,0,0,1,0,0,1,0,star,hexagon,2,0,2,0,1,4,16,11,,,,,,,,1016.4904593079991,1016.4904593079991,1016.4904593079991,1016.4904593079991,1016.4904593079991,1016.4904593079991,1016.4904593079991,1016.4904593079991,1016.4904593079991,1016.4904593079991,a,0.5942916549993242,1,535,2,1017.1080075279988,1018.6096114969987,,37688,2022-10-25_10h15.41.314,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97729967155138,
0,0,0,1,1,0,0,0,star,triangle,2,0,2,0,1,5,17,9,,,,,,,,1019.1102209719993,1019.1102209719993,1019.1102209719993,1019.1102209719993,1019.1102209719993,1019.1102209719993,1019.1102209719993,1019.1102209719993,1019.1102209719993,1019.1102209719993,a,1.6002030420004303,10,545,2,1020.7286349490005,1022.2304462089996,,37688,2022-10-25_10h15.41.314,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.97729967155138,
