training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,2209.664818739984,space,37.88162575906608,,,,,,,,,,,14066,2022-11-08_10h15.12.918,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.000365634814315,
,,,,,,,,,,,,,,,,,,,,,2247.6912194889737,2247.6912194889737,2247.6912194889737,2247.6912194889737,2247.6912194889737,2247.6912194889737,2247.6912194889737,2247.6912194889737,2247.6912194889737,2247.6912194889737,,,,,,
