LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,training_feedback_txt.stopped,fix.started,fix.stopped,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,acc,E1,target_resp_prac1.keys,target_resp_prac1.rt,pracBlock,prac_fback_text.started,top_target_prac1.stopped,tgt_fix_prac1.stopped,bott_target_prac1.stopped,target_resp_prac1.stopped,prac_fback_text.stopped,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,311.1591957830824,space,17.258227292913944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85891,2022-11-11_15h01.07.648,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.74368475417396,
1,0,0,0,0,1,0,0,triangle,circle,0,0,0,0,3,3,39,0,,,,,,,,,,,,481.947443789104,481.947443789104,481.947443789104,481.947443789104,481.947443789104,481.947443789104,481.947443789104,481.947443789104,481.947443789104,481.947443789104,l,1.3022453549783677,10,274,0,483.2822497340385,,484.7839182971511,,,,,,,,,,,,,,,,,,,,,85891,2022-11-11_15h01.07.648,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.74368475417396,
0,0,0,1,1,0,0,0,star,triangle,0,0,0,0,3,4,40,9,,,,,,,,,,,,485.28450013906695,485.28450013906695,485.28450013906695,485.28450013906695,485.28450013906695,485.28450013906695,485.28450013906695,485.28450013906695,485.28450013906695,485.28450013906695,l,1.4640520317479968,10,284,0,486.76950912200846,,488.27132435911335,,,,,,,,,,,,,,,,,,,,,85891,2022-11-11_15h01.07.648,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.74368475417396,
1,0,0,0,0,0,1,0,triangle,hexagon,0,0,0,0,3,5,41,1,,,,,,,,,,,,488.77163056796417,488.77163056796417,488.77163056796417,488.77163056796417,488.77163056796417,488.77163056796417,488.77163056796417,488.77163056796417,488.77163056796417,488.77163056796417,a,1.0150369079783559,10,294,0,489.8061325950548,,491.3078749140259,,,,,,,,,,,,,,,,,,,,,85891,2022-11-11_15h01.07.648,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.74368475417396,
0,1,0,0,1,0,0,0,circle,triangle,0,0,0,0,3,6,42,3,,,,,,,,,,,,491.8082802291028,491.8082802291028,491.8082802291028,491.8082802291028,491.8082802291028,491.8082802291028,491.8082802291028,491.8082802291028,491.8082802291028,491.8082802291028,a,0.8922894108109176,10,304,0,492.7261434830725,,494.2277013489511,,,,,,,,,,,,,,,,,,,,,85891,2022-11-11_15h01.07.648,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.74368475417396,
0,1,0,0,0,0,0,1,circle,star,0,0,0,0,3,7,43,5,,,,,,,,,,,,494.72807657904923,494.72807657904923,494.72807657904923,494.72807657904923,494.72807657904923,494.72807657904923,494.72807657904923,494.72807657904923,494.72807657904923,494.72807657904923,a,0.5149832067545503,10,314,0,495.2622751521412,,496.7639521500096,,,,,,,,,,,,,,,,,,,,,85891,2022-11-11_15h01.07.648,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.74368475417396,
1,0,0,0,0,0,0,1,triangle,star,0,0,0,0,3,8,44,2,,,,,,,,,,,,497.26423055911437,497.26423055911437,497.26423055911437,497.26423055911437,497.26423055911437,497.26423055911437,497.26423055911437,497.26423055911437,497.26423055911437,497.26423055911437,a,0.634971089893952,10,324,0,497.9315830441192,,499.4334862700198,,,,,,,,,,,,,,,,,,,,,85891,2022-11-11_15h01.07.648,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.74368475417396,
0,0,0,1,0,1,0,0,star ,circle,0,0,0,0,3,9,45,10,,,,,,,,,,,,499.93384182895534,499.93384182895534,499.93384182895534,499.93384182895534,499.93384182895534,499.93384182895534,499.93384182895534,499.93384182895534,499.93384182895534,499.93384182895534,l,0.5081787798553705,10,334,0,500.46797896013595,501.9694339381531,501.9694339381531,,,,,,,,,,,,,,,,,,,,,85891,2022-11-11_15h01.07.648,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.74368475417396,
0,0,1,0,0,1,0,0,hexagon,circle,0,0,0,0,3,10,46,7,,,,,,,,,,,,502.4700761369895,502.4700761369895,502.4700761369895,502.4700761369895,502.4700761369895,502.4700761369895,502.4700761369895,502.4700761369895,502.4700761369895,502.4700761369895,l,0.625351452967152,10,344,0,503.1208388870582,504.6224582090508,504.6224582090508,,,,,,,,,,,,,,,,,,,,,85891,2022-11-11_15h01.07.648,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.74368475417396,
0,0,1,0,0,0,0,1,hexagon,star,0,0,0,0,3,11,47,8,,,,,,,,,,,,505.1228883340955,505.1228883340955,505.1228883340955,505.1228883340955,505.1228883340955,505.1228883340955,505.1228883340955,505.1228883340955,505.1228883340955,505.1228883340955,l,2.002430632011965,10,354,0,507.1418161171023,508.64366765716113,508.64366765716113,,,,,,,,,,,,,,,,,,,,,85891,2022-11-11_15h01.07.648,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.74368475417396,
0,0,0,1,0,1,0,0,star ,circle,1,0,1,0,0,0,0,10,,,,,,,,,,,,519.2384528589901,519.2384528589901,519.2384528589901,519.2384528589901,519.2384528589901,519.2384528589901,519.2384528589901,519.2384528589901,519.2384528589901,519.2384528589901,l,1.745906313881278,10,364,1,521.0072001321241,,522.5088565291371,,,,,,,,,,,,,,,,,,,,,85891,2022-11-11_15h01.07.648,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.74368475417396,
0,1,0,0,0,0,1,0,circle,hexagon,1,0,1,0,0,1,1,4,,,,,,,,,,,,523.0096770329401,523.0096770329401,523.0096770329401,523.0096770329401,523.0096770329401,523.0096770329401,523.0096770329401,523.0096770329401,523.0096770329401,523.0096770329401,a,0.9347339780069888,10,374,1,523.9770273489412,,525.4786867420189,,,,,,,,,,,,,,,,,,,,,85891,2022-11-11_15h01.07.648,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.74368475417396,
0,0,1,0,1,0,0,0,hexagon,triangle,1,0,1,0,0,2,2,6,,,,,,,,,,,,525.9792340521235,525.9792340521235,525.9792340521235,525.9792340521235,525.9792340521235,525.9792340521235,525.9792340521235,525.9792340521235,525.9792340521235,525.9792340521235,l,0.6530412880238146,10,384,1,526.6634956020862,,528.1650911690667,,,,,,,,,,,,,,,,,,,,,85891,2022-11-11_15h01.07.648,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.74368475417396,
1,0,0,0,0,0,1,0,triangle,hexagon,1,0,1,0,0,3,3,1,,,,,,,,,,,,528.6656823679805,528.6656823679805,528.6656823679805,528.6656823679805,528.6656823679805,528.6656823679805,528.6656823679805,528.6656823679805,528.6656823679805,528.6656823679805,a,0.8586256289854646,1,385,1,529.5500175820198,,531.0516116421204,,,,,,,,,,,,,,,,,,,,,85891,2022-11-11_15h01.07.648,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.74368475417396,
0,0,0,1,1,0,0,0,star,triangle,1,0,1,0,0,4,4,9,,,,,,,,,,,,531.5522158150561,531.5522158150561,531.5522158150561,531.5522158150561,531.5522158150561,531.5522158150561,531.5522158150561,531.5522158150561,531.5522158150561,531.5522158150561,l,0.4686312999110669,10,395,1,532.0526522949804,,533.5543727900367,,,,,,,,,,,,,,,,,,,,,85891,2022-11-11_15h01.07.648,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.74368475417396,
0,0,1,0,0,0,0,1,hexagon,star,1,0,1,0,0,5,5,8,,,,,,,,,,,,534.0549499739427,534.0549499739427,534.0549499739427,534.0549499739427,534.0549499739427,534.0549499739427,534.0549499739427,534.0549499739427,534.0549499739427,534.0549499739427,l,1.173118885839358,1,396,1,535.2563875080086,,536.7580408989452,,,,,,,,,,,,,,,,,,,,,85891,2022-11-11_15h01.07.648,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.74368475417396,
1,0,0,0,0,1,0,0,triangle,circle,1,0,1,0,0,6,6,0,,,,,,,,,,,,537.2585663539357,537.2585663539357,537.2585663539357,537.2585663539357,537.2585663539357,537.2585663539357,537.2585663539357,537.2585663539357,537.2585663539357,537.2585663539357,l,1.0856353240087628,10,406,1,538.3763461371418,,539.8780281420331,,,,,,,,,,,,,,,,,,,,,85891,2022-11-11_15h01.07.648,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.74368475417396,
0,0,0,1,0,0,1,0,star,hexagon,1,0,1,0,0,7,7,11,,,,,,,,,,,,540.37885606708,540.37885606708,540.37885606708,540.37885606708,540.37885606708,540.37885606708,540.37885606708,540.37885606708,540.37885606708,540.37885606708,a,1.8475180969107896,10,416,1,542.2473512189463,,543.7490695919842,,,,,,,,,,,,,,,,,,,,,85891,2022-11-11_15h01.07.648,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.74368475417396,
0,0,1,0,0,1,0,0,hexagon,circle,1,0,1,0,0,8,8,7,,,,,,,,,,,,544.2494294580538,544.2494294580538,544.2494294580538,544.2494294580538,544.2494294580538,544.2494294580538,544.2494294580538,544.2494294580538,544.2494294580538,544.2494294580538,l,0.8580835838802159,1,417,1,545.1338319601491,,546.6355805180501,,,,,,,,,,,,,,,,,,,,,85891,2022-11-11_15h01.07.648,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.74368475417396,
0,1,0,0,0,0,0,1,circle,star,1,0,1,0,0,9,9,5,,,,,,,,,,,,547.136099522002,547.136099522002,547.136099522002,547.136099522002,547.136099522002,547.136099522002,547.136099522002,547.136099522002,547.136099522002,547.136099522002,a,0.7167868388351053,10,427,1,547.8701707629953,549.371847829083,549.371847829083,,,,,,,,,,,,,,,,,,,,,85891,2022-11-11_15h01.07.648,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.74368475417396,
0,1,0,0,1,0,0,0,circle,triangle,1,0,1,0,0,10,10,3,,,,,,,,,,,,549.8722498291172,549.8722498291172,549.8722498291172,549.8722498291172,549.8722498291172,549.8722498291172,549.8722498291172,549.8722498291172,549.8722498291172,549.8722498291172,a,0.624289657920599,10,437,1,550.5230513990391,,552.0247278020252,,,,,,,,,,,,,,,,,,,,,85891,2022-11-11_15h01.07.648,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.74368475417396,
1,0,0,0,0,0,0,1,triangle,star,1,0,1,0,0,11,11,2,,,,,,,,,,,,552.5251938579604,552.5251938579604,552.5251938579604,552.5251938579604,552.5251938579604,552.5251938579604,552.5251938579604,552.5251938579604,552.5251938579604,552.5251938579604,a,0.444519248791039,10,447,1,552.992402855074,,554.4940394849982,,,,,,,,,,,,,,,,,,,,,85891,2022-11-11_15h01.07.648,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.74368475417396,
1,0,0,0,0,0,0,1,triangle,star,1,0,1,0,1,0,12,2,,,,,,,,,,,,554.9948282870464,554.9948282870464,554.9948282870464,554.9948282870464,554.9948282870464,554.9948282870464,554.9948282870464,554.9948282870464,554.9948282870464,554.9948282870464,a,0.6991911148652434,10,457,1,555.7122480431572,,557.2137612090446,,,,,,,,,,,,,,,,,,,,,85891,2022-11-11_15h01.07.648,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.74368475417396,
0,0,1,0,0,1,0,0,hexagon,circle,1,0,1,0,1,1,13,7,,,,,,,,,,,,557.7144526590127,557.7144526590127,557.7144526590127,557.7144526590127,557.7144526590127,557.7144526590127,557.7144526590127,557.7144526590127,557.7144526590127,557.7144526590127,a,0.6680143598932773,10,467,1,558.4152393341064,,559.9168014079332,,,,,,,,,,,,,,,,,,,,,85891,2022-11-11_15h01.07.648,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.74368475417396,
0,1,0,0,0,0,0,1,circle,star,1,0,1,0,1,2,14,5,,,,,,,,,,,,560.4174811390694,560.4174811390694,560.4174811390694,560.4174811390694,560.4174811390694,560.4174811390694,560.4174811390694,560.4174811390694,560.4174811390694,560.4174811390694,a,0.3609527868684381,10,477,1,560.8010787379462,,562.3027198889758,,,,,,,,,,,,,,,,,,,,,85891,2022-11-11_15h01.07.648,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.74368475417396,
0,0,1,0,0,0,0,1,hexagon,star,1,0,1,0,1,3,15,8,,,,,,,,,,,,562.8034725720063,562.8034725720063,562.8034725720063,562.8034725720063,562.8034725720063,562.8034725720063,562.8034725720063,562.8034725720063,562.8034725720063,562.8034725720063,a,0.3035660858731717,1,478,1,563.1370957170147,,564.6387041590642,,,,,,,,,,,,,,,,,,,,,85891,2022-11-11_15h01.07.648,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.74368475417396,
0,0,0,1,0,0,1,0,star,hexagon,1,0,1,0,1,4,16,11,,,,,,,,,,,,565.1391788329929,565.1391788329929,565.1391788329929,565.1391788329929,565.1391788329929,565.1391788329929,565.1391788329929,565.1391788329929,565.1391788329929,565.1391788329929,a,1.06220270995982,1,479,1,566.2238702869508,,567.7254733070731,,,,,,,,,,,,,,,,,,,,,85891,2022-11-11_15h01.07.648,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.74368475417396,
0,1,0,0,1,0,0,0,circle,triangle,1,0,1,0,1,5,17,3,,,,,,,,,,,,568.225821997039,568.225821997039,568.225821997039,568.225821997039,568.225821997039,568.225821997039,568.225821997039,568.225821997039,568.225821997039,568.225821997039,a,1.0689864477608353,10,489,1,569.3271872629412,,570.8289915791247,,,,,,,,,,,,,,,,,,,,,85891,2022-11-11_15h01.07.648,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.74368475417396,
1,0,0,0,0,0,1,0,triangle,hexagon,1,0,1,0,1,6,18,1,,,,,,,,,,,,571.3296408669557,571.3296408669557,571.3296408669557,571.3296408669557,571.3296408669557,571.3296408669557,571.3296408669557,571.3296408669557,571.3296408669557,571.3296408669557,a,0.553086734842509,1,490,1,571.9134917040356,573.4149773479439,573.4149773479439,,,,,,,,,,,,,,,,,,,,,85891,2022-11-11_15h01.07.648,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.74368475417396,
1,0,0,0,0,1,0,0,triangle,circle,1,0,1,0,1,7,19,0,,,,,,,,,,,,573.9157374440692,573.9157374440692,573.9157374440692,573.9157374440692,573.9157374440692,573.9157374440692,573.9157374440692,573.9157374440692,573.9157374440692,573.9157374440692,l,1.2758356488775462,1,491,1,575.2169480540324,,576.7186423470266,,,,,,,,,,,,,,,,,,,,,85891,2022-11-11_15h01.07.648,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.74368475417396,
0,0,0,1,0,1,0,0,star ,circle,1,0,1,0,1,8,20,10,,,,,,,,,,,,577.2191083000507,577.2191083000507,577.2191083000507,577.2191083000507,577.2191083000507,577.2191083000507,577.2191083000507,577.2191083000507,577.2191083000507,577.2191083000507,l,0.7181422628927976,10,501,1,577.9701789619867,579.4718075490091,579.4718075490091,579.9725167041179,,,,,,,,,,,,,,,,,,,,85891,2022-11-11_15h01.07.648,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.74368475417396,
0,1,0,0,0,0,1,0,circle,hexagon,1,0,1,0,1,9,21,4,,,,,,,,,,,,579.9725167041179,579.9725167041179,579.9725167041179,579.9725167041179,579.9725167041179,579.9725167041179,579.9725167041179,579.9725167041179,579.9725167041179,579.9725167041179,a,0.6635846470016986,1,502,1,580.6562845190056,,582.1581681771204,,,,,,,,,,,,,,,,,,,,,85891,2022-11-11_15h01.07.648,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.74368475417396,
0,0,1,0,1,0,0,0,hexagon,triangle,1,0,1,0,1,10,22,6,,,,,,,,,,,,582.6587762800045,582.6587762800045,582.6587762800045,582.6587762800045,582.6587762800045,582.6587762800045,582.6587762800045,582.6587762800045,582.6587762800045,582.6587762800045,a,0.801724593853578,1,503,1,583.492837394122,584.9945466481149,584.9945466481149,585.4951855950058,,,,,,,,,,,,,,,,,,,,85891,2022-11-11_15h01.07.648,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.74368475417396,
0,0,0,1,1,0,0,0,star,triangle,1,0,1,0,1,11,23,9,,,,,,,,,,,,585.4951855950058,585.4951855950058,585.4951855950058,585.4951855950058,585.4951855950058,585.4951855950058,585.4951855950058,585.4951855950058,585.4951855950058,585.4951855950058,l,0.8012072569690645,10,513,1,586.3292944091372,,587.8309626190457,,,,,,,,,,,,,,,,,,,,,85891,2022-11-11_15h01.07.648,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.74368475417396,
0,1,0,0,0,0,1,0,circle,hexagon,1,0,1,0,2,0,24,4,,,,,,,,,,,,588.3148754539434,588.3148754539434,588.3148754539434,588.3148754539434,588.3148754539434,588.3148754539434,588.3148754539434,588.3148754539434,588.3148754539434,588.3148754539434,l,1.2326543158851564,10,523,1,589.566301187966,,591.0678566989955,,,,,,,,,,,,,,,,,,,,,85891,2022-11-11_15h01.07.648,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.74368475417396,
0,0,0,1,0,1,0,0,star ,circle,1,0,1,0,2,1,25,10,,,,,,,,,,,,591.5686262969393,591.5686262969393,591.5686262969393,591.5686262969393,591.5686262969393,591.5686262969393,591.5686262969393,591.5686262969393,591.5686262969393,591.5686262969393,l,1.094058692920953,1,524,1,592.6864126641303,,594.1881929270457,,,,,,,,,,,,,,,,,,,,,85891,2022-11-11_15h01.07.648,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.74368475417396,
0,0,0,1,0,0,1,0,star,hexagon,1,0,1,0,2,2,26,11,,,,,,,,,,,,594.688346787123,594.688346787123,594.688346787123,594.688346787123,594.688346787123,594.688346787123,594.688346787123,594.688346787123,594.688346787123,594.688346787123,a,1.114275136962533,1,525,1,595.8234213590622,,597.3246907489374,,,,,,,,,,,,,,,,,,,,,85891,2022-11-11_15h01.07.648,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.74368475417396,
1,0,0,0,0,1,0,0,triangle,circle,1,0,1,0,2,3,27,0,,,,,,,,,,,,597.8252199951094,597.8252199951094,597.8252199951094,597.8252199951094,597.8252199951094,597.8252199951094,597.8252199951094,597.8252199951094,597.8252199951094,597.8252199951094,l,1.2742416867986321,10,535,1,599.1266936780885,,600.6285625989549,,,,,,,,,,,,,,,,,,,,,85891,2022-11-11_15h01.07.648,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.74368475417396,
0,1,0,0,1,0,0,0,circle,triangle,1,0,1,0,2,4,28,3,,,,,,,,,,,,601.1288718790747,601.1288718790747,601.1288718790747,601.1288718790747,601.1288718790747,601.1288718790747,601.1288718790747,601.1288718790747,601.1288718790747,601.1288718790747,a,1.254816897911951,10,545,1,602.4137864790391,,603.915341258049,,,,,,,,,,,,,,,,,,,,,85891,2022-11-11_15h01.07.648,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.74368475417396,
0,0,1,0,0,1,0,0,hexagon,circle,1,0,1,0,2,5,29,7,,,,,,,,,,,,604.4158268489409,604.4158268489409,604.4158268489409,604.4158268489409,604.4158268489409,604.4158268489409,604.4158268489409,604.4158268489409,604.4158268489409,604.4158268489409,a,0.7813755269162357,1,546,1,605.2167728701606,,606.7185851531103,,,,,,,,,,,,,,,,,,,,,85891,2022-11-11_15h01.07.648,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.74368475417396,
0,0,1,0,1,0,0,0,hexagon,triangle,1,0,1,0,2,6,30,6,,,,,,,,,,,,607.2190614049323,607.2190614049323,607.2190614049323,607.2190614049323,607.2190614049323,607.2190614049323,607.2190614049323,607.2190614049323,607.2190614049323,607.2190614049323,a,0.7912760500330478,1,547,1,608.0366987879388,,609.5383517921437,,,,,,,,,,,,,,,,,,,,,85891,2022-11-11_15h01.07.648,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.74368475417396,
0,0,1,0,0,0,0,1,hexagon,star,1,0,1,0,2,7,31,8,,,,,,,,,,,,610.0387373650447,610.0387373650447,610.0387373650447,610.0387373650447,610.0387373650447,610.0387373650447,610.0387373650447,610.0387373650447,610.0387373650447,610.0387373650447,a,1.2213965740520507,1,548,1,611.2901268231217,,612.7916201839689,,,,,,,,,,,,,,,,,,,,,85891,2022-11-11_15h01.07.648,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.74368475417396,
1,0,0,0,0,0,0,1,triangle,star,1,0,1,0,2,8,32,2,,,,,,,,,,,,613.2921621401329,613.2921621401329,613.2921621401329,613.2921621401329,613.2921621401329,613.2921621401329,613.2921621401329,613.2921621401329,613.2921621401329,613.2921621401329,a,0.6129220607690513,10,558,1,613.9264508199412,,615.4280014371034,,,,,,,,,,,,,,,,,,,,,85891,2022-11-11_15h01.07.648,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.74368475417396,
0,0,0,1,1,0,0,0,star,triangle,1,0,1,0,2,9,33,9,,,,,,,,,,,,615.9290003830101,615.9290003830101,615.9290003830101,615.9290003830101,615.9290003830101,615.9290003830101,615.9290003830101,615.9290003830101,615.9290003830101,615.9290003830101,l,0.45126244286075234,10,568,1,616.4124294919893,,617.9140488500707,,,,,,,,,,,,,,,,,,,,,85891,2022-11-11_15h01.07.648,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.74368475417396,
0,1,0,0,0,0,0,1,circle,star,1,0,1,0,2,10,34,5,,,,,,,,,,,,618.4147938571405,618.4147938571405,618.4147938571405,618.4147938571405,618.4147938571405,618.4147938571405,618.4147938571405,618.4147938571405,618.4147938571405,618.4147938571405,a,0.4416229338385165,1,569,1,618.8817586691584,,620.3835421239492,,,,,,,,,,,,,,,,,,,,,85891,2022-11-11_15h01.07.648,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.74368475417396,
1,0,0,0,0,0,1,0,triangle,hexagon,1,0,1,0,2,11,35,1,,,,,,,,,,,,620.8843132441398,620.8843132441398,620.8843132441398,620.8843132441398,620.8843132441398,620.8843132441398,620.8843132441398,620.8843132441398,620.8843132441398,620.8843132441398,a,0.8746236739680171,10,579,1,621.7851893680636,,623.2866031730082,,,,,,,,,,,,,,,,,,,,,85891,2022-11-11_15h01.07.648,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.74368475417396,
0,0,1,0,0,1,0,0,hexagon,circle,1,0,1,0,3,0,36,7,,,,,,,,,,,,623.7872697690036,623.7872697690036,623.7872697690036,623.7872697690036,623.7872697690036,623.7872697690036,623.7872697690036,623.7872697690036,623.7872697690036,623.7872697690036,l,0.5820301398634911,1,580,1,624.3879720929544,,625.8896578929853,,,,,,,,,,,,,,,,,,,,,85891,2022-11-11_15h01.07.648,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.74368475417396,
0,0,0,1,0,1,0,0,star ,circle,1,0,1,0,3,1,37,10,,,,,,,,,,,,626.3900119131431,626.3900119131431,626.3900119131431,626.3900119131431,626.3900119131431,626.3900119131431,626.3900119131431,626.3900119131431,626.3900119131431,626.3900119131431,l,0.6013268819078803,1,581,1,627.0242362690624,628.5257135331631,628.5257135331631,629.0262925450224,,,,,,,,,,,,,,,,,,,,85891,2022-11-11_15h01.07.648,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.74368475417396,
0,1,0,0,0,0,0,1,circle,star,1,0,1,0,3,2,38,5,,,,,,,,,,,,629.0262925450224,629.0262925450224,629.0262925450224,629.0262925450224,629.0262925450224,629.0262925450224,629.0262925450224,629.0262925450224,629.0262925450224,629.0262925450224,a,1.0691585259046406,10,591,1,630.1277003090363,,631.629424219951,,,,,,,,,,,,,,,,,,,,,85891,2022-11-11_15h01.07.648,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.74368475417396,
1,0,0,0,0,1,0,0,triangle,circle,1,0,1,0,3,3,39,0,,,,,,,,,,,,632.1297554930206,632.1297554930206,632.1297554930206,632.1297554930206,632.1297554930206,632.1297554930206,632.1297554930206,632.1297554930206,632.1297554930206,632.1297554930206,l,1.2278935080394149,10,601,1,633.3812654321082,,634.8829152490944,,,,,,,,,,,,,,,,,,,,,85891,2022-11-11_15h01.07.648,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.74368475417396,
0,0,1,0,0,0,0,1,hexagon,star,1,0,1,0,3,4,40,8,,,,,,,,,,,,635.3834450379945,635.3834450379945,635.3834450379945,635.3834450379945,635.3834450379945,635.3834450379945,635.3834450379945,635.3834450379945,635.3834450379945,635.3834450379945,a,0.39279186888597906,1,602,1,635.800632989034,,637.3021690519527,,,,,,,,,,,,,,,,,,,,,85891,2022-11-11_15h01.07.648,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.74368475417396,
0,0,0,1,0,0,1,0,star,hexagon,1,0,1,0,3,5,41,11,,,,,,,,,,,,637.8027091280092,637.8027091280092,637.8027091280092,637.8027091280092,637.8027091280092,637.8027091280092,637.8027091280092,637.8027091280092,637.8027091280092,637.8027091280092,l,1.101902399910614,1,603,1,638.9374347350094,,640.4389900839888,,,,,,,,,,,,,,,,,,,,,85891,2022-11-11_15h01.07.648,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.74368475417396,
1,0,0,0,0,0,1,0,triangle,hexagon,1,0,1,0,3,6,42,1,,,,,,,,,,,,640.9396601479966,640.9396601479966,640.9396601479966,640.9396601479966,640.9396601479966,640.9396601479966,640.9396601479966,640.9396601479966,640.9396601479966,640.9396601479966,a,0.6994980708695948,1,604,1,641.6578225390986,643.1586453069467,643.1586453069467,,,,,,,,,,,,,,,,,,,,,85891,2022-11-11_15h01.07.648,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.74368475417396,
1,0,0,0,0,0,0,1,triangle,star,1,0,1,0,3,7,43,2,,,,,,,,,,,,643.6591527650598,643.6591527650598,643.6591527650598,643.6591527650598,643.6591527650598,643.6591527650598,643.6591527650598,643.6591527650598,643.6591527650598,643.6591527650598,a,1.9278521528467536,10,614,1,645.6112789949402,,647.1129582740832,,,,,,,,,,,,,,,,,,,,,85891,2022-11-11_15h01.07.648,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.74368475417396,
0,1,0,0,1,0,0,0,circle,triangle,1,0,1,0,3,8,44,3,,,,,,,,,,,,647.6135737530421,647.6135737530421,647.6135737530421,647.6135737530421,647.6135737530421,647.6135737530421,647.6135737530421,647.6135737530421,647.6135737530421,647.6135737530421,a,1.1119349878281355,10,624,1,648.7480164950248,,650.2498974429909,,,,,,,,,,,,,,,,,,,,,85891,2022-11-11_15h01.07.648,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.74368475417396,
0,0,1,0,1,0,0,0,hexagon,triangle,1,0,1,0,3,9,45,6,,,,,,,,,,,,650.7503443900496,650.7503443900496,650.7503443900496,650.7503443900496,650.7503443900496,650.7503443900496,650.7503443900496,650.7503443900496,650.7503443900496,650.7503443900496,a,1.0357434749603271,1,625,1,651.8180756501388,653.3199626740534,653.3199626740534,653.8204404590651,,,,,,,,,,,,,,,,,,,,85891,2022-11-11_15h01.07.648,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.74368475417396,
