participant,date,expName,psychopyVersion,OS,frameRate,browser,xResolution,yResolution,key_resp.keys,key_resp.rt,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,training.ran,LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,curr_topStim,curr_bottStim,curr_shape,acc,E1,target_resp_prac1.keys,target_resp_prac1.rt,pracBlock,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task1_prac_trials.ran,target_resp_prac2.keys,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,task2_praac_trials.ran,target_resp_prac2.rt,alt,task,condition,target_resp.keys,target_resp.rt,rewCond,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,vts_practice_trials.ran,blockNum,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,trials_norew.ran,key_resp_2.keys,key_resp_2.rt,rewExpect,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,trials_rew.ran,Q1,Q2,Q2_text,Q3,Q4,Q5_text,Q5,xRes,yRes
292765,2022-09-28_18h00.02.799,vts_reward_expectancy,2022.2.4,Win32,59.56280898,Chrome,1366,768,,,a,1.2187,10,44,0,0,7,7,7,1,0,0,1,0,0,1,0,0,hexagon,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292765,2022-09-28_18h00.02.799,vts_reward_expectancy,2022.2.4,Win32,59.56280898,Chrome,1366,768,,,a,1.0015,1,45,0,0,8,8,0,1,1,0,0,0,0,1,0,0,triangle,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292765,2022-09-28_18h00.02.799,vts_reward_expectancy,2022.2.4,Win32,59.56280898,Chrome,1366,768,,,a,0.8904,1,46,0,0,9,9,9,1,0,0,0,1,1,0,0,0,star,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292765,2022-09-28_18h00.02.799,vts_reward_expectancy,2022.2.4,Win32,59.56280898,Chrome,1366,768,,,l,0.9176,10,56,0,0,10,10,3,1,0,1,0,0,1,0,0,0,circle,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292765,2022-09-28_18h00.02.799,vts_reward_expectancy,2022.2.4,Win32,59.56280898,Chrome,1366,768,,,l,0.9348,10,66,0,0,11,11,1,1,1,0,0,0,0,0,1,0,triangle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292765,2022-09-28_18h00.02.799,vts_reward_expectancy,2022.2.4,Win32,59.56280898,Chrome,1366,768,,,a,0.5854,1,67,0,1,0,12,7,1,0,0,1,0,0,1,0,0,hexagon,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292765,2022-09-28_18h00.02.799,vts_reward_expectancy,2022.2.4,Win32,59.56280898,Chrome,1366,768,,,l,2.1365,10,77,0,1,1,13,1,1,1,0,0,0,0,0,1,0,triangle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292765,2022-09-28_18h00.02.799,vts_reward_expectancy,2022.2.4,Win32,59.56280898,Chrome,1366,768,,,a,0.8858,1,78,0,1,2,14,0,1,1,0,0,0,0,1,0,0,triangle,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292765,2022-09-28_18h00.02.799,vts_reward_expectancy,2022.2.4,Win32,59.56280898,Chrome,1366,768,,,a,1.2749,10,88,0,1,3,15,6,1,0,0,1,0,1,0,0,0,hexagon,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292765,2022-09-28_18h00.02.799,vts_reward_expectancy,2022.2.4,Win32,59.56280898,Chrome,1366,768,,,l,0.867,10,98,0,1,4,16,3,1,0,1,0,0,1,0,0,0,circle,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292765,2022-09-28_18h00.02.799,vts_reward_expectancy,2022.2.4,Win32,59.56280898,Chrome,1366,768,,,l,1.14,1,99,0,1,5,17,9,1,0,0,0,1,1,0,0,0,star,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292765,2022-09-28_18h00.02.799,vts_reward_expectancy,2022.2.4,Win32,59.56280898,Chrome,1366,768,,,a,0.7508,1,100,0,1,6,18,10,1,0,0,0,1,0,1,0,0,star ,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292765,2022-09-28_18h00.02.799,vts_reward_expectancy,2022.2.4,Win32,59.56280898,Chrome,1366,768,,,l,0.6722,1,101,0,1,7,19,4,1,0,1,0,0,0,0,1,0,circle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292765,2022-09-28_18h00.02.799,vts_reward_expectancy,2022.2.4,Win32,59.56280898,Chrome,1366,768,,,a,1.6775,1,102,0,1,8,20,11,1,0,0,0,1,0,0,1,0,star,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292765,2022-09-28_18h00.02.799,vts_reward_expectancy,2022.2.4,Win32,59.56280898,Chrome,1366,768,,,a,2.5022,1,103,0,1,9,21,2,1,1,0,0,0,0,0,0,1,triangle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292765,2022-09-28_18h00.02.799,vts_reward_expectancy,2022.2.4,Win32,59.56280898,Chrome,1366,768,,,l,0.6524,1,104,0,1,10,22,8,1,0,0,1,0,0,0,0,1,hexagon,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292765,2022-09-28_18h00.02.799,vts_reward_expectancy,2022.2.4,Win32,59.56280898,Chrome,1366,768,,,l,0.3555,1,105,0,1,11,23,5,1,0,1,0,0,0,0,0,1,circle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292765,2022-09-28_18h00.02.799,vts_reward_expectancy,2022.2.4,Win32,59.56280898,Chrome,1366,768,,,l,0.6181,1,106,0,2,0,24,8,1,0,0,1,0,0,0,0,1,hexagon,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292765,2022-09-28_18h00.02.799,vts_reward_expectancy,2022.2.4,Win32,59.56280898,Chrome,1366,768,,,l,1.4179,1,107,0,2,1,25,3,1,0,1,0,0,1,0,0,0,circle,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292765,2022-09-28_18h00.02.799,vts_reward_expectancy,2022.2.4,Win32,59.56280898,Chrome,1366,768,,,a,0.8342,1,108,0,2,2,26,11,1,0,0,0,1,0,0,1,0,star,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292765,2022-09-28_18h00.02.799,vts_reward_expectancy,2022.2.4,Win32,59.56280898,Chrome,1366,768,,,a,0.3514,10,118,0,2,3,27,4,1,0,1,0,0,0,0,1,0,circle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292765,2022-09-28_18h00.02.799,vts_reward_expectancy,2022.2.4,Win32,59.56280898,Chrome,1366,768,,,a,0.8186,10,128,0,2,4,28,0,1,1,0,0,0,0,1,0,0,triangle,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292765,2022-09-28_18h00.02.799,vts_reward_expectancy,2022.2.4,Win32,59.56280898,Chrome,1366,768,,,a,0.6231,10,138,0,2,5,29,1,1,1,0,0,0,0,0,1,0,triangle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292765,2022-09-28_18h00.02.799,vts_reward_expectancy,2022.2.4,Win32,59.56280898,Chrome,1366,768,,,l,0.9007,1,139,0,2,6,30,5,1,0,1,0,0,0,0,0,1,circle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292765,2022-09-28_18h00.02.799,vts_reward_expectancy,2022.2.4,Win32,59.56280898,Chrome,1366,768,,,a,0.7517,10,149,0,2,7,31,6,1,0,0,1,0,1,0,0,0,hexagon,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292765,2022-09-28_18h00.02.799,vts_reward_expectancy,2022.2.4,Win32,59.56280898,Chrome,1366,768,,,a,0.7702,10,159,0,2,8,32,7,1,0,0,1,0,0,1,0,0,hexagon,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292765,2022-09-28_18h00.02.799,vts_reward_expectancy,2022.2.4,Win32,59.56280898,Chrome,1366,768,,,a,0.4186,10,169,0,2,9,33,9,1,0,0,0,1,1,0,0,0,star,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292765,2022-09-28_18h00.02.799,vts_reward_expectancy,2022.2.4,Win32,59.56280898,Chrome,1366,768,,,a,0.6011,10,179,0,2,10,34,10,1,0,0,0,1,0,1,0,0,star ,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292765,2022-09-28_18h00.02.799,vts_reward_expectancy,2022.2.4,Win32,59.56280898,Chrome,1366,768,,,a,1.1328,10,189,0,2,11,35,2,1,1,0,0,0,0,0,0,1,triangle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292765,2022-09-28_18h00.02.799,vts_reward_expectancy,2022.2.4,Win32,59.56280898,Chrome,1366,768,,,a,1.025,10,199,1,0,0,0,0,1,1,0,0,0,0,1,0,0,triangle,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292765,2022-09-28_18h00.02.799,vts_reward_expectancy,2022.2.4,Win32,59.56280898,Chrome,1366,768,,,a,0.4723,1,200,1,0,1,1,1,1,1,0,0,0,0,0,1,0,triangle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292765,2022-09-28_18h00.02.799,vts_reward_expectancy,2022.2.4,Win32,59.56280898,Chrome,1366,768,,,l,0.6406,1,201,1,0,2,2,11,1,0,0,0,1,0,0,1,0,star,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292765,2022-09-28_18h00.02.799,vts_reward_expectancy,2022.2.4,Win32,59.56280898,Chrome,1366,768,,,l,0.7678,10,211,1,0,3,3,3,1,0,1,0,0,1,0,0,0,circle,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292765,2022-09-28_18h00.02.799,vts_reward_expectancy,2022.2.4,Win32,59.56280898,Chrome,1366,768,,,l,0.7354,10,221,1,0,4,4,9,1,0,0,0,1,1,0,0,0,star,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292765,2022-09-28_18h00.02.799,vts_reward_expectancy,2022.2.4,Win32,59.56280898,Chrome,1366,768,,,l,0.7233,1,222,1,0,5,5,6,1,0,0,1,0,1,0,0,0,hexagon,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292765,2022-09-28_18h00.02.799,vts_reward_expectancy,2022.2.4,Win32,59.56280898,Chrome,1366,768,,,l,2.0216,1,223,1,0,6,6,5,1,0,1,0,0,0,0,0,1,circle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292765,2022-09-28_18h00.02.799,vts_reward_expectancy,2022.2.4,Win32,59.56280898,Chrome,1366,768,,,l,0.995,1,224,1,0,7,7,8,1,0,0,1,0,0,0,0,1,hexagon,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292765,2022-09-28_18h00.02.799,vts_reward_expectancy,2022.2.4,Win32,59.56280898,Chrome,1366,768,,,a,0.752,1,225,1,0,8,8,2,1,1,0,0,0,0,0,0,1,triangle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292765,2022-09-28_18h00.02.799,vts_reward_expectancy,2022.2.4,Win32,59.56280898,Chrome,1366,768,,,l,0.7605,1,226,1,0,9,9,4,1,0,1,0,0,0,0,1,0,circle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292765,2022-09-28_18h00.02.799,vts_reward_expectancy,2022.2.4,Win32,59.56280898,Chrome,1366,768,,,a,0.3501,10,236,1,0,10,10,7,1,0,0,1,0,0,1,0,0,hexagon,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292765,2022-09-28_18h00.02.799,vts_reward_expectancy,2022.2.4,Win32,59.56280898,Chrome,1366,768,,,a,0.5522,10,246,1,0,11,11,10,1,0,0,0,1,0,1,0,0,star ,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292765,2022-09-28_18h00.02.799,vts_reward_expectancy,2022.2.4,Win32,59.56280898,Chrome,1366,768,,,a,1.54,10,256,1,1,0,12,4,1,0,1,0,0,0,0,1,0,circle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292765,2022-09-28_18h00.02.799,vts_reward_expectancy,2022.2.4,Win32,59.56280898,Chrome,1366,768,,,l,1.5375,10,266,1,1,1,13,11,1,0,0,0,1,0,0,1,0,star,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292765,2022-09-28_18h00.02.799,vts_reward_expectancy,2022.2.4,Win32,59.56280898,Chrome,1366,768,,,l,0.8658,10,276,1,1,2,14,9,1,0,0,0,1,1,0,0,0,star,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292765,2022-09-28_18h00.02.799,vts_reward_expectancy,2022.2.4,Win32,59.56280898,Chrome,1366,768,,,a,1.9419,1,277,1,1,3,15,3,1,0,1,0,0,1,0,0,0,circle,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292765,2022-09-28_18h00.02.799,vts_reward_expectancy,2022.2.4,Win32,59.56280898,Chrome,1366,768,,,l,0.683,1,278,1,1,4,16,5,1,0,1,0,0,0,0,0,1,circle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292765,2022-09-28_18h00.02.799,vts_reward_expectancy,2022.2.4,Win32,59.56280898,Chrome,1366,768,,,a,0.4241,10,288,1,1,5,17,2,1,1,0,0,0,0,0,0,1,triangle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292765,2022-09-28_18h00.02.799,vts_reward_expectancy,2022.2.4,Win32,59.56280898,Chrome,1366,768,,,a,0.3673,10,298,1,1,6,18,8,1,0,0,1,0,0,0,0,1,hexagon,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292765,2022-09-28_18h00.02.799,vts_reward_expectancy,2022.2.4,Win32,59.56280898,Chrome,1366,768,,,a,0.5258,1,299,1,1,7,19,6,1,0,0,1,0,1,0,0,0,hexagon,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292765,2022-09-28_18h00.02.799,vts_reward_expectancy,2022.2.4,Win32,59.56280898,Chrome,1366,768,,,l,0.4254,1,300,1,1,8,20,10,1,0,0,0,1,0,1,0,0,star ,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292765,2022-09-28_18h00.02.799,vts_reward_expectancy,2022.2.4,Win32,59.56280898,Chrome,1366,768,,,l,0.4842,1,301,1,1,9,21,0,1,1,0,0,0,0,1,0,0,triangle,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292765,2022-09-28_18h00.02.799,vts_reward_expectancy,2022.2.4,Win32,59.56280898,Chrome,1366,768,,,a,1.0343,10,311,1,1,10,22,7,1,0,0,1,0,0,1,0,0,hexagon,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292765,2022-09-28_18h00.02.799,vts_reward_expectancy,2022.2.4,Win32,59.56280898,Chrome,1366,768,,,a,0.7602,10,321,1,1,11,23,1,1,1,0,0,0,0,0,1,0,triangle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292765,2022-09-28_18h00.02.799,vts_reward_expectancy,2022.2.4,Win32,59.56280898,Chrome,1366,768,,,l,2.1179,10,331,1,2,0,24,6,1,0,0,1,0,1,0,0,0,hexagon,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292765,2022-09-28_18h00.02.799,vts_reward_expectancy,2022.2.4,Win32,59.56280898,Chrome,1366,768,,,l,2.4617,1,332,1,2,1,25,5,1,0,1,0,0,0,0,0,1,circle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292765,2022-09-28_18h00.02.799,vts_reward_expectancy,2022.2.4,Win32,59.56280898,Chrome,1366,768,,,l,3.0692,10,342,1,2,2,26,3,1,0,1,0,0,1,0,0,0,circle,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292765,2022-09-28_18h00.02.799,vts_reward_expectancy,2022.2.4,Win32,59.56280898,Chrome,1366,768,,,l,1.5331,1,343,1,2,3,27,11,1,0,0,0,1,0,0,1,0,star,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292765,2022-09-28_18h00.02.799,vts_reward_expectancy,2022.2.4,Win32,59.56280898,Chrome,1366,768,,,a,3.3847,10,353,1,2,4,28,1,1,1,0,0,0,0,0,1,0,triangle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292765,2022-09-28_18h00.02.799,vts_reward_expectancy,2022.2.4,Win32,59.56280898,Chrome,1366,768,,,l,0.7842,1,354,1,2,5,29,8,1,0,0,1,0,0,0,0,1,hexagon,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292765,2022-09-28_18h00.02.799,vts_reward_expectancy,2022.2.4,Win32,59.56280898,Chrome,1366,768,,,a,1.1526,1,355,1,2,6,30,9,1,0,0,0,1,1,0,0,0,star,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292765,2022-09-28_18h00.02.799,vts_reward_expectancy,2022.2.4,Win32,59.56280898,Chrome,1366,768,,,a,1.6398,1,356,1,2,7,31,0,1,1,0,0,0,0,1,0,0,triangle,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292765,2022-09-28_18h00.02.799,vts_reward_expectancy,2022.2.4,Win32,59.56280898,Chrome,1366,768,,,l,1.6168,10,366,1,2,8,32,4,1,0,1,0,0,0,0,1,0,circle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292765,2022-09-28_18h00.02.799,vts_reward_expectancy,2022.2.4,Win32,59.56280898,Chrome,1366,768,,,a,2.2511,10,376,1,2,9,33,10,1,0,0,0,1,0,1,0,0,star ,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292765,2022-09-28_18h00.02.799,vts_reward_expectancy,2022.2.4,Win32,59.56280898,Chrome,1366,768,,,a,1.5854,1,377,1,2,10,34,7,1,0,0,1,0,0,1,0,0,hexagon,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292765,2022-09-28_18h00.02.799,vts_reward_expectancy,2022.2.4,Win32,59.56280898,Chrome,1366,768,,,a,1.8678,1,378,1,2,11,35,2,1,1,0,0,0,0,0,0,1,triangle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292765,2022-09-28_18h00.02.799,vts_reward_expectancy,2022.2.4,Win32,59.56280898,Chrome,1366,768,,,l,1.305,10,388,2,0,0,0,4,1,0,1,0,0,0,0,1,0,circle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292765,2022-09-28_18h00.02.799,vts_reward_expectancy,2022.2.4,Win32,59.56280898,Chrome,1366,768,,,a,0.8183,10,398,2,0,1,1,7,1,0,0,1,0,0,1,0,0,hexagon,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292765,2022-09-28_18h00.02.799,vts_reward_expectancy,2022.2.4,Win32,59.56280898,Chrome,1366,768,,,a,1.5229,1,399,2,0,2,2,8,1,0,0,1,0,0,0,0,1,hexagon,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292765,2022-09-28_18h00.02.799,vts_reward_expectancy,2022.2.4,Win32,59.56280898,Chrome,1366,768,,,a,2.1679,1,400,2,0,3,3,10,1,0,0,0,1,0,1,0,0,star ,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292765,2022-09-28_18h00.02.799,vts_reward_expectancy,2022.2.4,Win32,59.56280898,Chrome,1366,768,,,a,0.502,1,401,2,0,4,4,9,1,0,0,0,1,1,0,0,0,star,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
