participant,date,expName,psychopyVersion,OS,frameRate,browser,xResolution,yResolution,key_resp.keys,key_resp.rt,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,training.ran,LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,curr_topStim,curr_bottStim,curr_shape,acc,E1,target_resp_prac1.keys,target_resp_prac1.rt,pracBlock,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task1_prac_trials.ran,target_resp_prac2.keys,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,task2_praac_trials.ran,target_resp_prac2.rt,alt,task,condition,target_resp.keys,target_resp.rt,rewCond,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,vts_practice_trials.ran,blockNum,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,trials_norew.ran,key_resp_2.keys,key_resp_2.rt,rewExpect,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,trials_rew.ran,Q1,Q2,Q2_text,Q3,Q4,Q5,Q5_text,xRes,yRes
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,l,0.9583,10,451,2,0,0,0,8,1,0,0,1,0,0,0,0,1,hexagon,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,l,1.1439,1,452,2,0,1,1,9,1,0,0,0,1,1,0,0,0,star,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,l,0.8032,1,453,2,0,2,2,5,1,0,1,0,0,0,0,0,1,circle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,a,51.3418,10,463,2,0,3,3,11,1,0,0,0,1,0,0,1,0,star,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,l,0.6878,10,473,2,0,4,4,2,1,1,0,0,0,0,0,0,1,triangle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,a,1.3423,1,474,2,0,5,5,7,1,0,0,1,0,0,1,0,0,hexagon,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,a,1.0326,1,475,2,0,6,6,4,1,0,1,0,0,0,0,1,0,circle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,l,1.106,10,485,2,0,7,7,6,1,0,0,1,0,1,0,0,0,hexagon,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,l,0.7557,1,486,2,0,8,8,3,1,0,1,0,0,1,0,0,0,circle,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,l,0.7791,1,487,2,0,9,9,1,1,1,0,0,0,0,0,1,0,triangle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,a,2.1834,1,488,2,0,10,10,10,1,0,0,0,1,0,1,0,0,star ,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,l,3.3229,1,489,2,0,11,11,0,1,1,0,0,0,0,1,0,0,triangle,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,l,0.7686,10,499,2,1,0,12,5,1,0,1,0,0,0,0,0,1,circle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,a,0.6667,10,509,2,1,1,13,11,1,0,0,0,1,0,0,1,0,star,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,l,0.582,1,510,2,1,2,14,2,1,1,0,0,0,0,0,0,1,triangle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,l,1.3653,1,511,2,1,3,15,7,1,0,0,1,0,0,1,0,0,hexagon,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,l,2.4998,1,512,2,1,4,16,3,1,0,1,0,0,1,0,0,0,circle,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,l,2.0731,10,522,2,1,5,17,8,1,0,0,1,0,0,0,0,1,hexagon,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,a,0.9364,1,523,2,1,6,18,0,1,1,0,0,0,0,1,0,0,triangle,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,a,0.6434,10,533,2,1,7,19,9,1,0,0,0,1,1,0,0,0,star,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,l,0.711,1,534,2,1,8,20,1,1,1,0,0,0,0,0,1,0,triangle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,a,0.9483,1,535,2,1,9,21,10,1,0,0,0,1,0,1,0,0,star ,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,l,0.5845,10,545,2,1,10,22,4,1,0,1,0,0,0,0,1,0,circle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,a,1.4657,1,546,2,1,11,23,6,1,0,0,1,0,1,0,0,0,hexagon,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,l,0.4665,10,556,2,2,0,24,5,1,0,1,0,0,0,0,0,1,circle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,a,0.7768,10,566,2,2,1,25,11,1,0,0,0,1,0,0,1,0,star,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,l,0.7733,10,576,2,2,2,26,7,1,0,0,1,0,0,1,0,0,hexagon,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,l,0.971,10,586,2,2,3,27,8,1,0,0,1,0,0,0,0,1,hexagon,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,l,0.4664,1,587,2,2,4,28,2,1,1,0,0,0,0,0,0,1,triangle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,a,1.7199,1,588,2,2,5,29,3,1,0,1,0,0,1,0,0,0,circle,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,l,1.8479,10,598,2,2,6,30,1,1,1,0,0,0,0,0,1,0,triangle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,a,0.8665,10,608,2,2,7,31,10,1,0,0,0,1,0,1,0,0,star ,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,l,1.1502,10,618,2,2,8,32,9,1,0,0,0,1,1,0,0,0,star,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,l,0.7321,10,628,2,2,9,33,6,1,0,0,1,0,1,0,0,0,hexagon,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,l,1.328,1,629,2,2,10,34,0,1,1,0,0,0,0,1,0,0,triangle,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,a,1.1894,10,639,2,2,11,35,4,1,0,1,0,0,0,0,1,0,circle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,,,,,,,,,,,,,,,,,,,,,174,D,circle,1,0,f,1.6793,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,,,,,,,,,,,,,,,,,,,,,139,F,star,1,0,d,0.733,0,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,,,,,,,,,,,,,,,,,,,,,160,W,hexagon,1,0,f,0.7813,0,2,0,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,,,,,,,,,,,,,,,,,,,,,146,S,triangle,1,0,d,0.6992,0,3,0,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,,,,,,,,,,,,,,,,,,,,,125,B,circle,1,0,d,1.0067,0,4,0,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,,,,,,,,,,,,,,,,,,,,,132,U,star,1,0,d,0.7659,0,5,0,5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,,,,,,,,,,,,,,,,,,,,,167,Y,hexagon,1,0,f,1.067,0,6,0,6,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,,,,,,,,,,,,,,,,,,,,,181,H,triangle,1,0,f,0.7862,0,7,0,7,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,,,,,,,,,,,,,,,,,,,,,174,D,star,1,0,f,0.9645,0,8,0,8,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,,,,,,,,,,,,,,,,,,,,,139,F,circle,1,0,d,1.0658,0,9,0,9,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,,,,,,,,,,,,,,,,,,,,,125,D,triangle,0,0,,,1,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,,,,,,,,,,,,,,,,,,,,,167,W,circle,2,1,,,1,,,,,,f,1,0,1,0,1,0.8685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,,,,,,,,,,,,,,,,,,,,,174,S,star,1,0,,,1,,,,,,k,2,0,2,0,1,1.4216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,,,,,,,,,,,,,,,,,,,,,139,Y,hexagon,1,0,,,1,,,,,,k,3,0,3,0,1,1.1539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,,,,,,,,,,,,,,,,,,,,,181,F,triangle,0,0,,,1,,,,,,k,4,0,4,0,1,0.7136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,,,,,,,,,,,,,,,,,,,,,146,B,circle,1,1,,,1,,,,,,j,5,0,5,0,1,1.0294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,,,,,,,,,,,,,,,,,,,,,132,H,star,1,0,,,1,,,,,,j,6,0,6,0,1,1.2813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,,,,,,,,,,,,,,,,,,,,,160,U,hexagon,0,0,,,1,,,,,,j,7,0,7,0,1,2.4751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,,,,,,,,,,,,,,,,,,,,,125,D,star,1,1,,,1,,,,,,j,8,0,8,0,1,0.8292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,,,,,,,,,,,,,,,,,,,,,167,W,triangle,1,0,,,1,,,,,,k,9,0,9,0,1,0.8834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,,,,,,,,,,,,,,,,,,,,,160,U,hexagon,1,0,,,2,,,,,,k,0,0,0,0,1,0.9321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,,,,,,,,,,,,,,,,,,,,,167,B,star,1,0,,,2,,,,,,j,1,0,1,0,1,0.6575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,,,,,,,,,,,,,,,,,,,,,146,H,circle,0,0,,,2,,,,,,k,2,0,2,0,1,0.8474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,,,,,,,,,,,,,,,,,,,,,181,D,triangle,1,1,,,2,,,,,,j,3,0,3,0,1,0.7495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,,,,,,,,,,,,,,,,,,,,,125,W,hexagon,1,0,,,2,,,,,,k,4,0,4,0,1,1.0629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,,,,,,,,,,,,,,,,,,,,,132,S,star,0,0,,,2,,,,,,j,5,0,5,0,1,2.0271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,,,,,,,,,,,,,,,,,,,,,139,F,circle,0,1,,,2,,,,,,k,6,0,6,0,1,1.537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,,,,,,,,,,,,,,,,,,,,,174,Y,triangle,1,1,,,2,,,,,,k,7,0,7,0,1,0.9531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,,,,,,,,,,,,,,,,,,,,,160,U,circle,0,0,,,2,,,,,,j,8,0,8,0,1,2.7326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,,,,,,,,,,,,,,,,,,,,,167,B,triangle,1,1,,,2,,,,,,j,9,0,9,0,1,0.6651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,,,,,,,,,,,,,,,,,,,,,125,W,circle,1,0,,,3,,,,,,k,0,0,0,0,1,0.8252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,,,,,,,,,,,,,,,,,,,,,146,F,star,1,0,,,3,,,,,,j,1,0,1,0,1,1.7803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,,,,,,,,,,,,,,,,,,,,,174,S,hexagon,0,0,,,3,,,,,,j,2,0,2,0,1,1.3625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,,,,,,,,,,,,,,,,,,,,,139,D,triangle,1,1,,,3,,,,,,j,3,0,3,0,1,0.9826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,,,,,,,,,,,,,,,,,,,,,181,H,circle,1,0,,,3,,,,,,j,4,0,4,0,1,2.7666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,,,,,,,,,,,,,,,,,,,,,167,B,star,1,0,,,3,,,,,,j,5,0,5,0,1,0.7969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,,,,,,,,,,,,,,,,,,,,,160,U,hexagon,1,0,,,3,,,,,,k,6,0,6,0,1,2.9359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,,,,,,,,,,,,,,,,,,,,,132,Y,triangle,1,0,,,3,,,,,,k,7,0,7,0,1,0.7911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,,,,,,,,,,,,,,,,,,,,,125,W,star,1,0,,,3,,,,,,k,8,0,8,0,1,0.7054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,,,,,,,,,,,,,,,,,,,,,146,F,triangle,1,0,,,3,,,,,,j,9,0,9,0,1,2.4768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,,,0,639,,,,,,,,,,,,,,,,,146,H,circle,1,0,,,4,,,,,,,,,,,,,-1,number,NA,d,0.9744,vtsPrac,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,,,0,639,,,,,,,,,,,,,,,,,139,F,triangle,0,0,,,4,,,,,,,,,,,,,switch,letter,NA,k,2.7947,vtsPrac,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,,,0,639,,,,,,,,,,,,,,,,,160,B,circle,0,1,,,4,,,,,,,,,,,,,repeat,letter,NA,k,1.9511,vtsPrac,2,0,2,0,1,,,,,,,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,,,0,639,,,,,,,,,,,,,,,,,181,Y,triangle,1,1,,,4,,,,,,,,,,,,,repeat,letter,lettRpt,k,0.7732,vtsPrac,3,0,3,0,1,,,,,,,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,,,0,639,,,,,,,,,,,,,,,,,146,H,circle,-1,0,,,4,,,,,,,,,,,,,switch,no_choice,NA,,,vtsPrac,4,0,4,0,1,,,,,,,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,,,0,639,,,,,,,,,,,,,,,,,139,F,triangle,1,0,,,4,,,,,,,,,,,,,switch,letter,lettSwt,j,1.5059,vtsPrac,5,0,5,0,1,,,,,,,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,,,0,639,,,,,,,,,,,,,,,,,160,B,triangle,1,0,,,4,,,,,,,,,,,,,switch,number,numSwt,f,1.2735,vtsPrac,6,0,6,0,1,,,,,,,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,,,0,639,,,,,,,,,,,,,,,,,181,Y,circle,1,0,,,4,,,,,,,,,,,,,switch,letter,lettSwt,k,1.0645,vtsPrac,7,0,7,0,1,,,,,,,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,,,0,639,,,,,,,,,,,,,,,,,139,H,hexagon,1,0,,,4,,,,,,,,,,,,,switch,number,numSwt,d,1.0912,vtsPrac,8,0,8,0,1,,,,,,,,,,,,,,,,,,,,,,,
