participant,date,expName,psychopyVersion,OS,frameRate,browser,xResolution,yResolution,key_resp.keys,key_resp.rt,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,training.ran,LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,curr_topStim,curr_bottStim,curr_shape,acc,E1,target_resp_prac1.keys,target_resp_prac1.rt,pracBlock,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task1_prac_trials.ran,target_resp_prac2.keys,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,task2_praac_trials.ran,target_resp_prac2.rt,alt,task,condition,target_resp.keys,target_resp.rt,rewCond,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,vts_practice_trials.ran,blockNum,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,trials_norew.ran,key_resp_2.keys,key_resp_2.rt,rewExpect,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,trials_rew.ran,Q1,Q2,Q2_text,Q3,Q4,Q5,Q5_text,xRes,yRes
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,,,0,639,,,,,,,,,,,,,,,,,160,S,triangle,1,0,,,4,,,,,,,,,,,,,repeat,number,numRpt,f,2.1873,vtsPrac,9,0,9,0,1,,,,,,,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,,,0,639,,,,,,,,,,,,,,,,,125,W,hexagon,1,0,,,4,,,,,,,,,,,,,switch,letter,lettSwt,k,2.3685,vtsPrac,10,0,10,0,1,,,,,,,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,,,0,639,,,,,,,,,,,,,,,,,181,Y,circle,1,0,,,4,,,,,,,,,,,,,repeat,letter,lettRpt,k,1.0184,vtsPrac,11,0,11,0,1,,,,,,,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,,,0,639,,,,,,,,,,,,,,,,,167,B,circle,1,0,,,4,,,,,,,,,,,,,switch,number,numSwt,f,0.7646,vtsPrac,12,0,12,0,1,,,,,,,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,,,0,639,,,,,,,,,,,,,,,,,174,F,triangle,0,0,,,4,,,,,,,,,,,,,switch,letter,NA,k,1.5933,vtsPrac,13,0,13,0,1,,,,,,,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,,,0,639,,,,,,,,,,,,,,,,,139,D,hexagon,1,1,,,4,,,,,,,,,,,,,switch,number,numSwt,d,1.0997,vtsPrac,14,0,14,0,1,,,,,,,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,,,0,639,,,,,,,,,,,,,,,,,146,W,triangle,1,0,,,4,,,,,,,,,,,,,switch,letter,lettSwt,k,0.7406,vtsPrac,15,0,15,0,1,,,,,,,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,,,0,639,,,,,,,,,,,,,,,,,125,Y,hexagon,1,0,,,5,,,,,,,,,,,,,switch,number,numSwt,d,1.2132,vtsPrac,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,,,0,639,,,,,,,,,,,,,,,,,167,B,triangle,1,0,,,5,,,,,,,,,,,,,switch,letter,lettSwt,j,0.9886,vtsPrac,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,,,0,639,,,,,,,,,,,,,,,,,132,D,hexagon,1,0,,,5,,,,,,,,,,,,,repeat,letter,lettRpt,j,0.9303,vtsPrac,2,0,2,0,1,,,,,,,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,,,0,639,,,,,,,,,,,,,,,,,160,F,triangle,1,0,,,5,,,,,,,,,,,,,switch,number,numSwt,f,0.935,vtsPrac,3,0,3,0,1,,,,,,,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,,,0,639,,,,,,,,,,,,,,,,,125,Y,star,1,0,,,5,,,,,,,,,,,,,repeat,number,numRpt,d,1.7421,vtsPrac,4,0,4,0,1,,,,,,,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,,,0,639,,,,,,,,,,,,,,,,,167,B,triangle,1,0,,,5,,,,,,,,,,,,,switch,letter,lettSwt,j,0.7424,vtsPrac,5,0,5,0,1,,,,,,,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,,,0,639,,,,,,,,,,,,,,,,,132,D,circle,1,0,,,5,,,,,,,,,,,,,repeat,letter,lettRpt,j,0.7976,vtsPrac,6,0,6,0,1,,,,,,,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,,,0,639,,,,,,,,,,,,,,,,,160,F,triangle,1,0,,,5,,,,,,,,,,,,,repeat,letter,lettRpt,j,1.2727,vtsPrac,7,0,7,0,1,,,,,,,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,,,0,639,,,,,,,,,,,,,,,,,174,W,circle,1,0,,,5,,,,,,,,,,,,,repeat,letter,lettRpt,k,0.9376,vtsPrac,8,0,8,0,1,,,,,,,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,,,0,639,,,,,,,,,,,,,,,,,160,D,triangle,1,0,,,5,,,,,,,,,,,,,switch,number,numSwt,f,0.6983,vtsPrac,9,0,9,0,1,,,,,,,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,,,0,639,,,,,,,,,,,,,,,,,132,B,star,1,0,,,5,,,,,,,,,,,,,switch,letter,lettSwt,j,0.8375,vtsPrac,10,0,10,0,1,,,,,,,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,,,0,639,,,,,,,,,,,,,,,,,146,F,hexagon,1,0,,,5,,,,,,,,,,,,,switch,number,numSwt,d,2.0378,vtsPrac,11,0,11,0,1,,,,,,,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,,,0,639,,,,,,,,,,,,,,,,,174,U,triangle,1,0,,,5,,,,,,,,,,,,,repeat,number,numRpt,f,1.1189,vtsPrac,12,0,12,0,1,,,,,,,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,,,0,639,,,,,,,,,,,,,,,,,167,S,hexagon,1,0,,,5,,,,,,,,,,,,,repeat,number,numRpt,f,1.6353,vtsPrac,13,0,13,0,1,,,,,,,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,,,0,639,,,,,,,,,,,,,,,,,181,B,circle,1,0,,,5,,,,,,,,,,,,,switch,letter,lettSwt,j,1.1673,vtsPrac,14,0,14,0,1,,,,,,,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,,,0,639,,,,,,,,,,,,,,,,,160,H,triangle,1,0,,,5,,,,,,,,,,,,,switch,number,numSwt,f,1.8396,vtsPrac,15,0,15,0,1,,,,,,,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,,,0,639,,,,,,,,,,,,,,,,,174,Y,hexagon,1,0,,,,,,,,,,,,,,,,repeat,number,numRpt,f,0.899,noRew,,,,,,0,0,0,0,0,1,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,,,0,639,,,,,,,,,,,,,,,,,160,F,triangle,1,0,,,,,,,,,,,,,,,,switch,letter,lettSwt,j,1.2303,noRew,,,,,,0,1,0,1,0,1,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,,,0,639,,,,,,,,,,,,,,,,,125,W,hexagon,1,0,,,,,,,,,,,,,,,,switch,number,numSwt,d,0.7059,noRew,,,,,,0,2,0,2,0,1,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,,,0,639,,,,,,,,,,,,,,,,,146,U,triangle,1,0,,,,,,,,,,,,,,,,repeat,number,numRpt,d,2.0616,noRew,,,,,,0,3,0,3,0,1,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,,,0,639,,,,,,,,,,,,,,,,,174,Y,circle,1,0,,,,,,,,,,,,,,,,repeat,number,numRpt,f,2.2005,noRew,,,,,,0,4,0,4,0,1,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,,,0,639,,,,,,,,,,,,,,,,,160,F,triangle,1,0,,,,,,,,,,,,,,,,switch,letter,lettSwt,j,1.3756,noRew,,,,,,0,5,0,5,0,1,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,,,0,639,,,,,,,,,,,,,,,,,125,W,triangle,1,0,,,,,,,,,,,,,,,,repeat,letter,lettRpt,k,2.2481,noRew,,,,,,0,6,0,6,0,1,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,,,0,639,,,,,,,,,,,,,,,,,146,U,circle,-1,0,,,,,,,,,,,,,,,,switch,no_choice,NA,,,noRew,,,,,,0,7,0,7,0,1,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,,,0,639,,,,,,,,,,,,,,,,,146,D,star,1,0,,,,,,,,,,,,,,,,switch,letter,lettSwt,j,1.2419,noRew,,,,,,0,8,0,8,0,1,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,,,0,639,,,,,,,,,,,,,,,,,160,B,circle,1,0,,,,,,,,,,,,,,,,repeat,letter,lettRpt,j,1.2854,noRew,,,,,,0,9,0,9,0,1,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,,,0,639,,,,,,,,,,,,,,,,,167,F,hexagon,1,0,,,,,,,,,,,,,,,,switch,number,numSwt,f,1.0851,noRew,,,,,,0,10,0,10,0,1,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,,,0,639,,,,,,,,,,,,,,,,,139,U,triangle,1,0,,,,,,,,,,,,,,,,repeat,number,numRpt,d,1.4301,noRew,,,,,,0,11,0,11,0,1,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,,,0,639,,,,,,,,,,,,,,,,,125,W,star,1,0,,,,,,,,,,,,,,,,switch,letter,lettSwt,k,0.7999,noRew,,,,,,0,12,0,12,0,1,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,,,0,639,,,,,,,,,,,,,,,,,167,D,circle,1,0,,,,,,,,,,,,,,,,repeat,letter,lettRpt,j,0.6226,noRew,,,,,,0,13,0,13,0,1,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,,,0,639,,,,,,,,,,,,,,,,,160,U,star,1,0,,,,,,,,,,,,,,,,switch,number,numSwt,f,1.8062,noRew,,,,,,0,14,0,14,0,1,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,,,0,639,,,,,,,,,,,,,,,,,132,B,hexagon,1,0,,,,,,,,,,,,,,,,repeat,number,numRpt,d,1.6664,noRew,,,,,,0,15,0,15,0,1,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,,,0,639,,,,,,,,,,,,,,,,,146,F,hexagon,1,0,,,,,,,,,,,,,,,,repeat,number,numRpt,d,2.548,noRew,,,,,,0,16,0,16,0,1,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,,,0,639,,,,,,,,,,,,,,,,,125,H,triangle,1,0,,,,,,,,,,,,,,,,switch,letter,lettSwt,j,1.0382,noRew,,,,,,0,17,0,17,0,1,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,,,0,639,,,,,,,,,,,,,,,,,174,B,triangle,1,0,,,,,,,,,,,,,,,,repeat,letter,lettRpt,j,1.9163,noRew,,,,,,0,18,0,18,0,1,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,,,0,639,,,,,,,,,,,,,,,,,160,D,star,1,0,,,,,,,,,,,,,,,,repeat,letter,lettRpt,j,1.5632,noRew,,,,,,0,19,0,19,0,1,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,,,0,639,,,,,,,,,,,,,,,,,181,W,circle,1,0,,,,,,,,,,,,,,,,switch,number,numSwt,f,1.4251,noRew,,,,,,0,20,0,20,0,1,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,,,0,639,,,,,,,,,,,,,,,,,125,S,triangle,1,0,,,,,,,,,,,,,,,,repeat,number,numRpt,d,2.3174,noRew,,,,,,0,21,0,21,0,1,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,,,0,639,,,,,,,,,,,,,,,,,132,B,circle,1,0,,,,,,,,,,,,,,,,switch,letter,lettSwt,j,0.9605,noRew,,,,,,0,22,0,22,0,1,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,,,0,639,,,,,,,,,,,,,,,,,146,U,star,1,0,,,,,,,,,,,,,,,,switch,number,numSwt,d,1.7974,noRew,,,,,,0,23,0,23,0,1,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,,,0,639,,,,,,,,,,,,,,,,,181,D,circle,1,0,,,,,,,,,,,,,,,,switch,letter,lettSwt,j,1.6846,noRew,,,,,,0,24,0,24,0,1,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,,,0,639,,,,,,,,,,,,,,,,,146,H,star,1,0,,,,,,,,,,,,,,,,switch,number,numSwt,d,2.054,noRew,,,,,,0,25,0,25,0,1,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,,,0,639,,,,,,,,,,,,,,,,,132,Y,hexagon,1,0,,,,,,,,,,,,,,,,switch,letter,lettSwt,k,0.9158,noRew,,,,,,0,26,0,26,0,1,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,,,0,639,,,,,,,,,,,,,,,,,167,W,circle,1,0,,,,,,,,,,,,,,,,repeat,letter,lettRpt,k,0.7075,noRew,,,,,,0,27,0,27,0,1,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,,,0,639,,,,,,,,,,,,,,,,,146,D,hexagon,1,0,,,,,,,,,,,,,,,,switch,number,numSwt,d,0.7077,noRew,,,,,,0,28,0,28,0,1,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,,,0,639,,,,,,,,,,,,,,,,,167,F,star,1,0,,,,,,,,,,,,,,,,switch,letter,lettSwt,j,1.436,noRew,,,,,,0,29,0,29,0,1,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,,,0,639,,,,,,,,,,,,,,,,,160,B,triangle,1,0,,,,,,,,,,,,,,,,switch,number,numSwt,f,1.3495,noRew,,,,,,0,30,0,30,0,1,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,,,0,639,,,,,,,,,,,,,,,,,125,H,circle,1,0,,,,,,,,,,,,,,,,repeat,number,numRpt,d,1.5143,noRew,,,,,,0,31,0,31,0,1,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,,,0,639,,,,,,,,,,,,,,,,,146,B,hexagon,1,0,,,,,,,,,,,,,,,,switch,letter,lettSwt,j,0.9435,noRew,,,,,,0,32,0,32,0,1,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,,,0,639,,,,,,,,,,,,,,,,,132,S,circle,1,0,,,,,,,,,,,,,,,,switch,number,numSwt,d,1.151,noRew,,,,,,0,33,0,33,0,1,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,,,0,639,,,,,,,,,,,,,,,,,174,F,hexagon,1,0,,,,,,,,,,,,,,,,switch,letter,lettSwt,j,1.0076,noRew,,,,,,0,34,0,34,0,1,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,,,0,639,,,,,,,,,,,,,,,,,167,D,triangle,1,0,,,,,,,,,,,,,,,,repeat,letter,lettRpt,j,0.6866,noRew,,,,,,0,35,0,35,0,1,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,,,0,639,,,,,,,,,,,,,,,,,125,Y,hexagon,1,0,,,,,,,,,,,,,,,,switch,number,numSwt,d,0.9041,noRew,,,,,,0,36,0,36,0,1,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,,,0,639,,,,,,,,,,,,,,,,,139,B,circle,1,0,,,,,,,,,,,,,,,,switch,letter,lettSwt,j,0.8471,noRew,,,,,,0,37,0,37,0,1,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,,,0,639,,,,,,,,,,,,,,,,,181,U,circle,1,0,,,,,,,,,,,,,,,,switch,number,numSwt,f,1.4693,noRew,,,,,,0,38,0,38,0,1,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,,,0,639,,,,,,,,,,,,,,,,,132,D,triangle,1,0,,,,,,,,,,,,,,,,switch,letter,lettSwt,j,0.758,noRew,,,,,,0,39,0,39,0,1,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,,,0,639,,,,,,,,,,,,,,,,,146,U,star,1,0,,,,,,,,,,,,,,,,switch,number,numSwt,d,1.9659,noRew,,,,,,0,40,0,40,0,1,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,,,0,639,,,,,,,,,,,,,,,,,160,W,triangle,1,0,,,,,,,,,,,,,,,,switch,letter,lettSwt,k,1.4847,noRew,,,,,,0,41,0,41,0,1,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,,,0,639,,,,,,,,,,,,,,,,,181,F,circle,1,0,,,,,,,,,,,,,,,,repeat,letter,lettRpt,j,1.6648,noRew,,,,,,0,42,0,42,0,1,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,,,0,639,,,,,,,,,,,,,,,,,174,H,triangle,1,0,,,,,,,,,,,,,,,,switch,number,numSwt,f,1.7796,noRew,,,,,,0,43,0,43,0,1,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,,,0,639,,,,,,,,,,,,,,,,,181,D,triangle,1,0,,,,,,,,,,,,,,,,switch,letter,lettSwt,j,0.9763,noRew,,,,,,0,44,0,44,0,1,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,,,0,639,,,,,,,,,,,,,,,,,132,S,star,1,0,,,,,,,,,,,,,,,,switch,number,numSwt,d,1.4073,noRew,,,,,,0,45,0,45,0,1,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,,,0,639,,,,,,,,,,,,,,,,,146,F,star,1,0,,,,,,,,,,,,,,,,switch,letter,lettSwt,j,1.1654,noRew,,,,,,0,46,0,46,0,1,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,,,0,639,,,,,,,,,,,,,,,,,125,Y,circle,1,0,,,,,,,,,,,,,,,,switch,number,numSwt,d,2.197,noRew,,,,,,0,47,0,47,0,1,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,,,0,639,,,,,,,,,,,,,,,,,160,W,star,1,0,,,,,,,,,,,,,,,,switch,letter,lettSwt,k,0.7997,noRew,,,,,,0,48,0,48,0,1,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,,,0,639,,,,,,,,,,,,,,,,,132,Y,circle,1,0,,,,,,,,,,,,,,,,switch,number,numSwt,d,0.9404,noRew,,,,,,0,49,0,49,0,1,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,,,0,639,,,,,,,,,,,,,,,,,167,H,hexagon,1,0,,,,,,,,,,,,,,,,repeat,number,numRpt,f,1.4086,noRew,,,,,,0,50,0,50,0,1,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,,,0,639,,,,,,,,,,,,,,,,,181,U,circle,1,0,,,,,,,,,,,,,,,,repeat,number,numRpt,f,1.4066,noRew,,,,,,0,51,0,51,0,1,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,,,0,639,,,,,,,,,,,,,,,,,181,U,star,1,0,,,,,,,,,,,,,,,,repeat,number,numRpt,f,0.9724,noRew,,,,,,0,52,0,52,0,1,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,,,0,639,,,,,,,,,,,,,,,,,132,W,circle,1,0,,,,,,,,,,,,,,,,switch,letter,lettSwt,k,1.137,noRew,,,,,,0,53,0,53,0,1,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,,,0,639,,,,,,,,,,,,,,,,,160,Y,star,0,0,,,,,,,,,,,,,,,,switch,number,NA,d,2.7829,noRew,,,,,,0,54,0,54,0,1,,,,,,,,,,,,,,,,,
297484,2022-09-25_15h40.03.818,vts_reward_expectancy,2022.2.4,Win32,59.96282305,Chrome,1280,720,,,,,0,639,,,,,,,,,,,,,,,,,174,F,hexagon,-1,1,,,,,,,,,,,,,,,,switch,no_choice,NA,,,noRew,,,,,,0,55,0,55,0,1,,,,,,,,,,,,,,,,,
