participant,date,expName,psychopyVersion,OS,frameRate,browser,xResolution,yResolution,key_resp.keys,key_resp.rt,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,training.ran,LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,curr_topStim,curr_bottStim,curr_shape,acc,E1,target_resp_prac1.keys,target_resp_prac1.rt,pracBlock,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task1_prac_trials.ran,target_resp_prac2.keys,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,task2_praac_trials.ran,target_resp_prac2.rt,alt,task,condition,target_resp.keys,target_resp.rt,rewCond,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,vts_practice_trials.ran,blockNum,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,trials_norew.ran,key_resp_2.keys,key_resp_2.rt,rewExpectancy,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,trials_rew.ran,Q1,Q2,Q2_text,Q3,Q4,Q5_text,Q5,xRes,yRes
295852,2022-12-02_12h01.31.068,vts_reward_expectancy_bt,2022.2.4,MacIntel,120.0048002,Chrome,1728,1117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295852,2022-12-02_12h01.31.068,vts_reward_expectancy_bt,2022.2.4,MacIntel,120.0048002,Chrome,1728,1117,space,4.696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295852,2022-12-02_12h01.31.068,vts_reward_expectancy_bt,2022.2.4,MacIntel,120.0048002,Chrome,1728,1117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295852,2022-12-02_12h01.31.068,vts_reward_expectancy_bt,2022.2.4,MacIntel,120.0048002,Chrome,1728,1117,,,a,31.8638,10,10,0,0,0,0,11,1,0,0,0,1,0,0,1,0,star,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295852,2022-12-02_12h01.31.068,vts_reward_expectancy_bt,2022.2.4,MacIntel,120.0048002,Chrome,1728,1117,,,l,3.0389,10,20,0,0,1,1,2,1,1,0,0,0,0,0,0,1,triangle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295852,2022-12-02_12h01.31.068,vts_reward_expectancy_bt,2022.2.4,MacIntel,120.0048002,Chrome,1728,1117,,,a,3.0831,10,30,0,0,2,2,6,1,0,0,1,0,1,0,0,0,hexagon,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295852,2022-12-02_12h01.31.068,vts_reward_expectancy_bt,2022.2.4,MacIntel,120.0048002,Chrome,1728,1117,,,a,1.9227,1,31,0,0,3,3,9,1,0,0,0,1,1,0,0,0,star,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295852,2022-12-02_12h01.31.068,vts_reward_expectancy_bt,2022.2.4,MacIntel,120.0048002,Chrome,1728,1117,,,a,1.6874,1,32,0,0,4,4,0,1,1,0,0,0,0,1,0,0,triangle,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295852,2022-12-02_12h01.31.068,vts_reward_expectancy_bt,2022.2.4,MacIntel,120.0048002,Chrome,1728,1117,,,a,0.9267,1,33,0,0,5,5,10,1,0,0,0,1,0,1,0,0,star ,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295852,2022-12-02_12h01.31.068,vts_reward_expectancy_bt,2022.2.4,MacIntel,120.0048002,Chrome,1728,1117,,,a,0.8797,10,43,0,0,6,6,5,1,0,1,0,0,0,0,0,1,circle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295852,2022-12-02_12h01.31.068,vts_reward_expectancy_bt,2022.2.4,MacIntel,120.0048002,Chrome,1728,1117,,,a,4.2401,1,44,0,0,7,7,4,1,0,1,0,0,0,0,1,0,circle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295852,2022-12-02_12h01.31.068,vts_reward_expectancy_bt,2022.2.4,MacIntel,120.0048002,Chrome,1728,1117,,,l,1.5208,1,45,0,0,8,8,1,1,1,0,0,0,0,0,1,0,triangle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295852,2022-12-02_12h01.31.068,vts_reward_expectancy_bt,2022.2.4,MacIntel,120.0048002,Chrome,1728,1117,,,l,1.4032,1,46,0,0,9,9,3,1,0,1,0,0,1,0,0,0,circle,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295852,2022-12-02_12h01.31.068,vts_reward_expectancy_bt,2022.2.4,MacIntel,120.0048002,Chrome,1728,1117,,,l,1.0163,10,56,0,0,10,10,8,1,0,0,1,0,0,0,0,1,hexagon,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295852,2022-12-02_12h01.31.068,vts_reward_expectancy_bt,2022.2.4,MacIntel,120.0048002,Chrome,1728,1117,,,l,0.5031,1,57,0,0,11,11,7,1,0,0,1,0,0,1,0,0,hexagon,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295852,2022-12-02_12h01.31.068,vts_reward_expectancy_bt,2022.2.4,MacIntel,120.0048002,Chrome,1728,1117,,,l,0.2417,1,58,0,1,0,12,6,1,0,0,1,0,1,0,0,0,hexagon,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295852,2022-12-02_12h01.31.068,vts_reward_expectancy_bt,2022.2.4,MacIntel,120.0048002,Chrome,1728,1117,,,l,0.2232,10,68,0,1,1,13,0,1,1,0,0,0,0,1,0,0,triangle,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295852,2022-12-02_12h01.31.068,vts_reward_expectancy_bt,2022.2.4,MacIntel,120.0048002,Chrome,1728,1117,,,a,0.1775,1,69,0,1,2,14,11,1,0,0,0,1,0,0,1,0,star,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295852,2022-12-02_12h01.31.068,vts_reward_expectancy_bt,2022.2.4,MacIntel,120.0048002,Chrome,1728,1117,,,a,0.3272,10,79,0,1,3,15,4,1,0,1,0,0,0,0,1,0,circle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
