participant,date,expName,psychopyVersion,OS,frameRate,browser,xResolution,yResolution,key_resp.keys,key_resp.rt,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,training.ran,LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,curr_topStim,curr_bottStim,curr_shape,acc,E1,target_resp_prac1.keys,target_resp_prac1.rt,pracBlock,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task1_prac_trials.ran,target_resp_prac2.keys,target_resp_prac2.rt,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,task2_praac_trials.ran,alt,task,condition,target_resp.keys,target_resp.rt,rewCond,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,vts_practice_trials.ran,blockNum,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,trials_norew.ran,key_resp_2.keys,key_resp_2.rt,rewExpectancy,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,trials_rew.ran,Q1,Q2,Q2_text,Q3,Q4,Q5,Q5_text,xRes,yRes
293791,2022-11-15_21h04.50.808,vts_reward_expectancy_bt,2022.2.4,Win32,144.092219,Firefox,2560,1440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293791,2022-11-15_21h04.50.808,vts_reward_expectancy_bt,2022.2.4,Win32,144.092219,Firefox,2560,1440,space,32.986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293791,2022-11-15_21h04.50.808,vts_reward_expectancy_bt,2022.2.4,Win32,144.092219,Firefox,2560,1440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293791,2022-11-15_21h04.50.808,vts_reward_expectancy_bt,2022.2.4,Win32,144.092219,Firefox,2560,1440,,,l,4.152,1,1,0,0,0,0,2,1,1,0,0,0,0,0,0,1,triangle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293791,2022-11-15_21h04.50.808,vts_reward_expectancy_bt,2022.2.4,Win32,144.092219,Firefox,2560,1440,,,l,1.322,10,11,0,0,1,1,9,1,0,0,0,1,1,0,0,0,star,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293791,2022-11-15_21h04.50.808,vts_reward_expectancy_bt,2022.2.4,Win32,144.092219,Firefox,2560,1440,,,l,1.307,10,21,0,0,2,2,11,1,0,0,0,1,0,0,1,0,star,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293791,2022-11-15_21h04.50.808,vts_reward_expectancy_bt,2022.2.4,Win32,144.092219,Firefox,2560,1440,,,a,0.716,1,22,0,0,3,3,8,1,0,0,1,0,0,0,0,1,hexagon,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293791,2022-11-15_21h04.50.808,vts_reward_expectancy_bt,2022.2.4,Win32,144.092219,Firefox,2560,1440,,,a,2.115,10,32,0,0,4,4,0,1,1,0,0,0,0,1,0,0,triangle,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293791,2022-11-15_21h04.50.808,vts_reward_expectancy_bt,2022.2.4,Win32,144.092219,Firefox,2560,1440,,,a,0.71,10,42,0,0,5,5,1,1,1,0,0,0,0,0,1,0,triangle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293791,2022-11-15_21h04.50.808,vts_reward_expectancy_bt,2022.2.4,Win32,144.092219,Firefox,2560,1440,,,a,1.884,10,52,0,0,6,6,7,1,0,0,1,0,0,1,0,0,hexagon,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293791,2022-11-15_21h04.50.808,vts_reward_expectancy_bt,2022.2.4,Win32,144.092219,Firefox,2560,1440,,,l,0.678,10,62,0,0,7,7,4,1,0,1,0,0,0,0,1,0,circle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293791,2022-11-15_21h04.50.808,vts_reward_expectancy_bt,2022.2.4,Win32,144.092219,Firefox,2560,1440,,,l,0.863,1,63,0,0,8,8,5,1,0,1,0,0,0,0,0,1,circle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293791,2022-11-15_21h04.50.808,vts_reward_expectancy_bt,2022.2.4,Win32,144.092219,Firefox,2560,1440,,,l,0.992,1,64,0,0,9,9,10,1,0,0,0,1,0,1,0,0,star ,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293791,2022-11-15_21h04.50.808,vts_reward_expectancy_bt,2022.2.4,Win32,144.092219,Firefox,2560,1440,,,l,0.842,10,74,0,0,10,10,3,1,0,1,0,0,1,0,0,0,circle,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293791,2022-11-15_21h04.50.808,vts_reward_expectancy_bt,2022.2.4,Win32,144.092219,Firefox,2560,1440,,,l,0.643,1,75,0,0,11,11,6,1,0,0,1,0,1,0,0,0,hexagon,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293791,2022-11-15_21h04.50.808,vts_reward_expectancy_bt,2022.2.4,Win32,144.092219,Firefox,2560,1440,,,a,0.584,10,85,0,1,0,12,2,1,1,0,0,0,0,0,0,1,triangle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293791,2022-11-15_21h04.50.808,vts_reward_expectancy_bt,2022.2.4,Win32,144.092219,Firefox,2560,1440,,,a,0.85,10,95,0,1,1,13,6,1,0,0,1,0,1,0,0,0,hexagon,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293791,2022-11-15_21h04.50.808,vts_reward_expectancy_bt,2022.2.4,Win32,144.092219,Firefox,2560,1440,,,l,0.916,1,96,0,1,2,14,5,1,0,1,0,0,0,0,0,1,circle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293791,2022-11-15_21h04.50.808,vts_reward_expectancy_bt,2022.2.4,Win32,144.092219,Firefox,2560,1440,,,a,0.441,10,106,0,1,3,15,9,1,0,0,0,1,1,0,0,0,star,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
