participant,date,expName,psychopyVersion,OS,frameRate,browser,xResolution,yResolution,key_resp.keys,key_resp.rt,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,training.ran,LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,curr_topStim,curr_bottStim,curr_shape,acc,E1,target_resp_prac1.keys,target_resp_prac1.rt,pracBlock,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task1_prac_trials.ran,target_resp_prac2.keys,target_resp_prac2.rt,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,task2_praac_trials.ran,alt,task,condition,target_resp.keys,target_resp.rt,rewCond,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,vts_practice_trials.ran,blockNum,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,trials_norew.ran,key_resp_2.keys,key_resp_2.rt,rewExpect,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,trials_rew.ran,Q1,Q2,Q2_text,Q3,Q4,Q5,Q5_text,xRes,yRes
297808,2022-10-04_11h38.27.497,vts_reward_expectancy,2022.2.4,Win32,62.89703755,Chrome,1536,864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297808,2022-10-04_11h38.27.497,vts_reward_expectancy,2022.2.4,Win32,62.89703755,Chrome,1536,864,space,29.4005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297808,2022-10-04_11h38.27.497,vts_reward_expectancy,2022.2.4,Win32,62.89703755,Chrome,1536,864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297808,2022-10-04_11h38.27.497,vts_reward_expectancy,2022.2.4,Win32,62.89703755,Chrome,1536,864,,,l,2.4211,1,1,0,0,0,0,8,1,0,0,1,0,0,0,0,1,hexagon,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297808,2022-10-04_11h38.27.497,vts_reward_expectancy,2022.2.4,Win32,62.89703755,Chrome,1536,864,,,a,0.7534,10,11,0,0,1,1,2,1,1,0,0,0,0,0,0,1,triangle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297808,2022-10-04_11h38.27.497,vts_reward_expectancy,2022.2.4,Win32,62.89703755,Chrome,1536,864,,,l,1.5431,1,12,0,0,2,2,7,1,0,0,1,0,0,1,0,0,hexagon,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297808,2022-10-04_11h38.27.497,vts_reward_expectancy,2022.2.4,Win32,62.89703755,Chrome,1536,864,,,l,1.0959,1,13,0,0,3,3,4,1,0,1,0,0,0,0,1,0,circle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297808,2022-10-04_11h38.27.497,vts_reward_expectancy,2022.2.4,Win32,62.89703755,Chrome,1536,864,,,l,1.552,1,14,0,0,4,4,11,1,0,0,0,1,0,0,1,0,star,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297808,2022-10-04_11h38.27.497,vts_reward_expectancy,2022.2.4,Win32,62.89703755,Chrome,1536,864,,,a,1.711,10,24,0,0,5,5,5,1,0,1,0,0,0,0,0,1,circle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297808,2022-10-04_11h38.27.497,vts_reward_expectancy,2022.2.4,Win32,62.89703755,Chrome,1536,864,,,a,1.6256,10,34,0,0,6,6,1,1,1,0,0,0,0,0,1,0,triangle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297808,2022-10-04_11h38.27.497,vts_reward_expectancy,2022.2.4,Win32,62.89703755,Chrome,1536,864,,,l,1.5701,10,44,0,0,7,7,10,1,0,0,0,1,0,1,0,0,star ,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297808,2022-10-04_11h38.27.497,vts_reward_expectancy,2022.2.4,Win32,62.89703755,Chrome,1536,864,,,l,1.2016,1,45,0,0,8,8,6,1,0,0,1,0,1,0,0,0,hexagon,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297808,2022-10-04_11h38.27.497,vts_reward_expectancy,2022.2.4,Win32,62.89703755,Chrome,1536,864,,,l,1.1752,10,55,0,0,9,9,9,1,0,0,0,1,1,0,0,0,star,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297808,2022-10-04_11h38.27.497,vts_reward_expectancy,2022.2.4,Win32,62.89703755,Chrome,1536,864,,,a,1.0528,10,65,0,0,10,10,0,1,1,0,0,0,0,1,0,0,triangle,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297808,2022-10-04_11h38.27.497,vts_reward_expectancy,2022.2.4,Win32,62.89703755,Chrome,1536,864,,,l,0.8036,10,75,0,0,11,11,3,1,0,1,0,0,1,0,0,0,circle,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297808,2022-10-04_11h38.27.497,vts_reward_expectancy,2022.2.4,Win32,62.89703755,Chrome,1536,864,,,l,1.0054,1,76,0,1,0,12,11,1,0,0,0,1,0,0,1,0,star,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297808,2022-10-04_11h38.27.497,vts_reward_expectancy,2022.2.4,Win32,62.89703755,Chrome,1536,864,,,a,2.0468,1,77,0,1,1,13,7,1,0,0,1,0,0,1,0,0,hexagon,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297808,2022-10-04_11h38.27.497,vts_reward_expectancy,2022.2.4,Win32,62.89703755,Chrome,1536,864,,,l,0.6469,1,78,0,1,2,14,4,1,0,1,0,0,0,0,1,0,circle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297808,2022-10-04_11h38.27.497,vts_reward_expectancy,2022.2.4,Win32,62.89703755,Chrome,1536,864,,,a,1.1071,10,88,0,1,3,15,1,1,1,0,0,0,0,0,1,0,triangle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297808,2022-10-04_11h38.27.497,vts_reward_expectancy,2022.2.4,Win32,62.89703755,Chrome,1536,864,,,l,1.2909,10,98,0,1,4,16,10,1,0,0,0,1,0,1,0,0,star ,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297808,2022-10-04_11h38.27.497,vts_reward_expectancy,2022.2.4,Win32,62.89703755,Chrome,1536,864,,,l,1.3807,10,108,0,1,5,17,6,1,0,0,1,0,1,0,0,0,hexagon,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297808,2022-10-04_11h38.27.497,vts_reward_expectancy,2022.2.4,Win32,62.89703755,Chrome,1536,864,,,l,1.3104,10,118,0,1,6,18,3,1,0,1,0,0,1,0,0,0,circle,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
