participant,date,expName,psychopyVersion,OS,frameRate,browser,xResolution,yResolution,key_resp.keys,key_resp.rt,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,training.ran,LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,curr_topStim,curr_bottStim,curr_shape,acc,E1,target_resp_prac1.keys,pracBlock,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task1_prac_trials.ran,target_resp_prac1.rt,target_resp_prac2.keys,target_resp_prac2.rt,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,task2_praac_trials.ran,alt,task,condition,target_resp.keys,target_resp.rt,rewCond,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,vts_practice_trials.ran,blockNum,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,trials_norew.ran,key_resp_2.keys,key_resp_2.rt,rewExpectancy,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,trials_rew.ran,Q1,Q2,Q2_text,Q3,Q4,Q5_text,Q5,xRes,yRes
297730,2022-12-06_13h04.07.220,vts_reward_expectancy_bt,2022.2.4,Win32,59.9268892,Chrome,1536,864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297730,2022-12-06_13h04.07.220,vts_reward_expectancy_bt,2022.2.4,Win32,59.9268892,Chrome,1536,864,space,24.3989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297730,2022-12-06_13h04.07.220,vts_reward_expectancy_bt,2022.2.4,Win32,59.9268892,Chrome,1536,864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297730,2022-12-06_13h04.07.220,vts_reward_expectancy_bt,2022.2.4,Win32,59.9268892,Chrome,1536,864,,,l,2.4584,1,1,0,0,0,0,8,1,0,0,1,0,0,0,0,1,hexagon,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297730,2022-12-06_13h04.07.220,vts_reward_expectancy_bt,2022.2.4,Win32,59.9268892,Chrome,1536,864,,,l,2.032,10,11,0,0,1,1,4,1,0,1,0,0,0,0,1,0,circle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297730,2022-12-06_13h04.07.220,vts_reward_expectancy_bt,2022.2.4,Win32,59.9268892,Chrome,1536,864,,,a,1.1751,10,21,0,0,2,2,5,1,0,1,0,0,0,0,0,1,circle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297730,2022-12-06_13h04.07.220,vts_reward_expectancy_bt,2022.2.4,Win32,59.9268892,Chrome,1536,864,,,a,1.2292,10,31,0,0,3,3,3,1,0,1,0,0,1,0,0,0,circle,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297730,2022-12-06_13h04.07.220,vts_reward_expectancy_bt,2022.2.4,Win32,59.9268892,Chrome,1536,864,,,l,0.9582,1,32,0,0,4,4,1,1,1,0,0,0,0,0,1,0,triangle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297730,2022-12-06_13h04.07.220,vts_reward_expectancy_bt,2022.2.4,Win32,59.9268892,Chrome,1536,864,,,l,1.1216,10,42,0,0,5,5,10,1,0,0,0,1,0,1,0,0,star ,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297730,2022-12-06_13h04.07.220,vts_reward_expectancy_bt,2022.2.4,Win32,59.9268892,Chrome,1536,864,,,l,0.8769,1,43,0,0,6,6,11,1,0,0,0,1,0,0,1,0,star,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297730,2022-12-06_13h04.07.220,vts_reward_expectancy_bt,2022.2.4,Win32,59.9268892,Chrome,1536,864,,,a,0.9163,10,53,0,0,7,7,2,1,1,0,0,0,0,0,0,1,triangle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297730,2022-12-06_13h04.07.220,vts_reward_expectancy_bt,2022.2.4,Win32,59.9268892,Chrome,1536,864,,,l,1.7711,10,63,0,0,8,8,9,1,0,0,0,1,1,0,0,0,star,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297730,2022-12-06_13h04.07.220,vts_reward_expectancy_bt,2022.2.4,Win32,59.9268892,Chrome,1536,864,,,l,1.7838,1,64,0,0,9,9,7,1,0,0,1,0,0,1,0,0,hexagon,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
