participant,date,expName,psychopyVersion,OS,frameRate,browser,xResolution,yResolution,key_resp.keys,key_resp.rt,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,training.ran,LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,curr_topStim,curr_bottStim,curr_shape,acc,E1,target_resp_prac1.keys,target_resp_prac1.rt,pracBlock,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task1_prac_trials.ran,target_resp_prac2.keys,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,task2_praac_trials.ran,target_resp_prac2.rt,alt,task,condition,target_resp.keys,target_resp.rt,rewCond,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,vts_practice_trials.ran,blockNum,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,trials_norew.ran,key_resp_2.keys,key_resp_2.rt,rewExpectancy,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,trials_rew.ran,Q1,Q2,Q2_text,Q3,Q4,Q5_text,Q5,xRes,yRes
292507,2022-11-30_23h37.31.597,vts_reward_expectancy_bt,2022.2.4,MacIntel,60.0024001,Chrome,1470,956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292507,2022-11-30_23h37.31.597,vts_reward_expectancy_bt,2022.2.4,MacIntel,60.0024001,Chrome,1470,956,space,13.9705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292507,2022-11-30_23h37.31.597,vts_reward_expectancy_bt,2022.2.4,MacIntel,60.0024001,Chrome,1470,956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292507,2022-11-30_23h37.31.597,vts_reward_expectancy_bt,2022.2.4,MacIntel,60.0024001,Chrome,1470,956,,,a,1.0294,1,1,0,0,0,0,9,1,0,0,0,1,1,0,0,0,star,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292507,2022-11-30_23h37.31.597,vts_reward_expectancy_bt,2022.2.4,MacIntel,60.0024001,Chrome,1470,956,,,a,1.4659,1,2,0,0,1,1,11,1,0,0,0,1,0,0,1,0,star,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292507,2022-11-30_23h37.31.597,vts_reward_expectancy_bt,2022.2.4,MacIntel,60.0024001,Chrome,1470,956,,,l,1.1225,1,3,0,0,2,2,8,1,0,0,1,0,0,0,0,1,hexagon,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292507,2022-11-30_23h37.31.597,vts_reward_expectancy_bt,2022.2.4,MacIntel,60.0024001,Chrome,1470,956,,,a,0.5811,1,4,0,0,3,3,10,1,0,0,0,1,0,1,0,0,star ,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292507,2022-11-30_23h37.31.597,vts_reward_expectancy_bt,2022.2.4,MacIntel,60.0024001,Chrome,1470,956,,,l,1.0685,10,14,0,0,4,4,4,1,0,1,0,0,0,0,1,0,circle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292507,2022-11-30_23h37.31.597,vts_reward_expectancy_bt,2022.2.4,MacIntel,60.0024001,Chrome,1470,956,,,a,0.9488,10,24,0,0,5,5,6,1,0,0,1,0,1,0,0,0,hexagon,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292507,2022-11-30_23h37.31.597,vts_reward_expectancy_bt,2022.2.4,MacIntel,60.0024001,Chrome,1470,956,,,l,1.0898,10,34,0,0,6,6,3,1,0,1,0,0,1,0,0,0,circle,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
