participant,date,expName,psychopyVersion,OS,frameRate,browser,xResolution,yResolution,key_resp.keys,key_resp.rt,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,training.ran,LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,curr_topStim,curr_bottStim,curr_shape,acc,E1,target_resp_prac1.keys,pracBlock,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task1_prac_trials.ran,target_resp_prac1.rt,target_resp_prac2.keys,target_resp_prac2.rt,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,task2_praac_trials.ran,alt,task,condition,target_resp.keys,target_resp.rt,rewCond,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,vts_practice_trials.ran,blockNum,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,trials_norew.ran,key_resp_2.keys,key_resp_2.rt,rewExpectancy,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,trials_rew.ran,Q1,Q2,Q2_text,Q3,Q4,Q5,Q5_text,xRes,yRes
292690,2022-12-05_15h10.33.057,vts_reward_expectancy_bt,2022.2.4,Win32,234.1920375,Chrome,1920,1080,,,a,0.1134,1,299,1,2,4,28,11,1,0,0,0,1,0,0,1,0,star,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292690,2022-12-05_15h10.33.057,vts_reward_expectancy_bt,2022.2.4,Win32,234.1920375,Chrome,1920,1080,,,l,0.7469,10,309,1,2,5,29,1,1,1,0,0,0,0,0,1,0,triangle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292690,2022-12-05_15h10.33.057,vts_reward_expectancy_bt,2022.2.4,Win32,234.1920375,Chrome,1920,1080,,,l,0.2006,10,319,1,2,6,30,7,1,0,0,1,0,0,1,0,0,hexagon,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292690,2022-12-05_15h10.33.057,vts_reward_expectancy_bt,2022.2.4,Win32,234.1920375,Chrome,1920,1080,,,l,0.555,10,329,1,2,7,31,2,1,1,0,0,0,0,0,0,1,triangle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292690,2022-12-05_15h10.33.057,vts_reward_expectancy_bt,2022.2.4,Win32,234.1920375,Chrome,1920,1080,,,l,0.5216,1,330,1,2,8,32,10,1,0,0,0,1,0,1,0,0,star ,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292690,2022-12-05_15h10.33.057,vts_reward_expectancy_bt,2022.2.4,Win32,234.1920375,Chrome,1920,1080,,,l,0.2236,1,331,1,2,9,33,6,1,0,0,1,0,1,0,0,0,hexagon,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292690,2022-12-05_15h10.33.057,vts_reward_expectancy_bt,2022.2.4,Win32,234.1920375,Chrome,1920,1080,,,l,0.332,10,341,1,2,10,34,4,1,0,1,0,0,0,0,1,0,circle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292690,2022-12-05_15h10.33.057,vts_reward_expectancy_bt,2022.2.4,Win32,234.1920375,Chrome,1920,1080,,,l,0.5911,10,351,1,2,11,35,5,1,0,1,0,0,0,0,0,1,circle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292690,2022-12-05_15h10.33.057,vts_reward_expectancy_bt,2022.2.4,Win32,234.1920375,Chrome,1920,1080,,,l,2.6261,10,361,2,0,0,0,0,1,1,0,0,0,0,1,0,0,triangle,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292690,2022-12-05_15h10.33.057,vts_reward_expectancy_bt,2022.2.4,Win32,234.1920375,Chrome,1920,1080,,,l,0.8254,1,362,2,0,1,1,6,1,0,0,1,0,1,0,0,0,hexagon,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292690,2022-12-05_15h10.33.057,vts_reward_expectancy_bt,2022.2.4,Win32,234.1920375,Chrome,1920,1080,,,l,1.307,1,363,2,0,2,2,9,1,0,0,0,1,1,0,0,0,star,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292690,2022-12-05_15h10.33.057,vts_reward_expectancy_bt,2022.2.4,Win32,234.1920375,Chrome,1920,1080,,,l,0.6116,1,364,2,0,3,3,2,1,1,0,0,0,0,0,0,1,triangle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292690,2022-12-05_15h10.33.057,vts_reward_expectancy_bt,2022.2.4,Win32,234.1920375,Chrome,1920,1080,,,a,0.7257,10,374,2,0,4,4,5,1,0,1,0,0,0,0,0,1,circle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292690,2022-12-05_15h10.33.057,vts_reward_expectancy_bt,2022.2.4,Win32,234.1920375,Chrome,1920,1080,,,l,0.6568,10,384,2,0,5,5,1,1,1,0,0,0,0,0,1,0,triangle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292690,2022-12-05_15h10.33.057,vts_reward_expectancy_bt,2022.2.4,Win32,234.1920375,Chrome,1920,1080,,,l,0.7264,10,394,2,0,6,6,11,1,0,0,0,1,0,0,1,0,star,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292690,2022-12-05_15h10.33.057,vts_reward_expectancy_bt,2022.2.4,Win32,234.1920375,Chrome,1920,1080,,,l,0.672,10,404,2,0,7,7,3,1,0,1,0,0,1,0,0,0,circle,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292690,2022-12-05_15h10.33.057,vts_reward_expectancy_bt,2022.2.4,Win32,234.1920375,Chrome,1920,1080,,,a,0.5138,10,414,2,0,8,8,8,1,0,0,1,0,0,0,0,1,hexagon,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292690,2022-12-05_15h10.33.057,vts_reward_expectancy_bt,2022.2.4,Win32,234.1920375,Chrome,1920,1080,,,l,0.4024,10,424,2,0,9,9,4,1,0,1,0,0,0,0,1,0,circle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292690,2022-12-05_15h10.33.057,vts_reward_expectancy_bt,2022.2.4,Win32,234.1920375,Chrome,1920,1080,,,l,0.3725,1,425,2,0,10,10,10,1,0,0,0,1,0,1,0,0,star ,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292690,2022-12-05_15h10.33.057,vts_reward_expectancy_bt,2022.2.4,Win32,234.1920375,Chrome,1920,1080,,,l,0.1795,10,435,2,0,11,11,7,1,0,0,1,0,0,1,0,0,hexagon,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292690,2022-12-05_15h10.33.057,vts_reward_expectancy_bt,2022.2.4,Win32,234.1920375,Chrome,1920,1080,,,l,0.498,10,445,2,1,0,12,2,1,1,0,0,0,0,0,0,1,triangle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292690,2022-12-05_15h10.33.057,vts_reward_expectancy_bt,2022.2.4,Win32,234.1920375,Chrome,1920,1080,,,l,0.5409,1,446,2,1,1,13,6,1,0,0,1,0,1,0,0,0,hexagon,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292690,2022-12-05_15h10.33.057,vts_reward_expectancy_bt,2022.2.4,Win32,234.1920375,Chrome,1920,1080,,,l,0.2061,10,456,2,1,2,14,1,1,1,0,0,0,0,0,1,0,triangle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292690,2022-12-05_15h10.33.057,vts_reward_expectancy_bt,2022.2.4,Win32,234.1920375,Chrome,1920,1080,,,l,0.7426,1,457,2,1,3,15,0,1,1,0,0,0,0,1,0,0,triangle,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292690,2022-12-05_15h10.33.057,vts_reward_expectancy_bt,2022.2.4,Win32,234.1920375,Chrome,1920,1080,,,l,0.2697,10,467,2,1,4,16,5,1,0,1,0,0,0,0,0,1,circle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292690,2022-12-05_15h10.33.057,vts_reward_expectancy_bt,2022.2.4,Win32,234.1920375,Chrome,1920,1080,,,l,0.6426,10,477,2,1,5,17,7,1,0,0,1,0,0,1,0,0,hexagon,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292690,2022-12-05_15h10.33.057,vts_reward_expectancy_bt,2022.2.4,Win32,234.1920375,Chrome,1920,1080,,,l,0.4693,1,478,2,1,6,18,3,1,0,1,0,0,1,0,0,0,circle,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292690,2022-12-05_15h10.33.057,vts_reward_expectancy_bt,2022.2.4,Win32,234.1920375,Chrome,1920,1080,,,l,0.0734,1,479,2,1,7,19,10,1,0,0,0,1,0,1,0,0,star ,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292690,2022-12-05_15h10.33.057,vts_reward_expectancy_bt,2022.2.4,Win32,234.1920375,Chrome,1920,1080,,,l,0.1964,1,480,2,1,8,20,4,1,0,1,0,0,0,0,1,0,circle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292690,2022-12-05_15h10.33.057,vts_reward_expectancy_bt,2022.2.4,Win32,234.1920375,Chrome,1920,1080,,,l,0.1708,10,490,2,1,9,21,11,1,0,0,0,1,0,0,1,0,star,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
