participant,date,expName,psychopyVersion,OS,frameRate,browser,xResolution,yResolution,key_resp.keys,key_resp.rt,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,training.ran,LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,curr_topStim,curr_bottStim,curr_shape,acc,E1,target_resp_prac1.keys,target_resp_prac1.rt,pracBlock,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task1_prac_trials.ran,target_resp_prac2.keys,target_resp_prac2.rt,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,task2_praac_trials.ran,alt,task,condition,target_resp.keys,rewCond,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,vts_practice_trials.ran,target_resp.rt,blockNum,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,trials_norew.ran,key_resp_2.keys,key_resp_2.rt,rewExpectancy,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,trials_rew.ran,Q1,Q2,Q2_text,Q3,Q4,Q5,Q5_text,xRes,yRes
295543,2022-11-29_10h49.34.360,vts_reward_expectancy_bt,2022.2.4,Win32,59.95922773,Chrome,1440,810,,,a,1.4175,10,112,0,1,9,21,3,1,0,1,0,0,1,0,0,0,circle,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295543,2022-11-29_10h49.34.360,vts_reward_expectancy_bt,2022.2.4,Win32,59.95922773,Chrome,1440,810,,,a,0.8181,10,122,0,1,10,22,4,1,0,1,0,0,0,0,1,0,circle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295543,2022-11-29_10h49.34.360,vts_reward_expectancy_bt,2022.2.4,Win32,59.95922773,Chrome,1440,810,,,l,1.1962,10,132,0,1,11,23,2,1,1,0,0,0,0,0,0,1,triangle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295543,2022-11-29_10h49.34.360,vts_reward_expectancy_bt,2022.2.4,Win32,59.95922773,Chrome,1440,810,,,l,1.2676,10,142,0,2,0,24,2,1,1,0,0,0,0,0,0,1,triangle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295543,2022-11-29_10h49.34.360,vts_reward_expectancy_bt,2022.2.4,Win32,59.95922773,Chrome,1440,810,,,a,0.8261,10,152,0,2,1,25,11,1,0,0,0,1,0,0,1,0,star,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295543,2022-11-29_10h49.34.360,vts_reward_expectancy_bt,2022.2.4,Win32,59.95922773,Chrome,1440,810,,,a,2.1119,10,162,0,2,2,26,3,1,0,1,0,0,1,0,0,0,circle,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295543,2022-11-29_10h49.34.360,vts_reward_expectancy_bt,2022.2.4,Win32,59.95922773,Chrome,1440,810,,,l,0.7507,10,172,0,2,3,27,0,1,1,0,0,0,0,1,0,0,triangle,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295543,2022-11-29_10h49.34.360,vts_reward_expectancy_bt,2022.2.4,Win32,59.95922773,Chrome,1440,810,,,l,0.9678,10,182,0,2,4,28,7,1,0,0,1,0,0,1,0,0,hexagon,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295543,2022-11-29_10h49.34.360,vts_reward_expectancy_bt,2022.2.4,Win32,59.95922773,Chrome,1440,810,,,a,1.2167,1,183,0,2,5,29,4,1,0,1,0,0,0,0,1,0,circle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295543,2022-11-29_10h49.34.360,vts_reward_expectancy_bt,2022.2.4,Win32,59.95922773,Chrome,1440,810,,,l,0.7846,1,184,0,2,6,30,8,1,0,0,1,0,0,0,0,1,hexagon,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295543,2022-11-29_10h49.34.360,vts_reward_expectancy_bt,2022.2.4,Win32,59.95922773,Chrome,1440,810,,,a,1.8278,10,194,0,2,7,31,5,1,0,1,0,0,0,0,0,1,circle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295543,2022-11-29_10h49.34.360,vts_reward_expectancy_bt,2022.2.4,Win32,59.95922773,Chrome,1440,810,,,a,1.4848,1,195,0,2,8,32,6,1,0,0,1,0,1,0,0,0,hexagon,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295543,2022-11-29_10h49.34.360,vts_reward_expectancy_bt,2022.2.4,Win32,59.95922773,Chrome,1440,810,,,l,1.0105,10,205,0,2,9,33,10,1,0,0,0,1,0,1,0,0,star ,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295543,2022-11-29_10h49.34.360,vts_reward_expectancy_bt,2022.2.4,Win32,59.95922773,Chrome,1440,810,,,a,0.7068,10,215,0,2,10,34,9,1,0,0,0,1,1,0,0,0,star,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295543,2022-11-29_10h49.34.360,vts_reward_expectancy_bt,2022.2.4,Win32,59.95922773,Chrome,1440,810,,,a,0.8166,1,216,0,2,11,35,1,1,1,0,0,0,0,0,1,0,triangle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295543,2022-11-29_10h49.34.360,vts_reward_expectancy_bt,2022.2.4,Win32,59.95922773,Chrome,1440,810,,,l,0.8638,10,226,1,0,0,0,7,1,0,0,1,0,0,1,0,0,hexagon,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295543,2022-11-29_10h49.34.360,vts_reward_expectancy_bt,2022.2.4,Win32,59.95922773,Chrome,1440,810,,,a,0.6187,10,236,1,0,1,1,11,1,0,0,0,1,0,0,1,0,star,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295543,2022-11-29_10h49.34.360,vts_reward_expectancy_bt,2022.2.4,Win32,59.95922773,Chrome,1440,810,,,a,0.7338,10,246,1,0,2,2,3,1,0,1,0,0,1,0,0,0,circle,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295543,2022-11-29_10h49.34.360,vts_reward_expectancy_bt,2022.2.4,Win32,59.95922773,Chrome,1440,810,,,a,0.6011,10,256,1,0,3,3,5,1,0,1,0,0,0,0,0,1,circle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295543,2022-11-29_10h49.34.360,vts_reward_expectancy_bt,2022.2.4,Win32,59.95922773,Chrome,1440,810,,,l,2.1925,10,266,1,0,4,4,1,1,1,0,0,0,0,0,1,0,triangle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295543,2022-11-29_10h49.34.360,vts_reward_expectancy_bt,2022.2.4,Win32,59.95922773,Chrome,1440,810,,,a,1.2509,1,267,1,0,5,5,6,1,0,0,1,0,1,0,0,0,hexagon,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295543,2022-11-29_10h49.34.360,vts_reward_expectancy_bt,2022.2.4,Win32,59.95922773,Chrome,1440,810,,,l,1.9325,10,277,1,0,6,6,8,1,0,0,1,0,0,0,0,1,hexagon,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295543,2022-11-29_10h49.34.360,vts_reward_expectancy_bt,2022.2.4,Win32,59.95922773,Chrome,1440,810,,,l,1.2021,10,287,1,0,7,7,10,1,0,0,0,1,0,1,0,0,star ,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295543,2022-11-29_10h49.34.360,vts_reward_expectancy_bt,2022.2.4,Win32,59.95922773,Chrome,1440,810,,,l,4.2331,1,288,1,0,8,8,0,1,1,0,0,0,0,1,0,0,triangle,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295543,2022-11-29_10h49.34.360,vts_reward_expectancy_bt,2022.2.4,Win32,59.95922773,Chrome,1440,810,,,l,1.301,1,289,1,0,9,9,2,1,1,0,0,0,0,0,0,1,triangle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295543,2022-11-29_10h49.34.360,vts_reward_expectancy_bt,2022.2.4,Win32,59.95922773,Chrome,1440,810,,,a,0.8514,10,299,1,0,10,10,4,1,0,1,0,0,0,0,1,0,circle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295543,2022-11-29_10h49.34.360,vts_reward_expectancy_bt,2022.2.4,Win32,59.95922773,Chrome,1440,810,,,a,0.7274,10,309,1,0,11,11,9,1,0,0,0,1,1,0,0,0,star,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295543,2022-11-29_10h49.34.360,vts_reward_expectancy_bt,2022.2.4,Win32,59.95922773,Chrome,1440,810,,,l,0.7256,10,319,1,1,0,12,7,1,0,0,1,0,0,1,0,0,hexagon,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295543,2022-11-29_10h49.34.360,vts_reward_expectancy_bt,2022.2.4,Win32,59.95922773,Chrome,1440,810,,,l,0.839,10,329,1,1,1,13,8,1,0,0,1,0,0,0,0,1,hexagon,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295543,2022-11-29_10h49.34.360,vts_reward_expectancy_bt,2022.2.4,Win32,59.95922773,Chrome,1440,810,,,a,0.7244,10,339,1,1,2,14,3,1,0,1,0,0,1,0,0,0,circle,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295543,2022-11-29_10h49.34.360,vts_reward_expectancy_bt,2022.2.4,Win32,59.95922773,Chrome,1440,810,,,a,1.1189,1,340,1,1,3,15,11,1,0,0,0,1,0,0,1,0,star,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295543,2022-11-29_10h49.34.360,vts_reward_expectancy_bt,2022.2.4,Win32,59.95922773,Chrome,1440,810,,,l,0.9836,1,341,1,1,4,16,2,1,1,0,0,0,0,0,0,1,triangle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295543,2022-11-29_10h49.34.360,vts_reward_expectancy_bt,2022.2.4,Win32,59.95922773,Chrome,1440,810,,,a,0.6259,10,351,1,1,5,17,9,1,0,0,0,1,1,0,0,0,star,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295543,2022-11-29_10h49.34.360,vts_reward_expectancy_bt,2022.2.4,Win32,59.95922773,Chrome,1440,810,,,a,0.6008,10,361,1,1,6,18,10,1,0,0,0,1,0,1,0,0,star ,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295543,2022-11-29_10h49.34.360,vts_reward_expectancy_bt,2022.2.4,Win32,59.95922773,Chrome,1440,810,,,a,0.7008,1,362,1,1,7,19,4,1,0,1,0,0,0,0,1,0,circle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295543,2022-11-29_10h49.34.360,vts_reward_expectancy_bt,2022.2.4,Win32,59.95922773,Chrome,1440,810,,,l,0.8006,10,372,1,1,8,20,0,1,1,0,0,0,0,1,0,0,triangle,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295543,2022-11-29_10h49.34.360,vts_reward_expectancy_bt,2022.2.4,Win32,59.95922773,Chrome,1440,810,,,a,2.3106,1,373,1,1,9,21,1,1,1,0,0,0,0,0,1,0,triangle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295543,2022-11-29_10h49.34.360,vts_reward_expectancy_bt,2022.2.4,Win32,59.95922773,Chrome,1440,810,,,l,1.3403,1,374,1,1,10,22,6,1,0,0,1,0,1,0,0,0,hexagon,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295543,2022-11-29_10h49.34.360,vts_reward_expectancy_bt,2022.2.4,Win32,59.95922773,Chrome,1440,810,,,a,1.7666,10,384,1,1,11,23,5,1,0,1,0,0,0,0,0,1,circle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295543,2022-11-29_10h49.34.360,vts_reward_expectancy_bt,2022.2.4,Win32,59.95922773,Chrome,1440,810,,,a,1.4342,10,394,1,2,0,24,9,1,0,0,0,1,1,0,0,0,star,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295543,2022-11-29_10h49.34.360,vts_reward_expectancy_bt,2022.2.4,Win32,59.95922773,Chrome,1440,810,,,a,1.3165,10,404,1,2,1,25,3,1,0,1,0,0,1,0,0,0,circle,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295543,2022-11-29_10h49.34.360,vts_reward_expectancy_bt,2022.2.4,Win32,59.95922773,Chrome,1440,810,,,a,1.5205,10,414,1,2,2,26,5,1,0,1,0,0,0,0,0,1,circle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295543,2022-11-29_10h49.34.360,vts_reward_expectancy_bt,2022.2.4,Win32,59.95922773,Chrome,1440,810,,,l,0.7601,10,424,1,2,3,27,7,1,0,0,1,0,0,1,0,0,hexagon,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295543,2022-11-29_10h49.34.360,vts_reward_expectancy_bt,2022.2.4,Win32,59.95922773,Chrome,1440,810,,,a,0.8108,10,434,1,2,4,28,4,1,0,1,0,0,0,0,1,0,circle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295543,2022-11-29_10h49.34.360,vts_reward_expectancy_bt,2022.2.4,Win32,59.95922773,Chrome,1440,810,,,l,0.9844,10,444,1,2,5,29,8,1,0,0,1,0,0,0,0,1,hexagon,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295543,2022-11-29_10h49.34.360,vts_reward_expectancy_bt,2022.2.4,Win32,59.95922773,Chrome,1440,810,,,l,3.5366,1,445,1,2,6,30,0,1,1,0,0,0,0,1,0,0,triangle,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295543,2022-11-29_10h49.34.360,vts_reward_expectancy_bt,2022.2.4,Win32,59.95922773,Chrome,1440,810,,,a,3.2034,1,446,1,2,7,31,6,1,0,0,1,0,1,0,0,0,hexagon,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295543,2022-11-29_10h49.34.360,vts_reward_expectancy_bt,2022.2.4,Win32,59.95922773,Chrome,1440,810,,,l,1.9012,10,456,1,2,8,32,10,1,0,0,0,1,0,1,0,0,star ,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295543,2022-11-29_10h49.34.360,vts_reward_expectancy_bt,2022.2.4,Win32,59.95922773,Chrome,1440,810,,,l,0.7013,10,466,1,2,9,33,2,1,1,0,0,0,0,0,0,1,triangle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295543,2022-11-29_10h49.34.360,vts_reward_expectancy_bt,2022.2.4,Win32,59.95922773,Chrome,1440,810,,,l,2.3205,1,467,1,2,10,34,1,1,1,0,0,0,0,0,1,0,triangle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295543,2022-11-29_10h49.34.360,vts_reward_expectancy_bt,2022.2.4,Win32,59.95922773,Chrome,1440,810,,,a,0.8953,10,477,1,2,11,35,11,1,0,0,0,1,0,0,1,0,star,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295543,2022-11-29_10h49.34.360,vts_reward_expectancy_bt,2022.2.4,Win32,59.95922773,Chrome,1440,810,,,l,3.1748,10,487,2,0,0,0,10,1,0,0,0,1,0,1,0,0,star ,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295543,2022-11-29_10h49.34.360,vts_reward_expectancy_bt,2022.2.4,Win32,59.95922773,Chrome,1440,810,,,a,1.3213,10,497,2,0,1,1,11,1,0,0,0,1,0,0,1,0,star,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295543,2022-11-29_10h49.34.360,vts_reward_expectancy_bt,2022.2.4,Win32,59.95922773,Chrome,1440,810,,,a,2.2002,1,498,2,0,2,2,6,1,0,0,1,0,1,0,0,0,hexagon,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
