participant,date,expName,psychopyVersion,OS,frameRate,browser,xResolution,yResolution,key_resp.keys,key_resp.rt,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,training.ran,LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,curr_topStim,curr_bottStim,curr_shape,acc,E1,target_resp_prac1.keys,pracBlock,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task1_prac_trials.ran,target_resp_prac1.rt,target_resp_prac2.keys,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,task2_praac_trials.ran,target_resp_prac2.rt,alt,task,condition,target_resp.keys,target_resp.rt,rewCond,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,vts_practice_trials.ran,blockNum,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,trials_norew.ran,key_resp_2.keys,key_resp_2.rt,rewExpectancy,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,trials_rew.ran,Q1,Q2,Q2_text,Q3,Q4,Q5_text,Q5,xRes,yRes
295258,2022-12-05_21h56.38.174,vts_reward_expectancy_bt,2022.2.4,Win32,60.40106306,Chrome,1280,720,,,a,1.9257,1,64,0,0,9,9,9,1,0,0,0,1,1,0,0,0,star,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295258,2022-12-05_21h56.38.174,vts_reward_expectancy_bt,2022.2.4,Win32,60.40106306,Chrome,1280,720,,,a,2.131,1,65,0,0,10,10,6,1,0,0,1,0,1,0,0,0,hexagon,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295258,2022-12-05_21h56.38.174,vts_reward_expectancy_bt,2022.2.4,Win32,60.40106306,Chrome,1280,720,,,l,1.1641,10,75,0,0,11,11,1,1,1,0,0,0,0,0,1,0,triangle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295258,2022-12-05_21h56.38.174,vts_reward_expectancy_bt,2022.2.4,Win32,60.40106306,Chrome,1280,720,,,l,1.5598,1,76,0,1,0,12,4,1,0,1,0,0,0,0,1,0,circle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295258,2022-12-05_21h56.38.174,vts_reward_expectancy_bt,2022.2.4,Win32,60.40106306,Chrome,1280,720,,,l,1.7601,10,86,0,1,1,13,0,1,1,0,0,0,0,1,0,0,triangle,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295258,2022-12-05_21h56.38.174,vts_reward_expectancy_bt,2022.2.4,Win32,60.40106306,Chrome,1280,720,,,l,2.3008,1,87,0,1,2,14,1,1,1,0,0,0,0,0,1,0,triangle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295258,2022-12-05_21h56.38.174,vts_reward_expectancy_bt,2022.2.4,Win32,60.40106306,Chrome,1280,720,,,l,1.7261,10,97,0,1,3,15,7,1,0,0,1,0,0,1,0,0,hexagon,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295258,2022-12-05_21h56.38.174,vts_reward_expectancy_bt,2022.2.4,Win32,60.40106306,Chrome,1280,720,,,a,2.049,10,107,0,1,4,16,10,1,0,0,0,1,0,1,0,0,star ,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295258,2022-12-05_21h56.38.174,vts_reward_expectancy_bt,2022.2.4,Win32,60.40106306,Chrome,1280,720,,,l,1.7427,1,108,0,1,5,17,11,1,0,0,0,1,0,0,1,0,star,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295258,2022-12-05_21h56.38.174,vts_reward_expectancy_bt,2022.2.4,Win32,60.40106306,Chrome,1280,720,,,a,1.3098,10,118,0,1,6,18,9,1,0,0,0,1,1,0,0,0,star,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295258,2022-12-05_21h56.38.174,vts_reward_expectancy_bt,2022.2.4,Win32,60.40106306,Chrome,1280,720,,,a,1.6011,1,119,0,1,7,19,5,1,0,1,0,0,0,0,0,1,circle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295258,2022-12-05_21h56.38.174,vts_reward_expectancy_bt,2022.2.4,Win32,60.40106306,Chrome,1280,720,,,l,1.8177,10,129,0,1,8,20,2,1,1,0,0,0,0,0,0,1,triangle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295258,2022-12-05_21h56.38.174,vts_reward_expectancy_bt,2022.2.4,Win32,60.40106306,Chrome,1280,720,,,a,1.209,10,139,0,1,9,21,3,1,0,1,0,0,1,0,0,0,circle,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295258,2022-12-05_21h56.38.174,vts_reward_expectancy_bt,2022.2.4,Win32,60.40106306,Chrome,1280,720,,,a,1.5912,10,149,0,1,10,22,8,1,0,0,1,0,0,0,0,1,hexagon,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295258,2022-12-05_21h56.38.174,vts_reward_expectancy_bt,2022.2.4,Win32,60.40106306,Chrome,1280,720,,,a,1.0365,1,150,0,1,11,23,6,1,0,0,1,0,1,0,0,0,hexagon,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295258,2022-12-05_21h56.38.174,vts_reward_expectancy_bt,2022.2.4,Win32,60.40106306,Chrome,1280,720,,,l,3.6277,1,151,0,2,0,24,0,1,1,0,0,0,0,1,0,0,triangle,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295258,2022-12-05_21h56.38.174,vts_reward_expectancy_bt,2022.2.4,Win32,60.40106306,Chrome,1280,720,,,a,1.7928,1,152,0,2,1,25,10,1,0,0,0,1,0,1,0,0,star ,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295258,2022-12-05_21h56.38.174,vts_reward_expectancy_bt,2022.2.4,Win32,60.40106306,Chrome,1280,720,,,a,2.2127,10,162,0,2,2,26,8,1,0,0,1,0,0,0,0,1,hexagon,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295258,2022-12-05_21h56.38.174,vts_reward_expectancy_bt,2022.2.4,Win32,60.40106306,Chrome,1280,720,,,a,1.9913,1,163,0,2,3,27,5,1,0,1,0,0,0,0,0,1,circle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295258,2022-12-05_21h56.38.174,vts_reward_expectancy_bt,2022.2.4,Win32,60.40106306,Chrome,1280,720,,,l,1.4762,1,164,0,2,4,28,4,1,0,1,0,0,0,0,1,0,circle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295258,2022-12-05_21h56.38.174,vts_reward_expectancy_bt,2022.2.4,Win32,60.40106306,Chrome,1280,720,,,a,1.6326,10,174,0,2,5,29,7,1,0,0,1,0,0,1,0,0,hexagon,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295258,2022-12-05_21h56.38.174,vts_reward_expectancy_bt,2022.2.4,Win32,60.40106306,Chrome,1280,720,,,l,1.2981,10,184,0,2,6,30,1,1,1,0,0,0,0,0,1,0,triangle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295258,2022-12-05_21h56.38.174,vts_reward_expectancy_bt,2022.2.4,Win32,60.40106306,Chrome,1280,720,,,l,1.7225,10,194,0,2,7,31,3,1,0,1,0,0,1,0,0,0,circle,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295258,2022-12-05_21h56.38.174,vts_reward_expectancy_bt,2022.2.4,Win32,60.40106306,Chrome,1280,720,,,a,1.3781,10,204,0,2,8,32,6,1,0,0,1,0,1,0,0,0,hexagon,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295258,2022-12-05_21h56.38.174,vts_reward_expectancy_bt,2022.2.4,Win32,60.40106306,Chrome,1280,720,,,l,1.946,1,205,0,2,9,33,11,1,0,0,0,1,0,0,1,0,star,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295258,2022-12-05_21h56.38.174,vts_reward_expectancy_bt,2022.2.4,Win32,60.40106306,Chrome,1280,720,,,a,2.2461,10,215,0,2,10,34,2,1,1,0,0,0,0,0,0,1,triangle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295258,2022-12-05_21h56.38.174,vts_reward_expectancy_bt,2022.2.4,Win32,60.40106306,Chrome,1280,720,,,l,1.4995,1,216,0,2,11,35,9,1,0,0,0,1,1,0,0,0,star,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295258,2022-12-05_21h56.38.174,vts_reward_expectancy_bt,2022.2.4,Win32,60.40106306,Chrome,1280,720,,,a,2.4074,10,226,1,0,0,0,2,1,1,0,0,0,0,0,0,1,triangle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295258,2022-12-05_21h56.38.174,vts_reward_expectancy_bt,2022.2.4,Win32,60.40106306,Chrome,1280,720,,,l,3.126,10,236,1,0,1,1,11,1,0,0,0,1,0,0,1,0,star,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295258,2022-12-05_21h56.38.174,vts_reward_expectancy_bt,2022.2.4,Win32,60.40106306,Chrome,1280,720,,,a,1.9753,1,237,1,0,2,2,1,1,1,0,0,0,0,0,1,0,triangle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295258,2022-12-05_21h56.38.174,vts_reward_expectancy_bt,2022.2.4,Win32,60.40106306,Chrome,1280,720,,,a,1.3124,1,238,1,0,3,3,3,1,0,1,0,0,1,0,0,0,circle,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295258,2022-12-05_21h56.38.174,vts_reward_expectancy_bt,2022.2.4,Win32,60.40106306,Chrome,1280,720,,,a,2.0969,1,239,1,0,4,4,8,1,0,0,1,0,0,0,0,1,hexagon,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295258,2022-12-05_21h56.38.174,vts_reward_expectancy_bt,2022.2.4,Win32,60.40106306,Chrome,1280,720,,,l,0.566,1,240,1,0,5,5,4,1,0,1,0,0,0,0,1,0,circle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295258,2022-12-05_21h56.38.174,vts_reward_expectancy_bt,2022.2.4,Win32,60.40106306,Chrome,1280,720,,,l,1.1064,10,250,1,0,6,6,0,1,1,0,0,0,0,1,0,0,triangle,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295258,2022-12-05_21h56.38.174,vts_reward_expectancy_bt,2022.2.4,Win32,60.40106306,Chrome,1280,720,,,l,2.7774,10,260,1,0,7,7,5,1,0,1,0,0,0,0,0,1,circle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295258,2022-12-05_21h56.38.174,vts_reward_expectancy_bt,2022.2.4,Win32,60.40106306,Chrome,1280,720,,,a,1.1836,1,261,1,0,8,8,7,1,0,0,1,0,0,1,0,0,hexagon,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295258,2022-12-05_21h56.38.174,vts_reward_expectancy_bt,2022.2.4,Win32,60.40106306,Chrome,1280,720,,,l,1.1716,10,271,1,0,9,9,6,1,0,0,1,0,1,0,0,0,hexagon,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295258,2022-12-05_21h56.38.174,vts_reward_expectancy_bt,2022.2.4,Win32,60.40106306,Chrome,1280,720,,,a,2.4171,10,281,1,0,10,10,10,1,0,0,0,1,0,1,0,0,star ,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295258,2022-12-05_21h56.38.174,vts_reward_expectancy_bt,2022.2.4,Win32,60.40106306,Chrome,1280,720,,,l,1.0233,1,282,1,0,11,11,9,1,0,0,0,1,1,0,0,0,star,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295258,2022-12-05_21h56.38.174,vts_reward_expectancy_bt,2022.2.4,Win32,60.40106306,Chrome,1280,720,,,l,14.1795,10,292,1,1,0,12,9,1,0,0,0,1,1,0,0,0,star,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295258,2022-12-05_21h56.38.174,vts_reward_expectancy_bt,2022.2.4,Win32,60.40106306,Chrome,1280,720,,,a,2.0917,1,293,1,1,1,13,3,1,0,1,0,0,1,0,0,0,circle,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295258,2022-12-05_21h56.38.174,vts_reward_expectancy_bt,2022.2.4,Win32,60.40106306,Chrome,1280,720,,,a,2.3003,1,294,1,1,2,14,1,1,1,0,0,0,0,0,1,0,triangle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295258,2022-12-05_21h56.38.174,vts_reward_expectancy_bt,2022.2.4,Win32,60.40106306,Chrome,1280,720,,,l,1.2675,1,295,1,1,3,15,7,1,0,0,1,0,0,1,0,0,hexagon,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295258,2022-12-05_21h56.38.174,vts_reward_expectancy_bt,2022.2.4,Win32,60.40106306,Chrome,1280,720,,,l,2.1766,10,305,1,1,4,16,8,1,0,0,1,0,0,0,0,1,hexagon,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295258,2022-12-05_21h56.38.174,vts_reward_expectancy_bt,2022.2.4,Win32,60.40106306,Chrome,1280,720,,,l,2.6932,1,306,1,1,5,17,10,1,0,0,0,1,0,1,0,0,star ,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295258,2022-12-05_21h56.38.174,vts_reward_expectancy_bt,2022.2.4,Win32,60.40106306,Chrome,1280,720,,,l,1.695,10,316,1,1,6,18,4,1,0,1,0,0,0,0,1,0,circle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295258,2022-12-05_21h56.38.174,vts_reward_expectancy_bt,2022.2.4,Win32,60.40106306,Chrome,1280,720,,,a,1.2537,1,317,1,1,7,19,11,1,0,0,0,1,0,0,1,0,star,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295258,2022-12-05_21h56.38.174,vts_reward_expectancy_bt,2022.2.4,Win32,60.40106306,Chrome,1280,720,,,a,1.1296,10,327,1,1,8,20,6,1,0,0,1,0,1,0,0,0,hexagon,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295258,2022-12-05_21h56.38.174,vts_reward_expectancy_bt,2022.2.4,Win32,60.40106306,Chrome,1280,720,,,l,1.9849,10,337,1,1,9,21,2,1,1,0,0,0,0,0,0,1,triangle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295258,2022-12-05_21h56.38.174,vts_reward_expectancy_bt,2022.2.4,Win32,60.40106306,Chrome,1280,720,,,a,0.8074,10,347,1,1,10,22,0,1,1,0,0,0,0,1,0,0,triangle,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295258,2022-12-05_21h56.38.174,vts_reward_expectancy_bt,2022.2.4,Win32,60.40106306,Chrome,1280,720,,,l,1.7803,10,357,1,1,11,23,5,1,0,1,0,0,0,0,0,1,circle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295258,2022-12-05_21h56.38.174,vts_reward_expectancy_bt,2022.2.4,Win32,60.40106306,Chrome,1280,720,,,a,1.0339,10,367,1,2,0,24,11,1,0,0,0,1,0,0,1,0,star,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295258,2022-12-05_21h56.38.174,vts_reward_expectancy_bt,2022.2.4,Win32,60.40106306,Chrome,1280,720,,,l,0.6876,10,377,1,2,1,25,2,1,1,0,0,0,0,0,0,1,triangle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295258,2022-12-05_21h56.38.174,vts_reward_expectancy_bt,2022.2.4,Win32,60.40106306,Chrome,1280,720,,,a,0.4923,10,387,1,2,2,26,10,1,0,0,0,1,0,1,0,0,star ,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295258,2022-12-05_21h56.38.174,vts_reward_expectancy_bt,2022.2.4,Win32,60.40106306,Chrome,1280,720,,,l,0.4834,1,388,1,2,3,27,9,1,0,0,0,1,1,0,0,0,star,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295258,2022-12-05_21h56.38.174,vts_reward_expectancy_bt,2022.2.4,Win32,60.40106306,Chrome,1280,720,,,a,0.864,1,389,1,2,4,28,5,1,0,1,0,0,0,0,0,1,circle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295258,2022-12-05_21h56.38.174,vts_reward_expectancy_bt,2022.2.4,Win32,60.40106306,Chrome,1280,720,,,a,1.0491,1,390,1,2,5,29,0,1,1,0,0,0,0,1,0,0,triangle,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295258,2022-12-05_21h56.38.174,vts_reward_expectancy_bt,2022.2.4,Win32,60.40106306,Chrome,1280,720,,,a,1.0008,10,400,1,2,6,30,3,1,0,1,0,0,1,0,0,0,circle,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295258,2022-12-05_21h56.38.174,vts_reward_expectancy_bt,2022.2.4,Win32,60.40106306,Chrome,1280,720,,,l,0.3502,1,401,1,2,7,31,7,1,0,0,1,0,0,1,0,0,hexagon,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295258,2022-12-05_21h56.38.174,vts_reward_expectancy_bt,2022.2.4,Win32,60.40106306,Chrome,1280,720,,,l,0.3092,1,402,1,2,8,32,1,1,1,0,0,0,0,0,1,0,triangle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295258,2022-12-05_21h56.38.174,vts_reward_expectancy_bt,2022.2.4,Win32,60.40106306,Chrome,1280,720,,,l,0.6417,1,403,1,2,9,33,4,1,0,1,0,0,0,0,1,0,circle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295258,2022-12-05_21h56.38.174,vts_reward_expectancy_bt,2022.2.4,Win32,60.40106306,Chrome,1280,720,,,l,1.2331,1,404,1,2,10,34,6,1,0,0,1,0,1,0,0,0,hexagon,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295258,2022-12-05_21h56.38.174,vts_reward_expectancy_bt,2022.2.4,Win32,60.40106306,Chrome,1280,720,,,a,0.5642,10,414,1,2,11,35,8,1,0,0,1,0,0,0,0,1,hexagon,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295258,2022-12-05_21h56.38.174,vts_reward_expectancy_bt,2022.2.4,Win32,60.40106306,Chrome,1280,720,,,l,1.4358,1,415,2,0,0,0,3,1,0,1,0,0,1,0,0,0,circle,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295258,2022-12-05_21h56.38.174,vts_reward_expectancy_bt,2022.2.4,Win32,60.40106306,Chrome,1280,720,,,l,0.8504,1,416,2,0,1,1,11,1,0,0,0,1,0,0,1,0,star,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295258,2022-12-05_21h56.38.174,vts_reward_expectancy_bt,2022.2.4,Win32,60.40106306,Chrome,1280,720,,,a,0.5352,1,417,2,0,2,2,8,1,0,0,1,0,0,0,0,1,hexagon,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
