participant,date,expName,psychopyVersion,OS,frameRate,browser,xResolution,yResolution,key_resp.keys,key_resp.rt,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,training.ran,LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,curr_topStim,curr_bottStim,curr_shape,acc,E1,target_resp_prac1.keys,pracBlock,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task1_prac_trials.ran,target_resp_prac1.rt,target_resp_prac2.keys,target_resp_prac2.rt,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,task2_praac_trials.ran,alt,task,condition,target_resp.keys,rewCond,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,vts_practice_trials.ran,target_resp.rt,blockNum,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,trials_norew.ran,key_resp_2.keys,key_resp_2.rt,rewExpect,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,trials_rew.ran,Q1,Q2_text,Q5_text,xRes,yRes
293053,2022-10-05_19h48.49.254,vts_reward_expectancy,2022.2.4,Win32,168.2368775,Chrome,1536,864,,,,,,,,,,,,,,,,,,,,,,,D,132,star,1,0,d,1,0,0,0,0,1,1.0311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293053,2022-10-05_19h48.49.254,vts_reward_expectancy,2022.2.4,Win32,168.2368775,Chrome,1536,864,,,,,,,,,,,,,,,,,,,,,,,U,167,triangle,1,0,f,1,1,0,1,0,1,0.7754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293053,2022-10-05_19h48.49.254,vts_reward_expectancy,2022.2.4,Win32,168.2368775,Chrome,1536,864,,,,,,,,,,,,,,,,,,,,,,,Y,139,circle,1,0,f,1,2,0,2,0,1,0.7991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293053,2022-10-05_19h48.49.254,vts_reward_expectancy,2022.2.4,Win32,168.2368775,Chrome,1536,864,,,,,,,,,,,,,,,,,,,,,,,B,174,hexagon,1,0,d,1,3,0,3,0,1,0.7722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293053,2022-10-05_19h48.49.254,vts_reward_expectancy,2022.2.4,Win32,168.2368775,Chrome,1536,864,,,,,,,,,,,,,,,,,,,,,,,H,125,star,1,0,d,1,4,0,4,0,1,0.776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293053,2022-10-05_19h48.49.254,vts_reward_expectancy,2022.2.4,Win32,168.2368775,Chrome,1536,864,,,,,,,,,,,,,,,,,,,,,,,S,181,triangle,1,0,f,1,5,0,5,0,1,0.6849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293053,2022-10-05_19h48.49.254,vts_reward_expectancy,2022.2.4,Win32,168.2368775,Chrome,1536,864,,,,,,,,,,,,,,,,,,,,,,,W,146,circle,1,0,f,1,6,0,6,0,1,0.5173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293053,2022-10-05_19h48.49.254,vts_reward_expectancy,2022.2.4,Win32,168.2368775,Chrome,1536,864,,,,,,,,,,,,,,,,,,,,,,,F,160,hexagon,1,0,d,1,7,0,7,0,1,0.8058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293053,2022-10-05_19h48.49.254,vts_reward_expectancy,2022.2.4,Win32,168.2368775,Chrome,1536,864,,,,,,,,,,,,,,,,,,,,,,,D,132,star,1,0,d,1,8,0,8,0,1,1.1714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293053,2022-10-05_19h48.49.254,vts_reward_expectancy,2022.2.4,Win32,168.2368775,Chrome,1536,864,,,,,,,,,,,,,,,,,,,,,,,U,167,hexagon,1,0,f,1,9,0,9,0,1,1.0257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293053,2022-10-05_19h48.49.254,vts_reward_expectancy,2022.2.4,Win32,168.2368775,Chrome,1536,864,,,,,,,,,,,,,,,,,,,,,,,H,160,triangle,2,0,,2,,,,,,,d,2.4484,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293053,2022-10-05_19h48.49.254,vts_reward_expectancy,2022.2.4,Win32,168.2368775,Chrome,1536,864,,,,,,,,,,,,,,,,,,,,,,,W,132,star,1,0,,2,,,,,,,j,0.7154,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293053,2022-10-05_19h48.49.254,vts_reward_expectancy,2022.2.4,Win32,168.2368775,Chrome,1536,864,,,,,,,,,,,,,,,,,,,,,,,Y,125,circle,0,0,,2,,,,,,,k,0.5897,2,0,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293053,2022-10-05_19h48.49.254,vts_reward_expectancy,2022.2.4,Win32,168.2368775,Chrome,1536,864,,,,,,,,,,,,,,,,,,,,,,,S,139,hexagon,1,1,,2,,,,,,,j,0.6252,3,0,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293053,2022-10-05_19h48.49.254,vts_reward_expectancy,2022.2.4,Win32,168.2368775,Chrome,1536,864,,,,,,,,,,,,,,,,,,,,,,,U,167,triangle,0,0,,2,,,,,,,j,0.4513,4,0,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293053,2022-10-05_19h48.49.254,vts_reward_expectancy,2022.2.4,Win32,168.2368775,Chrome,1536,864,,,,,,,,,,,,,,,,,,,,,,,B,181,star,0,1,,2,,,,,,,j,1.7451,5,0,5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293053,2022-10-05_19h48.49.254,vts_reward_expectancy,2022.2.4,Win32,168.2368775,Chrome,1536,864,,,,,,,,,,,,,,,,,,,,,,,D,174,circle,0,1,,2,,,,,,,j,1.7701,6,0,6,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293053,2022-10-05_19h48.49.254,vts_reward_expectancy,2022.2.4,Win32,168.2368775,Chrome,1536,864,,,,,,,,,,,,,,,,,,,,,,,F,146,hexagon,0,1,,2,,,,,,,,,7,0,7,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293053,2022-10-05_19h48.49.254,vts_reward_expectancy,2022.2.4,Win32,168.2368775,Chrome,1536,864,,,,,,,,,,,,,,,,,,,,,,,H,160,hexagon,0,1,,2,,,,,,,j,0.9331,8,0,8,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293053,2022-10-05_19h48.49.254,vts_reward_expectancy,2022.2.4,Win32,168.2368775,Chrome,1536,864,,,,,,,,,,,,,,,,,,,,,,,W,132,triangle,0,1,,2,,,,,,,k,0.5756,9,0,9,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293053,2022-10-05_19h48.49.254,vts_reward_expectancy,2022.2.4,Win32,168.2368775,Chrome,1536,864,,,,,,,,,,,,,,,,,,,,,,,D,174,circle,1,1,,3,,,,,,,k,1.8426,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293053,2022-10-05_19h48.49.254,vts_reward_expectancy,2022.2.4,Win32,168.2368775,Chrome,1536,864,,,,,,,,,,,,,,,,,,,,,,,F,139,star,1,0,,3,,,,,,,j,1.1758,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
