participant,date,expName,psychopyVersion,OS,frameRate,browser,xResolution,yResolution,key_resp.keys,key_resp.rt,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,training.ran,LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,curr_topStim,curr_bottStim,curr_shape,acc,E1,target_resp_prac1.keys,target_resp_prac1.rt,pracBlock,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task1_prac_trials.ran,target_resp_prac2.keys,target_resp_prac2.rt,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,task2_praac_trials.ran,alt,task,condition,target_resp.keys,target_resp.rt,rewCond,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,vts_practice_trials.ran,blockNum,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,trials_norew.ran,key_resp_2.keys,key_resp_2.rt,rewExpectancy,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,trials_rew.ran,Q1,Q2,Q2_text,Q3,Q4,Q5,Q5_text,xRes,yRes
298336,2022-12-05_18h09.20.611,vts_reward_expectancy_bt,2022.2.4,Win32,144.1337561,Chrome,1920,1080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298336,2022-12-05_18h09.20.611,vts_reward_expectancy_bt,2022.2.4,Win32,144.1337561,Chrome,1920,1080,space,11.6606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298336,2022-12-05_18h09.20.611,vts_reward_expectancy_bt,2022.2.4,Win32,144.1337561,Chrome,1920,1080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298336,2022-12-05_18h09.20.611,vts_reward_expectancy_bt,2022.2.4,Win32,144.1337561,Chrome,1920,1080,,,a,4.4781,1,1,0,0,0,0,6,1,0,0,1,0,1,0,0,0,hexagon,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298336,2022-12-05_18h09.20.611,vts_reward_expectancy_bt,2022.2.4,Win32,144.1337561,Chrome,1920,1080,,,l,2.7786,10,11,0,0,1,1,10,1,0,0,0,1,0,1,0,0,star ,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298336,2022-12-05_18h09.20.611,vts_reward_expectancy_bt,2022.2.4,Win32,144.1337561,Chrome,1920,1080,,,l,9.3883,1,12,0,0,2,2,8,1,0,0,1,0,0,0,0,1,hexagon,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298336,2022-12-05_18h09.20.611,vts_reward_expectancy_bt,2022.2.4,Win32,144.1337561,Chrome,1920,1080,,,l,2.0711,1,13,0,0,3,3,7,1,0,0,1,0,0,1,0,0,hexagon,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298336,2022-12-05_18h09.20.611,vts_reward_expectancy_bt,2022.2.4,Win32,144.1337561,Chrome,1920,1080,,,l,4.1678,10,23,0,0,4,4,1,1,1,0,0,0,0,0,1,0,triangle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298336,2022-12-05_18h09.20.611,vts_reward_expectancy_bt,2022.2.4,Win32,144.1337561,Chrome,1920,1080,,,a,10.9651,1,24,0,0,5,5,2,1,1,0,0,0,0,0,0,1,triangle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298336,2022-12-05_18h09.20.611,vts_reward_expectancy_bt,2022.2.4,Win32,144.1337561,Chrome,1920,1080,,,l,6.0423,1,25,0,0,6,6,9,1,0,0,0,1,1,0,0,0,star,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298336,2022-12-05_18h09.20.611,vts_reward_expectancy_bt,2022.2.4,Win32,144.1337561,Chrome,1920,1080,,,l,15.8218,10,35,0,0,7,7,0,1,1,0,0,0,0,1,0,0,triangle,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298336,2022-12-05_18h09.20.611,vts_reward_expectancy_bt,2022.2.4,Win32,144.1337561,Chrome,1920,1080,,,l,3.5974,1,36,0,0,8,8,3,1,0,1,0,0,1,0,0,0,circle,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298336,2022-12-05_18h09.20.611,vts_reward_expectancy_bt,2022.2.4,Win32,144.1337561,Chrome,1920,1080,,,l,11.3698,10,46,0,0,9,9,4,1,0,1,0,0,0,0,1,0,circle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
