participant,date,expName,psychopyVersion,OS,frameRate,browser,xResolution,yResolution,key_resp.keys,key_resp.rt,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,training.ran,LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,curr_topStim,curr_bottStim,curr_shape,acc,E1,target_resp_prac1.keys,target_resp_prac1.rt,pracBlock,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task1_prac_trials.ran,target_resp_prac2.keys,target_resp_prac2.rt,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,task2_praac_trials.ran,alt,task,condition,target_resp.keys,target_resp.rt,rewCond,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,vts_practice_trials.ran,blockNum,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,trials_norew.ran,key_resp_2.keys,key_resp_2.rt,rewExpectancy,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,trials_rew.ran,Q1,Q2,Q2_text,Q3,Q4,Q5_text,xRes,yRes
298126,2022-12-04_17h52.51.798,vts_reward_expectancy_bt,2022.2.4,Win32,143.9263097,Chrome,1080,1920,,,l,0.5596,10,185,1,0,4,4,4,1,0,1,0,0,0,0,1,0,circle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298126,2022-12-04_17h52.51.798,vts_reward_expectancy_bt,2022.2.4,Win32,143.9263097,Chrome,1080,1920,,,l,0.5693,10,195,1,0,5,5,3,1,0,1,0,0,1,0,0,0,circle,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298126,2022-12-04_17h52.51.798,vts_reward_expectancy_bt,2022.2.4,Win32,143.9263097,Chrome,1080,1920,,,l,0.564,10,205,1,0,6,6,2,1,1,0,0,0,0,0,0,1,triangle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298126,2022-12-04_17h52.51.798,vts_reward_expectancy_bt,2022.2.4,Win32,143.9263097,Chrome,1080,1920,,,l,0.8132,10,215,1,0,7,7,1,1,1,0,0,0,0,0,1,0,triangle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298126,2022-12-04_17h52.51.798,vts_reward_expectancy_bt,2022.2.4,Win32,143.9263097,Chrome,1080,1920,,,a,1.3201,10,225,1,0,8,8,9,1,0,0,0,1,1,0,0,0,star,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298126,2022-12-04_17h52.51.798,vts_reward_expectancy_bt,2022.2.4,Win32,143.9263097,Chrome,1080,1920,,,a,1.2393,10,235,1,0,9,9,7,1,0,0,1,0,0,1,0,0,hexagon,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298126,2022-12-04_17h52.51.798,vts_reward_expectancy_bt,2022.2.4,Win32,143.9263097,Chrome,1080,1920,,,l,0.8023,10,245,1,0,10,10,10,1,0,0,0,1,0,1,0,0,star ,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298126,2022-12-04_17h52.51.798,vts_reward_expectancy_bt,2022.2.4,Win32,143.9263097,Chrome,1080,1920,,,l,0.943,1,246,1,0,11,11,5,1,0,1,0,0,0,0,0,1,circle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298126,2022-12-04_17h52.51.798,vts_reward_expectancy_bt,2022.2.4,Win32,143.9263097,Chrome,1080,1920,,,a,1.5462,10,256,1,1,0,12,3,1,0,1,0,0,1,0,0,0,circle,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298126,2022-12-04_17h52.51.798,vts_reward_expectancy_bt,2022.2.4,Win32,143.9263097,Chrome,1080,1920,,,a,1.2728,1,257,1,1,1,13,7,1,0,0,1,0,0,1,0,0,hexagon,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298126,2022-12-04_17h52.51.798,vts_reward_expectancy_bt,2022.2.4,Win32,143.9263097,Chrome,1080,1920,,,l,0.5814,1,258,1,1,2,14,4,1,0,1,0,0,0,0,1,0,circle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298126,2022-12-04_17h52.51.798,vts_reward_expectancy_bt,2022.2.4,Win32,143.9263097,Chrome,1080,1920,,,l,0.802,1,259,1,1,3,15,11,1,0,0,0,1,0,0,1,0,star,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298126,2022-12-04_17h52.51.798,vts_reward_expectancy_bt,2022.2.4,Win32,143.9263097,Chrome,1080,1920,,,a,1.3095,10,269,1,1,4,16,0,1,1,0,0,0,0,1,0,0,triangle,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298126,2022-12-04_17h52.51.798,vts_reward_expectancy_bt,2022.2.4,Win32,143.9263097,Chrome,1080,1920,,,l,1.6847,10,279,1,1,5,17,5,1,0,1,0,0,0,0,0,1,circle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298126,2022-12-04_17h52.51.798,vts_reward_expectancy_bt,2022.2.4,Win32,143.9263097,Chrome,1080,1920,,,a,1.4022,10,289,1,1,6,18,10,1,0,0,0,1,0,1,0,0,star ,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298126,2022-12-04_17h52.51.798,vts_reward_expectancy_bt,2022.2.4,Win32,143.9263097,Chrome,1080,1920,,,l,0.61,10,299,1,1,7,19,2,1,1,0,0,0,0,0,0,1,triangle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298126,2022-12-04_17h52.51.798,vts_reward_expectancy_bt,2022.2.4,Win32,143.9263097,Chrome,1080,1920,,,l,0.721,10,309,1,1,8,20,1,1,1,0,0,0,0,0,1,0,triangle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298126,2022-12-04_17h52.51.798,vts_reward_expectancy_bt,2022.2.4,Win32,143.9263097,Chrome,1080,1920,,,a,1.2157,1,310,1,1,9,21,9,1,0,0,0,1,1,0,0,0,star,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298126,2022-12-04_17h52.51.798,vts_reward_expectancy_bt,2022.2.4,Win32,143.9263097,Chrome,1080,1920,,,l,0.6536,10,320,1,1,10,22,8,1,0,0,1,0,0,0,0,1,hexagon,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298126,2022-12-04_17h52.51.798,vts_reward_expectancy_bt,2022.2.4,Win32,143.9263097,Chrome,1080,1920,,,a,1.1974,1,321,1,1,11,23,6,1,0,0,1,0,1,0,0,0,hexagon,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298126,2022-12-04_17h52.51.798,vts_reward_expectancy_bt,2022.2.4,Win32,143.9263097,Chrome,1080,1920,,,l,0.5767,1,322,1,2,0,24,8,1,0,0,1,0,0,0,0,1,hexagon,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298126,2022-12-04_17h52.51.798,vts_reward_expectancy_bt,2022.2.4,Win32,143.9263097,Chrome,1080,1920,,,l,0.8323,10,332,1,2,1,25,10,1,0,0,0,1,0,1,0,0,star ,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298126,2022-12-04_17h52.51.798,vts_reward_expectancy_bt,2022.2.4,Win32,143.9263097,Chrome,1080,1920,,,a,1.2507,10,342,1,2,2,26,3,1,0,1,0,0,1,0,0,0,circle,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298126,2022-12-04_17h52.51.798,vts_reward_expectancy_bt,2022.2.4,Win32,143.9263097,Chrome,1080,1920,,,l,0.6503,1,343,1,2,3,27,5,1,0,1,0,0,0,0,0,1,circle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298126,2022-12-04_17h52.51.798,vts_reward_expectancy_bt,2022.2.4,Win32,143.9263097,Chrome,1080,1920,,,a,1.3201,1,344,1,2,4,28,6,1,0,0,1,0,1,0,0,0,hexagon,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298126,2022-12-04_17h52.51.798,vts_reward_expectancy_bt,2022.2.4,Win32,143.9263097,Chrome,1080,1920,,,l,0.5934,10,354,1,2,5,29,1,1,1,0,0,0,0,0,1,0,triangle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
