participant,date,expName,psychopyVersion,OS,frameRate,browser,xResolution,yResolution,key_resp.keys,key_resp.rt,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,training.ran,LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,curr_topStim,curr_bottStim,curr_shape,acc,E1,target_resp_prac1.keys,pracBlock,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task1_prac_trials.ran,target_resp_prac1.rt,target_resp_prac2.keys,target_resp_prac2.rt,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,task2_praac_trials.ran,alt,task,condition,target_resp.keys,rewCond,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,vts_practice_trials.ran,target_resp.rt,blockNum,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,trials_norew.ran,key_resp_2.keys,key_resp_2.rt,rewExpectancy,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,trials_rew.ran,Q1,Q2,Q2_text,Q3,Q4,Q5_text,Q5,xRes,yRes
295630,2022-11-27_21h17.37.094,vts_reward_expectancy_bt,2022.2.4,Win32,59.62673663,Chrome,1920,1080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295630,2022-11-27_21h17.37.094,vts_reward_expectancy_bt,2022.2.4,Win32,59.62673663,Chrome,1920,1080,space,159.6817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295630,2022-11-27_21h17.37.094,vts_reward_expectancy_bt,2022.2.4,Win32,59.62673663,Chrome,1920,1080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295630,2022-11-27_21h17.37.094,vts_reward_expectancy_bt,2022.2.4,Win32,59.62673663,Chrome,1920,1080,,,a,2.2328,10,10,0,0,0,0,8,1,0,0,1,0,0,0,0,1,hexagon,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295630,2022-11-27_21h17.37.094,vts_reward_expectancy_bt,2022.2.4,Win32,59.62673663,Chrome,1920,1080,,,l,0.8348,1,11,0,0,1,1,11,1,0,0,0,1,0,0,1,0,star,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295630,2022-11-27_21h17.37.094,vts_reward_expectancy_bt,2022.2.4,Win32,59.62673663,Chrome,1920,1080,,,a,0.8194,1,12,0,0,2,2,2,1,1,0,0,0,0,0,0,1,triangle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295630,2022-11-27_21h17.37.094,vts_reward_expectancy_bt,2022.2.4,Win32,59.62673663,Chrome,1920,1080,,,l,0.5683,10,22,0,0,3,3,10,1,0,0,0,1,0,1,0,0,star ,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295630,2022-11-27_21h17.37.094,vts_reward_expectancy_bt,2022.2.4,Win32,59.62673663,Chrome,1920,1080,,,l,0.5182,10,32,0,0,4,4,9,1,0,0,0,1,1,0,0,0,star,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295630,2022-11-27_21h17.37.094,vts_reward_expectancy_bt,2022.2.4,Win32,59.62673663,Chrome,1920,1080,,,l,0.4093,10,42,0,0,5,5,6,1,0,0,1,0,1,0,0,0,hexagon,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295630,2022-11-27_21h17.37.094,vts_reward_expectancy_bt,2022.2.4,Win32,59.62673663,Chrome,1920,1080,,,l,0.8696,1,43,0,0,6,6,7,1,0,0,1,0,0,1,0,0,hexagon,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295630,2022-11-27_21h17.37.094,vts_reward_expectancy_bt,2022.2.4,Win32,59.62673663,Chrome,1920,1080,,,a,0.4914,10,53,0,0,7,7,1,1,1,0,0,0,0,0,1,0,triangle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295630,2022-11-27_21h17.37.094,vts_reward_expectancy_bt,2022.2.4,Win32,59.62673663,Chrome,1920,1080,,,a,0.5696,1,54,0,0,8,8,5,1,0,1,0,0,0,0,0,1,circle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295630,2022-11-27_21h17.37.094,vts_reward_expectancy_bt,2022.2.4,Win32,59.62673663,Chrome,1920,1080,,,l,0.4529,1,55,0,0,9,9,0,1,1,0,0,0,0,1,0,0,triangle,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295630,2022-11-27_21h17.37.094,vts_reward_expectancy_bt,2022.2.4,Win32,59.62673663,Chrome,1920,1080,,,a,0.9434,10,65,0,0,10,10,3,1,0,1,0,0,1,0,0,0,circle,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295630,2022-11-27_21h17.37.094,vts_reward_expectancy_bt,2022.2.4,Win32,59.62673663,Chrome,1920,1080,,,a,0.5917,10,75,0,0,11,11,4,1,0,1,0,0,0,0,1,0,circle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295630,2022-11-27_21h17.37.094,vts_reward_expectancy_bt,2022.2.4,Win32,59.62673663,Chrome,1920,1080,,,a,0.4506,10,85,0,1,0,12,10,1,0,0,0,1,0,1,0,0,star ,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295630,2022-11-27_21h17.37.094,vts_reward_expectancy_bt,2022.2.4,Win32,59.62673663,Chrome,1920,1080,,,a,0.5028,1,86,0,1,1,13,1,1,1,0,0,0,0,0,1,0,triangle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295630,2022-11-27_21h17.37.094,vts_reward_expectancy_bt,2022.2.4,Win32,59.62673663,Chrome,1920,1080,,,l,0.5181,10,96,0,1,2,14,4,1,0,1,0,0,0,0,1,0,circle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295630,2022-11-27_21h17.37.094,vts_reward_expectancy_bt,2022.2.4,Win32,59.62673663,Chrome,1920,1080,,,a,0.5018,10,106,0,1,3,15,11,1,0,0,0,1,0,0,1,0,star,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295630,2022-11-27_21h17.37.094,vts_reward_expectancy_bt,2022.2.4,Win32,59.62673663,Chrome,1920,1080,,,l,0.4943,10,116,0,1,4,16,5,1,0,1,0,0,0,0,0,1,circle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295630,2022-11-27_21h17.37.094,vts_reward_expectancy_bt,2022.2.4,Win32,59.62673663,Chrome,1920,1080,,,a,0.638,10,126,0,1,5,17,0,1,1,0,0,0,0,1,0,0,triangle,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295630,2022-11-27_21h17.37.094,vts_reward_expectancy_bt,2022.2.4,Win32,59.62673663,Chrome,1920,1080,,,a,0.7844,10,136,0,1,6,18,6,1,0,0,1,0,1,0,0,0,hexagon,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295630,2022-11-27_21h17.37.094,vts_reward_expectancy_bt,2022.2.4,Win32,59.62673663,Chrome,1920,1080,,,l,0.5514,1,137,0,1,7,19,2,1,1,0,0,0,0,0,0,1,triangle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295630,2022-11-27_21h17.37.094,vts_reward_expectancy_bt,2022.2.4,Win32,59.62673663,Chrome,1920,1080,,,l,0.4668,10,147,0,1,8,20,8,1,0,0,1,0,0,0,0,1,hexagon,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295630,2022-11-27_21h17.37.094,vts_reward_expectancy_bt,2022.2.4,Win32,59.62673663,Chrome,1920,1080,,,l,0.4339,1,148,0,1,9,21,3,1,0,1,0,0,1,0,0,0,circle,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295630,2022-11-27_21h17.37.094,vts_reward_expectancy_bt,2022.2.4,Win32,59.62673663,Chrome,1920,1080,,,a,0.6351,10,158,0,1,10,22,9,1,0,0,0,1,1,0,0,0,star,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295630,2022-11-27_21h17.37.094,vts_reward_expectancy_bt,2022.2.4,Win32,59.62673663,Chrome,1920,1080,,,a,0.6509,10,168,0,1,11,23,7,1,0,0,1,0,0,1,0,0,hexagon,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295630,2022-11-27_21h17.37.094,vts_reward_expectancy_bt,2022.2.4,Win32,59.62673663,Chrome,1920,1080,,,l,0.9184,10,178,0,2,0,24,1,1,1,0,0,0,0,0,1,0,triangle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295630,2022-11-27_21h17.37.094,vts_reward_expectancy_bt,2022.2.4,Win32,59.62673663,Chrome,1920,1080,,,l,0.5649,10,188,0,2,1,25,2,1,1,0,0,0,0,0,0,1,triangle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295630,2022-11-27_21h17.37.094,vts_reward_expectancy_bt,2022.2.4,Win32,59.62673663,Chrome,1920,1080,,,a,4.5782,1,189,0,2,2,26,0,1,1,0,0,0,0,1,0,0,triangle,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295630,2022-11-27_21h17.37.094,vts_reward_expectancy_bt,2022.2.4,Win32,59.62673663,Chrome,1920,1080,,,a,0.6853,10,199,0,2,3,27,6,1,0,0,1,0,1,0,0,0,hexagon,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
