participant,date,expName,psychopyVersion,OS,frameRate,browser,xResolution,yResolution,key_resp.keys,key_resp.rt,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,training.ran,LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,curr_topStim,curr_bottStim,curr_shape,acc,E1,target_resp_prac1.keys,target_resp_prac1.rt,pracBlock,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task1_prac_trials.ran,target_resp_prac2.keys,target_resp_prac2.rt,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,task2_praac_trials.ran,alt,task,condition,target_resp.keys,rewCond,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,vts_practice_trials.ran,target_resp.rt,blockNum,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,trials_norew.ran,key_resp_2.keys,key_resp_2.rt,rewExpectancy,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,trials_rew.ran,Q1,Q2,Q2_text,Q3,Q4,Q5_text,Q5,xRes,yRes
293161,2022-12-05_22h48.46.861,vts_reward_expectancy_bt,2022.2.4,MacIntel,59.97361161,Chrome,1280,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293161,2022-12-05_22h48.46.861,vts_reward_expectancy_bt,2022.2.4,MacIntel,59.97361161,Chrome,1280,800,space,49.6703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293161,2022-12-05_22h48.46.861,vts_reward_expectancy_bt,2022.2.4,MacIntel,59.97361161,Chrome,1280,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293161,2022-12-05_22h48.46.861,vts_reward_expectancy_bt,2022.2.4,MacIntel,59.97361161,Chrome,1280,800,,,l,3.9146,10,10,0,0,0,0,1,1,1,0,0,0,0,0,1,0,triangle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293161,2022-12-05_22h48.46.861,vts_reward_expectancy_bt,2022.2.4,MacIntel,59.97361161,Chrome,1280,800,,,l,1.699,1,11,0,0,1,1,4,1,0,1,0,0,0,0,1,0,circle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293161,2022-12-05_22h48.46.861,vts_reward_expectancy_bt,2022.2.4,MacIntel,59.97361161,Chrome,1280,800,,,a,1.4454,10,21,0,0,2,2,11,1,0,0,0,1,0,0,1,0,star,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293161,2022-12-05_22h48.46.861,vts_reward_expectancy_bt,2022.2.4,MacIntel,59.97361161,Chrome,1280,800,,,a,1.8964,10,31,0,0,3,3,5,1,0,1,0,0,0,0,0,1,circle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293161,2022-12-05_22h48.46.861,vts_reward_expectancy_bt,2022.2.4,MacIntel,59.97361161,Chrome,1280,800,,,l,2.3759,10,41,0,0,4,4,8,1,0,0,1,0,0,0,0,1,hexagon,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293161,2022-12-05_22h48.46.861,vts_reward_expectancy_bt,2022.2.4,MacIntel,59.97361161,Chrome,1280,800,,,l,1.6372,10,51,0,0,5,5,10,1,0,0,0,1,0,1,0,0,star ,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293161,2022-12-05_22h48.46.861,vts_reward_expectancy_bt,2022.2.4,MacIntel,59.97361161,Chrome,1280,800,,,a,1.3742,1,52,0,0,6,6,6,1,0,0,1,0,1,0,0,0,hexagon,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293161,2022-12-05_22h48.46.861,vts_reward_expectancy_bt,2022.2.4,MacIntel,59.97361161,Chrome,1280,800,,,l,1.1829,10,62,0,0,7,7,0,1,1,0,0,0,0,1,0,0,triangle,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293161,2022-12-05_22h48.46.861,vts_reward_expectancy_bt,2022.2.4,MacIntel,59.97361161,Chrome,1280,800,,,l,1.5213,1,63,0,0,8,8,9,1,0,0,0,1,1,0,0,0,star,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293161,2022-12-05_22h48.46.861,vts_reward_expectancy_bt,2022.2.4,MacIntel,59.97361161,Chrome,1280,800,,,l,1.215,10,73,0,0,9,9,7,1,0,0,1,0,0,1,0,0,hexagon,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293161,2022-12-05_22h48.46.861,vts_reward_expectancy_bt,2022.2.4,MacIntel,59.97361161,Chrome,1280,800,,,a,3.0974,1,74,0,0,10,10,3,1,0,1,0,0,1,0,0,0,circle,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293161,2022-12-05_22h48.46.861,vts_reward_expectancy_bt,2022.2.4,MacIntel,59.97361161,Chrome,1280,800,,,a,1.5759,1,75,0,0,11,11,2,1,1,0,0,0,0,0,0,1,triangle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293161,2022-12-05_22h48.46.861,vts_reward_expectancy_bt,2022.2.4,MacIntel,59.97361161,Chrome,1280,800,,,l,1.1647,10,85,0,1,0,12,10,1,0,0,0,1,0,1,0,0,star ,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293161,2022-12-05_22h48.46.861,vts_reward_expectancy_bt,2022.2.4,MacIntel,59.97361161,Chrome,1280,800,,,l,3.1122,1,86,0,1,1,13,9,1,0,0,0,1,1,0,0,0,star,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293161,2022-12-05_22h48.46.861,vts_reward_expectancy_bt,2022.2.4,MacIntel,59.97361161,Chrome,1280,800,,,a,1.0637,10,96,0,1,2,14,4,1,0,1,0,0,0,0,1,0,circle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293161,2022-12-05_22h48.46.861,vts_reward_expectancy_bt,2022.2.4,MacIntel,59.97361161,Chrome,1280,800,,,l,1.5159,10,106,0,1,3,15,8,1,0,0,1,0,0,0,0,1,hexagon,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293161,2022-12-05_22h48.46.861,vts_reward_expectancy_bt,2022.2.4,MacIntel,59.97361161,Chrome,1280,800,,,a,1.0819,10,116,0,1,4,16,3,1,0,1,0,0,1,0,0,0,circle,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293161,2022-12-05_22h48.46.861,vts_reward_expectancy_bt,2022.2.4,MacIntel,59.97361161,Chrome,1280,800,,,l,2.0684,10,126,0,1,5,17,7,1,0,0,1,0,0,1,0,0,hexagon,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293161,2022-12-05_22h48.46.861,vts_reward_expectancy_bt,2022.2.4,MacIntel,59.97361161,Chrome,1280,800,,,a,1.0394,1,127,0,1,6,18,1,1,1,0,0,0,0,0,1,0,triangle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293161,2022-12-05_22h48.46.861,vts_reward_expectancy_bt,2022.2.4,MacIntel,59.97361161,Chrome,1280,800,,,a,3.6502,10,137,0,1,7,19,11,1,0,0,0,1,0,0,1,0,star,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293161,2022-12-05_22h48.46.861,vts_reward_expectancy_bt,2022.2.4,MacIntel,59.97361161,Chrome,1280,800,,,l,1.0329,10,147,0,1,8,20,0,1,1,0,0,0,0,1,0,0,triangle,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293161,2022-12-05_22h48.46.861,vts_reward_expectancy_bt,2022.2.4,MacIntel,59.97361161,Chrome,1280,800,,,a,2.4272,1,148,0,1,9,21,5,1,0,1,0,0,0,0,0,1,circle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293161,2022-12-05_22h48.46.861,vts_reward_expectancy_bt,2022.2.4,MacIntel,59.97361161,Chrome,1280,800,,,l,0.7264,10,158,0,1,10,22,2,1,1,0,0,0,0,0,0,1,triangle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293161,2022-12-05_22h48.46.861,vts_reward_expectancy_bt,2022.2.4,MacIntel,59.97361161,Chrome,1280,800,,,l,1.3282,1,159,0,1,11,23,6,1,0,0,1,0,1,0,0,0,hexagon,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293161,2022-12-05_22h48.46.861,vts_reward_expectancy_bt,2022.2.4,MacIntel,59.97361161,Chrome,1280,800,,,l,1.3304,10,169,0,2,0,24,0,1,1,0,0,0,0,1,0,0,triangle,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293161,2022-12-05_22h48.46.861,vts_reward_expectancy_bt,2022.2.4,MacIntel,59.97361161,Chrome,1280,800,,,l,3.5632,1,170,0,2,1,25,11,1,0,0,0,1,0,0,1,0,star,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293161,2022-12-05_22h48.46.861,vts_reward_expectancy_bt,2022.2.4,MacIntel,59.97361161,Chrome,1280,800,,,a,0.9426,10,180,0,2,2,26,9,1,0,0,0,1,1,0,0,0,star,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293161,2022-12-05_22h48.46.861,vts_reward_expectancy_bt,2022.2.4,MacIntel,59.97361161,Chrome,1280,800,,,a,1.1176,10,190,0,2,3,27,5,1,0,1,0,0,0,0,0,1,circle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293161,2022-12-05_22h48.46.861,vts_reward_expectancy_bt,2022.2.4,MacIntel,59.97361161,Chrome,1280,800,,,l,2.668,1,191,0,2,4,28,10,1,0,0,0,1,0,1,0,0,star ,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293161,2022-12-05_22h48.46.861,vts_reward_expectancy_bt,2022.2.4,MacIntel,59.97361161,Chrome,1280,800,,,a,1.1599,10,201,0,2,5,29,3,1,0,1,0,0,1,0,0,0,circle,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293161,2022-12-05_22h48.46.861,vts_reward_expectancy_bt,2022.2.4,MacIntel,59.97361161,Chrome,1280,800,,,a,3.9451,1,202,0,2,6,30,1,1,1,0,0,0,0,0,1,0,triangle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293161,2022-12-05_22h48.46.861,vts_reward_expectancy_bt,2022.2.4,MacIntel,59.97361161,Chrome,1280,800,,,a,1.0808,10,212,0,2,7,31,4,1,0,1,0,0,0,0,1,0,circle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293161,2022-12-05_22h48.46.861,vts_reward_expectancy_bt,2022.2.4,MacIntel,59.97361161,Chrome,1280,800,,,a,1.2789,1,213,0,2,8,32,6,1,0,0,1,0,1,0,0,0,hexagon,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293161,2022-12-05_22h48.46.861,vts_reward_expectancy_bt,2022.2.4,MacIntel,59.97361161,Chrome,1280,800,,,l,1.3253,10,223,0,2,9,33,8,1,0,0,1,0,0,0,0,1,hexagon,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293161,2022-12-05_22h48.46.861,vts_reward_expectancy_bt,2022.2.4,MacIntel,59.97361161,Chrome,1280,800,,,l,1.3582,10,233,0,2,10,34,7,1,0,0,1,0,0,1,0,0,hexagon,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
