participant,date,expName,psychopyVersion,OS,frameRate,browser,xResolution,yResolution,key_resp.keys,key_resp.rt,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,training.ran,LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,curr_topStim,curr_bottStim,curr_shape,acc,E1,target_resp_prac1.keys,target_resp_prac1.rt,pracBlock,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task1_prac_trials.ran,target_resp_prac2.keys,target_resp_prac2.rt,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,task2_praac_trials.ran,alt,task,condition,target_resp.keys,target_resp.rt,rewCond,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,vts_practice_trials.ran,blockNum,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,trials_norew.ran,key_resp_2.keys,key_resp_2.rt,rewExpect,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,trials_rew.ran,Q1,Q2,Q2_text,Q3,Q4,Q5_text,Q5,xRes,yRes
293143,2022-09-23_09h23.14.917,vts_reward_expectancy,2022.2.4,Win32,180.3101334,Chrome,1920,1080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293143,2022-09-23_09h23.14.917,vts_reward_expectancy,2022.2.4,Win32,180.3101334,Chrome,1920,1080,space,2.3538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293143,2022-09-23_09h23.14.917,vts_reward_expectancy,2022.2.4,Win32,180.3101334,Chrome,1920,1080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293143,2022-09-23_09h23.14.917,vts_reward_expectancy,2022.2.4,Win32,180.3101334,Chrome,1920,1080,,,l,0.9888,1,1,0,0,0,0,6,1,0,0,1,0,1,0,0,0,hexagon,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293143,2022-09-23_09h23.14.917,vts_reward_expectancy,2022.2.4,Win32,180.3101334,Chrome,1920,1080,,,l,0.5557,1,2,0,0,1,1,10,1,0,0,0,1,0,1,0,0,star ,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293143,2022-09-23_09h23.14.917,vts_reward_expectancy,2022.2.4,Win32,180.3101334,Chrome,1920,1080,,,a,0.5835,10,12,0,0,2,2,9,1,0,0,0,1,1,0,0,0,star,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293143,2022-09-23_09h23.14.917,vts_reward_expectancy,2022.2.4,Win32,180.3101334,Chrome,1920,1080,,,a,0.6114,1,13,0,0,3,3,7,1,0,0,1,0,0,1,0,0,hexagon,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293143,2022-09-23_09h23.14.917,vts_reward_expectancy,2022.2.4,Win32,180.3101334,Chrome,1920,1080,,,l,0.6385,10,23,0,0,4,4,5,1,0,1,0,0,0,0,0,1,circle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293143,2022-09-23_09h23.14.917,vts_reward_expectancy,2022.2.4,Win32,180.3101334,Chrome,1920,1080,,,l,0.7167,10,33,0,0,5,5,8,1,0,0,1,0,0,0,0,1,hexagon,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293143,2022-09-23_09h23.14.917,vts_reward_expectancy,2022.2.4,Win32,180.3101334,Chrome,1920,1080,,,l,0.4946,10,43,0,0,6,6,2,1,1,0,0,0,0,0,0,1,triangle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293143,2022-09-23_09h23.14.917,vts_reward_expectancy,2022.2.4,Win32,180.3101334,Chrome,1920,1080,,,l,2.1948,1,44,0,0,7,7,0,1,1,0,0,0,0,1,0,0,triangle,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293143,2022-09-23_09h23.14.917,vts_reward_expectancy,2022.2.4,Win32,180.3101334,Chrome,1920,1080,,,a,0.5459,10,54,0,0,8,8,11,1,0,0,0,1,0,0,1,0,star,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293143,2022-09-23_09h23.14.917,vts_reward_expectancy,2022.2.4,Win32,180.3101334,Chrome,1920,1080,,,a,0.7995,10,64,0,0,9,9,1,1,1,0,0,0,0,0,1,0,triangle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293143,2022-09-23_09h23.14.917,vts_reward_expectancy,2022.2.4,Win32,180.3101334,Chrome,1920,1080,,,l,0.5613,1,65,0,0,10,10,3,1,0,1,0,0,1,0,0,0,circle,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
