participant,date,expName,psychopyVersion,OS,frameRate,browser,xResolution,yResolution,key_resp.keys,key_resp.rt,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,training.ran,LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,curr_topStim,curr_bottStim,curr_shape,acc,E1,target_resp_prac1.keys,pracBlock,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task1_prac_trials.ran,target_resp_prac1.rt,target_resp_prac2.keys,target_resp_prac2.rt,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,task2_praac_trials.ran,alt,task,condition,target_resp.keys,rewCond,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,vts_practice_trials.ran,target_resp.rt,blockNum,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,trials_norew.ran,key_resp_2.keys,key_resp_2.rt,rewExpectancy,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,trials_rew.ran,Q1,Q2,Q2_text,Q3,Q4,Q5,Q5_text,xRes,yRes
295330,2022-11-25_11h04.03.838,vts_reward_expectancy_bt,2022.2.4,MacIntel,60.0024001,Chrome,1200,750,,,l,1.0152,1,93,0,1,8,20,6,1,0,0,1,0,1,0,0,0,hexagon,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295330,2022-11-25_11h04.03.838,vts_reward_expectancy_bt,2022.2.4,MacIntel,60.0024001,Chrome,1200,750,,,l,1.5517,10,103,0,1,9,21,10,1,0,0,0,1,0,1,0,0,star ,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295330,2022-11-25_11h04.03.838,vts_reward_expectancy_bt,2022.2.4,MacIntel,60.0024001,Chrome,1200,750,,,a,0.5146,1,104,0,1,10,22,3,1,0,1,0,0,1,0,0,0,circle,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295330,2022-11-25_11h04.03.838,vts_reward_expectancy_bt,2022.2.4,MacIntel,60.0024001,Chrome,1200,750,,,l,1.8152,1,105,0,1,11,23,9,1,0,0,0,1,1,0,0,0,star,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295330,2022-11-25_11h04.03.838,vts_reward_expectancy_bt,2022.2.4,MacIntel,60.0024001,Chrome,1200,750,,,a,1.6207,1,106,0,2,0,24,9,1,0,0,0,1,1,0,0,0,star,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295330,2022-11-25_11h04.03.838,vts_reward_expectancy_bt,2022.2.4,MacIntel,60.0024001,Chrome,1200,750,,,a,1.3555,1,107,0,2,1,25,3,1,0,1,0,0,1,0,0,0,circle,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295330,2022-11-25_11h04.03.838,vts_reward_expectancy_bt,2022.2.4,MacIntel,60.0024001,Chrome,1200,750,,,a,1.2149,10,117,0,2,2,26,2,1,1,0,0,0,0,0,0,1,triangle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295330,2022-11-25_11h04.03.838,vts_reward_expectancy_bt,2022.2.4,MacIntel,60.0024001,Chrome,1200,750,,,l,1.2772,10,127,0,2,3,27,11,1,0,0,0,1,0,0,1,0,star,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295330,2022-11-25_11h04.03.838,vts_reward_expectancy_bt,2022.2.4,MacIntel,60.0024001,Chrome,1200,750,,,a,1.5248,1,128,0,2,4,28,8,1,0,0,1,0,0,0,0,1,hexagon,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295330,2022-11-25_11h04.03.838,vts_reward_expectancy_bt,2022.2.4,MacIntel,60.0024001,Chrome,1200,750,,,l,1.0749,1,129,0,2,5,29,10,1,0,0,0,1,0,1,0,0,star ,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295330,2022-11-25_11h04.03.838,vts_reward_expectancy_bt,2022.2.4,MacIntel,60.0024001,Chrome,1200,750,,,a,4.188,10,139,0,2,6,30,0,1,1,0,0,0,0,1,0,0,triangle,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295330,2022-11-25_11h04.03.838,vts_reward_expectancy_bt,2022.2.4,MacIntel,60.0024001,Chrome,1200,750,,,a,11.8225,1,140,0,2,7,31,5,1,0,1,0,0,0,0,0,1,circle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295330,2022-11-25_11h04.03.838,vts_reward_expectancy_bt,2022.2.4,MacIntel,60.0024001,Chrome,1200,750,,,l,263.1752,10,150,0,2,8,32,6,1,0,0,1,0,1,0,0,0,hexagon,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295330,2022-11-25_11h04.03.838,vts_reward_expectancy_bt,2022.2.4,MacIntel,60.0024001,Chrome,1200,750,,,a,2.1203,10,160,0,2,9,33,4,1,0,1,0,0,0,0,1,0,circle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295330,2022-11-25_11h04.03.838,vts_reward_expectancy_bt,2022.2.4,MacIntel,60.0024001,Chrome,1200,750,,,a,2.2089,10,170,0,2,10,34,1,1,1,0,0,0,0,0,1,0,triangle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295330,2022-11-25_11h04.03.838,vts_reward_expectancy_bt,2022.2.4,MacIntel,60.0024001,Chrome,1200,750,,,l,1.7367,1,171,0,2,11,35,7,1,0,0,1,0,0,1,0,0,hexagon,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295330,2022-11-25_11h04.03.838,vts_reward_expectancy_bt,2022.2.4,MacIntel,60.0024001,Chrome,1200,750,,,l,1.7139,1,172,1,0,0,0,7,1,0,0,1,0,0,1,0,0,hexagon,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295330,2022-11-25_11h04.03.838,vts_reward_expectancy_bt,2022.2.4,MacIntel,60.0024001,Chrome,1200,750,,,a,0.9237,10,182,1,0,1,1,6,1,0,0,1,0,1,0,0,0,hexagon,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295330,2022-11-25_11h04.03.838,vts_reward_expectancy_bt,2022.2.4,MacIntel,60.0024001,Chrome,1200,750,,,l,1.5892,1,183,1,0,2,2,9,1,0,0,0,1,1,0,0,0,star,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295330,2022-11-25_11h04.03.838,vts_reward_expectancy_bt,2022.2.4,MacIntel,60.0024001,Chrome,1200,750,,,l,1.7846,1,184,1,0,3,3,1,1,1,0,0,0,0,0,1,0,triangle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295330,2022-11-25_11h04.03.838,vts_reward_expectancy_bt,2022.2.4,MacIntel,60.0024001,Chrome,1200,750,,,a,3.1067,10,194,1,0,4,4,5,1,0,1,0,0,0,0,0,1,circle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295330,2022-11-25_11h04.03.838,vts_reward_expectancy_bt,2022.2.4,MacIntel,60.0024001,Chrome,1200,750,,,a,1.3926,10,204,1,0,5,5,8,1,0,0,1,0,0,0,0,1,hexagon,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295330,2022-11-25_11h04.03.838,vts_reward_expectancy_bt,2022.2.4,MacIntel,60.0024001,Chrome,1200,750,,,l,1.2983,10,214,1,0,6,6,10,1,0,0,0,1,0,1,0,0,star ,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295330,2022-11-25_11h04.03.838,vts_reward_expectancy_bt,2022.2.4,MacIntel,60.0024001,Chrome,1200,750,,,l,3.002,1,215,1,0,7,7,4,1,0,1,0,0,0,0,1,0,circle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295330,2022-11-25_11h04.03.838,vts_reward_expectancy_bt,2022.2.4,MacIntel,60.0024001,Chrome,1200,750,,,a,1.5898,10,225,1,0,8,8,2,1,1,0,0,0,0,0,0,1,triangle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295330,2022-11-25_11h04.03.838,vts_reward_expectancy_bt,2022.2.4,MacIntel,60.0024001,Chrome,1200,750,,,l,1.3001,1,226,1,0,9,9,3,1,0,1,0,0,1,0,0,0,circle,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295330,2022-11-25_11h04.03.838,vts_reward_expectancy_bt,2022.2.4,MacIntel,60.0024001,Chrome,1200,750,,,l,2.2527,1,227,1,0,10,10,11,1,0,0,0,1,0,0,1,0,star,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295330,2022-11-25_11h04.03.838,vts_reward_expectancy_bt,2022.2.4,MacIntel,60.0024001,Chrome,1200,750,,,a,1.1707,10,237,1,0,11,11,0,1,1,0,0,0,0,1,0,0,triangle,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295330,2022-11-25_11h04.03.838,vts_reward_expectancy_bt,2022.2.4,MacIntel,60.0024001,Chrome,1200,750,,,a,0.9922,10,247,1,1,0,12,7,1,0,0,1,0,0,1,0,0,hexagon,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295330,2022-11-25_11h04.03.838,vts_reward_expectancy_bt,2022.2.4,MacIntel,60.0024001,Chrome,1200,750,,,a,0.8024,10,257,1,1,1,13,1,1,1,0,0,0,0,0,1,0,triangle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295330,2022-11-25_11h04.03.838,vts_reward_expectancy_bt,2022.2.4,MacIntel,60.0024001,Chrome,1200,750,,,a,0.8246,10,267,1,1,2,14,2,1,1,0,0,0,0,0,0,1,triangle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295330,2022-11-25_11h04.03.838,vts_reward_expectancy_bt,2022.2.4,MacIntel,60.0024001,Chrome,1200,750,,,a,0.65,1,268,1,1,3,15,11,1,0,0,0,1,0,0,1,0,star,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295330,2022-11-25_11h04.03.838,vts_reward_expectancy_bt,2022.2.4,MacIntel,60.0024001,Chrome,1200,750,,,a,0.8128,10,278,1,1,4,16,3,1,0,1,0,0,1,0,0,0,circle,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295330,2022-11-25_11h04.03.838,vts_reward_expectancy_bt,2022.2.4,MacIntel,60.0024001,Chrome,1200,750,,,l,0.9688,1,279,1,1,5,17,10,1,0,0,0,1,0,1,0,0,star ,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295330,2022-11-25_11h04.03.838,vts_reward_expectancy_bt,2022.2.4,MacIntel,60.0024001,Chrome,1200,750,,,a,0.7911,1,280,1,1,6,18,8,1,0,0,1,0,0,0,0,1,hexagon,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295330,2022-11-25_11h04.03.838,vts_reward_expectancy_bt,2022.2.4,MacIntel,60.0024001,Chrome,1200,750,,,a,0.6929,1,281,1,1,7,19,6,1,0,0,1,0,1,0,0,0,hexagon,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295330,2022-11-25_11h04.03.838,vts_reward_expectancy_bt,2022.2.4,MacIntel,60.0024001,Chrome,1200,750,,,l,1.98,10,291,1,1,8,20,4,1,0,1,0,0,0,0,1,0,circle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295330,2022-11-25_11h04.03.838,vts_reward_expectancy_bt,2022.2.4,MacIntel,60.0024001,Chrome,1200,750,,,a,2.1596,10,301,1,1,9,21,5,1,0,1,0,0,0,0,0,1,circle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295330,2022-11-25_11h04.03.838,vts_reward_expectancy_bt,2022.2.4,MacIntel,60.0024001,Chrome,1200,750,,,l,1.2418,10,311,1,1,10,22,9,1,0,0,0,1,1,0,0,0,star,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295330,2022-11-25_11h04.03.838,vts_reward_expectancy_bt,2022.2.4,MacIntel,60.0024001,Chrome,1200,750,,,l,2.3076,1,312,1,1,11,23,0,1,1,0,0,0,0,1,0,0,triangle,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295330,2022-11-25_11h04.03.838,vts_reward_expectancy_bt,2022.2.4,MacIntel,60.0024001,Chrome,1200,750,,,a,1.1405,10,322,1,2,0,24,8,1,0,0,1,0,0,0,0,1,hexagon,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295330,2022-11-25_11h04.03.838,vts_reward_expectancy_bt,2022.2.4,MacIntel,60.0024001,Chrome,1200,750,,,l,1.0248,1,323,1,2,1,25,10,1,0,0,0,1,0,1,0,0,star ,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295330,2022-11-25_11h04.03.838,vts_reward_expectancy_bt,2022.2.4,MacIntel,60.0024001,Chrome,1200,750,,,a,0.6927,1,324,1,2,2,26,9,1,0,0,0,1,1,0,0,0,star,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295330,2022-11-25_11h04.03.838,vts_reward_expectancy_bt,2022.2.4,MacIntel,60.0024001,Chrome,1200,750,,,a,0.4355,10,334,1,2,3,27,5,1,0,1,0,0,0,0,0,1,circle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295330,2022-11-25_11h04.03.838,vts_reward_expectancy_bt,2022.2.4,MacIntel,60.0024001,Chrome,1200,750,,,a,0.4883,1,335,1,2,4,28,2,1,1,0,0,0,0,0,0,1,triangle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295330,2022-11-25_11h04.03.838,vts_reward_expectancy_bt,2022.2.4,MacIntel,60.0024001,Chrome,1200,750,,,a,2.7821,10,345,1,2,5,29,7,1,0,0,1,0,0,1,0,0,hexagon,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295330,2022-11-25_11h04.03.838,vts_reward_expectancy_bt,2022.2.4,MacIntel,60.0024001,Chrome,1200,750,,,a,1.261,1,346,1,2,6,30,1,1,1,0,0,0,0,0,1,0,triangle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295330,2022-11-25_11h04.03.838,vts_reward_expectancy_bt,2022.2.4,MacIntel,60.0024001,Chrome,1200,750,,,a,2.221,1,347,1,2,7,31,0,1,1,0,0,0,0,1,0,0,triangle,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295330,2022-11-25_11h04.03.838,vts_reward_expectancy_bt,2022.2.4,MacIntel,60.0024001,Chrome,1200,750,,,a,2.0238,10,357,1,2,8,32,4,1,0,1,0,0,0,0,1,0,circle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295330,2022-11-25_11h04.03.838,vts_reward_expectancy_bt,2022.2.4,MacIntel,60.0024001,Chrome,1200,750,,,a,1.6727,10,367,1,2,9,33,3,1,0,1,0,0,1,0,0,0,circle,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295330,2022-11-25_11h04.03.838,vts_reward_expectancy_bt,2022.2.4,MacIntel,60.0024001,Chrome,1200,750,,,l,1.7474,10,377,1,2,10,34,6,1,0,0,1,0,1,0,0,0,hexagon,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295330,2022-11-25_11h04.03.838,vts_reward_expectancy_bt,2022.2.4,MacIntel,60.0024001,Chrome,1200,750,,,l,1.6054,1,378,1,2,11,35,11,1,0,0,0,1,0,0,1,0,star,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295330,2022-11-25_11h04.03.838,vts_reward_expectancy_bt,2022.2.4,MacIntel,60.0024001,Chrome,1200,750,,,l,1.182,1,379,2,0,0,0,7,1,0,0,1,0,0,1,0,0,hexagon,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295330,2022-11-25_11h04.03.838,vts_reward_expectancy_bt,2022.2.4,MacIntel,60.0024001,Chrome,1200,750,,,l,1.1174,1,380,2,0,1,1,11,1,0,0,0,1,0,0,1,0,star,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
