participant,date,expName,psychopyVersion,OS,frameRate,browser,xResolution,yResolution,key_resp.keys,key_resp.rt,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,training.ran,LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,curr_topStim,curr_bottStim,curr_shape,acc,E1,target_resp_prac1.keys,target_resp_prac1.rt,pracBlock,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task1_prac_trials.ran,target_resp_prac2.keys,target_resp_prac2.rt,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,task2_praac_trials.ran,alt,task,condition,target_resp.keys,target_resp.rt,rewCond,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,vts_practice_trials.ran,blockNum,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,trials_norew.ran,key_resp_2.keys,key_resp_2.rt,rewExpect,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,trials_rew.ran,Q1,Q2,Q2_text,Q3,Q4,Q5_text,Q5,xRes,yRes
292792,2022-10-04_15h01.05.621,vts_reward_expectancy,2022.2.4,MacIntel,60.0024001,Chrome,1553,971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292792,2022-10-04_15h01.05.621,vts_reward_expectancy,2022.2.4,MacIntel,60.0024001,Chrome,1553,971,space,16.3447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292792,2022-10-04_15h01.05.621,vts_reward_expectancy,2022.2.4,MacIntel,60.0024001,Chrome,1553,971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292792,2022-10-04_15h01.05.621,vts_reward_expectancy,2022.2.4,MacIntel,60.0024001,Chrome,1553,971,,,l,1.06,1,1,0,0,0,0,5,1,0,1,0,0,0,0,0,1,circle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292792,2022-10-04_15h01.05.621,vts_reward_expectancy,2022.2.4,MacIntel,60.0024001,Chrome,1553,971,,,a,0.8492,10,11,0,0,1,1,3,1,0,1,0,0,1,0,0,0,circle,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292792,2022-10-04_15h01.05.621,vts_reward_expectancy,2022.2.4,MacIntel,60.0024001,Chrome,1553,971,,,a,1.4333,1,12,0,0,2,2,2,1,1,0,0,0,0,0,0,1,triangle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292792,2022-10-04_15h01.05.621,vts_reward_expectancy,2022.2.4,MacIntel,60.0024001,Chrome,1553,971,,,a,0.6656,10,22,0,0,3,3,4,1,0,1,0,0,0,0,1,0,circle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292792,2022-10-04_15h01.05.621,vts_reward_expectancy,2022.2.4,MacIntel,60.0024001,Chrome,1553,971,,,l,0.9708,1,23,0,0,4,4,7,1,0,0,1,0,0,1,0,0,hexagon,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292792,2022-10-04_15h01.05.621,vts_reward_expectancy,2022.2.4,MacIntel,60.0024001,Chrome,1553,971,,,a,1.2727,10,33,0,0,5,5,8,1,0,0,1,0,0,0,0,1,hexagon,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292792,2022-10-04_15h01.05.621,vts_reward_expectancy,2022.2.4,MacIntel,60.0024001,Chrome,1553,971,,,l,1.4499,10,43,0,0,6,6,10,1,0,0,0,1,0,1,0,0,star ,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292792,2022-10-04_15h01.05.621,vts_reward_expectancy,2022.2.4,MacIntel,60.0024001,Chrome,1553,971,,,l,0.9165,1,44,0,0,7,7,0,1,1,0,0,0,0,1,0,0,triangle,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292792,2022-10-04_15h01.05.621,vts_reward_expectancy,2022.2.4,MacIntel,60.0024001,Chrome,1553,971,,,a,0.8379,1,45,0,0,8,8,6,1,0,0,1,0,1,0,0,0,hexagon,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292792,2022-10-04_15h01.05.621,vts_reward_expectancy,2022.2.4,MacIntel,60.0024001,Chrome,1553,971,,,l,0.7838,10,55,0,0,9,9,11,1,0,0,0,1,0,0,1,0,star,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292792,2022-10-04_15h01.05.621,vts_reward_expectancy,2022.2.4,MacIntel,60.0024001,Chrome,1553,971,,,l,1.1667,1,56,0,0,10,10,9,1,0,0,0,1,1,0,0,0,star,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292792,2022-10-04_15h01.05.621,vts_reward_expectancy,2022.2.4,MacIntel,60.0024001,Chrome,1553,971,,,a,1.5052,1,57,0,0,11,11,1,1,1,0,0,0,0,0,1,0,triangle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292792,2022-10-04_15h01.05.621,vts_reward_expectancy,2022.2.4,MacIntel,60.0024001,Chrome,1553,971,,,a,1.5334,1,58,0,1,0,12,0,1,1,0,0,0,0,1,0,0,triangle,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292792,2022-10-04_15h01.05.621,vts_reward_expectancy,2022.2.4,MacIntel,60.0024001,Chrome,1553,971,,,a,0.7656,10,68,0,1,1,13,4,1,0,1,0,0,0,0,1,0,circle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292792,2022-10-04_15h01.05.621,vts_reward_expectancy,2022.2.4,MacIntel,60.0024001,Chrome,1553,971,,,l,1.2514,1,69,0,1,2,14,6,1,0,0,1,0,1,0,0,0,hexagon,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292792,2022-10-04_15h01.05.621,vts_reward_expectancy,2022.2.4,MacIntel,60.0024001,Chrome,1553,971,,,a,0.7993,10,79,0,1,3,15,8,1,0,0,1,0,0,0,0,1,hexagon,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292792,2022-10-04_15h01.05.621,vts_reward_expectancy,2022.2.4,MacIntel,60.0024001,Chrome,1553,971,,,l,1.4171,1,80,0,1,4,16,10,1,0,0,0,1,0,1,0,0,star ,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292792,2022-10-04_15h01.05.621,vts_reward_expectancy,2022.2.4,MacIntel,60.0024001,Chrome,1553,971,,,a,0.9492,1,81,0,1,5,17,9,1,0,0,0,1,1,0,0,0,star,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
