participant,date,expName,psychopyVersion,OS,frameRate,browser,xResolution,yResolution,key_resp.keys,key_resp.rt,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,training.ran,LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,curr_topStim,curr_bottStim,curr_shape,acc,E1,target_resp_prac1.keys,pracBlock,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task1_prac_trials.ran,target_resp_prac1.rt,target_resp_prac2.keys,target_resp_prac2.rt,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,task2_praac_trials.ran,alt,task,condition,target_resp.keys,rewCond,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,vts_practice_trials.ran,target_resp.rt,blockNum,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,trials_norew.ran,key_resp_2.keys,key_resp_2.rt,rewExpectancy,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,trials_rew.ran,Q1,Q2,Q2_text,Q3,Q4,Q5,Q5_text,xRes,yRes
296086,2022-12-04_20h51.22.540,vts_reward_expectancy_bt,2022.2.4,Linux x86_64,60.04924038,Chrome,1366,768,,,a,0.405,1,300,1,1,8,20,0,1,1,0,0,0,0,1,0,0,triangle,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296086,2022-12-04_20h51.22.540,vts_reward_expectancy_bt,2022.2.4,Linux x86_64,60.04924038,Chrome,1366,768,,,l,0.3723,1,301,1,1,9,21,11,1,0,0,0,1,0,0,1,0,star,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296086,2022-12-04_20h51.22.540,vts_reward_expectancy_bt,2022.2.4,Linux x86_64,60.04924038,Chrome,1366,768,,,a,0.346,1,302,1,1,10,22,7,1,0,0,1,0,0,1,0,0,hexagon,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296086,2022-12-04_20h51.22.540,vts_reward_expectancy_bt,2022.2.4,Linux x86_64,60.04924038,Chrome,1366,768,,,a,0.2695,1,303,1,1,11,23,10,1,0,0,0,1,0,1,0,0,star ,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296086,2022-12-04_20h51.22.540,vts_reward_expectancy_bt,2022.2.4,Linux x86_64,60.04924038,Chrome,1366,768,,,a,0.4196,10,313,1,2,0,24,0,1,1,0,0,0,0,1,0,0,triangle,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296086,2022-12-04_20h51.22.540,vts_reward_expectancy_bt,2022.2.4,Linux x86_64,60.04924038,Chrome,1366,768,,,l,0.9151,1,314,1,2,1,25,10,1,0,0,0,1,0,1,0,0,star ,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296086,2022-12-04_20h51.22.540,vts_reward_expectancy_bt,2022.2.4,Linux x86_64,60.04924038,Chrome,1366,768,,,a,0.2998,10,324,1,2,2,26,2,1,1,0,0,0,0,0,0,1,triangle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296086,2022-12-04_20h51.22.540,vts_reward_expectancy_bt,2022.2.4,Linux x86_64,60.04924038,Chrome,1366,768,,,l,0.3009,10,334,1,2,3,27,6,1,0,0,1,0,1,0,0,0,hexagon,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296086,2022-12-04_20h51.22.540,vts_reward_expectancy_bt,2022.2.4,Linux x86_64,60.04924038,Chrome,1366,768,,,a,0.2848,10,344,1,2,4,28,3,1,0,1,0,0,1,0,0,0,circle,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296086,2022-12-04_20h51.22.540,vts_reward_expectancy_bt,2022.2.4,Linux x86_64,60.04924038,Chrome,1366,768,,,l,0.3857,10,354,1,2,5,29,5,1,0,1,0,0,0,0,0,1,circle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296086,2022-12-04_20h51.22.540,vts_reward_expectancy_bt,2022.2.4,Linux x86_64,60.04924038,Chrome,1366,768,,,l,1.2183,10,364,1,2,6,30,11,1,0,0,0,1,0,0,1,0,star,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296086,2022-12-04_20h51.22.540,vts_reward_expectancy_bt,2022.2.4,Linux x86_64,60.04924038,Chrome,1366,768,,,l,1.5083,10,374,1,2,7,31,9,1,0,0,0,1,1,0,0,0,star,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296086,2022-12-04_20h51.22.540,vts_reward_expectancy_bt,2022.2.4,Linux x86_64,60.04924038,Chrome,1366,768,,,a,1.0034,10,384,1,2,8,32,1,1,1,0,0,0,0,0,1,0,triangle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296086,2022-12-04_20h51.22.540,vts_reward_expectancy_bt,2022.2.4,Linux x86_64,60.04924038,Chrome,1366,768,,,l,2.9402,10,394,1,2,9,33,8,1,0,0,1,0,0,0,0,1,hexagon,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296086,2022-12-04_20h51.22.540,vts_reward_expectancy_bt,2022.2.4,Linux x86_64,60.04924038,Chrome,1366,768,,,a,0.8767,1,395,1,2,10,34,4,1,0,1,0,0,0,0,1,0,circle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296086,2022-12-04_20h51.22.540,vts_reward_expectancy_bt,2022.2.4,Linux x86_64,60.04924038,Chrome,1366,768,,,l,1.2869,1,396,1,2,11,35,7,1,0,0,1,0,0,1,0,0,hexagon,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296086,2022-12-04_20h51.22.540,vts_reward_expectancy_bt,2022.2.4,Linux x86_64,60.04924038,Chrome,1366,768,,,l,2.4339,10,406,2,0,0,0,2,1,1,0,0,0,0,0,0,1,triangle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296086,2022-12-04_20h51.22.540,vts_reward_expectancy_bt,2022.2.4,Linux x86_64,60.04924038,Chrome,1366,768,,,l,7.3547,10,416,2,0,1,1,8,1,0,0,1,0,0,0,0,1,hexagon,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296086,2022-12-04_20h51.22.540,vts_reward_expectancy_bt,2022.2.4,Linux x86_64,60.04924038,Chrome,1366,768,,,l,0.3706,10,426,2,0,2,2,3,1,0,1,0,0,1,0,0,0,circle,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296086,2022-12-04_20h51.22.540,vts_reward_expectancy_bt,2022.2.4,Linux x86_64,60.04924038,Chrome,1366,768,,,l,1.4949,10,436,2,0,3,3,6,1,0,0,1,0,1,0,0,0,hexagon,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296086,2022-12-04_20h51.22.540,vts_reward_expectancy_bt,2022.2.4,Linux x86_64,60.04924038,Chrome,1366,768,,,l,0.9345,10,446,2,0,4,4,0,1,1,0,0,0,0,1,0,0,triangle,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296086,2022-12-04_20h51.22.540,vts_reward_expectancy_bt,2022.2.4,Linux x86_64,60.04924038,Chrome,1366,768,,,l,0.7097,1,447,2,0,5,5,10,1,0,0,0,1,0,1,0,0,star ,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296086,2022-12-04_20h51.22.540,vts_reward_expectancy_bt,2022.2.4,Linux x86_64,60.04924038,Chrome,1366,768,,,l,0.8695,10,457,2,0,6,6,5,1,0,1,0,0,0,0,0,1,circle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296086,2022-12-04_20h51.22.540,vts_reward_expectancy_bt,2022.2.4,Linux x86_64,60.04924038,Chrome,1366,768,,,a,1.5277,10,467,2,0,7,7,1,1,1,0,0,0,0,0,1,0,triangle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296086,2022-12-04_20h51.22.540,vts_reward_expectancy_bt,2022.2.4,Linux x86_64,60.04924038,Chrome,1366,768,,,l,1.7964,10,477,2,0,8,8,11,1,0,0,0,1,0,0,1,0,star,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296086,2022-12-04_20h51.22.540,vts_reward_expectancy_bt,2022.2.4,Linux x86_64,60.04924038,Chrome,1366,768,,,a,0.5048,1,478,2,0,9,9,4,1,0,1,0,0,0,0,1,0,circle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296086,2022-12-04_20h51.22.540,vts_reward_expectancy_bt,2022.2.4,Linux x86_64,60.04924038,Chrome,1366,768,,,l,0.3558,10,488,2,0,10,10,7,1,0,0,1,0,0,1,0,0,hexagon,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296086,2022-12-04_20h51.22.540,vts_reward_expectancy_bt,2022.2.4,Linux x86_64,60.04924038,Chrome,1366,768,,,l,2.9791,10,498,2,0,11,11,9,1,0,0,0,1,1,0,0,0,star,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296086,2022-12-04_20h51.22.540,vts_reward_expectancy_bt,2022.2.4,Linux x86_64,60.04924038,Chrome,1366,768,,,a,0.0293,10,508,2,1,0,12,9,1,0,0,0,1,1,0,0,0,star,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296086,2022-12-04_20h51.22.540,vts_reward_expectancy_bt,2022.2.4,Linux x86_64,60.04924038,Chrome,1366,768,,,l,0.4672,10,518,2,1,1,13,6,1,0,0,1,0,1,0,0,0,hexagon,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296086,2022-12-04_20h51.22.540,vts_reward_expectancy_bt,2022.2.4,Linux x86_64,60.04924038,Chrome,1366,768,,,a,0.7832,1,519,2,1,2,14,2,1,1,0,0,0,0,0,0,1,triangle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296086,2022-12-04_20h51.22.540,vts_reward_expectancy_bt,2022.2.4,Linux x86_64,60.04924038,Chrome,1366,768,,,l,0.4503,1,520,2,1,3,15,10,1,0,0,0,1,0,1,0,0,star ,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296086,2022-12-04_20h51.22.540,vts_reward_expectancy_bt,2022.2.4,Linux x86_64,60.04924038,Chrome,1366,768,,,a,0.2814,1,521,2,1,4,16,5,1,0,1,0,0,0,0,0,1,circle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296086,2022-12-04_20h51.22.540,vts_reward_expectancy_bt,2022.2.4,Linux x86_64,60.04924038,Chrome,1366,768,,,l,0.502,10,531,2,1,5,17,8,1,0,0,1,0,0,0,0,1,hexagon,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296086,2022-12-04_20h51.22.540,vts_reward_expectancy_bt,2022.2.4,Linux x86_64,60.04924038,Chrome,1366,768,,,a,0.3235,1,532,2,1,6,18,4,1,0,1,0,0,0,0,1,0,circle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296086,2022-12-04_20h51.22.540,vts_reward_expectancy_bt,2022.2.4,Linux x86_64,60.04924038,Chrome,1366,768,,,l,0.2864,10,542,2,1,7,19,7,1,0,0,1,0,0,1,0,0,hexagon,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296086,2022-12-04_20h51.22.540,vts_reward_expectancy_bt,2022.2.4,Linux x86_64,60.04924038,Chrome,1366,768,,,l,0.3575,1,543,2,1,8,20,1,1,1,0,0,0,0,0,1,0,triangle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296086,2022-12-04_20h51.22.540,vts_reward_expectancy_bt,2022.2.4,Linux x86_64,60.04924038,Chrome,1366,768,,,a,1.7649,1,544,2,1,9,21,11,1,0,0,0,1,0,0,1,0,star,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296086,2022-12-04_20h51.22.540,vts_reward_expectancy_bt,2022.2.4,Linux x86_64,60.04924038,Chrome,1366,768,,,l,0.4024,10,554,2,1,10,22,3,1,0,1,0,0,1,0,0,0,circle,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296086,2022-12-04_20h51.22.540,vts_reward_expectancy_bt,2022.2.4,Linux x86_64,60.04924038,Chrome,1366,768,,,l,0.5243,10,564,2,1,11,23,0,1,1,0,0,0,0,1,0,0,triangle,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296086,2022-12-04_20h51.22.540,vts_reward_expectancy_bt,2022.2.4,Linux x86_64,60.04924038,Chrome,1366,768,,,l,0.4211,10,574,2,2,0,24,2,1,1,0,0,0,0,0,0,1,triangle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296086,2022-12-04_20h51.22.540,vts_reward_expectancy_bt,2022.2.4,Linux x86_64,60.04924038,Chrome,1366,768,,,a,0.3894,1,575,2,2,1,25,8,1,0,0,1,0,0,0,0,1,hexagon,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296086,2022-12-04_20h51.22.540,vts_reward_expectancy_bt,2022.2.4,Linux x86_64,60.04924038,Chrome,1366,768,,,l,0.0692,10,585,2,2,2,26,11,1,0,0,0,1,0,0,1,0,star,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296086,2022-12-04_20h51.22.540,vts_reward_expectancy_bt,2022.2.4,Linux x86_64,60.04924038,Chrome,1366,768,,,l,0.677,1,586,2,2,3,27,10,1,0,0,0,1,0,1,0,0,star ,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296086,2022-12-04_20h51.22.540,vts_reward_expectancy_bt,2022.2.4,Linux x86_64,60.04924038,Chrome,1366,768,,,l,0.116,10,596,2,2,4,28,1,1,1,0,0,0,0,0,1,0,triangle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296086,2022-12-04_20h51.22.540,vts_reward_expectancy_bt,2022.2.4,Linux x86_64,60.04924038,Chrome,1366,768,,,a,0.4089,10,606,2,2,5,29,5,1,0,1,0,0,0,0,0,1,circle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296086,2022-12-04_20h51.22.540,vts_reward_expectancy_bt,2022.2.4,Linux x86_64,60.04924038,Chrome,1366,768,,,l,0.0009,10,616,2,2,6,30,6,1,0,0,1,0,1,0,0,0,hexagon,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296086,2022-12-04_20h51.22.540,vts_reward_expectancy_bt,2022.2.4,Linux x86_64,60.04924038,Chrome,1366,768,,,a,0.165,1,617,2,2,7,31,4,1,0,1,0,0,0,0,1,0,circle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296086,2022-12-04_20h51.22.540,vts_reward_expectancy_bt,2022.2.4,Linux x86_64,60.04924038,Chrome,1366,768,,,l,0.822,10,627,2,2,8,32,0,1,1,0,0,0,0,1,0,0,triangle,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296086,2022-12-04_20h51.22.540,vts_reward_expectancy_bt,2022.2.4,Linux x86_64,60.04924038,Chrome,1366,768,,,a,3.8002,10,637,2,2,9,33,9,1,0,0,0,1,1,0,0,0,star,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296086,2022-12-04_20h51.22.540,vts_reward_expectancy_bt,2022.2.4,Linux x86_64,60.04924038,Chrome,1366,768,,,l,0.3558,1,638,2,2,10,34,7,1,0,0,1,0,0,1,0,0,hexagon,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296086,2022-12-04_20h51.22.540,vts_reward_expectancy_bt,2022.2.4,Linux x86_64,60.04924038,Chrome,1366,768,,,a,0.0345,10,648,2,2,11,35,3,1,0,1,0,0,1,0,0,0,circle,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296086,2022-12-04_20h51.22.540,vts_reward_expectancy_bt,2022.2.4,Linux x86_64,60.04924038,Chrome,1366,768,,,,,,,,,,,,,,,,,,,,,,,F,146,circle,0,0,,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296086,2022-12-04_20h51.22.540,vts_reward_expectancy_bt,2022.2.4,Linux x86_64,60.04924038,Chrome,1366,768,,,,,,,,,,,,,,,,,,,,,,,B,174,hexagon,1,1,d,0,1,0,1,0,1,0.7204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296086,2022-12-04_20h51.22.540,vts_reward_expectancy_bt,2022.2.4,Linux x86_64,60.04924038,Chrome,1366,768,,,,,,,,,,,,,,,,,,,,,,,S,181,star,1,0,f,0,2,0,2,0,1,0.7499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296086,2022-12-04_20h51.22.540,vts_reward_expectancy_bt,2022.2.4,Linux x86_64,60.04924038,Chrome,1366,768,,,,,,,,,,,,,,,,,,,,,,,Y,160,triangle,1,0,f,0,3,0,3,0,1,0.7135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296086,2022-12-04_20h51.22.540,vts_reward_expectancy_bt,2022.2.4,Linux x86_64,60.04924038,Chrome,1366,768,,,,,,,,,,,,,,,,,,,,,,,U,125,circle,1,0,f,0,4,0,4,0,1,0.8723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296086,2022-12-04_20h51.22.540,vts_reward_expectancy_bt,2022.2.4,Linux x86_64,60.04924038,Chrome,1366,768,,,,,,,,,,,,,,,,,,,,,,,H,139,hexagon,1,0,d,0,5,0,5,0,1,0.8323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296086,2022-12-04_20h51.22.540,vts_reward_expectancy_bt,2022.2.4,Linux x86_64,60.04924038,Chrome,1366,768,,,,,,,,,,,,,,,,,,,,,,,W,167,star,1,0,f,0,6,0,6,0,1,0.8043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296086,2022-12-04_20h51.22.540,vts_reward_expectancy_bt,2022.2.4,Linux x86_64,60.04924038,Chrome,1366,768,,,,,,,,,,,,,,,,,,,,,,,D,132,triangle,1,0,d,0,7,0,7,0,1,0.6755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296086,2022-12-04_20h51.22.540,vts_reward_expectancy_bt,2022.2.4,Linux x86_64,60.04924038,Chrome,1366,768,,,,,,,,,,,,,,,,,,,,,,,F,146,circle,1,0,d,0,8,0,8,0,1,0.8044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296086,2022-12-04_20h51.22.540,vts_reward_expectancy_bt,2022.2.4,Linux x86_64,60.04924038,Chrome,1366,768,,,,,,,,,,,,,,,,,,,,,,,B,174,hexagon,1,0,d,0,9,0,9,0,1,1.0353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296086,2022-12-04_20h51.22.540,vts_reward_expectancy_bt,2022.2.4,Linux x86_64,60.04924038,Chrome,1366,768,,,,,,,,,,,,,,,,,,,,,,,S,160,circle,1,0,,1,,,,,,,k,1.2695,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296086,2022-12-04_20h51.22.540,vts_reward_expectancy_bt,2022.2.4,Linux x86_64,60.04924038,Chrome,1366,768,,,,,,,,,,,,,,,,,,,,,,,H,174,hexagon,1,0,,1,,,,,,,k,1.2726,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296086,2022-12-04_20h51.22.540,vts_reward_expectancy_bt,2022.2.4,Linux x86_64,60.04924038,Chrome,1366,768,,,,,,,,,,,,,,,,,,,,,,,D,146,star,1,0,,1,,,,,,,j,0.816,2,0,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296086,2022-12-04_20h51.22.540,vts_reward_expectancy_bt,2022.2.4,Linux x86_64,60.04924038,Chrome,1366,768,,,,,,,,,,,,,,,,,,,,,,,F,139,triangle,1,0,,1,,,,,,,j,0.8363,3,0,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296086,2022-12-04_20h51.22.540,vts_reward_expectancy_bt,2022.2.4,Linux x86_64,60.04924038,Chrome,1366,768,,,,,,,,,,,,,,,,,,,,,,,W,167,circle,1,0,,1,,,,,,,k,0.7569,4,0,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296086,2022-12-04_20h51.22.540,vts_reward_expectancy_bt,2022.2.4,Linux x86_64,60.04924038,Chrome,1366,768,,,,,,,,,,,,,,,,,,,,,,,U,132,hexagon,1,0,,1,,,,,,,j,0.8422,5,0,5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296086,2022-12-04_20h51.22.540,vts_reward_expectancy_bt,2022.2.4,Linux x86_64,60.04924038,Chrome,1366,768,,,,,,,,,,,,,,,,,,,,,,,Y,181,star,1,0,,1,,,,,,,k,1.2986,6,0,6,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296086,2022-12-04_20h51.22.540,vts_reward_expectancy_bt,2022.2.4,Linux x86_64,60.04924038,Chrome,1366,768,,,,,,,,,,,,,,,,,,,,,,,B,125,triangle,1,0,,1,,,,,,,j,0.635,7,0,7,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296086,2022-12-04_20h51.22.540,vts_reward_expectancy_bt,2022.2.4,Linux x86_64,60.04924038,Chrome,1366,768,,,,,,,,,,,,,,,,,,,,,,,S,160,triangle,1,0,,1,,,,,,,k,0.9202,8,0,8,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296086,2022-12-04_20h51.22.540,vts_reward_expectancy_bt,2022.2.4,Linux x86_64,60.04924038,Chrome,1366,768,,,,,,,,,,,,,,,,,,,,,,,H,174,star,1,0,,1,,,,,,,k,0.8336,9,0,9,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296086,2022-12-04_20h51.22.540,vts_reward_expectancy_bt,2022.2.4,Linux x86_64,60.04924038,Chrome,1366,768,,,,,0,648,,,,,,,,,,,,,,,,,F,181,star,-1,0,,2,,,,,,,,,,,,,,-1,no_choice,NA,,vtsPrac,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,
296086,2022-12-04_20h51.22.540,vts_reward_expectancy_bt,2022.2.4,Linux x86_64,60.04924038,Chrome,1366,768,,,,,0,648,,,,,,,,,,,,,,,,,W,146,hexagon,1,0,,2,,,,,,,,,,,,,,switch,number,numSwt,j,vtsPrac,1,0,1,0,1,2.232,,,,,,,,,,,,,,,,,,,,,,,
296086,2022-12-04_20h51.22.540,vts_reward_expectancy_bt,2022.2.4,Linux x86_64,60.04924038,Chrome,1366,768,,,,,0,648,,,,,,,,,,,,,,,,,U,132,star,1,0,,2,,,,,,,,,,,,,,repeat,number,numRpt,j,vtsPrac,2,0,2,0,1,0.937,,,,,,,,,,,,,,,,,,,,,,,
296086,2022-12-04_20h51.22.540,vts_reward_expectancy_bt,2022.2.4,Linux x86_64,60.04924038,Chrome,1366,768,,,,,0,648,,,,,,,,,,,,,,,,,S,160,hexagon,-1,0,,2,,,,,,,,,,,,,,switch,no_choice,NA,,vtsPrac,3,0,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,
296086,2022-12-04_20h51.22.540,vts_reward_expectancy_bt,2022.2.4,Linux x86_64,60.04924038,Chrome,1366,768,,,,,0,648,,,,,,,,,,,,,,,,,F,181,star,-1,0,,2,,,,,,,,,,,,,,repeat,no_choice,NA,,vtsPrac,4,0,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,
296086,2022-12-04_20h51.22.540,vts_reward_expectancy_bt,2022.2.4,Linux x86_64,60.04924038,Chrome,1366,768,,,,,0,648,,,,,,,,,,,,,,,,,W,146,triangle,1,0,,2,,,,,,,,,,,,,,switch,number,numSwt,j,vtsPrac,5,0,5,0,1,1.8834,,,,,,,,,,,,,,,,,,,,,,,
296086,2022-12-04_20h51.22.540,vts_reward_expectancy_bt,2022.2.4,Linux x86_64,60.04924038,Chrome,1366,768,,,,,0,648,,,,,,,,,,,,,,,,,U,132,hexagon,0,0,,2,,,,,,,,,,,,,,repeat,number,NA,k,vtsPrac,6,0,6,0,1,2.1677,,,,,,,,,,,,,,,,,,,,,,,
296086,2022-12-04_20h51.22.540,vts_reward_expectancy_bt,2022.2.4,Linux x86_64,60.04924038,Chrome,1366,768,,,,,0,648,,,,,,,,,,,,,,,,,S,160,circle,0,1,,2,,,,,,,,,,,,,,repeat,number,NA,j,vtsPrac,7,0,7,0,1,0.6791,,,,,,,,,,,,,,,,,,,,,,,
296086,2022-12-04_20h51.22.540,vts_reward_expectancy_bt,2022.2.4,Linux x86_64,60.04924038,Chrome,1366,768,,,,,0,648,,,,,,,,,,,,,,,,,F,139,hexagon,1,1,,2,,,,,,,,,,,,,,repeat,number,numRpt,j,vtsPrac,8,0,8,0,1,0.8718,,,,,,,,,,,,,,,,,,,,,,,
