participant,date,expName,psychopyVersion,OS,frameRate,browser,xResolution,yResolution,key_resp.keys,key_resp.rt,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,training.ran,LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,curr_topStim,curr_bottStim,curr_shape,acc,E1,target_resp_prac1.keys,pracBlock,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task1_prac_trials.ran,target_resp_prac1.rt,target_resp_prac2.keys,target_resp_prac2.rt,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,task2_praac_trials.ran,alt,task,condition,target_resp.keys,rewCond,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,vts_practice_trials.ran,target_resp.rt,blockNum,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,trials_norew.ran,key_resp_2.keys,key_resp_2.rt,rewExpectancy,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,trials_rew.ran,Q1,Q2,Q2_text,Q3,Q4,Q5_text,Q5,xRes,yRes
295405,2022-12-06_19h50.10.542,vts_reward_expectancy_bt,2022.2.4,Win32,29.92399306,Chrome,1280,720,,,a,2.3619,10,115,0,2,0,24,4,1,0,1,0,0,0,0,1,0,circle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295405,2022-12-06_19h50.10.542,vts_reward_expectancy_bt,2022.2.4,Win32,29.92399306,Chrome,1280,720,,,l,1.1168,1,116,0,2,1,25,7,1,0,0,1,0,0,1,0,0,hexagon,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295405,2022-12-06_19h50.10.542,vts_reward_expectancy_bt,2022.2.4,Win32,29.92399306,Chrome,1280,720,,,a,6.954,1,117,0,2,2,26,1,1,1,0,0,0,0,0,1,0,triangle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295405,2022-12-06_19h50.10.542,vts_reward_expectancy_bt,2022.2.4,Win32,29.92399306,Chrome,1280,720,,,l,3.0532,10,127,0,2,3,27,8,1,0,0,1,0,0,0,0,1,hexagon,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295405,2022-12-06_19h50.10.542,vts_reward_expectancy_bt,2022.2.4,Win32,29.92399306,Chrome,1280,720,,,l,2.2223,10,137,0,2,4,28,10,1,0,0,0,1,0,1,0,0,star ,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295405,2022-12-06_19h50.10.542,vts_reward_expectancy_bt,2022.2.4,Win32,29.92399306,Chrome,1280,720,,,a,1.5718,10,147,0,2,5,29,9,1,0,0,0,1,1,0,0,0,star,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295405,2022-12-06_19h50.10.542,vts_reward_expectancy_bt,2022.2.4,Win32,29.92399306,Chrome,1280,720,,,a,1.2228,10,157,0,2,6,30,11,1,0,0,0,1,0,0,1,0,star,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295405,2022-12-06_19h50.10.542,vts_reward_expectancy_bt,2022.2.4,Win32,29.92399306,Chrome,1280,720,,,l,1.1335,10,167,0,2,7,31,2,1,1,0,0,0,0,0,0,1,triangle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295405,2022-12-06_19h50.10.542,vts_reward_expectancy_bt,2022.2.4,Win32,29.92399306,Chrome,1280,720,,,l,0.7719,10,177,0,2,8,32,0,1,1,0,0,0,0,1,0,0,triangle,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295405,2022-12-06_19h50.10.542,vts_reward_expectancy_bt,2022.2.4,Win32,29.92399306,Chrome,1280,720,,,a,2.7174,1,178,0,2,9,33,6,1,0,0,1,0,1,0,0,0,hexagon,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295405,2022-12-06_19h50.10.542,vts_reward_expectancy_bt,2022.2.4,Win32,29.92399306,Chrome,1280,720,,,a,2.7038,10,188,0,2,10,34,5,1,0,1,0,0,0,0,0,1,circle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295405,2022-12-06_19h50.10.542,vts_reward_expectancy_bt,2022.2.4,Win32,29.92399306,Chrome,1280,720,,,a,0.9065,10,198,0,2,11,35,3,1,0,1,0,0,1,0,0,0,circle,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295405,2022-12-06_19h50.10.542,vts_reward_expectancy_bt,2022.2.4,Win32,29.92399306,Chrome,1280,720,,,l,1.8723,10,208,1,0,0,0,0,1,1,0,0,0,0,1,0,0,triangle,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295405,2022-12-06_19h50.10.542,vts_reward_expectancy_bt,2022.2.4,Win32,29.92399306,Chrome,1280,720,,,a,0.7933,10,218,1,0,1,1,3,1,0,1,0,0,1,0,0,0,circle,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295405,2022-12-06_19h50.10.542,vts_reward_expectancy_bt,2022.2.4,Win32,29.92399306,Chrome,1280,720,,,a,1.2217,10,228,1,0,2,2,5,1,0,1,0,0,0,0,0,1,circle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295405,2022-12-06_19h50.10.542,vts_reward_expectancy_bt,2022.2.4,Win32,29.92399306,Chrome,1280,720,,,a,0.8127,10,238,1,0,3,3,9,1,0,0,0,1,1,0,0,0,star,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295405,2022-12-06_19h50.10.542,vts_reward_expectancy_bt,2022.2.4,Win32,29.92399306,Chrome,1280,720,,,a,3.7728,1,239,1,0,4,4,6,1,0,0,1,0,1,0,0,0,hexagon,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295405,2022-12-06_19h50.10.542,vts_reward_expectancy_bt,2022.2.4,Win32,29.92399306,Chrome,1280,720,,,l,1.6004,10,249,1,0,5,5,10,1,0,0,0,1,0,1,0,0,star ,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295405,2022-12-06_19h50.10.542,vts_reward_expectancy_bt,2022.2.4,Win32,29.92399306,Chrome,1280,720,,,a,1.0024,10,259,1,0,6,6,4,1,0,1,0,0,0,0,1,0,circle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295405,2022-12-06_19h50.10.542,vts_reward_expectancy_bt,2022.2.4,Win32,29.92399306,Chrome,1280,720,,,l,1.0176,10,269,1,0,7,7,7,1,0,0,1,0,0,1,0,0,hexagon,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295405,2022-12-06_19h50.10.542,vts_reward_expectancy_bt,2022.2.4,Win32,29.92399306,Chrome,1280,720,,,a,2.9975,1,270,1,0,8,8,1,1,1,0,0,0,0,0,1,0,triangle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295405,2022-12-06_19h50.10.542,vts_reward_expectancy_bt,2022.2.4,Win32,29.92399306,Chrome,1280,720,,,a,1.6727,1,271,1,0,9,9,11,1,0,0,0,1,0,0,1,0,star,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295405,2022-12-06_19h50.10.542,vts_reward_expectancy_bt,2022.2.4,Win32,29.92399306,Chrome,1280,720,,,l,1.5709,10,281,1,0,10,10,8,1,0,0,1,0,0,0,0,1,hexagon,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295405,2022-12-06_19h50.10.542,vts_reward_expectancy_bt,2022.2.4,Win32,29.92399306,Chrome,1280,720,,,l,1.8367,10,291,1,0,11,11,2,1,1,0,0,0,0,0,0,1,triangle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295405,2022-12-06_19h50.10.542,vts_reward_expectancy_bt,2022.2.4,Win32,29.92399306,Chrome,1280,720,,,l,1.3884,10,301,1,1,0,12,0,1,1,0,0,0,0,1,0,0,triangle,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295405,2022-12-06_19h50.10.542,vts_reward_expectancy_bt,2022.2.4,Win32,29.92399306,Chrome,1280,720,,,l,7.3526,10,311,1,1,1,13,2,1,1,0,0,0,0,0,0,1,triangle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295405,2022-12-06_19h50.10.542,vts_reward_expectancy_bt,2022.2.4,Win32,29.92399306,Chrome,1280,720,,,a,1.5456,1,312,1,1,2,14,5,1,0,1,0,0,0,0,0,1,circle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295405,2022-12-06_19h50.10.542,vts_reward_expectancy_bt,2022.2.4,Win32,29.92399306,Chrome,1280,720,,,a,3.3839,1,313,1,1,3,15,4,1,0,1,0,0,0,0,1,0,circle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295405,2022-12-06_19h50.10.542,vts_reward_expectancy_bt,2022.2.4,Win32,29.92399306,Chrome,1280,720,,,l,2.7726,10,323,1,1,4,16,6,1,0,0,1,0,1,0,0,0,hexagon,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295405,2022-12-06_19h50.10.542,vts_reward_expectancy_bt,2022.2.4,Win32,29.92399306,Chrome,1280,720,,,a,1.904,10,333,1,1,5,17,10,1,0,0,0,1,0,1,0,0,star ,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295405,2022-12-06_19h50.10.542,vts_reward_expectancy_bt,2022.2.4,Win32,29.92399306,Chrome,1280,720,,,l,1.7887,1,334,1,1,6,18,3,1,0,1,0,0,1,0,0,0,circle,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295405,2022-12-06_19h50.10.542,vts_reward_expectancy_bt,2022.2.4,Win32,29.92399306,Chrome,1280,720,,,l,2.2539,1,335,1,1,7,19,9,1,0,0,0,1,1,0,0,0,star,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295405,2022-12-06_19h50.10.542,vts_reward_expectancy_bt,2022.2.4,Win32,29.92399306,Chrome,1280,720,,,l,3.1179,10,345,1,1,8,20,7,1,0,0,1,0,0,1,0,0,hexagon,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295405,2022-12-06_19h50.10.542,vts_reward_expectancy_bt,2022.2.4,Win32,29.92399306,Chrome,1280,720,,,l,2.3747,10,355,1,1,9,21,8,1,0,0,1,0,0,0,0,1,hexagon,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295405,2022-12-06_19h50.10.542,vts_reward_expectancy_bt,2022.2.4,Win32,29.92399306,Chrome,1280,720,,,a,1.5375,10,365,1,1,10,22,11,1,0,0,0,1,0,0,1,0,star,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295405,2022-12-06_19h50.10.542,vts_reward_expectancy_bt,2022.2.4,Win32,29.92399306,Chrome,1280,720,,,a,3.9722,1,366,1,1,11,23,1,1,1,0,0,0,0,0,1,0,triangle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295405,2022-12-06_19h50.10.542,vts_reward_expectancy_bt,2022.2.4,Win32,29.92399306,Chrome,1280,720,,,a,2.8113,1,367,1,2,0,24,6,1,0,0,1,0,1,0,0,0,hexagon,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295405,2022-12-06_19h50.10.542,vts_reward_expectancy_bt,2022.2.4,Win32,29.92399306,Chrome,1280,720,,,l,1.2734,1,368,1,2,1,25,7,1,0,0,1,0,0,1,0,0,hexagon,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295405,2022-12-06_19h50.10.542,vts_reward_expectancy_bt,2022.2.4,Win32,29.92399306,Chrome,1280,720,,,l,1.7202,10,378,1,2,2,26,5,1,0,1,0,0,0,0,0,1,circle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295405,2022-12-06_19h50.10.542,vts_reward_expectancy_bt,2022.2.4,Win32,29.92399306,Chrome,1280,720,,,l,2.055,1,379,1,2,3,27,1,1,1,0,0,0,0,0,1,0,triangle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295405,2022-12-06_19h50.10.542,vts_reward_expectancy_bt,2022.2.4,Win32,29.92399306,Chrome,1280,720,,,a,3.387,10,389,1,2,4,28,9,1,0,0,0,1,1,0,0,0,star,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295405,2022-12-06_19h50.10.542,vts_reward_expectancy_bt,2022.2.4,Win32,29.92399306,Chrome,1280,720,,,l,1.7209,10,399,1,2,5,29,8,1,0,0,1,0,0,0,0,1,hexagon,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295405,2022-12-06_19h50.10.542,vts_reward_expectancy_bt,2022.2.4,Win32,29.92399306,Chrome,1280,720,,,l,1.8373,10,409,1,2,6,30,0,1,1,0,0,0,0,1,0,0,triangle,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295405,2022-12-06_19h50.10.542,vts_reward_expectancy_bt,2022.2.4,Win32,29.92399306,Chrome,1280,720,,,a,1.0877,10,419,1,2,7,31,3,1,0,1,0,0,1,0,0,0,circle,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295405,2022-12-06_19h50.10.542,vts_reward_expectancy_bt,2022.2.4,Win32,29.92399306,Chrome,1280,720,,,a,1.4059,10,429,1,2,8,32,11,1,0,0,0,1,0,0,1,0,star,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295405,2022-12-06_19h50.10.542,vts_reward_expectancy_bt,2022.2.4,Win32,29.92399306,Chrome,1280,720,,,l,1.4331,10,439,1,2,9,33,2,1,1,0,0,0,0,0,0,1,triangle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295405,2022-12-06_19h50.10.542,vts_reward_expectancy_bt,2022.2.4,Win32,29.92399306,Chrome,1280,720,,,l,5.7537,10,449,1,2,10,34,10,1,0,0,0,1,0,1,0,0,star ,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295405,2022-12-06_19h50.10.542,vts_reward_expectancy_bt,2022.2.4,Win32,29.92399306,Chrome,1280,720,,,a,3.7537,10,459,1,2,11,35,4,1,0,1,0,0,0,0,1,0,circle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295405,2022-12-06_19h50.10.542,vts_reward_expectancy_bt,2022.2.4,Win32,29.92399306,Chrome,1280,720,,,l,1.8017,10,469,2,0,0,0,7,1,0,0,1,0,0,1,0,0,hexagon,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295405,2022-12-06_19h50.10.542,vts_reward_expectancy_bt,2022.2.4,Win32,29.92399306,Chrome,1280,720,,,a,2.0172,1,470,2,0,1,1,1,1,1,0,0,0,0,0,1,0,triangle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295405,2022-12-06_19h50.10.542,vts_reward_expectancy_bt,2022.2.4,Win32,29.92399306,Chrome,1280,720,,,a,2.0871,10,480,2,0,2,2,9,1,0,0,0,1,1,0,0,0,star,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
