participant,date,expName,psychopyVersion,OS,frameRate,browser,xResolution,yResolution,key_resp.keys,key_resp.rt,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,training.ran,LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,curr_topStim,curr_bottStim,curr_shape,acc,E1,target_resp_prac1.keys,target_resp_prac1.rt,pracBlock,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task1_prac_trials.ran,target_resp_prac2.keys,target_resp_prac2.rt,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,task2_praac_trials.ran,alt,task,condition,target_resp.keys,target_resp.rt,rewCond,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,vts_practice_trials.ran,blockNum,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,trials_norew.ran,key_resp_2.keys,key_resp_2.rt,rewExpect,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,trials_rew.ran,Q1,Q2,Q2_text,Q3,Q4,Q5,Q5_text,xRes,yRes
297133,2022-10-04_19h25.01.210,vts_reward_expectancy,2022.2.4,MacIntel,60.0024001,Chrome,1440,900,,,l,1.179,10,229,1,0,3,3,4,1,0,1,0,0,0,0,1,0,circle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297133,2022-10-04_19h25.01.210,vts_reward_expectancy,2022.2.4,MacIntel,60.0024001,Chrome,1440,900,,,a,1.0423,10,239,1,0,4,4,6,1,0,0,1,0,1,0,0,0,hexagon,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297133,2022-10-04_19h25.01.210,vts_reward_expectancy,2022.2.4,MacIntel,60.0024001,Chrome,1440,900,,,l,0.7836,10,249,1,0,5,5,1,1,1,0,0,0,0,0,1,0,triangle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297133,2022-10-04_19h25.01.210,vts_reward_expectancy,2022.2.4,MacIntel,60.0024001,Chrome,1440,900,,,l,1.8428,10,259,1,0,6,6,11,1,0,0,0,1,0,0,1,0,star,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297133,2022-10-04_19h25.01.210,vts_reward_expectancy,2022.2.4,MacIntel,60.0024001,Chrome,1440,900,,,l,0.8194,1,260,1,0,7,7,5,1,0,1,0,0,0,0,0,1,circle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297133,2022-10-04_19h25.01.210,vts_reward_expectancy,2022.2.4,MacIntel,60.0024001,Chrome,1440,900,,,a,0.7228,10,270,1,0,8,8,7,1,0,0,1,0,0,1,0,0,hexagon,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297133,2022-10-04_19h25.01.210,vts_reward_expectancy,2022.2.4,MacIntel,60.0024001,Chrome,1440,900,,,a,1.215,10,280,1,0,9,9,8,1,0,0,1,0,0,0,0,1,hexagon,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297133,2022-10-04_19h25.01.210,vts_reward_expectancy,2022.2.4,MacIntel,60.0024001,Chrome,1440,900,,,l,1.18,10,290,1,0,10,10,0,1,1,0,0,0,0,1,0,0,triangle,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297133,2022-10-04_19h25.01.210,vts_reward_expectancy,2022.2.4,MacIntel,60.0024001,Chrome,1440,900,,,a,1.1029,10,300,1,0,11,11,10,1,0,0,0,1,0,1,0,0,star ,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297133,2022-10-04_19h25.01.210,vts_reward_expectancy,2022.2.4,MacIntel,60.0024001,Chrome,1440,900,,,l,1.5698,1,301,1,1,0,12,5,1,0,1,0,0,0,0,0,1,circle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297133,2022-10-04_19h25.01.210,vts_reward_expectancy,2022.2.4,MacIntel,60.0024001,Chrome,1440,900,,,a,0.9797,10,311,1,1,1,13,7,1,0,0,1,0,0,1,0,0,hexagon,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297133,2022-10-04_19h25.01.210,vts_reward_expectancy,2022.2.4,MacIntel,60.0024001,Chrome,1440,900,,,a,2.2022,10,321,1,1,2,14,9,1,0,0,0,1,1,0,0,0,star,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297133,2022-10-04_19h25.01.210,vts_reward_expectancy,2022.2.4,MacIntel,60.0024001,Chrome,1440,900,,,a,3.3067,1,322,1,1,3,15,6,1,0,0,1,0,1,0,0,0,hexagon,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297133,2022-10-04_19h25.01.210,vts_reward_expectancy,2022.2.4,MacIntel,60.0024001,Chrome,1440,900,,,l,2.8849,10,332,1,1,4,16,0,1,1,0,0,0,0,1,0,0,triangle,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297133,2022-10-04_19h25.01.210,vts_reward_expectancy,2022.2.4,MacIntel,60.0024001,Chrome,1440,900,,,a,1.083,10,342,1,1,5,17,10,1,0,0,0,1,0,1,0,0,star ,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297133,2022-10-04_19h25.01.210,vts_reward_expectancy,2022.2.4,MacIntel,60.0024001,Chrome,1440,900,,,l,2.6287,10,352,1,1,6,18,2,1,1,0,0,0,0,0,0,1,triangle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297133,2022-10-04_19h25.01.210,vts_reward_expectancy,2022.2.4,MacIntel,60.0024001,Chrome,1440,900,,,a,1.6224,1,353,1,1,7,19,3,1,0,1,0,0,1,0,0,0,circle,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297133,2022-10-04_19h25.01.210,vts_reward_expectancy,2022.2.4,MacIntel,60.0024001,Chrome,1440,900,,,l,0.9539,10,363,1,1,8,20,1,1,1,0,0,0,0,0,1,0,triangle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297133,2022-10-04_19h25.01.210,vts_reward_expectancy,2022.2.4,MacIntel,60.0024001,Chrome,1440,900,,,a,1.121,10,373,1,1,9,21,8,1,0,0,1,0,0,0,0,1,hexagon,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297133,2022-10-04_19h25.01.210,vts_reward_expectancy,2022.2.4,MacIntel,60.0024001,Chrome,1440,900,,,l,1.065,10,383,1,1,10,22,4,1,0,1,0,0,0,0,1,0,circle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297133,2022-10-04_19h25.01.210,vts_reward_expectancy,2022.2.4,MacIntel,60.0024001,Chrome,1440,900,,,l,1.0401,10,393,1,1,11,23,11,1,0,0,0,1,0,0,1,0,star,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297133,2022-10-04_19h25.01.210,vts_reward_expectancy,2022.2.4,MacIntel,60.0024001,Chrome,1440,900,,,a,2.1014,1,394,1,2,0,24,8,1,0,0,1,0,0,0,0,1,hexagon,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297133,2022-10-04_19h25.01.210,vts_reward_expectancy,2022.2.4,MacIntel,60.0024001,Chrome,1440,900,,,a,0.6402,1,395,1,2,1,25,6,1,0,0,1,0,1,0,0,0,hexagon,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297133,2022-10-04_19h25.01.210,vts_reward_expectancy,2022.2.4,MacIntel,60.0024001,Chrome,1440,900,,,l,0.5678,10,405,1,2,2,26,4,1,0,1,0,0,0,0,1,0,circle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297133,2022-10-04_19h25.01.210,vts_reward_expectancy,2022.2.4,MacIntel,60.0024001,Chrome,1440,900,,,a,1.4171,10,415,1,2,3,27,11,1,0,0,0,1,0,0,1,0,star,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297133,2022-10-04_19h25.01.210,vts_reward_expectancy,2022.2.4,MacIntel,60.0024001,Chrome,1440,900,,,l,0.652,1,416,1,2,4,28,2,1,1,0,0,0,0,0,0,1,triangle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297133,2022-10-04_19h25.01.210,vts_reward_expectancy,2022.2.4,MacIntel,60.0024001,Chrome,1440,900,,,l,0.7911,1,417,1,2,5,29,5,1,0,1,0,0,0,0,0,1,circle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297133,2022-10-04_19h25.01.210,vts_reward_expectancy,2022.2.4,MacIntel,60.0024001,Chrome,1440,900,,,a,0.7581,1,418,1,2,6,30,10,1,0,0,0,1,0,1,0,0,star ,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297133,2022-10-04_19h25.01.210,vts_reward_expectancy,2022.2.4,MacIntel,60.0024001,Chrome,1440,900,,,a,1.1282,1,419,1,2,7,31,3,1,0,1,0,0,1,0,0,0,circle,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297133,2022-10-04_19h25.01.210,vts_reward_expectancy,2022.2.4,MacIntel,60.0024001,Chrome,1440,900,,,l,0.7998,1,420,1,2,8,32,7,1,0,0,1,0,0,1,0,0,hexagon,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297133,2022-10-04_19h25.01.210,vts_reward_expectancy,2022.2.4,MacIntel,60.0024001,Chrome,1440,900,,,l,0.7363,10,430,1,2,9,33,0,1,1,0,0,0,0,1,0,0,triangle,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297133,2022-10-04_19h25.01.210,vts_reward_expectancy,2022.2.4,MacIntel,60.0024001,Chrome,1440,900,,,l,0.8982,1,431,1,2,10,34,1,1,1,0,0,0,0,0,1,0,triangle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297133,2022-10-04_19h25.01.210,vts_reward_expectancy,2022.2.4,MacIntel,60.0024001,Chrome,1440,900,,,l,0.9148,1,432,1,2,11,35,9,1,0,0,0,1,1,0,0,0,star,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297133,2022-10-04_19h25.01.210,vts_reward_expectancy,2022.2.4,MacIntel,60.0024001,Chrome,1440,900,,,l,1.574,10,442,2,0,0,0,5,1,0,1,0,0,0,0,0,1,circle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297133,2022-10-04_19h25.01.210,vts_reward_expectancy,2022.2.4,MacIntel,60.0024001,Chrome,1440,900,,,a,1.3443,1,443,2,0,1,1,2,1,1,0,0,0,0,0,0,1,triangle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297133,2022-10-04_19h25.01.210,vts_reward_expectancy,2022.2.4,MacIntel,60.0024001,Chrome,1440,900,,,a,1.1688,10,453,2,0,2,2,11,1,0,0,0,1,0,0,1,0,star,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297133,2022-10-04_19h25.01.210,vts_reward_expectancy,2022.2.4,MacIntel,60.0024001,Chrome,1440,900,,,a,1.5308,10,463,2,0,3,3,6,1,0,0,1,0,1,0,0,0,hexagon,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
