participant,date,expName,psychopyVersion,OS,frameRate,browser,xResolution,yResolution,key_resp.keys,key_resp.rt,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,training.ran,LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,curr_topStim,curr_bottStim,curr_shape,acc,E1,target_resp_prac1.keys,target_resp_prac1.rt,pracBlock,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task1_prac_trials.ran,target_resp_prac2.keys,target_resp_prac2.rt,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,task2_praac_trials.ran,alt,task,condition,target_resp.keys,target_resp.rt,rewCond,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,vts_practice_trials.ran,blockNum,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,trials_norew.ran,key_resp_2.keys,key_resp_2.rt,rewExpectancy,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,trials_rew.ran,Q1,Q2,Q2_text,Q3,Q4,Q5_text,xRes,yRes
298240,2022-12-07_13h59.01.580,vts_reward_expectancy_bt,2022.2.4,Win32,60.6391365,Chrome,1536,864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298240,2022-12-07_13h59.01.580,vts_reward_expectancy_bt,2022.2.4,Win32,60.6391365,Chrome,1536,864,space,29.0616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298240,2022-12-07_13h59.01.580,vts_reward_expectancy_bt,2022.2.4,Win32,60.6391365,Chrome,1536,864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298240,2022-12-07_13h59.01.580,vts_reward_expectancy_bt,2022.2.4,Win32,60.6391365,Chrome,1536,864,,,a,1.2544,0,0,0,0,0,0,10,1,0,0,0,1,0,1,0,0,star ,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298240,2022-12-07_13h59.01.580,vts_reward_expectancy_bt,2022.2.4,Win32,60.6391365,Chrome,1536,864,,,l,0.8595,10,10,0,0,1,1,5,1,0,1,0,0,0,0,0,1,circle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298240,2022-12-07_13h59.01.580,vts_reward_expectancy_bt,2022.2.4,Win32,60.6391365,Chrome,1536,864,,,l,1.169,1,11,0,0,2,2,7,1,0,0,1,0,0,1,0,0,hexagon,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298240,2022-12-07_13h59.01.580,vts_reward_expectancy_bt,2022.2.4,Win32,60.6391365,Chrome,1536,864,,,a,1.2694,1,12,0,0,3,3,3,1,0,1,0,0,1,0,0,0,circle,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298240,2022-12-07_13h59.01.580,vts_reward_expectancy_bt,2022.2.4,Win32,60.6391365,Chrome,1536,864,,,l,0.9533,1,13,0,0,4,4,4,1,0,1,0,0,0,0,1,0,circle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298240,2022-12-07_13h59.01.580,vts_reward_expectancy_bt,2022.2.4,Win32,60.6391365,Chrome,1536,864,,,a,0.9696,10,23,0,0,5,5,1,1,1,0,0,0,0,0,1,0,triangle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298240,2022-12-07_13h59.01.580,vts_reward_expectancy_bt,2022.2.4,Win32,60.6391365,Chrome,1536,864,,,l,1.1462,10,33,0,0,6,6,8,1,0,0,1,0,0,0,0,1,hexagon,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298240,2022-12-07_13h59.01.580,vts_reward_expectancy_bt,2022.2.4,Win32,60.6391365,Chrome,1536,864,,,l,1.3694,10,43,0,0,7,7,9,1,0,0,0,1,1,0,0,0,star,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298240,2022-12-07_13h59.01.580,vts_reward_expectancy_bt,2022.2.4,Win32,60.6391365,Chrome,1536,864,,,l,0.9016,1,44,0,0,8,8,6,1,0,0,1,0,1,0,0,0,hexagon,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298240,2022-12-07_13h59.01.580,vts_reward_expectancy_bt,2022.2.4,Win32,60.6391365,Chrome,1536,864,,,a,0.9703,1,45,0,0,9,9,0,1,1,0,0,0,0,1,0,0,triangle,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298240,2022-12-07_13h59.01.580,vts_reward_expectancy_bt,2022.2.4,Win32,60.6391365,Chrome,1536,864,,,l,0.7424,10,55,0,0,10,10,2,1,1,0,0,0,0,0,0,1,triangle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298240,2022-12-07_13h59.01.580,vts_reward_expectancy_bt,2022.2.4,Win32,60.6391365,Chrome,1536,864,,,l,0.903,1,56,0,0,11,11,11,1,0,0,0,1,0,0,1,0,star,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
