participant,date,expName,psychopyVersion,OS,frameRate,browser,xResolution,yResolution,key_resp.keys,key_resp.rt,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,training.ran,LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,curr_topStim,curr_bottStim,curr_shape,acc,E1,target_resp_prac1.keys,pracBlock,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task1_prac_trials.ran,target_resp_prac1.rt,target_resp_prac2.keys,target_resp_prac2.rt,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,task2_praac_trials.ran,alt,task,condition,target_resp.keys,target_resp.rt,rewCond,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,vts_practice_trials.ran,blockNum,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,trials_norew.ran,key_resp_2.keys,key_resp_2.rt,rewExpect,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,trials_rew.ran,Q1,Q2,Q2_text,Q3,Q4,Q5,Q5_text,xRes,yRes
296050,2022-10-02_13h03.18.091,vts_reward_expectancy,2022.2.4,Win32,60.18657839,Chrome,1280,800,,,a,2.53,10,44,0,0,7,7,7,1,0,0,1,0,0,1,0,0,hexagon,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296050,2022-10-02_13h03.18.091,vts_reward_expectancy,2022.2.4,Win32,60.18657839,Chrome,1280,800,,,l,3.6019,10,54,0,0,8,8,1,1,1,0,0,0,0,0,1,0,triangle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296050,2022-10-02_13h03.18.091,vts_reward_expectancy,2022.2.4,Win32,60.18657839,Chrome,1280,800,,,l,2.2655,10,64,0,0,9,9,4,1,0,1,0,0,0,0,1,0,circle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296050,2022-10-02_13h03.18.091,vts_reward_expectancy,2022.2.4,Win32,60.18657839,Chrome,1280,800,,,l,2.4002,10,74,0,0,10,10,10,1,0,0,0,1,0,1,0,0,star ,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296050,2022-10-02_13h03.18.091,vts_reward_expectancy,2022.2.4,Win32,60.18657839,Chrome,1280,800,,,l,1.7226,10,84,0,0,11,11,11,1,0,0,0,1,0,0,1,0,star,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296050,2022-10-02_13h03.18.091,vts_reward_expectancy,2022.2.4,Win32,60.18657839,Chrome,1280,800,,,l,1.9451,1,85,0,1,0,12,0,1,1,0,0,0,0,1,0,0,triangle,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296050,2022-10-02_13h03.18.091,vts_reward_expectancy,2022.2.4,Win32,60.18657839,Chrome,1280,800,,,a,3.4326,10,95,0,1,1,13,7,1,0,0,1,0,0,1,0,0,hexagon,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296050,2022-10-02_13h03.18.091,vts_reward_expectancy,2022.2.4,Win32,60.18657839,Chrome,1280,800,,,l,2.412,10,105,0,1,2,14,4,1,0,1,0,0,0,0,1,0,circle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296050,2022-10-02_13h03.18.091,vts_reward_expectancy,2022.2.4,Win32,60.18657839,Chrome,1280,800,,,a,1.7004,1,106,0,1,3,15,2,1,1,0,0,0,0,0,0,1,triangle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296050,2022-10-02_13h03.18.091,vts_reward_expectancy,2022.2.4,Win32,60.18657839,Chrome,1280,800,,,a,2.1006,10,116,0,1,4,16,8,1,0,0,1,0,0,0,0,1,hexagon,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296050,2022-10-02_13h03.18.091,vts_reward_expectancy,2022.2.4,Win32,60.18657839,Chrome,1280,800,,,l,1.8355,10,126,0,1,5,17,3,1,0,1,0,0,1,0,0,0,circle,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296050,2022-10-02_13h03.18.091,vts_reward_expectancy,2022.2.4,Win32,60.18657839,Chrome,1280,800,,,l,2.7658,1,127,0,1,6,18,10,1,0,0,0,1,0,1,0,0,star ,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296050,2022-10-02_13h03.18.091,vts_reward_expectancy,2022.2.4,Win32,60.18657839,Chrome,1280,800,,,l,1.3912,10,137,0,1,7,19,11,1,0,0,0,1,0,0,1,0,star,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296050,2022-10-02_13h03.18.091,vts_reward_expectancy,2022.2.4,Win32,60.18657839,Chrome,1280,800,,,l,2.4152,10,147,0,1,8,20,5,1,0,1,0,0,0,0,0,1,circle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296050,2022-10-02_13h03.18.091,vts_reward_expectancy,2022.2.4,Win32,60.18657839,Chrome,1280,800,,,a,1.301,10,157,0,1,9,21,6,1,0,0,1,0,1,0,0,0,hexagon,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296050,2022-10-02_13h03.18.091,vts_reward_expectancy,2022.2.4,Win32,60.18657839,Chrome,1280,800,,,a,3.4517,1,158,0,1,10,22,9,1,0,0,0,1,1,0,0,0,star,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296050,2022-10-02_13h03.18.091,vts_reward_expectancy,2022.2.4,Win32,60.18657839,Chrome,1280,800,,,l,1.5759,10,168,0,1,11,23,1,1,1,0,0,0,0,0,1,0,triangle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296050,2022-10-02_13h03.18.091,vts_reward_expectancy,2022.2.4,Win32,60.18657839,Chrome,1280,800,,,a,2.3468,10,178,0,2,0,24,10,1,0,0,0,1,0,1,0,0,star ,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296050,2022-10-02_13h03.18.091,vts_reward_expectancy,2022.2.4,Win32,60.18657839,Chrome,1280,800,,,l,1.3837,10,188,0,2,1,25,8,1,0,0,1,0,0,0,0,1,hexagon,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296050,2022-10-02_13h03.18.091,vts_reward_expectancy,2022.2.4,Win32,60.18657839,Chrome,1280,800,,,l,1.6161,10,198,0,2,2,26,5,1,0,1,0,0,0,0,0,1,circle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296050,2022-10-02_13h03.18.091,vts_reward_expectancy,2022.2.4,Win32,60.18657839,Chrome,1280,800,,,l,1.336,10,208,0,2,3,27,4,1,0,1,0,0,0,0,1,0,circle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296050,2022-10-02_13h03.18.091,vts_reward_expectancy,2022.2.4,Win32,60.18657839,Chrome,1280,800,,,a,1.3872,10,218,0,2,4,28,6,1,0,0,1,0,1,0,0,0,hexagon,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296050,2022-10-02_13h03.18.091,vts_reward_expectancy,2022.2.4,Win32,60.18657839,Chrome,1280,800,,,l,1.0539,1,219,0,2,5,29,2,1,1,0,0,0,0,0,0,1,triangle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296050,2022-10-02_13h03.18.091,vts_reward_expectancy,2022.2.4,Win32,60.18657839,Chrome,1280,800,,,l,1.0992,1,220,0,2,6,30,9,1,0,0,0,1,1,0,0,0,star,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296050,2022-10-02_13h03.18.091,vts_reward_expectancy,2022.2.4,Win32,60.18657839,Chrome,1280,800,,,l,1.0678,10,230,0,2,7,31,1,1,1,0,0,0,0,0,1,0,triangle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296050,2022-10-02_13h03.18.091,vts_reward_expectancy,2022.2.4,Win32,60.18657839,Chrome,1280,800,,,a,1.5573,10,240,0,2,8,32,0,1,1,0,0,0,0,1,0,0,triangle,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296050,2022-10-02_13h03.18.091,vts_reward_expectancy,2022.2.4,Win32,60.18657839,Chrome,1280,800,,,l,0.916,10,250,0,2,9,33,7,1,0,0,1,0,0,1,0,0,hexagon,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296050,2022-10-02_13h03.18.091,vts_reward_expectancy,2022.2.4,Win32,60.18657839,Chrome,1280,800,,,l,2.4667,1,251,0,2,10,34,3,1,0,1,0,0,1,0,0,0,circle,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296050,2022-10-02_13h03.18.091,vts_reward_expectancy,2022.2.4,Win32,60.18657839,Chrome,1280,800,,,l,1.6636,1,252,0,2,11,35,11,1,0,0,0,1,0,0,1,0,star,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296050,2022-10-02_13h03.18.091,vts_reward_expectancy,2022.2.4,Win32,60.18657839,Chrome,1280,800,,,a,2.6034,1,253,1,0,0,0,9,1,0,0,0,1,1,0,0,0,star,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296050,2022-10-02_13h03.18.091,vts_reward_expectancy,2022.2.4,Win32,60.18657839,Chrome,1280,800,,,a,2.0196,1,254,1,0,1,1,0,1,1,0,0,0,0,1,0,0,triangle,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296050,2022-10-02_13h03.18.091,vts_reward_expectancy,2022.2.4,Win32,60.18657839,Chrome,1280,800,,,l,1.4827,1,255,1,0,2,2,8,1,0,0,1,0,0,0,0,1,hexagon,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296050,2022-10-02_13h03.18.091,vts_reward_expectancy,2022.2.4,Win32,60.18657839,Chrome,1280,800,,,a,3.3585,1,256,1,0,3,3,6,1,0,0,1,0,1,0,0,0,hexagon,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296050,2022-10-02_13h03.18.091,vts_reward_expectancy,2022.2.4,Win32,60.18657839,Chrome,1280,800,,,l,1.2357,1,257,1,0,4,4,5,1,0,1,0,0,0,0,0,1,circle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296050,2022-10-02_13h03.18.091,vts_reward_expectancy,2022.2.4,Win32,60.18657839,Chrome,1280,800,,,l,1.9194,10,267,1,0,5,5,11,1,0,0,0,1,0,0,1,0,star,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296050,2022-10-02_13h03.18.091,vts_reward_expectancy,2022.2.4,Win32,60.18657839,Chrome,1280,800,,,l,4.0837,10,277,1,0,6,6,1,1,1,0,0,0,0,0,1,0,triangle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296050,2022-10-02_13h03.18.091,vts_reward_expectancy,2022.2.4,Win32,60.18657839,Chrome,1280,800,,,a,1.4338,1,278,1,0,7,7,2,1,1,0,0,0,0,0,0,1,triangle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296050,2022-10-02_13h03.18.091,vts_reward_expectancy,2022.2.4,Win32,60.18657839,Chrome,1280,800,,,l,0.7636,10,288,1,0,8,8,10,1,0,0,0,1,0,1,0,0,star ,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296050,2022-10-02_13h03.18.091,vts_reward_expectancy,2022.2.4,Win32,60.18657839,Chrome,1280,800,,,l,1.5324,10,298,1,0,9,9,4,1,0,1,0,0,0,0,1,0,circle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296050,2022-10-02_13h03.18.091,vts_reward_expectancy,2022.2.4,Win32,60.18657839,Chrome,1280,800,,,a,3.6519,1,299,1,0,10,10,3,1,0,1,0,0,1,0,0,0,circle,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296050,2022-10-02_13h03.18.091,vts_reward_expectancy,2022.2.4,Win32,60.18657839,Chrome,1280,800,,,a,1.6187,10,309,1,0,11,11,7,1,0,0,1,0,0,1,0,0,hexagon,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296050,2022-10-02_13h03.18.091,vts_reward_expectancy,2022.2.4,Win32,60.18657839,Chrome,1280,800,,,l,4.9852,1,310,1,1,0,12,4,1,0,1,0,0,0,0,1,0,circle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296050,2022-10-02_13h03.18.091,vts_reward_expectancy,2022.2.4,Win32,60.18657839,Chrome,1280,800,,,l,1.0511,10,320,1,1,1,13,5,1,0,1,0,0,0,0,0,1,circle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296050,2022-10-02_13h03.18.091,vts_reward_expectancy,2022.2.4,Win32,60.18657839,Chrome,1280,800,,,a,1.4673,10,330,1,1,2,14,8,1,0,0,1,0,0,0,0,1,hexagon,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296050,2022-10-02_13h03.18.091,vts_reward_expectancy,2022.2.4,Win32,60.18657839,Chrome,1280,800,,,l,7.2361,10,340,1,1,3,15,10,1,0,0,0,1,0,1,0,0,star ,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296050,2022-10-02_13h03.18.091,vts_reward_expectancy,2022.2.4,Win32,60.18657839,Chrome,1280,800,,,a,2.7666,1,341,1,1,4,16,0,1,1,0,0,0,0,1,0,0,triangle,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296050,2022-10-02_13h03.18.091,vts_reward_expectancy,2022.2.4,Win32,60.18657839,Chrome,1280,800,,,l,1.4055,10,351,1,1,5,17,1,1,1,0,0,0,0,0,1,0,triangle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296050,2022-10-02_13h03.18.091,vts_reward_expectancy,2022.2.4,Win32,60.18657839,Chrome,1280,800,,,a,2.437,10,361,1,1,6,18,7,1,0,0,1,0,0,1,0,0,hexagon,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296050,2022-10-02_13h03.18.091,vts_reward_expectancy,2022.2.4,Win32,60.18657839,Chrome,1280,800,,,l,3.0405,1,362,1,1,7,19,11,1,0,0,0,1,0,0,1,0,star,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296050,2022-10-02_13h03.18.091,vts_reward_expectancy,2022.2.4,Win32,60.18657839,Chrome,1280,800,,,a,1.8918,1,363,1,1,8,20,3,1,0,1,0,0,1,0,0,0,circle,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296050,2022-10-02_13h03.18.091,vts_reward_expectancy,2022.2.4,Win32,60.18657839,Chrome,1280,800,,,a,1.8673,10,373,1,1,9,21,9,1,0,0,0,1,1,0,0,0,star,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296050,2022-10-02_13h03.18.091,vts_reward_expectancy,2022.2.4,Win32,60.18657839,Chrome,1280,800,,,l,1.6678,10,383,1,1,10,22,2,1,1,0,0,0,0,0,0,1,triangle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296050,2022-10-02_13h03.18.091,vts_reward_expectancy,2022.2.4,Win32,60.18657839,Chrome,1280,800,,,a,1.5326,10,393,1,1,11,23,6,1,0,0,1,0,1,0,0,0,hexagon,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296050,2022-10-02_13h03.18.091,vts_reward_expectancy,2022.2.4,Win32,60.18657839,Chrome,1280,800,,,a,1.2338,10,403,1,2,0,24,9,1,0,0,0,1,1,0,0,0,star,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296050,2022-10-02_13h03.18.091,vts_reward_expectancy,2022.2.4,Win32,60.18657839,Chrome,1280,800,,,a,0.9502,10,413,1,2,1,25,10,1,0,0,0,1,0,1,0,0,star ,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296050,2022-10-02_13h03.18.091,vts_reward_expectancy,2022.2.4,Win32,60.18657839,Chrome,1280,800,,,l,2.4495,10,423,1,2,2,26,4,1,0,1,0,0,0,0,1,0,circle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296050,2022-10-02_13h03.18.091,vts_reward_expectancy,2022.2.4,Win32,60.18657839,Chrome,1280,800,,,a,2.183,10,433,1,2,3,27,6,1,0,0,1,0,1,0,0,0,hexagon,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296050,2022-10-02_13h03.18.091,vts_reward_expectancy,2022.2.4,Win32,60.18657839,Chrome,1280,800,,,a,1.1572,10,443,1,2,4,28,7,1,0,0,1,0,0,1,0,0,hexagon,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296050,2022-10-02_13h03.18.091,vts_reward_expectancy,2022.2.4,Win32,60.18657839,Chrome,1280,800,,,l,1.3137,10,453,1,2,5,29,8,1,0,0,1,0,0,0,0,1,hexagon,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296050,2022-10-02_13h03.18.091,vts_reward_expectancy,2022.2.4,Win32,60.18657839,Chrome,1280,800,,,a,2.666,1,454,1,2,6,30,0,1,1,0,0,0,0,1,0,0,triangle,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296050,2022-10-02_13h03.18.091,vts_reward_expectancy,2022.2.4,Win32,60.18657839,Chrome,1280,800,,,l,1.0838,10,464,1,2,7,31,5,1,0,1,0,0,0,0,0,1,circle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296050,2022-10-02_13h03.18.091,vts_reward_expectancy,2022.2.4,Win32,60.18657839,Chrome,1280,800,,,a,3.334,10,474,1,2,8,32,3,1,0,1,0,0,1,0,0,0,circle,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296050,2022-10-02_13h03.18.091,vts_reward_expectancy,2022.2.4,Win32,60.18657839,Chrome,1280,800,,,l,1.3522,10,484,1,2,9,33,1,1,1,0,0,0,0,0,1,0,triangle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296050,2022-10-02_13h03.18.091,vts_reward_expectancy,2022.2.4,Win32,60.18657839,Chrome,1280,800,,,l,1.1495,1,485,1,2,10,34,2,1,1,0,0,0,0,0,0,1,triangle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296050,2022-10-02_13h03.18.091,vts_reward_expectancy,2022.2.4,Win32,60.18657839,Chrome,1280,800,,,a,2.2839,1,486,1,2,11,35,11,1,0,0,0,1,0,0,1,0,star,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296050,2022-10-02_13h03.18.091,vts_reward_expectancy,2022.2.4,Win32,60.18657839,Chrome,1280,800,,,a,1.2576,1,487,2,0,0,0,0,1,1,0,0,0,0,1,0,0,triangle,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296050,2022-10-02_13h03.18.091,vts_reward_expectancy,2022.2.4,Win32,60.18657839,Chrome,1280,800,,,l,2.0681,10,497,2,0,1,1,9,1,0,0,0,1,1,0,0,0,star,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296050,2022-10-02_13h03.18.091,vts_reward_expectancy,2022.2.4,Win32,60.18657839,Chrome,1280,800,,,a,1.3251,10,507,2,0,2,2,6,1,0,0,1,0,1,0,0,0,hexagon,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296050,2022-10-02_13h03.18.091,vts_reward_expectancy,2022.2.4,Win32,60.18657839,Chrome,1280,800,,,l,2.876,1,508,2,0,3,3,4,1,0,1,0,0,0,0,1,0,circle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296050,2022-10-02_13h03.18.091,vts_reward_expectancy,2022.2.4,Win32,60.18657839,Chrome,1280,800,,,l,1.1195,1,509,2,0,4,4,10,1,0,0,0,1,0,1,0,0,star ,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
