participant,date,expName,psychopyVersion,OS,frameRate,browser,xResolution,yResolution,key_resp.keys,key_resp.rt,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,training.ran,LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,curr_topStim,curr_bottStim,curr_shape,acc,E1,target_resp_prac1.keys,target_resp_prac1.rt,pracBlock,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task1_prac_trials.ran,target_resp_prac2.keys,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,task2_praac_trials.ran,target_resp_prac2.rt,alt,task,condition,target_resp.keys,target_resp.rt,rewCond,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,vts_practice_trials.ran,blockNum,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,trials_norew.ran,key_resp_2.keys,key_resp_2.rt,rewExpectancy,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,trials_rew.ran,Q1,Q2,Q2_text,Q3,Q4,Q5,Q5_text,xRes,yRes
297490,2022-12-05_23h30.52.934,vts_reward_expectancy_bt,2022.2.4,MacIntel,20.00080003,Chrome,1440,900,,,a,0.1151,1,404,1,2,10,34,5,1,0,1,0,0,0,0,0,1,circle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297490,2022-12-05_23h30.52.934,vts_reward_expectancy_bt,2022.2.4,MacIntel,20.00080003,Chrome,1440,900,,,a,0.1128,1,405,1,2,11,35,9,1,0,0,0,1,1,0,0,0,star,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297490,2022-12-05_23h30.52.934,vts_reward_expectancy_bt,2022.2.4,MacIntel,20.00080003,Chrome,1440,900,,,a,0.8194,1,406,2,0,0,0,11,1,0,0,0,1,0,0,1,0,star,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297490,2022-12-05_23h30.52.934,vts_reward_expectancy_bt,2022.2.4,MacIntel,20.00080003,Chrome,1440,900,,,a,0.3357,10,416,2,0,1,1,7,1,0,0,1,0,0,1,0,0,hexagon,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297490,2022-12-05_23h30.52.934,vts_reward_expectancy_bt,2022.2.4,MacIntel,20.00080003,Chrome,1440,900,,,a,0.0007,10,426,2,0,2,2,8,1,0,0,1,0,0,0,0,1,hexagon,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297490,2022-12-05_23h30.52.934,vts_reward_expectancy_bt,2022.2.4,MacIntel,20.00080003,Chrome,1440,900,,,a,0.4171,10,436,2,0,3,3,1,1,1,0,0,0,0,0,1,0,triangle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297490,2022-12-05_23h30.52.934,vts_reward_expectancy_bt,2022.2.4,MacIntel,20.00080003,Chrome,1440,900,,,a,0.332,1,437,2,0,4,4,9,1,0,0,0,1,1,0,0,0,star,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297490,2022-12-05_23h30.52.934,vts_reward_expectancy_bt,2022.2.4,MacIntel,20.00080003,Chrome,1440,900,,,a,0.1991,10,447,2,0,5,5,3,1,0,1,0,0,1,0,0,0,circle,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297490,2022-12-05_23h30.52.934,vts_reward_expectancy_bt,2022.2.4,MacIntel,20.00080003,Chrome,1440,900,,,a,0.4304,1,448,2,0,6,6,0,1,1,0,0,0,0,1,0,0,triangle,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297490,2022-12-05_23h30.52.934,vts_reward_expectancy_bt,2022.2.4,MacIntel,20.00080003,Chrome,1440,900,,,a,0.4151,1,449,2,0,7,7,10,1,0,0,0,1,0,1,0,0,star ,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297490,2022-12-05_23h30.52.934,vts_reward_expectancy_bt,2022.2.4,MacIntel,20.00080003,Chrome,1440,900,,,a,0.8162,10,459,2,0,8,8,6,1,0,0,1,0,1,0,0,0,hexagon,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297490,2022-12-05_23h30.52.934,vts_reward_expectancy_bt,2022.2.4,MacIntel,20.00080003,Chrome,1440,900,,,a,0.429,10,469,2,0,9,9,4,1,0,1,0,0,0,0,1,0,circle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297490,2022-12-05_23h30.52.934,vts_reward_expectancy_bt,2022.2.4,MacIntel,20.00080003,Chrome,1440,900,,,a,1.0793,1,470,2,0,10,10,5,1,0,1,0,0,0,0,0,1,circle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297490,2022-12-05_23h30.52.934,vts_reward_expectancy_bt,2022.2.4,MacIntel,20.00080003,Chrome,1440,900,,,a,0.8682,1,471,2,0,11,11,2,1,1,0,0,0,0,0,0,1,triangle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297490,2022-12-05_23h30.52.934,vts_reward_expectancy_bt,2022.2.4,MacIntel,20.00080003,Chrome,1440,900,,,a,0.8787,1,472,2,1,0,12,4,1,0,1,0,0,0,0,1,0,circle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297490,2022-12-05_23h30.52.934,vts_reward_expectancy_bt,2022.2.4,MacIntel,20.00080003,Chrome,1440,900,,,a,0.3826,10,482,2,1,1,13,11,1,0,0,0,1,0,0,1,0,star,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297490,2022-12-05_23h30.52.934,vts_reward_expectancy_bt,2022.2.4,MacIntel,20.00080003,Chrome,1440,900,,,a,0.115,10,492,2,1,2,14,7,1,0,0,1,0,0,1,0,0,hexagon,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297490,2022-12-05_23h30.52.934,vts_reward_expectancy_bt,2022.2.4,MacIntel,20.00080003,Chrome,1440,900,,,a,0.4142,10,502,2,1,3,15,1,1,1,0,0,0,0,0,1,0,triangle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297490,2022-12-05_23h30.52.934,vts_reward_expectancy_bt,2022.2.4,MacIntel,20.00080003,Chrome,1440,900,,,a,0.181,1,503,2,1,4,16,3,1,0,1,0,0,1,0,0,0,circle,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297490,2022-12-05_23h30.52.934,vts_reward_expectancy_bt,2022.2.4,MacIntel,20.00080003,Chrome,1440,900,,,a,0.3327,10,513,2,1,5,17,0,1,1,0,0,0,0,1,0,0,triangle,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297490,2022-12-05_23h30.52.934,vts_reward_expectancy_bt,2022.2.4,MacIntel,20.00080003,Chrome,1440,900,,,a,0.1518,1,514,2,1,6,18,2,1,1,0,0,0,0,0,0,1,triangle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297490,2022-12-05_23h30.52.934,vts_reward_expectancy_bt,2022.2.4,MacIntel,20.00080003,Chrome,1440,900,,,a,0.3822,1,515,2,1,7,19,6,1,0,0,1,0,1,0,0,0,hexagon,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297490,2022-12-05_23h30.52.934,vts_reward_expectancy_bt,2022.2.4,MacIntel,20.00080003,Chrome,1440,900,,,a,0.4504,1,516,2,1,8,20,9,1,0,0,0,1,1,0,0,0,star,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297490,2022-12-05_23h30.52.934,vts_reward_expectancy_bt,2022.2.4,MacIntel,20.00080003,Chrome,1440,900,,,a,0.2957,10,526,2,1,9,21,8,1,0,0,1,0,0,0,0,1,hexagon,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297490,2022-12-05_23h30.52.934,vts_reward_expectancy_bt,2022.2.4,MacIntel,20.00080003,Chrome,1440,900,,,a,0.4705,10,536,2,1,10,22,5,1,0,1,0,0,0,0,0,1,circle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297490,2022-12-05_23h30.52.934,vts_reward_expectancy_bt,2022.2.4,MacIntel,20.00080003,Chrome,1440,900,,,a,0.1513,10,546,2,1,11,23,10,1,0,0,0,1,0,1,0,0,star ,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297490,2022-12-05_23h30.52.934,vts_reward_expectancy_bt,2022.2.4,MacIntel,20.00080003,Chrome,1440,900,,,a,0.502,1,547,2,2,0,24,8,1,0,0,1,0,0,0,0,1,hexagon,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297490,2022-12-05_23h30.52.934,vts_reward_expectancy_bt,2022.2.4,MacIntel,20.00080003,Chrome,1440,900,,,a,0.3984,1,548,2,2,1,25,5,1,0,1,0,0,0,0,0,1,circle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297490,2022-12-05_23h30.52.934,vts_reward_expectancy_bt,2022.2.4,MacIntel,20.00080003,Chrome,1440,900,,,a,0.6173,1,549,2,2,2,26,4,1,0,1,0,0,0,0,1,0,circle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297490,2022-12-05_23h30.52.934,vts_reward_expectancy_bt,2022.2.4,MacIntel,20.00080003,Chrome,1440,900,,,a,0.4172,1,550,2,2,3,27,6,1,0,0,1,0,1,0,0,0,hexagon,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297490,2022-12-05_23h30.52.934,vts_reward_expectancy_bt,2022.2.4,MacIntel,20.00080003,Chrome,1440,900,,,a,0.0007,10,560,2,2,4,28,0,1,1,0,0,0,0,1,0,0,triangle,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297490,2022-12-05_23h30.52.934,vts_reward_expectancy_bt,2022.2.4,MacIntel,20.00080003,Chrome,1440,900,,,a,2.8821,10,570,2,2,5,29,3,1,0,1,0,0,1,0,0,0,circle,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297490,2022-12-05_23h30.52.934,vts_reward_expectancy_bt,2022.2.4,MacIntel,20.00080003,Chrome,1440,900,,,a,0.4004,1,571,2,2,6,30,9,1,0,0,0,1,1,0,0,0,star,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297490,2022-12-05_23h30.52.934,vts_reward_expectancy_bt,2022.2.4,MacIntel,20.00080003,Chrome,1440,900,,,a,0.3644,10,581,2,2,7,31,2,1,1,0,0,0,0,0,0,1,triangle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297490,2022-12-05_23h30.52.934,vts_reward_expectancy_bt,2022.2.4,MacIntel,20.00080003,Chrome,1440,900,,,a,0.3284,10,591,2,2,8,32,10,1,0,0,0,1,0,1,0,0,star ,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297490,2022-12-05_23h30.52.934,vts_reward_expectancy_bt,2022.2.4,MacIntel,20.00080003,Chrome,1440,900,,,a,0.3032,1,592,2,2,9,33,7,1,0,0,1,0,0,1,0,0,hexagon,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297490,2022-12-05_23h30.52.934,vts_reward_expectancy_bt,2022.2.4,MacIntel,20.00080003,Chrome,1440,900,,,a,0.267,10,602,2,2,10,34,11,1,0,0,0,1,0,0,1,0,star,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297490,2022-12-05_23h30.52.934,vts_reward_expectancy_bt,2022.2.4,MacIntel,20.00080003,Chrome,1440,900,,,a,0.532,10,612,2,2,11,35,1,1,1,0,0,0,0,0,1,0,triangle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297490,2022-12-05_23h30.52.934,vts_reward_expectancy_bt,2022.2.4,MacIntel,20.00080003,Chrome,1440,900,,,,,,,,,,,,,,,,,,,,,,,125,Y,triangle,0,0,f,1.4396,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297490,2022-12-05_23h30.52.934,vts_reward_expectancy_bt,2022.2.4,MacIntel,20.00080003,Chrome,1440,900,,,,,,,,,,,,,,,,,,,,,,,167,W,hexagon,1,1,f,0.0006,0,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297490,2022-12-05_23h30.52.934,vts_reward_expectancy_bt,2022.2.4,MacIntel,20.00080003,Chrome,1440,900,,,,,,,,,,,,,,,,,,,,,,,139,D,star,0,0,f,1.6096,0,2,0,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297490,2022-12-05_23h30.52.934,vts_reward_expectancy_bt,2022.2.4,MacIntel,20.00080003,Chrome,1440,900,,,,,,,,,,,,,,,,,,,,,,,146,U,circle,1,1,d,0.744,0,3,0,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297490,2022-12-05_23h30.52.934,vts_reward_expectancy_bt,2022.2.4,MacIntel,20.00080003,Chrome,1440,900,,,,,,,,,,,,,,,,,,,,,,,132,S,triangle,0,0,f,0.6939,0,4,0,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297490,2022-12-05_23h30.52.934,vts_reward_expectancy_bt,2022.2.4,MacIntel,20.00080003,Chrome,1440,900,,,,,,,,,,,,,,,,,,,,,,,181,H,hexagon,0,1,d,0.4515,0,5,0,5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297490,2022-12-05_23h30.52.934,vts_reward_expectancy_bt,2022.2.4,MacIntel,20.00080003,Chrome,1440,900,,,,,,,,,,,,,,,,,,,,,,,174,F,star,0,1,d,0.6521,0,6,0,6,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297490,2022-12-05_23h30.52.934,vts_reward_expectancy_bt,2022.2.4,MacIntel,20.00080003,Chrome,1440,900,,,,,,,,,,,,,,,,,,,,,,,160,B,circle,1,1,f,0.3649,0,7,0,7,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297490,2022-12-05_23h30.52.934,vts_reward_expectancy_bt,2022.2.4,MacIntel,20.00080003,Chrome,1440,900,,,,,,,,,,,,,,,,,,,,,,,125,Y,circle,1,0,d,0.4696,0,8,0,8,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297490,2022-12-05_23h30.52.934,vts_reward_expectancy_bt,2022.2.4,MacIntel,20.00080003,Chrome,1440,900,,,,,,,,,,,,,,,,,,,,,,,167,W,star,0,0,d,0.7858,0,9,0,9,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297490,2022-12-05_23h30.52.934,vts_reward_expectancy_bt,2022.2.4,MacIntel,20.00080003,Chrome,1440,900,,,,,,,,,,,,,,,,,,,,,,,139,H,star,1,1,d,1.627,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297490,2022-12-05_23h30.52.934,vts_reward_expectancy_bt,2022.2.4,MacIntel,20.00080003,Chrome,1440,900,,,,,,,,,,,,,,,,,,,,,,,132,U,circle,1,0,d,0.5511,1,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297490,2022-12-05_23h30.52.934,vts_reward_expectancy_bt,2022.2.4,MacIntel,20.00080003,Chrome,1440,900,,,,,,,,,,,,,,,,,,,,,,,181,W,triangle,1,0,f,0.7272,1,2,0,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297490,2022-12-05_23h30.52.934,vts_reward_expectancy_bt,2022.2.4,MacIntel,20.00080003,Chrome,1440,900,,,,,,,,,,,,,,,,,,,,,,,167,D,hexagon,1,0,f,0.8923,1,3,0,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297490,2022-12-05_23h30.52.934,vts_reward_expectancy_bt,2022.2.4,MacIntel,20.00080003,Chrome,1440,900,,,,,,,,,,,,,,,,,,,,,,,146,F,star,1,0,d,1.561,1,4,0,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297490,2022-12-05_23h30.52.934,vts_reward_expectancy_bt,2022.2.4,MacIntel,20.00080003,Chrome,1440,900,,,,,,,,,,,,,,,,,,,,,,,125,B,circle,1,0,d,0.7386,1,5,0,5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297490,2022-12-05_23h30.52.934,vts_reward_expectancy_bt,2022.2.4,MacIntel,20.00080003,Chrome,1440,900,,,,,,,,,,,,,,,,,,,,,,,160,S,triangle,1,0,f,0.6809,1,6,0,6,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297490,2022-12-05_23h30.52.934,vts_reward_expectancy_bt,2022.2.4,MacIntel,20.00080003,Chrome,1440,900,,,,,,,,,,,,,,,,,,,,,,,174,Y,hexagon,1,0,f,0.7762,1,7,0,7,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297490,2022-12-05_23h30.52.934,vts_reward_expectancy_bt,2022.2.4,MacIntel,20.00080003,Chrome,1440,900,,,,,,,,,,,,,,,,,,,,,,,139,H,triangle,1,0,d,0.7074,1,8,0,8,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297490,2022-12-05_23h30.52.934,vts_reward_expectancy_bt,2022.2.4,MacIntel,20.00080003,Chrome,1440,900,,,,,,,,,,,,,,,,,,,,,,,132,U,circle,1,0,d,0.8027,1,9,0,9,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297490,2022-12-05_23h30.52.934,vts_reward_expectancy_bt,2022.2.4,MacIntel,20.00080003,Chrome,1440,900,,,,,,,,,,,,,,,,,,,,,,,125,Y,hexagon,0,0,,,2,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297490,2022-12-05_23h30.52.934,vts_reward_expectancy_bt,2022.2.4,MacIntel,20.00080003,Chrome,1440,900,,,,,,,,,,,,,,,,,,,,,,,174,F,triangle,1,1,,,2,,,,,,j,1,0,1,0,1,1.0874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297490,2022-12-05_23h30.52.934,vts_reward_expectancy_bt,2022.2.4,MacIntel,20.00080003,Chrome,1440,900,,,,,,,,,,,,,,,,,,,,,,,139,B,circle,1,0,,,2,,,,,,j,2,0,2,0,1,1.0188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297490,2022-12-05_23h30.52.934,vts_reward_expectancy_bt,2022.2.4,MacIntel,20.00080003,Chrome,1440,900,,,,,,,,,,,,,,,,,,,,,,,132,D,star,1,0,,,2,,,,,,j,3,0,3,0,1,0.7999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297490,2022-12-05_23h30.52.934,vts_reward_expectancy_bt,2022.2.4,MacIntel,20.00080003,Chrome,1440,900,,,,,,,,,,,,,,,,,,,,,,,160,S,hexagon,1,0,,,2,,,,,,k,4,0,4,0,1,2.7518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297490,2022-12-05_23h30.52.934,vts_reward_expectancy_bt,2022.2.4,MacIntel,20.00080003,Chrome,1440,900,,,,,,,,,,,,,,,,,,,,,,,181,W,triangle,0,0,,,2,,,,,,,5,0,5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297490,2022-12-05_23h30.52.934,vts_reward_expectancy_bt,2022.2.4,MacIntel,20.00080003,Chrome,1440,900,,,,,,,,,,,,,,,,,,,,,,,146,U,circle,0,1,,,2,,,,,,j,6,0,6,0,1,1.2113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297490,2022-12-05_23h30.52.934,vts_reward_expectancy_bt,2022.2.4,MacIntel,20.00080003,Chrome,1440,900,,,,,,,,,,,,,,,,,,,,,,,167,H,star,1,1,,,2,,,,,,j,7,0,7,0,1,0.9184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297490,2022-12-05_23h30.52.934,vts_reward_expectancy_bt,2022.2.4,MacIntel,20.00080003,Chrome,1440,900,,,,,,,,,,,,,,,,,,,,,,,125,Y,star,1,0,,,2,,,,,,k,8,0,8,0,1,1.2761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297490,2022-12-05_23h30.52.934,vts_reward_expectancy_bt,2022.2.4,MacIntel,20.00080003,Chrome,1440,900,,,,,,,,,,,,,,,,,,,,,,,174,F,hexagon,1,0,,,2,,,,,,j,9,0,9,0,1,0.7036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297490,2022-12-05_23h30.52.934,vts_reward_expectancy_bt,2022.2.4,MacIntel,20.00080003,Chrome,1440,900,,,,,,,,,,,,,,,,,,,,,,,125,H,triangle,1,0,,,3,,,,,,j,0,0,0,0,1,1.3984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297490,2022-12-05_23h30.52.934,vts_reward_expectancy_bt,2022.2.4,MacIntel,20.00080003,Chrome,1440,900,,,,,,,,,,,,,,,,,,,,,,,174,Y,hexagon,1,0,,,3,,,,,,k,1,0,1,0,1,1.1549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297490,2022-12-05_23h30.52.934,vts_reward_expectancy_bt,2022.2.4,MacIntel,20.00080003,Chrome,1440,900,,,,,,,,,,,,,,,,,,,,,,,132,D,star,1,0,,,3,,,,,,j,2,0,2,0,1,0.501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297490,2022-12-05_23h30.52.934,vts_reward_expectancy_bt,2022.2.4,MacIntel,20.00080003,Chrome,1440,900,,,,,,,,,,,,,,,,,,,,,,,181,F,circle,1,0,,,3,,,,,,j,3,0,3,0,1,0.6888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297490,2022-12-05_23h30.52.934,vts_reward_expectancy_bt,2022.2.4,MacIntel,20.00080003,Chrome,1440,900,,,,,,,,,,,,,,,,,,,,,,,160,S,triangle,1,0,,,3,,,,,,k,4,0,4,0,1,0.9678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297490,2022-12-05_23h30.52.934,vts_reward_expectancy_bt,2022.2.4,MacIntel,20.00080003,Chrome,1440,900,,,,,,,,,,,,,,,,,,,,,,,146,B,hexagon,1,0,,,3,,,,,,j,5,0,5,0,1,0.7525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297490,2022-12-05_23h30.52.934,vts_reward_expectancy_bt,2022.2.4,MacIntel,20.00080003,Chrome,1440,900,,,,,,,,,,,,,,,,,,,,,,,139,U,star,0,0,,,3,,,,,,j,6,0,6,0,1,1.0486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297490,2022-12-05_23h30.52.934,vts_reward_expectancy_bt,2022.2.4,MacIntel,20.00080003,Chrome,1440,900,,,,,,,,,,,,,,,,,,,,,,,167,W,circle,1,1,,,3,,,,,,k,7,0,7,0,1,2.1168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297490,2022-12-05_23h30.52.934,vts_reward_expectancy_bt,2022.2.4,MacIntel,20.00080003,Chrome,1440,900,,,,,,,,,,,,,,,,,,,,,,,125,H,star,1,0,,,3,,,,,,j,8,0,8,0,1,1.0934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297490,2022-12-05_23h30.52.934,vts_reward_expectancy_bt,2022.2.4,MacIntel,20.00080003,Chrome,1440,900,,,,,,,,,,,,,,,,,,,,,,,174,Y,circle,1,0,,,3,,,,,,k,9,0,9,0,1,1.3499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297490,2022-12-05_23h30.52.934,vts_reward_expectancy_bt,2022.2.4,MacIntel,20.00080003,Chrome,1440,900,,,,,0,612,,,,,,,,,,,,,,,,,160,U,hexagon,1,0,,,4,,,,,,,,,,,,,-1,number,NA,f,2.4323,vtsPrac,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,
297490,2022-12-05_23h30.52.934,vts_reward_expectancy_bt,2022.2.4,MacIntel,20.00080003,Chrome,1440,900,,,,,0,612,,,,,,,,,,,,,,,,,146,S,star,1,0,,,4,,,,,,,,,,,,,repeat,number,numRpt,d,1.4848,vtsPrac,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,
297490,2022-12-05_23h30.52.934,vts_reward_expectancy_bt,2022.2.4,MacIntel,20.00080003,Chrome,1440,900,,,,,0,612,,,,,,,,,,,,,,,,,167,Y,hexagon,1,0,,,4,,,,,,,,,,,,,repeat,number,numRpt,f,0.9178,vtsPrac,2,0,2,0,1,,,,,,,,,,,,,,,,,,,,,,,
297490,2022-12-05_23h30.52.934,vts_reward_expectancy_bt,2022.2.4,MacIntel,20.00080003,Chrome,1440,900,,,,,0,612,,,,,,,,,,,,,,,,,181,B,star,1,0,,,4,,,,,,,,,,,,,repeat,number,numRpt,f,1.0551,vtsPrac,3,0,3,0,1,,,,,,,,,,,,,,,,,,,,,,,
297490,2022-12-05_23h30.52.934,vts_reward_expectancy_bt,2022.2.4,MacIntel,20.00080003,Chrome,1440,900,,,,,0,612,,,,,,,,,,,,,,,,,160,U,star,1,0,,,4,,,,,,,,,,,,,repeat,number,numRpt,f,0.658,vtsPrac,4,0,4,0,1,,,,,,,,,,,,,,,,,,,,,,,
