participant,date,expName,psychopyVersion,OS,frameRate,browser,xResolution,yResolution,key_resp.keys,key_resp.rt,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,training.ran,LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,curr_topStim,curr_bottStim,curr_shape,acc,E1,target_resp_prac1.keys,target_resp_prac1.rt,pracBlock,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task1_prac_trials.ran,target_resp_prac2.keys,target_resp_prac2.rt,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,task2_praac_trials.ran,alt,task,condition,target_resp.keys,target_resp.rt,rewCond,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,vts_practice_trials.ran,blockNum,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,trials_norew.ran,key_resp_2.keys,key_resp_2.rt,rewExpect,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,trials_rew.ran,Q1,Q2,Q2_text,Q3,Q4,Q5,Q5_text,xRes,yRes
295099,2022-09-22_19h00.30.566,vts_reward_expectancy,2022.2.4,Win32,60.69802731,Chrome,1536,864,,,l,0.6813,10,77,0,1,1,13,2,1,1,0,0,0,0,0,0,1,triangle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295099,2022-09-22_19h00.30.566,vts_reward_expectancy,2022.2.4,Win32,60.69802731,Chrome,1536,864,,,l,1.0945,10,87,0,1,2,14,0,1,1,0,0,0,0,1,0,0,triangle,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295099,2022-09-22_19h00.30.566,vts_reward_expectancy,2022.2.4,Win32,60.69802731,Chrome,1536,864,,,a,1.729,1,88,0,1,3,15,5,1,0,1,0,0,0,0,0,1,circle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295099,2022-09-22_19h00.30.566,vts_reward_expectancy,2022.2.4,Win32,60.69802731,Chrome,1536,864,,,l,1.9476,10,98,0,1,4,16,4,1,0,1,0,0,0,0,1,0,circle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295099,2022-09-22_19h00.30.566,vts_reward_expectancy,2022.2.4,Win32,60.69802731,Chrome,1536,864,,,l,1.648,1,99,0,1,5,17,9,1,0,0,0,1,1,0,0,0,star,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295099,2022-09-22_19h00.30.566,vts_reward_expectancy,2022.2.4,Win32,60.69802731,Chrome,1536,864,,,l,1.2814,10,109,0,1,6,18,8,1,0,0,1,0,0,0,0,1,hexagon,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295099,2022-09-22_19h00.30.566,vts_reward_expectancy,2022.2.4,Win32,60.69802731,Chrome,1536,864,,,a,1.2615,10,119,0,1,7,19,3,1,0,1,0,0,1,0,0,0,circle,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295099,2022-09-22_19h00.30.566,vts_reward_expectancy,2022.2.4,Win32,60.69802731,Chrome,1536,864,,,a,1.5578,1,120,0,1,8,20,1,1,1,0,0,0,0,0,1,0,triangle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295099,2022-09-22_19h00.30.566,vts_reward_expectancy,2022.2.4,Win32,60.69802731,Chrome,1536,864,,,a,1.698,10,130,0,1,9,21,11,1,0,0,0,1,0,0,1,0,star,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295099,2022-09-22_19h00.30.566,vts_reward_expectancy,2022.2.4,Win32,60.69802731,Chrome,1536,864,,,l,1.6644,10,140,0,1,10,22,6,1,0,0,1,0,1,0,0,0,hexagon,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295099,2022-09-22_19h00.30.566,vts_reward_expectancy,2022.2.4,Win32,60.69802731,Chrome,1536,864,,,l,1.3339,10,150,0,1,11,23,7,1,0,0,1,0,0,1,0,0,hexagon,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295099,2022-09-22_19h00.30.566,vts_reward_expectancy,2022.2.4,Win32,60.69802731,Chrome,1536,864,,,l,1.7519,10,160,0,2,0,24,8,1,0,0,1,0,0,0,0,1,hexagon,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295099,2022-09-22_19h00.30.566,vts_reward_expectancy,2022.2.4,Win32,60.69802731,Chrome,1536,864,,,a,1.0722,10,170,0,2,1,25,7,1,0,0,1,0,0,1,0,0,hexagon,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295099,2022-09-22_19h00.30.566,vts_reward_expectancy,2022.2.4,Win32,60.69802731,Chrome,1536,864,,,a,0.9495,10,180,0,2,2,26,10,1,0,0,0,1,0,1,0,0,star ,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295099,2022-09-22_19h00.30.566,vts_reward_expectancy,2022.2.4,Win32,60.69802731,Chrome,1536,864,,,a,0.9648,10,190,0,2,3,27,1,1,1,0,0,0,0,0,1,0,triangle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295099,2022-09-22_19h00.30.566,vts_reward_expectancy,2022.2.4,Win32,60.69802731,Chrome,1536,864,,,a,0.7352,10,200,0,2,4,28,4,1,0,1,0,0,0,0,1,0,circle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295099,2022-09-22_19h00.30.566,vts_reward_expectancy,2022.2.4,Win32,60.69802731,Chrome,1536,864,,,l,0.6321,10,210,0,2,5,29,5,1,0,1,0,0,0,0,0,1,circle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295099,2022-09-22_19h00.30.566,vts_reward_expectancy,2022.2.4,Win32,60.69802731,Chrome,1536,864,,,l,2.065,1,211,0,2,6,30,11,1,0,0,0,1,0,0,1,0,star,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295099,2022-09-22_19h00.30.566,vts_reward_expectancy,2022.2.4,Win32,60.69802731,Chrome,1536,864,,,l,1.3307,1,212,0,2,7,31,3,1,0,1,0,0,1,0,0,0,circle,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295099,2022-09-22_19h00.30.566,vts_reward_expectancy,2022.2.4,Win32,60.69802731,Chrome,1536,864,,,a,1.7732,1,213,0,2,8,32,9,1,0,0,0,1,1,0,0,0,star,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295099,2022-09-22_19h00.30.566,vts_reward_expectancy,2022.2.4,Win32,60.69802731,Chrome,1536,864,,,l,0.7651,10,223,0,2,9,33,2,1,1,0,0,0,0,0,0,1,triangle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295099,2022-09-22_19h00.30.566,vts_reward_expectancy,2022.2.4,Win32,60.69802731,Chrome,1536,864,,,a,2.1401,1,224,0,2,10,34,0,1,1,0,0,0,0,1,0,0,triangle,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295099,2022-09-22_19h00.30.566,vts_reward_expectancy,2022.2.4,Win32,60.69802731,Chrome,1536,864,,,l,1.2144,1,225,0,2,11,35,6,1,0,0,1,0,1,0,0,0,hexagon,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295099,2022-09-22_19h00.30.566,vts_reward_expectancy,2022.2.4,Win32,60.69802731,Chrome,1536,864,,,a,1.4054,10,235,1,0,0,0,11,1,0,0,0,1,0,0,1,0,star,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295099,2022-09-22_19h00.30.566,vts_reward_expectancy,2022.2.4,Win32,60.69802731,Chrome,1536,864,,,l,1.5671,10,245,1,0,1,1,8,1,0,0,1,0,0,0,0,1,hexagon,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295099,2022-09-22_19h00.30.566,vts_reward_expectancy,2022.2.4,Win32,60.69802731,Chrome,1536,864,,,a,5.265,10,255,1,0,2,2,6,1,0,0,1,0,1,0,0,0,hexagon,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295099,2022-09-22_19h00.30.566,vts_reward_expectancy,2022.2.4,Win32,60.69802731,Chrome,1536,864,,,l,1.9148,10,265,1,0,3,3,7,1,0,0,1,0,0,1,0,0,hexagon,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295099,2022-09-22_19h00.30.566,vts_reward_expectancy,2022.2.4,Win32,60.69802731,Chrome,1536,864,,,l,8.921,10,275,1,0,4,4,0,1,1,0,0,0,0,1,0,0,triangle,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295099,2022-09-22_19h00.30.566,vts_reward_expectancy,2022.2.4,Win32,60.69802731,Chrome,1536,864,,,l,2.8534,10,285,1,0,5,5,10,1,0,0,0,1,0,1,0,0,star ,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295099,2022-09-22_19h00.30.566,vts_reward_expectancy,2022.2.4,Win32,60.69802731,Chrome,1536,864,,,l,1.9337,10,295,1,0,6,6,2,1,1,0,0,0,0,0,0,1,triangle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295099,2022-09-22_19h00.30.566,vts_reward_expectancy,2022.2.4,Win32,60.69802731,Chrome,1536,864,,,l,2.2481,1,296,1,0,7,7,9,1,0,0,0,1,1,0,0,0,star,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295099,2022-09-22_19h00.30.566,vts_reward_expectancy,2022.2.4,Win32,60.69802731,Chrome,1536,864,,,a,2.9405,1,297,1,0,8,8,1,1,1,0,0,0,0,0,1,0,triangle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295099,2022-09-22_19h00.30.566,vts_reward_expectancy,2022.2.4,Win32,60.69802731,Chrome,1536,864,,,a,0.9139,10,307,1,0,9,9,3,1,0,1,0,0,1,0,0,0,circle,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295099,2022-09-22_19h00.30.566,vts_reward_expectancy,2022.2.4,Win32,60.69802731,Chrome,1536,864,,,l,1.6074,10,317,1,0,10,10,4,1,0,1,0,0,0,0,1,0,circle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295099,2022-09-22_19h00.30.566,vts_reward_expectancy,2022.2.4,Win32,60.69802731,Chrome,1536,864,,,l,0.982,10,327,1,0,11,11,5,1,0,1,0,0,0,0,0,1,circle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295099,2022-09-22_19h00.30.566,vts_reward_expectancy,2022.2.4,Win32,60.69802731,Chrome,1536,864,,,l,1.5318,10,337,1,1,0,12,8,1,0,0,1,0,0,0,0,1,hexagon,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295099,2022-09-22_19h00.30.566,vts_reward_expectancy,2022.2.4,Win32,60.69802731,Chrome,1536,864,,,a,2.9829,10,347,1,1,1,13,7,1,0,0,1,0,0,1,0,0,hexagon,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295099,2022-09-22_19h00.30.566,vts_reward_expectancy,2022.2.4,Win32,60.69802731,Chrome,1536,864,,,a,2.3309,1,348,1,1,2,14,1,1,1,0,0,0,0,0,1,0,triangle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295099,2022-09-22_19h00.30.566,vts_reward_expectancy,2022.2.4,Win32,60.69802731,Chrome,1536,864,,,l,1.0208,1,349,1,1,3,15,2,1,1,0,0,0,0,0,0,1,triangle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295099,2022-09-22_19h00.30.566,vts_reward_expectancy,2022.2.4,Win32,60.69802731,Chrome,1536,864,,,a,3.0564,10,359,1,1,4,16,3,1,0,1,0,0,1,0,0,0,circle,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295099,2022-09-22_19h00.30.566,vts_reward_expectancy,2022.2.4,Win32,60.69802731,Chrome,1536,864,,,a,1.0914,10,369,1,1,5,17,11,1,0,0,0,1,0,0,1,0,star,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295099,2022-09-22_19h00.30.566,vts_reward_expectancy,2022.2.4,Win32,60.69802731,Chrome,1536,864,,,a,1.3149,10,379,1,1,6,18,9,1,0,0,0,1,1,0,0,0,star,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295099,2022-09-22_19h00.30.566,vts_reward_expectancy,2022.2.4,Win32,60.69802731,Chrome,1536,864,,,l,3.4049,10,389,1,1,7,19,4,1,0,1,0,0,0,0,1,0,circle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295099,2022-09-22_19h00.30.566,vts_reward_expectancy,2022.2.4,Win32,60.69802731,Chrome,1536,864,,,l,3.8866,10,399,1,1,8,20,0,1,1,0,0,0,0,1,0,0,triangle,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295099,2022-09-22_19h00.30.566,vts_reward_expectancy,2022.2.4,Win32,60.69802731,Chrome,1536,864,,,l,0.7363,1,400,1,1,9,21,5,1,0,1,0,0,0,0,0,1,circle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295099,2022-09-22_19h00.30.566,vts_reward_expectancy,2022.2.4,Win32,60.69802731,Chrome,1536,864,,,a,1.6151,1,401,1,1,10,22,6,1,0,0,1,0,1,0,0,0,hexagon,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295099,2022-09-22_19h00.30.566,vts_reward_expectancy,2022.2.4,Win32,60.69802731,Chrome,1536,864,,,a,1.3286,1,402,1,1,11,23,10,1,0,0,0,1,0,1,0,0,star ,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295099,2022-09-22_19h00.30.566,vts_reward_expectancy,2022.2.4,Win32,60.69802731,Chrome,1536,864,,,l,1.084,1,403,1,2,0,24,4,1,0,1,0,0,0,0,1,0,circle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295099,2022-09-22_19h00.30.566,vts_reward_expectancy,2022.2.4,Win32,60.69802731,Chrome,1536,864,,,l,0.6148,10,413,1,2,1,25,2,1,1,0,0,0,0,0,0,1,triangle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295099,2022-09-22_19h00.30.566,vts_reward_expectancy,2022.2.4,Win32,60.69802731,Chrome,1536,864,,,a,0.9723,1,414,1,2,2,26,9,1,0,0,0,1,1,0,0,0,star,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295099,2022-09-22_19h00.30.566,vts_reward_expectancy,2022.2.4,Win32,60.69802731,Chrome,1536,864,,,l,0.6507,10,424,1,2,3,27,8,1,0,0,1,0,0,0,0,1,hexagon,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295099,2022-09-22_19h00.30.566,vts_reward_expectancy,2022.2.4,Win32,60.69802731,Chrome,1536,864,,,l,1.0344,10,434,1,2,4,28,1,1,1,0,0,0,0,0,1,0,triangle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295099,2022-09-22_19h00.30.566,vts_reward_expectancy,2022.2.4,Win32,60.69802731,Chrome,1536,864,,,l,0.752,10,444,1,2,5,29,10,1,0,0,0,1,0,1,0,0,star ,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295099,2022-09-22_19h00.30.566,vts_reward_expectancy,2022.2.4,Win32,60.69802731,Chrome,1536,864,,,l,2.0382,1,445,1,2,6,30,11,1,0,0,0,1,0,0,1,0,star,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295099,2022-09-22_19h00.30.566,vts_reward_expectancy,2022.2.4,Win32,60.69802731,Chrome,1536,864,,,l,1.5737,10,455,1,2,7,31,7,1,0,0,1,0,0,1,0,0,hexagon,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295099,2022-09-22_19h00.30.566,vts_reward_expectancy,2022.2.4,Win32,60.69802731,Chrome,1536,864,,,a,1.3688,1,456,1,2,8,32,5,1,0,1,0,0,0,0,0,1,circle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295099,2022-09-22_19h00.30.566,vts_reward_expectancy,2022.2.4,Win32,60.69802731,Chrome,1536,864,,,l,1.8009,1,457,1,2,9,33,3,1,0,1,0,0,1,0,0,0,circle,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295099,2022-09-22_19h00.30.566,vts_reward_expectancy,2022.2.4,Win32,60.69802731,Chrome,1536,864,,,l,2.5903,10,467,1,2,10,34,0,1,1,0,0,0,0,1,0,0,triangle,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295099,2022-09-22_19h00.30.566,vts_reward_expectancy,2022.2.4,Win32,60.69802731,Chrome,1536,864,,,l,2.3417,10,477,1,2,11,35,6,1,0,0,1,0,1,0,0,0,hexagon,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295099,2022-09-22_19h00.30.566,vts_reward_expectancy,2022.2.4,Win32,60.69802731,Chrome,1536,864,,,l,1.7558,1,478,2,0,0,0,0,1,1,0,0,0,0,1,0,0,triangle,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295099,2022-09-22_19h00.30.566,vts_reward_expectancy,2022.2.4,Win32,60.69802731,Chrome,1536,864,,,l,1.106,10,488,2,0,1,1,2,1,1,0,0,0,0,0,0,1,triangle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295099,2022-09-22_19h00.30.566,vts_reward_expectancy,2022.2.4,Win32,60.69802731,Chrome,1536,864,,,a,1.334,10,498,2,0,2,2,11,1,0,0,0,1,0,0,1,0,star,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295099,2022-09-22_19h00.30.566,vts_reward_expectancy,2022.2.4,Win32,60.69802731,Chrome,1536,864,,,a,1.6049,1,499,2,0,3,3,4,1,0,1,0,0,0,0,1,0,circle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295099,2022-09-22_19h00.30.566,vts_reward_expectancy,2022.2.4,Win32,60.69802731,Chrome,1536,864,,,l,1.2394,1,500,2,0,4,4,5,1,0,1,0,0,0,0,0,1,circle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
