participant,date,expName,psychopyVersion,OS,frameRate,browser,xResolution,yResolution,key_resp.keys,key_resp.rt,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,training.ran,LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,curr_topStim,curr_bottStim,curr_shape,acc,E1,target_resp_prac1.keys,pracBlock,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task1_prac_trials.ran,target_resp_prac1.rt,target_resp_prac2.keys,target_resp_prac2.rt,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,task2_praac_trials.ran,alt,task,condition,target_resp.keys,target_resp.rt,rewCond,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,vts_practice_trials.ran,blockNum,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,trials_norew.ran,key_resp_2.keys,key_resp_2.rt,rewExpect,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,trials_rew.ran,Q1,Q2,Q2_text,Q3,Q4,Q5_text,Q5,xRes,yRes
293209,2022-09-21_16h52.24.952,vts_reward_expectancy,2022.2.4,Win32,61.08362348,Chrome,1536,864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293209,2022-09-21_16h52.24.952,vts_reward_expectancy,2022.2.4,Win32,61.08362348,Chrome,1536,864,space,22.1829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293209,2022-09-21_16h52.24.952,vts_reward_expectancy,2022.2.4,Win32,61.08362348,Chrome,1536,864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293209,2022-09-21_16h52.24.952,vts_reward_expectancy,2022.2.4,Win32,61.08362348,Chrome,1536,864,,,a,1.9962,10,10,0,0,0,0,4,1,0,1,0,0,0,0,1,0,circle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293209,2022-09-21_16h52.24.952,vts_reward_expectancy,2022.2.4,Win32,61.08362348,Chrome,1536,864,,,l,1.2785,1,11,0,0,1,1,0,1,1,0,0,0,0,1,0,0,triangle,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293209,2022-09-21_16h52.24.952,vts_reward_expectancy,2022.2.4,Win32,61.08362348,Chrome,1536,864,,,a,1.3168,1,12,0,0,2,2,11,1,0,0,0,1,0,0,1,0,star,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293209,2022-09-21_16h52.24.952,vts_reward_expectancy,2022.2.4,Win32,61.08362348,Chrome,1536,864,,,l,1.1478,10,22,0,0,3,3,6,1,0,0,1,0,1,0,0,0,hexagon,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293209,2022-09-21_16h52.24.952,vts_reward_expectancy,2022.2.4,Win32,61.08362348,Chrome,1536,864,,,a,1.3019,1,23,0,0,4,4,8,1,0,0,1,0,0,0,0,1,hexagon,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293209,2022-09-21_16h52.24.952,vts_reward_expectancy,2022.2.4,Win32,61.08362348,Chrome,1536,864,,,a,1.1477,1,24,0,0,5,5,1,1,1,0,0,0,0,0,1,0,triangle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293209,2022-09-21_16h52.24.952,vts_reward_expectancy,2022.2.4,Win32,61.08362348,Chrome,1536,864,,,l,0.9331,1,25,0,0,6,6,7,1,0,0,1,0,0,1,0,0,hexagon,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293209,2022-09-21_16h52.24.952,vts_reward_expectancy,2022.2.4,Win32,61.08362348,Chrome,1536,864,,,l,0.7761,1,26,0,0,7,7,10,1,0,0,0,1,0,1,0,0,star ,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293209,2022-09-21_16h52.24.952,vts_reward_expectancy,2022.2.4,Win32,61.08362348,Chrome,1536,864,,,l,1.1073,10,36,0,0,8,8,3,1,0,1,0,0,1,0,0,0,circle,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293209,2022-09-21_16h52.24.952,vts_reward_expectancy,2022.2.4,Win32,61.08362348,Chrome,1536,864,,,a,1.3806,1,37,0,0,9,9,9,1,0,0,0,1,1,0,0,0,star,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293209,2022-09-21_16h52.24.952,vts_reward_expectancy,2022.2.4,Win32,61.08362348,Chrome,1536,864,,,a,0.9429,10,47,0,0,10,10,2,1,1,0,0,0,0,0,0,1,triangle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293209,2022-09-21_16h52.24.952,vts_reward_expectancy,2022.2.4,Win32,61.08362348,Chrome,1536,864,,,a,1.3247,1,48,0,0,11,11,5,1,0,1,0,0,0,0,0,1,circle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293209,2022-09-21_16h52.24.952,vts_reward_expectancy,2022.2.4,Win32,61.08362348,Chrome,1536,864,,,a,2.1821,1,49,0,1,0,12,1,1,1,0,0,0,0,0,1,0,triangle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293209,2022-09-21_16h52.24.952,vts_reward_expectancy,2022.2.4,Win32,61.08362348,Chrome,1536,864,,,a,2.7695,1,50,0,1,1,13,3,1,0,1,0,0,1,0,0,0,circle,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293209,2022-09-21_16h52.24.952,vts_reward_expectancy,2022.2.4,Win32,61.08362348,Chrome,1536,864,,,a,1.2645,10,60,0,1,2,14,11,1,0,0,0,1,0,0,1,0,star,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293209,2022-09-21_16h52.24.952,vts_reward_expectancy,2022.2.4,Win32,61.08362348,Chrome,1536,864,,,l,1.0428,1,61,0,1,3,15,6,1,0,0,1,0,1,0,0,0,hexagon,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293209,2022-09-21_16h52.24.952,vts_reward_expectancy,2022.2.4,Win32,61.08362348,Chrome,1536,864,,,l,0.914,10,71,0,1,4,16,5,1,0,1,0,0,0,0,0,1,circle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
