participant,date,expName,psychopyVersion,OS,frameRate,browser,xResolution,yResolution,key_resp.keys,key_resp.rt,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,training.ran,LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,curr_topStim,curr_bottStim,curr_shape,acc,E1,target_resp_prac1.keys,target_resp_prac1.rt,pracBlock,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task1_prac_trials.ran,target_resp_prac2.keys,target_resp_prac2.rt,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,task2_praac_trials.ran,alt,task,condition,target_resp.keys,target_resp.rt,rewCond,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,vts_practice_trials.ran,blockNum,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,trials_norew.ran,key_resp_2.keys,key_resp_2.rt,rewExpectancy,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,trials_rew.ran,Q1,Q2,Q2_text,Q3,Q4,Q5_text,Q5,xRes,yRes
294082,2022-11-29_09h59.10.668,vts_reward_expectancy_bt,2022.2.4,MacIntel,62.5,Safari,1440,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294082,2022-11-29_09h59.10.668,vts_reward_expectancy_bt,2022.2.4,MacIntel,62.5,Safari,1440,900,space,9.996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294082,2022-11-29_09h59.10.668,vts_reward_expectancy_bt,2022.2.4,MacIntel,62.5,Safari,1440,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294082,2022-11-29_09h59.10.668,vts_reward_expectancy_bt,2022.2.4,MacIntel,62.5,Safari,1440,900,,,a,1.188,1,1,0,0,0,0,5,1,0,1,0,0,0,0,0,1,circle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294082,2022-11-29_09h59.10.668,vts_reward_expectancy_bt,2022.2.4,MacIntel,62.5,Safari,1440,900,,,a,0.663,1,2,0,0,1,1,9,1,0,0,0,1,1,0,0,0,star,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294082,2022-11-29_09h59.10.668,vts_reward_expectancy_bt,2022.2.4,MacIntel,62.5,Safari,1440,900,,,a,1.033,10,12,0,0,2,2,2,1,1,0,0,0,0,0,0,1,triangle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294082,2022-11-29_09h59.10.668,vts_reward_expectancy_bt,2022.2.4,MacIntel,62.5,Safari,1440,900,,,a,1.215,10,22,0,0,3,3,11,1,0,0,0,1,0,0,1,0,star,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294082,2022-11-29_09h59.10.668,vts_reward_expectancy_bt,2022.2.4,MacIntel,62.5,Safari,1440,900,,,l,1.615,1,23,0,0,4,4,7,1,0,0,1,0,0,1,0,0,hexagon,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294082,2022-11-29_09h59.10.668,vts_reward_expectancy_bt,2022.2.4,MacIntel,62.5,Safari,1440,900,,,l,3.57,10,33,0,0,5,5,6,1,0,0,1,0,1,0,0,0,hexagon,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294082,2022-11-29_09h59.10.668,vts_reward_expectancy_bt,2022.2.4,MacIntel,62.5,Safari,1440,900,,,a,1.514,10,43,0,0,6,6,10,1,0,0,0,1,0,1,0,0,star ,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294082,2022-11-29_09h59.10.668,vts_reward_expectancy_bt,2022.2.4,MacIntel,62.5,Safari,1440,900,,,l,0.765,10,53,0,0,7,7,8,1,0,0,1,0,0,0,0,1,hexagon,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294082,2022-11-29_09h59.10.668,vts_reward_expectancy_bt,2022.2.4,MacIntel,62.5,Safari,1440,900,,,a,1.89,10,63,0,0,8,8,4,1,0,1,0,0,0,0,1,0,circle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294082,2022-11-29_09h59.10.668,vts_reward_expectancy_bt,2022.2.4,MacIntel,62.5,Safari,1440,900,,,a,1.42,1,64,0,0,9,9,1,1,1,0,0,0,0,0,1,0,triangle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294082,2022-11-29_09h59.10.668,vts_reward_expectancy_bt,2022.2.4,MacIntel,62.5,Safari,1440,900,,,a,1.102,10,74,0,0,10,10,3,1,0,1,0,0,1,0,0,0,circle,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294082,2022-11-29_09h59.10.668,vts_reward_expectancy_bt,2022.2.4,MacIntel,62.5,Safari,1440,900,,,l,1.221,10,84,0,0,11,11,0,1,1,0,0,0,0,1,0,0,triangle,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294082,2022-11-29_09h59.10.668,vts_reward_expectancy_bt,2022.2.4,MacIntel,62.5,Safari,1440,900,,,a,0.783,10,94,0,1,0,12,11,1,0,0,0,1,0,0,1,0,star,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
