participant,date,expName,psychopyVersion,OS,frameRate,browser,xResolution,yResolution,key_resp.keys,key_resp.rt,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,training.ran,LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,curr_topStim,curr_bottStim,curr_shape,acc,E1,target_resp_prac1.keys,target_resp_prac1.rt,pracBlock,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task1_prac_trials.ran,target_resp_prac2.keys,target_resp_prac2.rt,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,task2_praac_trials.ran,alt,task,condition,target_resp.keys,rewCond,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,vts_practice_trials.ran,target_resp.rt,blockNum,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,trials_norew.ran,key_resp_2.keys,key_resp_2.rt,rewExpectancy,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,trials_rew.ran,Q1,Q2,Q2_text,Q3,Q4,Q5,Q5_text,xRes,yRes
297619,2022-11-15_15h08.13.591,vts_reward_expectancy_bt,2022.2.4,Win32,15.00240038,Chrome,1280,720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297619,2022-11-15_15h08.13.591,vts_reward_expectancy_bt,2022.2.4,Win32,15.00240038,Chrome,1280,720,space,1.4765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297619,2022-11-15_15h08.13.591,vts_reward_expectancy_bt,2022.2.4,Win32,15.00240038,Chrome,1280,720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297619,2022-11-15_15h08.13.591,vts_reward_expectancy_bt,2022.2.4,Win32,15.00240038,Chrome,1280,720,,,a,4.3082,1,1,0,0,0,0,6,1,0,0,1,0,1,0,0,0,hexagon,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297619,2022-11-15_15h08.13.591,vts_reward_expectancy_bt,2022.2.4,Win32,15.00240038,Chrome,1280,720,,,l,0.0846,1,2,0,0,1,1,1,1,1,0,0,0,0,0,1,0,triangle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297619,2022-11-15_15h08.13.591,vts_reward_expectancy_bt,2022.2.4,Win32,15.00240038,Chrome,1280,720,,,l,1.0746,1,3,0,0,2,2,5,1,0,1,0,0,0,0,0,1,circle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297619,2022-11-15_15h08.13.591,vts_reward_expectancy_bt,2022.2.4,Win32,15.00240038,Chrome,1280,720,,,a,0.6941,10,13,0,0,3,3,11,1,0,0,0,1,0,0,1,0,star,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297619,2022-11-15_15h08.13.591,vts_reward_expectancy_bt,2022.2.4,Win32,15.00240038,Chrome,1280,720,,,l,0.5369,10,23,0,0,4,4,8,1,0,0,1,0,0,0,0,1,hexagon,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297619,2022-11-15_15h08.13.591,vts_reward_expectancy_bt,2022.2.4,Win32,15.00240038,Chrome,1280,720,,,l,0.4688,10,33,0,0,5,5,2,1,1,0,0,0,0,0,0,1,triangle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297619,2022-11-15_15h08.13.591,vts_reward_expectancy_bt,2022.2.4,Win32,15.00240038,Chrome,1280,720,,,l,0.4688,1,34,0,0,6,6,4,1,0,1,0,0,0,0,1,0,circle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297619,2022-11-15_15h08.13.591,vts_reward_expectancy_bt,2022.2.4,Win32,15.00240038,Chrome,1280,720,,,a,0.7701,1,35,0,0,7,7,3,1,0,1,0,0,1,0,0,0,circle,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297619,2022-11-15_15h08.13.591,vts_reward_expectancy_bt,2022.2.4,Win32,15.00240038,Chrome,1280,720,,,a,0.4642,1,36,0,0,8,8,10,1,0,0,0,1,0,1,0,0,star ,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297619,2022-11-15_15h08.13.591,vts_reward_expectancy_bt,2022.2.4,Win32,15.00240038,Chrome,1280,720,,,a,0.4633,10,46,0,0,9,9,9,1,0,0,0,1,1,0,0,0,star,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297619,2022-11-15_15h08.13.591,vts_reward_expectancy_bt,2022.2.4,Win32,15.00240038,Chrome,1280,720,,,a,1.0763,1,47,0,0,10,10,7,1,0,0,1,0,0,1,0,0,hexagon,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297619,2022-11-15_15h08.13.591,vts_reward_expectancy_bt,2022.2.4,Win32,15.00240038,Chrome,1280,720,,,l,0.457,10,57,0,0,11,11,0,1,1,0,0,0,0,1,0,0,triangle,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297619,2022-11-15_15h08.13.591,vts_reward_expectancy_bt,2022.2.4,Win32,15.00240038,Chrome,1280,720,,,l,0.7923,10,67,0,1,0,12,2,1,1,0,0,0,0,0,0,1,triangle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297619,2022-11-15_15h08.13.591,vts_reward_expectancy_bt,2022.2.4,Win32,15.00240038,Chrome,1280,720,,,l,0.4616,10,77,0,1,1,13,0,1,1,0,0,0,0,1,0,0,triangle,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297619,2022-11-15_15h08.13.591,vts_reward_expectancy_bt,2022.2.4,Win32,15.00240038,Chrome,1280,720,,,l,0.4573,10,87,0,1,2,14,11,1,0,0,0,1,0,0,1,0,star,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297619,2022-11-15_15h08.13.591,vts_reward_expectancy_bt,2022.2.4,Win32,15.00240038,Chrome,1280,720,,,l,0.2386,10,97,0,1,3,15,8,1,0,0,1,0,0,0,0,1,hexagon,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297619,2022-11-15_15h08.13.591,vts_reward_expectancy_bt,2022.2.4,Win32,15.00240038,Chrome,1280,720,,,a,0.0075,10,107,0,1,4,16,10,1,0,0,0,1,0,1,0,0,star ,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297619,2022-11-15_15h08.13.591,vts_reward_expectancy_bt,2022.2.4,Win32,15.00240038,Chrome,1280,720,,,a,0.008,1,108,0,1,5,17,6,1,0,0,1,0,1,0,0,0,hexagon,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297619,2022-11-15_15h08.13.591,vts_reward_expectancy_bt,2022.2.4,Win32,15.00240038,Chrome,1280,720,,,l,0.3151,1,109,0,1,6,18,9,1,0,0,0,1,1,0,0,0,star,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297619,2022-11-15_15h08.13.591,vts_reward_expectancy_bt,2022.2.4,Win32,15.00240038,Chrome,1280,720,,,l,0.16,10,119,0,1,7,19,4,1,0,1,0,0,0,0,1,0,circle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297619,2022-11-15_15h08.13.591,vts_reward_expectancy_bt,2022.2.4,Win32,15.00240038,Chrome,1280,720,,,a,0.5337,1,120,0,1,8,20,3,1,0,1,0,0,1,0,0,0,circle,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297619,2022-11-15_15h08.13.591,vts_reward_expectancy_bt,2022.2.4,Win32,15.00240038,Chrome,1280,720,,,l,0.4602,1,121,0,1,9,21,7,1,0,0,1,0,0,1,0,0,hexagon,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297619,2022-11-15_15h08.13.591,vts_reward_expectancy_bt,2022.2.4,Win32,15.00240038,Chrome,1280,720,,,l,2.0485,1,122,0,1,10,22,1,1,1,0,0,0,0,0,1,0,triangle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297619,2022-11-15_15h08.13.591,vts_reward_expectancy_bt,2022.2.4,Win32,15.00240038,Chrome,1280,720,,,a,2.5813,10,132,0,1,11,23,5,1,0,1,0,0,0,0,0,1,circle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297619,2022-11-15_15h08.13.591,vts_reward_expectancy_bt,2022.2.4,Win32,15.00240038,Chrome,1280,720,,,l,0.8498,10,142,0,2,0,24,9,1,0,0,0,1,1,0,0,0,star,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297619,2022-11-15_15h08.13.591,vts_reward_expectancy_bt,2022.2.4,Win32,15.00240038,Chrome,1280,720,,,l,0.5326,10,152,0,2,1,25,10,1,0,0,0,1,0,1,0,0,star ,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
