participant,date,expName,psychopyVersion,OS,frameRate,browser,xResolution,yResolution,key_resp.keys,key_resp.rt,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,training.ran,LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,curr_topStim,curr_bottStim,curr_shape,acc,E1,target_resp_prac1.keys,target_resp_prac1.rt,pracBlock,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task1_prac_trials.ran,target_resp_prac2.keys,target_resp_prac2.rt,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,task2_praac_trials.ran,alt,task,condition,target_resp.keys,target_resp.rt,rewCond,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,vts_practice_trials.ran,blockNum,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,trials_norew.ran,key_resp_2.keys,key_resp_2.rt,rewExpectancy,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,trials_rew.ran,Q1,Q2_text,Q5_text,xRes,yRes
295660,2022-11-15_14h28.55.910,vts_reward_expectancy_bt,2022.2.4,Win32,60.0240096,Chrome,1920,1080,,,l,1.0132,10,364,1,2,6,30,7,1,0,0,1,0,0,1,0,0,hexagon,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295660,2022-11-15_14h28.55.910,vts_reward_expectancy_bt,2022.2.4,Win32,60.0240096,Chrome,1920,1080,,,a,2.0908,10,374,1,2,7,31,5,1,0,1,0,0,0,0,0,1,circle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295660,2022-11-15_14h28.55.910,vts_reward_expectancy_bt,2022.2.4,Win32,60.0240096,Chrome,1920,1080,,,l,3.913,1,375,1,2,8,32,6,1,0,0,1,0,1,0,0,0,hexagon,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295660,2022-11-15_14h28.55.910,vts_reward_expectancy_bt,2022.2.4,Win32,60.0240096,Chrome,1920,1080,,,a,1.9252,1,376,1,2,9,33,1,1,1,0,0,0,0,0,1,0,triangle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295660,2022-11-15_14h28.55.910,vts_reward_expectancy_bt,2022.2.4,Win32,60.0240096,Chrome,1920,1080,,,a,4.15,1,377,1,2,10,34,9,1,0,0,0,1,1,0,0,0,star,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295660,2022-11-15_14h28.55.910,vts_reward_expectancy_bt,2022.2.4,Win32,60.0240096,Chrome,1920,1080,,,l,4.272,1,378,1,2,11,35,8,1,0,0,1,0,0,0,0,1,hexagon,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295660,2022-11-15_14h28.55.910,vts_reward_expectancy_bt,2022.2.4,Win32,60.0240096,Chrome,1920,1080,,,a,2.9934,1,379,2,0,0,0,10,1,0,0,0,1,0,1,0,0,star ,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295660,2022-11-15_14h28.55.910,vts_reward_expectancy_bt,2022.2.4,Win32,60.0240096,Chrome,1920,1080,,,l,3.0336,1,380,2,0,1,1,6,1,0,0,1,0,1,0,0,0,hexagon,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295660,2022-11-15_14h28.55.910,vts_reward_expectancy_bt,2022.2.4,Win32,60.0240096,Chrome,1920,1080,,,l,1.4013,10,390,2,0,2,2,4,1,0,1,0,0,0,0,1,0,circle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295660,2022-11-15_14h28.55.910,vts_reward_expectancy_bt,2022.2.4,Win32,60.0240096,Chrome,1920,1080,,,l,1.3506,10,400,2,0,3,3,7,1,0,0,1,0,0,1,0,0,hexagon,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295660,2022-11-15_14h28.55.910,vts_reward_expectancy_bt,2022.2.4,Win32,60.0240096,Chrome,1920,1080,,,a,0.9327,1,401,2,0,4,4,2,1,1,0,0,0,0,0,0,1,triangle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295660,2022-11-15_14h28.55.910,vts_reward_expectancy_bt,2022.2.4,Win32,60.0240096,Chrome,1920,1080,,,l,0.6816,1,402,2,0,5,5,8,1,0,0,1,0,0,0,0,1,hexagon,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295660,2022-11-15_14h28.55.910,vts_reward_expectancy_bt,2022.2.4,Win32,60.0240096,Chrome,1920,1080,,,l,1.5829,10,412,2,0,6,6,11,1,0,0,0,1,0,0,1,0,star,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295660,2022-11-15_14h28.55.910,vts_reward_expectancy_bt,2022.2.4,Win32,60.0240096,Chrome,1920,1080,,,a,1.0977,1,413,2,0,7,7,9,1,0,0,0,1,1,0,0,0,star,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295660,2022-11-15_14h28.55.910,vts_reward_expectancy_bt,2022.2.4,Win32,60.0240096,Chrome,1920,1080,,,l,1.9054,10,423,2,0,8,8,0,1,1,0,0,0,0,1,0,0,triangle,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295660,2022-11-15_14h28.55.910,vts_reward_expectancy_bt,2022.2.4,Win32,60.0240096,Chrome,1920,1080,,,l,1.297,10,433,2,0,9,9,5,1,0,1,0,0,0,0,0,1,circle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295660,2022-11-15_14h28.55.910,vts_reward_expectancy_bt,2022.2.4,Win32,60.0240096,Chrome,1920,1080,,,a,0.6176,10,443,2,0,10,10,1,1,1,0,0,0,0,0,1,0,triangle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295660,2022-11-15_14h28.55.910,vts_reward_expectancy_bt,2022.2.4,Win32,60.0240096,Chrome,1920,1080,,,l,0.5992,1,444,2,0,11,11,3,1,0,1,0,0,1,0,0,0,circle,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295660,2022-11-15_14h28.55.910,vts_reward_expectancy_bt,2022.2.4,Win32,60.0240096,Chrome,1920,1080,,,l,1.5882,1,445,2,1,0,12,7,1,0,0,1,0,0,1,0,0,hexagon,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295660,2022-11-15_14h28.55.910,vts_reward_expectancy_bt,2022.2.4,Win32,60.0240096,Chrome,1920,1080,,,l,0.6913,1,446,2,1,1,13,4,1,0,1,0,0,0,0,1,0,circle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295660,2022-11-15_14h28.55.910,vts_reward_expectancy_bt,2022.2.4,Win32,60.0240096,Chrome,1920,1080,,,l,0.2494,10,456,2,1,2,14,0,1,1,0,0,0,0,1,0,0,triangle,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295660,2022-11-15_14h28.55.910,vts_reward_expectancy_bt,2022.2.4,Win32,60.0240096,Chrome,1920,1080,,,a,0.9739,1,457,2,1,3,15,8,1,0,0,1,0,0,0,0,1,hexagon,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295660,2022-11-15_14h28.55.910,vts_reward_expectancy_bt,2022.2.4,Win32,60.0240096,Chrome,1920,1080,,,a,1.2992,1,458,2,1,4,16,2,1,1,0,0,0,0,0,0,1,triangle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295660,2022-11-15_14h28.55.910,vts_reward_expectancy_bt,2022.2.4,Win32,60.0240096,Chrome,1920,1080,,,l,1.7452,10,468,2,1,5,17,1,1,1,0,0,0,0,0,1,0,triangle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295660,2022-11-15_14h28.55.910,vts_reward_expectancy_bt,2022.2.4,Win32,60.0240096,Chrome,1920,1080,,,a,2.5519,10,478,2,1,6,18,11,1,0,0,0,1,0,0,1,0,star,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295660,2022-11-15_14h28.55.910,vts_reward_expectancy_bt,2022.2.4,Win32,60.0240096,Chrome,1920,1080,,,l,0.8442,1,479,2,1,7,19,5,1,0,1,0,0,0,0,0,1,circle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295660,2022-11-15_14h28.55.910,vts_reward_expectancy_bt,2022.2.4,Win32,60.0240096,Chrome,1920,1080,,,a,0.6057,1,480,2,1,8,20,9,1,0,0,0,1,1,0,0,0,star,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295660,2022-11-15_14h28.55.910,vts_reward_expectancy_bt,2022.2.4,Win32,60.0240096,Chrome,1920,1080,,,l,2.0683,10,490,2,1,9,21,3,1,0,1,0,0,1,0,0,0,circle,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295660,2022-11-15_14h28.55.910,vts_reward_expectancy_bt,2022.2.4,Win32,60.0240096,Chrome,1920,1080,,,l,1.2291,1,491,2,1,10,22,6,1,0,0,1,0,1,0,0,0,hexagon,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295660,2022-11-15_14h28.55.910,vts_reward_expectancy_bt,2022.2.4,Win32,60.0240096,Chrome,1920,1080,,,l,1.1796,1,492,2,1,11,23,10,1,0,0,0,1,0,1,0,0,star ,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295660,2022-11-15_14h28.55.910,vts_reward_expectancy_bt,2022.2.4,Win32,60.0240096,Chrome,1920,1080,,,l,1.4799,1,493,2,2,0,24,8,1,0,0,1,0,0,0,0,1,hexagon,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295660,2022-11-15_14h28.55.910,vts_reward_expectancy_bt,2022.2.4,Win32,60.0240096,Chrome,1920,1080,,,a,0.7674,1,494,2,2,1,25,5,1,0,1,0,0,0,0,0,1,circle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295660,2022-11-15_14h28.55.910,vts_reward_expectancy_bt,2022.2.4,Win32,60.0240096,Chrome,1920,1080,,,l,0.9883,1,495,2,2,2,26,6,1,0,0,1,0,1,0,0,0,hexagon,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295660,2022-11-15_14h28.55.910,vts_reward_expectancy_bt,2022.2.4,Win32,60.0240096,Chrome,1920,1080,,,l,0.7192,10,505,2,2,3,27,1,1,1,0,0,0,0,0,1,0,triangle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295660,2022-11-15_14h28.55.910,vts_reward_expectancy_bt,2022.2.4,Win32,60.0240096,Chrome,1920,1080,,,a,0.8405,1,506,2,2,4,28,3,1,0,1,0,0,1,0,0,0,circle,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295660,2022-11-15_14h28.55.910,vts_reward_expectancy_bt,2022.2.4,Win32,60.0240096,Chrome,1920,1080,,,l,0.5155,1,507,2,2,5,29,10,1,0,0,0,1,0,1,0,0,star ,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295660,2022-11-15_14h28.55.910,vts_reward_expectancy_bt,2022.2.4,Win32,60.0240096,Chrome,1920,1080,,,l,0.6131,1,508,2,2,6,30,7,1,0,0,1,0,0,1,0,0,hexagon,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295660,2022-11-15_14h28.55.910,vts_reward_expectancy_bt,2022.2.4,Win32,60.0240096,Chrome,1920,1080,,,a,1.0876,1,509,2,2,7,31,0,1,1,0,0,0,0,1,0,0,triangle,circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295660,2022-11-15_14h28.55.910,vts_reward_expectancy_bt,2022.2.4,Win32,60.0240096,Chrome,1920,1080,,,l,1.6994,1,510,2,2,8,32,2,1,1,0,0,0,0,0,0,1,triangle,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295660,2022-11-15_14h28.55.910,vts_reward_expectancy_bt,2022.2.4,Win32,60.0240096,Chrome,1920,1080,,,a,1.3371,10,520,2,2,9,33,4,1,0,1,0,0,0,0,1,0,circle,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295660,2022-11-15_14h28.55.910,vts_reward_expectancy_bt,2022.2.4,Win32,60.0240096,Chrome,1920,1080,,,l,2.2115,1,521,2,2,10,34,9,1,0,0,0,1,1,0,0,0,star,triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295660,2022-11-15_14h28.55.910,vts_reward_expectancy_bt,2022.2.4,Win32,60.0240096,Chrome,1920,1080,,,a,0.6607,10,531,2,2,11,35,11,1,0,0,0,1,0,0,1,0,star,hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295660,2022-11-15_14h28.55.910,vts_reward_expectancy_bt,2022.2.4,Win32,60.0240096,Chrome,1920,1080,,,,,,,,,,,,,,,,,,,,,,,174,U,star,1,0,f,1.2186,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295660,2022-11-15_14h28.55.910,vts_reward_expectancy_bt,2022.2.4,Win32,60.0240096,Chrome,1920,1080,,,,,,,,,,,,,,,,,,,,,,,167,H,circle,1,0,f,0.5653,0,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295660,2022-11-15_14h28.55.910,vts_reward_expectancy_bt,2022.2.4,Win32,60.0240096,Chrome,1920,1080,,,,,,,,,,,,,,,,,,,,,,,125,F,hexagon,1,0,d,0.5338,0,2,0,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295660,2022-11-15_14h28.55.910,vts_reward_expectancy_bt,2022.2.4,Win32,60.0240096,Chrome,1920,1080,,,,,,,,,,,,,,,,,,,,,,,139,S,triangle,1,0,d,1.188,0,3,0,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295660,2022-11-15_14h28.55.910,vts_reward_expectancy_bt,2022.2.4,Win32,60.0240096,Chrome,1920,1080,,,,,,,,,,,,,,,,,,,,,,,181,D,star,1,0,f,0.5494,0,4,0,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295660,2022-11-15_14h28.55.910,vts_reward_expectancy_bt,2022.2.4,Win32,60.0240096,Chrome,1920,1080,,,,,,,,,,,,,,,,,,,,,,,146,W,circle,1,0,d,0.7734,0,5,0,5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295660,2022-11-15_14h28.55.910,vts_reward_expectancy_bt,2022.2.4,Win32,60.0240096,Chrome,1920,1080,,,,,,,,,,,,,,,,,,,,,,,132,B,hexagon,1,0,d,0.6121,0,6,0,6,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295660,2022-11-15_14h28.55.910,vts_reward_expectancy_bt,2022.2.4,Win32,60.0240096,Chrome,1920,1080,,,,,,,,,,,,,,,,,,,,,,,160,Y,triangle,1,0,f,0.518,0,7,0,7,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295660,2022-11-15_14h28.55.910,vts_reward_expectancy_bt,2022.2.4,Win32,60.0240096,Chrome,1920,1080,,,,,,,,,,,,,,,,,,,,,,,174,U,circle,1,0,f,0.4596,0,8,0,8,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295660,2022-11-15_14h28.55.910,vts_reward_expectancy_bt,2022.2.4,Win32,60.0240096,Chrome,1920,1080,,,,,,,,,,,,,,,,,,,,,,,167,H,triangle,1,0,f,0.6011,0,9,0,9,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295660,2022-11-15_14h28.55.910,vts_reward_expectancy_bt,2022.2.4,Win32,60.0240096,Chrome,1920,1080,,,,,,,,,,,,,,,,,,,,,,,146,D,triangle,1,0,,,1,,,,,,j,1.2483,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295660,2022-11-15_14h28.55.910,vts_reward_expectancy_bt,2022.2.4,Win32,60.0240096,Chrome,1920,1080,,,,,,,,,,,,,,,,,,,,,,,139,F,hexagon,1,0,,,1,,,,,,j,1.3142,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295660,2022-11-15_14h28.55.910,vts_reward_expectancy_bt,2022.2.4,Win32,60.0240096,Chrome,1920,1080,,,,,,,,,,,,,,,,,,,,,,,174,U,circle,1,0,,,1,,,,,,k,0.6948,2,0,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295660,2022-11-15_14h28.55.910,vts_reward_expectancy_bt,2022.2.4,Win32,60.0240096,Chrome,1920,1080,,,,,,,,,,,,,,,,,,,,,,,181,Y,star,1,0,,,1,,,,,,k,0.7153,3,0,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295660,2022-11-15_14h28.55.910,vts_reward_expectancy_bt,2022.2.4,Win32,60.0240096,Chrome,1920,1080,,,,,,,,,,,,,,,,,,,,,,,160,W,triangle,1,0,,,1,,,,,,k,0.7381,4,0,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295660,2022-11-15_14h28.55.910,vts_reward_expectancy_bt,2022.2.4,Win32,60.0240096,Chrome,1920,1080,,,,,,,,,,,,,,,,,,,,,,,125,S,hexagon,0,0,,,1,,,,,,j,1.642,5,0,5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295660,2022-11-15_14h28.55.910,vts_reward_expectancy_bt,2022.2.4,Win32,60.0240096,Chrome,1920,1080,,,,,,,,,,,,,,,,,,,,,,,167,H,circle,1,1,,,1,,,,,,j,0.6154,6,0,6,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295660,2022-11-15_14h28.55.910,vts_reward_expectancy_bt,2022.2.4,Win32,60.0240096,Chrome,1920,1080,,,,,,,,,,,,,,,,,,,,,,,132,B,star,1,0,,,1,,,,,,j,0.7376,7,0,7,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295660,2022-11-15_14h28.55.910,vts_reward_expectancy_bt,2022.2.4,Win32,60.0240096,Chrome,1920,1080,,,,,,,,,,,,,,,,,,,,,,,146,D,circle,1,0,,,1,,,,,,j,0.7659,8,0,8,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295660,2022-11-15_14h28.55.910,vts_reward_expectancy_bt,2022.2.4,Win32,60.0240096,Chrome,1920,1080,,,,,,,,,,,,,,,,,,,,,,,139,F,star,1,0,,,1,,,,,,j,0.8238,9,0,9,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295660,2022-11-15_14h28.55.910,vts_reward_expectancy_bt,2022.2.4,Win32,60.0240096,Chrome,1920,1080,,,,,0,531,,,,,,,,,,,,,,,,,139,W,triangle,1,0,,,2,,,,,,,,,,,,,-1,number,NA,d,1.1372,vtsPrac,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
295660,2022-11-15_14h28.55.910,vts_reward_expectancy_bt,2022.2.4,Win32,60.0240096,Chrome,1920,1080,,,,,0,531,,,,,,,,,,,,,,,,,181,H,hexagon,1,0,,,2,,,,,,,,,,,,,switch,letter,lettSwt,j,1.1417,vtsPrac,1,0,1,0,1,,,,,,,,,,,,,,,,,,,
295660,2022-11-15_14h28.55.910,vts_reward_expectancy_bt,2022.2.4,Win32,60.0240096,Chrome,1920,1080,,,,,0,531,,,,,,,,,,,,,,,,,132,Y,triangle,1,0,,,2,,,,,,,,,,,,,repeat,letter,lettRpt,k,0.8294,vtsPrac,2,0,2,0,1,,,,,,,,,,,,,,,,,,,
295660,2022-11-15_14h28.55.910,vts_reward_expectancy_bt,2022.2.4,Win32,60.0240096,Chrome,1920,1080,,,,,0,531,,,,,,,,,,,,,,,,,146,U,hexagon,1,0,,,2,,,,,,,,,,,,,repeat,letter,lettRpt,k,0.9607,vtsPrac,3,0,3,0,1,,,,,,,,,,,,,,,,,,,
295660,2022-11-15_14h28.55.910,vts_reward_expectancy_bt,2022.2.4,Win32,60.0240096,Chrome,1920,1080,,,,,0,531,,,,,,,,,,,,,,,,,139,W,triangle,1,0,,,2,,,,,,,,,,,,,repeat,letter,lettRpt,k,1.099,vtsPrac,4,0,4,0,1,,,,,,,,,,,,,,,,,,,
295660,2022-11-15_14h28.55.910,vts_reward_expectancy_bt,2022.2.4,Win32,60.0240096,Chrome,1920,1080,,,,,0,531,,,,,,,,,,,,,,,,,181,H,star,1,0,,,2,,,,,,,,,,,,,switch,number,numSwt,f,0.7427,vtsPrac,5,0,5,0,1,,,,,,,,,,,,,,,,,,,
295660,2022-11-15_14h28.55.910,vts_reward_expectancy_bt,2022.2.4,Win32,60.0240096,Chrome,1920,1080,,,,,0,531,,,,,,,,,,,,,,,,,132,Y,star,1,0,,,2,,,,,,,,,,,,,repeat,number,numRpt,d,0.7981,vtsPrac,6,0,6,0,1,,,,,,,,,,,,,,,,,,,
295660,2022-11-15_14h28.55.910,vts_reward_expectancy_bt,2022.2.4,Win32,60.0240096,Chrome,1920,1080,,,,,0,531,,,,,,,,,,,,,,,,,146,U,hexagon,1,0,,,2,,,,,,,,,,,,,repeat,number,numRpt,d,0.9878,vtsPrac,7,0,7,0,1,,,,,,,,,,,,,,,,,,,
295660,2022-11-15_14h28.55.910,vts_reward_expectancy_bt,2022.2.4,Win32,60.0240096,Chrome,1920,1080,,,,,0,531,,,,,,,,,,,,,,,,,125,H,hexagon,1,0,,,2,,,,,,,,,,,,,repeat,number,numRpt,d,0.831,vtsPrac,8,0,8,0,1,,,,,,,,,,,,,,,,,,,
295660,2022-11-15_14h28.55.910,vts_reward_expectancy_bt,2022.2.4,Win32,60.0240096,Chrome,1920,1080,,,,,0,531,,,,,,,,,,,,,,,,,160,W,star,1,0,,,2,,,,,,,,,,,,,switch,letter,lettSwt,k,0.6825,vtsPrac,9,0,9,0,1,,,,,,,,,,,,,,,,,,,
295660,2022-11-15_14h28.55.910,vts_reward_expectancy_bt,2022.2.4,Win32,60.0240096,Chrome,1920,1080,,,,,0,531,,,,,,,,,,,,,,,,,146,F,star,0,0,,,2,,,,,,,,,,,,,repeat,letter,NA,k,1.1157,vtsPrac,10,0,10,0,1,,,,,,,,,,,,,,,,,,,
295660,2022-11-15_14h28.55.910,vts_reward_expectancy_bt,2022.2.4,Win32,60.0240096,Chrome,1920,1080,,,,,0,531,,,,,,,,,,,,,,,,,132,Y,circle,1,1,,,2,,,,,,,,,,,,,repeat,letter,lettRpt,k,0.7226,vtsPrac,11,0,11,0,1,,,,,,,,,,,,,,,,,,,
295660,2022-11-15_14h28.55.910,vts_reward_expectancy_bt,2022.2.4,Win32,60.0240096,Chrome,1920,1080,,,,,0,531,,,,,,,,,,,,,,,,,181,B,circle,1,0,,,2,,,,,,,,,,,,,repeat,letter,lettRpt,j,0.8788,vtsPrac,12,0,12,0,1,,,,,,,,,,,,,,,,,,,
295660,2022-11-15_14h28.55.910,vts_reward_expectancy_bt,2022.2.4,Win32,60.0240096,Chrome,1920,1080,,,,,0,531,,,,,,,,,,,,,,,,,167,S,hexagon,1,0,,,2,,,,,,,,,,,,,switch,number,numSwt,f,0.8719,vtsPrac,13,0,13,0,1,,,,,,,,,,,,,,,,,,,
295660,2022-11-15_14h28.55.910,vts_reward_expectancy_bt,2022.2.4,Win32,60.0240096,Chrome,1920,1080,,,,,0,531,,,,,,,,,,,,,,,,,139,W,triangle,1,0,,,2,,,,,,,,,,,,,repeat,number,numRpt,d,0.6525,vtsPrac,14,0,14,0,1,,,,,,,,,,,,,,,,,,,
295660,2022-11-15_14h28.55.910,vts_reward_expectancy_bt,2022.2.4,Win32,60.0240096,Chrome,1920,1080,,,,,0,531,,,,,,,,,,,,,,,,,174,U,circle,1,0,,,2,,,,,,,,,,,,,repeat,number,numRpt,f,0.8242,vtsPrac,15,0,15,0,1,,,,,,,,,,,,,,,,,,,
295660,2022-11-15_14h28.55.910,vts_reward_expectancy_bt,2022.2.4,Win32,60.0240096,Chrome,1920,1080,,,,,0,531,,,,,,,,,,,,,,,,,181,S,hexagon,1,0,,,2,,,,,,,,,,,,,repeat,number,numRpt,f,0.6929,vtsPrac,16,0,16,0,1,,,,,,,,,,,,,,,,,,,
295660,2022-11-15_14h28.55.910,vts_reward_expectancy_bt,2022.2.4,Win32,60.0240096,Chrome,1920,1080,,,,,0,531,,,,,,,,,,,,,,,,,125,U,star,0,0,,,2,,,,,,,,,,,,,switch,letter,NA,j,1.1038,vtsPrac,17,0,17,0,1,,,,,,,,,,,,,,,,,,,
295660,2022-11-15_14h28.55.910,vts_reward_expectancy_bt,2022.2.4,Win32,60.0240096,Chrome,1920,1080,,,,,0,531,,,,,,,,,,,,,,,,,139,W,star,1,1,,,2,,,,,,,,,,,,,repeat,letter,lettRpt,k,0.6758,vtsPrac,18,0,18,0,1,,,,,,,,,,,,,,,,,,,
295660,2022-11-15_14h28.55.910,vts_reward_expectancy_bt,2022.2.4,Win32,60.0240096,Chrome,1920,1080,,,,,0,531,,,,,,,,,,,,,,,,,160,H,triangle,1,0,,,2,,,,,,,,,,,,,repeat,letter,lettRpt,j,0.999,vtsPrac,19,0,19,0,1,,,,,,,,,,,,,,,,,,,
295660,2022-11-15_14h28.55.910,vts_reward_expectancy_bt,2022.2.4,Win32,60.0240096,Chrome,1920,1080,,,,,0,531,,,,,,,,,,,,,,,,,132,U,hexagon,1,0,,,2,,,,,,,,,,,,,repeat,letter,lettRpt,k,2.1074,vtsPrac,20,0,20,0,1,,,,,,,,,,,,,,,,,,,
295660,2022-11-15_14h28.55.910,vts_reward_expectancy_bt,2022.2.4,Win32,60.0240096,Chrome,1920,1080,,,,,0,531,,,,,,,,,,,,,,,,,160,H,circle,1,0,,,2,,,,,,,,,,,,,switch,number,numSwt,f,2.0459,vtsPrac,21,0,21,0,1,,,,,,,,,,,,,,,,,,,
