LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task2_prac_redo.thisRepN,task2_prac_redo.thisTrialN,task2_prac_redo.thisN,task2_prac_redo.thisIndex,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,vts_prac_redo.thisRepN,vts_prac_redo.thisTrialN,vts_prac_redo.thisN,vts_prac_redo.thisIndex,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,fix.started,training_feedback_txt.stopped,fix.stopped,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,acc,E1,target_resp_prac1.keys,target_resp_prac1.rt,pracBlock,prac_fback_text.started,prac_fback_text.stopped,tgt_fix_prac2.started,top_target_prac2.started,bott_target_prac2.started,target_resp_prac2.started,target_resp_prac2.keys,target_resp_prac2.rt,star.started,hegagon.started,triangle.started,circle.started,top_target.started,tgt_fix.started,bot_target.started,target_resp.started,star.stopped,hegagon.stopped,triangle.stopped,circle.stopped,alt,task,condition,target_resp.keys,target_resp.rt,rewCond,vts_fback.started,vts_fback.stopped,top_target.stopped,tgt_fix.stopped,bot_target.stopped,target_resp.stopped,blockNum,norew_fback.started,norew_fback.stopped,key_resp_2.keys,key_resp_2.rt,rewExpectancy,feedbk_text.started,feedbk_text.stopped,text_3.started,debrief.started,text_3.stopped,button.started,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,17,0,17,0,,,,,,,,,,,,,,,,0,876,,,1459.7748585352674,,,139,F,star,0.016848099883645773,,,,,0,0,,,,,,,,,,,,1455.5340387779288,1455.5340387779288,1455.5340387779288,1455.5340387779288,1457.0071433321573,1457.0071433321573,1457.0071433321573,1457.0071433321573,1457.0401096642017,1457.0401096642017,1457.0401096642017,1457.0401096642017,switch,number,NA,f,1.2261621388606727,Hi,,,,,,,0,,,,,low,1458.261303992942,,,,,,98412,2022-11-28_13h58.19.191,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05075682412279,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,18,0,18,0,,,,,,,,,,,,,,,,10,886,,,1464.494805520866,,,125,Y,triangle,0.01646472606807947,,,,,1,1,,,,,,,,,,,,1460.771055999212,1460.771055999212,1460.771055999212,1460.771055999212,1462.2441266560927,1462.2441266560927,1462.2441266560927,1462.2441266560927,1462.2774232891388,1462.2774232891388,1462.2774232891388,1462.2774232891388,repeat,number,numRpt,d,0.7145232856273651,Lo,,,,,,,0,,,,,low,1462.9810822252184,,,,,,98412,2022-11-28_13h58.19.191,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05075682412279,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,19,0,19,0,,,,,,,,,,,,,,,,10,896,,,1469.0318983029574,,,160,H,hexagon,0.016823796089738607,,,,,1,0,,,,,,,,,,,,1465.4911412768997,1465.4911412768997,1465.4911412768997,1465.4911412768997,1466.9642753410153,1466.9642753410153,1466.9642753410153,1466.9642753410153,1466.9975468870252,1466.9975468870252,1466.9975468870252,1466.9975468870252,repeat,number,numRpt,f,0.5286367936059833,Hi,,,,,,,0,,,,,low,1467.5179166402668,,,,,,98412,2022-11-28_13h58.19.191,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05075682412279,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,20,0,20,0,,,,,,,,,,,,,,,,1,897,,,1473.518377527129,,,174,U,triangle,0.01674655918031931,,,,,1,0,,,,,,,,,,,,1470.027448890265,1470.027448890265,1470.027448890265,1470.027448890265,1471.4993256642483,1471.4993256642483,1471.4993256642483,1471.4993256642483,1471.53272659285,1471.53272659285,1471.53272659285,1471.53272659285,repeat,number,numRpt,f,0.481644693762064,Lo,,,,,,,0,,,,,low,1472.0044609908946,,,,,,98412,2022-11-28_13h58.19.191,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05075682412279,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,21,0,21,0,,,,,,,,,,,,,,,,0,897,,,1478.505600812845,,,146,W,circle,0.017127530183643103,,,,,0,0,,,,,,,,,,,,1474.5147830802016,1474.5147830802016,1474.5147830802016,1474.5147830802016,1475.986185031943,1475.986185031943,1475.986185031943,1475.986185031943,1476.019427058287,1476.019427058287,1476.019427058287,1476.019427058287,repeat,number,NA,f,0.9791233516298234,Lo,,,,,,,0,,,,,low,1476.9915448590182,,,,,,98412,2022-11-28_13h58.19.191,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05075682412279,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,22,0,22,0,,,,,,,,,,,,,,,,1,898,,,1483.3925699233077,,,132,S,star,0.016759864054620266,,,,,1,1,,,,,,,,,,,,1479.5015547419898,1479.5015547419898,1479.5015547419898,1479.5015547419898,1480.973164069932,1480.973164069932,1480.973164069932,1480.973164069932,1481.0064286361448,1481.0064286361448,1481.0064286361448,1481.0064286361448,switch,letter,lettSwt,k,0.8746988638304174,Lo,,,,,,,0,,,,,low,1481.8783667152748,,,,,,98412,2022-11-28_13h58.19.191,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05075682412279,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,23,0,23,0,,,,,,,,,,,,,,,,10,908,,,1488.1295065609738,,,181,B,hexagon,0.0168138206936419,,,,,1,0,,,,,,,,,,,,1484.3885143101215,1484.3885143101215,1484.3885143101215,1484.3885143101215,1485.8599458439276,1485.8599458439276,1485.8599458439276,1485.8599458439276,1485.8934052130207,1485.8934052130207,1485.8934052130207,1485.8934052130207,switch,number,numSwt,f,0.7355042845010757,Hi,,,,,,,0,,,,,low,1486.6321476451121,,,,,,98412,2022-11-28_13h58.19.191,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05075682412279,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,24,0,24,0,,,,,,,,,,,,,,,,10,918,,,1492.8161202552728,,,174,Y,hexagon,0.0021396069787442684,,,,,1,0,,,,,,,,,,,,1489.125447917264,1489.125447917264,1489.125447917264,1489.125447917264,1490.6135535528883,1490.6135535528883,1490.6135535528883,1490.6135535528883,1490.630266442895,1490.630266442895,1490.630266442895,1490.630266442895,repeat,number,numRpt,f,0.673577063716948,Hi,,,,,,,0,,,,,low,1491.3171856589615,,,,,,98412,2022-11-28_13h58.19.191,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05075682412279,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,25,0,25,0,,,,,,,,,,,,,,,,1,919,,,1497.519584091846,,,132,S,star,0.001840757206082344,,,,,1,0,,,,,,,,,,,,1493.811851393897,1493.811851393897,1493.811851393897,1493.811851393897,1495.3004155722447,1495.3004155722447,1495.3004155722447,1495.3004155722447,1495.3171702651307,1495.3171702651307,1495.3171702651307,1495.3171702651307,repeat,number,numRpt,d,0.7004825035110116,Lo,,,,,,,0,,,,,low,1496.0206546960399,,,,,,98412,2022-11-28_13h58.19.191,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05075682412279,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,26,0,26,0,,,,,,,,,,,,,,,,10,929,,,1502.0399114019237,,,167,D,circle,0.0015536309219896793,,,,,1,0,,,,,,,,,,,,1498.5154163888656,1498.5154163888656,1498.5154163888656,1498.5154163888656,1500.003930020146,1500.003930020146,1500.003930020146,1500.003930020146,1500.0204261052422,1500.0204261052422,1500.0204261052422,1500.0204261052422,repeat,number,numRpt,f,0.5090739266015589,Hi,,,,,,,0,,,,,low,1500.540801173076,,,,,,98412,2022-11-28_13h58.19.191,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05075682412279,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,27,0,27,0,,,,,,,,,,,,,,,,10,939,,,1506.6932511222549,,,125,U,triangle,0.0019161631353199482,,,,,1,0,,,,,,,,,,,,1503.035749617964,1503.035749617964,1503.035749617964,1503.035749617964,1504.523873820901,1504.523873820901,1504.523873820901,1504.523873820901,1504.5407744231634,1504.5407744231634,1504.5407744231634,1504.5407744231634,repeat,number,numRpt,d,0.6464578448794782,Lo,,,,,,,0,,,,,low,1505.1941168028861,,,,,,98412,2022-11-28_13h58.19.191,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05075682412279,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,28,0,28,0,,,,,,,,,,,,,,,,10,949,,,1512.330399709288,,,160,B,star,0.0018495949916541576,,,,,1,0,,,,,,,,,,,,1507.6890141442418,1507.6890141442418,1507.6890141442418,1507.6890141442418,1509.1774225221016,1509.1774225221016,1509.1774225221016,1509.1774225221016,1509.1942884321325,1509.1942884321325,1509.1942884321325,1509.1942884321325,switch,letter,lettSwt,j,1.630137794651091,Lo,,,,,,,0,,,,,low,1510.8316702479497,,,,,,98412,2022-11-28_13h58.19.191,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05075682412279,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,29,0,29,0,,,,,,,,,,,,,,,,10,959,,,1517.4006409719586,,,146,H,triangle,0.0016147168353199959,,,,,1,0,,,,,,,,,,,,1513.3258733218536,1513.3258733218536,1513.3258733218536,1513.3258733218536,1514.8148874319158,1514.8148874319158,1514.8148874319158,1514.8148874319158,1514.8314724960364,1514.8314724960364,1514.8314724960364,1514.8314724960364,switch,number,numSwt,d,1.0659078154712915,Lo,,,,,,,0,,,,,low,1515.901748915203,,,,,,98412,2022-11-28_13h58.19.191,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05075682412279,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,30,0,30,0,,,,,,,,,,,,,,,,0,959,,,1522.871270363219,,,139,W,circle,0.0021111508831381798,,,,,0,0,,,,,,,,,,,,1518.3968091472052,1518.3968091472052,1518.3968091472052,1518.3968091472052,1519.8850663239136,1519.8850663239136,1519.8850663239136,1519.8850663239136,1519.9016930828802,1519.9016930828802,1519.9016930828802,1519.9016930828802,switch,letter,NA,j,1.4646094120107591,Lo,,,,,,,0,,,,,low,1521.3723785402253,,,,,,98412,2022-11-28_13h58.19.191,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05075682412279,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,31,0,31,0,,,,,,,,,,,,,,,,0,959,,,1528.1085823802277,,,181,F,hexagon,0.0021056383848190308,,,,,1,1,,,,,,,,,,,,1523.8671243451536,1523.8671243451536,1523.8671243451536,1523.8671243451536,1525.355534692295,1525.355534692295,1525.355534692295,1525.355534692295,1525.3722208631225,1525.3722208631225,1525.3722208631225,1525.3722208631225,switch,number,numSwt,f,1.2258482929319143,Hi,,,,,,,0,,,,,low,1526.6100689498708,,,,,,98412,2022-11-28_13h58.19.191,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05075682412279,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,0,959,,,1550.840529518202,,,174,W,circle,0.0006644907407462597,,,,,1,0,,,,,,,,,,,,1546.949891724158,1546.949891724158,1546.949891724158,1546.949891724158,1548.4397094538435,1548.4397094538435,1548.4397094538435,1548.4397094538435,1548.4562438819557,1548.4562438819557,1548.4562438819557,1548.4562438819557,switch,letter,lettSwt,k,0.8665043157525361,Hi,,,,,,,1,,,space,5.199106867425144,low,1549.3266217880882,,,,,,98412,2022-11-28_13h58.19.191,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05075682412279,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,0,959,,,1555.9275379362516,,,160,U,hexagon,0.01657773880288005,,,,,1,0,,,,,,,,,,,,1551.8369804392569,1551.8369804392569,1551.8369804392569,1551.8369804392569,1553.3100300668739,1553.3100300668739,1553.3100300668739,1553.3100300668739,1553.3432133481838,1553.3432133481838,1553.3432133481838,1553.3432133481838,repeat,letter,lettRpt,k,1.0822817008011043,Hi,,,,,,,1,,,,,low,1554.4134330512024,,,,,,98412,2022-11-28_13h58.19.191,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05075682412279,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,2,0,2,0,,,,,,,,,,,,,,,,0,959,,,1560.4978017052636,,,146,B,triangle,0.017036619130522013,,,,,0,0,,,,,,,,,,,,1556.9238260309212,1556.9238260309212,1556.9238260309212,1556.9238260309212,1558.3968773721717,1558.3968773721717,1558.3968773721717,1558.3968773721717,1558.4305097199976,1558.4305097199976,1558.4305097199976,1558.4305097199976,repeat,letter,NA,k,0.5630304487422109,Hi,,,,,,,1,,,,,low,1558.9841171852313,,,,,,98412,2022-11-28_13h58.19.191,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05075682412279,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,3,0,3,0,,,,,,,,,,,,,,,,1,960,,,1565.201255178079,,,181,H,star,0.016832036897540092,,,,,1,1,,,,,,,,,,,,1561.4942469680682,1561.4942469680682,1561.4942469680682,1561.4942469680682,1562.9670921680517,1562.9670921680517,1562.9670921680517,1562.9670921680517,1563.0003994819708,1563.0003994819708,1563.0003994819708,1563.0003994819708,repeat,letter,lettRpt,j,0.6961442739702761,Lo,,,,,,,1,,,,,low,1563.6872522290796,,,,,,98412,2022-11-28_13h58.19.191,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05075682412279,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,4,0,4,0,,,,,,,,,,,,,,,,1,961,,,1569.7877063322812,,,167,Y,star,0.016869775019586086,,,,,1,0,,,,,,,,,,,,1566.197360389866,1566.197360389866,1566.197360389866,1566.197360389866,1567.6706494870596,1567.6706494870596,1567.6706494870596,1567.6706494870596,1567.7040026290342,1567.7040026290342,1567.7040026290342,1567.7040026290342,switch,number,numSwt,f,0.5823553036898375,Lo,,,,,,,1,,,,,low,1568.2743807341903,,,,,,98412,2022-11-28_13h58.19.191,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05075682412279,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,5,0,5,0,,,,,,,,,,,,,,,,10,971,,,1574.3582146540284,,,125,S,hexagon,0.01694919401779771,,,,,1,0,,,,,,,,,,,,1570.783938519191,1570.783938519191,1570.783938519191,1570.783938519191,1572.257426166907,1572.257426166907,1572.257426166907,1572.257426166907,1572.2906097471714,1572.2906097471714,1572.2906097471714,1572.2906097471714,repeat,number,numRpt,d,0.5631219670176506,Hi,,,,,,,1,,,,,low,1572.8443228979595,,,,,,98412,2022-11-28_13h58.19.191,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05075682412279,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,6,0,6,0,,,,,,,,,,,,,,,,1,972,,,1579.2451445888728,,,132,D,triangle,0.01677160384133458,,,,,1,0,,,,,,,,,,,,1575.3544210591353,1575.3544210591353,1575.3544210591353,1575.3544210591353,1576.827765871305,1576.827765871305,1576.827765871305,1576.827765871305,1576.8607392190024,1576.8607392190024,1576.8607392190024,1576.8607392190024,repeat,number,numRpt,d,0.8758582794107497,Lo,,,,,,,1,,,,,low,1577.7310946560465,,,,,,98412,2022-11-28_13h58.19.191,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05075682412279,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,7,0,7,0,,,,,,,,,,,,,,,,10,982,,,1583.815346178133,,,139,F,circle,0.016861317679286003,,,,,1,0,,,,,,,,,,,,1580.2412448669784,1580.2412448669784,1580.2412448669784,1580.2412448669784,1581.7179135191254,1581.7179135191254,1581.7179135191254,1581.7179135191254,1581.7480260031298,1581.7480260031298,1581.7480260031298,1581.7480260031298,repeat,number,numRpt,d,0.553293636534363,Hi,,,,,,,1,,,,,low,1582.3013191330247,,,,,,98412,2022-11-28_13h58.19.191,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05075682412279,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,8,0,8,0,,,,,,,,,,,,,,,,1,983,,,1588.3021406112239,,,174,W,circle,0.01669362187385559,,,,,1,0,,,,,,,,,,,,1584.8112290250137,1584.8112290250137,1584.8112290250137,1584.8112290250137,1586.2827022098936,1586.2827022098936,1586.2827022098936,1586.2827022098936,1586.3161327480339,1586.3161327480339,1586.3161327480339,1586.3161327480339,repeat,number,numRpt,f,0.477973158005625,Hi,,,,,,,1,,,,,low,1586.7882717149332,,,,,,98412,2022-11-28_13h58.19.191,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05075682412279,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,9,0,9,0,,,,,,,,,,,,,,,,1,984,,,1592.6888724248856,,,160,U,triangle,0.0166966849938035,,,,,1,0,,,,,,,,,,,,1589.2979044541717,1589.2979044541717,1589.2979044541717,1589.2979044541717,1590.7697480330244,1590.7697480330244,1590.7697480330244,1590.7697480330244,1590.8028753339313,1590.8028753339313,1590.8028753339313,1590.8028753339313,repeat,number,numRpt,f,0.4001790857873857,Lo,,,,,,,1,,,,,low,1591.1899473732337,,,,,,98412,2022-11-28_13h58.19.191,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05075682412279,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,10,0,10,0,,,,,,,,,,,,,,,,0,984,,,1597.5424334942363,,,146,B,hexagon,0.0015521552413702011,,,,,1,0,,,,,,,,,,,,1593.6845532171428,1593.6845532171428,1593.6845532171428,1593.6845532171428,1595.1729432162829,1595.1729432162829,1595.1729432162829,1595.1729432162829,1595.189501453191,1595.189501453191,1595.189501453191,1595.189501453191,repeat,number,numRpt,d,0.8464990858919919,Hi,,,,,,,1,,,,,low,1596.0441575818695,,,,,,98412,2022-11-28_13h58.19.191,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05075682412279,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,11,0,11,0,,,,,,,,,,,,,,,,1,985,,,1601.9624730092473,,,181,H,star,0.002047523856163025,,,,,1,0,,,,,,,,,,,,1598.5383008872159,1598.5383008872159,1598.5383008872159,1598.5383008872159,1600.0267636650242,1600.0267636650242,1600.0267636650242,1600.0267636650242,1600.043177536223,1600.043177536223,1600.043177536223,1600.043177536223,repeat,number,numRpt,f,0.4135470357723534,Lo,,,,,,,1,,,,,low,1600.4634284521453,,,,,,98412,2022-11-28_13h58.19.191,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05075682412279,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,12,0,12,0,,,,,,,,,,,,,,,,1,986,,,1606.53068283014,,,167,Y,star,0.0019063218496739864,,,,,1,0,,,,,,,,,,,,1602.9578416990116,1602.9578416990116,1602.9578416990116,1602.9578416990116,1604.4467671760358,1604.4467671760358,1604.4467671760358,1604.4467671760358,1604.463311207015,1604.463311207015,1604.463311207015,1604.463311207015,repeat,number,numRpt,f,0.5395514997653663,Lo,,,,,,,1,,,,,low,1605.0168097089045,,,,,,98412,2022-11-28_13h58.19.191,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05075682412279,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,13,0,13,0,,,,,,,,,,,,,,,,10,996,,,1611.0507956012152,,,125,S,circle,0.0019883601926267147,,,,,1,0,,,,,,,,,,,,1607.5114842080511,1607.5114842080511,1607.5114842080511,1607.5114842080511,1609.0002685850486,1609.0002685850486,1609.0002685850486,1609.0002685850486,1609.016757905949,1609.016757905949,1609.016757905949,1609.016757905949,repeat,number,numRpt,d,0.5090707214549184,Hi,,,,,,,1,,,,,low,1609.5367235830054,,,,,,98412,2022-11-28_13h58.19.191,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05075682412279,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,14,0,14,0,,,,,,,,,,,,,,,,10,1006,,,1615.5875441189855,,,132,D,triangle,0.016729520168155432,,,,,1,0,,,,,,,,,,,,1612.0475765322335,1612.0475765322335,1612.0475765322335,1612.0475765322335,1613.5205386788584,1613.5205386788584,1613.5205386788584,1613.5205386788584,1613.5532547170296,1613.5532547170296,1613.5532547170296,1613.5532547170296,repeat,number,numRpt,d,0.5334176328033209,Lo,,,,,,,1,,,,,low,1614.0738356770016,,,,,,98412,2022-11-28_13h58.19.191,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05075682412279,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,15,0,15,0,,,,,,,,,,,,,,,,1,1007,,,1620.241093765013,,,139,F,hexagon,0.01650163857266307,,,,,1,0,,,,,,,,,,,,1616.5837384550832,1616.5837384550832,1616.5837384550832,1616.5837384550832,1618.0571105820127,1618.0571105820127,1618.0571105820127,1618.0571105820127,1618.090418329928,1618.090418329928,1618.090418329928,1618.090418329928,repeat,number,numRpt,d,0.6425102367065847,Hi,,,,,,,1,,,,,low,1618.7273514098488,,,,,,98412,2022-11-28_13h58.19.191,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05075682412279,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,16,0,16,0,,,,,,,,,,,,,,,,10,1017,,,1624.8448086730205,,,174,Y,hexagon,0.01680981693789363,,,,,1,0,,,,,,,,,,,,1621.237727764994,1621.237727764994,1621.237727764994,1621.237727764994,1622.7105733770877,1622.7105733770877,1622.7105733770877,1622.7105733770877,1622.7438010382466,1622.7438010382466,1622.7438010382466,1622.7438010382466,repeat,number,numRpt,f,0.5910319928079844,Hi,,,,,,,1,,,,,low,1623.3310250123031,,,,,,98412,2022-11-28_13h58.19.191,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05075682412279,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,17,0,17,0,,,,,,,,,,,,,,,,10,1027,,,1629.398031740915,,,139,H,circle,0.017076341900974512,,,,,1,0,,,,,,,,,,,,1625.8410356780514,1625.8410356780514,1625.8410356780514,1625.8410356780514,1627.3139963438734,1627.3139963438734,1627.3139963438734,1627.3139963438734,1627.3474285928532,1627.3474285928532,1627.3474285928532,1627.3474285928532,switch,letter,lettSwt,j,0.5439082556404173,Hi,,,,,,,1,,,,,low,1627.8844192218967,,,,,,98412,2022-11-28_13h58.19.191,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05075682412279,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,18,0,18,0,,,,,,,,,,,,,,,,10,1037,,,1634.0851169889793,,,167,F,star,0.01677300501614809,,,,,1,0,,,,,,,,,,,,1630.3944456242025,1630.3944456242025,1630.3944456242025,1630.3944456242025,1631.8675143481232,1631.8675143481232,1631.8675143481232,1631.8675143481232,1631.9008788131177,1631.9008788131177,1631.9008788131177,1631.9008788131177,switch,number,numSwt,f,0.6824755240231752,Lo,,,,,,,1,,,,,low,1632.5713388798758,,,,,,98412,2022-11-28_13h58.19.191,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05075682412279,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,19,0,19,0,,,,,,,,,,,,,,,,1,1038,,,1638.6382487891242,,,132,S,triangle,0.016665556002408266,,,,,1,0,,,,,,,,,,,,1635.0811157152057,1635.0811157152057,1635.0811157152057,1635.0811157152057,1636.552544333972,1636.552544333972,1636.552544333972,1636.552544333972,1636.5860561360605,1636.5860561360605,1636.5860561360605,1636.5860561360605,repeat,number,numRpt,d,0.5419763056561351,Lo,,,,,,,1,,,,,low,1637.1243195040151,,,,,,98412,2022-11-28_13h58.19.191,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05075682412279,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,20,0,20,0,,,,,,,,,,,,,,,,0,1038,,,1643.3587251440622,,,181,U,hexagon,0.016785684041678905,,,,,1,0,,,,,,,,,,,,1639.6346657979302,1639.6346657979302,1639.6346657979302,1639.6346657979302,1641.106072488241,1641.106072488241,1641.106072488241,1641.106072488241,1641.1394503591582,1641.1394503591582,1641.1394503591582,1641.1394503591582,switch,letter,lettSwt,k,0.7148221605457366,Hi,,,,,,,1,,,,,low,1641.8455038690008,,,,,,98412,2022-11-28_13h58.19.191,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05075682412279,
