LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task2_prac_redo.thisRepN,task2_prac_redo.thisTrialN,task2_prac_redo.thisN,task2_prac_redo.thisIndex,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,vts_prac_redo.thisRepN,vts_prac_redo.thisTrialN,vts_prac_redo.thisN,vts_prac_redo.thisIndex,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,fix.started,training_feedback_txt.stopped,fix.stopped,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,acc,E1,target_resp_prac1.keys,target_resp_prac1.rt,pracBlock,prac_fback_text.started,prac_fback_text.stopped,tgt_fix_prac2.started,top_target_prac2.started,bott_target_prac2.started,target_resp_prac2.started,target_resp_prac2.keys,target_resp_prac2.rt,star.started,hegagon.started,triangle.started,circle.started,top_target.started,tgt_fix.started,bot_target.started,target_resp.started,star.stopped,hegagon.stopped,triangle.stopped,circle.stopped,alt,task,condition,target_resp.keys,target_resp.rt,rewCond,vts_fback.started,vts_fback.stopped,top_target.stopped,tgt_fix.stopped,bot_target.stopped,target_resp.stopped,blockNum,norew_fback.started,norew_fback.stopped,key_resp_2.keys,key_resp_2.rt,rewExpectancy,feedbk_text.started,feedbk_text.stopped,text_3.started,debrief.started,text_3.stopped,button.started,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,633.4913709992543,,,167,Y,hexagon,0.0004158192314207554,629.8006344242021,631.2904668720439,631.2904668720439,631.2904668720439,1,0,f,0.6773142809979618,0,631.9915673309006,633.4913709992543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98412,2022-11-28_13h58.19.191,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05075682412279,
,,,,,,,,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,638.1114458660595,,,125,H,star,0.00038631539791822433,634.4878653129563,635.9754059552215,635.9754059552215,635.9754059552215,1,0,d,0.5947035397402942,0,636.5957981031388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98412,2022-11-28_13h58.19.191,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05075682412279,
,,,,,,,,,,,,,,,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,642.7480874098837,,,132,W,hexagon,0.01640964625403285,639.1073066568933,640.5791207882576,640.5791207882576,640.5791207882576,1,0,d,0.6478862487711012,0,641.2486790311523,642.7480874098837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98412,2022-11-28_13h58.19.191,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05075682412279,
,,,,,,,,,,,,,,,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,647.4683596491814,,,139,F,triangle,0.00036130379885435104,643.744481198024,645.2324608638883,645.2324608638883,645.2324608638883,1,0,d,0.7083959761075675,0,645.9674356351607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98412,2022-11-28_13h58.19.191,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05075682412279,
,,,,,,,,,,,,,,,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,652.0051843510009,,,160,S,circle,0.001957280095666647,648.4642332331277,649.952541643288,649.952541643288,649.952541643288,1,0,f,0.5337341846898198,0,650.504117440898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98412,2022-11-28_13h58.19.191,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05075682412279,
,,,,,,,,,,,,,,,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,657.3758285101503,,,146,B,hexagon,0.0017023389227688313,653.000825129915,654.48941887822,654.48941887822,654.48941887822,1,0,d,1.3633584044873714,0,655.8740795371123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98412,2022-11-28_13h58.19.191,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05075682412279,
,,,,,,,,,,,,,,,,,,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,661.9624547590502,,,174,U,star,0.0019529708661139011,658.3712880052626,659.8600436709821,659.8600436709821,659.8600436709821,1,0,f,0.5718957018107176,0,660.4609285891056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98412,2022-11-28_13h58.19.191,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05075682412279,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,691.2841377751902,,,125,F,star,0.017574908211827278,,,,,1,0,,,1,689.782534532249,,686.5089402669109,687.9811921599321,687.9811921599321,687.9811921599321,j,1.7812510719522834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98412,2022-11-28_13h58.19.191,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05075682412279,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,696.0499278572388,,,146,W,triangle,0.0020336839370429516,,,,,1,0,,,1,694.552749928087,696.0499278572388,692.2799640432931,693.7682739989832,693.7682739989832,693.7682739989832,k,0.7642939300276339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98412,2022-11-28_13h58.19.191,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05075682412279,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,701.2747195791453,,,160,S,circle,0.001961495727300644,,,,,1,0,,,1,699.7732644919306,,697.0497940271161,698.5387131199241,698.5387131199241,698.5387131199241,k,1.2027828665450215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98412,2022-11-28_13h58.19.191,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05075682412279,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,706.1117114662193,,,139,Y,hexagon,0.002021213062107563,,,,,1,0,,,1,704.6099969171919,,702.2705560182221,703.7588474070653,703.7588474070653,703.7588474070653,k,0.8326698788441718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98412,2022-11-28_13h58.19.191,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05075682412279,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,710.896755148191,,,181,U,star,0.0018434422090649605,,,,,1,0,,,1,709.3970336490311,710.896755148191,707.1070077391341,708.595992167946,708.595992167946,708.595992167946,k,0.7763576456345618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98412,2022-11-28_13h58.19.191,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05075682412279,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,715.4169284552336,,715.9169752220623,174,D,circle,0.0020651952363550663,,,,,1,0,,,1,713.9161115172319,715.4169284552336,711.8941705781035,713.3826691079885,713.3826691079885,713.3826691079885,j,0.500650898553431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98412,2022-11-28_13h58.19.191,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05075682412279,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,719.970342292916,,720.4704242451116,132,B,triangle,-0.0006266641430556774,,,,,1,0,,,1,718.470750242006,719.970342292916,716.4133894699626,717.9028035239317,717.9028035239317,717.9028035239317,j,0.5490904618054628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98412,2022-11-28_13h58.19.191,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05075682412279,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,724.5403701239266,,725.0406359699555,167,H,hexagon,0.0005202186293900013,,,,,1,0,,,1,723.0408456041478,724.5403701239266,720.966905455105,722.4565333952196,722.4565333952196,722.4565333952196,j,0.5627973964437842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98412,2022-11-28_13h58.19.191,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05075682412279,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,729.394065333996,,729.8942708298564,125,F,circle,0.00033124862238764763,,,,,1,0,,,1,727.8946011131629,729.394065333996,725.5366466119885,727.0264142318629,727.0264142318629,727.0264142318629,j,0.8426565965637565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98412,2022-11-28_13h58.19.191,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05075682412279,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,734.1141869621351,,734.617869684007,146,W,triangle,0.0006068949587643147,,,,,1,0,,,1,732.614873283077,734.1141869621351,730.3900873120874,731.879770765081,731.879770765081,731.879770765081,k,0.7133494596928358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98412,2022-11-28_13h58.19.191,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05075682412279,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,828,,,789.5043352888897,,,139,Y,star,0.01710257912054658,,,,,1,0,,,2,,,,,,,,,784.5140262842178,784.5140262842178,784.5140262842178,784.5140262842178,785.9845443270169,785.9845443270169,785.9845443270169,785.9845443270169,786.0178867280483,786.0178867280483,786.0178867280483,786.0178867280483,-1,number,NA,d,1.9845948028378189,vtsPrac,787.9907565908507,,,,,,,,,,,,,,,,,,98412,2022-11-28_13h58.19.191,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05075682412279,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,828,,,794.3246640190482,,794.8245393899269,181,U,triangle,0.017000718973577023,,,,,1,0,,,2,,,,,,,,,790.5011800979264,790.5011800979264,790.5011800979264,790.5011800979264,791.9735451638699,791.9735451638699,791.9735451638699,791.9735451638699,792.0071182418615,792.0071182418615,792.0071182418615,792.0071182418615,repeat,number,numRpt,f,0.822330818977207,vtsPrac,792.8252957519144,794.3246640190482,,,,,,,,,,,,,,,,,98412,2022-11-28_13h58.19.191,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05075682412279,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,828,,,799.2280320962891,,799.7283275593072,167,S,star,0.0003549181856215,,,,,1,0,,,2,,,,,,,,,795.3217644849792,795.3217644849792,795.3217644849792,795.3217644849792,796.8105366621166,796.8105366621166,796.8105366621166,796.8105366621166,796.8272304581478,796.8272304581478,796.8272304581478,796.8272304581478,repeat,number,numRpt,f,0.8900604555383325,vtsPrac,797.7286915560253,799.2280320962891,,,,,,,,,,,,,,,,,98412,2022-11-28_13h58.19.191,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05075682412279,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,828,,,805.0823457292281,,805.5824007228948,132,W,circle,0.00033697718754410744,,,,,1,0,,,2,,,,,,,,,800.2246724991128,800.2246724991128,800.2246724991128,800.2246724991128,801.7142459019087,801.7142459019087,801.7142459019087,801.7142459019087,801.7309179971926,801.7309179971926,801.7309179971926,801.7309179971926,repeat,number,numRpt,d,1.8480933555401862,vtsPrac,803.5828305799514,805.0823457292281,,,,,,,,,,,,,,,,,98412,2022-11-28_13h58.19.191,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05075682412279,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,828,,,811.0195294730365,,,139,Y,triangle,0.0003172270953655243,,,,,1,0,,,2,,,,,,,,,806.0781660079956,806.0781660079956,806.0781660079956,806.0781660079956,807.5682621202432,807.5682621202432,807.5682621202432,807.5682621202432,807.5849026711658,807.5849026711658,807.5849026711658,807.5849026711658,switch,letter,lettSwt,k,1.9236949710175395,vtsPrac,809.5203391951509,811.0195294730365,,,,,,,,,,,,,,,,,98412,2022-11-28_13h58.19.191,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05075682412279,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,828,,,816.1067068930715,,,181,U,hexagon,0.0019523459486663342,,,,,1,0,,,2,,,,,,,,,812.0162431178614,812.0162431178614,812.0162431178614,812.0162431178614,813.5056278500706,813.5056278500706,813.5056278500706,813.5056278500706,813.5222129952163,813.5222129952163,813.5222129952163,813.5222129952163,repeat,letter,lettRpt,k,1.0827035158872604,vtsPrac,814.6072945808992,816.1067068930715,,,,,,,,,,,,,,,,,98412,2022-11-28_13h58.19.191,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05075682412279,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,828,,,821.2119787381962,,,167,S,triangle,0.001789512112736702,,,,,1,0,,,2,,,,,,,,,817.103760028258,817.103760028258,817.103760028258,817.103760028258,818.5925413658842,818.5925413658842,818.5925413658842,818.5925413658842,818.6087902882136,818.6087902882136,818.6087902882136,818.6087902882136,switch,number,numSwt,f,1.0927135278470814,vtsPrac,819.7112137931399,,,,,,,,,,,,,,,,,,98412,2022-11-28_13h58.19.191,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05075682412279,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,828,,,826.5485272072256,,,132,W,star,0.0014431369490921497,,,,,1,0,,,2,,,,,,,,,822.2074943929911,822.2074943929911,822.2074943929911,822.2074943929911,823.6960905180313,823.6960905180313,823.6960905180313,823.6960905180313,823.7129218271002,823.7129218271002,823.7129218271002,823.7129218271002,switch,letter,lettSwt,k,1.3329022927209735,vtsPrac,825.0481273820624,,,,,,,,,,,,,,,,,,98412,2022-11-28_13h58.19.191,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05075682412279,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,828,,,831.4859992722049,,,160,H,circle,0.0016649840399622917,,,,,1,0,,,2,,,,,,,,,827.545286192093,827.545286192093,827.545286192093,827.545286192093,829.0332102430984,829.0332102430984,829.0332102430984,829.0332102430984,829.0499079329893,829.0499079329893,829.0499079329893,829.0499079329893,repeat,letter,lettRpt,j,0.9336797716096044,vtsPrac,829.9853256191127,,,,,,,,,,,,,,,,,,98412,2022-11-28_13h58.19.191,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05075682412279,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,828,,,836.3727790471166,,,181,D,hexagon,0.0016645248979330063,,,,,1,0,,,2,,,,,,,,,832.4816813771613,832.4816813771613,832.4816813771613,832.4816813771613,833.970155695919,833.970155695919,833.970155695919,833.970155695919,833.9868608289398,833.9868608289398,833.9868608289398,833.9868608289398,repeat,letter,lettRpt,j,0.8680993560701609,vtsPrac,834.870541010052,,,,,,,,,,,,,,,,,,98412,2022-11-28_13h58.19.191,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05075682412279,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,828,,,841.2429904942401,,,132,S,hexagon,0.0005639879964292049,,,,,1,0,,,2,,,,,,,,,837.3678638972342,837.3678638972342,837.3678638972342,837.3678638972342,838.8571581658907,838.8571581658907,838.8571581658907,838.8571581658907,838.8736968799494,838.8736968799494,838.8736968799494,838.8736968799494,repeat,letter,lettRpt,k,0.8641390716657043,vtsPrac,839.7418003291823,,,,,,,,,,,,,,,,,,98412,2022-11-28_13h58.19.191,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05075682412279,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,828,,,846.2470818338916,,,174,F,triangle,0.0020836428739130497,,,,,1,0,,,2,,,,,,,,,842.2392183803022,842.2392183803022,842.2392183803022,842.2392183803022,843.7273320192471,843.7273320192471,843.7273320192471,843.7273320192471,843.7443861318752,843.7443861318752,843.7443861318752,843.7443861318752,repeat,letter,lettRpt,j,0.9890872808173299,vtsPrac,844.7460368592292,,,,,,,,,,,,,,,,,,98412,2022-11-28_13h58.19.191,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05075682412279,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,828,,,851.7837936962023,,,139,S,hexagon,0.001989122945815325,,,,,1,0,,,2,,,,,,,,,847.2422423711978,847.2422423711978,847.2422423711978,847.2422423711978,848.730926824268,848.730926824268,848.730926824268,848.730926824268,848.7476828172803,848.7476828172803,848.7476828172803,848.7476828172803,repeat,letter,lettRpt,k,1.5208894438110292,vtsPrac,850.2829759712331,,,,,,,,,,,,,,,,,,98412,2022-11-28_13h58.19.191,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05075682412279,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,828,,,856.5375166279264,,,181,H,triangle,0.0019636619836091995,,,,,1,0,,,2,,,,,,,,,852.7793798572384,852.7793798572384,852.7793798572384,852.7793798572384,854.2680604378693,854.2680604378693,854.2680604378693,854.2680604378693,854.2848974219523,854.2848974219523,854.2848974219523,854.2848974219523,switch,number,numSwt,f,0.7425827849656343,vtsPrac,855.0368300001137,,,,,,,,,,,,,,,,,,98412,2022-11-28_13h58.19.191,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05075682412279,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,828,,,862.8084655408747,,863.3086200580001,160,Y,triangle,0.0017496082000434399,,,,,1,0,,,2,,,,,,,,,857.5331938462332,857.5331938462332,857.5331938462332,857.5331938462332,859.0217996900901,859.0217996900901,859.0217996900901,859.0217996900901,859.0384061262012,859.0384061262012,859.0384061262012,859.0384061262012,repeat,number,numRpt,f,2.2562595517374575,vtsPrac,861.3091951692477,862.8084655408747,,,,,,,,,,,,,,,,,98412,2022-11-28_13h58.19.191,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05075682412279,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,828,,,867.9952313220128,,,132,F,star,0.0005972790531814098,,,,,1,0,,,2,,,,,,,,,863.8039399222471,863.8039399222471,863.8039399222471,863.8039399222471,865.2924840669148,865.2924840669148,865.2924840669148,865.2924840669148,865.3091111979447,865.3091111979447,865.3091111979447,865.3091111979447,repeat,number,numRpt,d,1.1613978235982358,vtsPrac,866.4796011382714,,,,,,,,,,,,,,,,,,98412,2022-11-28_13h58.19.191,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05075682412279,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,828,,,873.9493727372028,,874.4493369502015,160,H,hexagon,0.016768096014857292,,,,,1,0,,,2,,,,,,,,,868.9911414380185,868.9911414380185,868.9911414380185,868.9911414380185,870.4627799452282,870.4627799452282,870.4627799452282,870.4627799452282,870.4961888398975,870.4961888398975,870.4961888398975,870.4961888398975,repeat,number,numRpt,f,1.964028438553214,vtsPrac,872.4501705602743,873.9493727372028,,,,,,,,,,,,,,,,,98412,2022-11-28_13h58.19.191,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05075682412279,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,828,,,878.7029176419601,,879.2029563602991,125,U,triangle,0.0004945970140397549,,,,,1,0,,,2,,,,,,,,,874.9455626378767,874.9455626378767,874.9455626378767,874.9455626378767,876.4353726850823,876.4353726850823,876.4353726850823,876.4353726850823,876.4519286411814,876.4519286411814,876.4519286411814,876.4519286411814,repeat,number,numRpt,d,0.7399855647236109,vtsPrac,877.2038498539478,878.7029176419601,,,,,,,,,,,,,,,,,98412,2022-11-28_13h58.19.191,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05075682412279,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,828,,,883.5729942298494,,884.0733018899336,174,Y,star,0.0003899880684912205,,,,,1,0,,,2,,,,,,,,,879.6987297949381,879.6987297949381,879.6987297949381,879.6987297949381,881.1845462312922,881.1845462312922,881.1845462312922,881.1845462312922,881.1962401759811,881.1962401759811,881.1962401759811,881.1962401759811,repeat,number,numRpt,f,0.8612034879624844,vtsPrac,882.0741508658975,883.5729942298494,,,,,,,,,,,,,,,,,98412,2022-11-28_13h58.19.191,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05075682412279,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,828,,,888.5433039781637,,889.0435027112253,167,B,hexagon,0.00047999201342463493,,,,,1,0,,,2,,,,,,,,,884.569330487866,884.569330487866,884.569330487866,884.569330487866,886.0573650118895,886.0573650118895,886.0573650118895,886.0573650118895,886.0738789648749,886.0738789648749,886.0738789648749,886.0738789648749,repeat,number,numRpt,f,0.9611056400462985,vtsPrac,887.0444142678753,888.5433039781637,,,,,,,,,,,,,,,,,98412,2022-11-28_13h58.19.191,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05075682412279,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,20,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,828,,,894.4138618810102,,894.913920163177,125,B,triangle,0.00031494395807385445,,,,,1,0,,,2,,,,,,,,,889.5384240392596,889.5384240392596,889.5384240392596,889.5384240392596,891.0276601482183,891.0276601482183,891.0276601482183,891.0276601482183,891.0443557840772,891.0443557840772,891.0443557840772,891.0443557840772,repeat,number,numRpt,d,1.8639544025063515,vtsPrac,892.9146808530204,894.4138618810102,,,,,,,,,,,,,,,,,98412,2022-11-28_13h58.19.191,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05075682412279,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,21,0,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,828,,,899.867840948049,,,167,D,hexagon,0.00044675497338175774,,,,,1,0,,,2,,,,,,,,,895.4099516728893,895.4099516728893,895.4099516728893,895.4099516728893,896.8999180691317,896.8999180691317,896.8999180691317,896.8999180691317,896.916817067191,896.916817067191,896.916817067191,896.916817067191,switch,letter,lettSwt,j,1.4479589289985597,vtsPrac,898.3685348001309,899.867840948049,,,,,,,,,,,,,,,,,98412,2022-11-28_13h58.19.191,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05075682412279,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,22,0,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,828,,,904.9547983030789,,,174,H,circle,0.0004978612996637821,,,,,1,0,,,2,,,,,,,,,900.8641194510274,900.8641194510274,900.8641194510274,900.8641194510274,902.3538927310146,902.3538927310146,902.3538927310146,902.3538927310146,902.3707073968835,902.3707073968835,902.3707073968835,902.3707073968835,repeat,letter,lettRpt,j,1.0568003449589014,vtsPrac,903.439243752975,,,,,,,,,,,,,,,,,,98412,2022-11-28_13h58.19.191,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.05075682412279,
