LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task2_prac_redo.thisRepN,task2_prac_redo.thisTrialN,task2_prac_redo.thisN,task2_prac_redo.thisIndex,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,vts_prac_redo.thisRepN,vts_prac_redo.thisTrialN,vts_prac_redo.thisN,vts_prac_redo.thisIndex,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,training_feedback_txt.stopped,fix.started,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,acc,E1,target_resp_prac1.keys,target_resp_prac1.rt,pracBlock,prac_fback_text.started,tgt_fix_prac2.started,top_target_prac2.started,bott_target_prac2.started,target_resp_prac2.started,target_resp_prac2.keys,target_resp_prac2.rt,prac_fback_text.stopped,star.started,hegagon.started,triangle.started,circle.started,top_target.started,tgt_fix.started,bot_target.started,target_resp.started,star.stopped,hegagon.stopped,triangle.stopped,circle.stopped,alt,task,condition,target_resp.keys,target_resp.rt,rewCond,vts_fback.started,vts_fback.stopped,blockNum,norew_fback.started,norew_fback.stopped,top_target.stopped,tgt_fix.stopped,bot_target.stopped,target_resp.stopped,fix.stopped,key_resp_2.keys,key_resp_2.rt,rewExpectancy,feedbk_text.started,feedbk_text.stopped,text_3.started,debrief.started,text_3.stopped,button.started,debrief.index,debrief.itemText,debrief.type,debrief.granularity,debrief.font,debrief.markerColor,debrief.response,debrief.rt,button.numClicks,button.timesOn,button.timesOff,participant,date,expName,psychopyVersion,frameRate,
1,0,0,0,0,1,0,0,triangle,circle,2,0,2,0,0,11,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,751.3745739650913,751.3745739650913,751.3745739650913,751.3745739650913,751.3745739650913,751.3745739650913,751.3745739650913,751.3745739650913,751.3745739650913,751.3745739650913,l,0.43154915887862444,10,585,2,751.8249469948933,,753.3266360850539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73086,2022-11-15_08h08.14.697,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.22447100255246,
1,0,0,0,0,0,0,1,triangle,star,2,0,2,0,1,0,12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,753.8271938411053,753.8271938411053,753.8271938411053,753.8271938411053,753.8271938411053,753.8271938411053,753.8271938411053,753.8271938411053,753.8271938411053,753.8271938411053,l,0.6907867121044546,1,586,2,754.5445371540263,,756.0464637021068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73086,2022-11-15_08h08.14.697,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.22447100255246,
0,0,0,1,1,0,0,0,star,triangle,2,0,2,0,1,1,13,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,756.5468596119899,756.5468596119899,756.5468596119899,756.5468596119899,756.5468596119899,756.5468596119899,756.5468596119899,756.5468596119899,756.5468596119899,756.5468596119899,a,0.2680480789858848,1,587,2,756.8472300800495,,758.34882956394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73086,2022-11-15_08h08.14.697,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.22447100255246,
0,0,0,1,0,1,0,0,star ,circle,2,0,2,0,1,2,14,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,758.84937429009,758.84937429009,758.84937429009,758.84937429009,758.84937429009,758.84937429009,758.84937429009,758.84937429009,758.84937429009,758.84937429009,l,0.26874526985920966,1,588,2,759.1497250190005,,760.6513148059603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73086,2022-11-15_08h08.14.697,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.22447100255246,
0,0,1,0,0,1,0,0,hexagon,circle,2,0,2,0,1,3,15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,761.1518530549947,761.1518530549947,761.1518530549947,761.1518530549947,761.1518530549947,761.1518530549947,761.1518530549947,761.1518530549947,761.1518530549947,761.1518530549947,l,0.21774190198630095,10,598,2,761.4021364990622,,762.9038679560181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73086,2022-11-15_08h08.14.697,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.22447100255246,
0,1,0,0,0,0,0,1,circle,star,2,0,2,0,1,4,16,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,763.4044478100259,763.4044478100259,763.4044478100259,763.4044478100259,763.4044478100259,763.4044478100259,763.4044478100259,763.4044478100259,763.4044478100259,763.4044478100259,l,0.29343513306230307,10,608,2,763.7215804050211,,765.2231643940322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73086,2022-11-15_08h08.14.697,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.22447100255246,
1,0,0,0,0,1,0,0,triangle,circle,2,0,2,0,1,5,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,765.7238638270646,765.7238638270646,765.7238638270646,765.7238638270646,765.7238638270646,765.7238638270646,765.7238638270646,765.7238638270646,765.7238638270646,765.7238638270646,l,0.26923140115104616,1,609,2,766.0242312690243,,767.5256953518838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73086,2022-11-15_08h08.14.697,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.22447100255246,
1,0,0,0,0,0,1,0,triangle,hexagon,2,0,2,0,1,6,18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,768.0264493760187,768.0264493760187,768.0264493760187,768.0264493760187,768.0264493760187,768.0264493760187,768.0264493760187,768.0264493760187,768.0264493760187,768.0264493760187,a,0.21752131590619683,1,610,2,768.2763781950343,,769.7780685289763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73086,2022-11-15_08h08.14.697,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.22447100255246,
0,1,0,0,1,0,0,0,circle,triangle,2,0,2,0,1,7,19,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,770.2788278369699,770.2788278369699,770.2788278369699,770.2788278369699,770.2788278369699,770.2788278369699,770.2788278369699,770.2788278369699,770.2788278369699,770.2788278369699,a,0.057516069151461124,1,611,2,770.3620693299454,,771.8637738500256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73086,2022-11-15_08h08.14.697,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.22447100255246,
0,0,1,0,0,0,0,1,hexagon,star,2,0,2,0,1,8,20,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,772.3641503159888,772.3641503159888,772.3641503159888,772.3641503159888,772.3641503159888,772.3641503159888,772.3641503159888,772.3641503159888,772.3641503159888,772.3641503159888,l,0.1429163389839232,10,621,2,772.5312364690471,,774.0327085619792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73086,2022-11-15_08h08.14.697,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.22447100255246,
0,0,0,1,0,0,1,0,star,hexagon,2,0,2,0,1,9,21,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,774.5332961110398,774.5332961110398,774.5332961110398,774.5332961110398,774.5332961110398,774.5332961110398,774.5332961110398,774.5332961110398,774.5332961110398,774.5332961110398,l,0.5520256059244275,10,631,2,775.1340548261069,,776.6355828160886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73086,2022-11-15_08h08.14.697,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.22447100255246,
0,1,0,0,0,0,1,0,circle,hexagon,2,0,2,0,1,10,22,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,777.1360865689348,777.1360865689348,777.1360865689348,777.1360865689348,777.1360865689348,777.1360865689348,777.1360865689348,777.1360865689348,777.1360865689348,777.1360865689348,l,0.300993958953768,1,632,2,777.4699021610431,,778.9716130068991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73086,2022-11-15_08h08.14.697,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.22447100255246,
0,0,1,0,1,0,0,0,hexagon,triangle,2,0,2,0,1,11,23,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,779.4722386000212,779.4722386000212,779.4722386000212,779.4722386000212,779.4722386000212,779.4722386000212,779.4722386000212,779.4722386000212,779.4722386000212,779.4722386000212,l,0.26892917416989803,1,633,2,779.7722252949607,,781.2740678798873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73086,2022-11-15_08h08.14.697,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.22447100255246,
1,0,0,0,0,0,0,1,triangle,star,2,0,2,0,2,0,24,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,781.7747738040052,781.7747738040052,781.7747738040052,781.7747738040052,781.7747738040052,781.7747738040052,781.7747738040052,781.7747738040052,781.7747738040052,781.7747738040052,a,0.22726874006912112,10,643,2,782.0249986650888,,783.526627629064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73086,2022-11-15_08h08.14.697,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.22447100255246,
0,0,1,0,0,1,0,0,hexagon,circle,2,0,2,0,2,1,25,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,784.027245386038,784.027245386038,784.027245386038,784.027245386038,784.027245386038,784.027245386038,784.027245386038,784.027245386038,784.027245386038,784.027245386038,a,0.27034179493784904,1,644,2,784.3274944459554,,785.8290935400873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73086,2022-11-15_08h08.14.697,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.22447100255246,
1,0,0,0,0,1,0,0,triangle,circle,2,0,2,0,2,2,26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,786.3296550689265,786.3296550689265,786.3296550689265,786.3296550689265,786.3296550689265,786.3296550689265,786.3296550689265,786.3296550689265,786.3296550689265,786.3296550689265,l,0.5780592791270465,10,654,2,786.9303884808905,,788.4319809300359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73086,2022-11-15_08h08.14.697,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.22447100255246,
0,1,0,0,0,0,0,1,circle,star,2,0,2,0,2,3,27,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,788.9326696870849,788.9326696870849,788.9326696870849,788.9326696870849,788.9326696870849,788.9326696870849,788.9326696870849,788.9326696870849,788.9326696870849,788.9326696870849,l,0.29301620298065245,1,655,2,789.249859184958,790.7512752360199,790.7512752360199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73086,2022-11-15_08h08.14.697,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.22447100255246,
0,0,0,1,1,0,0,0,star,triangle,2,0,2,0,2,4,28,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,791.2518304400146,791.2518304400146,791.2518304400146,791.2518304400146,791.2518304400146,791.2518304400146,791.2518304400146,791.2518304400146,791.2518304400146,791.2518304400146,l,0.30226151598617435,1,656,2,791.5857502860017,793.0871359710582,793.0871359710582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73086,2022-11-15_08h08.14.697,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.22447100255246,
0,1,0,0,1,0,0,0,circle,triangle,2,0,2,0,2,5,29,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,793.5877167768776,793.5877167768776,793.5877167768776,793.5877167768776,793.5877167768776,793.5877167768776,793.5877167768776,793.5877167768776,793.5877167768776,793.5877167768776,a,0.21795486798509955,10,666,2,793.838134536054,,795.3396273208782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73086,2022-11-15_08h08.14.697,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.22447100255246,
0,0,0,1,0,0,1,0,star,hexagon,2,0,2,0,2,6,30,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,795.8403487938922,795.8403487938922,795.8403487938922,795.8403487938922,795.8403487938922,795.8403487938922,795.8403487938922,795.8403487938922,795.8403487938922,795.8403487938922,a,0.31772952107712626,10,676,2,796.1904810839333,,797.6921185520478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73086,2022-11-15_08h08.14.697,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.22447100255246,
0,1,0,0,0,0,1,0,circle,hexagon,2,0,2,0,2,7,31,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,798.1927038370632,798.1927038370632,798.1927038370632,798.1927038370632,798.1927038370632,798.1927038370632,798.1927038370632,798.1927038370632,798.1927038370632,798.1927038370632,a,0.25860975007526577,10,686,2,798.4764619099442,,799.9781454149634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73086,2022-11-15_08h08.14.697,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.22447100255246,
0,0,1,0,0,0,0,1,hexagon,star,2,0,2,0,2,8,32,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800.4785898439586,800.4785898439586,800.4785898439586,800.4785898439586,800.4785898439586,800.4785898439586,800.4785898439586,800.4785898439586,800.4785898439586,800.4785898439586,a,0.23464015102945268,1,687,2,800.7456315450836,,802.2473600860685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73086,2022-11-15_08h08.14.697,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.22447100255246,
0,0,0,1,0,1,0,0,star ,circle,2,0,2,0,2,9,33,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,802.7478053090163,802.7478053090163,802.7478053090163,802.7478053090163,802.7478053090163,802.7478053090163,802.7478053090163,802.7478053090163,802.7478053090163,802.7478053090163,l,0.11446951213292778,10,697,2,802.8811469851062,,804.38321515196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73086,2022-11-15_08h08.14.697,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.22447100255246,
1,0,0,0,0,0,1,0,triangle,hexagon,2,0,2,0,2,10,34,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,804.8836404199246,804.8836404199246,804.8836404199246,804.8836404199246,804.8836404199246,804.8836404199246,804.8836404199246,804.8836404199246,804.8836404199246,804.8836404199246,l,0.274538995930925,10,707,2,805.184023798909,,806.6854515420273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73086,2022-11-15_08h08.14.697,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.22447100255246,
0,0,1,0,1,0,0,0,hexagon,triangle,2,0,2,0,2,11,35,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,807.185956445057,807.185956445057,807.185956445057,807.185956445057,807.185956445057,807.185956445057,807.185956445057,807.185956445057,807.185956445057,807.185956445057,l,0.05214546783827245,1,708,2,807.2693201838993,,808.7713447019923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73086,2022-11-15_08h08.14.697,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.22447100255246,
1,0,0,0,0,1,0,0,triangle,circle,2,0,2,0,3,0,36,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,809.2715651069302,809.2715651069302,809.2715651069302,809.2715651069302,809.2715651069302,809.2715651069302,809.2715651069302,809.2715651069302,809.2715651069302,809.2715651069302,a,0.4759039240889251,10,718,2,809.7720276170876,,811.2739499299787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73086,2022-11-15_08h08.14.697,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.22447100255246,
1,0,0,0,0,0,1,0,triangle,hexagon,2,0,2,0,3,1,37,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,811.774467038922,811.774467038922,811.774467038922,811.774467038922,811.774467038922,811.774467038922,811.774467038922,811.774467038922,811.774467038922,811.774467038922,a,0.033413109136745334,10,728,2,811.824568211101,813.3261955638882,813.3261955638882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73086,2022-11-15_08h08.14.697,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.22447100255246,
0,0,0,1,1,0,0,0,star,triangle,2,0,2,0,3,2,38,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,813.8268788550049,813.8268788550049,813.8268788550049,813.8268788550049,813.8268788550049,813.8268788550049,813.8268788550049,813.8268788550049,813.8268788550049,813.8268788550049,a,0.2514250900130719,10,738,2,814.1102736659814,,815.6121593420394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73086,2022-11-15_08h08.14.697,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.22447100255246,
0,0,1,0,0,0,0,1,hexagon,star,2,0,2,0,3,3,39,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,816.1127033689991,816.1127033689991,816.1127033689991,816.1127033689991,816.1127033689991,816.1127033689991,816.1127033689991,816.1127033689991,816.1127033689991,816.1127033689991,a,0.23858949588611722,1,739,2,816.379665001994,,817.8812733700033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73086,2022-11-15_08h08.14.697,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.22447100255246,
0,0,1,0,1,0,0,0,hexagon,triangle,2,0,2,0,3,4,40,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,818.3813486748841,818.3813486748841,818.3813486748841,818.3813486748841,818.3813486748841,818.3813486748841,818.3813486748841,818.3813486748841,818.3813486748841,818.3813486748841,a,0.07517164596356452,10,749,2,818.4817596951034,,819.9837853859644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73086,2022-11-15_08h08.14.697,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.22447100255246,
1,0,0,0,0,0,0,1,triangle,star,2,0,2,0,3,5,41,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,820.4840154040139,820.4840154040139,820.4840154040139,820.4840154040139,820.4840154040139,820.4840154040139,820.4840154040139,820.4840154040139,820.4840154040139,820.4840154040139,l,0.26793751004152,10,759,2,820.784266862087,,822.2859650799073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73086,2022-11-15_08h08.14.697,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.22447100255246,
0,1,0,0,0,0,1,0,circle,hexagon,2,0,2,0,3,6,42,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,822.7865454670973,822.7865454670973,822.7865454670973,822.7865454670973,822.7865454670973,822.7865454670973,822.7865454670973,822.7865454670973,822.7865454670973,822.7865454670973,a,0.18136044102720916,1,760,2,822.9868062990718,,824.4884977610782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73086,2022-11-15_08h08.14.697,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.22447100255246,
0,1,0,0,0,0,0,1,circle,star,2,0,2,0,3,7,43,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,824.9888800960034,824.9888800960034,824.9888800960034,824.9888800960034,824.9888800960034,824.9888800960034,824.9888800960034,824.9888800960034,824.9888800960034,824.9888800960034,a,0.18457234208472073,10,770,2,825.2059534660075,,826.7077234019525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73086,2022-11-15_08h08.14.697,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.22447100255246,
0,0,0,1,0,0,1,0,star,hexagon,2,0,2,0,3,8,44,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,827.2082513039932,827.2082513039932,827.2082513039932,827.2082513039932,827.2082513039932,827.2082513039932,827.2082513039932,827.2082513039932,827.2082513039932,827.2082513039932,a,0.24843286513350904,1,771,2,827.4750884650275,,828.9770422219299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73086,2022-11-15_08h08.14.697,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.22447100255246,
0,0,1,0,0,1,0,0,hexagon,circle,2,0,2,0,3,9,45,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,829.4772771100979,829.4772771100979,829.4772771100979,829.4772771100979,829.4772771100979,829.4772771100979,829.4772771100979,829.4772771100979,829.4772771100979,829.4772771100979,a,0.22939700004644692,10,781,2,829.7276651759166,,831.2293718559667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73086,2022-11-15_08h08.14.697,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.22447100255246,
0,1,0,0,1,0,0,0,circle,triangle,2,0,2,0,3,10,46,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,831.7297564900946,831.7297564900946,831.7297564900946,831.7297564900946,831.7297564900946,831.7297564900946,831.7297564900946,831.7297564900946,831.7297564900946,831.7297564900946,l,0.27157478290610015,1,782,2,832.030045876978,,833.5317003570963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73086,2022-11-15_08h08.14.697,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.22447100255246,
0,0,0,1,0,1,0,0,star ,circle,2,0,2,0,3,11,47,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,834.032453546999,834.032453546999,834.032453546999,834.032453546999,834.032453546999,834.032453546999,834.032453546999,834.032453546999,834.032453546999,834.032453546999,a,0.08465253189206123,1,783,2,834.1492232459132,835.6509796439204,835.6509796439204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73086,2022-11-15_08h08.14.697,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.22447100255246,
,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,868.2033227449283,B,160,hexagon,0.0020256950519979,864.1325033609755,865.6338457099628,865.6338457099628,865.6338457099628,1,0,d,1.0417936178855598,0,866.7184559900779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73086,2022-11-15_08h08.14.697,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.22447100255246,
,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873.1087096149568,F,132,circle,0.0009458279237151146,869.1893272919115,870.6893481740262,870.6893481740262,870.6893481740262,1,0,d,0.8916155099868774,0,871.6070223900024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73086,2022-11-15_08h08.14.697,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.22447100255246,
,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,877.9808925238904,H,139,triangle,0.0014264120254665613,874.0936598409899,875.5949386400171,875.5949386400171,875.5949386400171,1,0,d,0.8580383099615574,0,876.4789104920346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73086,2022-11-15_08h08.14.697,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.22447100255246,
