LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task2_prac_redo.thisRepN,task2_prac_redo.thisTrialN,task2_prac_redo.thisN,task2_prac_redo.thisIndex,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,vts_prac_redo.thisRepN,vts_prac_redo.thisTrialN,vts_prac_redo.thisN,vts_prac_redo.thisIndex,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,training_feedback_txt.stopped,fix.started,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,acc,E1,target_resp_prac1.keys,target_resp_prac1.rt,pracBlock,prac_fback_text.started,tgt_fix_prac2.started,top_target_prac2.started,bott_target_prac2.started,target_resp_prac2.started,target_resp_prac2.keys,target_resp_prac2.rt,prac_fback_text.stopped,star.started,hegagon.started,triangle.started,circle.started,top_target.started,tgt_fix.started,bot_target.started,target_resp.started,star.stopped,hegagon.stopped,triangle.stopped,circle.stopped,alt,task,condition,target_resp.keys,target_resp.rt,rewCond,vts_fback.started,vts_fback.stopped,blockNum,norew_fback.started,norew_fback.stopped,top_target.stopped,tgt_fix.stopped,bot_target.stopped,target_resp.stopped,fix.stopped,key_resp_2.keys,key_resp_2.rt,rewExpectancy,feedbk_text.started,feedbk_text.stopped,text_3.started,debrief.started,text_3.stopped,button.started,debrief.index,debrief.itemText,debrief.type,debrief.granularity,debrief.font,debrief.markerColor,debrief.response,debrief.rt,button.numClicks,button.timesOn,button.timesOff,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,0,59,0,,,,,,,,,,,,,,,,,,,,,,,,0,783,,,,1513.4485545100179,S,160,triangle,0.0009782619308680296,,,,,1,0,,,,,,,,,,,,1509.444081241032,1509.444081241032,1509.444081241032,1509.444081241032,1510.945727498969,1510.945727498969,1510.945727498969,1510.945727498969,1510.945727498969,1510.945727498969,1510.945727498969,1510.945727498969,switch,number,numSwt,k,0.9765144260600209,noRew,,,0,1511.9470867540222,1513.4485545100179,,,,,,,,,,,,,,,,,,,,,,,,,,73086,2022-11-15_08h08.14.697,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.22447100255246,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,0,60,0,,,,,,,,,,,,,,,,,,,,,,,,0,783,,,,1518.2370878849179,W,146,circle,0.0012978690210729837,,,,,1,0,,,,,,,,,,,,1514.4330339198932,1514.4330339198932,1514.4330339198932,1514.4330339198932,1515.9346419749781,1515.9346419749781,1515.9346419749781,1515.9346419749781,1515.9346419749781,1515.9346419749781,1515.9346419749781,1515.9346419749781,switch,letter,lettSwt,f,0.7685102550312877,noRew,,,0,1516.7355410670862,1518.2370878849179,,,,,,,,,,,,,,,,,,,,,,,,,,73086,2022-11-15_08h08.14.697,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.22447100255246,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,0,61,0,,,,,,,,,,,,,,,,,,,,,,,,0,783,,,,1524.1937334039249,F,125,triangle,0.0011200529988855124,,,,,1,0,,,,,,,,,,,,1519.2215699339285,1519.2215699339285,1519.2215699339285,1519.2215699339285,1520.7231737771071,1520.7231737771071,1520.7231737771071,1520.7231737771071,1520.7231737771071,1520.7231737771071,1520.7231737771071,1520.7231737771071,switch,number,numSwt,j,1.9425571309402585,noRew,,,0,1522.692211461952,1524.1937334039249,,,,,,,,,,,,,,,,,,,,,,,,,,73086,2022-11-15_08h08.14.697,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.22447100255246,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,0,62,0,,,,,,,,,,,,,,,,,,,,,,,,0,783,,,,1528.9490671500098,D,160,circle,0.0013852620031684637,,,,,1,0,,,,,,,,,,,,1525.1783968589734,1525.1783968589734,1525.1783968589734,1525.1783968589734,1526.6797561950516,1526.6797561950516,1526.6797561950516,1526.6797561950516,1526.6797561950516,1526.6797561950516,1526.6797561950516,1526.6797561950516,switch,letter,lettSwt,d,0.7348659730050713,noRew,,,0,1527.4474847740494,1528.9490671500098,,,,,,,,,,,,,,,,,,,,,,,,,,73086,2022-11-15_08h08.14.697,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.22447100255246,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,0,63,0,,,,,,,,,,,,,,,,,,,,,,,,0,783,,,,1533.9377112661023,S,132,triangle,0.0009854210074990988,,,,,1,0,,,,,,,,,,,,1529.9334981199354,1529.9334981199354,1529.9334981199354,1529.9334981199354,1531.4350308610592,1531.4350308610592,1531.4350308610592,1531.4350308610592,1531.4350308610592,1531.4350308610592,1531.4350308610592,1531.4350308610592,switch,number,numSwt,j,0.9740983431693166,noRew,,,0,1532.436403909931,1533.9377112661023,,,,,,,,,,,,,,,,,,,,,,,,,,73086,2022-11-15_08h08.14.697,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.22447100255246,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,10,793,,,,1585.8783242299687,F,139,star,0.0018640931230038404,,,,,1,0,,,,,,,,,,,,1581.7737732040696,1581.7737732040696,1581.7737732040696,1581.7737732040696,1583.2756307660602,1583.2756307660602,1583.2756307660602,1583.2756307660602,1583.2756307660602,1583.2756307660602,1583.2756307660602,1583.2756307660602,switch,letter,lettSwt,d,1.0572894348297268,Lo,,,0,,,,,,,,space,11.666234085103497,low,1584.3768486969639,,,,,,,,,,,,,,,,,73086,2022-11-15_08h08.14.697,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.22447100255246,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,1,794,,,,1590.9341618469916,Y,160,triangle,0.0009609230328351259,,,,,1,0,,,,,,,,,,,,1586.8477970799431,1586.8477970799431,1586.8477970799431,1586.8477970799431,1588.3477113260888,1588.3477113260888,1588.3477113260888,1588.3477113260888,1588.3477113260888,1588.3477113260888,1588.3477113260888,1588.3477113260888,switch,number,numSwt,k,1.05875343689695,Lo,,,0,,,,,,,,,,low,1589.4491369139869,,,,,,,,,,,,,,,,,73086,2022-11-15_08h08.14.697,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.22447100255246,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,0,794,,,,1595.8562303660437,H,132,circle,0.0010476680472493172,,,,,1,0,,,,,,,,,,,,1591.9184229969978,1591.9184229969978,1591.9184229969978,1591.9184229969978,1593.4201964540407,1593.4201964540407,1593.4201964540407,1593.4201964540407,1593.4201964540407,1593.4201964540407,1593.4201964540407,1593.4201964540407,switch,letter,lettSwt,d,0.8911177341360599,Hi,,,0,,,,,,,,,,low,1594.3546207260806,,,,,,,,,,,,,,,,,73086,2022-11-15_08h08.14.697,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.22447100255246,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,1,795,,,,1600.4612777889706,D,174,hexagon,0.0013996469788253307,,,,,1,0,,,,,,,,,,,,1596.8238977049477,1596.8238977049477,1596.8238977049477,1596.8238977049477,1598.3254305119626,1598.3254305119626,1598.3254305119626,1598.3254305119626,1598.3254305119626,1598.3254305119626,1598.3254305119626,1598.3254305119626,repeat,letter,lettRpt,d,0.6100523700006306,Hi,,,0,,,,,,,,,,low,1598.976214620052,,,,,,,,,,,,,,,,,73086,2022-11-15_08h08.14.697,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.22447100255246,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,10,805,,,,1605.3667130758986,S,146,triangle,0.0011779330670833588,,,,,1,0,,,,,,,,,,,,1601.4456902069505,1601.4456902069505,1601.4456902069505,1601.4456902069505,1602.9474330649246,1602.9474330649246,1602.9474330649246,1602.9474330649246,1602.9474330649246,1602.9474330649246,1602.9474330649246,1602.9474330649246,repeat,letter,lettRpt,f,0.8934801470022649,Lo,,,0,,,,,,,,,,low,1603.8818131119478,,,,,,,,,,,,,,,,,73086,2022-11-15_08h08.14.697,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.22447100255246,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,0,805,,,,1610.071828885004,B,125,hexagon,0.0011182220187038183,,,,,1,0,,,,,,,,,,,,1606.3508936290164,1606.3508936290164,1606.3508936290164,1606.3508936290164,1607.852587491041,1607.852587491041,1607.852587491041,1607.852587491041,1607.852587491041,1607.852587491041,1607.852587491041,1607.852587491041,repeat,letter,lettRpt,d,0.6915374151431024,Hi,,,0,,,,,,,,,,low,1608.5868138889782,,,,,,,,,,,,,,,,,73086,2022-11-15_08h08.14.697,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.22447100255246,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,10,815,,,,1614.7102193399332,U,181,star,0.0014609899371862411,,,,,1,0,,,,,,,,,,,,1611.0563111000229,1611.0563111000229,1611.0563111000229,1611.0563111000229,1612.5578127189074,1612.5578127189074,1612.5578127189074,1612.5578127189074,1612.5578127189074,1612.5578127189074,1612.5578127189074,1612.5578127189074,repeat,letter,lettRpt,f,0.621243905974552,Lo,,,0,,,,,,,,,,low,1613.2251715608872,,,,,,,,,,,,,,,,,73086,2022-11-15_08h08.14.697,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.22447100255246,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,1,816,,,,1619.2819713458885,W,167,circle,0.0013734381645917892,,,,,1,0,,,,,,,,,,,,1615.6947275919374,1615.6947275919374,1615.6947275919374,1615.6947275919374,1617.196167364018,1617.196167364018,1617.196167364018,1617.196167364018,1617.196167364018,1617.196167364018,1617.196167364018,1617.196167364018,repeat,letter,lettRpt,f,0.5513972698245198,Hi,,,0,,,,,,,1619.782466091914,,,low,1617.7802066400182,1619.2819713458885,,,,,,,,,,,,,,,,73086,2022-11-15_08h08.14.697,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.22447100255246,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,10,826,,,,1624.0872919568792,F,139,triangle,0.0010674998629838228,,,,,1,0,,,,,,,,,,,,1620.2662987159565,1620.2662987159565,1620.2662987159565,1620.2662987159565,1621.7680262860376,1621.7680262860376,1621.7680262860376,1621.7680262860376,1621.7680262860376,1621.7680262860376,1621.7680262860376,1621.7680262860376,repeat,letter,lettRpt,d,0.79392747906968,Lo,,,0,,,,,,,,,,low,1622.6023506459314,,,,,,,,,,,,,,,,,73086,2022-11-15_08h08.14.697,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.22447100255246,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,1,827,,,,1628.6089089219458,Y,160,circle,0.0012630808632820845,,,,,1,0,,,,,,,,,,,,1625.0718836770393,1625.0718836770393,1625.0718836770393,1625.0718836770393,1626.57335258089,1626.57335258089,1626.57335258089,1626.57335258089,1626.57335258089,1626.57335258089,1626.57335258089,1626.57335258089,switch,number,numSwt,k,0.5013177690561861,Hi,,,0,,,,,,,1629.109625461977,,,low,1627.107232970884,1628.6089089219458,,,,,,,,,,,,,,,,73086,2022-11-15_08h08.14.697,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.22447100255246,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,10,0,10,0,,,,,,,,,,,,,,,,1,828,,,,1633.280716771027,H,132,star,0.0009449939243495464,,,,,1,0,,,,,,,,,,,,1629.5933930650353,1629.5933930650353,1629.5933930650353,1629.5933930650353,1631.0951959600206,1631.0951959600206,1631.0951959600206,1631.0951959600206,1631.0951959600206,1631.0951959600206,1631.0951959600206,1631.0951959600206,switch,letter,lettSwt,d,0.6585257190745324,Lo,,,0,,,,,,,,,,low,1631.7795830660034,1633.280716771027,,,,,,,,,,,,,,,,73086,2022-11-15_08h08.14.697,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.22447100255246,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,11,0,11,0,,,,,,,,,,,,,,,,1,829,,,,1637.8857668288983,D,174,hexagon,0.0010554699692875147,,,,,1,0,,,,,,,,,,,,1634.265205299016,1634.265205299016,1634.265205299016,1634.265205299016,1635.766760976985,1635.766760976985,1635.766760976985,1635.766760976985,1635.766760976985,1635.766760976985,1635.766760976985,1635.766760976985,repeat,letter,lettRpt,d,0.5900315570179373,Hi,,,0,,,,,,,,,,low,1636.384551096009,1637.8857668288983,,,,,,,,,,,,,,,,73086,2022-11-15_08h08.14.697,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.22447100255246,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,12,0,12,0,,,,,,,,,,,,,,,,1,830,,,,1642.557520139031,S,146,triangle,0.001127071911469102,,,,,1,0,,,,,,,,,,,,1638.8703657418955,1638.8703657418955,1638.8703657418955,1638.8703657418955,1640.3718687458895,1640.3718687458895,1640.3718687458895,1640.3718687458895,1640.3718687458895,1640.3718687458895,1640.3718687458895,1640.3718687458895,repeat,letter,lettRpt,f,0.6655016301665455,Lo,,,0,,,,,,,,,,low,1641.0562316870783,,,,,,,,,,,,,,,,,73086,2022-11-15_08h08.14.697,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.22447100255246,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,13,0,13,0,,,,,,,,,,,,,,,,10,840,,,,1647.2963594610337,B,125,star,0.0013646299485117197,,,,,1,0,,,,,,,,,,,,1643.5419918859843,1643.5419918859843,1643.5419918859843,1643.5419918859843,1645.0436714510433,1645.0436714510433,1645.0436714510433,1645.0436714510433,1645.0436714510433,1645.0436714510433,1645.0436714510433,1645.0436714510433,switch,number,numSwt,j,0.729062904138118,Lo,,,0,,,,,,,,,,low,1645.8113927158993,,,,,,,,,,,,,,,,,73086,2022-11-15_08h08.14.697,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.22447100255246,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,14,0,14,0,,,,,,,,,,,,,,,,10,850,,,,1652.0680404540617,U,181,hexagon,0.0011872670147567987,,,,,1,0,,,,,,,,,,,,1648.2806602900382,1648.2806602900382,1648.2806602900382,1648.2806602900382,1649.7825526508968,1649.7825526508968,1649.7825526508968,1649.7825526508968,1649.7825526508968,1649.7825526508968,1649.7825526508968,1649.7825526508968,repeat,number,numRpt,k,0.7608555369079113,Hi,,,0,,,,,,,,,,low,1650.5671376020182,1652.0680404540617,,,,,,,,,,,,,,,,73086,2022-11-15_08h08.14.697,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.22447100255246,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,15,0,15,0,,,,,,,,,,,,,,,,10,860,,,,1656.7065255620982,W,167,circle,0.001046883873641491,,,,,1,0,,,,,,,,,,,,1653.0527356339153,1653.0527356339153,1653.0527356339153,1653.0527356339153,1654.5542559719179,1654.5542559719179,1654.5542559719179,1654.5542559719179,1654.5542559719179,1654.5542559719179,1654.5542559719179,1654.5542559719179,switch,letter,lettSwt,f,0.6244858261197805,Hi,,,0,,,,,,,,,,low,1655.2056166538969,,,,,,,,,,,,,,,,,73086,2022-11-15_08h08.14.697,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.22447100255246,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,16,0,16,0,,,,,,,,,,,,,,,,10,870,,,,1661.7120815850794,S,181,star,0.00126190809533,,,,,1,0,,,,,,,,,,,,1657.691155014094,1657.691155014094,1657.691155014094,1657.691155014094,1659.192619349109,1659.192619349109,1659.192619349109,1659.192619349109,1659.192619349109,1659.192619349109,1659.192619349109,1659.192619349109,repeat,letter,lettRpt,f,0.9920350990723819,Lo,,,0,,,,,,,,,,low,1660.21135362098,,,,,,,,,,,,,,,,,73086,2022-11-15_08h08.14.697,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.22447100255246,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,17,0,17,0,,,,,,,,,,,,,,,,0,870,,,,1666.4506572668906,Y,160,circle,0.0012969248928129673,,,,,1,0,,,,,,,,,,,,1662.6964656671043,1662.6964656671043,1662.6964656671043,1662.6964656671043,1664.198115950916,1664.198115950916,1664.198115950916,1664.198115950916,1664.198115950916,1664.198115950916,1664.198115950916,1664.198115950916,repeat,letter,lettRpt,f,0.7127217759843916,Hi,,,0,,,,,,,,,,low,1664.9489105339162,,,,,,,,,,,,,,,,,73086,2022-11-15_08h08.14.697,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.22447100255246,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,18,0,18,0,,,,,,,,,,,,,,,,1,871,,,,1671.4063484109938,H,174,triangle,0.0010713371448218822,,,,,1,0,,,,,,,,,,,,1667.4184780919459,1667.4184780919459,1667.4184780919459,1667.4184780919459,1668.9200480668806,1668.9200480668806,1668.9200480668806,1668.9200480668806,1668.9200480668806,1668.9200480668806,1668.9200480668806,1668.9200480668806,switch,number,numSwt,k,0.9519885710906237,Lo,,,0,,,,,,,,,,low,1669.9044348238967,1671.4063484109938,,,,,,,,,,,,,,,,73086,2022-11-15_08h08.14.697,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.22447100255246,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,19,0,19,0,,,,,,,,,,,,,,,,10,881,,,,1676.09464809997,W,132,hexagon,0.0008363130036741495,,,,,1,0,,,,,,,,,,,,1672.3904846750665,1672.3904846750665,1672.3904846750665,1672.3904846750665,1673.8922792240046,1673.8922792240046,1673.8922792240046,1673.8922792240046,1673.8922792240046,1673.8922792240046,1673.8922792240046,1673.8922792240046,switch,letter,lettSwt,f,0.6706644459627569,Hi,,,0,,,,,,,,,,low,1674.609963210998,,,,,,,,,,,,,,,,,73086,2022-11-15_08h08.14.697,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.22447100255246,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,20,0,20,0,,,,,,,,,,,,,,,,10,891,,,,1680.5495488820598,B,139,hexagon,0.0014759150799363852,,,,,1,0,,,,,,,,,,,,1677.0791756110266,1677.0791756110266,1677.0791756110266,1677.0791756110266,1678.5808604990598,1678.5808604990598,1678.5808604990598,1678.5808604990598,1678.5808604990598,1678.5808604990598,1678.5808604990598,1678.5808604990598,repeat,letter,lettRpt,d,0.4382376060821116,Hi,,,0,,,,,,,,,,low,1679.0489939660765,1680.5495488820598,,,,,,,,,,,,,,,,73086,2022-11-15_08h08.14.697,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.22447100255246,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,21,0,21,0,,,,,,,,,,,,,,,,10,901,,,,1685.1546469910536,F,125,triangle,0.0009165308438241482,,,,,1,0,,,,,,,,,,,,1681.533969327109,1681.533969327109,1681.533969327109,1681.533969327109,1683.0355208010878,1683.0355208010878,1683.0355208010878,1683.0355208010878,1683.0355208010878,1683.0355208010878,1683.0355208010878,1683.0355208010878,repeat,letter,lettRpt,d,0.5959890028461814,Lo,,,0,,,,,,,,,,low,1683.653649753891,,,,,,,,,,,,,,,,,73086,2022-11-15_08h08.14.697,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.22447100255246,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,22,0,22,0,,,,,,,,,,,,,,,,1,902,,,,1689.6596336890943,U,146,star,0.0010908888652920723,,,,,1,0,,,,,,,,,,,,1686.1389384299982,1686.1389384299982,1686.1389384299982,1686.1389384299982,1687.640624820022,1687.640624820022,1687.640624820022,1687.640624820022,1687.640624820022,1687.640624820022,1687.640624820022,1687.640624820022,repeat,letter,lettRpt,f,0.4910018960945308,Lo,,,0,,,,,,,,,,low,1688.1745829440188,,,,,,,,,,,,,,,,,73086,2022-11-15_08h08.14.697,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.22447100255246,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,23,0,23,0,,,,,,,,,,,,,,,,1,903,,,,1694.2814883089159,D,167,circle,0.0013305230531841516,,,,,1,0,,,,,,,,,,,,1690.6441420370247,1690.6441420370247,1690.6441420370247,1690.6441420370247,1692.1456404759083,1692.1456404759083,1692.1456404759083,1692.1456404759083,1692.1456404759083,1692.1456404759083,1692.1456404759083,1692.1456404759083,switch,number,numSwt,k,0.6098937811329961,Hi,,,0,,,,,,,,,,low,1692.779999036109,,,,,,,,,,,,,,,,,73086,2022-11-15_08h08.14.697,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.22447100255246,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,24,0,24,0,,,,,,,,,,,,,,,,0,903,,,,1699.77054394898,S,132,hexagon,0.0012301411479711533,,,,,0,0,,,,,,,,,,,,1695.265689279884,1695.265689279884,1695.265689279884,1695.265689279884,1696.767250584904,1696.767250584904,1696.767250584904,1696.767250584904,1696.767250584904,1696.767250584904,1696.767250584904,1696.767250584904,repeat,number,NA,k,1.4693498008418828,Hi,,,0,,,,,,,,,,low,1698.2690123398788,1699.77054394898,,,,,,,,,,,,,,,,73086,2022-11-15_08h08.14.697,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.22447100255246,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,25,0,25,0,,,,,,,,,,,,,,,,1,904,,,,1704.6761161789764,H,139,triangle,0.000865828013047576,,,,,1,1,,,,,,,,,,,,1700.7551295810845,1700.7551295810845,1700.7551295810845,1700.7551295810845,1702.2569392959122,1702.2569392959122,1702.2569392959122,1702.2569392959122,1702.2569392959122,1702.2569392959122,1702.2569392959122,1702.2569392959122,repeat,number,numRpt,j,0.8732516479212791,Lo,,,0,,,,,,,,,,low,1703.1747375049163,,,,,,,,,,,,,,,,,73086,2022-11-15_08h08.14.697,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.22447100255246,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,26,0,26,0,,,,,,,,,,,,,,,,10,914,,,,1709.9688314369414,W,174,star,0.001081543043255806,,,,,1,0,,,,,,,,,,,,1705.6439610489178,1705.6439610489178,1705.6439610489178,1705.6439610489178,1707.1457093709614,1707.1457093709614,1707.1457093709614,1707.1457093709614,1707.1457093709614,1707.1457093709614,1707.1457093709614,1707.1457093709614,switch,letter,lettSwt,f,1.2847237139940262,Lo,,,0,,,,,,,,,,low,1708.4636073058937,,,,,,,,,,,,,,,,,73086,2022-11-15_08h08.14.697,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.22447100255246,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,27,0,27,0,,,,,,,,,,,,,,,,0,914,,,,1714.6373236940708,Y,146,circle,0.0006349219474941492,,,,,1,0,,,,,,,,,,,,1710.933003726881,1710.933003726881,1710.933003726881,1710.933003726881,1712.4347650390118,1712.4347650390118,1712.4347650390118,1712.4347650390118,1712.4347650390118,1712.4347650390118,1712.4347650390118,1712.4347650390118,repeat,letter,lettRpt,f,0.674752838909626,Hi,,,0,,,,,,,,,,low,1713.1523847018834,,,,,,,,,,,,,,,,,73086,2022-11-15_08h08.14.697,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.22447100255246,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,28,0,28,0,,,,,,,,,,,,,,,,1,915,,,,1719.5927168270573,B,167,triangle,0.0012732469476759434,,,,,1,0,,,,,,,,,,,,1715.6217438320164,1715.6217438320164,1715.6217438320164,1715.6217438320164,1717.1234445211012,1717.1234445211012,1717.1234445211012,1717.1234445211012,1717.1234445211012,1717.1234445211012,1717.1234445211012,1717.1234445211012,switch,number,numSwt,k,0.9478780080098659,Lo,,,0,,,,,,,,,,low,1718.1076721949503,,,,,,,,,,,,,,,,,73086,2022-11-15_08h08.14.697,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.22447100255246,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,29,0,29,0,,,,,,,,,,,,,,,,10,925,,,,1724.3981112760957,F,181,circle,0.00121792103163898,,,,,1,0,,,,,,,,,,,,1720.5772326970473,1720.5772326970473,1720.5772326970473,1720.5772326970473,1722.078795104986,1722.078795104986,1722.078795104986,1722.078795104986,1722.078795104986,1722.078795104986,1722.078795104986,1722.078795104986,repeat,number,numRpt,k,0.7738153040409088,Hi,,,0,,,,,,,,,,low,1722.8964092039969,,,,,,,,,,,,,,,,,73086,2022-11-15_08h08.14.697,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.22447100255246,
