LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task2_prac_redo.thisRepN,task2_prac_redo.thisTrialN,task2_prac_redo.thisN,task2_prac_redo.thisIndex,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,vts_prac_redo.thisRepN,vts_prac_redo.thisTrialN,vts_prac_redo.thisN,vts_prac_redo.thisIndex,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,fix.started,training_feedback_txt.stopped,fix.stopped,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,acc,E1,target_resp_prac1.keys,target_resp_prac1.rt,pracBlock,prac_fback_text.started,tgt_fix_prac2.started,top_target_prac2.started,bott_target_prac2.started,target_resp_prac2.started,target_resp_prac2.keys,target_resp_prac2.rt,star.started,hegagon.started,triangle.started,circle.started,star.stopped,hegagon.stopped,triangle.stopped,circle.stopped,top_target.started,tgt_fix.started,bot_target.started,target_resp.started,alt,task,condition,target_resp.keys,target_resp.rt,rewCond,vts_fback.started,vts_fback.stopped,blockNum,norew_fback.started,norew_fback.stopped,key_resp_2.keys,key_resp_2.rt,rewExpectancy,feedbk_text.started,feedbk_text.stopped,text_3.started,debrief.started,text_3.stopped,button.started,debrief.index,debrief.itemText,debrief.type,debrief.granularity,debrief.font,debrief.markerColor,debrief.response,debrief.rt,button.numClicks,button.timesOn,button.timesOff,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1300.9801402710145,,,132,D,circle,0.0018952550017274916,,,,,1,0,,,1,1299.4783946459938,1297.2698730080156,1298.7774698070134,1298.7774698070134,1298.7774698070134,j,0.6796612449979875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69703,2022-11-17_11h26.37.381,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9339406878256,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1305.501761580992,,,146,B,star,0.001669819001108408,,,,,1,0,,,1,1304.0001334330009,1301.9578669719922,1303.4662028879975,1303.4662028879975,1303.4662028879975,j,0.5147163110086694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69703,2022-11-17_11h26.37.381,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9339406878256,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1310.0900810320163,,,125,Y,triangle,0.0010619800013955683,,,,,1,0,,,1,1308.5886031299888,1306.480599308008,1307.9877180840122,1307.9877180840122,1307.9877180840122,k,0.5731816750194412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69703,2022-11-17_11h26.37.381,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9339406878256,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1314.9119344339997,,,174,S,hexagon,0.001702592009678483,,,,,1,0,,,1,1313.4105040559953,1311.0685939030081,1312.5760690899915,1312.5760690899915,1312.5760690899915,k,0.809571218007477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69703,2022-11-17_11h26.37.381,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9339406878256,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1319.6839657800156,,,167,U,circle,0.0017493369814474136,,,,,1,0,,,1,1318.1821844330116,1315.8893101589929,1317.3980152120057,1317.3980152120057,1317.3980152120057,k,0.7581277120043524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69703,2022-11-17_11h26.37.381,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9339406878256,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,891,,,1376.5299254799902,,,132,Y,circle,0.002255561004858464,,,,,1,0,,,2,,,,,,,,1371.5061272029998,1371.5061272029998,1371.5061272029998,1371.5061272029998,1373.0094487460156,1373.0094487460156,1373.0094487460156,1373.0094487460156,1373.0094487460156,1373.0094487460156,1373.0094487460156,1373.0094487460156,-1,number,NA,d,1.993951833981555,vtsPrac,1375.0284219289897,,,,,,,,,,,,,,,,,,,,,,,,,69703,2022-11-17_11h26.37.381,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9339406878256,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,891,,,1381.2521496459958,,,174,D,hexagon,0.0016443930217064917,,,,,0,0,,,2,,,,,,,,1377.5096530620067,1377.5096530620067,1377.5096530620067,1377.5096530620067,1379.0160036860034,1379.0160036860034,1379.0160036860034,1379.0160036860034,1379.0160036860034,1379.0160036860034,1379.0160036860034,1379.0160036860034,repeat,number,NA,d,0.7126558820018545,vtsPrac,1379.7502103089937,,,,,,,,,,,,,,,,,,,,,,,,,69703,2022-11-17_11h26.37.381,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9339406878256,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,891,,,1386.1907179900154,,,181,H,triangle,0.001881492993561551,,,,,1,1,,,2,,,,,,,,1382.231896326004,1382.231896326004,1382.231896326004,1382.231896326004,1383.738184463,1383.738184463,1383.738184463,1383.738184463,1383.738184463,1383.738184463,1383.738184463,1383.738184463,repeat,number,numRpt,f,0.9185904269979801,vtsPrac,1384.6891330099897,,,,,,,,,,,,,,,,,,,,,,,,,69703,2022-11-17_11h26.37.381,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9339406878256,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,891,,,1391.1298512910143,,,125,B,star,0.0016438320162706077,,,,,1,0,,,2,,,,,,,,1387.1690804440004,1387.1690804440004,1387.1690804440004,1387.1690804440004,1388.6766777209996,1388.6766777209996,1388.6766777209996,1388.6766777209996,1388.6766777209996,1388.6766777209996,1388.6766777209996,1388.6766777209996,switch,letter,lettSwt,j,0.9187795559992082,vtsPrac,1389.6278138599882,,,,,,,,,,,,,,,,,,,,,,,,,69703,2022-11-17_11h26.37.381,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9339406878256,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,891,,,1395.7682421139907,,,132,Y,triangle,0.0016220539982896298,,,,,1,0,,,2,,,,,,,,1392.107532249007,1392.107532249007,1392.107532249007,1392.107532249007,1393.615702598996,1393.615702598996,1393.615702598996,1393.615702598996,1393.615702598996,1393.615702598996,1393.615702598996,1393.615702598996,switch,number,numSwt,d,0.6265948739892337,vtsPrac,1394.2662342140102,,,,,,,,,,,,,,,,,,,,,,,,,69703,2022-11-17_11h26.37.381,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9339406878256,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,891,,,1400.573262165999,,,174,D,circle,0.0015617879980709404,,,,,1,0,,,2,,,,,,,,1396.7458399469906,1396.7458399469906,1396.7458399469906,1396.7458399469906,1398.254403386003,1398.254403386003,1398.254403386003,1398.254403386003,1398.254403386003,1398.254403386003,1398.254403386003,1398.254403386003,switch,letter,lettSwt,j,0.7915945679997094,vtsPrac,1399.0714994049922,,,,,,,,,,,,,,,,,,,,,,,,,69703,2022-11-17_11h26.37.381,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9339406878256,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,891,,,1405.6286801070091,,,181,H,hexagon,0.0016563280078116804,,,,,1,0,,,2,,,,,,,,1401.552253403992,1401.552253403992,1401.552253403992,1401.552253403992,1403.0593371390132,1403.0593371390132,1403.0593371390132,1403.0593371390132,1403.0593371390132,1403.0593371390132,1403.0593371390132,1403.0593371390132,switch,number,numSwt,f,1.0493710349837784,vtsPrac,1404.127186933998,1405.6286801070091,,,,,,,,,,,,,,,,,,,,,,,,69703,2022-11-17_11h26.37.381,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9339406878256,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,891,,,1410.6343638010148,,,125,B,triangle,0.001091696001822129,,,,,1,0,,,2,,,,,,,,1406.6076719610137,1406.6076719610137,1406.6076719610137,1406.6076719610137,1408.1148631120159,1408.1148631120159,1408.1148631120159,1408.1148631120159,1408.1148631120159,1408.1148631120159,1408.1148631120159,1408.1148631120159,switch,letter,lettSwt,j,0.990153434977401,vtsPrac,1409.1327494180005,,,,,,,,,,,,,,,,,,,,,,,,,69703,2022-11-17_11h26.37.381,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9339406878256,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,891,,,1415.4563441869977,,,139,Y,hexagon,0.0017718009767122567,,,,,1,0,,,2,,,,,,,,1411.6140196759952,1411.6140196759952,1411.6140196759952,1411.6140196759952,1413.1205255480018,1413.1205255480018,1413.1205255480018,1413.1205255480018,1413.1205255480018,1413.1205255480018,1413.1205255480018,1413.1205255480018,switch,number,numSwt,d,0.8098586229898501,vtsPrac,1413.954683213,,,,,,,,,,,,,,,,,,,,,,,,,69703,2022-11-17_11h26.37.381,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9339406878256,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,891,,,1420.1113649680046,,,132,U,circle,0.0015331839967984706,,,,,1,0,,,2,,,,,,,,1416.436071469012,1416.436071469012,1416.436071469012,1416.436071469012,1417.9422308969952,1417.9422308969952,1417.9422308969952,1417.9422308969952,1417.9422308969952,1417.9422308969952,1417.9422308969952,1417.9422308969952,repeat,number,numRpt,d,0.6357004420133308,vtsPrac,1418.6097084770154,,,,,,,,,,,,,,,,,,,,,,,,,69703,2022-11-17_11h26.37.381,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9339406878256,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,891,,,1424.7832342949987,,,146,D,triangle,0.0014937100058887154,,,,,1,0,,,2,,,,,,,,1421.0909759270144,1421.0909759270144,1421.0909759270144,1421.0909759270144,1422.5975284260057,1422.5975284260057,1422.5975284260057,1422.5975284260057,1422.5975284260057,1422.5975284260057,1422.5975284260057,1422.5975284260057,switch,letter,lettSwt,j,0.6590653579914942,vtsPrac,1423.281663722999,,,,,,,,,,,,,,,,,,,,,,,,,69703,2022-11-17_11h26.37.381,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9339406878256,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,891,,,1429.4383043700072,,,167,B,star,0.0015911080117803067,,,,,1,0,,,2,,,,,,,,1425.7613422560098,1425.7613422560098,1425.7613422560098,1425.7613422560098,1427.2693533030106,1427.2693533030106,1427.2693533030106,1427.2693533030106,1427.2693533030106,1427.2693533030106,1427.2693533030106,1427.2693533030106,repeat,letter,lettRpt,j,0.6351660059881397,vtsPrac,1427.9366212000023,,,,,,,,,,,,,,,,,,,,,,,,,69703,2022-11-17_11h26.37.381,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9339406878256,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,891,,,1434.5444047180063,,,139,F,triangle,0.0029135319928172976,,,,,1,0,,,2,,,,,,,,1430.4195093610033,1430.4195093610033,1430.4195093610033,1430.4195093610033,1431.9246027939953,1431.9246027939953,1431.9246027939953,1431.9246027939953,1431.9246027939953,1431.9246027939953,1431.9246027939953,1431.9246027939953,switch,number,numSwt,d,1.085739845992066,vtsPrac,1433.0423813119996,,,,,,,,,,,,,,,,,,,,,,,,,69703,2022-11-17_11h26.37.381,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9339406878256,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,891,,,1439.4661703979946,,,125,Y,star,0.001805795996915549,,,,,1,0,,,2,,,,,,,,1435.5227039890015,1435.5227039890015,1435.5227039890015,1435.5227039890015,1437.030030355003,1437.030030355003,1437.030030355003,1437.030030355003,1437.030030355003,1437.030030355003,1437.030030355003,1437.030030355003,repeat,number,numRpt,d,0.9090652459999546,vtsPrac,1437.9644977709977,,,,,,,,,,,,,,,,,,,,,,,,,69703,2022-11-17_11h26.37.381,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9339406878256,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,891,,,1444.3547328769928,,,181,D,circle,0.0015210419951472431,,,,,1,0,,,2,,,,,,,,1440.4451001049893,1440.4451001049893,1440.4451001049893,1440.4451001049893,1441.9521818539943,1441.9521818539943,1441.9521818539943,1441.9521818539943,1441.9521818539943,1441.9521818539943,1441.9521818539943,1441.9521818539943,switch,letter,lettSwt,j,0.8688333169848192,vtsPrac,1442.8531634620158,,,,,,,,,,,,,,,,,,,,,,,,,69703,2022-11-17_11h26.37.381,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9339406878256,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,891,,,1449.2102440540039,,,167,U,hexagon,0.001666234020376578,,,,,1,0,,,2,,,,,,,,1445.3325817490113,1445.3325817490113,1445.3325817490113,1445.3325817490113,1446.8408808250097,1446.8408808250097,1446.8408808250097,1446.8408808250097,1446.8408808250097,1446.8408808250097,1446.8408808250097,1446.8408808250097,repeat,letter,lettRpt,k,0.8395451460091863,vtsPrac,1447.7084933829901,,,,,,,,,,,,,,,,,,,,,,,,,69703,2022-11-17_11h26.37.381,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9339406878256,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,891,,,1453.9153698009904,,,125,W,star,0.0015946720086503774,,,,,1,0,,,2,,,,,,,,1450.1893728460127,1450.1893728460127,1450.1893728460127,1450.1893728460127,1451.69636352401,1451.69636352401,1451.69636352401,1451.69636352401,1451.69636352401,1451.69636352401,1451.69636352401,1451.69636352401,repeat,letter,lettRpt,k,0.6863213430042379,vtsPrac,1452.4136588149995,,,,,,,,,,,,,,,,,,,,,,,,,69703,2022-11-17_11h26.37.381,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9339406878256,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,891,,,1458.6372655850137,,,174,S,triangle,0.0013639809913001955,,,,,1,0,,,2,,,,,,,,1454.893630622013,1454.893630622013,1454.893630622013,1454.893630622013,1456.4016787290166,1456.4016787290166,1456.4016787290166,1456.4016787290166,1456.4016787290166,1456.4016787290166,1456.4016787290166,1456.4016787290166,switch,number,numSwt,f,0.706469847005792,vtsPrac,1457.1358090479916,,,,,,,,,,,,,,,,,,,,,,,,,69703,2022-11-17_11h26.37.381,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9339406878256,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,891,,,1463.3757141400129,,,181,B,hexagon,0.0017038790101651102,,,,,1,0,,,2,,,,,,,,1459.6155198010092,1459.6155198010092,1459.6155198010092,1459.6155198010092,1461.123409929016,1461.123409929016,1461.123409929016,1461.123409929016,1461.123409929016,1461.123409929016,1461.123409929016,1461.123409929016,switch,letter,lettSwt,j,0.7347238690126687,vtsPrac,1461.8741249440063,1463.3757141400129,,,,,,,,,,,,,,,,,,,,,,,,69703,2022-11-17_11h26.37.381,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9339406878256,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,891,,,1468.1479066350148,,,167,D,star,0.0006653699965681881,,,,,1,0,,,2,,,,,,,,1464.3542683589912,1464.3542683589912,1464.3542683589912,1464.3542683589912,1465.8619904410152,1465.8619904410152,1465.8619904410152,1465.8619904410152,1465.8619904410152,1465.8619904410152,1465.8619904410152,1465.8619904410152,switch,number,numSwt,f,0.7648255919921212,vtsPrac,1466.6461674179882,,,,,,,,,,,,,,,,,,,,,,,,,69703,2022-11-17_11h26.37.381,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9339406878256,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,20,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,891,,,1473.0031302979914,,,174,W,hexagon,0.0012731119932141155,,,,,1,0,,,2,,,,,,,,1469.1256806839956,1469.1256806839956,1469.1256806839956,1469.1256806839956,1470.6338313109882,1470.6338313109882,1470.6338313109882,1470.6338313109882,1470.6338313109882,1470.6338313109882,1470.6338313109882,1470.6338313109882,repeat,number,numRpt,f,0.8413802579743788,vtsPrac,1471.501738980005,,,,,,,,,,,,,,,,,,,,,,,,,69703,2022-11-17_11h26.37.381,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9339406878256,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,21,0,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,891,,,1477.8250038129918,,,132,U,star,0.0015143690106924623,,,,,1,0,,,2,,,,,,,,1473.9812430359889,1473.9812430359889,1473.9812430359889,1473.9812430359889,1475.4892990679946,1475.4892990679946,1475.4892990679946,1475.4892990679946,1475.4892990679946,1475.4892990679946,1475.4892990679946,1475.4892990679946,repeat,number,numRpt,d,0.8019143379933666,vtsPrac,1476.323379739013,,,,,,,,,,,,,,,,,,,,,,,,,69703,2022-11-17_11h26.37.381,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9339406878256,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,22,0,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,891,,,1482.680378190009,,,160,Y,triangle,0.0015328629815485328,,,,,1,0,,,2,,,,,,,,1478.8045378070092,1478.8045378070092,1478.8045378070092,1478.8045378070092,1480.3113079800096,1480.3113079800096,1480.3113079800096,1480.3113079800096,1480.3113079800096,1480.3113079800096,1480.3113079800096,1480.3113079800096,repeat,number,numRpt,f,0.8403340880176984,vtsPrac,1481.1788933470089,,,,,,,,,,,,,,,,,,,,,,,,,69703,2022-11-17_11h26.37.381,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9339406878256,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,23,0,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,891,,,1487.4524853320036,,,139,S,circle,0.0014056239742785692,,,,,1,0,,,2,,,,,,,,1483.6575301550038,1483.6575301550038,1483.6575301550038,1483.6575301550038,1485.1668228569906,1485.1668228569906,1485.1668228569906,1485.1668228569906,1485.1668228569906,1485.1668228569906,1485.1668228569906,1485.1668228569906,switch,letter,lettSwt,k,0.7654132439929526,vtsPrac,1485.9507002019964,1487.4524853320036,,,,,,,,,,,,,,,,,,,,,,,,69703,2022-11-17_11h26.37.381,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9339406878256,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,24,0,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,891,,,1492.3911375300086,,,160,Y,hexagon,0.0010067810071632266,,,,,1,0,,,2,,,,,,,,1488.4296038270113,1488.4296038270113,1488.4296038270113,1488.4296038270113,1489.9383977309917,1489.9383977309917,1489.9383977309917,1489.9383977309917,1489.9383977309917,1489.9383977309917,1489.9383977309917,1489.9383977309917,switch,number,numSwt,f,0.9215708010015078,vtsPrac,1490.8896954070078,,,,,,,,,,,,,,,,,,,,,,,,,69703,2022-11-17_11h26.37.381,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9339406878256,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,25,0,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,891,,,1497.0796518590068,,,146,W,triangle,0.0020564379810821265,,,,,1,0,,,2,,,,,,,,1493.3694360539957,1493.3694360539957,1493.3694360539957,1493.3694360539957,1494.8771434079972,1494.8771434079972,1494.8771434079972,1494.8771434079972,1494.8771434079972,1494.8771434079972,1494.8771434079972,1494.8771434079972,repeat,number,numRpt,d,0.6733863049885258,vtsPrac,1495.5779863829957,,,,,,,,,,,,,,,,,,,,,,,,,69703,2022-11-17_11h26.37.381,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9339406878256,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,26,0,26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,891,,,1501.8681678590074,,,167,U,star,0.0014231399982236326,,,,,1,0,,,2,,,,,,,,1498.0578053329955,1498.0578053329955,1498.0578053329955,1498.0578053329955,1499.5656237310031,1499.5656237310031,1499.5656237310031,1499.5656237310031,1499.5656237310031,1499.5656237310031,1499.5656237310031,1499.5656237310031,switch,letter,lettSwt,k,0.7779747899912763,vtsPrac,1500.3664696349879,,,,,,,,,,,,,,,,,,,,,,,,,69703,2022-11-17_11h26.37.381,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9339406878256,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,27,0,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,891,,,1506.623505835014,,,125,S,hexagon,0.0015523600159212947,,,,,1,0,,,2,,,,,,,,1502.8458869780006,1502.8458869780006,1502.8458869780006,1502.8458869780006,1504.3542547179968,1504.3542547179968,1504.3542547179968,1504.3542547179968,1504.3542547179968,1504.3542547179968,1504.3542547179968,1504.3542547179968,switch,number,numSwt,d,0.7373299750033766,vtsPrac,1505.121721397998,,,,,,,,,,,,,,,,,,,,,,,,,69703,2022-11-17_11h26.37.381,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9339406878256,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,28,0,28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,891,,,1511.2119467360026,,,167,F,triangle,0.001636184984818101,,,,,1,0,,,2,,,,,,,,1507.6024376979913,1507.6024376979913,1507.6024376979913,1507.6024376979913,1509.1096721540089,1509.1096721540089,1509.1096721540089,1509.1096721540089,1509.1096721540089,1509.1096721540089,1509.1096721540089,1509.1096721540089,repeat,number,numRpt,f,0.5724641220003832,vtsPrac,1509.7103690229997,,,,,,,,,,,,,,,,,,,,,,,,,69703,2022-11-17_11h26.37.381,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9339406878256,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,29,0,29,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,891,,,1516.0507598370023,,1516.551136850001,174,W,star,0.001541099976748228,,,,,1,0,,,2,,,,,,,,1512.1898535749933,1512.1898535749933,1512.1898535749933,1512.1898535749933,1513.6981189319922,1513.6981189319922,1513.6981189319922,1513.6981189319922,1513.6981189319922,1513.6981189319922,1513.6981189319922,1513.6981189319922,switch,letter,lettSwt,k,0.8324029369978234,vtsPrac,1514.5488778779982,1516.0507598370023,,,,,,,,,,,,,,,,,,,,,,,,69703,2022-11-17_11h26.37.381,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9339406878256,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,30,0,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,891,,,1520.9227490299963,,,146,H,circle,0.000566308997804299,,,,,1,0,,,2,,,,,,,,1517.0295646869927,1517.0295646869927,1517.0295646869927,1517.0295646869927,1518.5366535680078,1518.5366535680078,1518.5366535680078,1518.5366535680078,1518.5366535680078,1518.5366535680078,1518.5366535680078,1518.5366535680078,switch,number,numSwt,d,0.8545267040026374,vtsPrac,1519.4211963739945,,,,,,,,,,,,,,,,,,,,,,,,,69703,2022-11-17_11h26.37.381,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9339406878256,
