LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task2_prac_redo.thisRepN,task2_prac_redo.thisTrialN,task2_prac_redo.thisN,task2_prac_redo.thisIndex,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,vts_prac_redo.thisRepN,vts_prac_redo.thisTrialN,vts_prac_redo.thisN,vts_prac_redo.thisIndex,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,fix.started,training_feedback_txt.stopped,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,acc,E1,target_resp_prac1.keys,target_resp_prac1.rt,pracBlock,prac_fback_text.started,prac_fback_text.stopped,fix.stopped,tgt_fix_prac2.started,top_target_prac2.started,bott_target_prac2.started,target_resp_prac2.started,target_resp_prac2.keys,target_resp_prac2.rt,star.started,hegagon.started,triangle.started,circle.started,star.stopped,hegagon.stopped,triangle.stopped,circle.stopped,top_target.started,tgt_fix.started,bot_target.started,target_resp.started,alt,task,condition,target_resp.keys,target_resp.rt,rewCond,vts_fback.started,vts_fback.stopped,blockNum,norew_fback.started,norew_fback.stopped,key_resp_2.keys,key_resp_2.rt,rewExpectancy,feedbk_text.started,feedbk_text.stopped,text_3.started,text_3.stopped,button.started,debrief.index,debrief.itemText,debrief.type,debrief.granularity,debrief.font,debrief.markerColor,debrief.response,debrief.rt,button.numClicks,button.timesOn,button.timesOff,participant,date,expName,psychopyVersion,frameRate,
1,0,0,0,0,0,0,1,triangle,star,1,0,1,0,3,7,43,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,885.8860110189999,885.8860110189999,885.8860110189999,885.8860110189999,885.8860110189999,885.8860110189999,885.8860110189999,885.8860110189999,885.8860110189999,885.8860110189999,l,1.495917031992576,1,533,1,887.4044067170034,888.9061561370036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74219,2022-10-27_11h18.16.087,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89075734261679,
0,1,0,0,1,0,0,0,circle,triangle,1,0,1,0,3,8,44,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,889.4065520970034,889.4065520970034,889.4065520970034,889.4065520970034,889.4065520970034,889.4065520970034,889.4065520970034,889.4065520970034,889.4065520970034,889.4065520970034,a,1.1751456179918023,10,543,1,890.6081038200064,892.1097744950093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74219,2022-10-27_11h18.16.087,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89075734261679,
0,1,0,0,0,0,0,1,circle,star,1,0,1,0,3,9,45,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,892.6105412440083,892.6105412440083,892.6105412440083,892.6105412440083,892.6105412440083,892.6105412440083,892.6105412440083,892.6105412440083,892.6105412440083,892.6105412440083,l,2.258167082996806,10,553,1,894.89605501201,896.3978337160079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74219,2022-10-27_11h18.16.087,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89075734261679,
0,0,0,1,0,1,0,0,star ,circle,1,0,1,0,3,10,46,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,896.8985359900107,896.8985359900107,896.8985359900107,896.8985359900107,896.8985359900107,896.8985359900107,896.8985359900107,896.8985359900107,896.8985359900107,896.8985359900107,a,0.9074031479831319,10,563,1,897.8326423990075,899.3343548780103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74219,2022-10-27_11h18.16.087,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89075734261679,
0,0,1,0,0,0,0,1,hexagon,star,1,0,1,0,3,11,47,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,899.8348265829991,899.8348265829991,899.8348265829991,899.8348265829991,899.8348265829991,899.8348265829991,899.8348265829991,899.8348265829991,899.8348265829991,899.8348265829991,l,1.9631680289894575,1,564,1,901.820365217005,903.3222170750087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74219,2022-10-27_11h18.16.087,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89075734261679,
1,0,0,0,0,0,0,1,triangle,star,2,0,2,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,906.5821140070038,906.5821140070038,906.5821140070038,906.5821140070038,906.5821140070038,906.5821140070038,906.5821140070038,906.5821140070038,906.5821140070038,906.5821140070038,l,2.9595436529780272,10,574,2,909.5624887110025,911.0639923280105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74219,2022-10-27_11h18.16.087,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89075734261679,
0,0,0,1,0,0,1,0,star,hexagon,2,0,2,0,0,1,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,911.564479972003,911.564479972003,911.564479972003,911.564479972003,911.564479972003,911.564479972003,911.564479972003,911.564479972003,911.564479972003,911.564479972003,a,1.120591267987038,10,584,2,912.7159294020094,914.217415171006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74219,2022-10-27_11h18.16.087,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89075734261679,
0,1,0,0,0,0,1,0,circle,hexagon,2,0,2,0,0,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,914.7179839349992,914.7179839349992,914.7179839349992,914.7179839349992,914.7179839349992,914.7179839349992,914.7179839349992,914.7179839349992,914.7179839349992,914.7179839349992,a,1.2468725319922669,1,585,2,915.9861062109994,917.4878737950057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74219,2022-10-27_11h18.16.087,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89075734261679,
0,0,0,1,1,0,0,0,star,triangle,2,0,2,0,0,3,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,917.9886579250015,917.9886579250015,917.9886579250015,917.9886579250015,917.9886579250015,917.9886579250015,917.9886579250015,917.9886579250015,917.9886579250015,917.9886579250015,l,2.1763534779893234,1,586,2,920.1906949179975,921.692470259004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74219,2022-10-27_11h18.16.087,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89075734261679,
0,0,1,0,0,0,0,1,hexagon,star,2,0,2,0,0,4,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,922.1928994629998,922.1928994629998,922.1928994629998,922.1928994629998,922.1928994629998,922.1928994629998,922.1928994629998,922.1928994629998,922.1928994629998,922.1928994629998,l,0.6447290899959626,10,596,2,922.8604702779994,924.3619601230021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74219,2022-10-27_11h18.16.087,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89075734261679,
1,0,0,0,0,1,0,0,triangle,circle,2,0,2,0,0,5,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,924.8624928689969,924.8624928689969,924.8624928689969,924.8624928689969,924.8624928689969,924.8624928689969,924.8624928689969,924.8624928689969,924.8624928689969,924.8624928689969,l,1.336063964976347,10,606,2,926.2306235139986,927.7322718070063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74219,2022-10-27_11h18.16.087,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89075734261679,
0,0,0,1,0,1,0,0,star ,circle,2,0,2,0,0,6,6,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,928.2329838870064,928.2329838870064,928.2329838870064,928.2329838870064,928.2329838870064,928.2329838870064,928.2329838870064,928.2329838870064,928.2329838870064,928.2329838870064,a,3.2120153149880935,10,616,2,931.4698009920103,932.9717207010108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74219,2022-10-27_11h18.16.087,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89075734261679,
0,1,0,0,1,0,0,0,circle,triangle,2,0,2,0,0,7,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,933.4720470610046,933.4720470610046,933.4720470610046,933.4720470610046,933.4720470610046,933.4720470610046,933.4720470610046,933.4720470610046,933.4720470610046,933.4720470610046,l,2.7420365909929387,1,617,2,936.241924373011,937.7437269840011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74219,2022-10-27_11h18.16.087,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89075734261679,
0,0,1,0,1,0,0,0,hexagon,triangle,2,0,2,0,0,8,8,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,938.2439062000049,938.2439062000049,938.2439062000049,938.2439062000049,938.2439062000049,938.2439062000049,938.2439062000049,938.2439062000049,938.2439062000049,938.2439062000049,l,3.970987153996248,10,627,2,942.2315809560096,943.7338035220018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74219,2022-10-27_11h18.16.087,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89075734261679,
0,1,0,0,0,0,0,1,circle,star,2,0,2,0,0,9,9,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,944.2336781890044,944.2336781890044,944.2336781890044,944.2336781890044,944.2336781890044,944.2336781890044,944.2336781890044,944.2336781890044,944.2336781890044,944.2336781890044,l,1.2190361239772756,1,628,2,945.4852783570095,946.9869389040105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74219,2022-10-27_11h18.16.087,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89075734261679,
1,0,0,0,0,0,1,0,triangle,hexagon,2,0,2,0,0,10,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,947.4875009950047,947.4875009950047,947.4875009950047,947.4875009950047,947.4875009950047,947.4875009950047,947.4875009950047,947.4875009950047,947.4875009950047,947.4875009950047,a,4.061344317990006,1,629,2,951.5755030760047,953.0770060089999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74219,2022-10-27_11h18.16.087,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89075734261679,
0,0,1,0,0,1,0,0,hexagon,circle,2,0,2,0,0,11,11,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,953.5774459329987,953.5774459329987,953.5774459329987,953.5774459329987,953.5774459329987,953.5774459329987,953.5774459329987,953.5774459329987,953.5774459329987,953.5774459329987,l,1.0356456179870293,10,639,2,954.6453387090005,956.1470888370095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74219,2022-10-27_11h18.16.087,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89075734261679,
1,0,0,0,0,0,1,0,triangle,hexagon,2,0,2,0,1,0,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,956.6474915690051,956.6474915690051,956.6474915690051,956.6474915690051,956.6474915690051,956.6474915690051,956.6474915690051,956.6474915690051,956.6474915690051,956.6474915690051,a,1.845685345993843,10,649,2,958.5163698539982,960.0178136680042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74219,2022-10-27_11h18.16.087,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89075734261679,
0,0,0,1,0,0,1,0,star,hexagon,2,0,2,0,1,1,13,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,960.5185474470054,960.5185474470054,960.5185474470054,960.5185474470054,960.5185474470054,960.5185474470054,960.5185474470054,960.5185474470054,960.5185474470054,960.5185474470054,a,1.2074975579889724,10,659,2,961.7533312960004,963.2549376469979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74219,2022-10-27_11h18.16.087,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89075734261679,
0,0,0,1,0,1,0,0,star ,circle,2,0,2,0,1,2,14,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,963.7556449460099,963.7556449460099,963.7556449460099,963.7556449460099,963.7556449460099,963.7556449460099,963.7556449460099,963.7556449460099,963.7556449460099,963.7556449460099,l,1.2420354329951806,10,669,2,965.0236752810015,966.5252405780047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74219,2022-10-27_11h18.16.087,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89075734261679,
1,0,0,0,0,1,0,0,triangle,circle,2,0,2,0,1,3,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,967.025770556007,967.025770556007,967.025770556007,967.025770556007,967.025770556007,967.025770556007,967.025770556007,967.025770556007,967.025770556007,967.025770556007,l,1.2602223869907903,10,679,2,968.3105817589967,969.8120753780095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74219,2022-10-27_11h18.16.087,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89075734261679,
0,1,0,0,1,0,0,0,circle,triangle,2,0,2,0,1,4,16,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,970.3130378070055,970.3130378070055,970.3130378070055,970.3130378070055,970.3130378070055,970.3130378070055,970.3130378070055,970.3130378070055,970.3130378070055,970.3130378070055,a,0.7242996179993497,10,689,2,971.063763336002,972.5652266250108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74219,2022-10-27_11h18.16.087,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89075734261679,
0,1,0,0,0,0,1,0,circle,hexagon,2,0,2,0,1,5,17,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,973.0658653069986,973.0658653069986,973.0658653069986,973.0658653069986,973.0658653069986,973.0658653069986,973.0658653069986,973.0658653069986,973.0658653069986,973.0658653069986,l,1.285125361988321,1,690,2,974.3673152160045,975.8689342240104,975.8689342240104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74219,2022-10-27_11h18.16.087,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89075734261679,
0,0,1,0,0,1,0,0,hexagon,circle,2,0,2,0,1,6,18,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,976.3693253810052,976.3693253810052,976.3693253810052,976.3693253810052,976.3693253810052,976.3693253810052,976.3693253810052,976.3693253810052,976.3693253810052,976.3693253810052,l,0.7075722869922174,10,700,2,977.1034536570078,978.605507722008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74219,2022-10-27_11h18.16.087,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89075734261679,
0,0,0,1,1,0,0,0,star,triangle,2,0,2,0,1,7,19,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,979.1055511919985,979.1055511919985,979.1055511919985,979.1055511919985,979.1055511919985,979.1055511919985,979.1055511919985,979.1055511919985,979.1055511919985,979.1055511919985,a,2.269414793991018,10,710,2,981.391562978999,982.8932014020102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74219,2022-10-27_11h18.16.087,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89075734261679,
0,0,1,0,1,0,0,0,hexagon,triangle,2,0,2,0,1,8,20,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,983.393902803,983.393902803,983.393902803,983.393902803,983.393902803,983.393902803,983.393902803,983.393902803,983.393902803,983.393902803,l,4.205601207984728,1,711,2,987.6316939320095,989.1333446130011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74219,2022-10-27_11h18.16.087,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89075734261679,
1,0,0,0,0,0,0,1,triangle,star,2,0,2,0,1,9,21,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,989.6338929729973,989.6338929729973,989.6338929729973,989.6338929729973,989.6338929729973,989.6338929729973,989.6338929729973,989.6338929729973,989.6338929729973,989.6338929729973,a,1.9244094249879709,1,712,2,991.586128504001,993.0877742739976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74219,2022-10-27_11h18.16.087,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89075734261679,
0,0,1,0,0,0,0,1,hexagon,star,2,0,2,0,1,10,22,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,993.5883272089995,993.5883272089995,993.5883272089995,993.5883272089995,993.5883272089995,993.5883272089995,993.5883272089995,993.5883272089995,993.5883272089995,993.5883272089995,l,0.7059344329900341,10,722,2,994.3227617759985,995.8241269920109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74219,2022-10-27_11h18.16.087,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89075734261679,
0,1,0,0,0,0,0,1,circle,star,2,0,2,0,1,11,23,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,996.3245386140043,996.3245386140043,996.3245386140043,996.3245386140043,996.3245386140043,996.3245386140043,996.3245386140043,996.3245386140043,996.3245386140043,996.3245386140043,l,3.0650066879898077,10,732,2,999.4112646300055,1000.9130447119969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74219,2022-10-27_11h18.16.087,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89075734261679,
0,0,1,0,0,0,0,1,hexagon,star,2,0,2,0,2,0,24,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1001.4136114400026,1001.4136114400026,1001.4136114400026,1001.4136114400026,1001.4136114400026,1001.4136114400026,1001.4136114400026,1001.4136114400026,1001.4136114400026,1001.4136114400026,l,1.695592221993138,1,733,2,1003.1321317920083,1004.6338351290033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74219,2022-10-27_11h18.16.087,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89075734261679,
0,1,0,0,1,0,0,0,circle,triangle,2,0,2,0,2,1,25,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1005.1344383810065,1005.1344383810065,1005.1344383810065,1005.1344383810065,1005.1344383810065,1005.1344383810065,1005.1344383810065,1005.1344383810065,1005.1344383810065,1005.1344383810065,a,4.910913717991207,10,743,2,1010.0729971730034,1011.5748988510022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74219,2022-10-27_11h18.16.087,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89075734261679,
0,1,0,0,0,0,0,1,circle,star,2,0,2,0,2,2,26,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1012.0753013650101,1012.0753013650101,1012.0753013650101,1012.0753013650101,1012.0753013650101,1012.0753013650101,1012.0753013650101,1012.0753013650101,1012.0753013650101,1012.0753013650101,l,1.665910386989708,10,753,2,1013.7605399830063,1015.2623865830101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74219,2022-10-27_11h18.16.087,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89075734261679,
0,0,1,0,0,1,0,0,hexagon,circle,2,0,2,0,2,3,27,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1015.7629495889996,1015.7629495889996,1015.7629495889996,1015.7629495889996,1015.7629495889996,1015.7629495889996,1015.7629495889996,1015.7629495889996,1015.7629495889996,1015.7629495889996,l,2.5950175229954766,10,763,2,1018.3825011930021,1019.8841371450108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74219,2022-10-27_11h18.16.087,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89075734261679,
1,0,0,0,0,1,0,0,triangle,circle,2,0,2,0,2,4,28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1020.384561511004,1020.384561511004,1020.384561511004,1020.384561511004,1020.384561511004,1020.384561511004,1020.384561511004,1020.384561511004,1020.384561511004,1020.384561511004,l,1.8283483199920738,10,773,2,1022.2366679190018,1023.7381902510097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74219,2022-10-27_11h18.16.087,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89075734261679,
1,0,0,0,0,0,1,0,triangle,hexagon,2,0,2,0,2,5,29,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024.2388638630073,1024.2388638630073,1024.2388638630073,1024.2388638630073,1024.2388638630073,1024.2388638630073,1024.2388638630073,1024.2388638630073,1024.2388638630073,1024.2388638630073,a,4.326956346994848,1,774,2,1028.5937524480105,1030.0954761629982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74219,2022-10-27_11h18.16.087,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89075734261679,
1,0,0,0,0,0,0,1,triangle,star,2,0,2,0,2,6,30,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1030.5959555500012,1030.5959555500012,1030.5959555500012,1030.5959555500012,1030.5959555500012,1030.5959555500012,1030.5959555500012,1030.5959555500012,1030.5959555500012,1030.5959555500012,l,1.1769330559909577,10,784,2,1031.7972864250041,1033.2988116250053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74219,2022-10-27_11h18.16.087,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89075734261679,
0,1,0,0,0,0,1,0,circle,hexagon,2,0,2,0,2,7,31,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1033.799436472007,1033.799436472007,1033.799436472007,1033.799436472007,1033.799436472007,1033.799436472007,1033.799436472007,1033.799436472007,1033.799436472007,1033.799436472007,a,1.2457032239908585,10,794,2,1035.0675582280091,1036.569119109001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74219,2022-10-27_11h18.16.087,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89075734261679,
0,0,0,1,1,0,0,0,star,triangle,2,0,2,0,2,8,32,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1037.0697653469979,1037.0697653469979,1037.0697653469979,1037.0697653469979,1037.0697653469979,1037.0697653469979,1037.0697653469979,1037.0697653469979,1037.0697653469979,1037.0697653469979,l,1.2016291079926305,1,795,2,1038.2876031100022,1039.7894875850034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74219,2022-10-27_11h18.16.087,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89075734261679,
0,0,0,1,0,0,1,0,star,hexagon,2,0,2,0,2,9,33,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1040.2897264019994,1040.2897264019994,1040.2897264019994,1040.2897264019994,1040.2897264019994,1040.2897264019994,1040.2897264019994,1040.2897264019994,1040.2897264019994,1040.2897264019994,l,1.5159265469847014,10,805,2,1041.825119975998,1043.3264842780045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74219,2022-10-27_11h18.16.087,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89075734261679,
0,0,0,1,0,1,0,0,star ,circle,2,0,2,0,2,10,34,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1043.8271568990021,1043.8271568990021,1043.8271568990021,1043.8271568990021,1043.8271568990021,1043.8271568990021,1043.8271568990021,1043.8271568990021,1043.8271568990021,1043.8271568990021,a,2.219660753995413,10,815,2,1046.062840077997,1047.5644340349972,1047.5644340349972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74219,2022-10-27_11h18.16.087,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89075734261679,
