LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task2_prac_redo.thisRepN,task2_prac_redo.thisTrialN,task2_prac_redo.thisN,task2_prac_redo.thisIndex,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,vts_prac_redo.thisRepN,vts_prac_redo.thisTrialN,vts_prac_redo.thisN,vts_prac_redo.thisIndex,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,fix.started,training_feedback_txt.stopped,fix.stopped,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,top_target_prac1.stopped,bott_target_prac1.stopped,target_resp_prac1.stopped,acc,E1,target_resp_prac1.keys,pracBlock,prac_fback_text.started,target_resp_prac1.rt,prac_fback_text.stopped,tgt_fix_prac2.started,top_target_prac2.started,bott_target_prac2.started,target_resp_prac2.started,target_resp_prac2.keys,target_resp_prac2.rt,star.started,hegagon.started,triangle.started,circle.started,top_target.started,tgt_fix.started,bot_target.started,target_resp.started,star.stopped,hegagon.stopped,triangle.stopped,circle.stopped,alt,task,condition,target_resp.keys,target_resp.rt,rewCond,vts_fback.started,vts_fback.stopped,blockNum,norew_fback.started,top_target.stopped,tgt_fix.stopped,bot_target.stopped,target_resp.stopped,norew_fback.stopped,key_resp_2.keys,key_resp_2.rt,rewExpectancy,feedbk_text.started,feedbk_text.stopped,text_3.started,debrief.started,text_3.stopped,button.started,debrief.index,debrief.itemText,debrief.type,debrief.granularity,debrief.font,debrief.markerColor,debrief.response,debrief.rt,button.numClicks,button.timesOn,button.timesOff,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,0,38,0,,,,,,,,,,,,,,,,,,,,,,,,0,918,,,2238.1725660641678,,,167,D,circle,0.016529264859855175,,,,,,,,1,0,,,,,,,,,,,,2234.464710363187,2234.464710363187,2234.464710363187,2234.464710363187,2235.9365685931407,2235.9365685931407,2235.9365685931407,2235.9365685931407,2235.969941562973,2235.969941562973,2235.969941562973,2235.969941562973,switch,number,numSwt,f,0.6890801689587533,noRew,,,0,2236.6587422993034,,,,,,,,,,,,,,,,,,,,,,,,,,16771,2022-12-01_14h02.20.602,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94994940911568,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,0,39,0,,,,,,,,,,,,,,,,,,,,,,,,0,918,,,2243.0430967980064,,,160,U,hexagon,0.01695887977257371,,,,,,,,1,0,,,,,,,,,,,,2239.168308843393,2239.168308843393,2239.168308843393,2239.168308843393,2240.6403163671494,2240.6403163671494,2240.6403163671494,2240.6403163671494,2240.673767078202,2240.673767078202,2240.673767078202,2240.673767078202,switch,letter,lettSwt,k,0.8570537609048188,noRew,,,0,2241.529023176059,,,,,,,,,,,,,,,,,,,,,,,,,,16771,2022-12-01_14h02.20.602,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94994940911568,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,0,40,0,,,,,,,,,,,,,,,,,,,,,,,,0,918,,,2248.1967458561994,,,181,U,circle,0.016731358133256435,,,,,,,,1,0,,,,,,,,,,,,2244.037957458291,2244.037957458291,2244.037957458291,2244.037957458291,2245.510441449005,2245.510441449005,2245.510441449005,2245.510441449005,2245.5439004004,2245.5439004004,2245.5439004004,2245.5439004004,switch,number,numSwt,f,1.1508471574634314,noRew,,,0,2246.6824363600463,,,,,,,,,,,,,,,,,,,,,,,,,,16771,2022-12-01_14h02.20.602,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94994940911568,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,0,41,0,,,,,,,,,,,,,,,,,,,,,,,,0,918,,,2253.417089563329,,,160,F,triangle,0.016836814116686583,,,,,,,,1,0,,,,,,,,,,,,2249.191764232237,2249.191764232237,2249.191764232237,2249.191764232237,2250.664084846154,2250.664084846154,2250.664084846154,2250.664084846154,2250.6975268893875,2250.6975268893875,2250.6975268893875,2250.6975268893875,repeat,number,numRpt,f,1.2175275478512049,noRew,,,0,2251.903053963091,,,,,,,,,,,,,,,,,,,,,,,,,,16771,2022-12-01_14h02.20.602,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94994940911568,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,0,42,0,,,,,,,,,,,,,,,,,,,,,,,,0,918,,,2258.5374272014014,,,167,W,star,0.01658078981563449,,,,,,,,1,0,,,,,,,,,,,,2254.412104149349,2254.412104149349,2254.412104149349,2254.412104149349,2255.8844240009785,2255.8844240009785,2255.8844240009785,2255.8844240009785,2255.917961040046,2255.917961040046,2255.917961040046,2255.917961040046,switch,letter,lettSwt,k,1.1165337627753615,noRew,,,0,2257.0236234790646,,,,,,,,,,,,,,,,,,,,,,,,,,16771,2022-12-01_14h02.20.602,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94994940911568,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,0,43,0,,,,,,,,,,,,,,,,,,,,,,,,0,918,,,2264.8247750140727,,,132,B,triangle,0.0166544821113348,,,,,,,,0,0,,,,,,,,,,,,2259.5328540690243,2259.5328540690243,2259.5328540690243,2259.5328540690243,2261.0046418514103,2261.0046418514103,2261.0046418514103,2261.0046418514103,2261.030527889263,2261.030527889263,2261.030527889263,2261.030527889263,switch,number,NA,f,2.274690574966371,noRew,,,0,2263.310556313023,,,,,,,,,,,,,,,,,,,,,,,,,,16771,2022-12-01_14h02.20.602,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94994940911568,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,0,44,0,,,,,,,,,,,,,,,,,,,,,,,,0,918,,,2270.2618035674095,,,146,H,triangle,0.016791090834885836,,,,,,,,0,1,,,,,,,,,,,,2265.8206320242025,2265.8206320242025,2265.8206320242025,2265.8206320242025,2267.29399224231,2267.29399224231,2267.29399224231,2267.29399224231,2267.32749790838,2267.32749790838,2267.32749790838,2267.32749790838,repeat,number,NA,f,1.4301836220547557,noRew,,,0,2268.747891158331,,,,,,,,,,,,,,,,,,,,,,,,,,16771,2022-12-01_14h02.20.602,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94994940911568,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,0,45,0,,,,,,,,,,,,,,,,,,,,,,,,0,918,,,2276.117552595213,,,160,Y,star,0.016804848331958055,,,,,,,,1,1,,,,,,,,,,,,2271.257937550079,2271.257937550079,2271.257937550079,2271.257937550079,2272.7311814962886,2272.7311814962886,2272.7311814962886,2272.7311814962886,2272.76463003736,2272.76463003736,2272.76463003736,2272.76463003736,repeat,number,numRpt,f,1.8535740990191698,noRew,,,0,2274.618449774105,,,,,,,,,,,,,,,,,,,,,,,,,,16771,2022-12-01_14h02.20.602,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94994940911568,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,0,46,0,,,,,,,,,,,,,,,,,,,,,,,,0,918,,,2281.9216247904114,,,139,S,triangle,0.0018484578467905521,,,,,,,,1,0,,,,,,,,,,,,2277.112375980243,2277.112375980243,2277.112375980243,2277.112375980243,2278.6018817191944,2278.6018817191944,2278.6018817191944,2278.6018817191944,2278.618553746026,2278.618553746026,2278.618553746026,2278.618553746026,switch,letter,lettSwt,k,1.7994881286285818,noRew,,,0,2280.422617326025,,,,,,,,,,,,,,,,,,,,,,,,,,16771,2022-12-01_14h02.20.602,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94994940911568,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,0,47,0,,,,,,,,,,,,,,,,,,,,,,,,0,918,,,2288.1090017640963,,,167,U,circle,0.001969005912542343,,,,,,,,0,0,,,,,,,,,,,,2282.9169604112394,2282.9169604112394,2282.9169604112394,2282.9169604112394,2284.405830222182,2284.405830222182,2284.405830222182,2284.405830222182,2284.422587180976,2284.422587180976,2284.422587180976,2284.422587180976,repeat,letter,NA,j,2.1611574185080826,noRew,,,0,2286.5950653762557,,,,,,,,,,,,,,,,,,,,,,,,,,16771,2022-12-01_14h02.20.602,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94994940911568,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,0,48,0,,,,,,,,,,,,,,,,,,,,,,,,0,918,,,2293.5960126183927,,,125,Y,hexagon,0.016744405962526798,,,,,,,,1,1,,,,,,,,,,,,2289.104326731991,2289.104326731991,2289.104326731991,2289.104326731991,2290.57638228219,2290.57638228219,2290.57638228219,2290.57638228219,2290.610058167018,2290.610058167018,2290.610058167018,2290.610058167018,switch,number,numSwt,d,1.4703005808405578,noRew,,,0,2292.0818143202923,,,,,,,,,,,,,,,,,,,,,,,,,,16771,2022-12-01_14h02.20.602,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94994940911568,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,0,49,0,,,,,,,,,,,,,,,,,,,,,,,,0,918,,,2299.6498684650287,,,167,F,circle,0.013279173988848925,,,,,,,,1,0,,,,,,,,,,,,2294.5918575222604,2294.5918575222604,2294.5918575222604,2294.5918575222604,2296.0685081603006,2296.0685081603006,2296.0685081603006,2296.0685081603006,2296.098894894123,2296.098894894123,2296.098894894123,2296.098894894123,repeat,number,numRpt,f,2.0415524346753955,noRew,,,0,2298.1363733820617,,,,,,,,,,,,,,,,,,,,,,,,,,16771,2022-12-01_14h02.20.602,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94994940911568,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,0,50,0,,,,,,,,,,,,,,,,,,,,,,,,0,918,,,2304.4705738783814,,,146,S,circle,0.01656074309721589,,,,,,,,1,0,,,,,,,,,,,,2300.645655015018,2300.645655015018,2300.645655015018,2300.645655015018,2302.119625850115,2302.119625850115,2302.119625850115,2302.119625850115,2302.1526962160133,2302.1526962160133,2302.1526962160133,2302.1526962160133,repeat,number,numRpt,d,0.8067643917165697,noRew,,,0,2302.956594657153,,,,,,,,,,,,,,,,,,,,,,,,,,16771,2022-12-01_14h02.20.602,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94994940911568,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,0,51,0,,,,,,,,,,,,,,,,,,,,,,,,0,918,,,2309.9744635210373,,,181,D,star,0.017007305286824703,,,,,,,,1,0,,,,,,,,,,,,2305.46589864837,2305.46589864837,2305.46589864837,2305.46589864837,2306.9398849881254,2306.9398849881254,2306.9398849881254,2306.9398849881254,2306.9733376610093,2306.9733376610093,2306.9733376610093,2306.9733376610093,repeat,number,numRpt,f,1.4981898488476872,noRew,,,0,2308.460531823337,,,,,,,,,,,,,,,,,,,,,,,,,,16771,2022-12-01_14h02.20.602,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94994940911568,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,0,52,0,,,,,,,,,,,,,,,,,,,,,,,,0,918,,,2314.7443738654256,,,174,Y,triangle,0.016762641724199057,,,,,,,,0,0,,,,,,,,,,,,2310.9700504420325,2310.9700504420325,2310.9700504420325,2310.9700504420325,2312.443469742313,2312.443469742313,2312.443469742313,2312.443469742313,2312.4770269962028,2312.4770269962028,2312.4770269962028,2312.4770269962028,repeat,number,NA,d,0.7534528304822743,noRew,,,0,2313.2302204552107,,,,,,,,,,,,,,,,,,,,,,,,,,16771,2022-12-01_14h02.20.602,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94994940911568,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,0,53,0,,,,,,,,,,,,,,,,,,,,,,,,0,918,,,2319.297520573251,,,146,S,star,0.016678770072758198,,,,,,,,1,1,,,,,,,,,,,,2315.740328396205,2315.740328396205,2315.740328396205,2315.740328396205,2317.2138079879805,2317.2138079879805,2317.2138079879805,2317.2138079879805,2317.247054765001,2317.247054765001,2317.247054765001,2317.247054765001,switch,letter,lettSwt,k,0.5403371057473123,noRew,,,0,2317.7839813199826,,,,,,,,,,,,,,,,,,,,,,,,,,16771,2022-12-01_14h02.20.602,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94994940911568,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,0,54,0,,,,,,,,,,,,,,,,,,,,,,,,0,918,,,2323.951619980391,,,125,H,hexagon,0.01690127095207572,,,,,,,,1,0,,,,,,,,,,,,2320.293762356043,2320.293762356043,2320.293762356043,2320.293762356043,2321.7671459293924,2321.7671459293924,2321.7671459293924,2321.7671459293924,2321.8005590862595,2321.8005590862595,2321.8005590862595,2321.8005590862595,repeat,letter,lettRpt,j,0.6440944718196988,noRew,,,0,2322.4373680204153,,,,,,,,,,,,,,,,,,,,,,,,,,16771,2022-12-01_14h02.20.602,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94994940911568,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,0,55,0,,,,,,,,,,,,,,,,,,,,,,,,0,918,,,2328.6047916631214,,,132,B,star,0.016573686618357897,,,,,,,,1,0,,,,,,,,,,,,2324.947016627062,2324.947016627062,2324.947016627062,2324.947016627062,2326.420586933382,2326.420586933382,2326.420586933382,2326.420586933382,2326.453985029366,2326.453985029366,2326.453985029366,2326.453985029366,repeat,letter,lettRpt,j,0.6371076866053045,noRew,,,0,2327.0909590823576,,,,,,,,,,,,,,,,,,,,,,,,,,16771,2022-12-01_14h02.20.602,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94994940911568,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,0,56,0,,,,,,,,,,,,,,,,,,,,,,,,0,918,,,2333.375170981046,,,125,S,hexagon,0.016686412040144205,,,,,,,,0,0,,,,,,,,,,,,2329.600503917318,2329.600503917318,2329.600503917318,2329.600503917318,2331.068955106195,2331.068955106195,2331.068955106195,2331.068955106195,2331.10851952713,2331.10851952713,2331.10851952713,2331.10851952713,repeat,letter,NA,j,0.7701958888210356,noRew,,,0,2331.860968089197,,,,,,,,,,,,,,,,,,,,,,,,,,16771,2022-12-01_14h02.20.602,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94994940911568,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,0,57,0,,,,,,,,,,,,,,,,,,,,,,,,0,918,,,2338.8288390701637,,,160,H,star,0.01679668202996254,,,,,,,,1,1,,,,,,,,,,,,2334.370588398073,2334.370588398073,2334.370588398073,2334.370588398073,2335.842432748992,2335.842432748992,2335.842432748992,2335.842432748992,2335.8760447120294,2335.8760447120294,2335.8760447120294,2335.8760447120294,switch,number,numSwt,f,1.4422126379795372,noRew,,,0,2337.3149849772453,,,,,,,,,,,,,,,,,,,,,,,,,,16771,2022-12-01_14h02.20.602,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94994940911568,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,0,58,0,,,,,,,,,,,,,,,,,,,,,,,,0,918,,,2344.8163552060723,,,132,W,triangle,0.016525800339877605,,,,,,,,1,0,,,,,,,,,,,,2339.824646710418,2339.824646710418,2339.824646710418,2339.824646710418,2341.2982064522803,2341.2982064522803,2341.2982064522803,2341.2982064522803,2341.3316009133123,2341.3316009133123,2341.3316009133123,2341.3316009133123,repeat,number,numRpt,d,1.9828862906433642,noRew,,,0,2343.302065763157,,,,,,,,,,,,,,,,,,,,,,,,,,16771,2022-12-01_14h02.20.602,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94994940911568,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,0,59,0,,,,,,,,,,,,,,,,,,,,,,,,0,918,,,2350.803688315209,,,146,B,hexagon,0.01690805610269308,,,,,,,,1,0,,,,,,,,,,,,2345.81160802627,2345.81160802627,2345.81160802627,2345.81160802627,2347.2854540911503,2347.2854540911503,2347.2854540911503,2347.2854540911503,2347.3190021291375,2347.3190021291375,2347.3190021291375,2347.3190021291375,repeat,number,numRpt,d,1.9931837720796466,noRew,,,0,2349.306262032129,,,,,,,,,,,,,,,,,,,,,,,,,,16771,2022-12-01_14h02.20.602,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94994940911568,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,0,60,0,,,,,,,,,,,,,,,,,,,,,,,,0,918,,,2357.7932364363223,,2358.293200680986,139,H,circle,0.0017640828154981136,,,,,,,,-1,0,,,,,,,,,,,,2351.8004754669964,2351.8004754669964,2351.8004754669964,2351.8004754669964,2353.289570596069,2353.289570596069,2353.289570596069,2353.289570596069,2353.3062169253826,2353.3062169253826,2353.3062169253826,2353.3062169253826,switch,no_choice,NA,None,,noRew,,,0,2356.292697223369,2356.292697223369,2356.292697223369,2356.292697223369,2356.292697223369,2357.7932364363223,,,,,,,,,,,,,,,,,,,,,16771,2022-12-01_14h02.20.602,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94994940911568,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,0,61,0,,,,,,,,,,,,,,,,,,,,,,,,0,918,,,2362.5134311993606,,,132,S,hexagon,0.005802744068205357,,,,,,,,1,0,,,,,,,,,,,,2358.8049508640543,2358.8049508640543,2358.8049508640543,2358.8049508640543,2360.2937438599765,2360.2937438599765,2360.2937438599765,2360.2937438599765,2360.3105702321045,2360.3105702321045,2360.3105702321045,2360.3105702321045,switch,letter,lettSwt,k,0.6967919548042119,noRew,,,0,2361.014108583331,,,,,,,,,,,,,,,,,,,,,,,,,,16771,2022-12-01_14h02.20.602,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94994940911568,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,0,62,0,,,,,,,,,,,,,,,,,,,,,,,,0,918,,,2368.450630067382,,,125,U,circle,0.0020399452187120914,,,,,,,,1,0,,,,,,,,,,,,2363.508746145293,2363.508746145293,2363.508746145293,2363.508746145293,2364.997268735431,2364.997268735431,2364.997268735431,2364.997268735431,2365.014006718993,2365.014006718993,2365.014006718993,2365.014006718993,repeat,letter,lettRpt,k,1.9103318699635565,noRew,,,0,2366.936627346091,,,,,,,,,,,,,,,,,,,,,,,,,,16771,2022-12-01_14h02.20.602,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94994940911568,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,0,63,0,,,,,,,,,,,,,,,,,,,,,,,,0,918,,,2373.304246103391,,,146,D,hexagon,0.016774209216237068,,,,,,,,1,0,,,,,,,,,,,,2369.4460974354297,2369.4460974354297,2369.4460974354297,2369.4460974354297,2370.917981080245,2370.917981080245,2370.917981080245,2370.917981080245,2370.9516372322105,2370.9516372322105,2370.9516372322105,2370.9516372322105,repeat,letter,lettRpt,j,0.8498129607178271,noRew,,,0,2371.7903434471227,,,,,,,,,,,,,,,,,,,,,,,,,,16771,2022-12-01_14h02.20.602,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94994940911568,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,918,,,2672.5551257831976,,,132,S,star,0.0021211449056863785,,,,,,,,1,0,,,,,,,,,,,,2668.480090769008,2668.480090769008,2668.480090769008,2668.480090769008,2669.9688980029896,2669.9688980029896,2669.9688980029896,2669.9688980029896,2669.985753235407,2669.985753235407,2669.985753235407,2669.985753235407,switch,number,numSwt,d,1.0645774244330823,Hi,,,0,,,,,,,space,7.021875456441194,high,2671.0612011523917,,,,,,,,,,,,,,,,,16771,2022-12-01_14h02.20.602,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94994940911568,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,0,918,,,2677.1585821313784,,2677.658746024128,167,H,hexagon,0.002072943840175867,,,,,,,,0,0,,,,,,,,,,,,2673.5506650363095,2673.5506650363095,2673.5506650363095,2673.5506650363095,2675.039148587268,2675.039148587268,2675.039148587268,2675.039148587268,2675.056038525421,2675.056038525421,2675.056038525421,2675.056038525421,repeat,number,NA,d,0.584917644970119,Hi,,,0,,,,,,,,,high,2675.6595812169835,2677.1585821313784,,,,,,,,,,,,,,,,16771,2022-12-01_14h02.20.602,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94994940911568,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,0,918,,,2682.245511812158,,,160,D,circle,0.014692266006022692,,,,,,,,1,1,,,,,,,,,,,,2678.1700674970634,2678.1700674970634,2678.1700674970634,2678.1700674970634,2679.659374742303,2679.659374742303,2679.659374742303,2679.659374742303,2679.676202482078,2679.676202482078,2679.676202482078,2679.676202482078,repeat,number,numRpt,f,1.0606075888499618,Hi,,,0,,,,,,,,,high,2680.747001513373,,,,,,,,,,,,,,,,,16771,2022-12-01_14h02.20.602,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94994940911568,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,10,928,,,2686.6991646480747,,2687.199106161017,181,B,triangle,0.0018574949353933334,,,,,,,,1,0,,,,,,,,,,,,2683.2406052532606,2683.2406052532606,2683.2406052532606,2683.2406052532606,2684.7297049174085,2684.7297049174085,2684.7297049174085,2684.7297049174085,2684.7463717041537,2684.7463717041537,2684.7463717041537,2684.7463717041537,repeat,number,numRpt,f,0.4347748076543212,Lo,,,0,,,,,,,,,high,2685.199965218082,2686.6991646480747,,,,,,,,,,,,,,,,16771,2022-12-01_14h02.20.602,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94994940911568,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,1,929,,,2691.330873988103,,,125,U,hexagon,0.014742881059646606,,,,,,,,1,0,,,,,,,,,,,,2687.7107195211574,2687.7107195211574,2687.7107195211574,2687.7107195211574,2689.199967826251,2689.199967826251,2689.199967826251,2689.199967826251,2689.2166858389974,2689.2166858389974,2689.2166858389974,2689.2166858389974,repeat,number,numRpt,d,0.5888080755248666,Lo,,,0,,,,,,,,,high,2689.820202538278,,,,,,,,,,,,,,,,,16771,2022-12-01_14h02.20.602,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94994940911568,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,0,929,,,2695.8375937612727,,,146,Y,star,0.0018813097849488258,,,,,,,,0,0,,,,,,,,,,,,2692.314369922038,2692.314369922038,2692.314369922038,2692.314369922038,2693.803605486173,2693.803605486173,2693.803605486173,2693.803605486173,2693.820201701019,2693.820201701019,2693.820201701019,2693.820201701019,repeat,number,NA,f,0.4844570439308882,Lo,,,0,,,,,,,,,high,2694.3237137533724,,,,,,,,,,,,,,,,,16771,2022-12-01_14h02.20.602,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94994940911568,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,1,930,,,2700.7412122073583,,,139,F,triangle,0.013365727849304676,,,,,,,,1,1,,,,,,,,,,,,2696.8335937079974,2696.8335937079974,2696.8335937079974,2696.8335937079974,2698.3235907531343,2698.3235907531343,2698.3235907531343,2698.3235907531343,2698.340366039425,2698.340366039425,2698.340366039425,2698.340366039425,repeat,number,numRpt,d,0.8699014508165419,Lo,,,0,,,,,,,,,high,2699.227172210347,,,,,,,,,,,,,,,,,16771,2022-12-01_14h02.20.602,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94994940911568,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,1,931,,,2705.194640067406,,,174,W,circle,0.016755638178437948,,,,,,,,1,0,,,,,,,,,,,,2701.7370903901756,2701.7370903901756,2701.7370903901756,2701.7370903901756,2703.2105039902963,2703.2105039902963,2703.2105039902963,2703.2105039902963,2703.244081488345,2703.244081488345,2703.244081488345,2703.244081488345,repeat,number,numRpt,f,0.45020753890275955,Hi,,,0,,,,,,,,,high,2703.6807388192974,,,,,,,,,,,,,,,,,16771,2022-12-01_14h02.20.602,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94994940911568,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,10,941,,,2709.847988072317,,,132,S,star,0.016491824761033058,,,,,,,,1,0,,,,,,,,,,,,2706.190349739976,2706.190349739976,2706.190349739976,2706.190349739976,2707.6639548181556,2707.6639548181556,2707.6639548181556,2707.6639548181556,2707.6973395072855,2707.6973395072855,2707.6973395072855,2707.6973395072855,repeat,number,numRpt,d,0.6427473369985819,Hi,,,0,,,,,,,,,high,2708.334347011056,,,,,,,,,,,,,,,,,16771,2022-12-01_14h02.20.602,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.94994940911568,
