LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task2_prac_redo.thisRepN,task2_prac_redo.thisTrialN,task2_prac_redo.thisN,task2_prac_redo.thisIndex,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,vts_prac_redo.thisRepN,vts_prac_redo.thisTrialN,vts_prac_redo.thisN,vts_prac_redo.thisIndex,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,training_feedback_txt.stopped,fix.started,fix.stopped,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,top_target_prac1.stopped,bott_target_prac1.stopped,target_resp_prac1.stopped,acc,E1,target_resp_prac1.keys,pracBlock,prac_fback_text.started,target_resp_prac1.rt,prac_fback_text.stopped,tgt_fix_prac2.started,top_target_prac2.started,bott_target_prac2.started,target_resp_prac2.started,top_target_prac2.stopped,bott_target_prac2.stopped,target_resp_prac2.stopped,target_resp_prac2.keys,target_resp_prac2.rt,star.started,hegagon.started,triangle.started,circle.started,top_target.started,tgt_fix.started,bot_target.started,target_resp.started,star.stopped,hegagon.stopped,triangle.stopped,circle.stopped,top_target.stopped,tgt_fix.stopped,bot_target.stopped,target_resp.stopped,alt,task,condition,target_resp.keys,rewCond,vts_fback.started,target_resp.rt,vts_fback.stopped,blockNum,norew_fback.started,norew_fback.stopped,key_resp_2.keys,key_resp_2.rt,rewExpectancy,feedbk_text.started,feedbk_text.stopped,text_3.started,debrief.started,text_3.stopped,button.started,debrief.index,debrief.itemText,debrief.type,debrief.granularity,debrief.font,debrief.markerColor,debrief.response,debrief.rt,button.numClicks,button.timesOn,button.timesOff,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1842.933782982058,,146,H,triangle,0.0045948869083076715,,,,,,,,2,1,,2,1841.4208060189849,,,1839.108950061025,1840.6000454879832,1840.6000454879832,1840.6000454879832,,,,d,0.7968366250861436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32627,2022-11-03_11h18.03.798,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.79877998672161,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1849.921860145987,,132,W,star,0.01587188697885722,,,,,,,,0,0,,2,1848.4212596149882,,,1843.929973787046,1845.399612801033,1845.399612801033,1845.399612801033,1848.4043217810104,1848.4043217810104,1848.4043217810104,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32627,2022-11-03_11h18.03.798,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.79877998672161,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1856.927472012001,,181,B,hexagon,0.0017433110624551773,,,,,,,,0,1,,2,1855.4175856310176,,,1850.9282072950155,1852.4072292260826,1852.4072292260826,1852.4072292260826,1855.406106304028,1855.406106304028,1855.406106304028,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32627,2022-11-03_11h18.03.798,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.79877998672161,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1863.9325352150481,,125,D,circle,0.010788619052618742,,,,,,,,0,1,,2,1862.4322592320386,,,1857.9234985670773,1859.4124205739936,1859.4124205739936,1859.4124205739936,1862.4143498900812,1862.4143498900812,1862.4143498900812,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32627,2022-11-03_11h18.03.798,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.79877998672161,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1870.921209193999,,174,S,triangle,0.014170786016620696,,,,,,,,0,1,,2,1869.4198279340053,,,1864.927521503996,1866.4010528080398,1866.4010528080398,1866.4010528080398,1869.4024413470179,1869.4024413470179,1869.4024413470179,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32627,2022-11-03_11h18.03.798,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.79877998672161,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1877.9266939080553,,167,U,star,0.004076351062394679,,,,,,,,0,1,,2,1876.4258677270263,,,1871.9173181920778,1873.4060796729755,1873.4060796729755,1873.4060796729755,1876.4088164709974,1876.4088164709974,1876.4088164709974,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32627,2022-11-03_11h18.03.798,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.79877998672161,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1899.9250004630303,,125,H,hexagon,0.0007339230505749583,,,,,,,,1,1,,3,1898.4098134289961,,,1895.8342008769978,1897.3241541420575,1897.3241541420575,1897.3241541420575,,,,j,1.0563038730761036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32627,2022-11-03_11h18.03.798,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.79877998672161,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1904.7447693550494,1905.2449408990797,167,W,triangle,0.01708478294312954,,,,,,,,1,0,,3,1903.245321019087,,1904.7447693550494,1900.920568851987,1902.3938739650184,1902.3938739650184,1902.3938739650184,,,,k,0.8234532020287588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32627,2022-11-03_11h18.03.798,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.79877998672161,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1909.4479504110059,1909.9481079319958,132,Y,star,-8.354394230991602e-05,,,,,,,,1,0,,3,1907.9489217880182,,1909.4479504110059,1905.741449585068,1907.2312552990625,1907.2312552990625,1907.2312552990625,,,,k,0.6888811020180583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32627,2022-11-03_11h18.03.798,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.79877998672161,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1914.2183184640016,1914.7184930520598,139,S,circle,0.00029996002558618784,,,,,,,,1,0,,3,1912.7185106480028,,1914.2183184640016,1910.4451442660065,1911.934871444013,1911.934871444013,1911.934871444013,,,,k,0.7553253239020705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32627,2022-11-03_11h18.03.798,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.79877998672161,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1918.8051291190786,1919.3052302909782,146,D,triangle,0.0003625050885602832,,,,,,,,1,0,,3,1917.3054520750884,,1918.8051291190786,1915.2146293349797,1916.7044279150432,1916.7044279150432,1916.7044279150432,,,,j,0.5763018219731748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32627,2022-11-03_11h18.03.798,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.79877998672161,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1925.8112662570784,,160,U,hexagon,0.0001758179860189557,,,,,,,,0,0,,3,1924.3096050230088,,,1919.8018477000296,1921.291464222013,1921.291464222013,1921.291464222013,1924.2924639129778,1924.2924639129778,1924.2924639129778,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32627,2022-11-03_11h18.03.798,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.79877998672161,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1930.5312912249938,,174,B,star,0.006389533053152263,,,,,,,,1,1,,3,1929.0320379990153,,,1926.807247213088,1928.2963155470788,1928.2963155470788,1928.2963155470788,,,,j,0.7072436009766534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32627,2022-11-03_11h18.03.798,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.79877998672161,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1935.3167329640128,,181,F,circle,0.0026656349655240774,,,,,,,,1,0,,3,1933.8172827870585,,,1931.5276185080875,1933.0159963240148,1933.0159963240148,1933.0159963240148,,,,j,0.7808537470409647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32627,2022-11-03_11h18.03.798,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.79877998672161,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1940.1208548500435,,125,H,triangle,0.0017855699406936765,,,,,,,,1,0,,3,1938.6207358679967,,1940.1208548500435,1936.3138355669798,1937.802862896002,1937.802862896002,1937.802862896002,,,,j,0.7865699419053271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32627,2022-11-03_11h18.03.798,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.79877998672161,
,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1945.2238835780881,,167,W,star,0.00239498692099005,,,,,,,,1,0,,3,1943.7248248570831,,1945.2238835780881,1941.1174137829803,1942.6071289690444,1942.6071289690444,1942.6071289690444,,,,k,1.089172804960981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32627,2022-11-03_11h18.03.798,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.79877998672161,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,783,,,,2038.3422354990616,,125,W,star,0.0020584750454872847,,,,,,,,-1,0,,4,,,,,,,,,,,,,2032.334789419081,2032.334789419081,2032.334789419081,2032.334789419081,2033.8220549409743,2033.8220549409743,2033.8220549409743,2033.8220549409743,2033.8393990950426,2033.8393990950426,2033.8393990950426,2033.8393990950426,2036.8282161169918,2036.8282161169918,2036.8282161169918,2036.8282161169918,-1,no_choice,NA,None,vtsPrac,2036.8282161169918,,,,,,,,,,,,,,,,,,,,,,,,,,32627,2022-11-03_11h18.03.798,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.79877998672161,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,783,,,,2044.0124876860064,,181,F,circle,0.006078614038415253,,,,,,,,1,0,,4,,,,,,,,,,,,,2039.3392367950873,2039.3392367950873,2039.3392367950873,2039.3392367950873,2040.828379505081,2040.828379505081,2040.828379505081,2040.828379505081,2040.845620164997,2040.845620164997,2040.845620164997,2040.845620164997,,,,,switch,number,numSwt,f,vtsPrac,2042.4998454140732,1.6357150640105829,,,,,,,,,,,,,,,,,,,,,,,,,32627,2022-11-03_11h18.03.798,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.79877998672161,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,783,,,,2048.9003724739887,2049.400497694034,174,Y,circle,0.017308476963080466,,,,,,,,1,0,,4,,,,,,,,,,,,,2045.0101813790388,2045.0101813790388,2045.0101813790388,2045.0101813790388,2046.4821224539774,2046.4821224539774,2046.4821224539774,2046.4821224539774,2046.5158649110235,2046.5158649110235,2046.5158649110235,2046.5158649110235,,,,,repeat,number,numRpt,f,vtsPrac,2047.4006252960535,0.8861425349023193,2048.9003724739887,,,,,,,,,,,,,,,,,,,,,,,,32627,2022-11-03_11h18.03.798,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.79877998672161,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,783,,,,2053.836597484071,,132,U,triangle,0.0007414770079776645,,,,,,,,0,0,,4,,,,,,,,,,,,,2049.896529194084,2049.896529194084,2049.896529194084,2049.896529194084,2051.3861262160353,2051.3861262160353,2051.3861262160353,2051.3861262160353,2051.4022588420194,2051.4022588420194,2051.4022588420194,2051.4022588420194,,,,,repeat,number,NA,f,vtsPrac,2052.326449754066,0.9106000919127837,,,,,,,,,,,,,,,,,,,,,,,,,32627,2022-11-03_11h18.03.798,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.79877998672161,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,783,,,,2058.7231731109787,,125,W,triangle,0.01730891491752118,,,,,,,,1,1,,4,,,,,,,,,,,,,2054.8336344050476,2054.8336344050476,2054.8336344050476,2054.8336344050476,2056.306015808019,2056.306015808019,2056.306015808019,2056.306015808019,2056.339416439063,2056.339416439063,2056.339416439063,2056.339416439063,,,,,switch,letter,lettSwt,k,vtsPrac,2057.2104478069814,0.872694849036634,,,,,,,,,,,,,,,,,,,,,,,,,32627,2022-11-03_11h18.03.798,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.79877998672161,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,783,,,,2063.876865518978,2064.3772921840427,181,F,circle,0.017119282041676342,,,,,,,,1,0,,4,,,,,,,,,,,,,2059.7207006469835,2059.7207006469835,2059.7207006469835,2059.7207006469835,2061.1928715440445,2061.1928715440445,2061.1928715440445,2061.1928715440445,2061.226054233033,2061.226054233033,2061.226054233033,2061.226054233033,,,,,repeat,letter,lettRpt,j,vtsPrac,2062.3782012520824,1.1613588010659441,2063.876865518978,,,,,,,,,,,,,,,,,,,,,,,,32627,2022-11-03_11h18.03.798,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.79877998672161,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,783,,,,2068.6812931650784,,174,Y,hexagon,0.00017380807548761368,,,,,,,,1,0,,4,,,,,,,,,,,,,2064.8741432710085,2064.8741432710085,2064.8741432710085,2064.8741432710085,2066.3636919769924,2066.3636919769924,2066.3636919769924,2066.3636919769924,2066.3798427480506,2066.3798427480506,2066.3798427480506,2066.3798427480506,,,,,switch,number,numSwt,f,vtsPrac,2067.1792454440147,0.772124579991214,,,,,,,,,,,,,,,,,,,,,,,,,32627,2022-11-03_11h18.03.798,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.79877998672161,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,783,,,,2073.368489077082,2073.868323292001,132,U,triangle,0.015291989082470536,,,,,,,,1,0,,4,,,,,,,,,,,,,2069.677003282006,2069.677003282006,2069.677003282006,2069.677003282006,2071.1502929030685,2071.1502929030685,2071.1502929030685,2071.1502929030685,2071.1834590650396,2071.1834590650396,2071.1834590650396,2071.1834590650396,,,,,repeat,number,numRpt,d,vtsPrac,2071.868784293998,0.6883481428958476,2073.368489077082,,,,,,,,,,,,,,,,,,,,,,,,32627,2022-11-03_11h18.03.798,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.79877998672161,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,783,,,,2078.004869636032,2078.504884209018,181,H,hexagon,0.0006820301059633493,,,,,,,,1,0,,4,,,,,,,,,,,,,2074.3643222290557,2074.3643222290557,2074.3643222290557,2074.3643222290557,2075.853917545988,2075.853917545988,2075.853917545988,2075.853917545988,2075.8704857770354,2075.8704857770354,2075.8704857770354,2075.8704857770354,,,,,repeat,number,numRpt,f,vtsPrac,2076.505544357002,0.6311334630008787,2078.004869636032,,,,,,,,,,,,,,,,,,,,,,,,32627,2022-11-03_11h18.03.798,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.79877998672161,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,783,,,,2082.524504636065,2083.0247074320214,174,F,star,0.0006753989728167653,,,,,,,,1,0,,4,,,,,,,,,,,,,2079.0016801690217,2079.0016801690217,2079.0016801690217,2079.0016801690217,2080.489001338021,2080.489001338021,2080.489001338021,2080.489001338021,2080.505298044067,2080.505298044067,2080.505298044067,2080.505298044067,,,,,repeat,number,numRpt,f,vtsPrac,2081.0247747820104,0.5179378050379455,2082.524504636065,,,,,,,,,,,,,,,,,,,,,,,,32627,2022-11-03_11h18.03.798,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.79877998672161,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,783,,,,2087.0946171060205,,139,S,triangle,0.0006507299840450287,,,,,,,,1,0,,4,,,,,,,,,,,,,2083.5220092909876,2083.5220092909876,2083.5220092909876,2083.5220092909876,2085.009164152085,2085.009164152085,2085.009164152085,2085.009164152085,2085.0257508680224,2085.0257508680224,2085.0257508680224,2085.0257508680224,,,,,repeat,number,numRpt,d,vtsPrac,2085.5900423260173,0.5539622670039535,,,,,,,,,,,,,,,,,,,,,,,,,32627,2022-11-03_11h18.03.798,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.79877998672161,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,783,,,,2092.1984818020137,2092.698696025065,167,U,hexagon,0.004445046070031822,,,,,,,,1,0,,4,,,,,,,,,,,,,2088.091605524998,2088.091605524998,2088.091605524998,2088.091605524998,2089.5791770910146,2089.5791770910146,2089.5791770910146,2089.5791770910146,2089.595615277998,2089.595615277998,2089.595615277998,2089.595615277998,,,,,repeat,number,numRpt,f,vtsPrac,2090.6996244910406,1.0919611069839448,2092.1984818020137,,,,,,,,,,,,,,,,,,,,,,,,32627,2022-11-03_11h18.03.798,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.79877998672161,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,783,,,,2096.836013913038,,167,H,star,0.00022721104323863983,,,,,,,,1,0,,4,,,,,,,,,,,,,2093.195440020063,2093.195440020063,2093.195440020063,2093.195440020063,2094.6828232950065,2094.6828232950065,2094.6828232950065,2094.6828232950065,2094.699300776003,2094.699300776003,2094.699300776003,2094.699300776003,,,,,repeat,number,numRpt,f,vtsPrac,2095.334891817067,0.6245011719875038,,,,,,,,,,,,,,,,,,,,,,,,,32627,2022-11-03_11h18.03.798,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.79877998672161,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,783,,,,2101.505857983022,,174,B,hexagon,0.0016096089966595173,,,,,,,,1,0,,4,,,,,,,,,,,,,2097.8314704240765,2097.8314704240765,2097.8314704240765,2097.8314704240765,2099.3194988460746,2099.3194988460746,2099.3194988460746,2099.3194988460746,2099.3368581240065,2099.3368581240065,2099.3368581240065,2099.3368581240065,,,,,repeat,number,numRpt,f,vtsPrac,2100.0051715769805,0.6555724159115925,,,,,,,,,,,,,,,,,,,,,,,,,32627,2022-11-03_11h18.03.798,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.79877998672161,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,783,,,,2106.4930876990547,,146,D,hexagon,0.000481709954328835,,,,,,,,1,0,,4,,,,,,,,,,,,,2102.5014639010187,2102.5014639010187,2102.5014639010187,2102.5014639010187,2103.989743652055,2103.989743652055,2103.989743652055,2103.989743652055,2104.0070310290903,2104.0070310290903,2104.0070310290903,2104.0070310290903,,,,,repeat,number,numRpt,d,vtsPrac,2104.991254875087,0.9812708920799196,,,,,,,,,,,,,,,,,,,,,,,,,32627,2022-11-03_11h18.03.798,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.79877998672161,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,783,,,,2111.263216598076,,125,F,circle,0.002068118075840175,,,,,,,,1,0,,4,,,,,,,,,,,,,2107.4880624070065,2107.4880624070065,2107.4880624070065,2107.4880624070065,2108.976817150018,2108.976817150018,2108.976817150018,2108.976817150018,2108.9937782040797,2108.9937782040797,2108.9937782040797,2108.9937782040797,,,,,repeat,number,numRpt,d,vtsPrac,2109.762163795065,0.7644389090128243,,,,,,,,,,,,,,,,,,,,,,,,,32627,2022-11-03_11h18.03.798,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.79877998672161,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,783,,,,2116.000275159022,,146,F,hexagon,0.0010608440497890115,,,,,,,,1,0,,4,,,,,,,,,,,,,2112.257385874982,2112.257385874982,2112.257385874982,2112.257385874982,2113.7467890060507,2113.7467890060507,2113.7467890060507,2113.7467890060507,2113.764066057978,2113.764066057978,2113.764066057978,2113.764066057978,,,,,repeat,number,numRpt,d,vtsPrac,2114.4983138690004,0.7196837939554825,,,,,,,,,,,,,,,,,,,,,,,,,32627,2022-11-03_11h18.03.798,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.79877998672161,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,783,,,,2120.9701074530603,,174,H,triangle,0.0019177129724994302,,,,,,,,0,0,,4,,,,,,,,,,,,,2116.9947815580526,2116.9947815580526,2116.9947815580526,2116.9947815580526,2118.4840654460713,2118.4840654460713,2118.4840654460713,2118.4840654460713,2118.5011193300597,2118.5011193300597,2118.5011193300597,2118.5011193300597,,,,,repeat,number,NA,d,vtsPrac,2119.4711449680617,0.955270339967683,,,,,,,,,,,,,,,,,,,,,,,,,32627,2022-11-03_11h18.03.798,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.79877998672161,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,783,,,,2125.4720251869876,,181,U,star,0.0013229809701442719,,,,,,,,1,1,,4,,,,,,,,,,,,,2121.965483546024,2121.965483546024,2121.965483546024,2121.965483546024,2123.4542116899975,2123.4542116899975,2123.4542116899975,2123.4542116899975,2123.471418161993,2123.471418161993,2123.471418161993,2123.471418161993,,,,,repeat,number,numRpt,f,vtsPrac,2123.971574731986,0.48416350595653057,2125.4720251869876,,,,,,,,,,,,,,,,,,,,,,,,32627,2022-11-03_11h18.03.798,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.79877998672161,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,783,,,,2129.8749311580323,2130.3750039719744,167,W,circle,0.0014627180062234402,,,,,,,,1,0,,4,,,,,,,,,,,,,2126.469540526974,2126.469540526974,2126.469540526974,2126.469540526974,2127.9576130240457,2127.9576130240457,2127.9576130240457,2127.9576130240457,2127.9743041150505,2127.9743041150505,2127.9743041150505,2127.9743041150505,,,,,repeat,number,numRpt,f,vtsPrac,2128.375822139089,0.3913696079980582,2129.8749311580323,,,,,,,,,,,,,,,,,,,,,,,,32627,2022-11-03_11h18.03.798,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.79877998672161,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,20,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,783,,,,2135.078494791989,2135.578867331031,160,W,circle,0.0003820109413936734,,,,,,,,1,0,,4,,,,,,,,,,,,,2130.8713606400415,2130.8713606400415,2130.8713606400415,2130.8713606400415,2132.3616088479757,2132.3616088479757,2132.3616088479757,2132.3616088479757,2132.377675401978,2132.377675401978,2132.377675401978,2132.377675401978,,,,,repeat,number,numRpt,f,vtsPrac,2133.5798012840096,1.1855549881001934,2135.078494791989,,,,,,,,,,,,,,,,,,,,,,,,32627,2022-11-03_11h18.03.798,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.79877998672161,
