LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task2_prac_redo.thisRepN,task2_prac_redo.thisTrialN,task2_prac_redo.thisN,task2_prac_redo.thisIndex,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,vts_prac_redo.thisRepN,vts_prac_redo.thisTrialN,vts_prac_redo.thisN,vts_prac_redo.thisIndex,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,training_feedback_txt.stopped,fix.started,fix.stopped,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,acc,E1,target_resp_prac1.keys,target_resp_prac1.rt,pracBlock,prac_fback_text.started,prac_fback_text.stopped,tgt_fix_prac2.started,top_target_prac2.started,bott_target_prac2.started,target_resp_prac2.started,target_resp_prac2.keys,target_resp_prac2.rt,star.started,hegagon.started,triangle.started,circle.started,top_target.started,tgt_fix.started,bot_target.started,target_resp.started,star.stopped,hegagon.stopped,triangle.stopped,circle.stopped,top_target.stopped,tgt_fix.stopped,bot_target.stopped,target_resp.stopped,alt,task,condition,target_resp.keys,rewCond,vts_fback.started,target_resp.rt,vts_fback.stopped,blockNum,norew_fback.started,norew_fback.stopped,key_resp_2.keys,key_resp_2.rt,rewExpectancy,feedbk_text.started,feedbk_text.stopped,text_3.started,debrief.started,text_3.stopped,button.started,debrief.index,debrief.itemText,debrief.type,debrief.granularity,debrief.font,debrief.markerColor,debrief.response,debrief.rt,button.numClicks,button.timesOn,button.timesOff,participant,date,expName,psychopyVersion,frameRate
1,0,0,0,0,1,0,0,triangle,circle,0,0,0,0,3,2,38,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.4804396,228.4804396,228.4804396,228.4804396,228.4804396,228.4804396,228.4804396,228.4804396,228.4804396,228.4804396,a,0.341434485,10,210,0,228.8470891,,230.3526084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
0,0,1,0,0,0,0,1,hexagon,star,0,0,0,0,3,3,39,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.8496419,230.8496419,230.8496419,230.8496419,230.8496419,230.8496419,230.8496419,230.8496419,230.8496419,230.8496419,l,0.210471484,1,211,0,231.0836872,232.5837116,232.5837116,233.083897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
1,0,0,0,0,0,0,1,triangle,star,0,0,0,0,3,4,40,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.083897,233.083897,233.083897,233.083897,233.083897,233.083897,233.083897,233.083897,233.083897,233.083897,l,0.338418752,10,221,0,233.4514358,234.9513569,234.9513569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
1,0,0,0,0,0,1,0,triangle,hexagon,0,0,0,0,3,5,41,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.4530812,235.4530812,235.4530812,235.4530812,235.4530812,235.4530812,235.4530812,235.4530812,235.4530812,235.4530812,a,0.445016064,1,222,0,235.920524,237.4205144,237.4205144,237.9210245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
0,1,0,0,0,0,0,1,circle,star,0,0,0,0,3,6,42,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237.9210245,237.9210245,237.9210245,237.9210245,237.9210245,237.9210245,237.9210245,237.9210245,237.9210245,237.9210245,l,0.306305403,10,232,0,238.254977,239.7547184,239.7547184,240.2548883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
0,0,0,1,0,1,0,0,star ,circle,0,0,0,0,3,7,43,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.2548883,240.2548883,240.2548883,240.2548883,240.2548883,240.2548883,240.2548883,240.2548883,240.2548883,240.2548883,l,0.335131628,10,242,0,240.6069509,242.1074688,242.1074688,242.6074482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
0,1,0,0,1,0,0,0,circle,triangle,0,0,0,0,3,8,44,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.6074482,242.6074482,242.6074482,242.6074482,242.6074482,242.6074482,242.6074482,242.6074482,242.6074482,242.6074482,a,0.231626517,1,243,0,242.8589345,244.358189,244.358189,244.8584309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
0,0,0,1,1,0,0,0,star,triangle,0,0,0,0,3,9,45,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244.8584309,244.8584309,244.8584309,244.8584309,244.8584309,244.8584309,244.8584309,244.8584309,244.8584309,244.8584309,l,0.298265331,10,253,0,245.1754503,,246.6775467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
0,0,0,1,0,0,1,0,star,hexagon,0,0,0,0,3,10,46,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247.1777518,247.1777518,247.1777518,247.1777518,247.1777518,247.1777518,247.1777518,247.1777518,247.1777518,247.1777518,l,0.342821564,1,254,0,247.5454906,249.0450917,249.0450917,249.5453582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
0,1,0,0,0,0,1,0,circle,hexagon,0,0,0,0,3,11,47,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249.5453582,249.5453582,249.5453582,249.5453582,249.5453582,249.5453582,249.5453582,249.5453582,249.5453582,249.5453582,a,0.854740825,10,264,0,250.431553,251.9312729,251.9312729,252.4380576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
0,0,1,0,1,0,0,0,hexagon,triangle,1,0,1,0,0,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.7468562,259.7468562,259.7468562,259.7468562,259.7468562,259.7468562,259.7468562,259.7468562,259.7468562,259.7468562,a,0.441056156,10,274,1,260.2195325,,261.7220621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
1,0,0,0,0,0,1,0,triangle,hexagon,1,0,1,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262.2220644,262.2220644,262.2220644,262.2220644,262.2220644,262.2220644,262.2220644,262.2220644,262.2220644,262.2220644,a,0.653925292,10,284,1,262.9055644,264.4071013,264.4071013,264.9063421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
1,0,0,0,0,0,0,1,triangle,star,1,0,1,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264.9063421,264.9063421,264.9063421,264.9063421,264.9063421,264.9063421,264.9063421,264.9063421,264.9063421,264.9063421,a,0.152610822,10,294,1,265.0895054,,266.5922461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
0,0,0,1,0,0,1,0,star,hexagon,1,0,1,0,0,3,3,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267.0923591,267.0923591,267.0923591,267.0923591,267.0923591,267.0923591,267.0923591,267.0923591,267.0923591,267.0923591,l,0.251200926,1,295,1,267.3755188,268.8762909,268.8762909,269.3764147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
0,1,0,0,0,0,0,1,circle,star,1,0,1,0,0,4,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269.3764147,269.3764147,269.3764147,269.3764147,269.3764147,269.3764147,269.3764147,269.3764147,269.3764147,269.3764147,l,0.284846632,1,296,1,269.6933038,,271.1953851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
0,0,1,0,0,0,0,1,hexagon,star,1,0,1,0,0,5,5,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271.6957508,271.6957508,271.6957508,271.6957508,271.6957508,271.6957508,271.6957508,271.6957508,271.6957508,271.6957508,l,0.282108611,1,297,1,271.9960139,273.496336,273.496336,273.9966051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
1,0,0,0,0,1,0,0,triangle,circle,1,0,1,0,0,6,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273.9966051,273.9966051,273.9966051,273.9966051,273.9966051,273.9966051,273.9966051,273.9966051,273.9966051,273.9966051,a,0.186036474,10,307,1,274.2141469,,275.7156386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
0,0,1,0,0,1,0,0,hexagon,circle,1,0,1,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276.2156856,276.2156856,276.2156856,276.2156856,276.2156856,276.2156856,276.2156856,276.2156856,276.2156856,276.2156856,a,0.341756965,1,308,1,276.5837504,278.0832432,278.0832432,278.5832617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
0,0,0,1,1,0,0,0,star,triangle,1,0,1,0,0,8,8,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278.5832617,278.5832617,278.5832617,278.5832617,278.5832617,278.5832617,278.5832617,278.5832617,278.5832617,278.5832617,a,0.988852159,1,309,1,279.6002985,,281.1027559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
0,1,0,0,1,0,0,0,circle,triangle,1,0,1,0,0,9,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281.6030377,281.6030377,281.6030377,281.6030377,281.6030377,281.6030377,281.6030377,281.6030377,281.6030377,281.6030377,l,0.545003485,10,319,1,282.1711841,283.6701844,283.6701844,284.1704571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
0,1,0,0,0,0,1,0,circle,hexagon,1,0,1,0,0,10,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284.1704571,284.1704571,284.1704571,284.1704571,284.1704571,284.1704571,284.1704571,284.1704571,284.1704571,284.1704571,a,0.452808233,10,329,1,284.6540095,,286.1565451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
0,0,0,1,0,1,0,0,star ,circle,1,0,1,0,0,11,11,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286.6567395,286.6567395,286.6567395,286.6567395,286.6567395,286.6567395,286.6567395,286.6567395,286.6567395,286.6567395,a,0.690131984,10,339,1,287.3733734,288.8741239,288.8741239,289.3740911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
0,0,0,1,0,1,0,0,star ,circle,1,0,1,0,1,0,12,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.3740911,289.3740911,289.3740911,289.3740911,289.3740911,289.3740911,289.3740911,289.3740911,289.3740911,289.3740911,l,0.446861567,10,349,1,289.8409863,,291.3433582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
0,1,0,0,0,0,1,0,circle,hexagon,1,0,1,0,1,1,13,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291.8438015,291.8438015,291.8438015,291.8438015,291.8438015,291.8438015,291.8438015,291.8438015,291.8438015,291.8438015,l,0.565540968,1,350,1,292.4282036,293.927755,293.927755,294.4279887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
0,0,1,0,0,0,0,1,hexagon,star,1,0,1,0,1,2,14,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294.4279887,294.4279887,294.4279887,294.4279887,294.4279887,294.4279887,294.4279887,294.4279887,294.4279887,294.4279887,a,0.860857304,1,351,1,295.3113632,,296.8139633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
0,0,0,1,1,0,0,0,star,triangle,1,0,1,0,1,3,15,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.3140945,297.3140945,297.3140945,297.3140945,297.3140945,297.3140945,297.3140945,297.3140945,297.3140945,297.3140945,a,0.832742208,10,361,1,298.1653605,299.6648452,299.6648452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
0,0,1,0,1,0,0,0,hexagon,triangle,1,0,1,0,1,4,16,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.1653146,300.1653146,300.1653146,300.1653146,300.1653146,300.1653146,300.1653146,300.1653146,300.1653146,300.1653146,l,1.041686165,10,371,1,301.2339482,302.7348093,302.7348093,303.2346949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
0,1,0,0,1,0,0,0,circle,triangle,1,0,1,0,1,5,17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.2346949,303.2346949,303.2346949,303.2346949,303.2346949,303.2346949,303.2346949,303.2346949,303.2346949,303.2346949,l,0.446833632,10,381,1,303.7014617,305.2023986,305.2023986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
1,0,0,0,0,0,0,1,triangle,star,1,0,1,0,1,6,18,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.7039817,305.7039817,305.7039817,305.7039817,305.7039817,305.7039817,305.7039817,305.7039817,305.7039817,305.7039817,a,0.835114348,10,391,1,306.5710802,308.0716645,308.0716645,308.5717814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
0,0,0,1,0,0,1,0,star,hexagon,1,0,1,0,1,7,19,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308.5717814,308.5717814,308.5717814,308.5717814,308.5717814,308.5717814,308.5717814,308.5717814,308.5717814,308.5717814,a,0.465176875,1,392,1,309.0565556,,310.5577439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
0,1,0,0,0,0,0,1,circle,star,1,0,1,0,1,8,20,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311.0580563,311.0580563,311.0580563,311.0580563,311.0580563,311.0580563,311.0580563,311.0580563,311.0580563,311.0580563,a,0.477002009,10,402,1,311.5592745,313.0587442,313.0587442,313.5587905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
1,0,0,0,0,1,0,0,triangle,circle,1,0,1,0,1,9,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313.5587905,313.5587905,313.5587905,313.5587905,313.5587905,313.5587905,313.5587905,313.5587905,313.5587905,313.5587905,a,0.608189138,10,412,1,314.1922541,,315.6947745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
1,0,0,0,0,0,1,0,triangle,hexagon,1,0,1,0,1,10,22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316.1949255,316.1949255,316.1949255,316.1949255,316.1949255,316.1949255,316.1949255,316.1949255,316.1949255,316.1949255,a,0.785306,10,422,1,317.0118544,318.5126252,318.5126252,319.0127086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
0,0,1,0,0,1,0,0,hexagon,circle,1,0,1,0,1,11,23,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319.0127086,319.0127086,319.0127086,319.0127086,319.0127086,319.0127086,319.0127086,319.0127086,319.0127086,319.0127086,l,0.487182415,1,423,1,319.5304706,,321.0317295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
0,0,1,0,0,0,0,1,hexagon,star,1,0,1,0,2,0,24,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321.5320422,321.5320422,321.5320422,321.5320422,321.5320422,321.5320422,321.5320422,321.5320422,321.5320422,321.5320422,a,0.285723711,1,424,1,321.8489764,323.3493109,323.3493109,323.849437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
1,0,0,0,0,1,0,0,triangle,circle,1,0,1,0,2,1,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323.849437,323.849437,323.849437,323.849437,323.849437,323.849437,323.849437,323.849437,323.849437,323.849437,l,0.420453958,10,434,1,324.3007703,,325.8020196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
0,1,0,0,0,0,0,1,circle,star,1,0,1,0,2,2,26,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326.3023259,326.3023259,326.3023259,326.3023259,326.3023259,326.3023259,326.3023259,326.3023259,326.3023259,326.3023259,l,0.319169652,10,444,1,326.6523728,328.1529405,328.1529405,328.6529874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
0,1,0,0,1,0,0,0,circle,triangle,1,0,1,0,2,3,27,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328.6529874,328.6529874,328.6529874,328.6529874,328.6529874,328.6529874,328.6529874,328.6529874,328.6529874,328.6529874,a,0.510651482,10,454,1,329.1865906,,330.6889095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
1,0,0,0,0,0,0,1,triangle,star,1,0,1,0,2,4,28,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331.1890065,331.1890065,331.1890065,331.1890065,331.1890065,331.1890065,331.1890065,331.1890065,331.1890065,331.1890065,l,0.494698637,1,455,1,331.7073338,333.2067139,333.2067139,333.7068302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
0,0,1,0,0,1,0,0,hexagon,circle,1,0,1,0,2,5,29,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333.7068302,333.7068302,333.7068302,333.7068302,333.7068302,333.7068302,333.7068302,333.7068302,333.7068302,333.7068302,l,0.429580415,10,465,1,334.1578242,,335.6591524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
0,0,0,1,1,0,0,0,star,triangle,1,0,1,0,2,6,30,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336.1595865,336.1595865,336.1595865,336.1595865,336.1595865,336.1595865,336.1595865,336.1595865,336.1595865,336.1595865,a,0.620579021,1,466,1,336.8109757,338.310327,338.310327,338.8104104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
1,0,0,0,0,0,1,0,triangle,hexagon,1,0,1,0,2,7,31,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338.8104104,338.8104104,338.8104104,338.8104104,338.8104104,338.8104104,338.8104104,338.8104104,338.8104104,338.8104104,a,0.850464283,10,476,1,339.6788124,,341.179836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
0,0,1,0,1,0,0,0,hexagon,triangle,1,0,1,0,2,8,32,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341.6799819,341.6799819,341.6799819,341.6799819,341.6799819,341.6799819,341.6799819,341.6799819,341.6799819,341.6799819,a,1.25459432,10,486,1,342.9636825,344.4643178,344.4643178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69140,2022-11-04_09h04.43.869,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.99473103
