LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task2_prac_redo.thisRepN,task2_prac_redo.thisTrialN,task2_prac_redo.thisN,task2_prac_redo.thisIndex,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,vts_prac_redo.thisRepN,vts_prac_redo.thisTrialN,vts_prac_redo.thisN,vts_prac_redo.thisIndex,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,fix.started,training_feedback_txt.stopped,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,acc,E1,target_resp_prac1.keys,target_resp_prac1.rt,pracBlock,prac_fback_text.started,tgt_fix_prac2.started,top_target_prac2.started,bott_target_prac2.started,target_resp_prac2.started,target_resp_prac2.keys,target_resp_prac2.rt,star.started,hegagon.started,triangle.started,circle.started,star.stopped,hegagon.stopped,triangle.stopped,circle.stopped,top_target.started,tgt_fix.started,bot_target.started,target_resp.started,top_target.stopped,tgt_fix.stopped,bot_target.stopped,target_resp.stopped,alt,task,condition,target_resp.keys,rewCond,vts_fback.started,vts_fback.stopped,fix.stopped,target_resp.rt,blockNum,norew_fback.started,norew_fback.stopped,key_resp_2.keys,key_resp_2.rt,rewExpectancy,feedbk_text.started,feedbk_text.stopped,text_3.started,debrief.started,text_3.stopped,button.started,debrief.index,debrief.itemText,debrief.type,debrief.granularity,debrief.font,debrief.markerColor,debrief.response,debrief.rt,button.numClicks,button.timesOn,button.timesOff,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1584.3685842799896,,W,132,star,0.0018329430022276938,,,,,1,0,,,1,1582.866867034987,1580.4742617569864,1581.9826163289981,1581.9826163289981,1581.9826163289981,j,0.8562750470009632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17022,2022-11-03_11h17.55.310,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.929231485705024,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1589.607779916987,,U,160,triangle,0.001603555996553041,,,,,1,0,,,1,1588.1060275439959,1585.346183332993,1586.8546912939928,1586.8546912939928,1586.8546912939928,k,1.225912221998442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17022,2022-11-03_11h17.55.310,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.929231485705024,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1594.7132955399866,,F,167,hexagon,0.0018396009982097894,,,,,1,0,,,1,1593.2118077269988,1590.5848323629907,1592.0938321359863,1592.0938321359863,1592.0938321359863,k,1.085733640997205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17022,2022-11-03_11h17.55.310,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.929231485705024,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1599.7188069839904,,Y,174,circle,0.0014675120037281886,,,,,1,0,,,1,1598.2171075049991,1595.69022326899,1597.1993675689882,1597.1993675689882,1597.1993675689882,k,0.995202619000338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17022,2022-11-03_11h17.55.310,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.929231485705024,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1605.058160501998,,D,146,hexagon,0.0017307659873040393,,,,,1,0,,,1,1603.5564154569875,1600.6954525689944,1602.2047955099988,1602.2047955099988,1602.2047955099988,j,1.3232816889940295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17022,2022-11-03_11h17.55.310,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.929231485705024,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,765,,,1663.2223994439992,,W,174,triangle,0.0024467809998895973,,,,,-1,0,,,2,,,,,,,,1657.2117380869895,1657.2117380869895,1657.2117380869895,1657.2117380869895,1658.7173970209988,1658.7173970209988,1658.7173970209988,1658.7173970209988,1658.7173970209988,1658.7173970209988,1658.7173970209988,1658.7173970209988,1661.7207478419878,1661.7207478419878,1661.7207478419878,1661.7207478419878,-1,no_choice,NA,None,vtsPrac,1661.7207478419878,1663.2223994439992,1663.7226402449887,,,,,,,,,,,,,,,,,,,,,,,,,17022,2022-11-03_11h17.55.310,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.929231485705024,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,765,,,1668.0107752539916,,F,146,star,0.009199017003993504,,,,,1,0,,,2,,,,,,,,1664.2182021189947,1664.2182021189947,1664.2182021189947,1664.2182021189947,1665.7250610699994,1665.7250610699994,1665.7250610699994,1665.7250610699994,1665.7250610699994,1665.7250610699994,1665.7250610699994,1665.7250610699994,,,,,switch,number,numSwt,j,vtsPrac,1666.509301166996,,,0.7591374229959911,,,,,,,,,,,,,,,,,,,,,,,,17022,2022-11-03_11h17.55.310,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.929231485705024,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,765,,,1672.7495798839955,,D,125,star,0.001552419998915866,,,,,1,0,,,2,,,,,,,,1668.990250222996,1668.990250222996,1668.990250222996,1668.990250222996,1670.4970024629874,1670.4970024629874,1670.4970024629874,1670.4970024629874,1670.4970024629874,1670.4970024629874,1670.4970024629874,1670.4970024629874,,,,,repeat,number,numRpt,j,vtsPrac,1671.2479214929917,,,0.7230489650100935,,,,,,,,,,,,,,,,,,,,,,,,17022,2022-11-03_11h17.55.310,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.929231485705024,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,765,,,1677.6380719429872,,Y,167,hexagon,0.0017106199957197532,,,,,1,0,,,2,,,,,,,,1673.7275613139936,1673.7275613139936,1673.7275613139936,1673.7275613139936,1675.2355453119962,1675.2355453119962,1675.2355453119962,1675.2355453119962,1675.2355453119962,1675.2355453119962,1675.2355453119962,1675.2355453119962,,,,,switch,letter,lettSwt,f,vtsPrac,1676.1363734229963,,,0.8685678109904984,,,,,,,,,,,,,,,,,,,,,,,,17022,2022-11-03_11h17.55.310,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.929231485705024,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,765,,,1682.2432520339935,,W,174,hexagon,0.00167692601098679,,,,,1,0,,,2,,,,,,,,1678.6158721189859,1678.6158721189859,1678.6158721189859,1678.6158721189859,1680.1241170669964,1680.1241170669964,1680.1241170669964,1680.1241170669964,1680.1241170669964,1680.1241170669964,1680.1241170669964,1680.1241170669964,,,,,repeat,letter,lettRpt,f,vtsPrac,1680.7414940959861,,,0.5916108550009085,,,,,,,,,,,,,,,,,,,,,,,,17022,2022-11-03_11h17.55.310,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.929231485705024,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,765,,,1686.8149188299867,,F,146,triangle,0.0016804029874037951,,,,,1,0,,,2,,,,,,,,1683.2208834429912,1683.2208834429912,1683.2208834429912,1683.2208834429912,1684.7293471829908,1684.7293471829908,1684.7293471829908,1684.7293471829908,1684.7293471829908,1684.7293471829908,1684.7293471829908,1684.7293471829908,,,,,switch,number,numSwt,j,vtsPrac,1685.313470063993,,,0.5556245079933433,,,,,,,,,,,,,,,,,,,,,,,,17022,2022-11-03_11h17.55.310,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.929231485705024,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,765,,,1691.2699317879888,,D,125,circle,0.001556564006023109,,,,,1,0,,,2,,,,,,,,1687.7929593539884,1687.7929593539884,1687.7929593539884,1687.7929593539884,1689.3009837749996,1689.3009837749996,1689.3009837749996,1689.3009837749996,1689.3009837749996,1689.3009837749996,1689.3009837749996,1689.3009837749996,,,,,repeat,number,numRpt,j,vtsPrac,1689.7682741209865,,,0.45098522199259605,,,,,,,,,,,,,,,,,,,,,,,,17022,2022-11-03_11h17.55.310,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.929231485705024,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,765,,,1695.9083095109963,,Y,167,hexagon,0.0009063010074896738,,,,,1,0,,,2,,,,,,,,1692.2478040939895,1692.2478040939895,1692.2478040939895,1692.2478040939895,1693.7558170029952,1693.7558170029952,1693.7558170029952,1693.7558170029952,1693.7558170029952,1693.7558170029952,1693.7558170029952,1693.7558170029952,,,,,switch,letter,lettSwt,f,vtsPrac,1694.406682490997,,,0.6292939189879689,,,,,,,,,,,,,,,,,,,,,,,,17022,2022-11-03_11h17.55.310,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.929231485705024,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,765,,,1700.630199807987,,S,174,hexagon,0.001717834995361045,,,,,1,0,,,2,,,,,,,,1696.8863707949931,1696.8863707949931,1696.8863707949931,1696.8863707949931,1698.394354937991,1698.394354937991,1698.394354937991,1698.394354937991,1698.394354937991,1698.394354937991,1698.394354937991,1698.394354937991,,,,,repeat,letter,lettRpt,f,vtsPrac,1699.1285007599945,,,0.7057415190065512,,,,,,,,,,,,,,,,,,,,,,,,17022,2022-11-03_11h17.55.310,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.929231485705024,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,765,,,1705.5356427589868,,Y,146,circle,0.001660253998124972,,,,,1,0,,,2,,,,,,,,1701.6081371889886,1701.6081371889886,1701.6081371889886,1701.6081371889886,1703.116188421991,1703.116188421991,1703.116188421991,1703.116188421991,1703.116188421991,1703.116188421991,1703.116188421991,1703.116188421991,,,,,switch,number,numSwt,j,vtsPrac,1704.034164413999,,,0.8886340369936079,,,,,,,,,,,,,,,,,,,,,,,,17022,2022-11-03_11h17.55.310,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.929231485705024,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,765,,,1710.3075821370003,,U,160,circle,0.0016704200097592548,,,,,1,0,,,2,,,,,,,,1706.5150900549925,1706.5150900549925,1706.5150900549925,1706.5150900549925,1708.0217588769883,1708.0217588769883,1708.0217588769883,1708.0217588769883,1708.0217588769883,1708.0217588769883,1708.0217588769883,1708.0217588769883,,,,,repeat,number,numRpt,k,vtsPrac,1708.8059977609955,,,0.7519262569985585,,,,,,,,,,,,,,,,,,,,,,,,17022,2022-11-03_11h17.55.310,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.929231485705024,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,765,,,1715.0960843179928,,H,167,hexagon,0.001656830994761549,,,,,1,0,,,2,,,,,,,,1711.2853694139922,1711.2853694139922,1711.2853694139922,1711.2853694139922,1712.793485479997,1712.793485479997,1712.793485479997,1712.793485479997,1712.793485479997,1712.793485479997,1712.793485479997,1712.793485479997,,,,,switch,letter,lettSwt,d,vtsPrac,1713.5945462279924,,,0.7727430300001288,,,,,,,,,,,,,,,,,,,,,,,,17022,2022-11-03_11h17.55.310,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.929231485705024,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,765,,,1720.2182870909892,,B,160,circle,0.001414151003700681,,,,,1,0,,,2,,,,,,,,1716.074881618988,1716.074881618988,1716.074881618988,1716.074881618988,1717.5821987699892,1717.5821987699892,1717.5821987699892,1717.5821987699892,1717.5821987699892,1717.5821987699892,1717.5821987699892,1717.5821987699892,,,,,switch,number,numSwt,k,vtsPrac,1718.7166853719973,,,1.1151704049989348,,,,,,,,,,,,,,,,,,,,,,,,17022,2022-11-03_11h17.55.310,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.929231485705024,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,765,,,1725.0404718859936,,W,125,star,0.0014585649914806709,,,,,1,0,,,2,,,,,,,,1721.1955549619888,1721.1955549619888,1721.1955549619888,1721.1955549619888,1722.704521776992,1722.704521776992,1722.704521776992,1722.704521776992,1722.704521776992,1722.704521776992,1722.704521776992,1722.704521776992,,,,,switch,letter,lettSwt,f,vtsPrac,1723.5386923889891,,,0.807669026995427,,,,,,,,,,,,,,,,,,,,,,,,17022,2022-11-03_11h17.55.310,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.929231485705024,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,765,,,1729.929342131989,,U,167,circle,0.0017339509940939024,,,,,1,0,,,2,,,,,,,,1726.0190721379913,1726.0190721379913,1726.0190721379913,1726.0190721379913,1727.5266650859994,1727.5266650859994,1727.5266650859994,1727.5266650859994,1727.5266650859994,1727.5266650859994,1727.5266650859994,1727.5266650859994,,,,,switch,number,numSwt,k,vtsPrac,1728.4274450929952,,,0.8795616559946211,,,,,,,,,,,,,,,,,,,,,,,,17022,2022-11-03_11h17.55.310,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.929231485705024,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,765,,,1734.8344750999968,,H,132,star,0.0015435710083693266,,,,,1,0,,,2,,,,,,,,1730.9077880809928,1730.9077880809928,1730.9077880809928,1730.9077880809928,1732.4155673249916,1732.4155673249916,1732.4155673249916,1732.4155673249916,1732.4155673249916,1732.4155673249916,1732.4155673249916,1732.4155673249916,,,,,switch,letter,lettSwt,d,vtsPrac,1733.3330396839883,,,0.8953974760079291,,,,,,,,,,,,,,,,,,,,,,,,17022,2022-11-03_11h17.55.310,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.929231485705024,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,765,,,1739.5232741889922,,U,160,star,0.0015128350059967488,,,,,1,0,,,2,,,,,,,,1735.8123212719947,1735.8123212719947,1735.8123212719947,1735.8123212719947,1737.320678277989,1737.320678277989,1737.320678277989,1737.320678277989,1737.320678277989,1737.320678277989,1737.320678277989,1737.320678277989,,,,,repeat,letter,lettRpt,f,vtsPrac,1738.0215168699942,1739.5232741889922,,0.6826004209870007,,,,,,,,,,,,,,,,,,,,,,,,17022,2022-11-03_11h17.55.310,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.929231485705024,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,765,,,1744.3118222219928,,S,146,hexagon,0.0005742649955209345,,,,,1,0,,,2,,,,,,,,1740.5000838499982,1740.5000838499982,1740.5000838499982,1740.5000838499982,1742.0093187289895,1742.0093187289895,1742.0093187289895,1742.0093187289895,1742.0093187289895,1742.0093187289895,1742.0093187289895,1742.0093187289895,,,,,repeat,letter,lettRpt,f,vtsPrac,1742.8102689339867,,,0.7748361300036777,,,,,,,,,,,,,,,,,,,,,,,,17022,2022-11-03_11h17.55.310,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.929231485705024,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,765,,,1748.883550057988,,D,167,hexagon,0.001798876008251682,,,,,1,0,,,2,,,,,,,,1745.2896016569866,1745.2896016569866,1745.2896016569866,1745.2896016569866,1746.7977902719867,1746.7977902719867,1746.7977902719867,1746.7977902719867,1746.7977902719867,1746.7977902719867,1746.7977902719867,1746.7977902719867,,,,,repeat,letter,lettRpt,d,vtsPrac,1747.381709702997,,,0.5542920010047965,,,,,,,,,,,,,,,,,,,,,,,,17022,2022-11-03_11h17.55.310,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.929231485705024,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,765,,,1753.6370248999883,,F,125,circle,0.0015303059917641804,,,,,1,0,,,2,,,,,,,,1749.8613133019971,1749.8613133019971,1749.8613133019971,1749.8613133019971,1751.3693732659885,1751.3693732659885,1751.3693732659885,1751.3693732659885,1751.3693732659885,1751.3693732659885,1751.3693732659885,1751.3693732659885,,,,,switch,number,numSwt,j,vtsPrac,1752.1370824199985,1753.6370248999883,1754.1374857639894,0.7418559350044234,,,,,,,,,,,,,,,,,,,,,,,,17022,2022-11-03_11h17.55.310,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.929231485705024,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,20,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,765,,,1758.2437565579894,,H,132,circle,0.00012220600910950452,,,,,1,0,,,2,,,,,,,,1754.6145519439888,1754.6145519439888,1754.6145519439888,1754.6145519439888,1756.1246222749905,1756.1246222749905,1756.1246222749905,1756.1246222749905,1756.1246222749905,1756.1246222749905,1756.1246222749905,1756.1246222749905,,,,,repeat,number,numRpt,j,vtsPrac,1756.7420453509985,,,0.599322188005317,,,,,,,,,,,,,,,,,,,,,,,,17022,2022-11-03_11h17.55.310,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.929231485705024,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,21,0,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,765,,,1763.0823066149896,,U,160,star,0.001158694998594001,,,,,1,0,,,2,,,,,,,,1759.221711596998,1759.221711596998,1759.221711596998,1759.221711596998,1760.729709014995,1760.729709014995,1760.729709014995,1760.729709014995,1760.729709014995,1760.729709014995,1760.729709014995,1760.729709014995,,,,,switch,letter,lettSwt,f,vtsPrac,1761.5806195019977,,,0.8329194730031304,,,,,,,,,,,,,,,,,,,,,,,,17022,2022-11-03_11h17.55.310,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.929231485705024,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,22,0,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,765,,,1767.8877479949879,,W,174,star,0.000834781996672973,,,,,1,0,,,2,,,,,,,,1764.059856473992,1764.059856473992,1764.059856473992,1764.059856473992,1765.5683780349937,1765.5683780349937,1765.5683780349937,1765.5683780349937,1765.5683780349937,1765.5683780349937,1765.5683780349937,1765.5683780349937,,,,,repeat,letter,lettRpt,f,vtsPrac,1766.3860905269976,,,0.7854050699970685,,,,,,,,,,,,,,,,,,,,,,,,17022,2022-11-03_11h17.55.310,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.929231485705024,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,23,0,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,765,,,1772.7263130639913,,Y,181,triangle,0.0015348839951911941,,,,,1,0,,,2,,,,,,,,1768.8660282899946,1768.8660282899946,1768.8660282899946,1768.8660282899946,1770.3736281969905,1770.3736281969905,1770.3736281969905,1770.3736281969905,1770.3736281969905,1770.3736281969905,1770.3736281969905,1770.3736281969905,,,,,switch,number,numSwt,k,vtsPrac,1771.2246275759971,,,0.8190030840050895,,,,,,,,,,,,,,,,,,,,,,,,17022,2022-11-03_11h17.55.310,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.929231485705024,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,24,0,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,765,,,1777.2814296949946,,H,125,circle,0.0018322579999221489,,,,,1,0,,,2,,,,,,,,1773.7039694549894,1773.7039694549894,1773.7039694549894,1773.7039694549894,1775.212351424998,1775.212351424998,1775.212351424998,1775.212351424998,1775.212351424998,1775.212351424998,1775.212351424998,1775.212351424998,,,,,repeat,number,numRpt,j,vtsPrac,1775.7796572789957,,,0.5462570789968595,,,,,,,,,,,,,,,,,,,,,,,,17022,2022-11-03_11h17.55.310,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.929231485705024,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,25,0,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,765,,,1782.3370205269894,,W,139,star,0.001579824005602859,,,,,1,0,,,2,,,,,,,,1778.2599593149935,1778.2599593149935,1778.2599593149935,1778.2599593149935,1779.7674491289945,1779.7674491289945,1779.7674491289945,1779.7674491289945,1779.7674491289945,1779.7674491289945,1779.7674491289945,1779.7674491289945,,,,,switch,letter,lettSwt,f,vtsPrac,1780.8352325409942,,,1.042455005008378,,,,,,,,,,,,,,,,,,,,,,,,17022,2022-11-03_11h17.55.310,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.929231485705024,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,26,0,26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,765,,,1786.8921127239882,,U,160,star,0.0018909089994849637,,,,,1,0,,,2,,,,,,,,1783.3146467739862,1783.3146467739862,1783.3146467739862,1783.3146467739862,1784.8229426420003,1784.8229426420003,1784.8229426420003,1784.8229426420003,1784.8229426420003,1784.8229426420003,1784.8229426420003,1784.8229426420003,,,,,repeat,letter,lettRpt,f,vtsPrac,1785.390659755998,,,0.5435842720034998,,,,,,,,,,,,,,,,,,,,,,,,17022,2022-11-03_11h17.55.310,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.929231485705024,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,27,0,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,765,,,1791.8810353009903,,D,174,triangle,0.0016306739998981357,,,,,1,0,,,2,,,,,,,,1787.8698110449914,1787.8698110449914,1787.8698110449914,1787.8698110449914,1789.3780713859887,1789.3780713859887,1789.3780713859887,1789.3780713859887,1789.3780713859887,1789.3780713859887,1789.3780713859887,1789.3780713859887,,,,,switch,number,numSwt,k,vtsPrac,1790.3796260339877,,,0.9731164090044331,,,,,,,,,,,,,,,,,,,,,,,,17022,2022-11-03_11h17.55.310,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.929231485705024,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,28,0,28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,765,,,1796.5025918509928,,U,125,hexagon,0.0018254879978485405,,,,,1,0,,,2,,,,,,,,1792.8586410749995,1792.8586410749995,1792.8586410749995,1792.8586410749995,1794.3671347279887,1794.3671347279887,1794.3671347279887,1794.3671347279887,1794.3671347279887,1794.3671347279887,1794.3671347279887,1794.3671347279887,,,,,switch,letter,lettSwt,f,vtsPrac,1795.0008588469937,,,0.6069432390067959,,,,,,,,,,,,,,,,,,,,,,,,17022,2022-11-03_11h17.55.310,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.929231485705024,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,29,0,29,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,765,,,1801.3580568069883,,D,146,triangle,0.0017411300068488345,,,,,1,0,,,2,,,,,,,,1797.4793996139924,1797.4793996139924,1797.4793996139924,1797.4793996139924,1798.9886933050002,1798.9886933050002,1798.9886933050002,1798.9886933050002,1798.9886933050002,1798.9886933050002,1798.9886933050002,1798.9886933050002,,,,,switch,number,numSwt,j,vtsPrac,1799.856366189997,,,0.8462763300049119,,,,,,,,,,,,,,,,,,,,,,,,17022,2022-11-03_11h17.55.310,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.929231485705024,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,30,0,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,765,,,1806.079894562994,,Y,167,hexagon,0.001703025001916103,,,,,1,0,,,2,,,,,,,,1802.335268964991,1802.335268964991,1802.335268964991,1802.335268964991,1803.8440160309983,1803.8440160309983,1803.8440160309983,1803.8440160309983,1803.8440160309983,1803.8440160309983,1803.8440160309983,1803.8440160309983,,,,,switch,letter,lettSwt,f,vtsPrac,1804.5782955029863,,,0.7051459119975334,,,,,,,,,,,,,,,,,,,,,,,,17022,2022-11-03_11h17.55.310,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.929231485705024,
