LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task2_prac_redo.thisRepN,task2_prac_redo.thisTrialN,task2_prac_redo.thisN,task2_prac_redo.thisIndex,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,vts_prac_redo.thisRepN,vts_prac_redo.thisTrialN,vts_prac_redo.thisN,vts_prac_redo.thisIndex,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,fix.started,training_feedback_txt.stopped,fix.stopped,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,acc,E1,target_resp_prac1.keys,target_resp_prac1.rt,pracBlock,prac_fback_text.started,prac_fback_text.stopped,tgt_fix_prac2.started,top_target_prac2.started,bott_target_prac2.started,target_resp_prac2.started,target_resp_prac2.keys,target_resp_prac2.rt,star.started,hegagon.started,triangle.started,circle.started,top_target.started,tgt_fix.started,bot_target.started,target_resp.started,star.stopped,hegagon.stopped,triangle.stopped,circle.stopped,alt,task,condition,target_resp.keys,target_resp.rt,rewCond,vts_fback.started,vts_fback.stopped,top_target.stopped,tgt_fix.stopped,bot_target.stopped,target_resp.stopped,blockNum,norew_fback.started,norew_fback.stopped,key_resp_2.keys,key_resp_2.rt,rewExpectancy,feedbk_text.started,feedbk_text.stopped,text_3.started,debrief.started,text_3.stopped,button.started,debrief.index,debrief.itemText,debrief.type,debrief.granularity,debrief.font,debrief.markerColor,debrief.response,debrief.rt,button.numClicks,button.timesOn,button.timesOff,participant,date,expName,psychopyVersion,frameRate,
1,0,0,0,0,0,0,1,triangle,star,0,0,0,0,0,9,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.4990789371077,74.4990789371077,74.4990789371077,74.4990789371077,74.4990789371077,74.4990789371077,74.4990789371077,74.4990789371077,74.4990789371077,74.4990789371077,a,3.037789181806147,1,46,0,77.56918825604953,79.07093708193861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85891,2022-11-11_15h17.43.389,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89083447841669,
0,0,1,0,0,0,0,1,hexagon,star,0,0,0,0,0,10,10,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.57140651787631,79.57140651787631,79.57140651787631,79.57140651787631,79.57140651787631,79.57140651787631,79.57140651787631,79.57140651787631,79.57140651787631,79.57140651787631,a,1.0135766938328743,1,47,0,80.6061172708869,82.10781282093376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85891,2022-11-11_15h17.43.389,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89083447841669,
0,0,1,0,1,0,0,0,hexagon,triangle,0,0,0,0,0,11,11,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.6084340910893,82.6084340910893,82.6084340910893,82.6084340910893,82.6084340910893,82.6084340910893,82.6084340910893,82.6084340910893,82.6084340910893,82.6084340910893,a,1.6006650640629232,10,57,0,84.22683748998679,85.72815048787743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85891,2022-11-11_15h17.43.389,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89083447841669,
0,0,1,0,1,0,0,0,hexagon,triangle,0,0,0,0,1,0,12,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.22887244005688,86.22887244005688,86.22887244005688,86.22887244005688,86.22887244005688,86.22887244005688,86.22887244005688,86.22887244005688,86.22887244005688,86.22887244005688,a,0.7017310720402747,10,67,0,86.9631471100729,88.46477176807821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85891,2022-11-11_15h17.43.389,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89083447841669,
0,1,0,0,0,0,0,1,circle,star,0,0,0,0,1,1,13,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.96513439598493,88.96513439598493,88.96513439598493,88.96513439598493,88.96513439598493,88.96513439598493,88.96513439598493,88.96513439598493,88.96513439598493,88.96513439598493,a,0.9134983930271119,1,68,0,89.89945772103965,91.40126571198925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85891,2022-11-11_15h17.43.389,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89083447841669,
0,1,0,0,1,0,0,0,circle,triangle,0,0,0,0,1,2,14,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.90193451801315,91.90193451801315,91.90193451801315,91.90193451801315,91.90193451801315,91.90193451801315,91.90193451801315,91.90193451801315,91.90193451801315,91.90193451801315,l,2.1525376019999385,1,69,0,94.07177148107439,95.57264128606766,95.57264128606766,96.0732408920303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85891,2022-11-11_15h17.43.389,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89083447841669,
1,0,0,0,0,0,1,0,triangle,hexagon,0,0,0,0,1,3,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.0732408920303,96.0732408920303,96.0732408920303,96.0732408920303,96.0732408920303,96.0732408920303,96.0732408920303,96.0732408920303,96.0732408920303,96.0732408920303,a,1.2532780561596155,1,70,0,97.35778388101608,98.8596928450279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85891,2022-11-11_15h17.43.389,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89083447841669,
0,0,0,1,0,1,0,0,star ,circle,0,0,0,0,1,4,16,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.36010303604417,99.36010303604417,99.36010303604417,99.36010303604417,99.36010303604417,99.36010303604417,99.36010303604417,99.36010303604417,99.36010303604417,99.36010303604417,l,0.6006544888950884,1,71,0,99.97731156600639,101.47900845692493,101.47900845692493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85891,2022-11-11_15h17.43.389,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89083447841669,
0,1,0,0,0,0,1,0,circle,hexagon,0,0,0,0,1,5,17,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.97952170995995,101.97952170995995,101.97952170995995,101.97952170995995,101.97952170995995,101.97952170995995,101.97952170995995,101.97952170995995,101.97952170995995,101.97952170995995,l,1.1752898171544075,10,81,0,103.18270112294704,104.6825865060091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85891,2022-11-11_15h17.43.389,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89083447841669,
0,0,1,0,0,1,0,0,hexagon,circle,0,0,0,0,1,6,18,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.18332102592103,105.18332102592103,105.18332102592103,105.18332102592103,105.18332102592103,105.18332102592103,105.18332102592103,105.18332102592103,105.18332102592103,105.18332102592103,a,0.7044493001885712,10,91,0,105.91728903306648,107.41891298489645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85891,2022-11-11_15h17.43.389,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89083447841669,
1,0,0,0,0,1,0,0,triangle,circle,0,0,0,0,1,7,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.91940276999958,107.91940276999958,107.91940276999958,107.91940276999958,107.91940276999958,107.91940276999958,107.91940276999958,107.91940276999958,107.91940276999958,107.91940276999958,l,2.4465624359436333,1,92,0,110.38872684305534,111.89036464504898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85891,2022-11-11_15h17.43.389,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89083447841669,
1,0,0,0,0,0,0,1,triangle,star,0,0,0,0,1,8,20,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.3909421779681,112.3909421779681,112.3909421779681,112.3909421779681,112.3909421779681,112.3909421779681,112.3909421779681,112.3909421779681,112.3909421779681,112.3909421779681,l,1.5761491970624775,1,93,0,113.99260902008973,115.49444663291797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85891,2022-11-11_15h17.43.389,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89083447841669,
0,0,1,0,0,0,0,1,hexagon,star,0,0,0,0,1,9,21,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.994881039951,115.994881039951,115.994881039951,115.994881039951,115.994881039951,115.994881039951,115.994881039951,115.994881039951,115.994881039951,115.994881039951,a,1.4707776207942516,10,103,0,117.49655123706907,118.99819704494439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85891,2022-11-11_15h17.43.389,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89083447841669,
0,0,0,1,0,0,1,0,star,hexagon,0,0,0,0,1,10,22,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.49882693192922,119.49882693192922,119.49882693192922,119.49882693192922,119.49882693192922,119.49882693192922,119.49882693192922,119.49882693192922,119.49882693192922,119.49882693192922,l,0.6445424009580165,10,113,0,120.1663539269939,121.66795082087629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85891,2022-11-11_15h17.43.389,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89083447841669,
0,0,0,1,1,0,0,0,star,triangle,0,0,0,0,1,11,23,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.16837118193507,122.16837118193507,122.16837118193507,122.16837118193507,122.16837118193507,122.16837118193507,122.16837118193507,122.16837118193507,122.16837118193507,122.16837118193507,a,1.135856072884053,10,123,0,123.33664129301906,124.83804246108048,124.83804246108048,125.33868922688998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85891,2022-11-11_15h17.43.389,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89083447841669,
0,0,0,1,1,0,0,0,star,triangle,0,0,0,0,2,0,24,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.33868922688998,125.33868922688998,125.33868922688998,125.33868922688998,125.33868922688998,125.33868922688998,125.33868922688998,125.33868922688998,125.33868922688998,125.33868922688998,a,0.6544524230994284,10,133,0,126.02263785805553,127.52436306490563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85891,2022-11-11_15h17.43.389,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89083447841669,
1,0,0,0,0,1,0,0,triangle,circle,0,0,0,0,2,1,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.02478877501562,128.02478877501562,128.02478877501562,128.02478877501562,128.02478877501562,128.02478877501562,128.02478877501562,128.02478877501562,128.02478877501562,128.02478877501562,a,0.9382430228870362,1,134,0,128.9927074960433,130.4944237319287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85891,2022-11-11_15h17.43.389,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89083447841669,
0,1,0,0,1,0,0,0,circle,triangle,0,0,0,0,2,2,26,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.99492600606754,130.99492600606754,130.99492600606754,130.99492600606754,130.99492600606754,130.99492600606754,130.99492600606754,130.99492600606754,130.99492600606754,130.99492600606754,a,1.287243511993438,1,135,0,132.31279326602817,133.8146170231048,133.8146170231048,134.31499569606967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85891,2022-11-11_15h17.43.389,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89083447841669,
0,1,0,0,0,0,0,1,circle,star,0,0,0,0,2,3,27,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.31499569606967,134.31499569606967,134.31499569606967,134.31499569606967,134.31499569606967,134.31499569606967,134.31499569606967,134.31499569606967,134.31499569606967,134.31499569606967,a,1.039377884939313,1,136,0,135.38305783295073,136.88460156298243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85891,2022-11-11_15h17.43.389,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89083447841669,
1,0,0,0,0,0,1,0,triangle,hexagon,0,0,0,0,2,4,28,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.3851106960792,137.3851106960792,137.3851106960792,137.3851106960792,137.3851106960792,137.3851106960792,137.3851106960792,137.3851106960792,137.3851106960792,137.3851106960792,l,0.6686348868533969,10,146,0,138.0858847349882,139.587575702928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85891,2022-11-11_15h17.43.389,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89083447841669,
1,0,0,0,0,0,0,1,triangle,star,0,0,0,0,2,5,29,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.08830008096993,140.08830008096993,140.08830008096993,140.08830008096993,140.08830008096993,140.08830008096993,140.08830008096993,140.08830008096993,140.08830008096993,140.08830008096993,l,0.4517173068597913,10,156,0,140.5721504429821,142.0739183248952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85891,2022-11-11_15h17.43.389,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89083447841669,
0,0,0,1,0,1,0,0,star ,circle,0,0,0,0,2,6,30,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.5743584369775,142.5743584369775,142.5743584369775,142.5743584369775,142.5743584369775,142.5743584369775,142.5743584369775,142.5743584369775,142.5743584369775,142.5743584369775,a,0.4525627719704062,10,166,0,143.05818372988142,144.55992486607283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85891,2022-11-11_15h17.43.389,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89083447841669,
0,1,0,0,0,0,1,0,circle,hexagon,0,0,0,0,2,7,31,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.06036180607043,145.06036180607043,145.06036180607043,145.06036180607043,145.06036180607043,145.06036180607043,145.06036180607043,145.06036180607043,145.06036180607043,145.06036180607043,l,0.3965787901543081,1,167,0,145.4773613929283,146.97912133508362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85891,2022-11-11_15h17.43.389,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89083447841669,
0,0,1,0,0,0,0,1,hexagon,star,0,0,0,0,2,8,32,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.47969764191657,147.47969764191657,147.47969764191657,147.47969764191657,147.47969764191657,147.47969764191657,147.47969764191657,147.47969764191657,147.47969764191657,147.47969764191657,l,0.4184184339828789,10,177,0,147.93046134710312,149.43205895088613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85891,2022-11-11_15h17.43.389,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89083447841669,
0,0,1,0,0,1,0,0,hexagon,circle,0,0,0,0,2,9,33,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.93259304296225,149.93259304296225,149.93259304296225,149.93259304296225,149.93259304296225,149.93259304296225,149.93259304296225,149.93259304296225,149.93259304296225,149.93259304296225,l,1.4535232589114457,1,178,0,151.41753700491972,152.9191770919133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85891,2022-11-11_15h17.43.389,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.89083447841669,
